LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000063498-0001-1,TOMDAN ENTERPRISES INC,ORIGINAL WORLD FAMOUS TOMMYS HAMBURGERS,2575 BEVERLY BLVD,LOS ANGELES,90057-1020,2575 BEVERLY 90057-1020,831 E HUNTINGTON DRIVE,MONROVIA,91016-3612,722110,Full-service restaurants,13,10/01/1966,,"(34.0692, -118.2763)",24352,8,556,612,,31
0000063498-0002-9,TOMDAN ENTERPRISES INC,TOMMYS HAMBURGERS,7606 FOOTHILL BLVD,TUJUNGA,91042-2119,7606 FOOTHILL 91042-2119,831 E HUNTINGTON DRIVE,MONROVIA,91016-3612,722110,Full-service restaurants,7,04/01/1975,,"(34.2546, -118.298)",3222,1,,260,18,7
0000063498-0003-7,TOMDAN ENTERPRISES INC,TOMMYS ORIGINAL WORLD FAMOUS HAMBURGERS,5873 HOLLYWOOD BLVD,LOS ANGELES,90028-5610,5873 HOLLYWOOD 90028-5610,831 E HUNTINGTON DRIVE,MONROVIA,91016-3612,722110,Full-service restaurants,13,03/20/1996,,"(34.1016, -118.3177)",23446,8,427,556,,57
0000063498-0004-5,TOMDAN ENTERPRISES INC,ORIGINAL WORLD FAMOUS TOMMYS HAMBURGERS,7240 TOPANGA CANYON BLVD,CANOGA PARK,91303-1239,7240 TOPANGA CANYON 91303-1239,831 E HUNTINGTON DRIVE,MONROVIA,91016-3612,722110,Full-service restaurants,3,05/25/1988,,"(34.202, -118.6059)",4278,4,278,1465,,37
0000063619-0001-2,SHOMER INC,SUBWAY SANDWICHES #1987,11100 SEPULVEDA BLVD #11,MISSION HILLS,91345-1142,11100 SEPULVEDA 91345-1142,6401 PLATT AVENUE,WEST HILLS,91307-3200,722110,Full-service restaurants,7,03/31/1993,,"(34.2729, -118.4676)",19330,1,67,302,,4
0000064720-0001-1,LA GOLONDRINA INC LTD,LA GOLONDRINA CAFE,630 N MAIN STREET,LOS ANGELES,90012-1822,630 MAIN 90012-1822,17 OLVERA STREET,LOS ANGELES,90012-2920,722110,Full-service restaurants,14,01/01/1979,,"(34.0575, -118.2384)",22728,9,539,1322,,28
0000065232-0001-0,LANGERS DELICATESSEN INC,,704 S ALVARADO STREET,LOS ANGELES,90057-4020,704 ALVARADO 90057-4020,,,,722110,Full-service restaurants,1,10/21/1985,,"(34.0563, -118.2768)",24352,11,570,628,,68
0000065784-0002-6,EHP INVESTMENT INC,RAMENYA / TOYKO KALBI,11660 GATEWAY BLVD,LOS ANGELES,90064-2829,11660 GATEWAY 90064-2829,,,,722110,Full-service restaurants,5,07/01/2008,,,,,,,,
0000066056-0001-6,BERNARDO VERGARA,MARGARITAS PLACE,103 E 7TH STREET,LOS ANGELES,90014-2008,103 7TH 90014-2008,,,,722110,Full-service restaurants,14,04/01/2000,,"(34.0439, -118.2512)",23075,9,542,527,,76
0000066371-0001-5,MARTHA SAPIEN,LA FUENTE RESTAURANT 6,5552 N FIGUEROA STREET,LOS ANGELES,90042-4120,5552 FIGUEROA 90042-4120,POST OFFICE BOX #26387,LOS ANGELES,90026-0387,722110,Full-service restaurants,1,04/01/1993,,"(34.1087, -118.1945)",23673,11,374,1022,28,93
0000066506-0001-9,PAUL HUNG IP,HOYS WOK RESTAURANT,7105 W SUNSET BLVD,LOS ANGELES,90046-4411,7105 SUNSET 90046-4411,,,,722110,Full-service restaurants,13,04/01/2000,,"(34.0979, -118.3442)",23677,7,410,863,,82
0000066623-0001-1,JEANETTE VELASQUEZ,EL HATUCHAY RESTAURANT,12853 SHERMAN WAY,N HOLLYWOOD,91605-5034,12853 SHERMAN 91605-5034,,,,722110,Full-service restaurants,2,05/01/1993,,"(34.2012, -118.4128)",8888,5,179,493,,71
0000066929-0001-2,STARBUCKS CORPORATION,STARBUCKS COFFEE #5494,10955 WEYBURN AVENUE,LOS ANGELES,90024-2811,10955 WEYBURN 90024-2811,POST OFFICE BOX #34067,SEATTLE,98124-1067,722110,Full-service restaurants,5,07/24/1999,,"(34.0623, -118.4472)",23442,6,847,1254,9,72
0000068806-0002-6,SUNG HYUN SIM,NEW SHOGUN SUSHI,987 S VERMONT AVENUE #D,LOS ANGELES,90006-5912,987 VERMONT 90006-5912,,,,722110,Full-service restaurants,10,09/10/2008,,"(34.0531, -118.2916)",22723,12,621,1246,,63
0000069247-0001-5,STROUK GROUP LLC,MONSIEUR MARCEL GOURMET MARKET/MONSIEUR MARCEL SEAFOOD & MARKET/ROXY & JO'S SEAFOOD G,6333 W 3RD STREET #150,LOS ANGELES,90036-3191,6333 3RD 90036-3191,6333 W 3RD STREET #144,LOS ANGELES,90036-3191,722110,Full-service restaurants,5,06/16/1993,,"(34.0713, -118.36)",23667,7,626,1086,,26
0000069423-0001-6,LEFTYS INC,BRENNANS,4089 LINCOLN BLVD,MARINA DEL REY,90292-5613,4089 LINCOLN 90292-5613,,,,722110,Full-service restaurants,11,07/07/1993,,"(33.9861, -118.4438)",25074,10,914,949,10,30
0000069673-0001-1,BAR RESTAURANT LLC,BAR RESTAURANT,4326 W SUNSET BLVD,LOS ANGELES,90029-2112,4326 SUNSET 90029-2112,4326 W SUNSET BLVD,LOS ANGELES,90029-2112,722110,Full-service restaurants,13,08/29/2003,,"(34.0951, -118.2833)",23447,8,467,620,,90
0000070282-0001-8,THE MAD PLATTER INC,THAT GIRL,147 N CLARK DRIVE,BEVERLY HILLS,90211-1708,147 CLARK 90211-1708,POST OFFICE BOX #491008,LOS ANGELES,90049-9008,722110,Full-service restaurants,0,10/01/1993,,"(34.068, -118.3847)",24347,,2115,,,
0000071400-0001-3,BIRDS BAR & CAFE LLC,BIRDS ROTISSERIE CHICKEN CAFE,5925 FRANKLIN AVENUE,LOS ANGELES,90028-5515,5925 FRANKLIN 90028-5515,5925 FRANKLIN AVENUE,HOLLYWOOD,90028-5515,722110,Full-service restaurants,13,08/01/1993,,"(34.1052, -118.3192)",23446,8,417,485,,64
0000071415-0001-0,SDRK CORPORATION,SUBWAY 1058,6051 HOLLYWOOD BLVD #102,LOS ANGELES,90028-5496,6051 HOLLYWOOD 90028-5496,10940 SHADOW HILLS AVENUE,SUNLAND,91040-1258,722110,Full-service restaurants,13,10/28/2003,,"(34.1016, -118.3212)",23446,8,427,556,,57
0000071427-0001-2,OCHA CLASSIC CORPORATION,OCHA CLASSIC RESTAURANT #3,3914 W 3RD STREET,LOS ANGELES,90020-2610,3914 3RD 90020-2610,820 S NEW HAMPSHIRE AVENUE #102,LOS ANGELES,90005-1829,722110,Full-service restaurants,10,09/01/2001,,"(34.069, -118.2993)",23081,12,594,1028,,89
0000071537-0001-4,CHAE YIL HAN,,1022 4TH AVENUE,LOS ANGELES,90019-2017,1022 4TH 90019-2017,1022 4TH AVENUE,LOS ANGELES,90019-2017,722110,Full-service restaurants,10,07/03/1993,,"(34.0523, -118.3186)",23080,12,612,1229,,52
0000071607-0001-1,JEONG & ANGEL BACK COMPANY,COURT DELI,3000 S ROBERTSON BLVD SUITE #110,LOS ANGELES,90034-3145,3000 ROBERTSON 90034-3145,,,,722110,Full-service restaurants,10,10/30/2003,,"(34.0329, -118.3899)",23451,12,878,1126,,95
0000071617-0001-5,SALVADOR SANCHEZ,LUCY'S DRIVE INN,1300 W WASHINGTON BLVD,LOS ANGELES,90007-1231,1300 WASHINGTON 90007-1231,,,,722110,Full-service restaurants,1,07/01/1993,,"(34.0398, -118.284)",23076,11,697,1282,,8
0000072116-0001-7,RENILKO CORPORATION,NANAY GLORIA'S FAST FOOD & RESTAURANT,3756 W AVENUE 40,LOS ANGELES,90065-3665,3756 AVENUE 40 90065-3665,,,,722110,Full-service restaurants,1,05/01/2000,,"(34.1194, -118.228)",24030,11,384,1084,13,56
0000072116-0002-5,RENILKO CORPORATION,NANAY GLORIA'S FAST FOOD & RESTAURANT,8911 DE SOTO AVENUE,CANOGA PARK,91304-1966,8911 DE SOTO 91304-1966,,,,722110,Full-service restaurants,3,04/05/2010,,"(34.2324, -118.5885)",4279,4,102,1542,,66
0000072252-0001-1,EL COYOTE MEXICAN FOODS INC,,7312 BEVERLY BLVD,LOS ANGELES,90036-2535,7312 BEVERLY 90036-2535,,,,722110,Full-service restaurants,5,12/23/1985,,,,,,,,
0000073064-0001-5,PHILIPPE THE ORIGINAL LLC,PHILIPPE THE ORIGINAL,1001 N ALAMEDA STREET,LOS ANGELES,90012-1803,1001 ALAMEDA 90012-1803,,,,722110,Full-service restaurants,1,03/01/1950,,"(34.0602, -118.2365)",22728,11,539,449,,28
0000074055-0001-3,HALEH FAMILY INC,DENNYS RESTAURANT,16575 SHERMAN WAY,VAN NUYS,91406-3732,16575 SHERMAN 91406-3732,,,,722110,Full-service restaurants,6,04/14/2000,,"(34.2012, -118.4942)",19734,3,263,300,,61
0000074507-0001-5,MANKAMAL INC,SUBWAY STORE NO# 21953,19301 SATICOY STREET #E,RESEDA,91335-2358,19301 SATICOY 91335-2358,,,,722110,Full-service restaurants,3,04/14/2000,,"(34.2083, -118.5535)",18909,4,257,544,,12
0000075208-0001-2,RAFFALLO'S PIZZA LA BREA CORP,RAFFALLO'S PIZZA,1657 N LA BREA AVENUE,LOS ANGELES,90028-6901,1657 LA BREA 90028-6901,,,,722110,Full-service restaurants,13,06/16/1993,,"(34.1012, -118.345)",23446,8,414,1303,,34
0000075431-0001-8,NO/NO,PIZZA MAN *48,509 S ALVARADO STREET,LOS ANGELES,90057-2903,509 ALVARADO 90057-2903,,,,722110,Full-service restaurants,1,03/22/1993,,"(34.0603, -118.2743)",24352,11,562,836,,68
0000075513-0001-8,MUNDANAS INC,LAS ANITAS | MUNDANAS - LAS ANITAS,1 OLVERA STREET #W26,LOS ANGELES,90012-1729,1 OLVERA 90012-1729,1806 N BROADWAY,LOS ANGELES,90031-2525,722110,Full-service restaurants,14,09/05/2003,,"(34.057, -118.2383)",22728,9,539,1322,,28
0000075873-0001-4,J & U CORPORATION,BOBA LOCA,701 S VERMONT AVENUE,LOS ANGELES,90005-1518,701 VERMONT 90005-1518,,,,722110,Full-service restaurants,10,07/15/2003,,,,,,,,
0000076736-0001-2,SEVERIANO/MARIA BENITAS,TACOS MI RINCON TAPATIO,13189 GLADSTONE AVENUE,SYLMAR,91342-3114,13189 GLADSTONE 91342-3114,,,,722110,Full-service restaurants,7,07/04/1993,,"(34.3107, -118.4281)",18912,1,41,289,,47
0000076896-0001-2,BIG CASEY'S INC,CASEY'S BAR & GRILL,613 S GRAND AVENUE,LOS ANGELES,90017-3804,613 GRAND 90017-3804,515 W 7TH STREET #300,LOS ANGELES,90014-2505,722110,Full-service restaurants,14,09/24/2003,,"(34.0485, -118.2554)",23075,9,546,733,,76
0000077444-0001-0,S. Y. CHINA WOK CORPORATION,CHINA WOK,9110 SEPULVEDA BLVD,NORTH HILLS,91343-6938,9110 SEPULVEDA 91343-6938,,,,722110,Full-service restaurants,7,08/01/2003,,"(34.2356, -118.4674)",18914,1,114,1092,,73
0000078023-0001-2,VUFAN YIK/YIN LANGLEY,L A EXPRESS CAFE | LA EXPRESS CAFE,1515 W 190TH STREET #102,GARDENA,90248-4920,1515 190TH 90248-4920,1515 W 190TH STREET SUITE #102,GARDENA,90248-4920,722110,Full-service restaurants,15,09/22/2003,,"(33.8583, -118.3056)",25715,15,944,798,,55
0000078382-0001-4,AAA SUBWAY INVESTMENT GROUP INC,,2817 CRENSHAW BLVD,LOS ANGELES,90016-3603,2817 CRENSHAW 90016-3603,1270 S LA CIENEGA BLVD,LOS ANGELES,90035-2548,722110,Full-service restaurants,10,05/01/2003,,"(34.0301, -118.3351)",23079,12,662,926,7,
0000078973-0001-4,YOUNG HO RA,SEOUL TOFU HOUSE,10201 RESEDA BLVD #104,NORTHRIDGE,91324-5011,10201 RESEDA 91324-5011,,,,722110,Full-service restaurants,12,04/15/2004,,"(34.2558, -118.536)",18514,2,81,1301,,87
0000079201-0001-0,GAMJA BAWI INC,GAMJA BAWI,928 S WESTERN AVENUE #129,LOS ANGELES,90006-1009,928 WESTERN 90006-1009,,,,722110,Full-service restaurants,10,02/01/2004,,"(34.0, -118.0)",9325,,1246,,,
0000079515-0001-6,HUOT EANG/MUY HEANG SIN,DAILY DONUTS,15757 ROSCOE BLVD,NORTH HILLS,91343-6407,15757 ROSCOE 91343-6407,,,,722110,Full-service restaurants,6,12/01/1992,,"(34.2213, -118.4757)",19734,3,221,262,,61
0000080822-0001-1,A NAKANO GROUP INC,JOZU CONSULTING & CATERING,7709 WARING AVENUE,LOS ANGELES,90046-7317,7709 WARING 90046-7317,,,,722110,Full-service restaurants,5,08/20/2003,,"(34.0853, -118.3575)",23677,6,447,804,,26
0000081082-0001-5,MUSSO & FRANK GRILL COMPANY,,6667 HOLLYWOOD BLVD,LOS ANGELES,90028-6220,6667 HOLLYWOOD 90028-6220,,,,722110,Full-service restaurants,13,10/05/1985,,"(34.1015, -118.3351)",23446,8,422,468,,34
0000081254-0001-0,HEE JA SOHN,TOWER CAFE,16000 VENTURA BLVD #302,ENCINO,91436-2748,16000 VENTURA 91436-2748,,,,722110,Full-service restaurants,4,07/23/2003,,"(34.156, -118.4814)",19737,6,338,1500,6,62
0000082068-0001-2,BETTE/RICHARD NOWINSKI,GOOD NEIGHBOR RESTAURANT/ NEIGHBARISTA,3701 CAHUENGA BLVD #6-8,N HOLLYWOOD,91604-3503,3701 CAHUENGA 91604-3503,,,,722110,Full-service restaurants,4,07/10/1993,,"(34.135, -118.3611)",24033,7,350,713,11,82
0000082165-0001-7,NABI BRAMBILA INC,FRANKIES ITALIAN RESTAURANT,5538 RESEDA BLVD,TARZANA,91356-6261,5538 RESEDA 91356-6261,,,,722110,Full-service restaurants,3,07/09/1993,,"(34.1707, -118.5359)",19339,4,320,587,6,10
0000082266-0001-0,ADRIAN VOULGARIS,ADRIANS TRATTORIA,17709 VANOWEN STREET,RESEDA,91335-5602,17709 VANOWEN 91335-5602,,,,722110,Full-service restaurants,4,08/15/1993,,"(34.1938, -118.5188)",18909,4,267,247,,12
0000082653-0001-5,SOMNUK CHANTASIRIVISAL,THAI BAMBOO CUISINE,11755 WILSHIRE BLVD UNIT #70,LOS ANGELES,90025-1540,11755 WILSHIRE 90025-1540,,,,722110,Full-service restaurants,11,10/10/1997,,"(34.0486, -118.4619)",23443,10,864,1516,9,50
0000083606-0001-8,MARIAS HOLDING CORP,MARIAS ITALIAN KITCHEN #9,10761 W PICO BLVD,LOS ANGELES,90064-2218,10761 PICO 90064-2218,16535 ARMINTA STREET,VAN NUYS,91406-1745,722110,Full-service restaurants,5,10/29/2003,,"(34.041, -118.4265)",24029,6,869,1305,9,75
0000083891-0002-2,SODEXHO OPERATIONS LLC,SODEXHO/O'MELVIN & MEYERS #987401,400 S HOPE STREET #18FL,LOS ANGELES,90071-2830,400 HOPE 90071-2830,POST OFFICE BOX #352,BUFFALO,14240-0352,722110,Full-service restaurants,14,08/01/1994,,"(34.0522, -118.2536)",24035,9,545,733,37,76
0000083891-0006-5,SODEXHO OPERATIONS LLC,CEDARS SINAI MEDICAL CENTER,8700 BEVERLY BLVD,WEST HOLLYWOOD,90048-1804,8700 BEVERLY 90048-1804,POST OFFICE BOX #352,BUFFALO,14240-0352,722110,Full-service restaurants,0,04/01/1998,,"(34.0768, -118.3803)",23679,,2109,,,
0000083891-0010-3,SODEXHO OPERATIONS LLC,CENTERS SINAI AHSP PAVILION CAFE,POST OFFICE BOX #352,BUFFALO,14240-0352,14240-0352,,,,722110,Full-service restaurants,0,01/01/2014,,"(42.8865, -78.8269)",2231,,,,,
0000084988-0001-8,JUAN G/RENE CORONA,EL POLLO LOCO,2201 N BROADWAY,LOS ANGELES,90031-2202,2201 BROADWAY 90031-2202,,,,722110,Full-service restaurants,1,08/13/1993,,"(34.0736, -118.2178)",23448,11,492,721,,1
0000085563-0001-2,RAFAEL RUIZ MADRIGAL,EL INDIO RESTAURANT,13403 VAN NUYS BLVD,PACOIMA,91331-3008,13403 VAN NUYS 91331-3008,,,,722110,Full-service restaurants,7,09/15/1993,,"(34.2641, -118.4246)",18907,1,29,409,,11
0000085792-0001-5,SALVADOR DIAZ,PIONEER CHICKEN #231,904 S SOTO STREET,LOS ANGELES,90023-1323,904 SOTO 90023-1323,,,,722110,Full-service restaurants,14,01/01/1990,,"(34.0343, -118.2156)",23441,9,524,351,,38
0000086039-0001-5,GUILLERMO G CANO,LA NOCHE BUENA,8 OLVERA STREET #E,LOS ANGELES,90012-2921,8 OLVERA 90012-2921,,,,722110,Full-service restaurants,14,06/03/1993,,"(34.0571, -118.2382)",22728,9,539,1322,,28
0000086099-0001-7,HECTOR ZURITA,TACOS LA RAZA,1011 S ALVARADO STREET,LOS ANGELES,90006-3711,1011 ALVARADO 90006,,,,722110,Full-service restaurants,1,,,"(34.0515, -118.2799)",22723,11,573,908,,8
0000086260-0001-1,MARGARITA RENE PLATON,DOS BURRITOS,2975   WILSHIRE BLVD   SUITE #410,LOS ANGELES,90010-1132,2975 WILSHIRE 90010-1132,,,,722110,Full-service restaurants,10,01/03/1994,,"(34.0624, -118.2867)",22722,12,578,1316,,89
0000086282-0001-8,AMERICO DE LA NUEZ/SONIA DE LA NUEZ,RESTAURANT LA PUPUSA LOCA,5716 SANTA MONICA BLVD,LOS ANGELES,90038-3202,5716 SANTA MONICA 90038-3202,,,,722110,Full-service restaurants,13,01/03/1994,,"(34.0907, -118.3141)",23669,8,441,928,,57
0000086870-0001-4,RAFAEL A HERNANDEZ,CENTINELA CAFE,4800 S CENTINELA AVENUE,LOS ANGELES,90066-6800,4800 CENTINELA 90066-6800,,,,722110,Full-service restaurants,11,01/01/1994,,"(33.9896, -118.4191)",24678,10,922,833,10,85
0000087209-0001-8,J S MULTANI & SONS INC.,TAJ PALACE,15200 W SUNSET BLVD #112,PACIFIC PALISADES,90272-3620,15200 SUNSET 90272-3620,,,,722110,Full-service restaurants,11,10/03/2003,,"(34.0461, -118.5242)",25066,10,834,784,35,
0000088430-0001-1,EL TACO OF CALIFORNIA INC,,901 S PACIFIC AVENUE,SAN PEDRO,90731-3201,901 PACIFIC 90731-3201,7870 FLORENCE AVENUE,DOWNEY,90240-3728,722110,Full-service restaurants,15,11/01/1992,,"(33.736, -118.2879)",3342,15,979,1271,15,36
0000088566-0001-8,RIGO'S TACO #6 INC,RIGOS TACO #6,11324 VANOWEN STREET,N HOLLYWOOD,91605-6320,11324 VANOWEN 91605-6320,671 N MACLAY AVENUE,SAN FERNANDO,91340-2136,722110,Full-service restaurants,2,09/26/1993,,"(34.1939, -118.3776)",8889,5,177,1076,,13
0000088949-0001-7,JIRAYUS PUKKANASUT,,1605 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2600,1605 PACIFIC COAST 90710,,,,722110,Full-service restaurants,15,,,"(33.7894, -118.3043)",26327,15,951,644,,29
0000088950-0001-0,PANDULCE BAKERY,,1111 PACIFIC COAST HIGHWAY #8,HARBOR CITY,90710-3544,1111 PACIFIC COAST 90710-3544,,,,722110,Full-service restaurants,15,,,"(33.7907, -118.2951)",26327,15,958,644,,29
0000089156-0001-9,JOSE / HIDALIA AGUAYO,,8202 SAN FERNANDO ROAD,SUN VALLEY,91352-3218,8202 SAN FERNANDO 91352-3218,7496 FLINTLOCK COURT,HIGHLAND,92346-5818,722110,Full-service restaurants,2,10/15/1999,,"(34.2194, -118.3687)",19335,5,167,1374,,21
0000089329-0001-8,JOANN LOVATO,LOVATO EVENTS,670   QUINCY AVENUE,LONG BEACH,90814-1817,670 QUINCY 90814,670   QUINCY AVENUE,LONG BEACH,90814-1817,722110,Full-service restaurants,0,09/29/1993,,"(33.7749, -118.1391)",2436,,1938,,,
0000089379-0001-6,YESENIA ALFARO,,3815 WALL STREET,LOS ANGELES,90011-2640,3815 WALL 90011,,,,722110,Full-service restaurants,9,,,"(34.0125, -118.2713)",22727,13,714,696,7,6
0000089389-0001-0,MARIA GOMEZ,,338 1/2 E 65TH STREET,LOS ANGELES,90003-1926,338 65TH 90003-1926,,,,722110,Full-service restaurants,9,05/10/2021,,"(33.9806, -118.2689)",22352,13,789,996,7,46
0000089449-0001-3,SHINOBU SAKUMA,MR RAMEN,341 1/2 E 1ST STREET,LOS ANGELES,90012-3901,341 1ST 90012-3901,222 S CENTRAL AVENUE #143,LOS ANGELES,90012-4230,722110,Full-service restaurants,14,09/01/1993,,"(34.0496, -118.2398)",22728,9,536,1502,,28
0000089771-0001-2,CHONG KYUN CHANG,CHUN JU HAN IL KWAN,3450 W 6TH STREET #106,LOS ANGELES,90020-2566,3450 6TH 90020-2566,,,,722110,Full-service restaurants,10,09/01/1993,,"(34.0635, -118.2966)",22722,12,597,1316,,89
0000090531-0001-2,RICHARD SOHN,GREAT WESTERN STEAK & HOAGIE,1720 LINCOLN BLVD,VENICE,90291-3968,1720 LINCOLN 90291-3968,,,,722110,Full-service restaurants,11,01/01/1999,,"(33.9965, -118.4579)",25073,10,910,1264,10,30
0000090598-0001-6,HOP WOO BBQ RESTAURANT INC,HOP WOO BBQ RESTAURANT,845 N BROADWAY,LOS ANGELES,90012-2309,845 BROADWAY 90012-2309,,,,722110,Full-service restaurants,1,11/01/1993,,"(34.0633, -118.2377)",22728,11,540,449,,28
0000092274-0001-1,SUSAN APOSTOLOF,UNCLE ERNIES PIZZA 4-U,9841 TOPANGA CANYON BLVD,CHATSWORTH,91311-4006,9841 TOPANGA CANYON 91311-4006,3607 WOODHAVEN STREET,SIMI VALLEY,93063-2519,722110,Full-service restaurants,12,01/01/1993,,"(34.2494, -118.6061)",4284,2,96,1418,4,43
0000093974-0001-5,MK BLAIR LLP,BLAIR'S,2903 ROWENA AVENUE,LOS ANGELES,90039-2003,2903 ROWENA 90039-2003,2992   GLENDALE BLVD,LOS ANGELES,90039-1827,722110,Full-service restaurants,4,09/18/2003,,"(34.1083, -118.268)",23670,7,396,595,,90
0000094002-0001-4,BROMLEY FOODS INC,JACK IN THE BOX 341,7955 VINELAND AVENUE,SUN VALLEY,91352-4477,7955 VINELAND 91352-4477,23801 CALABASAS ROAD SUITE #2002,CALABASAS,91302-1569,722110,Full-service restaurants,2,10/28/1991,,"(34.2152, -118.3703)",19335,5,165,483,,21
0000094032-0001-5,TAJARUN INC,TAJ MAHAL CUISINE OF INDIA,17815 VENTURA BLVD #201,ENCINO,91316-3613,17815 VENTURA 91316-3613,,,,722110,Full-service restaurants,4,11/01/1993,,"(34.163, -118.5205)",4286,6,,328,6,62
0000095309-0001-8,CA GLATT CENTER INC,,9427 W PICO BLVD,LOS ANGELES,90035-1209,9427 PICO 90035-1209,,,,722110,Full-service restaurants,5,10/01/2003,,"(34.0552, -118.3945)",23666,6,873,820,,95
0000096576-0001-3,PLUSH CELLAR LLC,PLUSH CELLAR,2420 DALY STREET,LOS ANGELES,90031-2221,2420 DALY 90031-2221,,,,722110,Full-service restaurants,1,12/01/1993,,"(34.0742, -118.2156)",23448,11,488,516,,1
0000096607-0001-1,CHOUNG JA LEE/HEUNG JAE LEE,MA DANG GOOK SOO,869 S WESTERN AVENUE #1,LOS ANGELES,90005-3384,869 WESTERN 90005-3384,,,,722110,Full-service restaurants,10,11/01/1993,,"(34.0565, -118.309)",22722,12,609,647,,89
0000096922-0001-0,YANG SAN BAK CORPORATION,YANG SAN BAK,3601 W 6TH STREET,LOS ANGELES,90020-3003,3601 6TH 90020-3003,3350 WILSHIRE BLVD SUITE #730,LOS ANGELES,90010-1861,722110,Full-service restaurants,10,01/13/2004,,"(34.0635, -118.3003)",22722,12,598,1261,,89
0000097115-0001-1,TOWER TRIMANA INC,TRIMANA EXPRESS,2830 PINELAWN DRIVE,LA CRESCENTA,91214-1348,2830 PINELAWN 91214-1348,,,,722110,Full-service restaurants,0,02/02/2004,,"(34.2456, -118.241)",4275,,988,,,
0000097431-0001-5,KULWANT SINGH,PHILIPOS PIZZA & PASTA,1206 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2932,1206 PACIFIC COAST 90710-2932,26151 VERMONT AVENUE APT #202A,HARBOR CITY,90710-3429,722110,Full-service restaurants,15,02/07/1994,,,,,,,,
0000097465-0001-4,GUADALUPE PEREZ,BRITE SPOT RESTAURANT,615 S PACIFIC AVENUE,SAN PEDRO,90731-2629,615 PACIFIC 90731-2629,1720 E ANAHEIM STREET,LONG BEACH,90813-3905,722110,Full-service restaurants,15,03/26/1994,,,,,,,,
0000097662-0001-7,CONSTANTIN S PROVATAS,BURGER PLACE,7126 S WESTERN AVENUE,LOS ANGELES,90047-1846,7126 WESTERN 90047-1846,8635 FLORENCE AVENUE SUITE #101,DOWNEY,90240-4045,722110,Full-service restaurants,8,10/01/1993,,"(33.9751, -118.3089)",23678,14,770,1054,7,35
0000097663-0001-1,CONSTANTIN S PROVATAS,BURGER PLACE #1,100 E MANCHESTER AVENUE,LOS ANGELES,90003-3416,100 MANCHESTER 90003-3416,8635 FLORENCE AVENUE SUITE #101,DOWNEY,90240-4045,722110,Full-service restaurants,8,10/01/1993,,"(33.96, -118.2738)",22352,14,800,358,7,45
0000098015-0001-1,ACE ACCESSORY INC,ACE ACCESSORY,308 E PICO BLVD,LOS ANGELES,90015-2510,308 PICO 90015-2510,,,,722110,Full-service restaurants,14,08/30/2006,,"(34.0351, -118.2581)",23076,9,547,773,,76
0000098451-0001-0,NORIK MINASYAN,NICKS CAFE,4605 LANKERSHIM BLVD #205,N HOLLYWOOD,91602-1874,4605 LANKERSHIM 91602-1874,9820 MARNICE AVENUE,TUJUNGA,91042-2822,722110,Full-service restaurants,2,09/01/2003,,"(34.1537, -118.3678)",8489,5,213,474,,13
0000098658-0001-8,EVA GUARDADO / CHRISTOPHER MIRANDA,POLLO GORDO,11412 LAUREL CANYON BLVD,SAN FERNANDO,91340-4122,11412 LAUREL CANYON 91340-4122,,,,722110,Full-service restaurants,7,01/01/1994,,"(34.2773, -118.4518)",18910,1,71,1405,,4
0000099463-0001-0,MARISCOS LOS ARCOS CP INC,,14038 1/2 VICTORY BLVD,VAN NUYS,91401-2276,14038 VICTORY 91401-2276,,,,722110,Full-service restaurants,2,11/01/2003,,"(34.1866, -118.439)",19729,5,238,292,,70
0000099654-0001-7,ROGELIO ESPINOZA,MARIELAS TACO 2,2501 W SUNSET BLVD #F,LOS ANGELES,90026-3949,2501 SUNSET 90026-3949,,,,722110,Full-service restaurants,13,01/15/1994,,"(34.0795, -118.269)",23444,8,470,594,,90
0000099793-0001-5,CHIRAWAT MARKKERN ET AL,PAILIN THAI CUISINE,5621 HOLLYWOOD BLVD,LOS ANGELES,90028-6809,5621 HOLLYWOOD 90028-6809,,,,722110,Full-service restaurants,13,01/03/1994,,"(34.1017, -118.3124)",23446,8,420,608,16,57
0000100417-0001-2,YOUNG HUI SUH/YOUNG MO SUH,CHAVEZ POLLO & BURGER,2057 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-1746,2057 CESAR E CHAVEZ 90033-1746,,,,722110,Full-service restaurants,14,11/25/2002,,"(34.0487, -118.2121)",23450,9,521,350,,38
0000100626-0002-6,TRYAN INC,SUBWAY #61759,3323 W PICO BLVD,LOS ANGELES,90019-4530,3323 PICO 90019-4530,5627 KANAN ROAD #437,AGOURA HILLS,91301-3358,722110,Full-service restaurants,10,04/17/2014,,"(34.0471, -118.3161)",23080,12,676,897,,19
