LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0002106766-0001-3,SARGIS SARAFYAN,SS POOLS,7232   PASO ROBLES AVENUE,LAKE BALBOA,91406-2619,7232 PASO ROBLES 91406-2619,18206   ELKWOOD STREET,RESEDA,91335-2016,,,6,07/28/2004,,"(34.2026, -118.502)",19734,3,259,315,,61
0002109588-0001-5,GARY GARDNER,,17061 LORNE STREET,LAKE BALBOA,91406-1046,17061 LORNE 91406-1046,,,,541990,"All other professional, scientific, & technical services",6,01/01/2002,,"(34.2172, -118.5052)",19734,3,251,432,,61
0002110309-0001-5,MARBLE COMPLETE INC,,17038   CANTLAY STREET,LAKE BALBOA,91406-2620,17038 CANTLAY 91406-2620,,,,,,6,01/01/2006,,"(34.2019, -118.5046)",19734,3,259,315,,61
0002113440-0001-9,ORREI BARASCH CHT,HAND IN HAND HYPNOTHERAPY,7051   PETIT AVENUE,LAKE BALBOA,91406-3714,7051 PETIT 91406-3714,7051 PETIT AVENUE,VAN NUYS,91406-3714,621340,"Offices of physical, occupational & speech therapists, & audiologists",6,02/07/2006,,"(34.199, -118.4971)",19734,3,263,300,,61
0002132868-0001-1,FLAVIA MONTIEL,,6530   FORBES AVENUE,LAKE BALBOA,91406-5508,6530 FORBES 91406-5508,,,,,,6,01/01/2003,,"(34.1896, -118.4988)",19734,3,262,297,,61
0002166467-0001-1,CARLOS NOE ALAS,IN N OUT PET CARE,7443 MCLENNAN AVENUE,LAKE BALBOA,91406-2717,7443 MCLENNAN 91406-2717,7443 MCLENNAN AVENUE,VAN NUYS,91406-2717,,,6,07/14/2006,,"(34.2059, -118.4999)",19734,3,263,436,,61
0002169253-0001-5,MIGUEL ANGEL TORIBE,TORIBE LANDSCAPE & GARDENING SERVICE,17406 WYANDOTTE STREET,LAKE BALBOA,91406-2441,17406 WYANDOTTE 91406-2441,,,,,,6,01/01/2003,,"(34.2033, -118.5118)",19734,3,259,243,,61
0002176397-0001-1,ELIZABETH FISHER,,6852   TEXHOMA AVENUE,LAKE BALBOA,91406-4344,6852 TEXHOMA 91406,6852   TEXHOMA AVENUE,VAN NUYS,91406-4344,,,6,01/01/2005,,"(34.1955, -118.515)",19734,3,260,1091,,61
0002177043-0001-7,THOMAS RINI,,6626 WHITMAN AVENUE,LAKE BALBOA,91406-6044,6626 WHITMAN 91406-6044,,,,541990,"All other professional, scientific, & technical services",6,06/15/2004,,"(34.1917, -118.4762)",19734,3,226,296,,61
0002179574-0001-8,JEFFREY I WIESEN,,16938 ENADIA WAY,LAKE BALBOA,91406-3601,16938 ENADIA 91406-3601,16938 ENADIA WAY,VAN NUYS,91406-3601,,,6,01/01/2004,,"(34.2001, -118.5024)",19734,3,261,301,,61
0002180769-0001-4,"FOCAL MOTION, INC.",,17060 CANTARA STREET,LAKE BALBOA,91406-1113,17060 CANTARA 91406-1113,,,,,,6,01/15/2003,,"(34.2191, -118.5036)",19734,3,251,432,,61
0002188475-0001-3,KARI A MONTGOMERY,,15808 VALERIO STREET,LAKE BALBOA,91406-3115,15808 VALERIO 91406-3115,15808 VALERIO STREET,VAN NUYS,91406-3115,512100,Motion picture & video industries (except video rental),6,10/04/2004,,"(34.2048, -118.4774)",19734,3,221,261,,61
0002194475-0001-1,AGRIPINO C YU,,16847   COVELLO STREET,LAKE BALBOA,91406-2714,16847 COVELLO 91406-2714,16847   COVELLO STREET,VAN NUYS,91406-2714,624100,Individual & family services,6,06/15/2004,,"(34.2075, -118.5006)",19734,3,263,436,,61
0002198145-0001-4,LEM NGUYEN,LEM BARBER SHOP,6742   BALBOA BLVD,LAKE BALBOA,91406-5532,6742 BALBOA 91406-5532,,,,,,6,01/01/2004,,"(34.1931, -118.501)",19734,3,262,297,,61
0002198719-0001-1,PAUL MICHAEL SAMPIETRO,COURTEOUS PLUMBING,6934 WHITE OAK AVENUE,LAKE BALBOA,91406-4349,6934 WHITE OAK 91406-4349,16630 OSBORNE STREET,NORTH HILLS,91343-4012,,,6,06/01/2006,,"(34.1967, -118.5185)",19734,3,260,1091,,61
0002199398-0001-0,RONALD OWENS,,6915   TEXHOMA AVENUE,LAKE BALBOA,91406-4347,6915 TEXHOMA 91406-4347,6915 TEXHOMA AVENUE,VAN NUYS,91406-4347,,,6,06/01/2004,,"(34.1961, -118.5156)",19734,3,260,1091,,61
0002201382-0001-9,RENEE AMITAI,ARTIST,6909 DE CELIS PLACE,LAKE BALBOA,91406-4606,6909 DE CELIS 91406-4606,6909 DE CELIS PLACE,VAN NUYS,91406-4606,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",6,08/01/1990,,"(34.1959, -118.4945)",19734,3,263,300,,61
0002212379-0002-9,KARINA GRIGORYANTS,FLORAL EVENT PRODUCTIONS,7100 BALBOA BLVD UNIT #602,LAKE BALBOA,91406-3634,7100 BALBOA 91406-3634,,,,424990,Other miscellaneous nondurable goods,6,08/22/2013,,"(34.1993, -118.5011)",19734,3,263,300,,61
0002212665-0001-3,CHRISTOPHER SMITH,,6925 HASKELL AVENUE SUITE #213,LAKE BALBOA,91406-5078,6925 HASKELL 91406-5078,POST OFFICE BOX #14205,VAN NUYS,91409-4205,,,6,01/01/2004,,"(34.1964, -118.4749)",19734,3,223,294,,61
0002215563-0001-8,KEITH ESPARZA,,6712 WHITAKER AVENUE,LAKE BALBOA,91406-5520,6712 WHITAKER 91406-5520,,,,,,6,01/01/2003,,"(34.19, -118.4981)",19734,3,262,297,,61
0002215885-0001-9,ELY ENTERPRISES INC,ELY ENTERPRISES,7012 LASAINE AVENUE,LAKE BALBOA,91406-3544,7012 LASAINE 91406-3544,28320   BLACKSMITH DRIVE,VALENCIA,91354-4939,,,6,10/25/2006,,"(34.1976, -118.5109)",19734,3,261,1091,,61
0002217528-0001-1,TERESA TONAI,,7033 RUBIO AVENUE,LAKE BALBOA,91406-3716,7033 RUBIO 91406-3716,,,,,,6,06/01/2006,,"(34.1991, -118.4957)",19734,3,263,300,,61
0002219387-0001-6,VAHRAM FARAJIAN,PVC MARKETING,7811   GENESTA AVENUE,LAKE BALBOA,91406-1623,7811 GENESTA 91406-1623,,,,,,6,01/23/2007,,,,,,,,
0002228976-0001-6,JARROD CRAWFORD,,16524 GILMORE STREET,LAKE BALBOA,91406-5607,16524 GILMORE 91406-5607,16524 Gilmore,Van Nuys,91406-5607,,,6,02/01/2007,,"(34.1874, -118.4934)",19734,3,262,297,,61
0002231221-0001-3,MELINDA/RAY MC INTYRE JR,,16747 VICTORY BLVD,LAKE BALBOA,91406-5629,16747 VICTORY 91406-5629,25855 SHADY GROVE PLACE,CALABASAS,91302-3169,,,6,09/23/2005,,"(34.1866, -118.4982)",19734,3,2337,1223,,62
0002232443-0001-3,TERESITA DORINGO CASTILLO,,16529   VICTORY BLVD   APT #317,LAKE BALBOA,91406-5684,16529 VICTORY 91406-5684,15160 RAYEN STREET,NORTH HILLS,91343-5408,,,6,02/22/2006,,"(34.1869, -118.4934)",19734,3,262,297,,61
0002236077-0001-9,"YES ELECTRIC & CONSTRUCTION, CORP",,6858 WHITE OAK AVENUE,LAKE BALBOA,91406-4348,6858 WHITE OAK 91406-4348,17620 SHERMAN WAY #209,VAN NUYS,91406-3527,,,6,03/29/2007,,"(34.1952, -118.5185)",19734,3,260,1091,,61
0002237549-0001-5,11401 ILEX AVE LLC,,16461   SHERMAN WAY   SUITE #350,LAKE BALBOA,91406-3828,16461 SHERMAN 91406-3828,16461 SHERMAN WAY SUITE #350,LAKE BALBOA,91406-3828,,,6,01/01/2006,,"(34.2013, -118.492)",19734,3,2325,436,,61
0002238179-0001-1,MIGUEL A SALGUERO,INDOOR AIR SOLUTIONS,6825 MCLENNAN AVENUE,LAKE BALBOA,91406-4530,6825 MCLENNAN 91406-4530,7240 Corbin #30,Reseda,91335-3490,,,6,04/05/2007,,"(34.1957, -118.4999)",19734,3,263,300,,61
0002243855-0001-2,JACK NARAT TULATAMMAGUL,JT PRO TENNIS,17000 HAYNES STREET,LAKE BALBOA,91406-5420,17000 HAYNES 91406-5420,16350   VENTURA BLVD   SUITE #D 121,ENCINO,91436-5300,611000,"Educational services (including schools, colleges, & universities)",14,05/03/2007,,,,,,,,
0002246482-0001-9,RASPINA JANNESAR,MAMANI PHOTOGRAPHY,6518 DEMPSEY AVENUE,LAKE BALBOA,91406-6018,6518 DEMPSEY 91406-6018,6518 DEMPSEY AVENUE,VAN NUYS,91406-6018,812990,All other personal services,6,07/01/2006,,"(34.1881, -118.4755)",19734,3,226,296,,61
0002248768-0001-8,ROBERT E WHEELER,ROBART,16905 BALTAR STREET,LAKE BALBOA,91406-1106,16905 BALTAR 91406-1106,16905 BALTAR STREET,VAN NUYS,91406-1106,453920,Art dealers,6,05/23/2007,,"(34.2164, -118.5014)",19734,3,251,432,,61
0002253039-0001-4,"FRAME ACCURATE FILMS, INC.",,6858 JELLICO AVENUE,LAKE BALBOA,91406-4334,6858 JELLICO 91406-4334,,,,561300,Employment services,6,10/06/2004,,"(34.1954, -118.5173)",19734,3,260,1091,,61
0002267641-0001-6,RACHEL SUSAN PRINCE,,17241 STAGG STREET,LAKE BALBOA,91406-1609,17241 STAGG 91406-1609,17241 STAGG STREET,LAKE BALBOA,91406-1609,812111,Barber shops,6,08/13/2007,,"(34.212, -118.5088)",19734,3,251,315,,61
0002283135-0001-3,PHILIP WOLFE,PHILIP WOLFE MUSIC,6710 DE CELIS PLACE,LAKE BALBOA,91406-5712,6710 DE CELIS 91406-5712,,,,518111,Internet service providers,6,01/01/1997,,"(34.1921, -118.4942)",19734,3,262,297,,61
0002283501-0001-7,AGB ENTERTAINMENT LLC,,17256 WELBY WAY,LAKE BALBOA,91406-5442,17256 WELBY 91406-5442,,,,512100,Motion picture & video industries (except video rental),6,08/27/2004,,"(34.1929, -118.509)",19734,3,261,571,,61
0002301292-0001-0,GRANADA SOCCER STORES INC,SOCCER OUTLET,7600 BALBOA BLVD    #111,LAKE BALBOA,91406-2267,7600 BALBOA 91406-2267,7600   BALBOA BLVD   SUITE #111,LAKE BALBOA,91406-2267,451110,Sporting goods stores,6,01/04/2008,,"(34.2006, -118.4871)",19734,3,2325,300,,61
0002306820-0001-1,RONALD ALAN THOMPSON JR,RON THOMPSON,7029   PETIT AVENUE,LAKE BALBOA,91406-3714,7029 PETIT 91406-3714,7029   PETIT AVENUE,VAN NUYS,91406-3714,541990,"All other professional, scientific, & technical services",6,07/01/2007,,"(34.1984, -118.4971)",19734,3,263,300,,61
0002309907-0001-5,KRISTIN STARK,LUCKY LULU CARDS,6610 WHITMAN AVENUE,LAKE BALBOA,91406-6044,6610 WHITMAN 91406-6044,6610 WHITMAN AVENUE,LAKE BALBOA,91406-6044,454113,Mail-order houses,6,10/23/2006,,"(34.1914, -118.4762)",19734,3,226,296,,61
0002310050-0001-9,ALLEN TAD CHAMBERLAIN,,16000 SHERMAN WAY #213,LAKE BALBOA,91406-4056,16000 SHERMAN 91406-4056,,,,812990,All other personal services,6,09/26/2006,,"(34.2011, -118.4814)",19734,3,221,294,,61
0002310492-0001-5,LISE LEE - FORESTALL,,15833 VOSE STREET,LAKE BALBOA,91406-5156,15833 VOSE 91406-5156,15833 VOSE STREET,LAKE BALBOA,91406-5156,812990,All other personal services,6,01/01/2008,,"(34.1984, -118.4777)",19734,3,224,294,,61
0002313290-0001-1,KATHLEEN SWARTZ,,6551 GERALD AVENUE,LAKE BALBOA,91406-5702,6551 GERALD 91406-5702,6551 GERALD AVENUE,VAN NUYS,91406-5702,812990,All other personal services,6,01/01/2006,,"(34.1897, -118.4934)",19734,3,262,297,,61
0002313315-0001-3,WILLIAM HENRY SWARTZ JR,,6551 GERALD AVENUE,LAKE BALBOA,91406-5702,6551 GERALD 91406-5702,6551 GERALD AVENUE,VAN NUYS,91406-5702,561720,Janitorial services,6,01/30/2007,,"(34.1897, -118.4934)",19734,3,262,297,,61
0002313744-0001-2,ANA CRISTINA CARDOSO DAVIDIAN,,16815 VICTORY BLVD UNIT #214,LAKE BALBOA,91406-5547,16815 VICTORY 91406-5547,,,,711510,"Independent artists, writers, & performers",6,02/18/2007,,"(34.1866, -118.4994)",19734,3,2337,1223,,62
0002321723-0001-2,ALVIN BULALAHOS,ST. PATRICK HOME CARE,6730 BALBOA BLVD SUITE #B,LAKE BALBOA,91406-5514,6730 BALBOA 91406-5514,6639 KESTER AVENUE,VAN NUYS,91405-4521,621610,Home health care services,6,03/03/2008,,"(34.1928, -118.5011)",19734,3,262,297,,61
0002335598-0001-0,MARIA THERESA BUAN,,17037   SHERMAN WAY,LAKE BALBOA,91406-3616,17037 SHERMAN 91406-3616,17037   SHERMAN WAY,VAN NUYS,91406-3616,621610,Home health care services,6,04/14/2008,,"(34.2012, -118.5044)",19734,3,259,315,,61
0002341129-0001-3,SAMANTHA LEWIS,LEWIS AND BARK,16423 HAMLIN STREET,LAKE BALBOA,91406-5718,16423 HAMLIN 91406-5718,1   SNOWY OWL ROAD,HOPKINTON,01748-1585,812910,Pet care (except veterinary) services,6,10/01/2007,,"(34.1883, -118.4904)",19734,3,262,298,,61
0002341494-0001-1,BRETT RYBACK,,6930   DE CELIS PLACE   #12,LAKE BALBOA,91406-4639,6930 DE CELIS 91406-4639,6930   DE CELIS PLACE   SUITE #12,LAKE BALBOA,91406-4652,541990,"All other professional, scientific, & technical services",6,01/01/2006,,"(34.1966, -118.494)",19734,3,263,300,,61
0002341889-0001-2,LANCE PARIS,,6935 AMESTOY AVENUE,LAKE BALBOA,91406-4448,6935 AMESTOY 91406-4448,,,,812990,All other personal services,6,01/01/2006,,"(34.1964, -118.5054)",19734,3,261,301,,61
0002351966-0001-6,RENATA ILITSKY,,7000 JELLICO AVENUE,LAKE BALBOA,91406-3524,7000 JELLICO 91406-3524,21812   YBARRA ROAD,WOODLAND HILLS,91364-4235,541600,"Management, scientific, & technical consulting services",6,12/01/2007,,"(34.1975, -118.5173)",19734,3,261,1091,,61
0002359689-0001-1,BENJAMIN G. BUAN,,17037   SHERMAN WAY,LAKE BALBOA,91406-3616,17037 SHERMAN 91406-3616,17037   SHERMAN WAY,VAN NUYS,91406-3616,541219,Other accounting services,6,01/01/2006,,"(34.2012, -118.5044)",19734,3,259,315,,61
0002359691-0001-8,DWIGHT DAVID CARLSON,,6805 LOUISE AVENUE SUITE #618,LAKE BALBOA,91406-4412,6805 LOUISE 91406-4412,6805 LOUISE AVENUE APT #618,VAN NUYS,91406-4412,443120,Computer & software stores,6,01/01/2006,,"(34.1939, -118.5098)",19734,3,261,301,,61
0002360412-0001-8,PETER J. MARINO,,17350   HARTLAND STREET,LAKE BALBOA,91406-4415,17350 HARTLAND 91406-4415,17350 HARTLAND STREET,LAKE BALBOA,91406-4415,711510,"Independent artists, writers, & performers",6,03/03/2008,,"(34.1948, -118.5116)",19734,3,260,1091,,61
0002364122-0001-6,NATALIA L. BALDWIN,,7013   MCLENNAN AVENUE,LAKE BALBOA,91406-3728,7013 MCLENNAN 91406-3728,7013   MCLENNAN AVENUE,LAKE BALBOA,91406-3728,541990,"All other professional, scientific, & technical services",6,01/01/2007,,"(34.198, -118.5003)",19734,3,263,300,,61
0002364172-0002-2,VVACHESLAV ALEC PEKLER,DRHAKUNAMATATA.COM,7025   ALDEA AVENUE,LAKE BALBOA,91406-3621,7025 ALDEA 91406-3621,,,,621399,Offices of all other miscellaneous health practitioners,6,03/22/2018,,"(34.1983, -118.5091)",19734,3,261,301,,61
0002364956-0001-1,MATTHEW WILLIAMS,,17356 MARLIN PLACE,LAKE BALBOA,91406-4421,17356 MARLIN 91406-4421,17356 MARLIN PLACE,VAN NUYS,91406-4421,541990,"All other professional, scientific, & technical services",6,01/01/2005,,"(34.1965, -118.5113)",19734,3,260,1091,,61
0002370582-0001-8,EDGAR N FERNANDEZ,,17339 VANOWEN STREET APT #211,LAKE BALBOA,91406-4410,17339 VANOWEN 91406-4410,POST OFFICE BOX #17002,ENCINO,91416-7002,711210,Spectator sports (including professional sports clubs & racetrack operations),6,08/01/2008,,"(34.1938, -118.5106)",19734,3,260,571,,61
0002372868-0001-7,DEREK NEAL CROSBY,,16943 BASSETT STREET,LAKE BALBOA,91406-4513,16943 BASSETT 91406-4513,,,,541600,"Management, scientific, & technical consulting services",6,11/01/2006,,"(34.1956, -118.502)",19734,3,261,301,,61
0002372965-0001-1,LEAH ABDENOUR,,15730   MARLIN PLACE,LAKE BALBOA,91406-5016,15730 MARLIN 91406-5016,15730   MARLIN PLACE,LAKE BALBOA,91406-5016,711510,"Independent artists, writers, & performers",6,01/01/2005,,"(34.1964, -118.4761)",19734,3,223,294,,61
0002383924-0001-6,G CHARLES DESIGN & CONSULTING INC,G CHARLES DESIGN,6935 GLORIA AVENUE,LAKE BALBOA,91406-4909,6935 GLORIA 91406-4909,POST OFFICE BOX #14202,VAN NUYS,91409-4202,541340,Drafting services,6,09/01/2008,,"(34.1966, -118.4792)",19734,3,223,294,,61
0002396220-0001-9,BAYANI ALABADO,ORION 317 TECHNOLOGY,6627 PETIT AVENUE,LAKE BALBOA,91406-5628,6627 PETIT 91406-5628,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",6,01/01/2007,,"(34.1912, -118.4971)",19734,3,262,297,,61
0002398405-0001-5,CHRISTOPHER BRIAN THEIL,,7357 JELLICO AVENUE,LAKE BALBOA,91406-2326,7357 JELLICO 91406-2326,,,,519100,Other information services (including news syndicates and libraries),6,08/14/2007,,"(34.2041, -118.5175)",19734,3,259,243,,61
0002409726-0001-7,GIL FISCHEL,ZZ GRAPHICS AND VIDEO,7100 BALBOA BLVD #603,LAKE BALBOA,91406-3634,7100 BALBOA 91406-3634,,,,711510,"Independent artists, writers, & performers",6,10/15/2007,,"(34.1993, -118.5011)",19734,3,263,300,,61
0002410702-0001-2,DARREN WARREN,,7651 ALDEA AVENUE,LAKE BALBOA,91406-2106,7651 ALDEA 91406-2106,1826   MAYWOOD COURT,UPLAND,91784-1557,711510,"Independent artists, writers, & performers",6,10/16/2007,,"(34.2097, -118.5087)",19734,3,251,315,,61
0002410868-0001-0,JAMALA GAITHER,,7105 SHOSHONE AVENUE,LAKE BALBOA,91406-3531,7105 SHOSHONE 91406-3531,,,,541600,"Management, scientific, & technical consulting services",6,01/01/2007,,"(34.1988, -118.5163)",19734,3,261,1091,,61
0002412061-0001-7,JENNIFER DENNIS,WET NOSES DOG TRAINING,7661 OSTROM AVENUE,LAKE BALBOA,91406-2124,7661 OSTROM 91406-2124,17216 SATICOY STREET UNIT #199,VAN NUYS,91406-2103,711510,"Independent artists, writers, & performers",6,01/01/2020,,"(34.2103, -118.5079)",19734,3,251,315,,61
0002412248-0001-8,RICHARD ALGER,,16442 GILMORE STREET,LAKE BALBOA,91406-5715,16442 GILMORE 91406-5715,16442 GILMORE STREET,VAN NUYS,91406-5715,711510,"Independent artists, writers, & performers",6,01/01/2001,,"(34.1875, -118.4917)",19734,3,262,298,,61
0002414586-0001-2,KIM FERGUSON,,7421 GENESTA AVENUE,LAKE BALBOA,91406-2607,7421 GENESTA 91406-2607,,,,541219,Other accounting services,6,01/22/2007,,"(34.2054, -118.5032)",19734,3,259,315,,61
0002418294-0001-1,MICHAEL BENEDETTO,MB3 MOVING,6954 ENCINO AVENUE,LAKE BALBOA,91406-4328,6954 ENCINO 91406-4328,,,,484110,"General freight trucking, local",6,03/01/2009,,"(34.1966, -118.5142)",19734,3,260,1091,,61
0002420377-0002-2,LUIS G GUERRA,WOODWORKING,7752   BALBOA BLVD,LAKE BALBOA,91406-2255,7752 BALBOA 91406-2255,,,,321000,Wood product mfg.,6,07/15/2015,,"(34.2118, -118.5003)",19734,3,263,436,,61
0002422985-0001-2,JESUS MALDONADO,,6852 MCLENNAN AVENUE,LAKE BALBOA,91406-4529,6852 MCLENNAN 91406-4529,6852 MCLENNAN AVENUE,VAN NUYS,91406-4529,812990,All other personal services,6,01/01/2007,,"(34.1967, -118.5)",19734,3,263,300,,61
0002423022-0001-1,TOP CONTRACTOR INC,,15752 VALERIO STREET,LAKE BALBOA,91406-3114,15752 VALERIO 91406-3114,,,,233210,Single Family Housing Construction (1997 NAICS),6,03/01/2009,,"(34.2048, -118.4764)",19734,3,221,261,,61
0002425243-0001-3,JESSE BRUNT,,6535   FORBES AVENUE,LAKE BALBOA,91406-5509,6535 FORBES 91406-5509,14010 CAINS ROW APT #146,MARINA DEL REY,90292-7367,488000,Support activities for transportation (including motor vehicle towing),6,01/01/2007,,"(34.1898, -118.4994)",19734,3,262,297,,61
0002429737-0001-8,SIRENSONG INC,,7045 LOUISE AVENUE,LAKE BALBOA,91406-3549,7045 LOUISE 91406-3549,,,,512200,Sound recording industries,6,01/01/2007,,"(34.1983, -118.5098)",19734,3,261,301,,61
0002439179-0001-9,KITSINIAN ENTERPRISES LLC,,6739 ODESSA AVENUE,LAKE BALBOA,91406-5747,6739 ODESSA 91406-5747,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),6,04/02/2008,,"(34.1927, -118.4902)",19734,3,262,298,,61
0002455752-0001-2,ERICK TOROSSIAN,ALWAYS SALES,7100 BALBOA BLVD #807,LAKE BALBOA,91406-3637,7100 BALBOA 91406-3637,1247   ALLEN AVENUE,GLENDALE,91201-1325,424990,Other miscellaneous nondurable goods,6,07/31/2009,,"(34.1993, -118.5011)",19734,3,263,300,,61
0002456137-0001-6,JONATHAN & WENDILYN EMRYS,,7337 CALDUS AVENUE,LAKE BALBOA,91406-2308,7337 CALDUS 91406-2308,,,,711510,"Independent artists, writers, & performers",6,10/31/2009,,"(34.204, -118.5156)",19734,3,259,243,,61
0002461254-0001-8,WESTERN RETAIL HOLDING LLC,,7203 RUBIO AVENUE UNIT #101,LAKE BALBOA,91406-,7203 RUBIO 91406-,7203 RUBIO AVENUE UNIT #101,LAKE BALBOA,91406-0000,532290,Other consumer goods rental,6,09/01/2009,,"(34.2012, -118.4956)",19734,3,263,436,,61
0002461256-0001-7,GOODYEAR ESTRELLA LLC,,7203 RUBIO AVENUE UNIT #101,LAKE BALBOA,91406-,7203 RUBIO 91406-,7203   RUBIO AVENUE   SUITE #101,LAKE BALBOA,91406-2874,532290,Other consumer goods rental,6,09/01/2009,,"(34.2012, -118.4956)",19734,3,263,436,,61
0002461784-0001-0,KAREN WOOD,,7436 AMESTOY AVENUE,LAKE BALBOA,91406-2514,7436 AMESTOY 91406-2514,2621 5TH STREET ##8,SANTA MONICA,90405-4254,531100,Lessors of real estate (including mini warehouses & self-storage units),6,07/01/2009,,"(34.2058, -118.5058)",19734,3,259,315,,61
0002467994-0001-3,WANAS SUZUKI,WS QUALITY PRODUCTS,7459 MCLENNAN AVENUE,LAKE BALBOA,91406-2717,7459 MCLENNAN 91406-2717,POST OFFICE BOX #7541,VAN NUYS,91409-7541,446120,"Cosmetics, beauty supplies, & perfume stores",6,01/01/2009,,"(34.2062, -118.4999)",19734,3,263,436,,61
0002477206-0002-7,RARY KHAMLUE,,16926 HARTLAND STREET,LAKE BALBOA,91406-4521,16926 Hartland 91406-4521,,,,812990,All other personal services,6,11/17/2021,,"(34.1946, -118.5024)",19734,3,261,301,,61
0002477462-0001-9,GAYANE MARKOSYAN,BESTLATUTORS,7319   FORBES AVENUE,LAKE BALBOA,91406-2738,7319 FORBES 91406-2738,7319   FORBES AVENUE,LAKE BALBOA,91406-2738,812990,All other personal services,6,01/01/2010,,"(34.2035, -118.4995)",19734,3,263,436,,61
0002489154-0001-1,"RXLS, LLC",,17631 VANOWEN STREET,LAKE BALBOA,91406-4353,17631 VANOWEN 91406-4353,,,,812310,Coin-operated laundries & drycleaners,6,11/20/2009,,"(34.1938, -118.5174)",19734,3,260,571,,61
0002489727-0001-2,RICHARD SAMUEL JAMES MESSINA,,7244   WISH AVENUE,LAKE BALBOA,91406-2529,7244 WISH 91406-2529,7244 WISH AVENUE,LAKE BALBOA,91406-2529,519100,Other information services (including news syndicates and libraries),6,01/01/2009,,"(34.2026, -118.5065)",19734,3,259,315,,61
0002489929-0001-8,KURT WALTHER,,6446 GERALD AVENUE,LAKE BALBOA,91406-5604,6446 GERALD 91406-5604,,,,541990,"All other professional, scientific, & technical services",6,01/01/2009,,"(34.1882, -118.4934)",19734,3,262,297,,61
0002490603-0001-0,FERNANDO REYES,J AND C CLEANING MANAGEMENT,6640 BLEWETT AVENUE,LAKE BALBOA,91406-6010,6640 BLEWETT 91406-6010,,,,561720,Janitorial services,6,03/09/2010,,"(34.1912, -118.4781)",19734,3,226,296,,61
0002494831-0001-7,JUAN VELASQUEZ / SALVADOR LUNA,VELUNA PLUMBING,16125 HART STREET UNIT #102,LAKE BALBOA,91406-3946,16125 HART 91406-3946,10207 HAYVENHURST AVENUE,NORTHRIDGE,91343-1107,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",6,04/01/2010,,"(34.1975, -118.4849)",19734,3,223,294,,61
0002494919-0001-4,ROBIN D HARRISON,,16529   VICTORY BLVD   APT ##219,LAKE BALBOA,91406-5661,16529 VICTORY 91406-5661,16529 VICTORY BLVD APT #219,LAKE BALBOA,91406-5661,812990,All other personal services,6,01/01/2009,,"(34.1869, -118.4934)",19734,3,262,297,,61
0002499990-0001-9,SAEKSON MUAY THAI INC,,17642   SHERMAN WAY,LAKE BALBOA,91406-3509,17642 SHERMAN 91406-3509,,,,,,6,05/03/2010,,"(34.201, -118.5175)",19734,3,261,1091,,61
0002519642-0001-0,DASHUN DAVIS,GLOBAL TECHNOLOGY PROFESSIONALS,16461 SHERMAN WAY SUITE #165,LAKE BALBOA,91406-3817,16461 SHERMAN 91406-3817,,,,812990,All other personal services,6,09/03/2010,,"(34.2012, -118.4919)",19734,3,2325,436,,61
0002524316-0001-2,TERI STANSFIELD,,17512 COHASSET STREET,LAKE BALBOA,91406-2315,17512 COHASSET 91406-2315,17512   COHASSET STREET,VAN NUYS,91406-2315,611000,"Educational services (including schools, colleges, & universities)",6,10/07/2010,,"(34.2068, -118.5144)",19734,3,259,243,,61
0002530676-0001-6,EMILY BUSHMAN IETAKA,,6525 FORBES AVENUE,LAKE BALBOA,91406-5509,6525 FORBES 91406-5509,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",6,04/01/2010,,"(34.1894, -118.499)",19734,3,262,297,,61
0002536990-0001-4,KARA KRASNOFF,,7700 OSTROM AVENUE,LAKE BALBOA,91406-2125,7700 OSTROM 91406-2125,,,,423940,"Jewelry, watch, precious stone, & precious metals",6,09/01/2013,,"(34.2105, -118.5076)",19734,3,251,315,,61
0002542429-0001-6,AMIE WOOLWEBER,,7203   RUBIO AVENUE   APT #212,LAKE BALBOA,91406-2874,7203 RUBIO 91406-2874,7203   RUBIO AVENUE   APT #212,VAN NUYS,91406-2874,711510,"Independent artists, writers, & performers",6,08/10/2010,,"(34.2013, -118.4958)",19734,3,263,436,,61
0002545376-0001-4,CARRIE R WILLIAMS,,17356 MARLIN PLACE,LAKE BALBOA,91406-4421,17356 MARLIN 91406-4421,17356 MARLIN PLACE,VAN NUYS,91406-4421,812990,All other personal services,6,01/01/2010,,"(34.1965, -118.5113)",19734,3,260,1091,,61
0002548114-0001-9,ALEXANDER GRIB,GRIB CONSULTING,7045   WOODLEY AVENUE   UNIT #132,LAKE BALBOA,91406-3953,7045 WOODLEY 91406-3953,7045 WOODLEY AVENUE UNIT #132,VAN NUYS,91406-3953,541510,Computer systems design & related services,6,04/12/2010,,"(34.199, -118.4843)",19734,3,224,300,,61
