LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000014785-0003-0,RENEE LEFF,,16110   VENTURA BLVD   APT ##215,ENCINO,91436-2507,16110 VENTURA 91436-2507,16110   VENTURA BLVD   APT ##215,ENCINO,91436-2507,"Offices of physical, occupational & speech therapists, & audiologists",4,03/01/2007,"(34.1563, -118.4839)",19737,6,326,1500,6,62
0000014962-0001-9,RAMIN BRAL,,1788   N ORANGE GROVE AVENUE,LOS ANGELES,90046-2149,1788 ORANGE GROVE 90046-2149,POST OFFICE BOX #18037,BEVERLY HILLS,90209-4037,Lessors of real estate (including mini warehouses & self-storage units),4,04/28/1994,,,,,,,
0000015016-0001-2,MARK H EASTMAN,,3741 BERRY DRIVE,STUDIO CITY,91604-3855,3741 BERRY 91604-3855,3741 BERRY DRIVE,STUDIO CITY,91604-3855,Legal services,4,06/01/2000,"(34.1373, -118.3771)",8492,5,351,712,11,84
0000015082-0001-0,MARVIN KAY,,2516 CREST VIEW DRIVE,LOS ANGELES,90046-1409,2516 CREST VIEW 90046-1409,,,,Legal services,4,04/01/1992,"(34.1178, -118.3898)",23677,7,825,722,11,81
0000015136-0001-8,M NOWFAR RAD DDS,,16260 VENTURA BLVD #400,ENCINO,91436-4602,16260 VENTURA 91436-4602,,,,Offices of physicians (except mental health specialists),4,07/01/1989,"(34.1567, -118.4866)",19737,6,326,1500,6,62
0000015204-0001-6,MYER J SANKARY ALC,,11670 VALLEYCREST ROAD,STUDIO CITY,91604-4224,11670 VALLEYCREST 91604-4224,,,,Legal services,4,01/01/1975,"(34.1272, -118.3884)",8492,5,352,711,11,84
0000015313-0001-3,"FRIENDS & FAMILY CREATIONS, INC",CREATIVE SOUND,4302 WHITSETT AVENUE APT #3,STUDIO CITY,91604-1618,4302 WHITSETT 91604-1618,,,,Other miscellaneous nondurable goods,4,01/01/1997,"(34.1485, -118.4051)",8492,5,346,1504,,84
0000015349-0001-1,EWAP INC,ROMANTIX/LE SEX SHOPPE,4539 VAN NUYS BLVD,SHERMAN OAKS,91403-2914,4539 VAN NUYS 91403-2914,4655 COLORADO BLVD,DENVER,80216-3217,Book stores,4,03/01/1975,"(34.1538, -118.4486)",19736,7,333,676,6,83
0000015355-0026-2,ENCORE GROUP (USA) LLC,PSAV PRESENTATION SERVICES #3778,333 UNIVERSAL HOLLYWOOD DRIVE,UNIVERSAL CITY,91608-1001,333 UNIVERSAL HOLLYWOOD 91608-1001,POST OFFICE BOX #8000,MONSEY,10952-8505,Consumer electronics & appliances rental,4,01/01/2014,"(34.1387, -118.3601)",8891,7,350,713,,82
0000015355-0035-1,ENCORE GROUP (USA) LLC,,555 UNIVERSAL HOLLYWOOD DRIVE,UNIVERSAL CITY,91608-1001,555 Universal Hollywood 91608-1001,,,,Consumer electronics & appliances rental,4,01/01/2019,"(34.137, -118.3584)",8891,7,350,713,,82
0000015358-0001-1,ROMAN G JANCZAK,ROMAN JANCZAK CONSTRUCTION,12137 VIEWCREST ROAD,STUDIO CITY,91604-3640,12137 VIEWCREST 91604-3640,12137 VIEWCREST ROAD,STUDIO CITY,91604-3640,Single Family Housing Construction (1997 NAICS),4,02/01/1992,"(34.1389, -118.3974)",8492,5,352,710,,84
0000015365-0001-1,CONTINENTAL INSTALLATION INC,,5446 CLEON AVENUE,N HOLLYWOOD,91601-2833,5446 CLEON 91601-2833,,,,Carpentry Contractors (1997 NAICS),4,05/01/2003,"(34.0, -118.0)",9325,,1246,,,
0000015488-0001-0,CHANNEL ISLAND PARTNERS LLC,,2665 GLENDOWER AVENUE,LOS ANGELES,90027-1114,2665 GLENDOWER 90027-1114,2665 GLENDOWER AVENUE,LOS ANGELES,90027-1114,Other financial investment activities (including investment advice),4,01/01/2003,"(34.1166, -118.2933)",23445,7,402,1299,,3
0000015515-0001-9,MARY PERASSOLO,,12444 MOORPARK STREET,NORTH HOLLYWOOD,91604-1260,12444 MOORPARK 91604-1260,627 N FREDERIC STREET,BURBANK,91505-3026,Nail salons,4,02/28/2003,"(34.1503, -118.4043)",8492,5,346,1505,,84
0000015519-0001-7,FREDRIC GREENBLATT,GREENBLATT & ASSOCIATES,15315   MAGNOLIA BLVD   #328,SHERMAN OAKS,91403-1173,15315 MAGNOLIA 91403-1173,15315   MAGNOLIA BLVD   SUITE #328,SHERMAN OAKS,91403-1175,Legal services,4,01/01/1992,"(34.1652, -118.4666)",19735,7,246,649,,83
0000015520-0001-0,CHILDREN OF THE NIGHT INC,,3450 CAHUENGA BLVD W UNIT #602,LOS ANGELES,90068-1592,3450 CAHUENGA 90068-1592,,,,Lessors of real estate (including mini warehouses & self-storage units),4,06/10/1992,"(34.1329, -118.353)",24033,7,350,713,6,82
0000015572-0001-7,ZZ ELECTRIC INC,,5319 SUNNYSLOPE AVENUE,SHERMAN OAKS,91401-5920,5319 SUNNYSLOPE 91401-5920,5319 SUNNYSLOPE AVENUE,SHERMAN OAKS,91401-5920,Electrical Contractors (1997 NAICS),4,01/01/1992,"(34.1672, -118.4271)",19729,7,202,329,,83
0000015640-0001-5,LAWRENCE R SEGAL,SHANGRI-LA TRAVEL,4940 VAN NUYS BLVD #306,SHERMAN OAKS,91403-1744,4940 VAN NUYS 91403-1744,,,,Travel arrangement & reservation services,4,09/01/1974,"(34.1601, -118.4486)",19736,7,245,562,,83
0000015642-0001-4,"BRENER ZWIKEL AND ASSOCIATES, INC.",,6901 CANBY AVENUE #105,RESEDA,91335-4394,6901 CANBY 91335-4394,,,,"Promoters of performing arts, sports, & similar events",4,07/01/1991,"(34.1957, -118.5347)",18909,4,264,578,,12
0000015707-0001-1,JEFFREY M ZABARO CPA & INCORPORATED,,5049 MURIETTA AVENUE,SHERMAN OAKS,91423-1221,5049 MURIETTA 91423-1221,5049 MURIETTA AVENUE,SHERMAN OAKS,91423-1221,Other accounting services,4,07/01/2000,"(34.1622, -118.4389)",19736,7,245,687,,83
0000015897-0001-1,LAX MANAGEMENT GROUP LLC,,17525 VENTURA BLVD #200,ENCINO,91316-5107,17525 VENTURA 91316-5107,21650 OXNARD STREET FLOOR #12TH,WOODLAND HILLS,91367-4901,"Management, scientific, & technical consulting services",4,02/28/2002,"(34.1616, -118.5153)",4286,6,325,328,6,62
0000015919-0001-0,ROAR MANAGEMENT COMPANY INC,,17525 VENTURA BLVD #200,ENCINO,91316-5107,17525 VENTURA 91316-5107,21650 OXNARD STREET FLOOR #12TH,WOODLAND HILLS,91367-4901,"Management, scientific, & technical consulting services",4,02/28/2002,"(34.1616, -118.5153)",4286,6,325,328,6,62
0000015948-0001-6,DEWAYNE C MILLER ET AL,CHARLES MILLER LLC,8544 EASTWOOD ROAD,LOS ANGELES,90046-1011,8544 EASTWOOD 90046-1011,,,,Furniture stores,4,01/01/2000,"(34.1178, -118.3826)",23677,7,825,722,11,81
0000016077-0001-6,AVEDIS MELKONIAN,FORWARD APPRAISAL SERVICE,18034 VENTURA BLVD #300,ENCINO,91316-3516,18034 VENTURA 91316-3516,13351   RIVERSIDE DRIVE   SUITE #112,SHERMAN OAKS,91423-2542,Employment services,4,04/01/1991,"(34.1651, -118.5262)",4286,6,323,328,6,62
0000016094-0001-0,EDWARD F WRONA,,5536 LINDLEY AVENUE UNIT #316,ENCINO,91316-1956,5536 LINDLEY 91316-1956,,,,Single Family Housing Construction (1997 NAICS),4,08/13/1992,"(34.1715, -118.5272)",4286,6,316,339,,62
0000016300-0001-3,MICHAEL GOELMAN CPA,,16633   VENTURA BLVD   #711,ENCINO,91436-1827,16633 VENTURA 91436-1827,,,,Offices of certified public accountants,4,01/01/1993,"(34.1581, -118.4957)",19737,6,326,1363,6,62
0000016423-0001-2,EDNA L GORDON,PEN IN HAND,4019 HAYVENHURST DRIVE,ENCINO,91436-3612,4019 HAYVENHURST 91436-3612,158 N Anita,Los Angeles,90049-2720,"Gift, novelty, & souvenir stores",4,10/01/1992,"(34.1431, -118.4859)",19737,6,339,1500,,62
0000016480-0001-1,RITA H FANNING,,2872 ROWENA AVENUE,LOS ANGELES,90039-4107,2872 ROWENA 90039-4107,1987 LUCILE AVENUE,LOS ANGELES,90039-3530,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1975,"(34.1079, -118.2668)",23670,7,463,1057,,90
0000016754-0032-2,MODERN PARKING INC,,16601 VENTURA BLVD,ENCINO,91436-1921,16601 VENTURA 91436-1921,303 S UNION AVENUE   FLOOR #1ST,LOS ANGELES,90017-1111,Parking lots & garages,4,07/01/1997,"(34.1578, -118.4945)",19737,6,326,1499,6,62
0000016754-0043-8,MODERN PARKING INC,,4955 VAN NUYS BLVD,SHERMAN OAKS,91403-1801,4955 VAN NUYS 91403-1801,303 S UNION AVENUE   FLOOR #1ST,LOS ANGELES,90017-1111,Parking lots & garages,4,09/01/1998,"(34.1603, -118.4487)",19736,7,248,674,,83
0000016754-0189-2,MODERN PARKING INC,,14591   DICKENS STREET,SHERMAN OAKS,91403-0000,14591 DICKENS 91403-0000,303 S UNION AVENUE   FLOOR #1,LOS ANGELES,90017-1111,Parking lots & garages,4,09/01/2016,"(0.0, 0.0)",,,,,,
0000016936-0001-1,ROBERT C HENRY,ROBERT HENRY DESIGN,3038 ANGUS STREET,LOS ANGELES,90039-2511,3038 ANGUS 90039-2511,414   STEDMAN PLACE,MONROVIA,91016-1613,Travel arrangement & reservation services,4,01/01/2000,"(34.1061, -118.2711)",23670,7,463,1312,,90
0000016949-0001-8,TY RUST,,7010 LOYAL TRAIL,LOS ANGELES,90068-1830,7010 LOYAL 90068,POST OFFICE BOX #1447,LOS ANGELES,90078-1447,"Management, scientific, & technical consulting services",4,01/01/1989,"(34.1244, -118.3468)",24033,7,350,627,11,82
0000016960-0001-4,RAINER STANDKE,,2364 CANYON DRIVE,LOS ANGELES,90068-2412,2364 CANYON 90068-2412,,,,Other miscellaneous durable goods,4,01/25/2000,"(34.1142, -118.3162)",24033,7,403,552,,64
0000016976-0001-5,JOSEPH HURWITZ,JOE'S SAFETY PRODUCTS,8131 LAURELMONT DRIVE,LOS ANGELES,90046-1555,8131 LAURELMONT 90046-1555,,,,"General freight trucking, local",4,01/30/1998,"(34.1118, -118.3719)",23677,7,457,732,,82
0000016992-0001-4,MR GOODVOLT ELECTRIC INC,,5427 BUFFALO AVENUE,SHERMAN OAKS,91401-5224,5427 BUFFALO 91401-5224,,,,Electrical Contractors (1997 NAICS),4,06/23/1992,"(34.1692, -118.4301)",19729,7,201,515,,83
0000017040-0001-1,ALLEN S BRUMER AAC,,16255 VENTURA BLVD #700,ENCINO,91436-2311,16255 VENTURA 91436-2311,,,,Other accounting services,4,11/01/1974,"(34.1568, -118.4873)",19737,6,326,1500,6,62
0000017077-0001-3,HAROLD L CHERASHORE,,2017 PINEHURST ROAD,LOS ANGELES,90068-3731,2017 PINEHURST 90068-3731,,,,Lessors of real estate (including mini warehouses & self-storage units),4,08/01/1999,"(34.1061, -118.3406)",24033,7,408,717,,82
0000017102-0001-3,JOSEPH A CELESTE,,6112 TEMPLE HILL DRIVE,LOS ANGELES,90068-2917,6112 TEMPLE HILL 90068,,,,Consumer electronics & appliances rental,4,01/01/2000,"(34.1108, -118.3224)",24033,7,404,343,,64
0000017198-0001-3,MICHAEL GRANADOS,SHADES OF COLORS,4034 PROSPECT AVENUE APT #7,LOS ANGELES,90027-4549,4034 PROSPECT 90027-4549,4034 PROSPECT AVENUE APT #7,LOS ANGELES,90027-4549,Janitorial services,4,01/02/2000,"(34.1018, -118.2792)",23445,7,466,601,,3
0000017254-0001-9,ROBERT KALMANOVICH,,5010 PETIT AVENUE,ENCINO,91436-1133,5010 PETIT 91436-1133,,,,Other miscellaneous durable goods,4,05/01/1997,"(34.1616, -118.4957)",19737,6,326,1363,,62
0000017366-0001-0,BAILEY GROUP II,,1950 ARGYLE AVENUE,LOS ANGELES,90068-3986,1950 ARGYLE 90068-3986,POST OFFICE BOX #806,BEVERLY HILLS,90213-0806,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2000,,,,,,,
0000017379-0001-7,"OPPORTUNITIES FOR LEARNING - BALDWIN PARK, INC.",OPPORTUNITIES FOR LEARNING,17953   VENTURA BLVD,ENCINO,91316-3618,17953 VENTURA 91316-3618,320 N HALSTEAD STREET SUITE #210,PASADENA,91107-3147,"Educational services (including schools, colleges, & universities)",4,01/31/2000,"(34.1642, -118.5234)",4286,6,323,325,6,62
0000017511-0001-5,NORMAN Y BLAZ,,16525   MOORPARK STREET,ENCINO,91436-1105,16525 MOORPARK 91436-1105,16525 MOORPARK,,,Legal services,4,02/01/1980,"(34.1598, -118.4933)",19737,6,326,1363,,62
0000017520-0001-4,PETROS BALAYAN,,4216 ETHEL AVENUE #2,STUDIO CITY,91604-5603,4216 ETHEL 91604-5603,,,,"Management, scientific, & technical consulting services",4,05/16/2003,"(34.1461, -118.4183)",8492,5,353,421,6,84
0000017559-0001-6,KARINE VOSKERTCHIAN,DIVINE LIMOUSINE SERVICES,4376 CAMERO AVENUE #A,LOS ANGELES,90027-5537,4376 CAMERO 90027-5537,,,,Nursing & residential care facilities,4,05/19/2003,"(34.0, -118.0)",9325,,1246,,,
0000017657-0001-5,LOUSINE BALOIAN,LEVON MOBILE UPHOLSTERY,7452 BALCOM AVENUE,RESEDA,91335-3313,7452 BALCOM 91335-3313,,,,Home furnishings stores,4,02/01/2000,"(34.2058, -118.5207)",18909,4,258,914,,12
0000017830-0001-2,SIM VIDEO LOS ANGELES INC,,1017 N LAS PALMAS AVENUE,LOS ANGELES,90038-2400,1017 LAS PALMAS 90038-2400,,,,Motion picture & video industries (except video rental),4,01/01/2000,"(34.0896, -118.3366)",23669,7,444,869,,34
0000017856-0001-7,LECC BERG FEINFIELD EYE CENTER LLC,BERG-FEINFIELD VISION CORRECTION,13320 RIVERSIDE DRIVE #114,SHERMAN OAKS,91423-2519,13320 RIVERSIDE 91423-2519,2625 W ALAMEDA AVENUE #208,BURBANK,91505-4823,Offices of physicians (except mental health specialists),4,05/01/1988,"(34.1576, -118.4231)",19736,7,202,964,,83
0000017860-0001-3,OLGA N GARCIA,,4804 FRANKLIN AVENUE,LOS ANGELES,90027-4020,4804 FRANKLIN 90027-4020,5146 LOS HERMOSOS WAY,LOS ANGELES,90027-1063,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1973,"(34.1053, -118.2946)",23445,7,401,1327,16,3
0000017920-0001-7,HOLTHOUSE CARLIN & VAN TRIGT LLP,,15760 VENTURA BLVD #1700,ENCINO,91436-3028,15760 VENTURA 91436-3028,11444 W OLYMPIC BLVD FLOOR #11,LOS ANGELES,90064-1500,Other accounting services,4,01/01/1992,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000017975-0001-8,ROBIN GARNER-BURTON,SALON PATRECE,17547 VENTURA BLVD #107,ENCINO,91316-3854,17547 VENTURA 91316-3854,5634 WILLIS AVENUE,VAN NUYS,91411-3325,Nail salons,4,08/15/1991,"(34.1617, -118.5156)",4286,6,325,328,6,62
0000018032-0001-3,ROCKSTAR COMMUNICATIONS INC,ROCKSTAR CELLULAR,1801 MICHELTORENA STREET,LOS ANGELES,90026-1129,1801 MICHELTORENA 90026-1129,1954 HILLHURST AVENUE #108,LOS ANGELES,90027-2722,Formal wear & costume rental,4,06/01/2003,,,,,,,
0000018086-0001-0,U G M ENTERPRISES INC,,132 S IRVING BLVD,LOS ANGELES,90004-3841,132 IRVING 90004-3841,,,,Computer & software stores,4,05/18/2003,"(34.0, -118.0)",9325,,1246,,,
0000018121-0001-3,WANDERLUST PRODUCTIONS INC,,6449 IVARENE AVENUE,LOS ANGELES,90068-2823,6449 IVARENE 90068-2823,16133 VENTURA BLVD,ENCINO,91436-2403,Motion picture & video industries (except video rental),4,01/08/1998,"(34.1108, -118.3289)",24033,7,406,716,,64
0000018141-0001-1,JOSEPH E SIMON TR,,1625 N LA BREA AVENUE,LOS ANGELES,90028-6901,1625 LA BREA 90028-6901,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1005, -118.3449)",23446,7,412,799,,82
0000018203-0001-3,JOHNNY HERNANDEZ,FIERRO INC,3433 SHERNOLL PLACE,SHERMAN OAKS,91403-5032,3433 SHERNOLL 91403-5032,282   DESERT LAKES DRIVE,PALM SPRINGS,92264-5514,Employment services,4,06/08/1992,"(34.1324, -118.4642)",19732,7,340,672,46,83
0000018290-0001-2,MEDICAL SPECIALIST IMAGING INC,,13719 VENTURA BLVD UNIT #F,SHERMAN OAKS,91423-3087,13719 VENTURA 91423-3087,,,,Medical & diagnostic laboratories,4,06/01/2003,"(34.1481, -118.4319)",19736,7,332,682,6,83
0000018355-0002-7,NIALL P PRENDERGAST,,2001 HILLCREST ROAD,LOS ANGELES,90068-3118,2001 HILLCREST 90068-3118,POST OFFICE BOX #2008,SANTA MONICA,90406-2008,Lessors of real estate (including mini warehouses & self-storage units),4,12/31/2007,"(34.1068, -118.3402)",24033,7,408,717,,82
0000018458-0001-1,MICHELLE ARMITAGE,ARMITAGE DESIGNS,11271 VENTURA BLVD ##318,STUDIO CITY,91604-3136,11271 VENTURA 91604-3136,11271 VENTURA BLVD SUITE #318,STUDIO CITY,91604-3136,Travel arrangement & reservation services,4,06/01/2003,"(34.141, -118.3755)",8492,5,351,712,6,84
0000018552-0004-6,SELECT COMFORT RETAIL CORPORATION,SELECT COMFORT,12203 VENTURA BLVD,STUDIO CITY,91604-2519,12203 VENTURA 91604-2519,POST OFFICE BOX #3034,OREM,84059-3034,Furniture stores,4,10/01/2004,"(34.1434, -118.3987)",8492,5,352,710,6,84
0000018941-0001-6,YONDA S LEE,,4411 LOS FELIZ BLVD #805E,LOS ANGELES,90027-2142,4411 LOS FELIZ 90027-2142,,,,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1972,"(34.1122, -118.2857)",23445,7,400,511,,3
0000019014-0001-2,MOUNT OMINE PRODUCTIONS INC,,15260 VENTURA BLVD #1040,SHERMAN OAKS,91403-5345,15260 VENTURA 91403-5345,,,,"Promoters of performing arts, sports, & similar events",4,09/15/1999,"(34.1536, -118.4653)",19732,7,335,565,6,83
0000019048-0001-1,DAVID H. WONG,FRANKLIN WEST APARTMENTS,5424 FRANKLIN AVENUE,LOS ANGELES,90027-1649,5424 FRANKLIN 90027-1649,734 BART EARLE WAY UNIT #105,ROLLING HILLS ESTATES,90274-3663,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1975,"(34.1053, -118.308)",23445,8,419,881,16,3
0000019224-0001-2,DONALD W THOMAS,,4111 KNOBHILL DRIVE,SHERMAN OAKS,91403-4620,4111 KNOBHILL 91403-4620,,,,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1974,"(34.1455, -118.4482)",19732,7,340,342,,83
0000019488-0001-9,AMERICAN INVESTMENT CORP,,16060 VENTURA BLVD #110,ENCINO,91436-4428,16060 VENTURA 91436-4428,,,,Offices of real estate agents & brokers,4,07/01/1973,"(34.1562, -118.4828)",19737,6,338,1500,6,62
0000019631-0001-5,SAN FERNANDO VALLEY PRODUCE & DELI INC,VALLEY PRODUCE DELI,18345 VANOWEN STREET,RESEDA,91335-5439,18345 VANOWEN 91335-5439,,,,Fruit & vegetable markets,4,06/19/1992,"(34.1938, -118.5326)",18909,4,267,578,,12
0000019684-0001-7,FRANK H CANTER,LAW OFFICES OF FRANK H CANTER,4717 VAN NUYS BLVD #103,SHERMAN OAKS,91403-2151,4717 VAN NUYS 91403-2151,,,,Legal services,4,06/01/1992,"(34.1564, -118.4487)",19736,7,337,676,6,83
0000019750-0002-4,MARSHALLS OF CA LLC,MARSHALLS / HOMEGOODS #654,15945 VENTURA BLVD,ENCINO,91436-2702,15945 VENTURA 91436-2702,POST OFFICE BOX #9358,FRAMINGHAM,01701-9358,"Apparel, piece goods, & notions",4,10/19/1997,"(34.1558, -118.4802)",19737,6,338,1500,6,62
0000019750-0004-1,MARSHALLS OF CA LLC,MARSHALLS #433,11239 VENTURA BLVD,STUDIO CITY,91604-3163,11239 VENTURA 91604-3163,POST OFFICE BOX #9358,FRAMINGHAM,01701-9358,Other Clothing Stores,4,03/11/1991,"(34.1416, -118.375)",8492,5,351,712,6,84
0000020131-0001-5,HARRY/PAMELA FLYNN,THE FLYNN CO,11100 HORTENSE STREET,N HOLLYWOOD,91602-1720,11100 HORTENSE 91602-1720,,,,"Data processing, hosting, & related services",4,12/01/1975,,,,,,,
0000020202-0001-7,"CAINE & WEINER COMPANY, INC",,5805   SEPULVEDA BLVD   FLOOR #4,SHERMAN OAKS,91411-2532,5805 SEPULVEDA 91411-2532,5805   SEPULVEDA BLVD   FLOOR #4,SHERMAN OAKS,91411-2532,Collection agencies,4,03/04/1985,"(34.1762, -118.4668)",19735,7,241,882,,18
0000020534-0001-1,STEPHAN S ZUSMAN,,15720 VENTURA BLVD    #506,ENCINO,91436-4714,15720 VENTURA 91436-4714,,,,Offices of all other miscellaneous health practitioners,4,01/01/1976,"(34.1552, -118.4758)",19737,6,338,670,6,62
0000020600-0001-1,ROBERT J CARLSON APC,,16133 VENTURA BLVD #1175,ENCINO,91436-2416,16133 VENTURA 91436-2416,,,,Legal services,4,12/01/1975,"(34.1565, -118.4847)",19737,6,326,1500,6,62
0000020609-0001-1,BRIGHTON COLLECTIBLES INC,BRIGHTON COLLCETIBIES,14006 RIVERSIDE DRIVE #247,SHERMAN OAKS,91423-6329,14006 RIVERSIDE 91423-6329,251 LONG LANE,CITY OF INDUSTRY,91746-2623,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,04/28/2000,"(34.1576, -118.4381)",19736,7,245,964,,83
0000020753-0002-9,MAYNE LEW,,2725 GRIFFITH PARK BLVD,LOS ANGELES,90027-3374,2725 GRIFFITH PARK 90027-3374,2395 LORAIN ROAD,SAN MARINO,91108-2817,Lessors of real estate (including mini warehouses & self-storage units),4,05/26/1992,"(34.1069, -118.2725)",23445,7,464,1312,,3
0000020839-0001-9,ELLEN G RUDERMAN PHD INC,,16055 VENTURA BLVD #1110,ENCINO,91436-2612,16055 VENTURA 91436-2612,16951 Ivadel,Encino,91436-3233,Offices of all other miscellaneous health practitioners,4,08/01/1975,"(34.1562, -118.4826)",19737,6,338,1500,6,62
0000020932-0001-5,STEPHEN SM/LYNN HUANG CHENG,FULTON REGENCY APTS.,4701 FULTON AVENUE,SHERMAN OAKS,91423-3264,4701 FULTON 91423-3264,1855 PURDUE AVENUE #106,LOS ANGELES,90025-7058,Lessors of real estate (including mini warehouses & self-storage units),4,03/15/1992,"(34.1557, -118.4225)",19736,7,345,1341,,83
0000021028-0001-2,KRISTOF/KATHERINE SOMHEGYI,,1357 SIERRA ALTA WAY,LOS ANGELES,90069-1733,1357 SIERRA ALTA 90069-1733,1357 SIERRA ALTA WAY,LOS ANGELES,90069-1733,Lessors of real estate (including mini warehouses & self-storage units),4,09/01/1974,"(34.0946, -118.3942)",24034,7,459,729,,81
0000021284-0001-2,CHEVRON STATIONS INC,CHEVRON USA #1809,8101 W SUNSET BLVD,WEST HOLLYWOOD,90046-2403,8101 SUNSET 90046-2403,POST OFFICE BOX #6003,San Ramon,94583-0903,Gasoline stations (including convenience stores with gas),4,06/23/1992,"(34.098, -118.3651)",23677,7,409,728,,82
0000021311-0001-1,AGOP ARAKELIAN,,1710 HILLHURST AVENUE #200,LOS ANGELES,90027-4456,1710 HILLHURST 90027-4456,2688 Nottingham,Los Angeles,90027-1041,Lessors of real estate (including mini warehouses & self-storage units),4,12/01/1975,"(34.1019, -118.2874)",23445,7,399,1328,16,3
0000021370-0001-9,ANITA E BUNN,ANITA BUNN PHOTOGRAPHY,2093 BALMER DRIVE,LOS ANGELES,90039-3047,2093 BALMER 90039,,,,Photographic services,4,05/21/1992,,,,,,,
0000021504-0001-8,MICHAEL SIMMONS DMD,THE DENTAL OFFICE TARZANA,16500   VENTURA BLVD   SUITE #370,ENCINO,91436-2049,16500 VENTURA 91436-2049,,,,Offices of dentists,4,01/01/1992,"(34.1545, -118.4876)",19737,6,327,1500,,62
0000021512-0001-2,FIRST MEDIATION CORP,,16501 VENTURA BLVD #606,ENCINO,91436-2072,16501 VENTURA 91436-2072,,,,Legal services,4,06/01/1991,"(34.1575, -118.4923)",19737,6,326,1500,6,62
0000021548-0001-1,REBEKAH A FLEISCHAKER,CALIFORNIA AUTOMOTIVE MOBILE MECHANICS,14254 OXNARD STREET,VAN NUYS,91401-3608,14254 OXNARD 91401-3608,,,,General merchandise stores,4,10/15/1999,"(34.1793, -118.4433)",19729,7,243,948,,18
0000021664-0001-8,HOLLYWOODLAND REALTY CO /C,,2700 N BEACHWOOD DRIVE,LOS ANGELES,90068-1922,2700 BEACHWOOD 90068-1922,584 N LARCHMONT BLVD #A,LOS ANGELES,90004-1306,Offices of real estate agents & brokers,4,04/13/1985,"(34.1201, -118.3212)",24033,7,404,550,42,64
0000021738-0001-3,SILVERSHOPPE INC,CAPTAIN EDS SHOPPE | SILVERSHOPPE INC,7011 RESEDA BLVD,RESEDA,91335-4209,7011 RESEDA 91335-4209,1280 DOVE MEADOW ROAD,SOLVANG,93463-9605,"Gift, novelty, & souvenir stores",4,07/01/1992,"(34.198, -118.536)",18909,4,264,578,,12
0000021802-0001-3,CASELLI & ELSANAFIRI INC,CHIMNEYSWEEP LOUNGE,4354 WOODMAN AVENUE,SHERMAN OAKS,91423-3031,4354 WOODMAN 91423-3031,,,,Full-service restaurants,4,07/01/1992,"(34.1491, -118.4312)",19736,7,331,694,6,83
0000021803-0003-4,SHANETT NOBLE,,15125   VENTURA BLVD   #101,SHERMAN OAKS,91403-3306,15125 VENTURA 91403-3306,,,,Beauty salons,4,02/03/2017,"(34.1535, -118.4625)",19732,7,335,883,6,83
0000021821-0001-6,ROBERTA DWOSKIN,,4417 BERGAMO DRIVE,ENCINO,91436-3305,4417 BERGAMO 91436-3305,,,,Other accounting services,4,06/12/1992,"(34.1517, -118.4871)",19737,6,327,1500,,62
0000021822-0001-1,HENRY & SUSAN F YAN TRUST,,1629 TALMADGE STREET,LOS ANGELES,90027-4555,1629 TALMADGE 90027-4555,853 ADELITA STREET,MONTEBELLO,90640-2504,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1974,,,,,,,
0000021908-0001-9,FARAJOLLAH BESIMANTO,BENNYS DESIGN,4162 ALONZO AVENUE,ENCINO,91316-4303,4162 ALONZO 91316-4303,,,,Furniture stores,4,05/01/1992,"(34.1471, -118.5234)",4286,6,327,662,,62
0000021954-0001-9,MARILYNN LONDON,MARILYN LONDON-SHARON GOLDER TRST | MARILYN LONDON-SHARON GOLDER TRUST,12130 IREDELL STREET,STUDIO CITY,91604-4124,12130 IREDELL 91604-4124,,,,Furniture stores,4,04/01/1975,"(34.1303, -118.397)",8492,5,352,711,11,84
0000022221-0001-4,R S ELKMAN CO ADVERTISING INC,,13415 CHANDLER BLVD,SHERMAN OAKS,91401-5327,13415 CHANDLER 91401-5327,,,,Advertising & related services,4,04/01/1975,"(34.1685, -118.4252)",19729,7,201,329,,83
0000022272-0001-7,WILLIAM D KOEHLER APC,,12522 MOORPARK STREET SUITE #103,STUDIO CITY,91604-1355,12522 MOORPARK 91604-1355,,,,Legal services,4,01/01/1975,"(34.1503, -118.4059)",8492,5,346,1505,,84
0000022490-0001-1,JUAN SOLA,,4730 COLUMBUS AVENUE,SHERMAN OAKS,91403-2416,4730 COLUMBUS 91403-2416,,,,,4,06/20/2003,"(34.1547, -118.4638)",19732,7,335,883,,83
