"apn","project_number","name","ahtf_pa","site_cd","community","council_district","development_stage","construction_type","housing_type","hcidla_funded","leverage","tax_exempt_conduit_bond","tdc","photo","jobs","developer","management_company","contact_phone"
"5160005028","40007","TEMPLE VILLAS","1421 W TEMPLE ST 1-52 CA 90026","1","ECHO PARK","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3137768","10165531","0","13303299","http://hcidapp.lacity.org/mpphotos/040007/Photo/Website/CD%201%20-%20Temple%20Villas%20-%20040007.jpg","62","TEMPLE VILLAS. L.P.,","COMMUNITY HOUSING MANAGEMENT SERVICES","(562) 597-6200"
"5141014008","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 3)","743 S CARONDELET ST CA 90057","3","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5137025004","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 8)","1546 W 11TH PL CA 90015","8","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5124031013","70172","TWO WORLD APARTMENTS","809 W 23RD ST CA 90007","1","UNIVERSITY PARK","1","READY FOR OCCUPANCY","REHAB","SENIORS","3225000","17094146","0","20319146","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website/Two%20Worlds%20809%20W.%2023rd%20St.%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"5143020023","02-118256","SAN LUCAS APARTMENTS","1221 W 7TH ST CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","0","0","0","0","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"N/A","GSL PROPERRTY MANAGEMENT","N/A"
"5078028023","15-122038","PILGRIM TOWER APTS.","1207 S VERMONT AVE CA 90006","1","KOREATOWN","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0","35561059","0","35561059","http://hcidapp.lacity.org/mpphotos/15-122038/Photo/Website/150_2866.png",,"Brookmore Apartment Corporation","CARING HOUSING MINISTRIES","(626) 300-2440"
"5154026026","80051","BONNIE BRAE APARTMENT HOMES","501 S BONNIE BRAE ST  Los Angeles, CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6400000","19143914","0","25543914","http://hcidapp.lacity.org/mpphotos/080051/Photo/Website/bonniebrae500_12-.png","190","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 401-1330"
"5160020051","11-118624","VISTA ANGELINA","418 N EAST EDGEWARE ROAD CA 90026","1","TEMPLE-BEAUDRY","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","9932434","6227000","16159434","http://hcidapp.lacity.org/mpphotos/11-118624/Photo/Website/Vista%20Angelina%20png.png","82","Related Development Company of California","RELATED MANAGEMENT CO.","(949) 660-390"
"5124011008","07-117233","HDR I & II (SITE 4)","2375 S SCARFF ST CA 90007","4","UNIVERSITY PARK","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","8116043","6787000","14903043","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"5154035003","12-118876","KNOB HILL APTS.","2403 W 4TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1100000","13788616","0","14888616","http://hcidapp.lacity.org/mpphotos/12-118876/Photo/Website/Nob%20Hills.png","139","Affordable Housing CDC, Inc.","TELACU PROPERTY MANAGEMENT","(323) 485-5110"
"5211007052","70026","MANITOU VISTAS II","3416 E MANITOU AVE CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","1519500","8845275","0","10364775","http://hcidapp.lacity.org/mpphotos/070026/Photo/Website/CD%201%20-%20Manitou%20Vistas%20II%20-%20070026.JPG","77","ADVANCED DEVELOPMENT & INVESTMENT,","BARKER MANAGEMENT, INC.","(714) 533-3450"
"5210008030","60083","SICHEL FAMILY APARTMENTS","1805 N SICHEL ST 1-37 CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2877300","11028167","0","13905467","http://hcidapp.lacity.org/mpphotos/060083/Photo/Website/sichel1805sichel1of211308%20cropped.png","75","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5124024010","15-122656","ST. JAMES PARK (SITE 3)","44 ST JAMES ST  Los Angeles, CA 90007","3","UNIVERSITY PARK","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","27481703","9879228","37360931","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Retirement Housing Foundation","FOUNDATION PROPERTY MANAGEMENT, INC.","(213) 746-9548"
"5056030010","06-117222","WINDWARD APTS (A/B) (SITE 2)","1514 W 20TH ST CA 90007","2","WEST ADAMS","1","READY FOR OCCUPANCY","REHAB","FAMILY","0","7438473","4641342","12079815","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5442002908","12-118780","RIO VISTA APARTMENTS","1515 N SAN FERNANDO ROAD 1-87 CA 90031","1","ATWATER VILLAGE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6022354","23669584","0","29691938","http://hcidapp.lacity.org/mpphotos/12-118780/Photo/Website/DSCF7272.png","277","McCormack Baron Salazar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.","(213) 236-2694"
"5142023013","18-124724","ARIA APARTMENTS (FKA CAMBRIA APTS)","1532 W CAMBRIA ST CA 90017","1","WESTLAKE","1","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","24000000","0","0","24000000","http://hcidapp.lacity.org/mpphotos/18-124724/Photo/Website/Cambria.JPG",,"Affirmed Housing Group, Inc","SOLARI ENTERPRISES","(714) 282-2520"
"5153006024","50035","UNION POINT","420 S UNION DR 1-21 CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2334000","5910494","0","8244494","http://hcidapp.lacity.org/mpphotos/050035/Photo/Website/CD%201%20-%20Union%20Point%20Apts.jpg","40","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5142014047","16-123081","CRESCENT VILLAGES (RECAP) (SITE 3)","731 S BEACON AVE CA 90017","3","WESTLAKE","1","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","535608","15855122","10144000","26534730","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Valued Housing II, LLC","N/A","N/A"
"5155029010","20279","ASBURY","2501 W 6TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","N/A","N/A","4018000","3307020","5600000","12925020","http://hcidapp.lacity.org/mpphotos/020279/Photo/Website/CD%201%20-%20Asbury%20Apts..jpg","18","LOS ANGELES HOUSING PARTNERSHIP,","LOS ANGELES HOUSING PARTNERSHIP, INC.","N/A"
"5154026001","14-121117","THE PASEO AT CALIFORNIAN","1901 W 6TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6361830","12978417","2700000","22040247","http://hcidapp.lacity.org/mpphotos/14-121117/Photo/Website/Paseo%20At%20Californian.png","166","American Communities, LLC","FOUNDATION PROPERTY MANAGEMENT, INC.","N/A"
"5414013900","13-119070","BLOSSOM PLAZA","900 N NORTH BROADWAY CA 90012","1","WHOLESALE DISTRICT","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6874398","22244151","0","29118549","http://hcidapp.lacity.org/mpphotos/13-119070/Photo/Website/Final%20Picture.png","794","Forest City Blossom, LLC","N/A","N/A"
"5141001036","80056","PARKVIEW ON THE PARK","622 S ALVARADO ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","6000000","15159034","0","21159034","http://hcidapp.lacity.org/mpphotos/080056/Photo/Website/080056%2009-05-2008.jpg","158","LOS ANGELES HOUSING PARTNERSHIP,","AFFORDABLE COMMUNITIES/SOCAL","(714) 641-5110 x418"
"2239015008","16-123141","VIVIENDAS DEL VALLE (RECAP)","14045 W OXNARD ST  VAN NUYS, CA 91401","1","VAN NUYS","2","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","13824218","7875467","21699685","http://hcidapp.lacity.org/mpphotos/16-123141/Photo/Website/Viviendas%20del%20Valle.JPG",,"Abode Communities","ABODE COMMUNITIES","(213) 225-2780"
"2327017034","115","COLONIA CORONA APTS","13044 W SHERMAN WAY CA 91605","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","10527004","5835087","2918726","19280817","http://hcidapp.lacity.org/mpphotos/000115/Photo/Website/CD%202%20-%20Colonia%20Corona.JPG","146","HERMANDAD LA ECONOMICS AND COMMUNITY DEV CORP,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"2328014046","30115","HFL VAN NUYS APARTMENTS","13457 W VANOWEN ST CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","975900","2688221","0","3664121","http://hcidapp.lacity.org/mpphotos/030115/Photo/Website/CD%202%20-%20HFL%20Van%20Nuys.jpg","20","N/A","CARING HOUSING MINISTRIES","(626) 300-2447"
"2350006042","10-117669","NOHO SENIOR VILLAS","5525 N KLUMP AVE 1-49 CA 91601","1","NORTH HOLLYWOOD","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4932825","12092852","0","17025677","http://hcidapp.lacity.org/mpphotos/10-117669/Photo/Website/10-117669.JPG","139","NoHo Senior Villas, L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"2421011046","09-117383","VINELAND AVENUE SENIOR HOUSING","4900 N VINELAND AVE 1-82 CA 91601","1","NORTH HOLLYWOOD","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","1200212","19057134","0","20257346","http://hcidapp.lacity.org/mpphotos/09-117383/Photo/Website/09-117383.jpg","165","VINELAND AVENUE SENIOR HOUSING, L.P.","MENORAH HOUSING FOUNDATION","(310) 475-6083"
"2216002058","12-119044","HAZELTINE & WYANDOTTE","7250 N HAZELTINE AVE  VAN NUYS, CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","8271924","10381000","18652924","http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website/150_1637.png","41","INSITE DEVELOPMENT, LLC","IRONWOOD COMPANY","(818) 789-5550"
"2328008008","14-121716","CREST APARTMENTS","13604 W SHERMAN WAY CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","4200000","19590200","0","23790200","http://hcidapp.lacity.org/mpphotos/14-121716/Photo/Website/P9130382.png","174","Skid Row Housing Trust","THE JOHN STEWART COMPANY","(213) 833-1860"
"2416010066","18-125110","HARMONY GATES (RECAP)","5220 N HARMONY AVE CA 91601","1","NORTH HOLLYWOOD","2","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","0","0","0","0","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"N/A","IRONWOOD MANAGEMENT","(818) 789-5550"
"2322020066","11-118721","HAMLIN ESTATES","11735 W HAMLIN ST CA 91606","1","NORTH HOLLYWOOD","2","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","2936450","3211916","6148366","http://hcidapp.lacity.org/mpphotos/11-118721/Photo/Website/Hamlin150_1749.JPG","27","The Hampstead Group, Inc","EDGEWOOD MANAGEMENT CORPORATION","(301) 562-1600"
"2216034019","80055","IVY TERRACE  AKA THREE COURTYARDS APTS.","13751 W SHERMAN WAY 1-52 CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","7762524","16182763","0","23945287","http://hcidapp.lacity.org/mpphotos/080055/Photo/Website/080055.JPG","205","N/A","DESIGN CENTER HOUSING SERVICES","(310) 518-5398"
"2125015003","12-118779","RIVERWALK AT RESEDA","18425 W KITTRIDGE ST CA 91335","1","RESEDA","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","301059","23698618","0","23999677","http://hcidapp.lacity.org/mpphotos/12-118779/Photo/Website/12-118779.JPG","195","Abode Community Housing","ABODE COMMUNITIES (PROP MGMT DIVISION)","(213) 225-2754"
"2138005006","50030","HART VILLAGE","6941 N OWENSMOUTH AVE CA 91303","1","CANOGA PARK","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2538000","16109027","0","18647027","http://hcidapp.lacity.org/mpphotos/050030/Photo/Website/CD%203%20-%20Hart%20Village.jpg","117","Abode Communities previously known as LA COMMUNITY DESIGN CENTER","ABODE COMMUNITIES","(213) 225-2770"
"2111005028","124","TIERRA DEL SOL","7500 N ALABAMA AVE 1-119 CA 91303","1","CANOGA PARK","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","8125000","15158179","2103714","25386893","http://hcidapp.lacity.org/mpphotos/000124/Photo/Website/CD%203%20-%20Tierra%20Del%20Sol%20-%20000124.jpg","169","NEW ECONOMICS FOR WOMEN,","NEW CAPITAL LLC","(818) 887-6920"
"2137020037","13-119323","WINNETKA SENIOR APARTMENTS","20750 W SHERMAN WAY CA 91306","1","CANOGA PARK","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4400000","8461013","5500000","18361013","http://hcidapp.lacity.org/mpphotos/13-119323/Photo/Website/HIMS%20Photo.png","191","Meta Housing Corporation","THE JOHN STEWART COMPANY","(213) 833-1860"
"2119021045","10-117559","CANBY WOODS SENIOR HOUSING","7238 N CANBY AVE 1-98 CA 91335","1","RESEDA","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2347003","22425602","0","24772605","http://hcidapp.lacity.org/mpphotos/10-117559/Photo/Website/10-117559.JPG","212","THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"2129035082","10-117639","SHERMAN VILLAGE","7135 N WILBUR AVE CA 91335","1","RESEDA","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2495405","23873005","0","26368410","http://hcidapp.lacity.org/mpphotos/10-117639/Photo/Website/10-117639.JPG","187","Sherman Village Apartments, LP","SOLARI I ENTERPRISES INC.","(714) 282-2520 x211"
"5504022026","15-122419","HANCOCK GARDENS","303 S VAN NESS AVE CA 90020","1","HANCOCK PARK","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0","26719608","0","26719608","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"THOMAS SAFRAN & ASSOCIATES, Inc","THOMAS SAFRAN & ASSOCIATES INC","(310) 820 x4888"
"5544010027","80004","HOLLYWOOD BUNGALOW COURTS","1721 N KINGSLEY DR  LOS ANGELES, CA 90027","1","THAI TOWN","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","4390000","17823840","0","22213840","http://hcidapp.lacity.org/mpphotos/080004/Photo/Website/CD%2014%20-%20Hollywood%20Bungalows%20-%201721%20Kingsley.jpg","104","HOLLYWOOD COMMUNITY HOUSING CORP.,","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5433023040","11-118594","SILVERLAKE APARTMENTS","3740 W EVANS ST CA 90027","1","SILVERLAKE","4","READY FOR OCCUPANCY","REHAB","FAMILY","0","16093022","9300000","25393022","http://hcidapp.lacity.org/mpphotos/11-118594/Photo/Website/Silverlake.png","84","Silverlake VOA Affordable Housing, L.P.","SILVERLAKE VOA AFFORDABLE HOUSING, L.P.","(804) 739-4812"
"5092003023","14-121119","LDK SENIOR APARTMENTS","900 S CRENSHAW BLVD CA 90019","1","COUNTRY CLUB PARK","4","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","7687337","17414515","212000","25313852","http://hcidapp.lacity.org/mpphotos/14-121119/Photo/Website/100_3401.png","199","LTSC COMMUNITY DEVELOPMENT CORP,","LEVINE MANAGEMENT GROUP, INC.","(310) 358-3489"
"5586006016","15-122495","HCHC RECAP I","1924 N ARGYLE AVE CA 90068","1","HOLLYWOOD HILLS","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","7026512","1126600","8153112","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","57","HOLLYWOOD COMMUNITY HOUSING CORP.,","BARKER MANAGEMENT INC.","(714) 533-3450"
"5532021026","17-124372","MCCADDEN PLAZA YOUTH HOUSING","1136 N MCCADDEN PL CA 90038","1","MELROSE","4","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","5518298","0","0","5518298","http://hcidapp.lacity.org/mpphotos/17-124372/Photo/Website/AMRC%2010-24-16%20(cannot%20be%20uploaded%20bc%20not%20in%20hims%20yet).JPG",,"Thomas Safran & Associates Development, Inc.","THOMAS SAFRAN & ASSOCIATES, INC.","(310) 820-4888"
"5548018027","12-118880","MICHAEL'S VILLAGE","7160 W SUNSET BLVD  HOLLYWOOD, CA 90046","1","HOLLYWOOD","4","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","1301307","3677788","0","4979095","http://hcidapp.lacity.org/mpphotos/12-118880/Photo/Website/Michaels_Village.png","8","Step Up on Second Street, Inc.","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"2263009024","13-119143","ORANGE WOOD COURT","5050 N SEPULVEDA BLVD CA 91403","1","SHERMAN OAKS","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","7321491","9334100","16655591","http://hcidapp.lacity.org/mpphotos/13-119143/Photo/Website/orangewood%20court.png","61","Community Preservation Partners, LLC","PROFESSIONAL PROPERTY MANAGEMENT LLC","(815) 397-8827"
"5532021032","17-124490","MCCADDEN CAMPUS SENIOR (AKA MCCADDEN PLAZA SENIOR)","1127 N Las Palmas AVE  Los Angeles, CA 90038","1","MELROSE","4","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","10430159","0","0","10430159","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","294","Thomas Safran & Associates Development, Inc.","N/A","N/A"
"5589034026","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 4)","1801 N ALEXANDRIA AVE CA 90027","4","LOS FELIZ","4","READY FOR OCCUPANCY","REHAB","FAMILY","0","7334438","8579256","15913694","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"4305014900","15-122532","PICO ROBERTSON SENIOR COMMUNITY","8866 W PICO BLVD CA 90035","1","CRESTVIEW","5","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","2789400","27234078","0","30023478","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","244","Mercy Housing California","MERCY HOUSING MANAGEMENT GROUP","(415) 355-7124"
"4322010032","07-117248","PICO VETERAN SENIOR HOUSING","10991 W PICO BLVD CA 90064","1","RANCHO PARK","5","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2400000","8573015","0","10973015","http://hcidapp.lacity.org/mpphotos/07-117248/Photo/Website/Pico%20Veteran%20Senior%20Housing.jpg","108","MENORAH HOUSING FOUNDATION,(App)","MENORAN HOUSING FOUNDATION","(310) 475-6083"
"2639008137","70031","PANORAMA VIEW","9222 N VAN NUYS BLVD 1-89 CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","REHAB","SENIORS","2175000","12467773","0","14642773","http://hcidapp.lacity.org/mpphotos/070031/Photo/Website/CD%207%20-%20Panorama%20View.jpg","75","JAMBOREE HOUSING CORPORATION,","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"2218021034","11-118659","FICKETT TOWERS","14801 W SHERMAN WAY  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0","5648228","15500000","21148228","http://hcidapp.lacity.org/mpphotos/11-118659/Photo/Website/Fickett.png",,"Camino Mercado Partners, L.P.","EDGEWOOD MANAGEMENT CORPORATION","(301) 562-1600"
"2654021043","80003","COLUMBUS SQUARE","8557 N COLUMBUS AVE CA 91343","1","NORTH HILLS","6","READY FOR OCCUPANCY","REHAB","SENIORS","2350000","9475459","0","11825459","http://hcidapp.lacity.org/mpphotos/080003/Photo/Website/CD%207%20-%20Columbus%20Square.jpg","51","Columbus Preservation Limited Partnership","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"2654011022","70046","RAYEN APARTMENTS","15320 W RAYEN ST 1-49 CA 91343","1","NORTH HILLS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","4547648","10522216","0","15069864","http://hcidapp.lacity.org/mpphotos/070046/Photo/Website/Rayen%20Apts.JPG","122","A COMMUNITY OF FRIENDS,","BARKER MANAGEMENT, INC.","(213) 725-2897"
"2221019117","13-119140","VISTAS APARTMENTS","15211 W SHERMAN WAY 1-99  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0","11506201","10707645","22213846","http://hcidapp.lacity.org/mpphotos/13-119140/Photo/Website/Vistas%20Apartmetns.png","79","RETIREMENT HOUSING FOUNDATION,","RETIREMENT HOUSING FOUNDATION,","N/A"
"2218023009","12-119044","HAZELTINE & WYANDOTTE (SITE 2)","14630 W WYANDOTTE ST  VAN NUYS, CA 91405","2","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0","8271924","10381000","18652924","http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website%20Site2/150_1643.png","41","INSITE DEVELOPMENT, LLC","IRONWOOD COMPANY","(818) 789-5550"
"2408006038","09-117266","GLENOAKS GARDENS","8925 N GLENOAKS BLVD CA 91352","1","SUN VALLEY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","2223673","16396025","0","18619698","http://hcidapp.lacity.org/mpphotos/09-117266/Photo/Website/glenoaks89251512_001-.png","171","L.A. FAMILY HOUSING","LA FAMILY HOUSING CORPORATION","(818) 255-2745"
"2654037082","10-117634","LA CORUNA SENIOR APARTMENTS","15301 W LANARK ST 1-87 CA 91405","1","NORTH HILLS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2123930","23513261","0","25637191","http://hcidapp.lacity.org/mpphotos/10-117634/Photo/Website/10-117634.JPG","216","META HOUSING CORPORATION","WESTERN SENIORS HOUSING, INC.","(818) 442-0170"
"2217009015","50055","HFL VANOWEN APARTMENTS","14419 W VANOWEN ST  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1225000","5917180","0","7142180","http://hcidapp.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg","42","HFL VANOWEN APARTMENTS,","CARING HOUSING MINISTRIES","(626) 300-2447"
"2210021029","09-117301","MONTECITO TERRACES (SITE 2)","14726 W BLYTHE ST CA 91402","2","PANORAMA CITY","6","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","SENIORS","3035582","21684852","0","24720434","http://hcidapp.lacity.org/mpphotos/09-117301/Photo/Website%20Site2/Montecito_14726_Blythe%20Site%202.png","212","AMCAL Montecito Terraces Fund L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"2310025034","14-121651","THE FIESTA (FKA THE CAMPUS AT L.A. FAMILY HOUSING)","7860 N Simpson AVE  Los Angeles, CA 91605","1","SUN VALLEY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","2900000","14857568","0","17757568","http://hcidapp.lacity.org/mpphotos/14-121651/Photo/Website/The%20Campus.png","162","L.A. Family Housing Corporation","JOHN STEWART COMPANY","(213) 787-2722"
"2644025255","70019","ASTURIAS SENIOR APTS.","9628 N VAN NUYS BLVD CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","6437840","18806838","0","25244678","http://hcidapp.lacity.org/mpphotos/070019/Photo/Website/CD_7_-_Asturias_Sr._Apts._-_070019.png","161","META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"2629032001","15-122555","SUN VALLEY SENIOR VETERANS APARTMENTS","9041 N LAUREL CANYON BLVD CA 91352","1","SUN VALLEY","6","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","0","31310988","0","31310988","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"East LA Community Corporation","THE JOHN STEWART COMPANY","(213) 787-2700"
"2219007027","13-119141","WEST VALLEY TOWERS","14650 W SHERMAN WAY  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0","12527434","10924067","23451501","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","78","RETIREMENT HOUSING FOUNDATION,","RETIREMENT HOUSING FOUNDATION,","N/A"
"2644025006","60069","VILLAS LAS AMERICAS","9618 N VAN NUYS BLVD 1-55 CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","4657000","14709148","0","19366148","http://hcidapp.lacity.org/mpphotos/060069/Photo/Website/CD%207%20-%20Villas%20Las%20Americas%20-%20060069.jpg","134","W.O.R.K.S.,","JOHN STEWART COMPANY","N/A"
"2210020003","09-117301","MONTECITO TERRACES","14653 W BLYTHE ST  VAN NUYS, CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","ACQUISITION + NEW CONSTRUCTION","SENIORS","3035582","21684852","0","24720434","http://hcidapp.lacity.org/mpphotos/09-117301/Photo/Website/Montecito__14655_Blythe.png","212","AMCAL Montecito Terraces Fund L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"2644025254","70022","CANTABRIA SENIOR APTS.","9640 N VAN NUYS BLVD CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","7561160","23323383","0","30884543","http://hcidapp.lacity.org/mpphotos/070022/Photo/Website/CD%207%20-%20Cantabria%20Sr.%20Apts..jpg","188","Meta Housing Corporation","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
"2654037081","80001","ANDALUCIA SENIOR APARTMENTS","15305 W LANARK ST CA 91406","1","NORTH HILLS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","9000040","21031906","0","30031946","http://hcidapp.lacity.org/mpphotos/080001/Photo/Website/CD%206%20-%20Andalucia%20Sr.%20Apts.%20-%20080001.JPG","274","META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.","(949) 748-8201"
