"location_account","business_name","dba_name","city","zip_code","primary_naics_description","location_start_date"
"0003305649-0001-0","AMERICAN ASPHALT SOUTH, INC.",,"RIVERSIDE","92509-1851","Highway and Street Construction (1997 NAICS)","2022-09-01T00:00:00.000"
"0003327376-0001-0","RONALD ALBERTO LORENZANA MORAN","RED POT, PLANTS MIX","LOS ANGELES","90006-1610","Home & garden equipment & appliance repair & maintenance","2022-09-01T00:00:00.000"
"0003325194-0001-7","JAY THOMAS","THOMAS THERAPY & CONSULTATION SERVICES","ENCINO","91436-4551","Offices of mental health practitioners (except physicians)","2022-09-01T00:00:00.000"
"0003327406-0001-2","HEALTHY SPOT LLC",,"LOS ANGELES","90028-6176","Pet & pet supplies stores","2022-09-01T00:00:00.000"
"0003321094-0001-0","BRIDGE PROPERTY MANAGEMENT COMPANY",,"SHERMAN OAKS","91403-5345","Real estate property managers","2022-09-01T00:00:00.000"
"0003316746-0001-8","MIGUEL ANGEL CABALLERO'S CATERING LLC",,"PARAMOUNT","90723-4001","Special food services (including food service contractors & caterers)","2022-09-01T00:00:00.000"
"0003326882-0001-9","SHAN JU LIN","LIN ACUPUNCTURE","Reseda","91335-6326","Offices of all other miscellaneous health practitioners","2022-09-01T00:00:00.000"
"0003327692-0001-3","MARKASHIA JETER","SCLA TECHNOLOGY","Los Angeles","90018-5517","Educational services (including schools, colleges, & universities)","2022-09-01T00:00:00.000"
"0003327014-0001-4","MNG ENGINEERING & MAINTENANCE, INC",,"BUENA PARK","90620-1009","Commercial and Institutional Building Construction (1997 NAICS)","2022-09-01T00:00:00.000"
"0003325482-0001-9","SUZY DIAMONDS INC",,"Los Angeles","90014-1748","Jewelry stores","2022-09-01T00:00:00.000"
"0003323084-0001-1","PCL CONSTRUCTION SERVICES/PCL CONSTRUCTION INC JOINT VENTURE",,"LONG BEACH","90808-1749","All other specialty trade contractors","2022-09-01T00:00:00.000"
"0003325780-0001-4","JAWS TPK LA","JAWS TOPOKKI","Los Angeles","90020-3901","Full-service restaurants","2022-09-01T00:00:00.000"
"0003325108-0001-2","REBECCA FRANTZ","REBECCA FRANTZ CERAMICS","Beverly Hills","90210-2145","Independent artists, writers, & performers","2022-08-31T00:00:00.000"
"0003326586-0001-2","HRIPSIME HARUTYUNYAN","OMEGA HOOKAH DELIVERY","BURBANK","91505-2228","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-31T00:00:00.000"
"0003327252-0001-6","EZZI SIGNS INC","EZZI SIGNS INC","HOUSTON","77084-6518","All other specialty trade contractors","2022-08-31T00:00:00.000"
"0003317488-0001-4","PHA DEE INC",,"Valencia","91355-1700","Offices of all other miscellaneous health practitioners","2022-08-31T00:00:00.000"
"0003326016-0001-6","HONEY NAILZ HOLLYWOOD LLC",,"Los Angeles","90068-2998","Nail salons","2022-08-31T00:00:00.000"
"0003322152-0001-1","PLERO LLC",,"Los Angeles","90034-7097","Agents & managers for artists, athletes, entertainers, & other public figures","2022-08-31T00:00:00.000"
"0003326537-0001-9","DTHLA MOTORS LLC","HYUNDAI OF DOWNTOWN LOS ANGELES","LOS ANGELES","90037-","New car dealers","2022-08-31T00:00:00.000"
"0003327010-0001-6","ADAS CALIBRATIONS PLUS LLC",,"North Hollywood","91607-1615","Automotive mechanical & electrical repair & maintenance","2022-08-31T00:00:00.000"
"0003206736-0001-2","ESMERALDA PEREZ","VAKA BURGER ECHO PARK","LOS ANGELES","90057-1015","Full-service restaurants","2022-08-31T00:00:00.000"
"0003325426-0001-5","IWARGAME LLC",,"Los Angeles","90038-3002",,"2022-08-31T00:00:00.000"
"0003325788-0001-1","MCFADDENS ALL AROUND CLEANING SERVICES LLC",,"Los Angeles","90047-3916","Janitorial services","2022-08-31T00:00:00.000"
"0003326471-0001-8","NATURE CHAIN INC",,"LOS ANGELES","90021-1315","Other food mfg. (including coffee, tea, flavoring, & seasonings)","2022-08-30T00:00:00.000"
"0002938956-0002-1","ECO CHIC LLC","CREDO","LOS ANGELES","90004-3705","Cosmetics, beauty supplies, & perfume stores","2022-08-30T00:00:00.000"
"0003326530-0001-7","SAFECARE TRANSPORTATION CORP",,"Torrance","90501-1911",,"2022-08-30T00:00:00.000"
"0003325909-0001-2","MCFADDEN'S ALL-AROUND CLEANING SERVICES LLC",,"LOS ANGELES","90047-3916","Janitorial services","2022-08-30T00:00:00.000"
"0003324328-0001-9","ORIGAMI COFFEE CO LLC",,"Los Angeles","90038-2388","Electronic shopping","2022-08-30T00:00:00.000"
"0003323061-0001-0","JAZMIN MEMON","BIJOUX TESOROS","Irvine","92606-8340","Jewelry stores","2022-08-28T00:00:00.000"
"0003325124-0001-1","ELIZABETH HARRIS","MAMA'S GARDEN OF SOAPS AND TOILETRIES","Los Angeles","90045-7101","Cosmetics, beauty supplies, & perfume stores","2022-08-28T00:00:00.000"
"0003327412-0001-8","THE COOKIE SHEET LLC","G'S COOKIES","Los Angeles","90016-6003","Limited-service eating places","2022-08-27T00:00:00.000"
"0003324195-0001-4","THE BLACK BULL SERVICES CORP","BLACK BULL ELECTRIC","GRANADA HILLS","91344-5608","Electrical Contractors (1997 NAICS)","2022-08-26T00:00:00.000"
"0003325871-0001-3","SHUMPGUN ROOTER INC",,"DUBLIN","94568-1641","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-26T00:00:00.000"
"0003327776-0001-2","MAZI ENERGY CONSULTING",,"Los Angeles","90013-2074","Management, scientific, & technical consulting services","2022-08-25T00:00:00.000"
"0003326843-0001-9","JOHN NEREY","J&C UNDERGROUND GENERAL ENGINEERING CONTRACTOR","BURBANK","91505-1532","Water, Sewer, and Pipeline Construction (1997 NAICS)","2022-08-25T00:00:00.000"
"0003302878-0001-1","FROG SKATEBOARDS INC",,"LOS ANGELES","90018-2196","Sporting goods stores","2022-08-25T00:00:00.000"
"0003323132-0001-1","SHANNON CHAPPELL","SCENTUAL SOOTHERS","North Hollywood","91606-4579","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-24T00:00:00.000"
"0003327220-0001-6","RIGOBERTO ANTONIO PALMA ORDONEZ","PALMA PAINTING","VAN NUYS","91405-3101","Painting and Wall Covering Contractors (1997 NAICS)","2022-08-23T00:00:00.000"
"0003326486-0001-4","LUCY?S CONNECTIONS INC",,"Van Nuys","91406-3748","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-23T00:00:00.000"
"0002582732-0004-2","ATHLETA LLC","ATHLETA #1342","STUDIO CITY","91604-2606","Women's clothing stores","2022-08-23T00:00:00.000"
"0003327823-0001-9","ARCA CONCRETE LLC",,"Los Angeles","90022-1303","All other specialty trade contractors","2022-08-23T00:00:00.000"
"0003326382-0001-8","MARKET CHICKEN INC","MARKET CHICKEN","Los Angeles","90036-3187","Limited-service eating places","2022-08-23T00:00:00.000"
"0003326106-0001-1","THU TRAN MORENO",,"Los Angeles","90020-3142","Home health care services","2022-08-23T00:00:00.000"
"0003327309-0001-8","SUNSTONE YOGA LLC","SUNSTONE YOGA","Los Angeles","90045-1120","All other personal services","2022-08-22T00:00:00.000"
"0000521379-0047-5","LUXOTTICA OF AMERICA INC","TEAM VISION #T016","LOS ANGELES","90049-5104","Other miscellaneous nondurable goods","2022-08-22T00:00:00.000"
"0003327055-0001-3","PACIFIC COMMERCIAL CONSTRUCTION, INC",,"CARLSBAD","92009-7932","Multifamily Housing Construction (1997 NAICS)","2022-08-22T00:00:00.000"
"0003327248-0001-0","GENEVIEVE YURIKO DICKERSON",,"Los Angeles","90024-3001","Translation & interpretation services","2022-08-22T00:00:00.000"
"0002873789-0021-0","EVERYTABLE PBC",,"CANOGA PARK","91304-4308","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-22T00:00:00.000"
"0003327831-0001-3","OHANA CONSULTATION INC.","MAKE","Huntington Beach","92646-6309","Electrical Contractors (1997 NAICS)","2022-08-22T00:00:00.000"
"0000521379-0048-3","LUXOTTICA OF AMERICA INC","TEAM VISION #T017","LOS ANGELES","90077-1724","Other miscellaneous nondurable goods","2022-08-22T00:00:00.000"
"0003320575-0001-1","MAO ETIENNE KONGNSO",,"Santa Monica","90402-3118","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-22T00:00:00.000"
"0003327918-0001-6","LUPITA GABRIELA CARDENAS",,"LOS ANGELES","90041-3101","Offices of mental health practitioners (except physicians)","2022-08-22T00:00:00.000"
"0003327100-0001-1","SCALA STUDIO LLC",,"Los Angeles","90065-3901","Specialized design services (including interior, industrial, graphic, & fashion design)","2022-08-22T00:00:00.000"
"0003327814-0001-0","PACIFIC BELT VENTURES LLC","TOJA COFFEE","LOS ANGELES","90023-3709","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-21T00:00:00.000"
"0003327825-0001-8","BRANDON SMITH","BUTTERFACE","Los Angeles","90019-1911","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-20T00:00:00.000"
"0003327212-0001-1","MARY DIAZ","PINK DELICIOUS","Wilmington","90744-3709","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-20T00:00:00.000"
"0003309745-0001-9","YESICA RUVALCABA","SPARKLING PETUNIAS BOUTIQUE","Panorama City","91402-6107","Children's & infants' clothing stores","2022-08-20T00:00:00.000"
"0003324783-0001-1","BOUKA'S JAMAICAN RESTAURANT",,"LOS ANGELES","90019-4356","Full-service restaurants","2022-08-20T00:00:00.000"
"0003327517-0001-9","VALDEMINO LLC","MISCHIEF KITCHEN & CATERING","Huntington Beach","92646-3929",,"2022-08-20T00:00:00.000"
"0003321380-0001-2","SARAH PEACE",,"Los Angeles","90034-2011","Individual & family services","2022-08-18T00:00:00.000"
"0000038627-0012-0","PANDA EXPRESS INC","PANDA EXPRESS #3488","SAN PEDRO","90732-2428","Full-service restaurants","2022-08-17T00:00:00.000"
"0003327877-0001-5","BENSON AESTHETICS LLC","TICKLED PINK AESTHETICS","Sherman Oaks","91423-6140",,"2022-08-16T00:00:00.000"
"0003327245-0001-6","NOE GUZMAN","CLASSIC TENT","Van Nuys","91405-1626","Other miscellaneous mfg.","2022-08-16T00:00:00.000"
"0003326237-0001-4","UBS TRANS INC",,"LOS ANGELES","90036-5427",,"2022-08-16T00:00:00.000"
"0003327463-0001-1","HERBER MALDONADO","FROM THE ROOTS VEGAN CUISINE","Los Angeles","90023-3709","Special food services (including food service contractors & caterers)","2022-08-16T00:00:00.000"
"0003327761-0001-6","NRW TRUCKING LLC",,"Bellflower","90706-6435","General freight trucking, local","2022-08-16T00:00:00.000"
"0003327883-0001-1","CONTRACTOR MARKETING TOOLS",,"Winnetka","91306-4600","Advertising & related services","2022-08-16T00:00:00.000"
"0003326324-0001-5","ROBERT C BARTON JR MD INC",,"NORTH HILLS","91343-","Offices of physicians (except mental health specialists)","2022-08-16T00:00:00.000"
"0003316591-0001-7","MAIMA VAIHIRIA KELLEY","MANATU MARKETING","LOS ANGELES","90047-4003","Advertising & related services","2022-08-16T00:00:00.000"
"0003327333-0001-1","TIA'S NETWORK LLC",,"LOS ANGELES","90034-4065","Other miscellaneous mfg.","2022-08-15T00:00:00.000"
"0003324950-0001-2","MR T HOLLYYWOOD LLC",,"LOS ANGELES","90038-2373","Full-service restaurants","2022-08-15T00:00:00.000"
"0003326558-0001-1","MBF ENCINO LLC","MELROSE BURGERS N? FRIES | MELROSE BURGERS N? FRIES","Encino","91316-3632","Full-service restaurants","2022-08-15T00:00:00.000"
"0003327073-0001-1","CAMILLE RAQUEL","CAMILLE RAQUEL, LCSW","Burbank","91506-2846","Individual & family services","2022-08-15T00:00:00.000"
"0003327408-0001-1","MKJOY COLONY INC","NICE BURGER 100% VEGAN, VIET VEGAN, JOYX2","Los Angeles","90025-3009","Limited-service eating places","2022-08-15T00:00:00.000"
"0002031860-0002-0","HARRY PAAKKONEN",,"LOS ANGELES","90068-1422",,"2022-08-15T00:00:00.000"
"0003326943-0001-7","JET GYPSUM INC","GYPSUM LEVELING SOLUTIONS","GRANADA HILLS","91344-3830","Poured concrete foundation & structure contractors","2022-08-15T00:00:00.000"
"0000280281-0016-9","PARTY CITY CORPORATION",,"VAN NUYS","91402-6069","Other miscellaneous durable goods","2022-08-15T00:00:00.000"
"0003326857-0001-1","ENCINO BUSINESS SOLUTIONS INC","ENCINO MAILBOX","Encino","91316-3402","Other consumer goods rental","2022-08-15T00:00:00.000"
"0003325265-0001-9","GREGORY BUSHIN","ROLF STUDIO","Los Angeles","90034-5746","All other personal services","2022-08-15T00:00:00.000"
"0000280281-0015-1","PARTY CITY CORPORATION","HALLOWEEN CITY","BRENTWOOD","94513-","Other miscellaneous nondurable goods","2022-08-15T00:00:00.000"
"0003327813-0001-5","RUBEN PONCE","PONCE'S CONCRETE","SIMI VALLEY","93065-4521","All other personal services","2022-08-15T00:00:00.000"
"0003326244-0001-4","ALCHERA ANK TRADING INC",,"Los Angeles","90004-4117","All other personal services","2022-08-15T00:00:00.000"
"0003325985-0001-3","MEHRYAR EBRAHIMI DENTAL CORPORATION",,"Northridge","91324-4630","Offices of dentists","2022-08-15T00:00:00.000"
"0003326331-0001-5","AMERICAN INTEGRATED SECURITY GROUP, INC.",,"MONTEREY PARK","91754-7633","Machinery, equipment, & supplies","2022-08-15T00:00:00.000"
"0003325288-0001-0","RUBEN D RIVERA",,"LOS ANGELES","90001-1935","Apparel mfg.","2022-08-15T00:00:00.000"
"0003327029-0001-1","ISHA FOUNDATION INC","ISHA YOGA CENTER, LA","Canoga Park","91303-1824","Religious, grantmaking, civic, professional, & similar organizations","2022-08-15T00:00:00.000"
"0003316044-0001-1","DWAYNE GRAY",,"Panorama City","91402-1709","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-15T00:00:00.000"
"0003327421-0001-7","LAURA PATRICIA MINERO MEZA","YOLOTL LIBRE THERAPY, TRAINING AND CONSULTING","Los Angeles","90044-4413","Offices of mental health practitioners (except physicians)","2022-08-15T00:00:00.000"
"0003326982-0001-7","CHRISTINE A GERETY",,"Los Angeles","90064-2332","Offices of mental health practitioners (except physicians)","2022-08-15T00:00:00.000"
"0003327935-0001-0","MATTHEW ROBINSON",,"CULVER CITY","90230-6812","All other specialty trade contractors","2022-08-15T00:00:00.000"
"0003326947-0001-5","TBS FLORES 1 LLC",,"Los Angeles","90002-3900","Limited-service eating places","2022-08-15T00:00:00.000"
"0003325151-0001-9","YANET CRUZ","REVIVE JUICES AND SMOOTHIES","Los Angeles","90034-5881","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-14T00:00:00.000"
"0003325035-0001-1","COR MECHANICAL LLC",,"LOS ANGELES","90042-3145",,"2022-08-14T00:00:00.000"
"0003323695-0001-8","COSCO SHIPPING LOGISTICS NORTH AMERICA INC",,"WILMINGTON","90744-2910","General freight trucking, local","2022-08-14T00:00:00.000"
"0003327215-0001-5","KUTA KICKZ LLC",,"Los Angeles","90019-4402","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-13T00:00:00.000"
"0003327847-0001-4","ALVARO ALEXANDER CASH RAMOS","FASHION BROTHER'S","Arleta","91331-6402","Family clothing stores","2022-08-12T00:00:00.000"
"0003304769-0001-8","MOON TREE ANIMATION LLC",,"Los Angeles","90034-7002","Motion picture & video industries (except video rental)","2022-08-12T00:00:00.000"
"0003327892-0001-0","SAL ROSALES ENTERPRISE LLC",,"N Hollywood","91605-6112","Limited-service eating places","2022-08-12T00:00:00.000"
"0003327837-0001-1","VAN NUYS COIN LAUNDRY",,"Van Nuys","91411-1619","Coin-operated laundries & drycleaners","2022-08-12T00:00:00.000"
"0003327493-0001-1","GENGISKHAN ENTERPRISE INC","GENGIS KHAN","Canoga Park","91303-2666","Limited-service eating places","2022-08-12T00:00:00.000"
"0003327773-0001-9","NF PLUMBING INC","FRANCISCO VILLALOBOS","Riverside","92503-2255","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-12T00:00:00.000"
"0003327516-0001-4","CONSTELLATION CC PARTNERS LLC","CONSTELLATION SUNDRIES AND GIFTS","Los Angeles","90067-6272","Grocery stores (including supermarkets & convenience stores without gas)","2022-08-12T00:00:00.000"
"0003327410-0001-9","HC MICHOACANA PREMIER INC","LA MICHOACANA PREMIER","Harbor City","90710-2644","Full-service restaurants","2022-08-12T00:00:00.000"
"0003327841-0001-7","DAISY WRIGHT LLC",,"Los Angeles","90024-5517","All other personal services","2022-08-11T00:00:00.000"
"0003327733-0001-4","JESSE C WAITS",,"Los Angeles","90069-1509","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-11T00:00:00.000"
"0000142003-0002-6","EDGAR W FLORES","EDGAR W FLORES CONSTRUCTION","LOS ANGELES","90011-3281","Single Family Housing Construction (1997 NAICS)","2022-08-11T00:00:00.000"
"0003327844-0001-1","DA WOON CHUNG","DK GARAGE DOOR DOCTOR","LOS ANGELES","90016-1606","Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance","2022-08-11T00:00:00.000"
"0003327766-0001-9","RJ 229",,"Los Angeles","90015-2610","Apparel, piece goods, & notions","2022-08-11T00:00:00.000"
"0003327732-0001-0","TIMOTHY EREM",,"Los Angeles","90026-1052","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-11T00:00:00.000"
"0003327794-0001-1","DAMIAN HUDSON","INVOYAGER RECORDS","Los Angeles","90017-5183","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-11T00:00:00.000"
"0003327799-0001-3","SOLIS BROS CONTRACTORING INC","SOLIS BROS MASONRY","PANORAMA CITY","91402-1082","Single Family Housing Construction (1997 NAICS)","2022-08-11T00:00:00.000"
"0003327797-0001-4","CARLOS EDUARDO TEIXEIRA","AIR QUALITY HVAC SERVICES","TUJUNGA","91042-2283","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-11T00:00:00.000"
"0003327783-0001-2","ELISEO E HERNANDEZ","THE MASTERS HANDYMAN CO","INGLEWOOD","90302-2622","Automotive mechanical & electrical repair & maintenance","2022-08-11T00:00:00.000"
"0003327862-0001-9","NTS ENTERPRISE",,"Los Angeles","90011-5110","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-11T00:00:00.000"
"0003326484-0001-5","JD DATA & ELECTRICAL LLC",,"CARSON","90745-1332","Electrical Contractors (1997 NAICS)","2022-08-11T00:00:00.000"
"0003327819-0001-2","PATRICK SIMEON","PS LLC ALL","Long Beach","90813-3812",,"2022-08-11T00:00:00.000"
"0003327788-0001-5","JEAN PAUL LE CLERCQ","JEAN-PAUL LE CLERCQ, ESQ.","Los Angeles","90045-1119","Legal services","2022-08-11T00:00:00.000"
"0003327845-0001-5","MD SIGNS & PRINTING INC",,"San Fernando","91340-3309","Advertising & related services","2022-08-11T00:00:00.000"
"0003327793-0001-6","LATER AFTER LLC","LATER AFTER","Chatsworth","91311-7171","All other personal services","2022-08-11T00:00:00.000"
"0003327795-0001-5","JOSE ANGEL OSORIO","AUTO CLINIC MOBILE","Los Angeles","90044-1810","Automotive mechanical & electrical repair & maintenance","2022-08-11T00:00:00.000"
"0003327840-0001-2","RICHARD LIN DO INC","ORTHOPAEDIC ASSOCIATES OF SOUTHERN CALIFORNIA","Los Angeles","90023-3359","Offices of physicians (except mental health specialists)","2022-08-11T00:00:00.000"
"0003327861-0001-4","AH PRIMARY CARE INC",,"Glendale","91202-4047","All other personal services","2022-08-11T00:00:00.000"
"0003327740-0001-4","HYEN ZEE SHIM",,"Los Angeles","90015-3482","All other personal services","2022-08-11T00:00:00.000"
"0003327764-0001-0","DIEP LE","BLUE NAIL SPA","PANORAMA CITY","91402-2905","Nail salons","2022-08-11T00:00:00.000"
"0003327809-0001-9","LAVISH VEHICLES MOTORSPORTS & REPAIR",,"VAN NUYS","91405-1992","Automotive mechanical & electrical repair & maintenance","2022-08-11T00:00:00.000"
"0003327857-0001-8","NICHOLAS JOSEPH BARTHOLOMEW",,"EL SEGUNDO","90245-5214","All other personal services","2022-08-11T00:00:00.000"
"0003264560-0011-1","LEAP SERVICES, INC.","DOLCE VITA","LOS ANGELES","90069-5306","Shoe stores","2022-08-11T00:00:00.000"
"0003327782-0001-8","JISEON JANICE HER","SUNNY DENTURE LAB","Los Angeles","90057-3595","Medical equipment & supplies mfg.","2022-08-11T00:00:00.000"
"0003327990-0001-9","MATTHEW BENSADIGH",,"LOS ANGELES","90010-3530","Offices of mental health practitioners (except physicians)","2022-08-11T00:00:00.000"
"0003327859-0001-7","WESTERN VETERINARY GROUP",,"TORRANCE","90505-5303","Veterinary services","2022-08-11T00:00:00.000"
"0003327774-0001-3","EDUWIGES QUIROA",,"Los Angeles","90035-4548","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-11T00:00:00.000"
"0003327743-0001-8","JT CLEANERS INC",,"Gardena","90247-4660","All other personal services","2022-08-11T00:00:00.000"
"0003327870-0001-3","JV CLEANING",,"Los Angeles","90026-5990","Other personal &  household goods repair & maintenance","2022-08-11T00:00:00.000"
"0003327790-0001-2","ANGELES SPANISH LANGUAGE SERVICES","ANGELES.SPANISH","Rancho Palos Verdes","90275-6143","Educational services (including schools, colleges, & universities)","2022-08-11T00:00:00.000"
"0003315978-0001-7","INGRACE'S COMPANY IV INC","MARKET CREATIONS","LOS ANGELES","90071-3548","Full-service restaurants","2022-08-11T00:00:00.000"
"0003327817-0001-3","DKS HOLDINGS INC","BAGEL BOYZ","Van Nuys","91406-2910","Support activities for transportation (including motor vehicle towing)","2022-08-11T00:00:00.000"
"0003328032-0001-0","J & P DOES IT RIGH LLC",,"LOS ANGELES","90003-1838","Other services to buildings & dwellings","2022-08-11T00:00:00.000"
"0003327868-0001-6","SANTOS HERNANDEZ VALLADARES","TACO MAX","Los Angeles","90018-1065","Limited-service eating places","2022-08-11T00:00:00.000"
"0003327869-0001-1","GOLDEN AGOH","JOINT POWER SECURITY SERVICES","Los Angeles","90047-4164","All other personal services","2022-08-11T00:00:00.000"
"0002669157-0002-1","JUAN M ESTRADA",,"VAN NUYS","91401-1305","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-11T00:00:00.000"
"0003327850-0001-6","FORD SOCAL TRUCKING LLC",,"Los Angeles","90043-5251","Couriers & messengers","2022-08-11T00:00:00.000"
"0003327867-0001-1","VETERINARY URGENT CARE: EAGLE ROCK INC",,"Los Angeles","90065-4434","Veterinary services","2022-08-11T00:00:00.000"
"0003319498-0001-2","ZAK REPAIR AND JEWELRY INC","ZAK REPAIR","SHERMAN OAKS","91423-6383","Electronic & precision equipment repair & maintenance","2022-08-11T00:00:00.000"
"0003327424-0001-1","CRIMSON EVENT RENTALS AND PRODUCTION","CASTLES EVENT RENTALS OR RIVERA EVENT RENTALS","Los Angeles","90061-2714",,"2022-08-10T00:00:00.000"
"0003327697-0001-6","JBML ENTERPRISES INC",,"Los Angeles","90007-3711","Limited-service eating places","2022-08-10T00:00:00.000"
"0003247902-0002-1","JS STARS CORPORATION","MILKREAM","LOS ANGELES","90010-2204","Other food mfg. (including coffee, tea, flavoring, & seasonings)","2022-08-10T00:00:00.000"
"0003315977-0001-2","THE UNIVERSITY OF TEXAS- AUSTIN","COLLEGE OF LIBERAL ARTS/ SOCIOLOGY DEPARTMENT","AUSTIN","78701-1204","Educational services (including schools, colleges, & universities)","2022-08-10T00:00:00.000"
"0003327621-0001-3","DAVID VON HEGEDUS","DABBLE","Los Angeles","90042-1666","Independent artists, writers, & performers","2022-08-10T00:00:00.000"
"0003327520-0001-1","KEVIN WASKO","KW EXECUTIVE SERVICES","Toluca Lake","91610-7024","Promoters of performing arts, sports, & similar events","2022-08-10T00:00:00.000"
"0003327620-0001-9","CYBERDYNE CONSTRUCTION LLC",,"Poway","92064-1062","All other specialty trade contractors","2022-08-10T00:00:00.000"
"0003327561-0001-0","KELLY NOEL ARNOLD","GIGI ROSE SHOWROOM","PACIFIC PALISADES","90272-2107","Specialized design services (including interior, industrial, graphic, & fashion design)","2022-08-10T00:00:00.000"
"0003327725-0001-0","PNB REMITTANCE CENTERS INC.","PNB GLOBAL REMIT","Panorama City","91402-3002","All other personal services","2022-08-10T00:00:00.000"
"0003327623-0001-2","CONEJO VALLEY CONSTRUCTION",,"THOUSAND OAKS","91360-5828","Single Family Housing Construction (1997 NAICS)","2022-08-10T00:00:00.000"
"0003327728-0001-3","OLIVERIO RUIZ AQUINO",,"Los Angeles","90031-1253","All other personal services","2022-08-10T00:00:00.000"
"0003327822-0001-4","JESSE CABRERA",,"LOS ANGELES","90023-4708","Spectator sports (including professional sports clubs & racetrack operations)","2022-08-10T00:00:00.000"
"0003327699-0001-5","MARSHA MINTER",,"Long Beach","90813-5896","Janitorial services","2022-08-10T00:00:00.000"
"0003327428-0001-9","ISMAEL AGUILA JR.","AGUILA VINTAGE DESIGN","Northridge","91324-3907",,"2022-08-10T00:00:00.000"
"0003327426-0001-0","DIVINE BEGINNING 333,LLC",,"Los Angeles","90029-2505","All other personal services","2022-08-10T00:00:00.000"
"0003327422-0001-1","ADDISON BURNET GROUP INC",,"Los Angeles","90068-1210","All other personal services","2022-08-10T00:00:00.000"
"0003327507-0001-5","TC & DT INC",,"WOODLAND HILLS","91364-1249","All other personal services","2022-08-10T00:00:00.000"
"0003327470-0001-1","JOHNNFADES LLC","JOHNNYFADES","LOS ANGELES","90014-2005","Barber shops","2022-08-10T00:00:00.000"
"0003327887-0001-9","ERICH ROGERS-RUIZ","L & W CREATIONS","NORTH HOLLYWOOD","91605-2731","Sporting & recreational goods & supplies","2022-08-10T00:00:00.000"
"0003328030-0001-1","SOUTH COAST FIRE EQUIPMENT, INC.",,"ONTARIO","91761-7709","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-10T00:00:00.000"
"0002516271-0003-8","LETICIA RODRIGUEZ","CASA RODRIQUEZ","LOS ANGELES","90012-","Other miscellaneous mfg.","2022-08-10T00:00:00.000"
"0003327429-0001-3","REVIVE CONSULTING SERVICES","BIOHAZARD MEDICAL DISPOSAL COMPANY","North Hollywood","91606-2920","All other personal services","2022-08-10T00:00:00.000"
"0003325301-0001-7","YIYUE SUN","Q CUTE BAO","HACIENDA HEIGHTS","91745-2931","Special food services (including food service contractors & caterers)","2022-08-10T00:00:00.000"
"0003327208-0001-5","EXECUTIVE ENTERTAINMENT GROUP LLC",,"GRANADA HILLS","91344-5608","Other personal care services (including diet & weight reducing centers)","2022-08-10T00:00:00.000"
"0003015881-0002-2","HK HAMMERS INC","H PILATES","LOS ANGELES","90006-6509","Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)","2022-08-10T00:00:00.000"
"0003327880-0001-7","ROMAINE STREET INVESTORS LLC",,"Los Angeles","90029-3833","Other consumer goods rental","2022-08-10T00:00:00.000"
"0003327731-0001-5","MARCI FLORES",,"Los Angeles","90031-1639","All other personal services","2022-08-10T00:00:00.000"
"0003327829-0001-6","SHW ARCHITECTURE CO",,"Seattle","98122-3938","Architectural services","2022-08-10T00:00:00.000"
"0003327727-0001-9","OAXACA ON WHEELS LLC",,"Los Angeles","90016-2204","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-10T00:00:00.000"
