LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000013867-0001-6,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6714 ELMER AVENUE,N HOLLYWOOD,91606-1938,6714 ELMER 91606-1938,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1931, -118.3768)",8889,5,177,1076,,13
0000013878-0001-4,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6718 ELMER AVENUE,N HOLLYWOOD,91606-1939,6718 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1932, -118.3768)",8889,5,177,1076,,13
0000013879-0001-9,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6724 ELMER AVENUE,N HOLLYWOOD,91606-1940,6724 ELMER 91606-1940,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,,,,,,,
0000013883-0001-5,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6706 ELMER AVENUE,N HOLLYWOOD,91606-1936,6706 ELMER 91606-1936,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1931, -118.3768)",8889,5,177,1076,,13
0000013890-0001-5,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6710 ELMER AVENUE,N HOLLYWOOD,91606-1937,6710 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1931, -118.3768)",8889,5,177,1076,,13
0000013900-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6662 ELMER AVENUE,N HOLLYWOOD,91606-1848,6662 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.192, -118.3768)",8889,5,177,1076,,13
0000013904-0001-9,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6700 ELMER AVENUE,N HOLLYWOOD,91606-1935,6700 ELMER 91606-1935,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.193, -118.3768)",8889,5,177,1076,,13
0000013907-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6650 ELMER AVENUE,N HOLLYWOOD,91606-1845,6650 ELMER 91606-1845,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,,,,,,,
0000013916-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6654 ELMER AVENUE,N HOLLYWOOD,91606-1846,6654 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1918, -118.3768)",8889,5,177,1076,,13
0000013921-0001-2,HANSON BRASS INC,,7530 SAN FERNANDO ROAD,SUN VALLEY,91352-4344,7530 SAN FERNANDO 91352-4344,,,,,,2,03/31/1999,,,,,,,,
0000013924-0001-6,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6658 ELMER AVENUE,N HOLLYWOOD,91606-1847,6658 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1919, -118.3768)",8889,5,177,1076,,13
0000013926-0001-5,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6634 ELMER AVENUE,N HOLLYWOOD,91606-1841,6634 ELMER 91606-1841,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,,,,,,,
0000013927-0001-0,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6638 ELMER AVENUE,N HOLLYWOOD,91606-1842,6638 ELMER 91606-1842,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1913, -118.3768)",8889,5,177,1076,,13
0000013931-0001-6,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6640 ELMER AVENUE,N HOLLYWOOD,91606-1843,6640 ELMER 91606-1843,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1914, -118.3768)",8889,5,177,1076,,13
0000013936-0001-9,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6644 ELMER AVENUE,N HOLLYWOOD,91606-1844,6644 ELMER 91606-1844,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1915, -118.3768)",8889,5,177,1076,,13
0000013946-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6646 ELMER AVENUE,N HOLLYWOOD,91606-1804,6646 ELMER 91606-1804,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1915, -118.3768)",8889,5,177,1076,,13
0000013949-0001-6,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6616 ELMER AVENUE,N HOLLYWOOD,91606-1804,6616 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1907, -118.3768)",8889,5,177,1076,,13
0000013955-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6620 ELMER AVENUE,N HOLLYWOOD,91606-1834,6620 ELMER 91606-1834,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1908, -118.3768)",8889,5,177,1076,,13
0000013961-0001-7,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6626 ELMER AVENUE,N HOLLYWOOD,91606-1840,6626 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.191, -118.3768)",8889,5,177,1076,,13
0000013963-0001-6,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6630 ELMER AVENUE,N HOLLYWOOD,91606-1839,6630 ELMER 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1911, -118.3768)",8889,5,177,1076,,13
0000013967-0001-4,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6715 KLUMP AVENUE,N HOLLYWOOD,91606-1974,6715 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1921, -118.3757)",8889,5,177,1076,,13
0000013981-0001-4,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6719 KLUMP AVENUE,N HOLLYWOOD,91606-1973,6719 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1922, -118.3757)",8889,5,177,1076,,13
0000013983-0001-3,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6723 KLUMP AVENUE,N HOLLYWOOD,91606-1972,6723 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1923, -118.3757)",8889,5,177,1076,,13
0000013987-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6707 KLUMP AVENUE,N HOLLYWOOD,91606-1911,6707 KLUMP 91606-1911,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1919, -118.3757)",8889,5,177,1076,,13
0000013989-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6711 KLUMP AVENUE,N HOLLYWOOD,91606-1975,6711 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.192, -118.3757)",8889,5,177,1076,,13
0000014001-0001-9,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6663 KLUMP AVENUE,N HOLLYWOOD,91606-1913,6663 KLUMP 91606-1913,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1918, -118.3757)",8889,5,177,1076,,13
0000014003-0001-8,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6701 KLUMP AVENUE,N HOLLYWOOD,91606-1912,6701 KLUMP 91606-1912,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1918, -118.3757)",8889,5,177,1076,,13
0000014008-0001-1,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6651 KLUMP AVENUE,N HOLLYWOOD,91606-1916,6651 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1915, -118.3757)",8889,5,177,1076,,13
0000014011-0001-2,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6655 KLUMP AVENUE,N HOLLYWOOD,91606-1915,6655 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1916, -118.3757)",8889,5,177,1076,,13
0000014012-0001-7,VOLUNTEERS OF AMERICA OF LOS ANGELES,,6659 KLUMP AVENUE,N HOLLYWOOD,91606-1914,6659 KLUMP 91606,3600 WILSHIRE BLVD #1500,LOS ANGELES,90010-2619,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/18/1996,,"(34.1917, -118.3757)",8889,5,177,1076,,13
0000014053-0001-6,"J W MAINTENANCE, INC.",J W MAINTENANCE,7662 GOODLAND AVENUE,N HOLLYWOOD,91605-2038,7662 GOODLAND 91605-2038,,,,561720,Janitorial services,2,03/11/1992,,"(34.2101, -118.4123)",8888,5,159,465,,71
0000014216-0001-1,AMERCAN CANCER SOCIETY CALIFORNIA DIVISION,DISCOVERY SHIOP,4454 VAN NUYS BLVD,SHERMAN OAKS,91403-2912,4454 VAN NUYS 91403-2912,500 N VICTORY BLVD,BURBANK,91502-1736,453310,Used merchandise stores,2,04/01/1986,,,,,,,,
0000014224-0001-6,AMERCAN CANCER SOCIETY CALIFORNIA DIVISION,,10124 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2518,10124 RIVERSIDE 91602-2518,500 N VICTORY BLVD,BURBANK,91502-1736,453310,Used merchandise stores,2,11/06/1996,,"(34.1522, -118.3515)",8489,7,342,702,,5
0000014388-0001-4,JEROME BERMAN/ABRAHAM I BERMAN,OXFORD COLLECTION,5326 RADFORD AVENUE #3,N HOLLYWOOD,91607-4475,5326 RADFORD 91607-4475,,,,423200,Furniture &  home furnishing,2,01/01/2000,,"(34.1671, -118.3916)",8890,5,206,1329,17,39
0000014500-0001-5,BOB AND DOLORES HOPE CHARITABLE FOUNDATION,,10346 MOORPARK STREET,TOLUCA LAKE,91602-2407,10346 MOORPARK 91602,,,,561500,Travel arrangement & reservation services,2,01/01/1962,,"(34.1503, -118.356)",8489,7,342,702,,5
0000014936-0001-6,JOHN SCHLANGER,REMOTE AUTOMATION SOLUTIONS,13837 CANTLAY STREET,VAN NUYS,91405-2609,13837 CANTLAY 91405-2609,1100 BUCKINGHAM STREET,WATERTOWN,06795-6602,541100,Legal services,2,09/07/1990,,"(34.2021, -118.4346)",19733,5,217,469,,18
0000015131-0001-5,ROSEMARY LEWIS,,6318 CARTWRIGHT AVENUE,N HOLLYWOOD,91606-3804,6318 CARTWRIGHT 91606-3804,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,07/01/1974,,"(34.1854, -118.3637)",8889,5,173,513,,13
0000015285-0001-0,THE BOBRICK CORPORATION,,6905 TUJUNGA AVENUE,NORTH HOLLYWOOD,91605-6213,6905 TUJUNGA 91605-6213,6901 TUJUNGA AVENUE,NORTH HOLLYWOOD,91605-6213,999999,Unclassified establishments (unable to classify),2,07/25/1985,,"(34.1962, -118.379)",8888,5,177,1076,,14
0000015307-0001-8,MICHAEL ELZAM,,13022 ERWIN STREET,VAN NUYS,91401-3211,13022 ERWIN 91401-3211,,,,424990,Other miscellaneous nondurable goods,2,07/20/2000,,"(34.183, -118.4165)",19729,5,185,502,,70
0000015362-0001-7,CASTER NORTH HOLLYWOOD STORAGE PARTNERS LP,A 1 SELF STORAGE,5310 VINELAND AVENUE,N HOLLYWOOD,91601-3224,5310 VINELAND 91601-3224,4607 MISSION GORGE PLACE,SAN DIEGO,92120-4133,531100,Lessors of real estate (including mini warehouses & self-storage units),2,05/01/2003,,"(34.1673, -118.3703)",8488,5,209,410,,13
0000015433-0001-9,NEW TECH AUTO CARE INC,NEWTECH AUTO CARE,5635 TUJUNGA AVENUE,N HOLLYWOOD,91601-1831,5635 TUJUNGA 91601-1831,,,,811110,Automotive mechanical & electrical repair & maintenance,2,06/01/1992,,"(34.1732, -118.379)",8488,5,198,280,,13
0000015538-0001-0,FRANK WOOSUK SONG,STAR JEWELRY,7355 LANKERSHIM BLVD SUITE #57,NORTH HOLLYWOOD,91605-3847,7355 LANKERSHIM 91605-3847,,,,443112,"Radio, television, & other electronics stores",2,01/07/2003,,"(34.2039, -118.3878)",8888,5,168,1273,,14
0000015563-0001-8,CAROLINE M MOORE,REF ACCT 15554-54-P955,4350 TROOST AVENUE #2,STUDIO CITY,91604-2710,4350 TROOST 91604-2710,,,,561300,Employment services,2,06/01/1992,,"(34.1487, -118.3866)",8492,5,344,663,,84
0000015668-0001-9,ANITA H LONGIN,,4556 VISTA DEL MONTE AVENUE,SHERMAN OAKS,91403-2929,4556 VISTA DEL MONTE 91403-2929,3490 SHERNOLL PLACE,SHERMAN OAKS,91403-5031,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1974,,,,,,,,
0000015685-0001-2,ROGER L ESHLEMAN,ESHLEMAN PIANO STUDIO,7105 COSTELLO AVENUE,VAN NUYS,91405-3308,7105 COSTELLO 91405-3308,,,,611000,"Educational services (including schools, colleges, & universities)",2,05/12/1992,,,,,,,,
0000015744-0001-1,EZEE MANUFACTURING CO INC,,5339 CRANER AVENUE,N HOLLYWOOD,91601-5553,5339 CRANER 91601-5553,,,,444130,Hardware stores,2,06/01/1992,,"(34.168, -118.3691)",8488,5,209,410,,13
0000015859-0001-6,HRATCH KOZIBIKIOUIAN / MIRA ASSADOURIAN,,9918 5/8 SUNLAND BLVD,SHADOW HILLS,91040-1530,9918 SUNLAND 91040-1530,,,,423600,Electrical & electronic goods,2,06/02/1992,,"(34.0, -118.0)",9325,,1246,,,
0000016164-0001-7,DANIEL WAKNINE,,12714   CUMPSTON STREET,VALLEY VILLAGE,91607-1916,12714 CUMPSTON 91607-1916,POST OFFICE BOX #4337,VALLEY VILLAGE,91617-0337,531100,Lessors of real estate (including mini warehouses & self-storage units),2,11/01/1973,,"(34.1693, -118.4101)",8890,5,200,523,17,39
0000016616-0001-9,MARK/BARBARA KLEIN KLEIN FAMILY TRUST,,5017   RHODES AVENUE,VALLEY VILLAGE,91607-3538,5017 RHODES 91607-3538,5017   RHODES AVENUE,VALLEY VILLAGE,91607-3538,531100,Lessors of real estate (including mini warehouses & self-storage units),2,06/01/1973,,"(34.1616, -118.4028)",8890,5,191,1332,17,39
0000016754-0009-8,MODERN PARKING INC,,6400 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91606-1571,6400 LAUREL CANYON 91606-1571,303 S UNION AVENUE   FLOOR #1ST,LOS ANGELES,90017-1111,812930,Parking lots & garages,2,08/01/2006,,"(34.1866, -118.3964)",8889,5,189,546,,13
0000016754-0188-4,MODERN PARKING INC,,12225   VENTURA BLVD,STUDIO CITY,91604-0000,12225 VENTURA 91604-0000,303 S UNION AVENUE   FLOOR #1,LOS ANGELES,90017-1111,812930,Parking lots & garages,2,09/01/2016,,"(0.0, 0.0)",,,,,,
0000016806-0001-1,JEROME C EDMOND,,6858 BECK AVENUE,N HOLLYWOOD,91605-6205,6858 BECK 91605-6205,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,03/01/1974,,"(34.195, -118.3834)",8888,5,176,275,,14
0000016970-0001-8,RICARDO RAMOS,,5742 TUJUNGA AVENUE,NORTH HOLLYWOOD,91601-1840,5742 TUJUNGA 91601-1840,,,,423200,Furniture &  home furnishing,2,06/22/1992,,"(34.175, -118.379)",8488,5,198,280,,13
0000017179-0001-1,DONOVAN C LINDO,,5759 SATSUMA AVENUE,NORTH HOLLYWOOD,91601-2022,5759 SATSUMA 91601-2022,5759 SATSUMA AVENUE,NORTH HOLLYWOOD,91601-2022,541100,Legal services,2,06/01/1989,,"(34.175, -118.367)",8488,5,199,526,,13
0000017191-0001-1,CESAR AMILCAR LINARES,,5838 WHITSETT AVENUE #101,VALLEY VILLAGE,91607-1189,5838 WHITSETT 91607-1189,,,,561110,Office administrative services,2,03/01/1991,,"(34.1767, -118.4052)",8890,5,188,525,,70
0000017285-0001-4,DENNIS C HENSLEY,,6716 CLYBOURN AVENUE #104,N HOLLYWOOD,91606-2277,6716 CLYBOURN 91606-2277,,,,424100,Paper & paper products,2,06/26/1992,,"(34.1922, -118.3637)",8889,5,172,486,,13
0000017303-0001-4,MARVIN A SORTO,ROMA COPIERS,6115 SAINT CLAIR AVENUE,N HOLLYWOOD,91606-4631,6115 SAINT CLAIR 91606-4631,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",2,07/01/1992,,"(34.1815, -118.3998)",8889,5,188,564,,70
0000017607-0001-7,SALONI INC,SUPER 8 MOTEL,7541   LAUREL CANYON BLVD,NORTH HOLLYWOOD,91605-3149,7541 LAUREL CANYON 91605-3149,17918   PIONEER BLVD   SUITE #212,ARTESIA,90701-4445,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",2,05/30/2003,,"(34.2077, -118.3971)",8888,5,178,1273,,14
0000018609-0001-3,HOLLYWOOD HONEYWAGON & PRODUCTION VEHICLES,,11160 VICTORY BLVD,N HOLLYWOOD,91606-3702,11160 VICTORY 91606-3702,,,,532100,Automotive equipment rental & leasing,2,03/01/1999,,"(34.1866, -118.3739)",8889,5,196,487,,13
0000018988-0001-2,SYMONDS FOUNDATION /C,RCS PROPERTIES,6329 LAUREL CANYON BLVD,N HOLLYWOOD,91606-3212,6329 LAUREL CANYON 91606-3212,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,07/16/1991,,"(34.1853, -118.3966)",8889,5,189,495,,13
0000019139-0001-1,JBE REALTY INC,,4831 BILOXI AVENUE,NORTH HOLLYWOOD,91601-4812,4831 BILOXI 91601-4812,,,,531210,Offices of real estate agents & brokers,2,01/01/2001,,"(34.1588, -118.3582)",8488,7,214,459,,5
0000019221-0001-9,STUDIO TRANSPORTATION LOCAL UNION #399,,4747 VINELAND AVENUE,N HOLLYWOOD,91602-1262,4747 VINELAND 91602-1262,POST OFFICE BOX #6017,N HOLLYWOOD,91603-6017,531100,Lessors of real estate (including mini warehouses & self-storage units),2,08/01/1974,,"(34.1565, -118.3704)",8489,5,211,1231,,13
0000019284-0001-4,GEORGE E FUENTES,,13614 VANOWEN STREET,VAN NUYS,91405-5711,13614 VANOWEN 91405-5711,44333 23RD STREET W,LANCASTER,93536-5912,531100,Lessors of real estate (including mini warehouses & self-storage units),2,11/01/1973,,"(34.1939, -118.4293)",19729,5,183,499,,70
0000019362-0001-6,CHAINARONG YENBAMROONG/JATUPORN THEPARUCK,TALESAI RESTAURANT,11744 VENTURA BLVD,STUDIO CITY,91604-2615,11744 VENTURA 91604-2615,,,,722110,Full-service restaurants,2,06/01/1992,,"(34.0, -118.0)",9325,,1246,,,
0000019849-0001-1,ARTHUR D SCHONFELD INC,,6350 LAUREL CANYON BLVD #257,N HOLLYWOOD,91606-3221,6350 LAUREL CANYON 91606-3221,,,,541100,Legal services,2,12/31/2003,,"(34.1858, -118.3964)",8889,5,189,546,,13
0000020208-0001-4,BECK PARK APARTMENTS,BECK PARK APARTMENTS,6235 BECK AVENUE,N HOLLYWOOD,91606-4061,6235 BECK 91606-4061,5150 OVERLAND AVENUE,CULVER CITY,90230-4914,531100,Lessors of real estate (including mini warehouses & self-storage units),2,04/03/1985,,"(34.1835, -118.3834)",8889,5,194,277,,13
0000020590-0019-8,CHRISTIANSEN AMUSEMENTS INC,,11246 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3704,11246 MAGNOLIA 91601-3704,,,,,,2,05/19/2006,,"(34.1649, -118.376)",8488,5,209,322,,13
0000021556-0001-5,ALL VALLEY SOLAR INC,,12623   SHERMAN WAY   UNIT #A,N HOLLYWOOD,91605-7113,12623 SHERMAN 91605-7113,,,,238990,All other specialty trade contractors,2,06/17/1992,,"(34.2013, -118.4079)",8888,5,180,1503,,71
0000021570-0001-5,BABUBHAI P PRAJAPATI,PRAJAPATI DESIGN & AIR CONDITION,13301 SATICOY STREET,N HOLLYWOOD,91605-3407,13301 SATICOY 91605-3407,,,,233210,Single Family Housing Construction (1997 NAICS),2,06/09/1992,,"(34.2082, -118.4229)",8888,5,163,463,,71
0000021708-0001-2,"FITZMAURICE, INC.",MINDWORX,10061 RIVERSIDE DRIVE UNIT #460,TOLUCA LAKE,91602-2560,10061 RIVERSIDE 91602-2560,10061 RIVERSIDE DRIVE #460,TOLUCA LAKE,91602-2560,711510,"Independent artists, writers, & performers",2,06/01/1992,,"(34.1522, -118.3502)",8489,7,342,702,,5
0000021709-0001-7,GEORGE/MARIAM A ESHOEI,HI MART DELI,4795 VINELAND AVENUE SUITE #C,NORTH HOLLYWOOD,91602-3546,4795 VINELAND 91602-3546,4795 VINELAND AVENUE SUITE #C,N HOLLYWOOD,91602-3546,445100,Grocery stores (including supermarkets & convenience stores without gas),2,05/08/2000,,"(34.1574, -118.3704)",8489,5,211,1231,,13
0000021757-0001-6,MARIA E LOPEZ,JENNY S FASHION,7355 LANKERSHIM BLVD #105,N HOLLYWOOD,91605-3847,7355 LANKERSHIM 91605-3847,12265 COMMUNITY STREET,SUN VALLEY,91352-3808,424300,"Apparel, piece goods, & notions",2,06/18/1992,,"(34.2039, -118.3877)",8888,5,169,478,,14
0000021816-0001-5,ALFRED/ANAHID GREGORIAN,,13121 SHERMAN WAY,N HOLLYWOOD,91605-4668,13121 SHERMAN 91605-4668,1220 N SPARKS STREET,BURBANK,91506-1122,531100,Lessors of real estate (including mini warehouses & self-storage units),2,09/25/1998,,"(34.2012, -118.4186)",8888,5,163,286,,71
0000021894-0001-5,NOEL JASSEN,,12439 MAGNOLIA BLVD #215,VALLEY VILLAGE,91607-2450,12439 MAGNOLIA 91607-2450,12439 MAGNOLIA BLVD #215,VALLEY VILLAGE,91607-2450,233210,Single Family Housing Construction (1997 NAICS),2,06/09/1992,,"(34.1648, -118.4042)",8890,5,191,1332,17,39
0000021955-0001-3,CHOLAKYAN CHIROPRACTIC INC,LOTUS CHIROPRACTIC CENTER,10510 VICTORY BLVD #101,NORTH HOLLYWOOD,91606-3962,10510 VICTORY 91606-3962,,,,621310,Offices of chiropractors,2,06/01/2000,,"(34.1849, -118.3599)",8889,5,173,513,,13
0000023482-0001-4,ANPRANIK GINOSYAN,GENO DEWING SERVICES,6550 CAMELLIA AVENUE,NORTH HOLLYWOOD,91606-2613,6550 CAMELLIA 91606-2613,,,,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),2,01/01/2003,,,,,,,,
0000024287-0001-8,JAMES ARNOLD,PHONES BY JAMES,11101   DEBBY STREET,NORTH HOLLYWOOD,91606-3709,11101 DEBBY 91606-3709,11101 DEBBY STREET,N HOLLYWOOD,91606-3709,235310,Electrical Contractors (1997 NAICS),2,11/05/2002,,"(34.1842, -118.3722)",8889,5,196,487,,13
0000024354-0001-1,BRUNO/MARIA T MUDY,,7424 GREENBUSH AVENUE,N HOLLYWOOD,91605-4005,7424 GREENBUSH 91605-4005,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,02/01/1975,,"(34.2032, -118.4262)",8888,5,163,286,,71
0000024355-0001-6,7500 SIMPSON CORP,SIMPSON APARTMENTS,7501 SIMPSON AVENUE,N HOLLYWOOD,91605-3224,7501 SIMPSON 91605-3224,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1992,,"(34.2066, -118.3889)",8888,5,168,1273,,14
0000024503-0001-5,STARBUCKS CORPORATION,STARBUCKS COFFEE#5839,12848 VICTORY BLVD,N HOLLYWOOD,91606-3013,12848 VICTORY 91606-3013,POST OFFICE BOX #34442,SEATTLE,98124-1442,445290,Home furnishings stores,2,09/30/2000,,"(34.1866, -118.4127)",8889,5,187,503,,70
0000025294-0001-5,LARRY R/CAROL A BERMAN,CASCADE APARTMENTS,4925 WHITSETT AVENUE,VALLEY VILLAGE,91607-3551,4925 WHITSETT 91607-3551,14011 VENTURA BLVD #200,SHERMAN OAKS,91423-5218,531100,Lessors of real estate (including mini warehouses & self-storage units),2,12/01/1973,,"(34.1597, -118.4052)",8890,5,191,1332,17,39
0000025478-0002-1,INNA SLAVINSKAYA,,12968   BOSWORTH STREET,NORTH HOLLYWOOD,91606-1014,12968 BOSWORTH 91606-1014,,,,621610,Home health care services,2,01/01/2018,,"(34.1908, -118.4162)",8889,5,182,392,,70
0000025759-0001-4,DOV INC,TRAVEL SERVICE,14160 SHERMAN WAY UNIT #14,VAN NUYS,91405-2426,14160 SHERMAN 91405-2426,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",2,05/23/2003,,"(34.2012, -118.4419)",19733,5,215,880,,18
0000025808-0001-0,STEVEN HOWARD RUBIN,STEVEN RUBIN RPT,5312 TEESDALE AVENUE,N HOLLYWOOD,91607-2326,5312 TEESDALE 91607-2326,,,,561300,Employment services,2,01/01/1983,,"(34.1667, -118.4084)",8890,5,191,636,17,39
0000025906-0002-7,ALBERTO MARIO CARDONA,,6827 RADFORD AVENUE APT #2,NORTH HOLLYWOOD,91605-6062,6827 RADFORD 91605-6062,POST OFFICE BOX #4628,WEST HILLS,91308-4628,233210,Single Family Housing Construction (1997 NAICS),2,01/15/2010,,"(34.1946, -118.3921)",8888,5,174,480,,14
0000025945-0002-7,ELSA M MORALES,,13409 BARBARA ANN STREET,NORTH HOLLYWOOD,91605-4404,13409 BARBARA ANN 91605-4404,,,,561720,Janitorial services,2,01/03/2017,,"(34.2005, -118.4251)",8888,5,181,286,,71
0000025974-0001-5,DAVID L SIMON,DAVID L SIMON LANDSCAPE ARCHITECTURE,6114 LAURELGROVE AVENUE,N HOLLYWOOD,91606-4619,6114 LAURELGROVE 91606-4619,,,,541320,Landscape architecture services,2,05/01/1975,,"(34.1814, -118.4008)",8889,5,188,564,,70
