SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831779991,01/01/2021 10:00:21 AM,01/14/2021 06:45:58 AM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/07/2021 12:00:00 AM,01/14/2021 06:43:22 AM,Y,,"4558 N LAUREL CANYON BLVD, 91607",4558,N,LAUREL CANYON,BLVD,91607,34.1537819983,-118.396291859,"(34.1537819983, -118.396291859)",562,G,4,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831777411,01/01/2021 10:00:59 AM,01/06/2021 05:49:41 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 05:47:51 PM,Y,N,"1277 S BARRY AVE, 90025",1277,S,BARRY,AVE,90025,34.048163899,-118.458618458,"(34.048163899, -118.458618458)",631,J,5,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-1831777431,01/01/2021 10:01:29 AM,01/04/2021 11:08:03 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 08:01:37 AM,Y,,"8631 S WILEY POST AVE, 90045",8631,S,WILEY POST,AVE,90045,33.9589669164,-118.387418598,"(33.9589669164, -118.387418598)",702,H,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831777501,01/01/2021 10:03:20 AM,01/04/2021 04:31:15 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:29:40 PM,Y,,"3637 S ROSEWOOD AVE, 90066",3637,S,ROSEWOOD,AVE,90066,34.0025689057,-118.445982073,"(34.0025689057, -118.445982073)",672,A,4,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831779201,01/01/2021 10:05:12 AM,01/02/2021 10:58:59 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 10:30:16 AM,Y,,"4619 W 6TH ST, 90020",4619,W,6TH,ST,90020,34.0637778397,-118.325168788,"(34.0637778397, -118.325168788)",633,F,2,Central APC,4,Nithya Raman,119,Greater Wilshire,WILSHIRE
1-1831777621,01/01/2021 10:05:31 AM,01/11/2021 01:46:16 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,NC,01/07/2021 12:00:00 AM,01/11/2021 01:28:04 PM,Y,,"ALVARADO ST AT 12TH ST, 90006",,,,,90006,34.0487732605,-118.281760515,"(34.0487732605, -118.281760515)",634,B,4,Central APC,1,Gilbert Cedillo,76,Pico Union,RAMPART
1-1831779241,01/01/2021 10:05:35 AM,01/05/2021 05:13:58 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 05:12:04 PM,Y,N,"3911 S BUDLONG AVE, 90037",3911,S,BUDLONG,AVE,90037,34.0149280877,-118.296123553,"(34.0149280877, -118.296123553)",674,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831777651,01/01/2021 10:05:42 AM,01/04/2021 10:27:30 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 12:49:17 PM,Y,N,"3701 N GRIFFIN AVE, 90031",3701,N,GRIFFIN,AVE,90031,34.0873598348,-118.208226085,"(34.0873598348, -118.208226085)",595,B,6,East Los Angeles APC,1,Gilbert Cedillo,42,Arroyo Seco,HOLLENBECK
1-1831776831,01/01/2021 10:06:39 AM,01/04/2021 09:12:01 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,Y,SLA,01/04/2021 12:00:00 AM,01/04/2021 08:59:52 AM,Y,N,"KENWOOD AVE AT 30TH ST, 90007",,,,,90007,34.0273015425,-118.299174682,"(34.0273015425, -118.299174682)",633,J,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831779261,01/01/2021 10:07:03 AM,01/04/2021 03:58:58 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,CCAC,01/04/2021 03:58:17 PM,01/04/2021 03:58:57 PM,Y,N,"716 N ALVARADO ST, 90026",716,N,ALVARADO,ST,90026,34.0742227243,-118.265329695,"(34.0742227243, -118.265329695)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,Echo Park,RAMPART
1-1831777691,01/01/2021 10:07:08 AM,01/05/2021 04:44:51 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 01:40:26 PM,Y,N,"5017 N TOWNSEND AVE, 90041",5017,N,TOWNSEND,AVE,90041,34.1380069122,-118.201695335,"(34.1380069122, -118.201695335)",565,B,6,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831779301,01/01/2021 10:07:47 AM,01/04/2021 10:20:32 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,SLA,01/04/2021 12:00:00 AM,01/04/2021 08:58:44 AM,Y,,"3009 S KENWOOD AVE, 90007",3009,S,KENWOOD,AVE,90007,34.0269881658,-118.29930777,"(34.0269881658, -118.29930777)",633,J,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831780281,01/01/2021 10:09:18 AM,01/04/2021 05:52:37 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 02:20:50 PM,Y,N,"3156 E FAIRMOUNT ST, 90063",3156,E,FAIRMOUNT,ST,90063,34.0473350063,-118.193570232,"(34.0473350063, -118.193570232)",635,C,4,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831777741,01/01/2021 10:09:32 AM,01/05/2021 07:09:01 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/05/2021 12:00:00 AM,01/05/2021 07:06:29 AM,Y,N,"3973 S BUDLONG AVE, 90037",3973,S,BUDLONG,AVE,90037,34.0124060793,-118.296080717,"(34.0124060793, -118.296080717)",674,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831780331,01/01/2021 10:11:00 AM,01/07/2021 06:43:03 AM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/07/2021 06:42:46 AM,Y,,"1501 S LINCOLN BLVD, 90291",1501,S,LINCOLN,BLVD,90291,33.9972244402,-118.459789243,"(33.9972244402, -118.459789243)",671,J,5,West Los Angeles APC,11,Mike Bonin,68,Venice,PACIFIC
1-1831779381,01/01/2021 10:11:21 AM,01/07/2021 01:40:02 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 01:37:17 PM,Y,N,"6206 N HAZELTINE AVE, 91401",6206,N,HAZELTINE,AVE,91401,34.1828721267,-118.439821069,"(34.1828721267, -118.439821069)",532,B,7,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,VAN NUYS
1-1831777821,01/01/2021 10:12:13 AM,01/02/2021 10:36:24 AM,SR Created,ITA,Other,Closed,Self Service,,N,,,01/02/2021 10:36:24 AM,Y,N,"19734 W TRAMMELL LANE, 91311",19734,W,TRAMMELL,LANE,91311,34.2717719959,-118.563706,"(34.2717719959, -118.563706)",500,E,2,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-1831780451,01/01/2021 10:13:28 AM,01/28/2021 12:19:52 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/06/2021 12:00:00 AM,01/28/2021 12:17:31 PM,Y,N,"1268 W 39TH PL, 90037",1268,W,39TH,PL,90037,34.01400478,-118.299450162,"(34.01400478, -118.299450162)",673,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831779471,01/01/2021 10:14:05 AM,01/02/2021 02:36:51 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 11:32:43 AM,Y,,"6224 W DE LONGPRE AVE, 90028",6224,W,DE LONGPRE,AVE,90028,34.0960839993,-118.324645956,"(34.0960839993, -118.324645956)",593,F,5,Central APC,13,Mitch O'Farrell,32,Central Hollywood,HOLLYWOOD
1-1831781971,01/01/2021 10:14:10 AM,01/04/2021 09:01:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 02:59:01 PM,Y,,"13055 W BLUFF CREEK DR, 90094",13055,W,BLUFF CREEK,DR,90094,33.9706669495,-118.423393845,"(33.9706669495, -118.423393845)",702,D,1,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831780521,01/01/2021 10:14:45 AM,01/02/2021 07:02:31 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 07:00:03 AM,Y,,"588 N BRONSON AVE, 90004",588,N,BRONSON,AVE,90004,34.081325172,-118.317793605,"(34.081325172, -118.317793605)",593,G,7,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831779531,01/01/2021 10:15:10 AM,01/08/2021 03:54:58 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 07:36:48 AM,Y,N,"1326 N VIRGIL PL, 90027",1326,N,VIRGIL,PL,90027,34.0963994316,-118.286647536,"(34.0963994316, -118.286647536)",594,B,5,Central APC,13,Mitch O'Farrell,34,East Hollywood,NORTHEAST
1-1831782061,01/01/2021 10:15:45 AM,01/02/2021 07:26:47 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 10:25:43 AM,Y,N,"12937 W VAN NUYS BLVD, 91331",12937,W,VAN NUYS,BLVD,91331,34.2716081852,-118.414868579,"(34.2716081852, -118.414868579)",502,D,2,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831782081,01/01/2021 10:15:47 AM,01/02/2021 07:21:30 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:18:56 AM,Y,N,"125 W 83RD ST, 90003",125,W,83RD,ST,90003,33.9642674027,-118.274908727,"(33.9642674027, -118.274908727)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,77TH STREET
1-1831780561,01/01/2021 10:16:26 AM,01/03/2021 08:34:27 AM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,CRCD,01/03/2021 08:33:50 AM,01/03/2021 08:33:51 AM,Y,N,"850 W MARTIN LUTHER KING, JR BLVD, 90037",850,W,"MARTIN LUTHER KING, JR",BLVD,90037,34.0108935972,-118.288671802,"(34.0108935972, -118.288671802)",674,B,2,South Los Angeles APC,9,Curren D. Price Jr.,109,Voices,SOUTHWEST
1-1831780611,01/01/2021 10:16:55 AM,01/02/2021 11:54:42 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 11:52:17 AM,Y,N,"125 W 83RD ST, 90003",125,W,83RD,ST,90003,33.9642674027,-118.274908727,"(33.9642674027, -118.274908727)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,77TH STREET
1-1831781291,01/01/2021 10:20:09 AM,01/05/2021 02:08:33 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/04/2021 12:00:00 AM,01/04/2021 01:14:00 PM,Y,N,"18521 W DEARBORN ST, 91324",18521,W,DEARBORN,ST,91324,34.2374048308,-118.537190395,"(34.2374048308, -118.537190395)",500,J,7,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-1831780701,01/01/2021 10:20:16 AM,01/02/2021 08:46:28 PM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,WV,01/02/2021 12:00:00 AM,01/02/2021 11:51:55 AM,Y,N,"24374 W CLIPSTONE ST, 91367",24374,W,CLIPSTONE,ST,91367,34.1791146924,-118.656718682,"(34.1791146924, -118.656718682)",559,D,1,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831781361,01/01/2021 10:20:56 AM,01/06/2021 02:54:27 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,iOS,N,EV,01/05/2021 12:00:00 AM,01/05/2021 06:19:03 PM,Y,,"10916 W PEACH GROVE ST, 91601",10916,W,PEACH GROVE,ST,91601,34.1588837933,-118.368624841,"(34.1588837933, -118.368624841)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831779741,01/01/2021 10:21:32 AM,01/06/2021 04:59:06 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 11:42:29 AM,Y,N,"11048 W OLYMPIC BLVD, 90064",11048,W,OLYMPIC,BLVD,90064,34.0407497473,-118.436632392,"(34.0407497473, -118.436632392)",632,B,6,West Los Angeles APC,5,Paul Koretz,62,Westside,WEST LOS ANGELES
1-1831780781,01/01/2021 10:21:52 AM,01/07/2021 09:35:46 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,NC,01/07/2021 12:00:00 AM,01/07/2021 09:34:12 AM,Y,,"1454 N ALLESANDRO ST, 90026",1454,N,ALLESANDRO,ST,90026,34.082345567,-118.26189858,"(34.082345567, -118.26189858)",594,D,7,East Los Angeles APC,13,Mitch O'Farrell,44,Echo Park,NORTHEAST
1-1831781391,01/01/2021 10:22:01 AM,01/02/2021 07:01:00 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 06:58:45 AM,Y,N,"512 N WINDSOR BLVD, 90004",512,N,WINDSOR,BLVD,90004,34.0793293033,-118.319527845,"(34.0793293033, -118.319527845)",593,G,7,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831782241,01/01/2021 10:24:06 AM,01/01/2021 11:04:16 AM,SR Created,LASAN,Dead Animal Removal,Closed,Mobile App,iOS,N,NC,,01/01/2021 11:04:15 AM,Y,,"5063 N GLEN IRIS AVE, 90041",5063,N,GLEN IRIS,AVE,90041,34.1380315992,-118.209764291,"(34.1380315992, -118.209764291)",565,A,6,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831781461,01/01/2021 10:24:51 AM,01/02/2021 05:16:35 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,EV,01/02/2021 12:00:00 AM,01/02/2021 05:12:37 PM,Y,,"15151 W TYLER ST, 91342",15151,W,TYLER,ST,91342,34.301845258,-118.463775101,"(34.301845258, -118.463775101)",481,H,5,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831779891,01/01/2021 10:24:55 AM,01/10/2021 09:49:23 AM,SR Created,OCB,Graffiti Removal,Cancelled,Call,,Y,NEGB_ELA,01/10/2021 09:46:34 AM,01/10/2021 09:49:22 AM,Y,N,"NORTH BROADWAY AT AVENUE 22, 90031",,,,,90031,34.07359957,-118.2178781,"(34.07359957, -118.2178781)",634,J,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831782951,01/01/2021 10:25:14 AM,01/07/2021 06:57:44 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 12:54:04 PM,Y,N,"2848 N BUZZ CT, 90039",2848,N,BUZZ,CT,90039,34.1075275235,-118.26629315,"(34.1075275235, -118.26629315)",594,D,3,East Los Angeles APC,4,Nithya Raman,38,Silver Lake,NORTHEAST
1-1831782981,01/01/2021 10:25:42 AM,01/05/2021 10:46:50 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 12:47:49 PM,Y,N,"4923 E ELDRED ST, 90042",4923,E,ELDRED,ST,90042,34.1092632464,-118.206925217,"(34.1092632464, -118.206925217)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831781551,01/01/2021 10:26:41 AM,01/06/2021 08:54:02 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 08:52:06 AM,Y,,"700 N HILL PL, 90012",700,N,HILL,PL,90012,34.0616146648,-118.242319892,"(34.0616146648, -118.242319892)",634,G,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831783941,01/01/2021 10:28:00 AM,01/02/2021 05:32:00 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 08:17:23 AM,Y,,"2136 N BEACHWOOD DR, 90068",2136,N,BEACHWOOD,DR,90068,34.1095366616,-118.321305046,"(34.1095366616, -118.321305046)",593,G,3,Central APC,4,Nithya Raman,30,Hollywood United,HOLLYWOOD
1-1831782371,01/01/2021 10:28:13 AM,01/07/2021 03:37:02 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/06/2021 12:00:00 AM,01/06/2021 07:08:15 AM,Y,,"2380 N LAKE VIEW AVE, 90039",2380,N,LAKE VIEW,AVE,90039,34.0998086889,-118.254264964,"(34.0998086889, -118.254264964)",594,E,4,East Los Angeles APC,13,Mitch O'Farrell,38,Silver Lake,NORTHEAST
1-1831781591,01/01/2021 10:28:41 AM,01/03/2021 11:46:40 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB_ELA,01/03/2021 12:00:00 AM,01/03/2021 11:46:39 AM,Y,N,"2337 N GATES ST, 90031",2337,N,GATES,ST,90031,34.0730371175,-118.206658919,"(34.0730371175, -118.206658919)",635,B,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831781651,01/01/2021 10:31:17 AM,01/05/2021 08:09:32 PM,SR Created,LASAN,Homeless Encampment,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 01:20:46 PM,Y,N,"1042 W KIPLING AVE, 90041",1042,W,KIPLING,AVE,90041,34.1384194708,-118.188931043,"(34.1384194708, -118.188931043)",565,D,6,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831781691,01/01/2021 10:31:40 AM,01/02/2021 03:52:28 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 09:12:04 AM,Y,N,"5839 W HAROLD WAY, 90028",5839,W,HAROLD,WAY,90028,34.0993939857,-118.31720487,"(34.0993939857, -118.31720487)",593,G,4,Central APC,13,Mitch O'Farrell,33,Hollywood Studio District,HOLLYWOOD
1-1831783151,01/01/2021 10:31:43 AM,01/06/2021 09:42:28 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/06/2021 12:00:00 AM,01/06/2021 09:39:01 AM,Y,N,"11565 W HORTENSE ST, 91602",11565,W,HORTENSE,ST,91602,34.1549955409,-118.38431523,"(34.1549955409, -118.38431523)",562,H,4,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-1831781711,01/01/2021 10:31:58 AM,01/02/2021 07:27:33 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/02/2021 12:00:00 AM,01/02/2021 07:24:05 AM,Y,,"12036 W WICKS ST, 91352",12036,W,WICKS,ST,91352,34.2328969006,-118.39504919,"(34.2328969006, -118.39504919)",502,G,7,North Valley APC,6,Nury Martinez,8,Sun Valley,FOOTHILL
1-1831781791,01/01/2021 10:33:26 AM,01/05/2021 01:01:11 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 08:01:06 AM,Y,,"6019 W 86TH PL, 90045",6019,W,86TH,PL,90045,33.9594180303,-118.38898456,"(33.9594180303, -118.38898456)",702,H,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831783291,01/01/2021 10:34:01 AM,01/07/2021 03:24:12 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 03:20:35 PM,Y,N,"5362 W OLYMPIC BLVD, 90036",5362,W,OLYMPIC,BLVD,90036,34.0570758972,-118.347445694,"(34.0570758972, -118.347445694)",633,D,3,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831781821,01/01/2021 10:34:57 AM,01/05/2021 09:17:49 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,GAPBH,01/03/2021 09:16:51 AM,01/05/2021 09:17:49 AM,Y,N,"690 S MYERS ST, 90023",690,S,MYERS,ST,90023,34.035012282,-118.225090905,"(34.035012282, -118.225090905)",634,J,6,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831783351,01/01/2021 10:36:12 AM,01/04/2021 11:26:05 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/04/2021 12:00:00 AM,01/04/2021 09:18:43 AM,Y,,"7332 N LAURA LANE, 91335",7332,N,LAURA,LANE,91335,34.2038301132,-118.554553663,"(34.2038301132, -118.554553663)",530,G,4,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-1831782661,01/01/2021 10:36:48 AM,05/05/2021 08:55:43 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Call,,N,SOUTH,04/29/2021 12:00:00 AM,04/29/2021 12:00:00 AM,Y,N,"SYCAMORE AVE AT ORANGE PL, 90008",,,,,90008,34.0153133156,-118.357554517,"(34.0153133156, -118.357554517)",673,C,2,South Los Angeles APC,10,Mark Ridley-Thomas,79,Empowerment Congress West,SOUTHWEST
1-1831784181,01/01/2021 10:37:50 AM,01/20/2021 11:55:16 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,SLA,01/04/2021 12:00:00 AM,01/20/2021 11:48:45 AM,Y,N,"STANFORD AVE AT 116TH PL, 90059",,,,,90059,33.9282655986,-118.262197346,"(33.9282655986, -118.262197346)",704,E,7,South Los Angeles APC,15,Joe Buscaino,90,Harbor Gateway North,SOUTHEAST
1-1831782741,01/01/2021 10:38:16 AM,01/02/2021 08:32:18 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 02:01:33 PM,Y,N,"11225 N ACALA AVE, 91340",11225,N,ACALA,AVE,91340,34.2742879823,-118.446604693,"(34.2742879823, -118.446604693)",502,A,1,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831783481,01/01/2021 10:38:22 AM,01/06/2021 10:59:59 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,HB,01/06/2021 12:00:00 AM,01/06/2021 04:38:10 PM,Y,,"2424 S LELAND ST, 90731",2424,S,LELAND,ST,90731,33.721872143,-118.301129575,"(33.721872143, -118.301129575)",824,A,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831784941,01/01/2021 10:38:23 AM,01/05/2021 08:21:34 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 08:06:57 AM,Y,N,"4849 N BILOXI AVE, 91601",4849,N,BILOXI,AVE,91601,34.1590646133,-118.358423668,"(34.1590646133, -118.358423668)",563,B,3,South Valley APC,4,Nithya Raman,28,Greater Toluca Lake,NORTH HOLLYWOOD
1-1831782861,01/01/2021 10:39:48 AM,01/06/2021 12:49:51 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Android,N,HB,01/05/2021 12:00:00 AM,01/05/2021 03:55:04 PM,Y,,"844 N KING AVE, 90744",844,N,KING,AVE,90744,33.7805646106,-118.275442892,"(33.7805646106, -118.275442892)",794,D,6,Harbor APC,15,Joe Buscaino,93,Wilmington,HARBOR
1-1831785071,01/01/2021 10:40:22 AM,01/06/2021 07:40:28 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,WLA,01/06/2021 12:00:00 AM,01/06/2021 07:36:48 AM,Y,,"11346 W IOWA AVE, 90025",11346,W,IOWA,AVE,90025,34.0444381503,-118.448733799,"(34.0444381503, -118.448733799)",632,A,5,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-1831785101,01/01/2021 10:40:33 AM,01/02/2021 03:43:07 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/02/2021 12:00:00 AM,01/02/2021 03:34:32 PM,Y,,"13259 N WOODCOCK AVE, 91342",13259,N,WOODCOCK,AVE,91342,34.3118822569,-118.463619826,"(34.3118822569, -118.463619826)",481,H,3,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831785121,01/01/2021 10:40:36 AM,01/08/2021 01:56:15 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,HB,01/07/2021 12:00:00 AM,01/07/2021 07:16:15 PM,Y,N,"1631 W SANTA CRUZ ST, 90732",1631,W,SANTA CRUZ,ST,90732,33.7451524226,-118.312152696,"(33.7451524226, -118.312152696)",823,H,4,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831783621,01/01/2021 10:42:54 AM,01/06/2021 02:56:03 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/05/2021 12:00:00 AM,01/05/2021 08:47:07 AM,Y,,"8241 N WHITSETT AVE, 91605",8241,N,WHITSETT,AVE,91605,34.221142128,-118.405468105,"(34.221142128, -118.405468105)",532,F,2,North Valley APC,2,Paul Krekorian,22,North Hollywood West,FOOTHILL
1-1831784341,01/01/2021 10:43:16 AM,01/02/2021 11:39:57 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 11:25:40 AM,Y,,"5900 N MOORCROFT AVE, 91367",5900,N,MOORCROFT,AVE,91367,34.1783800575,-118.611168218,"(34.1783800575, -118.611168218)",559,J,1,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831785981,01/01/2021 10:43:43 AM,01/02/2021 01:55:30 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 01:53:05 PM,Y,,"1454 1/2 S CLOVERDALE AVE, 90019",1454,S,CLOVERDALE,AVE,90019,34.04655146,-118.352103706,"(34.04655146, -118.352103706)",633,C,5,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831785291,01/01/2021 10:45:04 AM,01/05/2021 12:20:53 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:14:21 PM,Y,N,"4780 S LA VILLA MARINA, 90292",4780,S,LA VILLA MARINA,,90292,33.9811041736,-118.433270554,"(33.9811041736, -118.433270554)",672,C,7,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
