"rampid","title","stagename","category","type","bidpost","closedate","department","url"
"203721","34.5-KV DISCONNECTING SWITCHES FOR VARIOUS RS AND DS'S","Amended","Commodity","RFB - Request For Bid","2022-08-02T23:05:01.000","2022-09-15T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003b5JiVAAU"
"203696","LAFPP Private Credit Investment Consulting Services","Open","Personal Services","RFP - Request For Proposal","2022-08-01T13:00:00.000","2022-09-16T23:00:00.000","Fire and Police Pensions","https://www.rampla.org/s/opportunity-details?id=0066g00003b54PVAAY"
"203211","As-Needed Web Design, Development and Support Services","Amended","Personal Services","RFP - Request For Proposal","2022-07-29T08:00:00.000","2022-09-09T22:00:00.000","Harbor Department, Port of Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003aToLhAAK"
"203663","Building A Climate-Resilient Active Transportation Network In Vulnerable Communities","Open","Personal Services","TOS - Task Order Solicitation","2022-07-28T23:00:00.000","2022-09-08T23:00:00.000","Street Services Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b4w0YAAQ"
"203676","Analyzing and Updating Affordable Housing Guidelines","Open","Personal Services","RFP - Request For Proposal","2022-07-28T23:00:00.000","2022-09-08T22:00:00.000","Planning","https://www.rampla.org/s/opportunity-details?id=0066g00003b4wFsAAI"
"203584","North Outfall Sewer Rehabilitation  Unit 29 - Beck Ave to Colfax Ave Right of Way","Amended","Construction","RFB - Request For Bid","2022-07-28T00:00:00.000","2022-09-21T17:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b4MB0AAM"
"203673","TAPE, FISH; LEADER, FISH TAPE; BLOWER, PORTABLE, ""GREENLEE""","Amended","Commodity","RFB - Request For Bid","2022-07-27T22:35:04.000","2022-09-16T21:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003b4wBJAAY"
"202872","RFP - On-Call Traffic Engineering Surveys","Amended","Personal Services","RFP - Request For Proposal","2022-07-27T22:00:00.000","2022-09-09T22:00:00.000","Transportation","https://www.rampla.org/s/opportunity-details?id=0066g00003aSGLmAAO"
"203656","Bar and Beverage Service","Open","Personal Services","RFP - Request For Proposal","2022-07-27T19:45:00.000","2022-09-20T20:00:00.000","Recreation and Parks","https://www.rampla.org/s/opportunity-details?id=0066g00003b4s9ZAAQ"
"203655","Request for Proposals to Provide Programs and Services at the Northeast Valley Animal Shelter","Open","Personal Services","RFP - Request For Proposal","2022-07-27T07:00:00.000","2022-09-09T23:00:00.000","Animal Services","https://www.rampla.org/s/opportunity-details?id=0066g00003b4rlvAAA"
"203642","TOS 26 - Pavement Condition Survey","Amended","Personal Services","TOS - Task Order Solicitation","2022-07-25T22:00:00.000","2022-09-09T23:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b4nHTAAY"
"203506","Technical Services RFP 2022","Amended","Personal Services","RFP - Request For Proposal","2022-07-25T13:00:00.000","2022-09-20T00:00:00.000","Housing Department, Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003b3eVFAAY"
"203616","TOS 64 - Lincoln Park Neighborhood Green Street Network","Amended","Personal Services","TOS - Task Order Solicitation","2022-07-21T19:00:00.000","2022-09-20T22:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b4YtNAAU"
"203571","Conveyance System Hydraulic Analysis, Odor Control and Emerging Technologies (TOS SN-153)","Open","Personal Services","TOS - Task Order Solicitation","2022-07-19T19:00:00.000","2022-09-14T21:00:00.000","Sanitation Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b4BAaAAM"
"203474","Clean Water and Stormwater Control System Upgrade and Integration Project (CSUIP)","Amended","Construction","RFP - Request For Proposal","2022-07-01T19:00:00.000","2022-09-08T23:00:00.000","Sanitation Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b3C2qAAE"
"203448","TOS 63 - Compton Creek Low Flow Diversion Project","Amended","Personal Services","TOS - Task Order Solicitation","2022-06-24T15:00:00.000","2022-09-30T22:00:00.000","Engineering Bureau, Public Works","https://www.rampla.org/s/opportunity-details?id=0066g00003b2g2TAAQ"
"203179","Request for Proposals for Common Use Lounge Operator","Amended","Personal Services","RFP - Request For Proposal","2022-06-02T17:00:00.000","2022-10-01T06:59:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003aTnH1AAK"
"203055","Request for Proposals for Rooftop Solar VNY","Amended","Personal Services","RFP - Request For Proposal","2022-05-27T21:00:00.000","2022-09-23T06:59:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003aTIQlAAO"
"203058","Request for Proposals for Ground Mount Solar VNY","Amended","Personal Services","RFP - Request For Proposal","2022-05-27T19:00:00.000","2022-09-23T06:59:00.000","Airports, Los Angeles World","https://www.rampla.org/s/opportunity-details?id=0066g00003aTISXAA4"
"201513","Innovative Partnerships","Open","Personal Services","RFI - Request For Interest","2021-12-03T17:00:00.000","2023-01-01T01:00:00.000","Housing Authority, City of Los Angeles","https://www.rampla.org/s/opportunity-details?id=0066g00003YdY6NAAV"
"200887","City of Los Angeles, General Services Department, Memorandum of Agreement (MOA) and Emergency Vendor Contact Information","Open","Commodity","RFI - Request For Interest","2021-08-31T19:00:00.000","2024-08-31T18:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003Xp4dCAAR"
"40831","RFQ - Procurement of Cyber Assets/Services Supporting the Bulk Electric System","Open","Personal Services","RFQ - Request For Qualification","2020-10-01T07:00:00.000","2030-01-02T01:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003WJMKpAAP"
"40156","Leasing Retail Space at Los Angeles Mall in Downtown LA","Open","Personal Services","RFP - Request For Proposal","2020-06-17T20:00:00.000","2024-07-01T02:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003WJM1iAAH"
"38588","Leasing Retail Space at Braude Retail Mall in Van Nuys","Open","Personal Services","RFP - Request For Proposal","2019-12-12T19:00:00.000","2024-07-01T02:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003WJL4PAAX"
"38577","Pop-up Operators at Los Angeles Mall in Downtown LA","Open","Personal Services","RFP - Request For Proposal","2019-12-12T01:00:00.000","2024-07-01T02:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003WJL4LAAX"
"38185","RFI - RENEWABLE AND/OR DISTRIBUTED ENERGY RESOURCES - 10.28.2019 - POWER - JRD","Open","Personal Services","RFI - Request For Interest","2019-10-31T22:00:00.000","2030-01-02T01:00:00.000","Water & Power","https://www.rampla.org/s/opportunity-details?id=0066g00003WJLUaAAP"
"30751","Online Bidding Practice","Amended","Commodity","RFB - Request For Bid","2019-08-16T18:36:18.000","2037-06-30T20:00:00.000","General Services","https://www.rampla.org/s/opportunity-details?id=0066g00003WJCjpAAH"
