Date of event,Workshop,Start Time,End Time,Site Name,Location,Organization,Contact,Language,Free
10/01/2019,"Citizenship Classes, Tue. & Thurs., Students must have a green card - Pre-registration required.",6:00PM,7:30PM,Glendale Central Library,"222 E Harvard St
Glendale, CA 91205
(34.14443, -118.253506)",International Rescue Committee (IRC),"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
10/01/2019,"Citizenship Classes, Tue. & Thurs., 10/1-11/26; Students must have a green card - Pre-registration required.",5:30PM,7:30PM,Panorama City Branch Library,"14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
09/28/2019,"Citizenship Classes, Saturdays, On-going; Students must have a green card - Pre-registration required.",10:00AM,1:30PM,Wilshire Branch Library (Near Koreatown),"149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)",International Rescue Committee (IRC)/Los Angeles Public Library,"To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.",English,Free
09/23/2019,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,9:00AM,11:00AM,YWCA GLA Walnut Park,"7515 Pacific Boulevard Walnut Park
CA 90255",COFEM,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,Spanish,Free
09/21/2019,Citizenship Workshop,9:00AM,3:00PM,Saint Joseph the Worker Church,"19855 Sherman Way
Winnetka, CA 91306
(34.201138, -118.566273)",Catholic Charities of Los Angeles,"To register, please call (213) 251-3484, (818) 342-4686, or (818) 621-7748.",English; Spanish; Farsi,Free
09/05/2019,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,9:00AM,11:00AM,YWCA GLA Walnut Park,"7515 Pacific Boulevard Walnut Park
CA 90255",COFEM,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,Spanish,Free
08/31/2019,Citizenship Clinic,9:00AM,3:00PM,Casa Colima,"3200 Mulford Ave
Lynwood, CA 90262
(33.927415, -118.212026)",COFEM,COFEM at: (213) 417-8389,English & Spanish,Free
08/29/2019,Citizenship Workshop,4:00PM,8:00PM,Clinica Monseñor Oscar A. Romero,"123 S Alvarado St
Los Angeles, CA 90057
(34.06591, -118.270789)",SALEF; Clinica Romero; El Rescate,Appointment is required. Contact Leonor at: (213) 480-1052 Ext. 102,English & Spanish,Free
08/24/2019,Citizenship Clinic,9:00AM,3:00PM,Diana's Restaurant,"6035 Pacific Blvd
Huntington Park, CA 90255
(33.986198, -118.225205)",COFEM,COFEM at: (213) 417-8389,English & Spanish,Free
08/23/2019,"Know Your Rights Workshop, other information and resources such as:  immigration, expungement, public charge, guardianship, and more",7:00PM,9:00PM,Lemon Grove Recreation Center,"4959 Lemon Grove Ave
Los Angeles, CA 90029
(34.086251, -118.304471)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
08/22/2019,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,9:00AM,11:00AM,YWCA GLA Walnut Park,"7515 Pacific Boulevard Walnut Park
CA 90255",COFEM,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,Spanish,Free
08/22/2019,Know Yout Rights Presentation,6:00PM,8:00PM,Watts Civic Center/Old Library,"1501 E 103rd Street
Los Angeles, CA
(33.943265, -118.248151)",Children's Institute & CARECEN,To RSVP contact Gustavo Medrano at gmedrano@childrensinstitute.org or call 323-491-4595,Spanish/English,Free
08/22/2019,Know Yout Rights Presentation,6:00PM,8:00PM,Boys and Girls Club of Wilmington,"1444 W Q Street
Wilmington, CA 90744
(33.794051, -118.281274)",Boys & Girls Clubs of the Los Angeles Harbor; Office of Councilman Joe Buscaino,,Spanish/English,Free
08/17/2019,"COPA COFEM: Conference on Health and Climate, includes panel discussion and recreational activities.",8:00AM,5:00PM,Los Angeles River State Park,"1900 N San Fernando Rd
Los Angeles, CA 90065
(34.100279, -118.23551)",COFEM,COFEM at: (213) 417-8389,Spanish,Free
08/16/2019,"Know Your Rights Workshop, other information and resources",7:00PM,9:00PM,Wilmington Recreation Center,"325 N Neptune Ave
Wilmington, CA 90744
(33.773451, -118.268461)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
08/10/2019,"Citizenship class, Saturday, 8/10-11/9",10:00AM,1:30PM,Junipero Serra Branch Library,"4607 S Main St
Los Angeles, CA 90037
(34.001719, -118.273971)",Los Angeles Public Library,(213) 385-7800,English,Free
08/10/2019,"Citizenship Workshop, appointment recommended.",9:00AM,3:00PM,Divine Saviour Catholic Church,"610 Cypress Ave
Los Angeles, CA 90065
(34.088475, -118.222192)",Catholic Charities of Los Angeles & Archdiocese of Los Angeles,"To register, please call 213-251-3484 or Veronica at (213) 251-3489.",Spanish; Arabic; Farsi; Tagalog; English,Free
08/10/2019,Know Your Rights Workshop; TPS and DACA information will also be provided.,10:00AM,1:00PM,Centro de Vida Victoriosa,"715 Brady Ave
Los Angeles, CA 90022
(34.018258, -118.137478)",Clergy and Laity United for Economic Justice (CLUE),To RSVP please contact Juan Carlos (323)536-0916,Spanish,Free
08/10/2019,Citizenship Clinic,9:00AM,3:00PM,Casa Colima,"3200 Mulford Ave
Lynwood, CA 90262
(33.927415, -118.212026)",COFEM,COFEM at: (213) 417-8389,English & Spanish,Free
08/09/2019,"Know Your Rights Workshop, other information and resources",7:00PM,9:00PM,Costello Recreation Center,"3141 E Olympic Blvd
Los Angeles, CA 90032
(34.020569, -118.211393)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
08/07/2019,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,9:00AM,11:00AM,YWCA GLA Walnut Park,"7515 Pacific Boulevard Walnut Park
CA 90255",COFEM,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,Spanish,Free
08/03/2019,"Citizenship class, Saturday, 8/3-10/19",2:30PM,5:00PM,Exposition Park Regional Branch Library,"3900 S Western Ave
Los Angeles, CA 90062
(34.014404, -118.308909)",Los Angeles Public Library,(213) 385-7800,"Spanish only, English exempt",Free
08/02/2019,"Know Your Rights Workshop and Family Preparedness. Children are welcome and light refreshments will be served. There is limited parking, please plan accordingly.",5:00PM,6:00PM,Para Los Niños: Gratts Primary Center,"474 Hartford Ave
Los Angeles, CA 90017
(34.056467, -118.263964)","Mayor's Office of Immigrant Affairs, Para Los Niños, Bet Tzedek,",Contact MOIA at (213) 978-0645 or Para Los Niños at (213) 413-1466 ext. 443,Spanish,Free
07/31/2019,"Know Your Rights Workshop, other information and resources",7:00PM,9:00PM,Jim Gilliam Recreation Center,"4000 S La Brea Ave
Los Angeles, CA 90008
(34.012817, -118.35541)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
07/30/2019,"Citizenship workshop, appointment required",6:00PM,8:00PM,NEW Economics for Women Headquarters,"303 S Loma Dr
Los Angeles, CA 90017
(34.059534, -118.26593)",SALEF/NEW Economics for Women/El Rescate,"(213) 480-1052, ext. 102 OR (213) 480-1052, ext. 308",English & Spanish,Free
07/27/2019,"Citizenship class, Saturday, 7/27-9/28",10:00AM,1:30PM,Pacoima Branch Library,"13605 Van Nuys Blvd
Pacoima, CA 91331
(34.261029, -118.429034)",Los Angeles Public Library,(888) 839-8682,English,Free
07/27/2019,"Citizenship Workshop, appointment recommended.",9:00AM,4:00PM,San Gabriel Mission High School,"254 S Santa Anita Street
San Gabirel, CA 91776
(34.098521, -118.107635)",Catholic Charities of Los Angeles,"To register, please call 213-251-3484",Spanish; Vitanamese ; Chinese; Arabic; Armenian; Farsi;  English,Free
07/27/2019,"Citizenship class, Saturday, 7/27-9/28",10:00AM,1:30PM,Vernon Branch Library,"4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)",Los Angeles Public Library,(888) 839-8682,English,Free
07/24/2019,"Legal service providers will provide resources and information regarding Know Your Rights, immigration, expungement, public charge, guardianship, and more",7:00PM,9:00PM,Van Ness Recreation Center,"5720 2nd Ave
Los Angeles, CA 90043
(33.990298, -118.319282)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
07/20/2019,Citizenship Workshop,8:00AM,3:00PM,Burbank Housing Corporation,"1819 Grismer Ave
Burbank, CA 91504
(34.195243, -118.325535)","Catholic Charities of Los Angeles, Archidiocese of Los Angeles, & Burbank Housing Corporation","Appointment recommended, but not required. Walk-in are welcome. To register call (213)318-5713 or (213) 318-5729",Spanish; Arabic; Farsi; Armenian; English,Free
07/20/2019,"Citizenship class, Saturday, 7/20-11/2",2:00PM,5:30PM,Mid-Valley Regional Branch Library,"16244 Nordhoff St
North Hills, CA 91343
(34.235657, -118.48666)",Los Angeles Public Library,(213) 385-7800,English,Free
07/17/2019,"Legal service providers will provide resources and information regarding Know Your Rights, immigration, expungement, public charge, guardianship, and more",7:00PM,9:00PM,Slauson Recreation Center,"5306 S Compton Ave
Los Angeles, CA 90011
(33.994756, -118.247761)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
07/16/2019,Know Yout Rights and Family Preparedness,6:30PM,7:30PM,CARECEN Main Office,"2845 W 7th Street
Los Angeles, CA 90005
(34.059792, -118.285411)",CARECEN,(213) 385-7800 ext. 136,Spanish,Free
07/16/2019,"Citizenship workshop, appointment required",4:00PM,8:00PM,Clinica Romero-Boyle Heights Office,"2032 Marengo St
Los Angeles, CA 90033
(34.056649, -118.207437)",SALEF/Clinica Romero/El Rescate,"(213) 480-1052, ext. 102",English & Spanish,Free
07/13/2019,"Citizenship class, Saturday, 7/13-8/21",10:00AM,1:30PM,Mar Vista Branch Library,"12006 CA
Los Angeles, CA 90066",Los Angeles Public Library,(888) 839-8682,English,Free
07/12/2019,"Citizenship class, Wednesday & Friday, from 7/12-9/25",10:30AM,12:30PM,Chinatown Branch Library,"639 N Hill St
Los Angeles, CA 90012
(34.060176, -118.240947)",Los Angeles Public Library,(800) 520-2356,Chinese & English,Free
07/12/2019,"Citizenship class, Friday, 7/12-9/27",9:30AM,12:30PM,Platt Branch Library,"23600 Victory Blvd
Woodland Hills, CA 91367
(34.186597, -118.641938)",Los Angeles Public Library,(818) 616-3091,Farsi & English,Free
07/11/2019,"Citizenship workshop, appointment required",4:00PM,8:00PM,Clinica Romero-Pico Union Office,"123 S Alvarado St
Los Angeles, CA 90057
(34.06591, -118.270789)",SALEF/Clinica Romero/El Rescate,"(213) 989-7700, ext. 2856 OR (213) 480-1052, ext. 102",English & Spanish,Free
07/10/2019,"Know Your Rights Workshop, other information and resources",7:00PM,9:00PM,Montecito Heights Recreation Center,"4545 Homer Street
Los Angeles, CA 90031
(34.094817, -118.203532)",Office of Mayor Eric Garcetti; Gang Reduction and Youth Development (GYRD)--Summer Night Lights,MOIA at: (213) 978-0645,English & Spanish,Free
07/10/2019,"Citizenship class, Monday & Wednesday, 7/10-9/25",1:00PM,3:00PM,Pio Pico Koreatown Branch Library,"694 S Oxford Ave
Los Angeles, CA 90005
(34.060041, -118.307829)",Los Angeles Public Library,(800) 867-3650,English,Free
07/10/2019,Know Your Rights Workshop,10:00AM,11:00AM,Central City Neighborhood Partners (CCNP),"501 South Bixel Street
Los Angeles, CA 90017
(34.05469, -118.261532)",Central City Neighborhood Partners (CCNP) & Mayor's Office of Immigrant Affairs,CCNP at: (213) 482-8618 or MOIA at: (213) 978-0645,Spanish,Free
07/09/2019,Immigration Forum and Know Your Rights workshop,3:00PM,,Cilinica Romero-Boyle Heights Office,"2032 Marengo St
Los Angeles, CA 90033
(34.056649, -118.207437)",SALEF/Clinica Romero/El Rescate,"(213) 989-7700, ext. 2836",English & Spanish,Free
07/09/2019,"Citizenship class, Tuesday, 7/9-9/24",10:00AM,12:30PM,West L.A. Regional Branch Library,"11350 Santa Monica Blvd
Los Angeles, CA 90025
(34.046002, -118.450234)",Los Angeles Public Library,(818) 616-3091,Farsi & English,Free
07/08/2019,Know Your Rights Workshop,3:00PM,4:00PM,PTV LA Office,"3550 Wilshire Blvd
Los Angeles, CA
(34.061737, -118.302322)",Program for Torture Victims (PTV),"Space is limited, please RSVP first by email at ktwan@ptvla.org or call (213)384-4788.",English & Spanish,Free
07/07/2019,Gusto Guatemalteco is a festival featuring some of the best traditional and contemporary music and dance talent Los Angeles has to offer.,4:00PM,7:00PM,MacArthur Park- Levvit Pavilion,"2230 W 6th St
Los Angeles, CA 90057
(34.060206, -118.276395)","City of LA Board of Public Works, Mayor's Office of Immigrant Affairs, and Target",RSVP Link: http://concerts.levittlosangeles.org/events/2019/7/7/gusto-guatemalteco,English & Spanish,Free
07/06/2019,"Citizenship class, Saturday, 7/6-9/28",10:00AM,1:30PM,Wilshire Branch Library,"149 North Saint Andrews Place
Los Angeles, CA 90004
(34.073819, -118.311366)",Los Angeles Public Library,(888) 839-8682,English,Free
07/02/2019,"Interview tutoring session, by appointment only, Tuesday & Thursday, from 7/2 to 9/26",5:00PM,7:00PM,Central Branch Library,"630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)",Los Angeles Public Library,(888) 839-8682,English,Free
07/01/2019,Know Your Rights Workshop,3:00PM,4:00PM,PTV LA Office,"3550 Wilshire Blvd
Los Angeles, CA
(34.061737, -118.302322)",Program for Torture Victims (PTV),"Space is limited, please RSVP first by email at ktwan@ptvla.org or call (213)384-4788.",English & Spanish,Free
06/27/2019,Know Your Rights Workshop,6:00PM,8:00PM,Southeast-Rio Vista Family YMCA,"4801 East 58th St
Maywood, CA 90270
(33.987415, -118.178804)",UCLA Dream Resource Center & CHIRLA,"Email: dreamresourcecenter@gmail.com or Call (213) 480-4155, Ext. 256",English & Spanish,Free
06/27/2019,"Protecciones del inquilino por cuando se demuelen las propriedades de estabilizacion del alquiler (o propriedades bajo ""Ellis"" que son retiradas",6:30PM,7:30PM,Downtown (Garland) Office,"1200 W 7th St
Los Angeles, CA 90017
(34.051395, -118.265556)",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,Spanish,Free
06/26/2019,"Tenant protections when rent stabilization properties are demolished or withdrawn (""Ellis"" withdrawals)",10:30AM,11:30AM,West LA Office,"1645 Corinth Ave
Los Angeles, CA 90025
(34.045423, -118.448953)",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,English,Free
06/20/2019,"Tenant protections when rent stabilization properties are demolished or withdrawn (""Ellis"" withdrawals)",10:30AM,11:30AM,North (Valley) Office,"6400 Laurel Canyon Blvd
Los Angeles, CA 91606",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,English,Free
06/19/2019,"Tenant protections when rent stabilization properties are demolished or withdrawn (""Ellis"" withdrawals)",6:30PM,7:30PM,Downtown (Garland) Office,"1200 W 7th St
Los Angeles, CA 90017
(34.051395, -118.265556)",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,English,Free
06/15/2019,"Citizenship class, Saturday, 6/15-9/17, 9/7-11/16",10:00AM,12:30PM,R.L. Stevenson Branch Library,"803 Spence St
Los Angeles, CA 90023
(34.02755, -118.197954)",Los Angeles Public Library,(213) 385-7800,"Spanish only, English exempt",Free
06/13/2019,"Protecciones del inquilino por cuando se demuelen las propriedades de estabilizacion del alquiler (o propriedades bajo ""Ellis"" que son retiradas",10:00AM,11:00AM,East Office,"2130 E 1st St
Los Angeles, CA 90033
(34.044735, -118.213384)",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,Spanish,Free
06/12/2019,"Tenant protections when rent stabilization properties are demolished or withdrawn (""Ellis"" withdrawals)",10:00AM,11:00AM,Cahuenga Public Library,"4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,English,Free
06/11/2019,"Tenant protections when rent stabilization properties are demolished or withdrawn (""Ellis"" withdrawals)",10:00AM,11:00AM,South Office,"690 Knox St
Los Angeles, CA 90502
(33.854221, -118.287499)",Los Angeles Housing and Community Investment Department,Please RSVP at (213) 928-9075,English,Free
05/25/2019,"Citizenship class, Saturday, 5/25-8/24",9:30AM,1:00PM,Sun Valley Branch Library,"7935 Vineland Ave
Sun Valley, CA 91352
(34.214925, -118.370331)",Los Angeles Public Library,(213) 385-7800,English,Free
05/25/2019,Citizenship Class: Saturday from 05/25-08/24,9:30AM,1:00PM,Sun Valley Branch,"7935 Vineland Ave
Sun Valley, CA 91352
(34.214925, -118.370331)",Los Angeles Public Library,(818)616-6019,English & Spanish,Free
05/04/2019,Citizenship Class: Saturday  from 05/04-07/20,2:30PM,5:00PM,Exposition Park Regional Branch,"3900 S Western Ave
Los Angeles, CA 90062
(34.014404, -118.308909)",Los Angeles Public Library,(213)814-5248,Spanish Only,Free
04/27/2019,Citizenship Class:Saturday from 04/27- 07/06,10:00AM,1:30PM,Vernon Branch,"4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/27/2019,Citizenship Class: Saturday from 04/27-07/06,10:00AM,1:30PM,Pacoima Branch,"13605 Van Nuys Boulevard
Pacoima, CA 91331
(34.261029, -118.429034)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/20/2019,Citizenship Class: Saturday from 04/20-06/29,2:00PM,5:00PM,Cahuenga Branch,"4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/20/2019,Citizenship Class: Saturday from 04/20-06/29,10:00AM,1:30PM,Pico Union Branch,"1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/15/2019,Citizenship Class: Monday & Wednesday from 04/15-06/26,5:30PM,7:30PM,Harbor City/ Gateway Branch,"24000 S Western Ave
Harbor City, CA 90710
(33.806862, -118.307519)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/13/2019,Citizenship Class: Saturday from 04/13-06/22,10:00AM,1:30PM,Mar Vista Branch,"12006 Venice Boulevard
Los Angeles, CA 90066
(34.006032, -118.429088)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/13/2019,Citizenship Class: Saturday from 04/13-07/13,10:00AM,1:30PM,Junipero Serra Branch,"4607 S Main St
Los Angeles, CA 90037
(34.001719, -118.273971)",Los Angeles Public Library,(323)234-1685,English & Spanish,Free
04/12/2019,Citizenship Class: Wednesday & Friday from  04/12-06/28,10:30AM,12:30PM,Chinatown Branch,"639 N Hill St
Los Angeles, CA 90012
(34.060176, -118.240947)",Los Angeles Public Library,(213)241-0220,English & Chinese,Free
04/12/2019,Citizenship Class: Friday from 04/12-06/28,9:30AM,12:30PM,Woodland Hills Branch,"22200 Ventura Blvd
Woodland Hills, CA 91364",Los Angeles Public Library,(818)616-3091,English & Farsi,Free
04/09/2019,Citizenship Class: Tuesday from  04/09-06/25,10:00AM,12:30PM,West L.A. Regional Branch,"11350 Santa Monica Blvd
Los Angeles, CA
(34.046002, -118.450234)",Los Angeles Public Library,(818)616-3091,English & Farsi,Free
04/09/2019,Citizenship Class: Tuesday & Thursday from 04/09-06/13,2:00PM,4:00PM,El Sereno Branch,"5226 Huntington Dr S
Los Angeles, CA 90032
(34.089494, -118.16855)",Los Angeles Public Library,(818)839-8682,English & Spanish,Free
04/08/2019,Citizenship Class: Monday from 04/08-06/17,5:30PM,7:30PM,Watts Branch,"10205 Compton Ave
Los Angeles, CA 90002
(33.943967, -118.246226)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/08/2019,Citizenship Class: Monday & Wednesday from 04/08-06/26,1:00PM,3:00PM,Pio Pico Koreatown Branch,"694 S Oxford Ave
Los Angeles, CA 90005
(34.060041, -118.307829)",Los Angeles Public Library,(888)349-9695,English & Spanish,Free
04/06/2019,Citizenship Class: Saturday from 04/06-07/06,2:00PM,5:30PM,Mid-Valley Regional Branch,"16244 Nordhoff St
North Hills, CA 91343
(34.235657, -118.48666)",Los Angeles Public Library,(818)616-6019,English & Spanish,Free
04/06/2019,Citizenship Class: Saturday from 04/06-06/29,10:00AM,1:30PM,Wilshire Branch,"149 North Saint Andrews Place
Los Angeles, CA 90004
(34.073819, -118.311366)",Los Angeles Public Library,(818)839-8682,English & Spanish,Free
04/02/2019,Citizenship Class/Interview Tutoring Session: Tuesday & Thursday from 04/02-06/06,5:00PM,7:00PM,Central Library,"630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/02/2019,Citizenship Class: Tuesday & Thursday from 04/02-06/06,5:30PM,7:30PM,Panorama City Branch,"14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
04/01/2019,Citizenship Class: Monday &Thursday from 04/01-06/13,6:00PM,7:30PM,Echo Park Branch,"1410 W Temple St
Los Angeles, CA 90026
(34.067388, -118.257173)",Los Angeles Public Library,(818)937-2869,Spanish Only,Free
04/01/2019,Citizenship Class: Monday & Tuesday from 04/01-06/04,5:30PM,7:30PM,Benjamin Franklin Brach,"2200 E 1st St
Los Angeles, CA 90033
(34.0444, -118.212268)",Los Angeles Public Library,(888)839-8682,English & Spanish,Free
03/09/2019,Citizenship Class: Saturday from 03/09-05/25,10:00AM,12:30PM,R.L. Stevenson Branch,"803 Spence St
Los Angeles, CA 90023
(34.02755, -118.197954)",Los Angeles Public Library,(213)814-5248,Spanish Only,Free
