LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0002163629-0001-1,EXTRA SPACE MANAGEMENT INC,EXTRA SPACE STORAGE #530,5855 W CENTINELA AVENUE,LOS ANGELES,90045-1503,5855 CENTINELA 90045-1503,2795 E COTTONWOOD PARKWAYS  #400,SALT LAKE CITY,84121-7033,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,07/14/2005,,"(33.977, -118.3863)",23676,,926,1063,,
0002165222-0001-1,DFJ PROPERTIES LLC,,5166 W JEFFERSON BLVD,LOS ANGELES,90016-3839,5166 JEFFERSON 90016-3839,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,05/12/2004,,"(34.0254, -118.3573)",23077,12,669,986,,17
0002170469-0001-3,"LASSEN STREET SELF STORAGE, LLC",,20550 LASSEN STREET,CHATSWORTH,91311-4505,20550 LASSEN 91311-4505,2870 LOS FELIZ PLACE #2,LOS ANGELES,90039-1633,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,09/01/2006,,"(34.2499, -118.5809)",4284,2,98,314,,43
0002172815-0001-4,JAY H GRANT / NANCY A GRANT CO TRUSTEES,,10517 SANTA MONICA BLVD,LOS ANGELES,90025-4907,10517 SANTA MONICA 90025-4907,15553 HUSTON STREET,ENCINO,91436-1630,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,01/01/1970,,"(34.0553, -118.4272)",23443,6,859,738,9,72
0002181828-0001-1,AIR CARGO TRANSPORT SERVICES INC,,1200 W WALNUT STREET,COMPTON,90220-5010,1200 WALNUT 90220-5010,7361 COCA COLA DRIVE,HANOVER,21076-1949,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,02/01/2005,,"(33.8753, -118.2431)",24349,,1701,,,
0002194946-0001-5,SALVADOR/SILVIA ALDANA,,4572 S CENTINELA AVENUE,LOS ANGELES,90066-6271,4572 CENTINELA 90066-6271,7863 CROYDON AVENUE,LOS ANGELES,90045-2906,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,07/01/2003,,"(33.9916, -118.4216)",24031,10,918,1137,10,85
0002196721-0002-1,ANNY WONG,,2850 W SUNSET BLVD,LOS ANGELES,90026-2126,2850 SUNSET 90026-2126,52195 AVENIDA VELASCO,LA QUINTA,92253-3259,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,08/04/2014,,"(34.0826, -118.2728)",23444,8,469,594,,90
0002208498-0001-9,ZARCO HOTELS LLC,,1150 N VERMONT AVENUE,LOS ANGELES,90029-1729,1150 VERMONT 90029-1729,1160 N VERMONT AVENUE,LOS ANGELES,90029-1729,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,12/13/2006,,"(34.0923, -118.2917)",23447,8,433,1285,16,58
0002210939-0001-1,NANCY MINTON,,8461 S CENTRAL AVENUE,LOS ANGELES,90001-3760,8461 CENTRAL 90001-3760,1416   PINE AVENUE,MANHATTAN BEACH,90266-5042,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,09/01/2003,,"(33.9616, -118.2567)",22350,13,797,1209,7,45
0002214740-0001-6,ROSELIA MELENDEZ,,10353 AMBOY AVENUE,PACOIMA,91331-3706,10353 AMBOY 91331-3706,7841 ALLOTT AVENUE,VAN NUYS,91402-6409,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),7,01/01/2007,,"(34.2585, -118.4289)",18907,1,28,408,,11
0002232641-0001-1,WAPA LLC,,1101 E 18TH STREET,LOS ANGELES,90021-3009,1101 18TH 90021-3009,1001 E 14TH STREET,LOS ANGELES,90021-2211,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,07/01/2005,,"(34.0262, -118.2517)",23082,9,702,1220,7,76
0002237571-0001-0,THOMAS AMALFITANO,MESA STORAGE,403 W 21ST STREET,SAN PEDRO,90731-5509,403 21ST 90731-5509,769 W 9TH STREET,SAN PEDRO,90731-3601,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/01/2002,,"(33.7251, -118.2858)",3342,15,980,1208,15,33
0002240152-0001-0,"ALAMEDA & FOURTH, LLC",,208 E 6TH STREET,LOS ANGELES,90014-2180,208 6TH 90014-2180,208 E 6TH STREET   UNIT #A11,LOS ANGELES,90014-2180,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,08/08/2005,,"(34.0444, -118.2487)",23075,9,537,527,,76
0002241401-0001-9,JARANN LLC,,217 S PACIFIC AVENUE,SAN PEDRO,90731-2609,217 PACIFIC 90731-2609,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,11/01/2004,,"(33.742, -118.2878)",3342,15,970,433,,36
0002241781-0001-2,ROXANNE HEPTNER,,1506 W 12TH STREET,LOS ANGELES,90015-2013,1506 12TH 90015-2013,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,07/01/2002,,"(34.0454, -118.2743)",23076,11,576,661,,8
0002241798-0001-8,MERCO LLC,,2222 E WASHINGTON BLVD,LOS ANGELES,90021-3213,2222 WASHINGTON 90021-3213,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,04/08/2004,,"(34.0189, -118.2331)",24353,9,533,1287,7,76
0002241807-0001-9,JONG HO YU,,1544 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2742,1544 PACIFIC COAST 90710-2742,4120 ROESSLER COURT,PALOS VERDES PENINSULA,90274-3946,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/01/2001,,"(33.7894, -118.3034)",26327,15,951,644,,29
0002242435-0001-5,YORK HOLDINGS LLC,,5702 YORK BLVD,LOS ANGELES,90042-2617,5702 YORK 90042-2617,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,09/01/2005,,"(34.1188, -118.1936)",23673,9,371,598,,93
0002242677-0001-5,"AMUSEMENT LFP, LLC",HARBOR PLAZA,11301 S FIGUEROA STREET,LOS ANGELES,90061-1423,11301 FIGUEROA 90061-1423,520 W WILLOW STREET SUITE #110,LONG BEACH,90806-2838,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),8,07/07/2005,,"(33.9319, -118.2825)",24355,14,814,1192,7,53
0002243682-0001-3,KAREN OLSON & LINDA WALES,SONDRA B COLLIGAN SURVIVOR'S TRUST,840 N FAIRFAX AVENUE,LOS ANGELES,90046-7208,840 FAIRFAX 90046-7208,6642 SALOMA AVENUE,VAN NUYS,91405-4538,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,01/01/2001,,"(34.0862, -118.3613)",23677,6,447,804,,26
0002244126-0001-6,JOHN P/LINDA T DUFFIELD,,8940 ELLIS AVENUE,LOS ANGELES,90034-3302,8940 ELLIS 90034-3302,616 OCAMPO DRIVE,PACIFIC PALISADES,90272-4441,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,01/01/2004,,"(34.0294, -118.3901)",23451,6,885,688,,95
0002245777-0001-5,WILLIAM O BROTHERS,PSB CO,2458 HUNTER STREET,LOS ANGELES,90021-2536,2458 HUNTER 90021-2536,1250 LONG BEACH AVENUE,LOS ANGELES,90021-2300,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/01/2003,,"(34.0275, -118.2279)",23082,9,533,1287,,76
0002245781-0001-1,MICHAEL LEE MALAMUT,,4359 TUJUNGA AVENUE,STUDIO CITY,91604-2752,4359 TUJUNGA 91604-2752,272 W STAFFORD ROAD,THOUSAND OAKS,91361-5057,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,12/01/2004,,"(34.1492, -118.3789)",8492,5,343,1335,,84
0002246877-0001-1,SUNSHINE MANAGEMENT TRUST,,104 LINCOLN BLVD,VENICE,90291-2808,104 LINCOLN 90291-2808,1813 SUNSET LANE,FULLERTON,92833-1734,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,09/01/1995,,"(34.0024, -118.47)",25073,10,905,852,10,30
0002246991-0001-9,UNITY ENTERPRISES LP,,716 E 12TH STREET,LOS ANGELES,90021-2102,716 12TH 90021-2102,888 S FIGUEROA STREET SUITE #1900,LOS ANGELES,90017-5324,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,02/02/2005,,"(34.0332, -118.2524)",23082,9,703,1018,,76
0002247908-0001-5,SONIA MOLINA,,1501 E 21ST STREET,LOS ANGELES,90011-1319,1501 21ST 90011-1319,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,10/01/2004,,"(34.0196, -118.2473)",22727,13,707,969,7,6
0002248708-0001-6,GARBIS / AZNIF ZORIAN,,7160 RESEDA BLVD,RESEDA,91335-4210,7160 RESEDA 91335-4210,20381 VIA MEDICI,PORTER RANCH,91326-4058,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),3,01/31/1995,,"(34.2007, -118.536)",18909,4,264,578,,12
0002249857-0001-5,JORGE J & LJUBICA PINEDA,,14122 VANOWEN STREET,VAN NUYS,91405-3254,14122 VANOWEN 91405-3254,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,01/01/1975,,"(34.1939, -118.4404)",19733,3,236,316,,18
0002252173-0001-2,LEE FAMILY TRUST,,6110 SEPULVEDA BLVD,VAN NUYS,91411-2503,6110 SEPULVEDA 91411-2503,2705 N VISTA COURT,ORANGE,92867-1741,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,07/26/2001,,"(34.1813, -118.4661)",19735,3,239,557,,18
0002254555-0001-1,DANIEL GODANAS,,2153 VENICE BLVD,LOS ANGELES,90006-5242,2153 VENICE 90006-5242,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,01/01/2002,,"(34.0435, -118.3044)",22723,12,672,906,,19
0002255835-0001-6,"DAHDOUL INVESTMENT, LLC",,2201 LONG BEACH AVENUE,LOS ANGELES,90058-1025,2201 LONG BEACH 90058-1025,14945 VENTURA BLVD TRAILER #222,SHERMAN OAKS,91403-5915,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,01/01/2002,,"(34.0166, -118.2432)",22727,13,707,969,7,6
0002256116-0001-3,JASMINE INVESTMENTS LLC,,109 E AVENUE 43,LOS ANGELES,90031-1301,109 AVENUE 43 90031-1301,1107 FAIR OAKS AVENUE UNIT #496,SOUTH PASADENA,91030-3311,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,08/01/2002,,"(34.0944, -118.2083)",23448,11,491,602,,92
0002256752-0001-9,14000 VENTURA BLVD INC,,14000 VENTURA BLVD,SHERMAN OAKS,91423-3512,14000 VENTURA 91423-3512,18616 VENTURA BLVD UNIT #B,TARZANA,91356-4104,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),4,12/31/2001,,"(34.149, -118.4371)",19736,7,333,682,6,83
0002258744-0001-9,PACIFIC NATIONAL INVESTMENTS LLC,,1526 E WASHINGTON BLVD,LOS ANGELES,90021-3122,1526 WASHINGTON 90021-3122,2945 E 12TH STREET,LOS ANGELES,90023-3623,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,11/14/2005,,"(34.0214, -118.2451)",23082,13,702,969,7,6
0002262072-0001-6,WAYMON D WADE,WADE PROPERTIES,12615 VENICE BLVD,LOS ANGELES,90066-3703,12615 VENICE 90066-3703,11460 ROSE AVENUE,LOS ANGELES,90066-1231,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,04/14/2003,,"(34.0021, -118.4367)",24031,10,900,862,10,27
0002262629-0001-9,CYRIL B MARTIN TRUST,,7704 CLYBOURN AVENUE,SUN VALLEY,91352-4601,7704 CLYBOURN 91352-4601,POST OFFICE BOX #1125,HANALEI,96714-1125,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,02/01/2005,,"(34.2106, -118.3635)",19335,5,167,483,,21
0002268726-0001-7,RBL MANAGEMENT CORPORATION,,1631 BEVERLY BLVD FLOOR #2ND,LOS ANGELES,90026-5710,1631 BEVERLY 90026-5710,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,01/01/2000,,"(34.0637, -118.2638)",23444,8,549,942,,67
0002268788-0001-8,NONA H FOREVER SYL INC,,3223 W 6TH STREET   UNIT #1001,LOS ANGELES,90020-5011,3223 6TH 90020-5011,3670 W 3RD STREET,LOS ANGELES,90020-2043,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,05/01/2006,,"(34.0642, -118.2926)",23081,12,597,1316,,89
0002269358-0001-1,PACIFIC 9 TRANSPORTATION INC,,2045 E CARSON STREET UNIT #B,CARSON,90810-1223,2045 CARSON 90810-1223,14930 S San Pedro,Gardena,90248-2036,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),0,08/01/2005,,"(33.8317, -118.2363)",4023,,1704,,,
0002269609-0001-2,ALBERT E FERGUSON,FERGUSON FAMILY REVOCABLE TRUST,2093 W WASHINGTON BLVD,LOS ANGELES,90018-1641,2093 WASHINGTON 90018-1641,5500   CALLE REAL,SANTA BARBARA,93111-3606,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,02/01/1998,,"(34.0399, -118.3059)",23079,12,678,906,,19
0002270979-0002-1,VC2006 LLC,,266 E VERNON AVENUE,LOS ANGELES,90011-3438,266 VERNON 90011-3438,POST OFFICE BOX #3388,ALHAMBRA,91803-0388,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,01/01/2008,,"(34.0038, -118.2703)",22727,13,716,1342,7,
0002273696-0001-4,GILBERTO B PALOMARES/MARGARITA ROCHIN GALAVIZ,,5402 ALHAMBRA AVENUE,LOS ANGELES,90032-3102,5402 ALHAMBRA 90032-3102,1715 1/2 N AVENUE 46,LOS ANGELES,90041-3001,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,06/28/2005,,"(34.0771, -118.168)",23449,9,506,1215,,91
0002274699-0001-5,DART WAREHOUSE CORP,,1530 S INDIANA STREET,LOS ANGELES,90023-,1530 INDIANA 90023-,1430 S EASTMAN AVENUE,COMMERCE,90023-4006,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/01/2003,,"(0.0, 0.0)",,,,,,
0002278391-0001-3,BRADY BRANSTETTER,,12943 FOOTHILL BLVD,SYLMAR,91342-4929,12943 FOOTHILL 91342-4929,1152 Lydia N,Salem,97303-7546,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),7,01/01/1989,,"(34.2951, -118.4169)",18912,1,40,177,,47
0002280516-0001-1,DAVID AND MORIA FINLEY TR/ALENE NEFF/EDWARD FINLEY,,4459 ALGER STREET,LOS ANGELES,90039-1292,4459 ALGER 90039-1292,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,01/01/2003,,"(34.1339, -118.2662)",23670,8,395,396,,42
0002280561-0001-7,LAWRENCE GATES,,528 N MARINE AVENUE,WILMINGTON,90744-5528,528 MARINE 90744-5528,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,12/05/2005,,"(33.7759, -118.2634)",3350,15,966,1560,,15
0002281145-0001-2,VICTOR R AND LILY GRIEGO TRS,,930 COLORADO BLVD UNIT #2,LOS ANGELES,90041-1735,930 COLORADO 90041-1735,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/01/2000,,"(34.1389, -118.1858)",23672,9,354,512,,60
0002281883-0001-5,TRIPLE GREEN PROPERTY LLC,,8042   SHADYGLADE AVENUE,NORTH HOLLYWOOD,91605-1329,8042 SHADYGLADE 91605-1329,8042   SHADYGLADE AVENUE,NORTH HOLLYWOOD,91605-1329,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,05/01/2003,,"(34.217, -118.4017)",8888,5,152,1101,,14
0002283190-0001-2,NETTIE Y AND JOHN GLOVER TRS,,10034 S WESTERN AVENUE,LOS ANGELES,90047-4254,10034 WESTERN 90047-4254,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),8,04/18/2002,,"(33.9451, -118.309)",23678,14,779,1170,7,20
0002283266-0001-7,CHARLES BONELLO,,1631 S PACIFIC AVENUE,SAN PEDRO,90731-4726,1631 PACIFIC 90731-4726,5437 MIDDLECREST ROAD,RANCHO PALOS VERDES,90275-5035,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/15/2004,,"(33.7292, -118.2879)",3342,15,980,1208,15,33
0002283515-0001-9,LUIS AND MARIA HURTADO,,4023 S BROADWAY,LOS ANGELES,90037-1005,4023 BROADWAY 90037-1005,10736 LITTLE LAKE ROAD,DOWNEY,90241-3102,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,10/20/1976,,"(34.0106, -118.2783)",23668,13,736,978,7,
0002284390-0001-6,RUBEN AND ANTNIETA CORTEZ/ ALFREDO CORTEZ,,8516 SAN FERNANDO ROAD,SUN VALLEY,91352-3110,8516 SAN FERNANDO 91352-3110,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,06/08/2005,,"(34.2246, -118.3763)",19335,3,166,272,,21
0002284710-0001-0,69 57 VILLAGE LLC,,5969 LAUREL CANYON BLVD,VALLEY VILLAGE,91607-1237,5969 LAUREL CANYON 91607-1237,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,11/21/2003,,"(34.1789, -118.3965)",8889,5,188,564,,70
0002285899-0001-5,YUM T AND MEI Y NG TRUST,,4014 N FIGUEROA STREET,LOS ANGELES,90065-3041,4014 FIGUEROA 90065-3041,2363 DELISLE COURT,GLENDALE,91208-2207,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,04/03/1989,,"(34.0921, -118.2103)",23448,11,491,602,,92
0002286055-0001-4,MIGUEL AND SUSANA GARCIA,,1101 W PACIFIC COAST HIGHWAY,WILMINGTON,90744-2425,1101 PACIFIC COAST 90744-2425,16646 CHICAGO AVENUE,BELLFLOWER,90706-5024,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/01/2003,,"(33.7904, -118.2763)",3350,15,956,1201,,15
0002286338-0001-5,JOSE / RAUL MAGANA,,8323 S CENTRAL AVENUE,LOS ANGELES,90001-3706,8323 CENTRAL 90001-3706,4462   DORTHEA STREET,YORBA LINDA,92886-2626,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,08/01/2006,,"(33.9636, -118.2564)",22350,13,797,1209,7,46
0002286645-0001-0,GARO AND BEDROS KALAYDJIAN,,19421 VENTURA BLVD,TARZANA,91356-3030,19421 VENTURA 91356-3030,4045 VIA PESCADOR,CAMARILLO,93012-5050,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),3,02/01/2007,,"(34.1727, -118.556)",19339,4,321,1494,6,10
0002287597-0001-6,"LAM USA ENTERPRISES, INC.",,7509 SHIRLEY AVENUE,RESEDA,91335-2449,7509 SHIRLEY 91335-2449,7509 SHIRLEY AVENUE,RESEDA,91335-2449,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),3,10/13/2007,,"(34.2067, -118.5579)",18909,4,256,1461,,12
0002288785-0001-7,MICHAEL S KELFER,,17425 CHATSWORTH STREET,GRANADA HILLS,91344-9802,17425 CHATSWORTH 91344-9802,10135 WYSTONE AVENUE,NORTHRIDGE,91324-1248,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),12,09/01/2005,,"(34.2648, -118.5137)",19329,2,83,1416,39,79
0002288793-0001-1,JESOO K KIM AND ALICE Y KIM,,3106 MAPLE AVENUE,LOS ANGELES,90011-1926,3106 MAPLE 90011-1926,2861 MARICOPA STREET,TORRANCE,90503-5146,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,01/01/2004,,"(34.0195, -118.2679)",22727,13,706,965,7,6
0002288826-0001-8,EGISH KUIUMJIAN AND ALMAST KUIUMJIAN,,6320 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91606-3213,6320 LAUREL CANYON 91606-3213,7142 SYCAMORE TRAIL,LOS ANGELES,90068-1721,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,01/01/2003,,"(34.1852, -118.3964)",8889,5,189,546,,13
0002288841-0001-2,LANA LEW,,2442 HYPERION AVENUE,LOS ANGELES,90027-4714,2442 HYPERION 90027-4714,1344 WINCHESTER AVENUE,GLENDALE,91201-1433,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),4,01/01/2003,,"(34.1041, -118.2733)",23445,7,463,1312,,90
0002289109-0001-4,MARIA D AND JOSE CEJA,,5852 S WESTERN AVENUE,LOS ANGELES,90047-1121,5852 WESTERN 90047-1121,13620 AVENIDA ESPANA,LA MIRADA,90638-3401,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),8,01/01/2003,,"(33.9882, -118.3089)",23678,14,769,1052,7,35
0002289461-0001-4,NATIONWIDE RP CORP,,6411 HOLLYWOOD BLVD,LOS ANGELES,90028-6315,6411 HOLLYWOOD 90028-6315,120 N ROBERTSON BLVD,LOS ANGELES,90048-3108,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,05/31/2002,,"(34.1016, -118.3297)",23446,8,422,468,,34
0002289487-0001-9,PHILIP ODERBERG AND ERNEST WHITE TRS,,10516 SANTA MONICA BLVD,LOS ANGELES,90025-4964,10516 SANTA MONICA 90025-4964,370 N CROFT AVENUE,LOS ANGELES,90048-2507,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),5,10/03/2003,,"(34.0551, -118.4271)",23443,6,859,738,9,75
0002289615-0001-1,5225 LANKERSHIM LLC,,5227 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-3111,5227 LANKERSHIM 91601-3111,3019 WILSHIRE BLVD SUITE #320,SANTA MONICA,90403-2301,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,06/01/1998,,"(34.1657, -118.3751)",8488,5,209,322,,13
0002289666-0001-3,SARKIS AND NORA BABIAN,,1122 N MADISON AVENUE,LOS ANGELES,90029-1808,1122 MADISON 90029-1808,11075 PROVENCE LANE,TUJUNGA,91042-1265,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),13,01/01/2004,,"(34.0914, -118.2892)",23447,8,433,1285,16,58
0002289720-0001-0,VERONICA VELASCO,,234 S NORMANDIE AVENUE APT #3,LOS ANGELES,90004-5327,234 NORMANDIE 90004-5327,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,07/10/2004,,"(34.0704, -118.3003)",22721,8,583,937,,89
0002289750-0001-1,AGRIPINA CHACON,,1717 N WILMINGTON BLVD,WILMINGTON,90744-1261,1717 WILMINGTON 90744-1261,28832 LEAH CIRCLE,RANCHO PALOS VERDES,90275-4767,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,10/01/2006,,"(33.7973, -118.2752)",3350,15,954,1199,,15
0002289828-0001-4,GORDON T DAVIDSON ET AL AND JOHN W GORDON,,7427 WOODLEY AVENUE,VAN NUYS,91406-2924,7427 WOODLEY 91406-2924,1257   SEAFARER STREET,VENTURA,93001-4253,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,01/01/2006,,"(34.2055, -118.4836)",19734,3,221,261,,61
0002290040-0001-1,ABEL GONZALEZ JR ET AL,,13264 RALSTON AVENUE,SYLMAR,91342-7607,13264 RALSTON 91342-7607,POST OFFICE BOX #408,SAN FERNANDO,91341-0408,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),7,01/01/2002,,"(34.3126, -118.4726)",18912,1,48,1400,,47
0002290043-0001-4,VAROUJAN DEIRMENJIAN/HOKIS LLC,,14520 ARCHWOOD STREET,VAN NUYS,91405-4601,14520 ARCHWOOD 91405-4601,19555 LEADWELL STREET,RESEDA,91335-2433,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,06/01/2004,,"(34.1929, -118.4494)",19733,3,231,290,,18
0002290053-0001-8,LILIANA HARO,,723 ARAGON AVENUE,LOS ANGELES,90065-1624,723 ARAGON 90065-1624,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),1,12/01/2005,,"(34.0917, -118.2217)",24030,11,380,1365,,94
0002290123-0001-5,G AND J SELTZER LLC AND GABTAK LLC,,1869 E 42ND STREET,LOS ANGELES,90058-1531,1869 42ND 90058-1531,2708   WILSHIRE BLVD,SANTA MONICA,90403-4706,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),9,07/01/2004,,"(34.006, -118.2399)",24353,13,709,980,7,51
0002290186-0001-1,THE JBS HOLDINGS LLC,J B S,2732 S LA CIENEGA BLVD,LOS ANGELES,90034-2627,2732 LA CIENEGA 90034-2627,2728 S LA CIENEGA BLVD,LOS ANGELES,90034-2642,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,01/01/2004,,"(34.0332, -118.3755)",23451,12,886,987,,95
0002290465-0003-0,ROYAL CONCEPTS INC.,,505 N PACIFIC AVENUE,SAN PEDRO,90731-2021,505 PACIFIC 90731-2021,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,01/01/2019,,"(33.7474, -118.2882)",3342,15,974,1310,,36
0002290639-0001-7,BENNETT FAMILY LLC,,52 WINDWARD AVENUE,VENICE,90291-4102,52 WINDWARD 90291-4102,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),11,03/01/2003,,"(33.9873, -118.4729)",25073,10,909,1132,10,30
0002293516-0002-8,MC 4TH STREET PROPERTIES LLC,,6125 HORNER STREET,LOS ANGELES,90035-3739,6125 Horner 90035-3739,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),10,01/01/2019,,"(34.05, -118.3755)",23666,12,641,1103,,23
0002294624-0001-0,6643 LANKERSHIM BLVD LLC,,6643 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606-1612,6643 LANKERSHIM 91606-1612,20720 VENTURA BLVD SUITE #390,WOODLAND HILLS,91364-6645,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),2,01/01/2007,,"(34.191, -118.3877)",8889,5,176,275,,13
0002294798-0001-1,SEUNG W CHUNG,,749 KOHLER STREET,LOS ANGELES,90021-1517,749 KOHLER 90021-1517,545 S GRAMERCY PLACE,LOS ANGELES,90020-4914,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,06/01/2006,,"(34.0363, -118.2436)",23082,9,703,1018,,76
0002295158-0001-5,COLOMA PULLEN/CAROLINE EMMA,,6014 KESTER AVENUE,VAN NUYS,91411-2607,6014 KESTER 91411-2607,POST OFFICE BOX #598,MONTROSE,91021-0598,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),6,12/21/1989,,"(34.1798, -118.4574)",19735,3,241,1223,,18
0002295458-0001-0,EUBANK LLC,,1000 E LOMITA BLVD,WILMINGTON,90744-1609,1000 LOMITA 90744-1609,14150 VINE PLACE,CERRITOS,90703-2416,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,02/11/2003,,"(33.7995, -118.2567)",3350,15,953,626,,15
0002295802-0001-7,SOUTHERN CALIFORNIA STORAGE SOLUTION INC,,1540 EUBANK AVENUE,WILMINGTON,90744-1604,1540 EUBANK 90744-1604,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),15,03/01/2006,,"(33.7943, -118.2563)",3350,15,953,626,,15
0002296777-0001-4,JANICE LANSING,,1901 HYPERION AVENUE,LOS ANGELES,90027-4739,1901 HYPERION 90027-4739,576   WASHINGTON BLVD   #499,MARINA DEL REY,90292-5421,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),4,05/01/2007,,"(34.0971, -118.2757)",23670,7,463,599,,90
