"site","date","interaction_type","interaction_type_2","service_requested_1","service_requested_2","hispanic_ethnicity","gender","langage","time_spent","age","week","week_ending"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"Somali","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","6-15 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Downtown (Saint Paul)","2020-10-05T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Roseville","2020-10-05T00:00:00.000","Navigator consultation ",,"Job related/Workforce",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-05T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-05T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Job related/Workforce",,,,"English","16-30 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"computer",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"computer",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"EBT","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) Housing Support/Shelters",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"child care app ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Somali","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Navigator consultation ",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Hmong","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Other","16-30 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"Copy of benefits ","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Navigator consultation ",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Navigator consultation ",,"Address for Federal building ","(FAS) Healthcare Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Housing Support/Shelters",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"Somali","16-30 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Spanish","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) Healthcare Assistance ",,,"Other","16-30 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","16-30 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Navigator consultation ",,"Computers  ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Navigator consultation ",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Maplewood","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Karen","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"(FAS) Cash Assistance","(FAS) SNAP/EA Assistance ",,,"Karen","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ","(FAS) Housing Support/Shelters",,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Tax/Property",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Shoreview","2020-10-06T00:00:00.000","Use of Service Center tools/self-service",,"Elections",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Westside Service Center","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"passport",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) Healthcare Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","0-5 minutes",,"week 40","2020-10-06T00:00:00.000"
"Downtown (Saint Paul)","2020-10-06T00:00:00.000","Basic question and/or help with forms",,"(FAS) SNAP/EA Assistance ",,,,"English","6-15 minutes",,"week 40","2020-10-06T00:00:00.000"
