"date","week","month","interaction_type","dropbox_location","of_items","department","week_ending","iso_week_number"
"2020-04-27T00:00:00.000","18","April","Walk In","Plato Building","3","Document Recording","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Walk In","Plato Building","1","Elections","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Plato Building","1","Examiner of Titles","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Plato Building","2","Homestead","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Plato Building","3","Recorder","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Plato Building","23","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Walk In","Plato Building","3","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-27T00:00:00.000","18","April","Drop Box","Plato Building","2","Veterans Affairs","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Government Center East","218","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Walk In","Government Center East","16","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Government Center East","8","Health and Wellness Administration","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Government Center East","6","Social Services","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Government Center East","1","Workforce Solutions","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Walk In","Plato Building","1","Elections","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Plato Building","2","Homestead","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Plato Building","3","Recorder","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Drop Box","Plato Building","13","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-28T00:00:00.000","18","April","Walk In","Plato Building","1","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Government Center East","192","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Walk In","Government Center East","53","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Government Center East","2","Health and Wellness Administration","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Government Center East","2","Social Services","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Plato Building","5","Homestead","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Plato Building","7","Recorder","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Plato Building","17","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-29T00:00:00.000","18","April","Drop Box","Saint Paul Regional Water Service","8","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Walk In","Government Center East","55","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Government Center East","149","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Government Center East","6","Health and Wellness Administration","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Government Center East","1","Social Services","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Plato Building","2","Homestead","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Plato Building","5","Recorder","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Plato Building","30","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-04-30T00:00:00.000","18","April","Drop Box","Plato Building","3","Veterans Affairs","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Government Center East","141","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Walk In","Government Center East","48","Financial Assistance Services","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Government Center East","1","Health and Wellness Administration","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Government Center East","6","Social Services","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Government Center East","1","Workforce Solutions","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Plato Building","4","Homestead","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Plato Building","3","Recorder","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Plato Building","25","Tax Payment","2020-05-03T00:00:00.000","18"
"2020-05-01T00:00:00.000","18","April","Drop Box","Plato Building","1","Veterans Affairs","2020-05-03T00:00:00.000","18"
"2020-05-04T00:00:00.000","19","May","Drop Box","Government Center East","274","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Walk In","Government Center East","54","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Government Center East","2","Social Services","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Plato Building","1","Elections","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Plato Building","3","Homestead","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Plato Building","4","Recorder","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Plato Building","50","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Walk In","Plato Building","1","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Walk In","Plato Building","1","Tax Petition","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Plato Building","2","Veterans Affairs","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Ramsey County Library – Maplewood","1","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Ramsey County Library – Shoreview","1","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Ramsey County Library – Shoreview","1","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-04T00:00:00.000","19","May","Drop Box","Saint Paul Regional Water Service","8","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Government Center East","235","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Walk In","Government Center East","41","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Government Center East","1","Social Services","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Government Center East","2","Workforce Solutions","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Walk In","Plato Building","1","Document Recording","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Plato Building","4","Homestead","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Plato Building","4","Recorder","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Plato Building","39","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-05T00:00:00.000","19","May","Drop Box","Saint Paul Regional Water Service","16","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Government Center East","200","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Walk In","Government Center East","58","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Government Center East","1","Social Services","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Government Center East","1","Workforce Solutions","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Walk In","Plato Building","1","Document Recording","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Plato Building","5","Recorder","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Plato Building","39","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Walk In","Plato Building","1","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-10T00:00:00.000","19"
"2020-05-06T00:00:00.000","19","May","Drop Box","Ramsey County Library – Roseville","2","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Government Center East","193","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Walk In","Government Center East","57","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Government Center East","1","Social Services","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Government Center East","1","Workforce Solutions","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Walk In","Plato Building","2","Document Recording","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Plato Building","2","Homestead","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Plato Building","4","Recorder","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Plato Building","52","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","County Managers Office","2020-05-10T00:00:00.000","19"
"2020-05-07T00:00:00.000","19","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Government Center East","146","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Walk In","Government Center East","48","Financial Assistance Services","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Government Center East","1","Health and Wellness Administration","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Government Center East","1","Social Services","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Plato Building","3","Recorder","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Plato Building","30","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Walk In","Plato Building","2","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Plato Building","2","Veterans Affairs","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-08T00:00:00.000","19","May","Drop Box","Ramsey County Library – Shoreview","2","Tax Payment","2020-05-10T00:00:00.000","19"
"2020-05-11T00:00:00.000","20","May","Walk In","Government Center East","56","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Government Center East","240","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Government Center East","2","Social Services","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Government Center East","2","Workforce Solutions","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Walk In","Plato Building","1","Document Recording","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Plato Building","2","Homestead","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Plato Building","5","Recorder","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Plato Building","131","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Walk In","Plato Building","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Ramsey County Library – Maplewood","3","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-11T00:00:00.000","20","May","Drop Box","Ramsey County Library – Shoreview","3","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Walk In","Government Center East","53","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Government Center East","216","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Government Center East","1","Health and Wellness Administration","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Government Center East","2","Social Services","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Walk In","Plato Building","1","Document Recording","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Plato Building","1","Homestead","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Plato Building","5","Recorder","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Plato Building","117","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Ramsey County Library – Shoreview","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-12T00:00:00.000","20","May","Drop Box","Saint Paul Regional Water Service","29","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Walk In","Government Center East","52","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Government Center East","154","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Government Center East","2","Health and Wellness Administration","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Government Center East","2","Social Services","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Walk In","Plato Building","2","Document Recording","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Plato Building","1","Homestead","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Plato Building","2","Recorder","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Plato Building","125","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Ramsey County Library – Maplewood","1","Assessor","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Ramsey County Library – Shoreview","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-13T00:00:00.000","20","May","Drop Box","Saint Paul Regional Water Service","42","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Walk In","Government Center East","35","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Government Center East","173","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Government Center East","4","Social Services","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Plato Building","1","Child Support","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Plato Building","3","Recorder","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Plato Building","150","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Walk In","Plato Building","4","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Ramsey County Library – Maplewood","1","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Ramsey County Library – Maplewood","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Ramsey County Library – Roseville","3","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-14T00:00:00.000","20","May","Drop Box","Ramsey County Library – Shoreview","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Walk In","Government Center East","21","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Government Center East","219","Financial Assistance Services","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Plato Building","1","Recorder","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Plato Building","289","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Walk In","Plato Building","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Ramsey County Library – Maplewood","3","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Ramsey County Library – Roseville","4","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Ramsey County Library – Shoreview","2","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-15T00:00:00.000","20","May","Drop Box","Saint Paul Regional Water Service","165","Tax Payment","2020-05-17T00:00:00.000","20"
"2020-05-18T00:00:00.000","21","May","Walk In","Government Center East","74","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Government Center East","237","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Government Center East","1","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Plato Building","1","Homestead","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Plato Building","4","Recorder","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Plato Building","63","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Ramsey County Library – Maplewood","2","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Ramsey County Library – Roseville","4","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Ramsey County Library – Shoreview","2","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-18T00:00:00.000","21","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","9","Courts","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Walk In","Government Center East","61","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Government Center East","126","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Plato Building","4","Homestead","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Plato Building","4","Recorder","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Plato Building","25","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Ramsey County Library – Maplewood","1","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Walk In","Saint Paul City Hall – Ramsey County Courthouse","1","County Managers Office","2020-05-24T00:00:00.000","21"
"2020-05-19T00:00:00.000","21","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Courts","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Walk In","Government Center East","50","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Government Center East","79","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Plato Building","5","Homestead","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Plato Building","1","Public Health","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Plato Building","2","Recorder","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Plato Building","11","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","Courts","2020-05-24T00:00:00.000","21"
"2020-05-20T00:00:00.000","21","May","Walk In","Saint Paul City Hall – Ramsey County Courthouse","1","Pick Up","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Walk In","Government Center East","62","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Government Center East","133","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Walk In","Plato Building","1","Document Recording","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Plato Building","2","Homestead","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Plato Building","2","Recorder","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Plato Building","8","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Ramsey County Library – Roseville","1","Homestead","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Ramsey County Library – Roseville","1","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Ramsey County Library – Shoreview","1","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-21T00:00:00.000","21","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","6","Courts","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Walk In","Government Center East","45","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Government Center East","98","Financial Assistance Services","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Walk In","Plato Building","1","Document Recording","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Plato Building","3","Homestead","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Plato Building","3","Recorder","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Walk In","Plato Building","1","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Plato Building","5","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Walk In","Plato Building","1","Tax Petition","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Ramsey County Library – Roseville","2","Tax Payment","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","2","City of St Paul","2020-05-24T00:00:00.000","21"
"2020-05-22T00:00:00.000","21","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","8","Courts","2020-05-24T00:00:00.000","21"
"2020-05-26T00:00:00.000","22","May","Drop Box","Government Center East","177","Financial Assistance Services","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Walk In","Government Center East","56","Financial Assistance Services","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Government Center East","2","Social Services","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Government Center East","1","Workforce Solutions","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Walk In","Plato Building","1","Document Recording","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Plato Building","10","Homestead","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Plato Building","16","Tax Payment","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Plato Building","2","Veterans Affairs","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","9","Courts","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","1","Social Services","2020-05-31T00:00:00.000","22"
"2020-05-26T00:00:00.000","22","May","Drop Box","Saint Paul Regional Water Service","1","Tax Payment","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Government Center East","119","Financial Assistance Services","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Walk In","Government Center East","81","Financial Assistance Services","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Government Center East","3","Health and Wellness Administration","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Walk In","Plato Building","2","Document Recording","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Plato Building","3","Homestead","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Plato Building","4","Recorder","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Plato Building","8","Tax Payment","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Plato Building","1","Veterans Affairs","2020-05-31T00:00:00.000","22"
"2020-05-27T00:00:00.000","22","May","Drop Box","Saint Paul City Hall – Ramsey County Courthouse","8","Courts","2020-05-31T00:00:00.000","22"
"2020-05-28T00:00:00.000","22","May","Drop Box","Government Center East","68","Financial Assistance Services","2020-05-31T00:00:00.000","22"
"2020-05-28T00:00:00.000","22","May","Walk In","Government Center East","57","Financial Assistance Services","2020-05-31T00:00:00.000","22"
