"fiscal_year","budget_chapter","office_dept_div_unit_program","major_object_of_expenditure","state_category","state_category_name","expenditure_account","recmnd_full_time_equiv_pos","recmnd_amount","adopted_full_time_equiv_pos","adopted_amount","approved_full_time_equiv_pos","approved_amount"
"2017","01-K - 12 Instruction ","Regional Institute for Children & Adolescents","Other Expenses","6","Special Education","Local Travel Mileage","0","300","0","282","0","282"
"2017","01-K - 12 Instruction ","Regional Institute for Children & Adolescents","Other Salaries & Wages","6","Special Education","Part-time for Students","0","5322","0","5322","0","104"
"2017","01-K - 12 Instruction ","Regional Institute for Children & Adolescents","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","30.85","1918558","30.85","1918558","30.85","1893719"
"2017","01-K - 12 Instruction ","Regional Institute for Children & Adolescents","Supplies & Materials","6","Special Education","Program Supplies","0","0","0","0","0","30218"
"2017","01-K - 12 Instruction ","Resource Only","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","81.5","5584736","81.5","5584736","81.5","5514496"
"2017","01-K - 12 Instruction ","Rock Terrace School","Other Expenses","6","Special Education","Local Travel Mileage","0","2767","0","2601","0","2601"
"2017","01-K - 12 Instruction ","Rock Terrace School","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","25.55","1459843","25.55","1459843","25.55","1442133"
"2017","01-K - 12 Instruction ","School Based Services","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","949.538","58874446","949.538","58874446","323.663","20492434"
"2017","01-K - 12 Instruction ","School and Community Based Programs","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","160","8767522","160","8767522","160","8649460"
"2017","01-K - 12 Instruction ","Secondary Intensive Reading Program","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","11.6","864067","11.6","864067","11.6","852533"
"2017","01-K - 12 Instruction ","Stephen Knolls School","Other Expenses","6","Special Education","Local Travel Mileage","0","300","0","282","0","282"
"2017","01-K - 12 Instruction ","Stephen Knolls School","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","20.875","1070224","20.875","1070224","20.875","1057994"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","7","Student Personnel Services","Long Term Leave","0","31365","0","31365","0","31365"
"2017","01-K - 12 Instruction ","Extensions Program","Position Salaries & Wages","7","Student Personnel Services","Position Salaries & Wages","1","104427","1","104427","1","103702"
"2017","01-K - 12 Instruction ","High Schools","Other Salaries & Wages","8","Health Services","Part-time Paramedics","0","2040","0","2040","0","2040"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","9","Student Transportation","Long Term Leave","0","160778","0","160778","0","160778"
"2017","01-K - 12 Instruction ","High School Intervention","Other Expenses","9","Student Transportation","Student Transportation","0","11340","0","11340","0","11340"
"2017","01-K - 12 Instruction ","High Schools","Other Expenses","9","Student Transportation","Student Transportation","0","15000","0","15000","0","15000"
"2017","01-K - 12 Instruction ","Summer School Program","Other Expenses","9","Student Transportation","Student Transportation","0","9114","0","9114","0","9114"
"2017","01-K - 12 Instruction ","Edison High School of Technology","Position Salaries & Wages","10","Operation Of Plant And Equipment","Position Salaries & Wages","1","87249","1","87249","1","86046"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","10","Operation Of Plant And Equipment","Long Term Leave","0","647767","0","647767","0","647767"
"2017","01-K - 12 Instruction ","Elementary Schools Technology Positions","Other Expenses","10","Operation Of Plant And Equipment","Local Travel Mileage","0","0","0","0","0","2000"
"2017","01-K - 12 Instruction ","Elementary Schools Technology Positions","Position Salaries & Wages","10","Operation Of Plant And Equipment","Position Salaries & Wages","18","1673154","18","1673154","18","1651133"
"2017","01-K - 12 Instruction ","High Schools","Position Salaries & Wages","10","Operation Of Plant And Equipment","Position Salaries & Wages","25","2260775","25","2260775","25","2232595"
"2017","01-K - 12 Instruction ","Middle Schools Technology Positions","Position Salaries & Wages","10","Operation Of Plant And Equipment","Position Salaries & Wages","25","2375525","25","2375525","25","2344618"
"2017","01-K - 12 Instruction ","Elementary Schools","Other Salaries & Wages","11","Maintenance Of Plant","Long Term Leave","0","162053","0","162053","0","162053"
"2017","01-K - 12 Instruction ","Individuals with Disabilities Education - Grant","Other Expenses","12","Fixed Charges","Workers Compensation","0","60463","0","60463","0","67780"
"2017","01-K - 12 Instruction ","Individuals with Disabilities Education - Grant","Other Expenses","12","Fixed Charges","MCPS Retirement Contribution","0","3155730","0","3155730","0","2781390"
"2017","01-K - 12 Instruction ","Individuals with Disabilities Education - Grant","Other Expenses","12","Fixed Charges","Unemployment Compensation","0","1886","0","1886","0","1653"
"2017","01-K - 12 Instruction ","Individuals with Disabilities Education - Grant","Other Expenses","12","Fixed Charges","Employee Hlth Care/Life Insur","0","2458218","0","2458218","0","2930121"
"2017","01-K - 12 Instruction ","Individuals with Disabilities Education - Grant","Other Expenses","12","Fixed Charges","FICA (Soc Security & Medicare)","0","1223213","0","1223213","0","1540572"
"2017","01-K - 12 Instruction ","Preschool Ed. Program/Child Find/DESC - Grant","Other Expenses","12","Fixed Charges","Workers Compensation","0","1037","0","1037","0","1037"
"2017","01-K - 12 Instruction ","Preschool Ed. Program/Child Find/DESC - Grant","Other Expenses","12","Fixed Charges","MCPS Retirement Contribution","0","52762","0","52762","0","52753"
"2017","01-K - 12 Instruction ","Preschool Ed. Program/Child Find/DESC - Grant","Other Expenses","12","Fixed Charges","FICA (Soc Security & Medicare)","0","83190","0","83190","0","83190"
"2017","01-K - 12 Instruction ","Preschool Ed. Program/Child Find/DESC - Grant","Other Expenses","12","Fixed Charges","Employee Hlth Care/Life Insur","0","90140","0","90140","0","90140"
"2017","01-K - 12 Instruction ","Preschool Ed. Program/Child Find/DESC - Grant","Other Expenses","12","Fixed Charges","Unemployment Compensation","0","69","0","69","0","78"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Position Salaries & Wages","1","Administration","Position Salaries & Wages","4","577901","4","577901","4","572725"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Supplies & Materials","1","Administration","Office Supplies","0","2000","0","2000","0","2000"
"2017","02-Office of School Support and Improvement","Alternative Programs","Contractual Services","2","Mid-level Administration","Consultants","0","5274","0","5274","0","5274"
"2017","02-Office of School Support and Improvement","Alternative Programs","Contractual Services","2","Mid-level Administration","Equipment Maintenance","0","7020","0","7020","0","7020"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","5730","0","5386","0","5386"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","12891","0","12891","0","12891"
"2017","02-Office of School Support and Improvement","Alternative Programs","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","10","714306","10","714306","10","705822"
"2017","02-Office of School Support and Improvement","Alternative Programs","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","3000","0","3000","0","3000"
"2017","02-Office of School Support and Improvement","Dept. of Instructional Leadership","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","3010","0","2829","0","1829"
"2017","02-Office of School Support and Improvement","Dept. of Instructional Leadership","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","2","234998","2","234998","2","232790"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","300","0","282","0","1282"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","3075","0","3075","0","3075"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","3","347648","3","347648","3","344589"
"2017","02-Office of School Support and Improvement","Leadership Development Unit","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","0","0","0","0","3000"
"2017","02-Office of School Support and Improvement","Leadership Development Unit","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","0","0","0","0","4","538415"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Other Expenses","2","Mid-level Administration","Special Events","0","2500","0","2500","0","2500"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Other Expenses","2","Mid-level Administration","Graduation Expenses","0","1000","0","1000","0","1000"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Contractual Services","2","Mid-level Administration","Equipment Rental","0","1200","0","1200","0","1200"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Contractual Services","2","Mid-level Administration","Contractual Services","0","10654","0","10654","0","4654"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","13650","0","12831","0","12831"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","2435","0","2435","0","8435"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","6080","0","6080","0","6080"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","37","4487106","37","4487106","33","3909005"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","17000","0","17000","0","17000"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Supplies & Materials","2","Mid-level Administration","Program Supplies","0","9000","0","9000","0","9000"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Supplies & Materials","2","Mid-level Administration","Instructional Materials","0","4071","0","4071","0","4071"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Contractual Services","2","Mid-level Administration","Consultants","0","2668","0","2668","0","2668"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","2","210957","2","210957","2","208095"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Supplies & Materials","2","Mid-level Administration","Program Supplies","0","15558","0","15558","0","15558"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","13121","0","13121","0","13121"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Summer Employment -Teaching","0","51222","0","51222","0","51222"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","6000","0","6000","0","6000"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","42454","0","42454","0","42454"
"2017","02-Office of School Support and Improvement","Alternative Programs","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","50.75","3592344","50.75","3592344","50.75","3543275"
"2017","02-Office of School Support and Improvement","Dept. of Instructional Leadership","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","69","0","69","0","0"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","225640","0","225640","0","225640"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends ","0","22666","0","22666","0","22666"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","12.2","1101332","12.2","1101332","12.2","1092462"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Other Salaries & Wages","3","Instructional Salaries","Professional Part-time","0","7105","0","7105","0","7105"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","46757","0","46757","0","46757"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Salaries & Wages","3","Instructional Salaries","Non-training Stipends","0","15384","0","15384","0","15384"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Other Salaries & Wages","3","Instructional Salaries","Substitute Teachers","0","58019","0","58019","0","58088"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Other Salaries & Wages","3","Instructional Salaries","Staff Development Stipends ","0","30800","0","30800","0","30800"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Position Salaries & Wages","3","Instructional Salaries","Position Salaries & Wages","7","760214","7","760214","7","752270"
"2017","02-Office of School Support and Improvement","Alternative Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Textbooks","0","6697","0","6697","0","6697"
"2017","02-Office of School Support and Improvement","Alternative Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Media Center Materials","0","5000","0","5000","0","5000"
"2017","02-Office of School Support and Improvement","Alternative Programs","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","42844","0","42844","0","42844"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","20093","0","20093","0","22093"
"2017","02-Office of School Support and Improvement","Leadership Development Unit","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","0","0","0","0","31132"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","750","0","750","0","750"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Supplies & Materials","4","Textbooks And Instructional Supplies","Instructional Materials","0","1326","0","1326","0","1326"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Supplies & Materials","4","Textbooks And Instructional Supplies","Program Supplies","0","41132","0","41132","0","8000"
"2017","02-Office of School Support and Improvement","Alternative Programs","Contractual Services","5","Other Instructional Costs","Contractual Services","0","44250","0","44250","0","44250"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","2500","0","2350","0","2350"
"2017","02-Office of School Support and Improvement","Dept. of Instructional Leadership","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","1000","0","940","0","940"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Contractual Services","5","Other Instructional Costs","Consultants","0","2000","0","2000","0","2000"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Contractual Services","5","Other Instructional Costs","Contractual Services","0","5000","0","5000","0","5000"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","3000","0","3000","0","3000"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","15519","0","14588","0","11588"
"2017","02-Office of School Support and Improvement","Equity Initiatives Unit","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","3000","0","3000","0","2000"
"2017","02-Office of School Support and Improvement","Leadership Development Unit","Contractual Services","5","Other Instructional Costs","Building Rental","0","0","0","0","0","49415"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Contractual Services","5","Other Instructional Costs","Contractual Services","0","126887","0","126887","0","126887"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Contractual Services","5","Other Instructional Costs","Consultants","0","5000","0","5000","0","5000"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Contractual Services","5","Other Instructional Costs","Building Rental","0","49415","0","49415","0","0"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Contractual Services","5","Other Instructional Costs","Contractual Services","0","-1015","0","-1015","0","-1015"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","1995","0","1875","0","1875"
"2017","02-Office of School Support and Improvement","Office of Dpty. Supt. of School Supp. & Improv.","Other Expenses","5","Other Instructional Costs","Dues, Registrations, Fees","0","0","0","0","0","1000"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Other Expenses","5","Other Instructional Costs","Non-local Travel","0","1500","0","1500","0","1500"
"2017","02-Office of School Support and Improvement","Teacher Leadership Unit","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","18827","0","17697","0","17697"
"2017","02-Office of School Support and Improvement","Alternative Programs","Position Salaries & Wages","6","Special Education","Position Salaries & Wages","2","195062","2","195062","2","192448"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Expenses","7","Student Personnel Services","Local Travel Mileage","0","2750","0","2585","0","2585"
"2017","02-Office of School Support and Improvement","Alternative Programs","Position Salaries & Wages","7","Student Personnel Services","Position Salaries & Wages","2","244837","2","244837","2","241244"
"2017","02-Office of School Support and Improvement","Alternative Programs","Other Expenses","9","Student Transportation","Field Trips","0","3000","0","3000","0","3000"
"2017","02-Office of School Support and Improvement","Neglected and Delinquent Youth Program - Grant","Other Expenses","12","Fixed Charges","FICA (Soc Security & Medicare)","0","569","0","569","0","569"
"2017","03-Office of Chief Academic Officer","Office of the Chief Academic Officer","Contractual Services","1","Administration","Contractual Services","0","5892","0","5892","0","5892"
"2017","03-Office of Chief Academic Officer","Office of the Chief Academic Officer","Position Salaries & Wages","1","Administration","Position Salaries & Wages","5","612379","5","612379","5","607274"
"2017","03-Office of Chief Academic Officer","Office of the Chief Academic Officer","Supplies & Materials","1","Administration","Office Supplies","0","20329","0","20329","0","20329"
"2017","03-Office of Chief Academic Officer","Office of the Chief Academic Officer","Contractual Services","5","Other Instructional Costs","Contractual Services","0","625000","0","625000","0","250000"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Secondary Cur & Districtwide Prgms","Position Salaries & Wages","1","Administration","Position Salaries & Wages","1","63275","1","63275","1","62396"
"2017","04-Office of Curriculum and Instructional Programs","Head Start Program - Grant","Contractual Services","1","Administration","Audit - Grant Programs","0","3778","0","3778","0","3778"
"2017","04-Office of Curriculum and Instructional Programs","Judith B. Hoyer Gaithersburg Center","Contractual Services","1","Administration","Contractual Services","0","7490","0","7490","0","7490"
"2017","04-Office of Curriculum and Instructional Programs","Judith B. Hoyer Gaithersburg Center","Other Expenses","1","Administration","Indirect Costs","0","6313","0","6313","0","6313"
"2017","04-Office of Curriculum and Instructional Programs","Judith B. Hoyer Silver Spring Center","Contractual Services","1","Administration","Contractual Services","0","7490","0","7490","0","7490"
"2017","04-Office of Curriculum and Instructional Programs","Judith B. Hoyer Silver Spring Center","Other Expenses","1","Administration","Indirect Costs","0","6313","0","6313","0","6313"
"2017","04-Office of Curriculum and Instructional Programs","Limited English Proficiency (ESOL) - Grant","Contractual Services","1","Administration","Audit - Grant Programs","0","1042","0","1042","0","1042"
"2017","04-Office of Curriculum and Instructional Programs","National Institutes of Health Program - Grant","Other Expenses","1","Administration","Indirect Costs","0","18199","0","18199","0","18199"
"2017","04-Office of Curriculum and Instructional Programs","Office of Curriculum & Instructional Programs","Contractual Services","1","Administration","Contractual Services","0","900","0","900","0","900"
"2017","04-Office of Curriculum and Instructional Programs","Office of Curriculum & Instructional Programs","Other Expenses","1","Administration","Local Travel Mileage","0","1945","0","1829","0","1829"
"2017","04-Office of Curriculum and Instructional Programs","Office of Curriculum & Instructional Programs","Position Salaries & Wages","1","Administration","Position Salaries & Wages","3","383535","3","383535","3","380932"
"2017","04-Office of Curriculum and Instructional Programs","Office of Curriculum & Instructional Programs","Supplies & Materials","1","Administration","Office Supplies","0","2596","0","2596","0","2596"
"2017","04-Office of Curriculum and Instructional Programs","Title I Programs - Grant","Contractual Services","1","Administration","Audit - Grant Programs","0","17082","0","17082","0","17082"
"2017","04-Office of Curriculum and Instructional Programs","Career and Post Secondary Partnerships","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","1.2","77170","1.2","77170","1.2","76109"
"2017","04-Office of Curriculum and Instructional Programs","Career and Post Secondary Partnerships","Supplies & Materials","2","Mid-level Administration","Program Supplies","0","2000","0","2000","0","2000"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Career Readiness & Innovative Programs","Contractual Services","2","Mid-level Administration","Contractual Services","0","146250","0","146250","0","146250"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Career Readiness & Innovative Programs","Other Expenses","2","Mid-level Administration","Other Program Costs","0","4000","0","4000","0","4000"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Career Readiness & Innovative Programs","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","1231","0","1157","0","1157"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Career Readiness & Innovative Programs","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","11.3","1326327","11.3","1326327","10.8","1278925"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Career Readiness & Innovative Programs","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","3851","0","3851","0","3851"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Elementary Cur & Districtwide Prgms","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","1071","0","1007","0","1007"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Elementary Cur & Districtwide Prgms","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","3","326159","3","326159","3","322168"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Elementary Cur & Districtwide Prgms","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","8424","0","8424","0","8424"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Secondary Cur & Districtwide Prgms","Contractual Services","2","Mid-level Administration","Contractual Services","0","20000","0","20000","0","20000"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Secondary Cur & Districtwide Prgms","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","21050","0","19787","0","19787"
"2017","04-Office of Curriculum and Instructional Programs","Division of ESOL & Bilingual Programs","Other Expenses","5","Other Instructional Costs","Local Travel Mileage","0","33741","0","31717","0","24717"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Secondary Cur & Districtwide Prgms","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","2344","0","2344","0","2344"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Secondary Cur & Districtwide Prgms","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","47.5","5272647","47.5","5272647","46","5034264"
"2017","04-Office of Curriculum and Instructional Programs","Dept of Secondary Cur & Districtwide Prgms","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","23612","0","23612","0","23612"
"2017","04-Office of Curriculum and Instructional Programs","Div of Title 1 & Early Childhood Prgms/Svcs","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","2967","0","2789","0","2789"
"2017","04-Office of Curriculum and Instructional Programs","Div of Title 1 & Early Childhood Prgms/Svcs","Other Expenses","2","Mid-level Administration","Dues, Registrations, Fees","0","100","0","100","0","100"
"2017","04-Office of Curriculum and Instructional Programs","Div of Title 1 & Early Childhood Prgms/Svcs","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","1316","0","1316","0","1316"
"2017","04-Office of Curriculum and Instructional Programs","Div of Title 1 & Early Childhood Prgms/Svcs","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","10.5","1022754","10.5","1022754","10.5","1008828"
"2017","04-Office of Curriculum and Instructional Programs","Div of Title 1 & Early Childhood Prgms/Svcs","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","2000","0","2000","0","2000"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Contractual Services","2","Mid-level Administration","Lease/Maint Duplicating Equip","0","295","0","295","0","295"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","3910","0","3675","0","3675"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","26279","0","26279","0","26279"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Other Salaries & Wages","2","Mid-level Administration","Support Services Part-time","0","101","0","101","0","101"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","8","823131","8","823131","8","812471"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","4666","0","4666","0","4666"
"2017","04-Office of Curriculum and Instructional Programs","Div. of Consortia Choice & Application Prog. Svcs.","Supplies & Materials","2","Mid-level Administration","Other Program Supplies","0","526","0","526","0","526"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Contractual Services","2","Mid-level Administration","Contractual Services","0","91337","0","91337","0","91337"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","5409","0","5084","0","5084"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Other Expenses","2","Mid-level Administration","Dues, Registrations, Fees","0","300","0","300","0","300"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","6120","0","6120","0","6120"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","10.25","1173164","10.25","1173164","10.25","1159892"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","15693","0","15693","0","15693"
"2017","04-Office of Curriculum and Instructional Programs","Division of Accelerated and Enriched Instruction","Supplies & Materials","2","Mid-level Administration","Program Supplies","0","4648","0","4648","0","4648"
"2017","04-Office of Curriculum and Instructional Programs","Division of ESOL & Bilingual Programs","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","10404","0","10404","0","10404"
"2017","04-Office of Curriculum and Instructional Programs","Division of ESOL & Bilingual Programs","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","3.4","299404","3.4","299404","3.4","295837"
"2017","04-Office of Curriculum and Instructional Programs","Division of ESOL & Bilingual Programs","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","300","0","300","0","300"
"2017","04-Office of Curriculum and Instructional Programs","Elementary Integrated Curriculum Team","Other Expenses","2","Mid-level Administration","Local Travel Mileage","0","1000","0","940","0","940"
"2017","04-Office of Curriculum and Instructional Programs","Elementary Integrated Curriculum Team","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","16.5","1643154","16.5","1643154","18.5","1827200"
"2017","04-Office of Curriculum and Instructional Programs","Elementary Integrated Curriculum Team","Supplies & Materials","2","Mid-level Administration","Office Supplies","0","5800","0","5800","0","5800"
"2017","04-Office of Curriculum and Instructional Programs","Evaluation & Instructional Materials Unit","Other Salaries & Wages","2","Mid-level Administration","Professional Part-time","0","616","0","616","0","616"
"2017","04-Office of Curriculum and Instructional Programs","Evaluation & Instructional Materials Unit","Other Salaries & Wages","2","Mid-level Administration","Summer Employment-Non-Teaching","0","1539","0","1539","0","1539"
"2017","04-Office of Curriculum and Instructional Programs","Evaluation & Instructional Materials Unit","Position Salaries & Wages","2","Mid-level Administration","Position Salaries & Wages","4","314997","4","314997","4","311334"
