"applicationtype","permitno","worktype","usecode","addeddate","issueddate","finaleddate","status","description","stno","predir","stname","suffix","postdir","city","state","zip","descoflocation","allegheny","bge","comcast","pepco","bus_shelter","verizon","wgl","wssc","location"
"PUBLIC RIGHT OF WAY","387023","REMOVE AND REPLACE","SINGLE FAMILY DWELLING","2022-04-08T11:04:40.000","2022-04-19T12:04:14.000","2022-06-17T01:06:24.000","Finaled","Residential DrivewayRemove and replace the driveway apron and culvert pipe per&nbsp;MC-301.03&nbsp;County Design Standards.&nbsp; All work in the ROW shall be performed as directed by DPS ROW inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp;&nbsp;","5604",,"GRANBY","RD",,"ROCKVILLE","MD","20855",,,,,,,,,,"5604 GRANBY RD
ROCKVILLE, MD 20855
(39.164745, -77.11441)"
"PUBLIC RIGHT OF WAY","288854","INSTALL","PUBLIC UTILITY","2013-02-22T01:02:42.000","2013-03-11T10:03:25.000","2013-10-30T10:10:13.000","Finaled","MUST CHECK MCDOT PAVING PROJECTS SCHEDULE AND HAVE PRECONSTRUCTION MEETING WITH DPS ROW INSPECTOR PRIOR TO BEGINNING OF CONSTRUCTION.Construct&nbsp;sewer&nbsp;connections in accordance with WSSC plans and specifications. Work shall comply with Montgomery County Specifications for Utility Construction Permit the direction of the DPS Inspector and ADA &amp; ABA Accessibility Guidelines.&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County<SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 11pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: E",,,,,,,,,"Little Seneca Parkway/Clarksburg Village",,,,,,,,"DA5404 B 12",
"PUBLIC RIGHT OF WAY","369493","CONSTRUCT","DRIVEWAY","2019-06-10T01:06:02.000","2019-06-24T08:06:47.000","2019-09-13T01:09:27.000","Completed","Residential Driveway Widen existing driveway apron per&nbsp;MC-301.03&nbsp;County Design Standards.&nbsp; All work in the ROW shall be performed as directed by DPS ROW inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp;&nbsp; All lane and sidewalk closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the inspector. Roadside Tree Plan7"" pear tree located in the right of way will be too close to the new wider driveway.&nbsp; Tree and stump are to be removed.&nbsp; One 1"" caliper approved minor species must be planted back into the ROW and be at least 10' from the driveway.* 7"" pear tree cannot be removed until the Roadside Tree Project Permit from Maryland Dept. of Natural Resources has been issued.","14832",,"BAUER","DR",,"ROCKVILLE","MD","20853",,,,,,,,,,"14832 BAUER DR
ROCKVILLE, MD 20853
(39.099791, -77.109218)"
"PUBLIC RIGHT OF WAY","232379","INSTALL","PUBLIC UTILITY","2004-11-01T11:11:36.000","2004-11-03T10:11:00.000","2007-03-07T12:03:42.000","Finaled","* Pre-Construction Meeting Required * Contact MC.DPS Inspector Robert Bucklin @ 301-370-3683  * Install new 3/4-inch gas service. Complete repair & restoration of the right of way shall be made, ""in-kind"", of any and all damages done to the existing improvements in the public right-of-way caused by construction operations on this site. * Notify MC.DPS Inspector When Work Is Complete * Utility Representative:  Charlie Holmon @ 202-624-6054 * WGL #70517 *","11765",,"GAINSBOROUGH","RD",,"POTOMAC","MD","20854",,,,,,,,,,"11765 GAINSBOROUGH RD
POTOMAC, MD 20854
(39.04895, -77.156394)"
"PUBLIC RIGHT OF WAY","369498","INSTALL","TELCOM","2019-06-10T04:06:41.000","2019-08-14T08:08:52.000","2022-02-25T02:02:30.000","Finaled","Place&nbsp;2,919 LF&nbsp;overhead cable&nbsp;and perform maintenance in accordance with Comcast&nbsp;plan. Restoration shall be made ""in-kind"" of any damages done to existing improvements and haul routes in the public right-of-way caused by accessing to PUE.&nbsp; Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp; All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.",,,,,,,,,"Heathfield Rd, Heathfield Ct, Oakvale St, Blackpool Rd, Canterbury La, London La, London Ter, Southend Rd",,,"RN413-OH-3",,,,,,
"PUBLIC RIGHT OF WAY","367798","INSTALL","PUBLIC UTILITY","2019-03-18T08:03:41.000","2019-03-29T09:03:19.000",,"Issued","Permittee must contact&nbsp;James Schools-Bey&nbsp;of MCDOT at 240-372-1770 immediately to coordinate work schedule. Paving is scheduled to begin in April 2020 as of 3/17/2020.&nbsp;&nbsp; No pavement cut and excavation is permitted.&nbsp; Line sewer&nbsp;pipe&nbsp;in accordance with WSSC permit, plans and specifications. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site. (Revised 3/17/2020)","905",,"FAIRLAND","RD",,"SILVER SPRING","MD","20904",,,,,,,,,"PM6000A11","905 FAIRLAND RD
SILVER SPRING, MD 20904
(39.076726, -76.992458)"
"PUBLIC RIGHT OF WAY","369520","INSTALL","PUBLIC UTILITY","2019-06-11T02:06:52.000","2019-06-12T01:06:50.000","2020-03-09T03:03:59.000","Finaled","Install gas service in accordance with Washington Gas Plan No. 882915. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.&nbsp;&nbsp;","4537",,"FAIRFIELD","DR",,"BETHESDA","MD","20814",,,,,,,,"882915",,"4537 FAIRFIELD DR
BETHESDA, MD 20814
(38.995961, -77.091512)"
"PUBLIC RIGHT OF WAY","221126","INSTALL","PUBLIC UTILITY","2003-04-11T02:04:07.000","2003-05-09T07:05:00.000","2004-08-13T02:08:05.000","Completed",">>> PRE-CONSTRUCTION MEETING REQUIRED >> PRE-CONSTRUCTION MEETING REQUIRED > PRE-CONSTRUCTION MEETING REQUIRED  PRE-CONSTRUCTION MEETING REQUIRED <<<
CONTACT MC.DPS INSPECTOR CHARLES LAWSON @ 301-370-3687.
Install cable TV service drop from pole, by bore under Randolph Road and onto the property at 3706 Randolph Road. Work will be in the PUE except for the road bore which will be in the County right of way. COMCAST #041103.
UTILITY REPRESENTATIVE: MARK WARREN @ 301-309-5078","3706",,"RANDOLPH","RD",,"SILVER SPRING","MD","20902",,,,,,,,,,"3706 RANDOLPH RD
SILVER SPRING, MD 20902
(39.05724, -77.074633)"
"PUBLIC RIGHT OF WAY","225093","RESTORE AND / OR REPAIR","PUBLIC RIGHT-OF-WAY FOR POOL","2003-10-30T10:10:42.000","2004-10-18T11:10:00.000","2006-03-28T02:03:23.000","Completed","Complete repair and restoration of the right of way shall be made, ""in-kind"", of any and all damages done to the existing improvements in the public right-of-way caused by construction operations on this site.","6400",,"PYLE","RD",,"BETHESDA","MD","20817",,,,,,,,,,"6400 PYLE RD
BETHESDA, MD 20817
(38.973825, -77.13476)"
"PUBLIC RIGHT OF WAY","232385","PLACE","DUMPSTER","2004-11-01T12:11:04.000","2004-11-01T12:11:00.000","2004-11-26T09:11:11.000","Completed","Dumpster:
Temporarily place a dumpster within the public right of way.   The permittee agrees to hold Montgomery County harmless from any liability associated with the placement of dumpsters in the public right of way.  Dumpster locations, barricades and/or lights are to be placed as directed by the DPS Inspector.","13106",,"HALLET","CT",,"ROCKVILLE","MD","20853",,,,,,,,,,"13106 HALLET CT
ROCKVILLE, MD 20853
(39.072287, -77.088225)"
"PUBLIC RIGHT OF WAY","340874","INSTALL","PUBLIC UTILITY","2015-07-15T08:07:14.000","2015-07-24T09:07:13.000","2019-06-11T10:06:19.000","Finaled","Replace&nbsp;gas service in accordance with WASHINGTON GAS PLAN NO. 468915. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Permittee must check and coordinate with MCDOT paving project schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.","5822",,"OSCEOLA","RD",,"BETHESDA","MD","20816",,,,,,,,,,"5822 OSCEOLA RD
BETHESDA, MD 20816
(38.964135, -77.118494)"
"PUBLIC RIGHT OF WAY","341229","INSTALL","PUBLIC UTILITY","2015-07-20T08:07:18.000","2015-08-06T03:08:46.000","2019-06-11T09:06:56.000","Finaled","**RELIABILITY**Replace 23 poles, primary wire with 477 ACSR Tree Wire, secondary wire with 4/0 ACSR, fused cutouts, transformers and associated equipment to Improve Reliability on Feeder #14886&nbsp;&nbsp;in accordance with PEPCO PLAN NO. 3482535. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.

&nbsp;",,,,,,,,,"Bethesda, Md - Park Lane, Battery Lane, Goddard Road, Maple Ridge Road, Cluster Road, Marion Lane & York Lane, Overhill Lane, Hampden Lane, Midwood Road, Westover Road, Lamberth Road",,,,"3482535",,,,,
"PUBLIC RIGHT OF WAY","341248","INSTALL","PUBLIC UTILITY","2015-07-20T10:07:06.000","2015-08-06T10:08:06.000","2019-06-11T09:06:51.000","Finaled","**RELIABILITY**Replace 18 poles, primary wire with 477 ACSR tree Wire, neutral with 4/0 ACSR bare, gang switches, fused cutouts, transformers, anchors, downguys and associated equipment to Improve Reliability on Feeder #14866&nbsp;in accordance with PEPCO PLAN NO. 3482553. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.

&nbsp;",,,,,,,,,"Bethesda, Md - York Lane, Battery Lane, Goddard Road, Aberdeen Road & Place Garfield Street, Hampden Lane, Lincoln Street",,,,"3482553",,,,,
"PUBLIC RIGHT OF WAY","341389","INSTALL","PUBLIC UTILITY","2015-07-21T10:07:31.000","2015-07-29T02:07:20.000","2019-06-11T09:06:10.000","Finaled","Abandon and install gas service in accordance with WASHINGTON GAS PLAN NO. 560575. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Permittee must check and coordinate with MCDOT paving project schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.","7400",,"RADNOR","RD",,"BETHESDA","MD","20817",,,,,,,,"560575",,"7400 RADNOR RD
BETHESDA, MD 20817
(38.982999, -77.11683)"
"PUBLIC RIGHT OF WAY","346154","INSTALL","PUBLIC UTILITY","2015-09-21T09:09:19.000","2015-09-30T10:09:27.000","2019-06-11T12:06:40.000","Finaled","Replace&nbsp;gas service in accordance with WASHINGTON GAS PLAN NO. 513073. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Permittee must check and coordinate with MCDOT paving project schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.","12213",,"BOND","ST",,"SILVER SPRING","MD","20902",,,,,,,,"513073",,"12213 BOND ST
SILVER SPRING, MD 20902
(39.056274, -77.063854)"
"PUBLIC RIGHT OF WAY","231045","ALTER","DRIVEWAY","2004-08-10T10:08:58.000","2004-08-10T10:08:00.000","2004-11-23T07:11:35.000","Completed","Widen existing driveway.301.01	
Construct the following type driveway in accordance with Montgomery County Standards and Specifications and the direction of the DPS Inspector.  All future maintenance of this apron will be the responsibility of the property owner.

MCDOT Standard: MC  301.01.","18805",,"ROLLING ACRES","WAY",,"OLNEY","MD","20832",,,,,,,,,,"18805 ROLLING ACRES WAY
OLNEY, MD 20832
(39.164951, -77.072418)"
"PUBLIC RIGHT OF WAY","232408","CONSTRUCT","DRIVEWAY","2004-11-01T02:11:04.000","2004-11-03T09:11:00.000","2005-05-11T02:05:47.000","Completed","DW Permit:	
Construct the following type driveway in accordance with Montgomery County Standards and Specifications and the direction of the DPS Inspector.  All future maintenance of this apron will be the responsibility of the property owner.

	MCDOT Standard: MC  301.03","9703",,"WATTS BRANCH","DR",,"ROCKVILLE","MD","20850",,,,,,,,,,"9703 WATTS BRANCH DR
ROCKVILLE, MD 20850
(39.06713, -77.199832)"
"PUBLIC RIGHT OF WAY","361703","INSTALL","PUBLIC UTILITY","2018-01-19T11:01:09.000","2018-01-25T01:01:52.000","2019-06-11T12:06:11.000","Finaled","Replace&nbsp;gas service in accordance with WASHINGTON GAS PLAN NO. 758531.&nbsp; Work shall comply with the current Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector. &nbsp;Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.

&nbsp;

&nbsp;","12200",,"BOND","ST",,"SILVER SPRING","MD","20902",,,,,,,,"758531",,"12200 BOND ST
SILVER SPRING, MD 20902
(39.055552, -77.063066)"
"PUBLIC RIGHT OF WAY","362351","INSTALL","PUBLIC UTILITY","2018-02-27T09:02:22.000","2018-03-02T10:03:32.000","2019-06-11T12:06:43.000","Finaled","REPLACE THE SERVICE AT THE STATED ADDRESS (PERMIT APPL 768050)Install gas service in accordance with WASHINGTON GAS PLAN NO.768050. Work shall comply with Montgomery County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A mill and overlay shall be required should the patch not meet the specifications as set forth by the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector.&nbsp; All lane closures/traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control Standards and directions of the DPS ROW Inspector.&nbsp; Must check MCDOT Paving Project Schedule and have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.NOTE:Under the pavement cut moratorium until 09/29/18.&nbsp; A full width 2� mill and overlay&nbsp;is required&nbsp;per the current County Specifications for Utility Construction Permit and as directed by the DPS ROW inspector. &nbsp;","2819",,"KINGSWELL","DR",,"SILVER SPRING","MD","20902",,,,,,,,"768050",,"2819 KINGSWELL DR
SILVER SPRING, MD 20902
(39.054705, -77.058663)"
"PUBLIC RIGHT OF WAY","365785","INSTALL","PUBLIC UTILITY","2018-10-24T11:10:00.000","2018-11-01T01:11:11.000","2019-06-11T10:06:51.000","Finaled","Install water&nbsp;house connection in accordance with WSSC permit, plans and specifications. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.","5105",,"WORTHINGTON","DR",,"BETHESDA","MD","20816",,,,,,,,,"P#1222142","5105 WORTHINGTON DR
BETHESDA, MD 20816
(38.952568, -77.10127)"
"PUBLIC RIGHT OF WAY","367580","CONSTRUCT","SIDEWALK","2019-03-05T09:03:54.000",,,"Open","MUST HAVE PRE-CONSTRUCTION MEETING WITH DPS ROW INSPECTOR PRIOR TO CONSTRUCTION.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; All Traffic Controls shall comply with the MCDOT Standard&nbsp;Traffic Control measures and at the directions of the MCDPS Right-of-Way Inspector.&nbsp; Proper precautions must be taken to keep the roadways free of mud, debris or other obstructions.&nbsp; Remove existing&nbsp;driveway per approved plan.&nbsp;Install Water and Sewer house connections as per approved WSSC Plan and shall be inspected by WSSC Inspector.&nbsp;&nbsp;&nbsp;Prior to placement of any&nbsp;pavement ALL utility crossings must be certified as being in place.&nbsp; Construct&nbsp;2 driveway entrances,&nbsp;and mill &amp; overlay street paving as per approved MC Standards and Specifications and approved plans.&nbsp; Complete repair (restoration of right of way) shall be made of any and all damages done to the existing improvements in the public right of way caused by construction operations on this site.&nbsp; Restoration work shall be completed as directed by the DPS Inspector.&nbsp; Plant street trees in accordance with Montgomery County Code, Sec.49-35(j) &amp; (I).&nbsp; All Work shall be complete as directed by the DPS ROW Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; Roadside Tree Plan&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Plant street trees and provide tree protection per the approved ROW plan.&nbsp; Street trees must be planted between the months of October and April.&nbsp; Follow the limits of disturbance as approved.&nbsp;&nbsp; See plan for details.","9000",,"MARSEILLE","DR",,"POTOMAC","MD","20854",,,,,,,,,,"9000 MARSEILLE DR
POTOMAC, MD 20854
(39.041239, -77.183156)"
"PUBLIC RIGHT OF WAY","370964","INSTALL","PUBLIC UTILITY","2019-08-27T02:08:52.000","2019-09-03T11:09:13.000","2020-03-19T11:03:11.000","Finaled","Replace poles and transformer; install cable and associated equipment in accordance with PEPCO PLAN NO. 16053432. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp; All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.","5900",,"BEECH","AVE",,"BETHESDA","MD","20817","5900 Beech Bethesda MD",,,,"16053432",,,,,"5900 BEECH AVE
BETHESDA, MD 20817
(39.007153, -77.118583)"
"PUBLIC RIGHT OF WAY","367712","INSTALL","PUBLIC UTILITY","2019-03-12T12:03:22.000","2019-03-18T09:03:46.000","2021-05-13T12:05:42.000","Finaled","Under pavement cut moratorium until 10/6/2019.&nbsp; A full width 2-inch-depth mill and overlay&nbsp;is required&nbsp;per the current County Specifications for Utility Construction Permit and as directed by DPS ROW inspector.&nbsp; Actual length of M&amp;O shall be determined by the inspector on site.&nbsp; Install gas service in accordance with Washington Gas Plan No. 875510. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp;&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.&nbsp;&nbsp;","5114",,"EDGEMOOR","LN",,"BETHESDA","MD","20814",,,,,,,,,,"5114 EDGEMOOR LN
BETHESDA, MD 20814
(38.984567, -77.103077)"
"PUBLIC RIGHT OF WAY","383288","RESTORE AND / OR REPAIR","DRIVEWAY","2021-08-30T10:08:00.000",,,"Open","A PERMIT IS NOT REQUIRED, SINCE THE PROPERTY IS BEING ACCESSED PRIMROSE STREET, WHICH IS WITHIN THE JURISDICTION OF CHEVY CHASE VILLAGE  TEMPORARY CURB CUT AND DRIVEWAY FOR CONSTRUCTION PURPOSES,Customer Wants To Use ePlans.","111",,"PRIMROSE","ST",,"CHEVY CHASE","MD","20815",,,,,,,,,,"111 PRIMROSE ST
CHEVY CHASE, MD 20815
(38.974778, -77.071776)"
"PUBLIC RIGHT OF WAY","369344","RESTORE AND / OR REPAIR","DRIVEWAY","2019-06-04T09:06:37.000","2019-07-19T02:07:18.000","2019-07-24T10:07:21.000","Completed","Residential DrivewayConstruct MC-301.05 type driveway in accordance with the County Design Standards.&nbsp; All works in the ROW shall be performed as directed by DPS ROW inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp;&nbsp; All lane and sidewalk closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the inspector. (Maryland DNR permit is required prior to remove/impact street trees.&nbsp; Complete tree protection and replanting per MC DPS approved Tree Protection Plan.)","13500",,"WAGON","WAY",,"SILVER SPRING","MD","20906",,,,,,,,,,"13500 WAGON WAY
SILVER SPRING, MD 20906
(39.077854, -77.042152)"
"PUBLIC RIGHT OF WAY","369342","INSTALL","PUBLIC UTILITY","2019-06-04T09:06:06.000","2019-06-11T09:06:20.000","2020-07-20T09:07:34.000","Finaled","Install water&nbsp;house connection in accordance with WSSC permit, plans and specifications. Work shall comply with the current County Specifications for Utility Construction Permit, the direction of the DPS Inspector and in accordance with the Public Right-of-Way Accessibility Guidelines (PROWAG).&nbsp; A full width mill and overlay shall be required should the patch not meet the specifications as set forth by the County Specifications and as directed by the DPS ROW inspector.&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction. All lane closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of construction work.&nbsp; Permittee must check and coordinate with other permitted construction on site.","7608",,"MARBURY","RD",,"BETHESDA","MD","20817",,,,,,,,,"P#1259482","7608 MARBURY RD
BETHESDA, MD 20817
(38.98737, -77.122213)"
"PUBLIC RIGHT OF WAY","218119","CONSTRUCT","DRIVEWAY","2002-07-24T12:07:52.000",,,"Open",,"14506",,"GOLDEN EAGLE","CT",,"BURTONSVILLE","MD","20866",,,,,,,,,,"14506 GOLDEN EAGLE CT
BURTONSVILLE, MD 20866
(39.094207, -76.932917)"
"PUBLIC RIGHT OF WAY","221127","INSTALL","PUBLIC UTILITY","2003-04-11T02:04:02.000","2003-04-22T10:04:00.000","2003-05-14T02:05:00.000","Completed","Install cable TV service drop from pole, by bore under Homeplace Lane and onto the property at 11008 Homeplace Lane. Work will be in the PUE except for the road crossing which will be in the County right of way. >>>PRE-CONSTRUCTION MEETING REQUIRED>>PRE-CONSTRUCTION MEETING REQUIRED>PRE-CONSTRUCTION MEETING REQUIREDPRE-CONSTRUCTION MEETING REQUIRED<<<PLEASE CONTACT MCDPS INSPECTOR RALPH WOLFE @ 301-370-3692 BEFORE AND AFTER CONSTRUCTION.","11008",,"HOMEPLACE","LN",,"POTOMAC","MD","20854",,,,,,,,,,"11008 HOMEPLACE LN
POTOMAC, MD 20854
(39.05151, -77.227162)"
"PUBLIC RIGHT OF WAY","236655","CONSTRUCT","DRIVEWAY","2005-05-17T08:05:16.000",,,"Open","OK to release under paving permit #229623","17626",,"AUBURN VILLAGE","DR",,"SANDY SPRING","MD","20860",,,,,,,,,,"17626 AUBURN VILLAGE DR
SANDY SPRING, MD 20860
(39.146779, -77.02183)"
"PUBLIC RIGHT OF WAY","378474","DRILL","SOIL BORING","2020-12-04T01:12:03.000","2020-12-15T11:12:57.000",,"Issued","Drill soil boring, pavement coring and excavate test pits&nbsp; Permittee must have preconstruction meeting with DPS ROW inspector prior to beginning of work on site.&nbsp; Site conditions must meet the Public Right-of-Way Accessibility Guidelines (PROWAG). All works in the ROW shall be performed per the current Montgomery County Specifications for Utility Construction Permit and as directed by DPS ROW inspector.&nbsp;&nbsp; Restoration of the right of way shall be made ""in-kind"" of any damages done to the existing improvements in the public right-of-way including haul route caused by construction.&nbsp; All lane and sidewalk closures and traffic controls shall comply with the MCDOT approved Traffic Control Plans, Work Zone Temporary Traffic Control (WZTTC) standards and directions of the DPS ROW Inspector.&nbsp; BEFORE YOU DIG, MUST CALL MISS UTILITY AT 811 OR 1-800-257-7777.",,,,,,,,,"Chestnut St, Rosedale Ave, Maple Ave, Highland Ave, and W. Virginia Ave in Bethesda, Maryland",,,,,,,,"BR6943A20 - WSSC",
