"the_geom","objectid","name","address","city","zip","district","dist_no","type","phone","website","prs_id","grade","x_coord","y_coord"
"POINT (-122.30039645766 47.101411971933)","251","Stahl Junior High School","9610 168TH ST E","PUYALLUP","98375","PUYALLUP","003","JRHIGH","(253) 840-8881","https://sjh.puyallup.k12.wa.us/",,"7-9","1192078.8065","649888.4363"
"POINT (-122.257742953776 47.088236435173)","119","Glacier View Junior High","12807 184TH ST E","PUYALLUP","98374","PUYALLUP","003","JRHIGH","(253) 840-8922","https://gvjh.puyallup.k12.wa.us/",,"7-9","1202591.5985","644844.6444"
"POINT (-122.414675266531 47.084365977058)","37","Cedarcrest Middle School","19120 13TH AVE CT E","SPANAWAY","98387","BETHEL","403","MID","(253) 800-7500","https://www.bethelsd.org/cms",,"7-9","1163475.42200001","644343.3917"
"POINT (-122.46583175454 47.267424418871)","169","Lowell Elementary","810 MR DAHL DR","TACOMA","98403","TACOMA","010","ELEM","(253) 571-7200","https://lowell.tacomaschools.org/",,"K-5","1152398.9205","711403.5071"
"POINT (-122.231439543173 47.204369156614)","257","Sumner High School","1707 MAIN ST","SUMNER","98390","SUMNER","320","HIGH","(253) 891-5500","https://www.sumnersd.org/shs",,"9-12","1210071.99879999","687046.4743"
"POINT (-122.424205197499 47.094834454104)","16","Bethel Baptist Christian School","524 176TH ST E","SPANAWAY","98387","NOT APPLICABLE",,"PRIVATE","(253) 537-1749","http://www.bbcsknights.org/",,"K-6","1161195.1408","648218.10430001"
"POINT (-122.530546190405 47.219081585248)","91","Evergreen Primary School - University Place","7102 40TH ST W","UNIVERSITY PLACE","98466","UNIVERSITY PLACE","083","PRIM","(253) 566-5680","https://ep.upsd83.org/",,"K-2","1135883.1824","694183.69410001"
"POINT (-122.313157780892 47.192401339067)","7","Aylen Junior High School","101 15TH ST SW","PUYALLUP","98371","PUYALLUP","003","JRHIGH","(253) 841-8723","https://ajh.puyallup.k12.wa.us/",,"7-9","1189664.314","683138.9069"
"POINT (-122.432452632328 47.144687020479)","206","Parkland Lutheran School","120 123RD ST S","TACOMA","98444","NOT APPLICABLE",,"PRIVATE","(253) 537-5492","https://parklandlutheran.org/",,"K-12","1159586.95479999","666445.3607"
"POINT (-122.459978323003 47.244331103564)","252","Stanley Elementary School","1712 S 17TH ST","TACOMA","98405","TACOMA","010","ELEM","(253) 571-4500","https://stanley.tacomaschools.org/",,"K-5","1153642.45389999","702946.81479999"
"POINT (-122.301504050252 47.191760688676)","221","Puyallup High School","105 7TH ST SW","PUYALLUP","98371","PUYALLUP","003","OTHER","(253) 841-8711","https://phs.puyallup.k12.wa.us/",,,"1192555.59819999","682838.91760001"
"POINT (-122.464687586797 47.256432928849)","134","Hilltop Heritage Middle School","602 N SPRAGUE AVE","TACOMA","98403","TACOMA","010","MID","(253) 571-7700","https://hh.tacomaschools.org/",,"6-8","1152583.05230001","707388.59270001"
"POINT (-122.513402889591 47.280742631687)","275","Truman Middle School","5801 N 35TH ST","TACOMA","98407","TACOMA","010","MID","(253) 571-5600","https://truman.tacomaschools.org/",,"6-8","1140715.906","716557.5739"
"POINT (-122.414270142031 47.197168588195)","24","Boze Elementary School","1140 E 65TH ST","TACOMA","98404","TACOMA","010","ELEM","(253) 571-4688","https://boze.tacomaschools.org/",,"K-5","1164574.70640001","685471.1062"
"POINT (-122.355944769909 47.035526045809)","38","Centennial Elementary School","24323 MATHIAS RD E","GRAHAM","98338","BETHEL","403","ELEM","(253) 800-7700","https://www.bethelsd.org/ces",,"K-6","1177683.22130001","626185.8316"
"POINT (-122.677961577568 47.309699181236)","283","Voyager Elementary School","5615 KOPACHUCK DR NW","GIG HARBOR","98335","PENINSULA","401","ELEM","(253) 530-4800","https://vge.psd401.net/",,"K-6","1100176.1384","728200.5205"
"POINT (-122.71300020847 47.163487322536)","3","Anderson Island Elementary","13005 CAMUS RD","ANDERSON ISLAND","98303","STEILACOOM","001","ELEM","(253) 884-4901","https://www.steilacoom.k12.wa.us/Domain/13",,"K-6","1089991.0785","675134.0097"
"POINT (-122.475250414802 47.203774392391)","79","Edison Elementary School","5830 S PINE ST","TACOMA","98409","TACOMA","010","ELEM","(253) 571-1700","https://edison.tacomaschools.org/",,"K-5","1149479.9127","688253.45900001"
"POINT (-122.565798027554 47.153470690782)","271","Thomas Middle School","11509 HOLDEN RD SW","LAKEWOOD","98498","CLOVER PARK","400","MID","(253) 583-5440","https://thomas.cloverpark.k12.wa.us/",,"6-8","1126499.4074","670488.8291"
"POINT (-122.442595871184 47.179794555846)","96","Fern Hill Elementary School","8442 S PARK AVE","TACOMA","98444","TACOMA","010","ELEM","(253) 571-3888","https://fh.tacomaschools.org/",,"K-5","1157378.9672","679308.2703"
"POINT (-122.460051169282 47.211798375391)","115","Giaudrone Middle School","4902 S ALASKA ST","TACOMA","98408","TACOMA","010","MID","(253) 571-5811","https://giaudrone.tacomaschools.org/",,"6-8","1153329.5324","691084.9589"
"POINT (-122.425265987567 47.302001173298)","28","Browns Point Elementary School","1526 51ST ST NE","TACOMA","98422","TACOMA","010","ELEM","(253) 571-7600","https://bp.tacomaschools.org/",,"K-5","1162775.1556","723763.13320001"
"POINT (-122.295683677848 47.187690951622)","2","All Saints Catholic School","504 2ND ST SW","PUYALLUP","98371","NOT APPLICABLE",,"PRIVATE","(253) 845-5025","https://www.allsaintspuyallup.org/",,"K-6","1193968.5257","681321.9349"
"POINT (-122.486399352152 47.237322842872)","14","Bellarmine Preparatory School","2300 S WASHINGTON ST","TACOMA","98405","NOT APPLICABLE",,"PRIVATE","(253) 752-7701","http://www.bellarmineprep.org",,"9-12","1147017.6186","700555.5756"
"POINT (-122.47020659512 47.259172530334)","123","Grant Center for the Expressive Arts","2510 N 11TH ST","TACOMA","98406","TACOMA","010","ELEM","(253) 571-5400","https://grant.tacomaschools.org/",,,"1151237.91940001","708421.71449999"
"POINT (-122.267885650002 47.119031395565)","216","Pope Elementary School","15102 122ND AVE E","PUYALLUP","98374","PUYALLUP","003","ELEM","(253) 841-8755","https://pop.puyallup.k12.wa.us/",,"K-6","1200317.35690001","656129.9288"
"POINT (-122.288902695091 47.187126823963)","146","Kalles Junior High School","501 7TH AVE SE","PUYALLUP","98372","PUYALLUP","003","JRHIGH","(253) 841-8729","https://kjh.puyallup.k12.wa.us/",,"7-9","1195649.4778","681077.92290001"
"POINT (-122.276733291433 47.188043084868)","244","Spinning Elementary School","1306 E PIONEER","PUYALLUP","98372","PUYALLUP","003","ELEM","(253) 841-8742","https://spi.puyallup.k12.wa.us/",,"K-6","1198682.118","681343.6427"
"POINT (-122.289391640669 47.055629093687)","111","Frontier Middle School","22110 108TH AVE E","GRAHAM","98338","BETHEL","403","MID","(253) 683-8300","https://www.bethelsd.org/fms",,"7-9","1194439.998","633132.42219999"
"POINT (-122.178852531984 47.153962816222)","281","Victor Falls Elementary School","11401 188TH AVE CT E","BONNEY LAKE","98391","SUMNER","320","ELEM","(253) 891-4700","https://www.sumnersd.org/vfe",,"K-6","1222749.0724","668383.23199999"
"POINT (-122.226648617427 47.207850852354)","64","Daffodil Valley Elementary School","1509 VALLEY AVE","SUMNER","98390","SUMNER","320","ELEM","(253) 891-4600","https://www.sumnersd.org/dve",,"K-6","1211290.3766","688289.96879999"
"POINT (-122.559308828293 47.181362371787)","197","Oak Grove Elementary","8805 STEILACOOM BLVD SW","LAKEWOOD","98498","CLOVER PARK","400","ELEM","(253) 583-5415",,,"K-6","1128378.95029999","680616.1209"
"POINT (-122.42725433247 47.20539385656)","56","Concordia Christian Academy","202 E 56TH ST","TACOMA","98404","NOT APPLICABLE",,"PRIVATE","(253) 475-9513","https://www.concordiachristianacademy.org/",,"K-12","1161421.0812","688548.8565"
"POINT (-122.522503979255 47.185550912937)","71","Dower Elementary School","7817 JOHN DOWER RD W","LAKEWOOD","98499","CLOVER PARK","400","ELEM","(253) 583-5240","https://dower.cloverpark.k12.wa.us/",,"K-6","1137567.4516","681906.5317"
"POINT (-122.215347839799 47.254208035937)","156","Lakeland Hills Elementary School","1020 EVERGREEN WAY SE","AUBURN","98092","AUBURN","408","ELEM","(253) 876-7711","https://www.auburn.wednet.edu/lakelandhills",,"K-6","1214466.2088","705133.00220001"
"POINT (-122.189786454073 47.202731805615)","157","Lakeridge Middle School","5909 MYERS RD E","BONNEY LAKE","98391","SUMNER","320","MID","(253) 891-5100","https://www.sumnersd.org/lms",,"7-9","1220410.3664","686224.88789999"
"POINT (-122.391630200948 47.104470563868)","149","Katherine G Johnson Elementary School","16720 WALLER ROAD E","TACOMA","98446","TACOMA","010","ELEM","(253)-800-3000","https://www.bethelsd.org/Page/5537",,"K-6","1169390.62199999","651535.3672"
"POINT (-122.437984291938 47.107135241314)","241","Spanaway Elementary School","412 165TH ST S","SPANAWAY","98387","BETHEL","403","ELEM","(253) 800-5300","https://www.bethelsd.org/ses",,"PRE-6","1157874.37639999","652787.147"
"POINT (-122.602954728736 47.332945241746)","270","The Academies at Henderson Bay","8402 SKANSIE AVE NW","GIG HARBOR","98332","PENINSULA","401","HIGH","(253) 530-1700","https://hbh.psd401.net/",,"9-12","1119003.0378","736171.6769"
"POINT (-122.771012503593 47.344339251)","280","Vaughn Elementary School","17521 HALL RD NW","VAUGHN","98394","PENINSULA","401","ELEM","(253) 530-4700","https://ves.psd401.net/",,"K-6","1077464.9628","741481.2994"
"POINT (-122.383352274761 47.097769882377)","34","Cascade Christian School - Frederickson Elementary","3425 176TH ST E","TACOMA","98446","NOT APPLICABLE",,"PRIVATE","(253) 537-9339","http://www.cascadechristian.org/schools/FredericksonElementary.cfm",,"K-6","1171393.12970001","649042.84550001"
"POINT (-122.355745546103 47.217899618763)","223","ReLife","5515 44TH ST E","PUYALLUP","98371",,,"OTHER","(253) 778-7900","https://www.relifeschool.org/contact-us",,"2-12","1179297.6812","692682.714"
"POINT (-122.588052249364 47.165185425378)","43","Cherrydale Primary School","1201 GALLOWAY ST","STEILACOOM","98388","STEILACOOM","001","ELEM","(253) 983-2500","https://www.steilacoom.k12.wa.us/Domain/11",,"K-6","1121077.5131","674905.8285"
"POINT (-122.446388538697 47.251506160338)","11","Bates Technical College - Downtown Campus","1101 S YAKIMA AVE","TACOMA","98405","NOT APPLICABLE",,"TECHNICAL","(253) 680-7000","https://batestech.edu/",,"Higher Education","1157081.4561","705479.48739999"
"POINT (-122.548934537067 47.185848678837)","198","Oakbrook Elementary School","7802 83RD AVE SW","LAKEWOOD","98498","CLOVER PARK","400","ELEM","(253) 583-5330","https://oakbrook.cloverpark.k12.wa.us/",,"K-6","1131000.3892","682184.6991"
"POINT (-122.570110376561 47.104384635823)","133","Hillside Elementary School","61700 GARCIA BLVD","JBLM LEWIS MAIN","98433","CLOVER PARK","400","ELEM","(253) 583-5280","https://hillside.cloverpark.k12.wa.us/",,"K-6","1124957.0449","652620.13330001"
"POINT (-122.550571710712 47.222569181111)","62","Curtis Senior High School","8425 40TH ST W","UNIVERSITY PLACE","98466","UNIVERSITY PLACE","083","HIGH","(253) 566-5710","https://chs.upsd83.org/",,"9-12","1130941.5869","695584.04880001"
"POINT (-122.267889891623 46.871854574953)","75","Eatonville High School","302 MASHELL AVE N","EATONVILLE","98328","EATONVILLE","404","HIGH","(360) 879-1200","https://www.eatonville.wednet.edu/ehs",,"9-12","1198295.9523","566004.44140001"
"POINT (-122.01852152061 47.166403510159)","82","Elk Ridge Elementary School","340 N RIVER AVE","BUCKLEY","98321","WHITE RIVER","416","ELEM","(360) 829-3354","http://elkridge.whiteriver.wednet.edu/",,"K-6","1262718.6371","672111.442"
"POINT (-122.263167343492 47.090181357015)","85","Emerald Ridge High School","12405 184TH ST E","PUYALLUP","98374","PUYALLUP","003","HIGH","(253) 435-6300","https://erhs.puyallup.k12.wa.us/",,"9-12","1201256.55149999","645583.9782"
"POINT (-122.312070562641 47.138417625766)","226","Rogers High School","12801 86TH AVE E","PUYALLUP","98373","PUYALLUP","003","HIGH","(253) 841-8717","https://rhs.puyallup.k12.wa.us/",,"9-12","1189482.25319999","663448.3486"
"POINT (-122.355235342934 47.230626390497)","54","Columbia Junior High","2901 54TH AVE E","FIFE","98424","FIFE","417","JRHIGH","(253) 517-1600","https://cjh.fifeschools.com/",,"7-9","1179533.6057","697320.3967"
"POINT (-122.400825244953 47.215840456973)","167","Lister Elementary","2106 E 44TH ST","TACOMA","98404","TACOMA","010","ELEM","(253) 571-2900","https://lister.tacomaschools.org/",,"K-5","1168080.2418","692198.6169"
"POINT (-122.16077661191 47.248643391547)","192","North Tapps Middle School","20029 12TH ST E","LAKE TAPPS","98391","DIERINGER","343","MID","(253) 862-2776","https://ntms.dieringer.wednet.edu/",,"6-8","1227972.41850001","702813.78049999"
"POINT (-122.447266119338 47.263215898431)","101","First Presbyterian Church School","20 TACOMA AVE S","TACOMA","98402","NOT APPLICABLE",,"PRIVATE","(253) 225-1721","http://www.fpcschool.org/",,"K-8","1156969.00650001","709754.61499999"
"POINT (-122.408403239006 47.160783030309)","104","Ford Middle School","1602 104TH ST E","TACOMA","98445","FRANKLIN PIERCE","402","MID","(253) 298-3600","http://ford.fpschools.org/",,"6-8","1165711.73649999","672168.6406"
"POINT (-122.693414564871 47.372769378007)","182","Minter Creek Elementary School","12617 118TH AVE NW","GIG HARBOR","98329","PENINSULA","401","ELEM","(253) 530-4300","https://mes.psd401.net/",,"K-6","1096983.67829999","751303.0437"
"POINT (-122.511570146291 47.160332340089)","246","St Frances Cabrini School","5621 108TH ST SW","LAKEWOOD","98499","NOT APPLICABLE",,"PRIVATE","(253) 584-3850","https://www.cabrinischool.org/",,"K-6","1140050.75849999","672641.98280001"
"POINT (-122.443921545973 47.13796282654)","113","GATES High School","813 132ND ST S","TACOMA","98444","FRANKLIN PIERCE","402","HIGH","(253) 298-4000","http://gates.fpschools.org/",,"9-12","1156673.41859999","664063.7245"
"POINT (-122.37750881454 47.055669405784)","18","Bethel High School","22215 38TH AVE E","SPANAWAY","98387","BETHEL","403","HIGH","(253) 683-7000","https://www.bethelsd.org/bhs",,"9-12","1172482.63070001","633657.6082"
"POINT (-122.398850806079 47.160098203208)","181","Midland Elementary School","2300 105TH ST E","TACOMA","98445","FRANKLIN PIERCE","402","ELEM","(253) 298-4500","http://midland.fpschools.org/",,"K-6","1168081.3796","671861.59"
"POINT (-122.310944215323 47.247327739808)","86","Endeavour Intermediate School","1304 17TH AVE","MILTON","98354","FIFE","417","INTER","(253) 517-1400","https://endeavour.fifeschools.com/",,"2-5","1190674.42900001","703154.749"
"POINT (-122.541022602596 47.211727229623)","73","Drum Intermediate School","4909 79TH AVE W","UNIVERSITY PLACE","98467","UNIVERSITY PLACE","083","INTER","(253) 566-5660","https://di.upsd83.org/",,"6-7","1133211.26629999","691569.3661"
"POINT (-122.023253599496 47.165279736085)","118","Glacier Middle School","240 N C ST","BUCKLEY","98321","WHITE RIVER","416","MID","(360) 829-3395","http://glacier.whiteriver.wednet.edu/",,"6-8","1261533.87019999","671724.33759999"
"POINT (-122.61858029549 47.383786234631)","219","Purdy Elementary School","13815 62ND AVE NW","GIG HARBOR","98332","PENINSULA","401","ELEM","(253) 530-4600","https://pes.psd401.net/",,"K-6","1115627.74860001","754813.32629999"
"POINT (-122.269778533909 47.160994558802)","97","Ferrucci Junior High School","3213 WILDWOOD PARK DR","PUYALLUP","98374","PUYALLUP","003","JRHIGH","(253) 841-8756","https://fjh.puyallup.k12.wa.us/",,"7-9","1200189.5958","671441.78129999"
"POINT (-122.545920256146 47.158502758992)","141","Idlewild Elementary School","10806 IDLEWILD RD SW","LAKEWOOD","98498","CLOVER PARK","400","ELEM","(253) 583-5290","https://idlewild.cloverpark.k12.wa.us/",,"K-6","1131490.9699","672194.6682"
"POINT (-122.554872891512 46.938616248447)","177","McKenna Elementary","35120 SR 507 S","MCKENNA","98558","YELM","002","ELEM","(360) 458-2400","https://www.ycs.wednet.edu/mckenna",,"K-6","1127175.4778","592083.39740001"
"POINT (-122.560619730442 47.114190628522)","88","Evergreen Elementary School - Fort Lewis","9020 BLAINE AVE","JBLM LEWIS MAIN","98433","CLOVER PARK","400","ELEM","(253) 583-5250","https://evergreen.cloverpark.k12.wa.us/",,"K-6","1127413.11","656133.5157"
"POINT (-122.407988309083 47.156858158546)","108","Franklin Pierce High School","11002 18TH AVE E","TACOMA","98445","FRANKLIN PIERCE","402","HIGH","(253) 298-3800","http://franklinpiercehighschool.fpschools.org/",,"9-12","1165780.3036","670735.04279999"
"POINT (-122.294465873973 47.130225040406)","99","Firgrove Elementary School","13918 MERIDIAN AVE E","PUYALLUP","98373","PUYALLUP","003","ELEM","(253) 841-8733","https://fir.puyallup.k12.wa.us/",,"K-6","1193794.4536","660360.9068"
"POINT (-122.569823951814 47.156871589955)","153","Lake Louise Elementary School","11014 HOLDEN RD SW","LAKEWOOD","98498","CLOVER PARK","400","ELEM","(253) 583-5310","https://lakelouise.cloverpark.k12.wa.us/",,"K-6","1125530.6371","671755.0677"
"POINT (-122.349746904014 46.923916505071)","289","Weyerhaeuser Elementary School","6105 365TH ST E","EATONVILLE","98328","EATONVILLE","404","ELEM","(360) 879-1650","https://www.eatonville.wednet.edu/wes",,"K-6","1178273.7307","585455.6919"
"POINT (-122.525689816054 47.269927290405)","239","Skyline Elementary School","2301 N MILDRED ST","TACOMA","98406","TACOMA","010","ELEM","(253) 571-7800","https://skyline.tacomaschools.org/",,"K-5","1137565.8176","712692.1003"
"POINT (-122.310211554481 47.248981585054)","69","Discovery Primary School","1205 19TH AVE","MILTON","98354","FIFE","417","PRIM","(253) 517-1200","https://discovery.fifeschools.com/",,"K-2","1190870.1938","703753.6406"
"POINT (-122.259579420596 47.106351445636)","78","Edgerton Elementary School","16528 127TH AVE CT E","PUYALLUP","98374","PUYALLUP","003","ELEM","(253) 840-8809","https://edg.puyallup.k12.wa.us/",,"K-6","1202281.61579999","651460.1543"
"POINT (-122.527897592429 47.207729379536)","131","Heritage Christian School","5412 67TH AVE W","UNIVERSITY PLACE","98467","NOT APPLICABLE",,"PRIVATE","(253) 564-6276","http://www.heritagecs.net",,"K-6","1136434.6981","690027.5572"
"POINT (-122.273426842124 47.166975553869)","294","Wildwood Elementary School","1601 26TH AVE SE","PUYALLUP","98374","PUYALLUP","003","ELEM","(253) 841-8746","https://wil.puyallup.k12.wa.us/",,"K-6","1199331.2855","673643.067"
"POINT (-122.232764987713 47.194360326761)","172","Maple Lawn Elementary School","230 WOOD AVE","SUMNER","98390","SUMNER","320","ELEM","(253) 891-4400","https://www.sumnersd.org/mle",,"K-6","1209662.4267","683404.013"
"POINT (-122.451222750993 47.187335436489)","20","Birney Elementary School","7627 S SHERIDAN AVE","TACOMA","98408","TACOMA","010","ELEM","(253) 571-4600","https://birney.tacomaschools.org/",,"K-5","1155302.3119","682110.7885"
"POINT (-122.514393884648 47.228805255112)","293","Whittier Elementary","777 ELMTREE LN","FIRCREST","98466","TACOMA","010","ELEM","(253) 571-7500","https://whittier.tacomaschools.org/",,"K-5","1139986.2639","697626.23100001"
"POINT (-122.446281099598 47.18282840181)","8","Baker Middle School","8001 S J ST","TACOMA","98408","TACOMA","010","MID","(253) 571-5000","https://baker.tacomaschools.org/",,"6-8","1156490.10079999","680437.06739999"
"POINT (-122.593105213258 47.341208585803)","128","Harbor Ridge Middle School","9010 PRENTICE AVE NW","GIG HARBOR","98332","PENINSULA","401","MID","(253) 530-1900","https://hrm.psd401.net/",,"6-8","1121524.5588","739119.7532"
"POINT (-122.485485029025 47.23005167711)","199","Oakland High School","3319 S ADAMS ST","TACOMA","98409","TACOMA","010","HIGH","(253) 571-5100","https://oakland.tacomaschools.org/",,"9-12","1147177.9269","697898.61130001"
"POINT (-122.263913205431 47.184239520075)","33","Cascade Christian Jr High and High School","811 21ST ST SE","PUYALLUP","98372","NOT APPLICABLE",,"PRIVATE","(253) 445-9706","https://www.cascadechristian.org/",,"6-12","1201837.91580001","679885.16329999"
"POINT (-122.3030089548 47.099858041836)","27","Brouillet Elementary School","17207 94TH AVE E","PUYALLUP","98375","PUYALLUP","003","ELEM","(253) 841-8670","https://bro.puyallup.k12.wa.us/",,"K-6","1191415.3971","649336.69050001"
"POINT (-122.296814749997 47.06937059042)","122","Graham Elementary School","10026 204TH ST E","GRAHAM","98338","BETHEL","403","ELEM","(253) 800-8500","https://www.bethelsd.org/ges",,"K-6","1192704.38699999","638184.95810001"
"POINT (-122.237991948889 47.204901500884)","80","Elhi Hill High School Program","1202 WOOD AVE","SUMNER","98390","SUMNER","320","HIGH","(253) 891-6000","https://www.sumnersd.org/Page/2978",,"9-12","1208447.9569","687276.4094"
"POINT (-122.605975323389 47.332332329582)","117","Gig Harbor High School","5101 ROSEDALE ST NW","GIG HARBOR","98335","PENINSULA","401","HIGH","(253) 530-1400","https://ghh.psd401.net/",,"9-12","1118248.311","735968.1762"
"POINT (-122.638680450009 47.097767451127)","45","Chloe Clark Elementary","1700 PALISADE BLVD","DUPONT","98327","STEILACOOM","001","ELEM","(253) 583-7100","https://www.steilacoom.k12.wa.us/Domain/10",,"K-6","1107821.71259999","650663.10510001"
"POINT (-122.292378775746 47.01566767718)","147","Kapowsin Elementary","10412 264TH ST E","GRAHAM","98338","BETHEL","403","ELEM","(253) 800-8600","https://www.bethelsd.org/kes",,"K-6","1193364.4712","618578.544"
"POINT (-122.412306563403 47.222144894178)","21","Blix Elementary School","1302 E 38TH ST","TACOMA","98404","TACOMA","010","ELEM","(253) 571-7400","https://blix.tacomaschools.org/",,"K-5","1165283.5475","694566.3712"
"POINT (-122.412077821813 47.101655996849)","87","Evergreen Elementary School","1311 172ND ST E","SPANAWAY","98387","BETHEL","403","ELEM","(253) 800-8200","https://www.bethelsd.org/ees",,"K-6","1164275.1648","650631.8967"
"POINT (-122.287255492893 47.185042501708)","36","Cascade Christian School - Puyallup Elementary","601 9TH AVE SE","PUYALLUP","98372","NOT APPLICABLE",,"PRIVATE","(253) 841-2091","http://www.cascadechristian.org/schools/PuyallupElementary.cfm",,"K-6","1196041.7202","680308.61130001"
"POINT (-122.262628217918 46.870496611194)","74","Eatonville Elementary School","209 LYNCH CREEK RD E","EATONVILLE","98328","EATONVILLE","404","ELEM","(360) 879-1600","https://www.eatonville.wednet.edu/ees",,"K-6","1199600.5264","565479.86929999"
"POINT (-122.357377475655 47.212031533422)","44","Chief Leschi Schools","5625 52ND ST E","PUYALLUP","98371","NOT APPLICABLE",,"PRIVATE","(253) 445-6000","https://www.leschischools.org/",,"K-6","1178841.8563","690552.5402"
"POINT (-122.480116945102 47.203830578492)","282","Visitation Catholic STEM Academy","3306 S 58TH ST","TACOMA","98409","NOT APPLICABLE",,"PRIVATE","(253) 474-6424","http://visitationstemacademy.org/",,"K-6","1148271.1337","688304.2727"
"POINT (-122.435271790128 47.108999028848)","15","Bethel Acceleraton Academy","16218 PACIFIC AVE S","SPANAWAY","98387","BETHEL","403","OTHER","(253) 267-1045","https://www.accelerationacademy.org/bethel/",,"9-12","1158566.3083","653450.1278"
"POINT (-122.216748441163 47.102957138492)","201","Orting Middle School","111 WHITEHAWK BLVD NW","ORTING","98360","ORTING","344","MID","(360) 893-3565","https://www.ortingschools.org/Domain/10",,"6-8","1212917.8766","649987.44670001"
"POINT (-122.306931070693 47.137928817687)","298","Zeiger Elementary School","13008 94TH AVE E","PUYALLUP","98373","PUYALLUP","003","ELEM","(253) 841-8663","https://zei.puyallup.k12.wa.us/",,"K-6","1190756.90979999","663240.773"
"POINT (-122.270993165702 47.225745212485)","186","Mountain View Elementary School","3411 119TH AVE E","EDGEWOOD","98372","PUYALLUP","003","ELEM","(253) 841-8739","https://mtv.puyallup.k12.wa.us/",,"K-6","1200417.7261","695059.4276"
"POINT (-122.447804849848 47.209130033)","171","Mann Elementary School","1002 S 52ND ST","TACOMA","98408","TACOMA","010","ELEM","(253) 571-6300","https://mann.tacomaschools.org/",,"K-5","1156348.1812","690036.6239"
"POINT (-122.771884275266 47.241034924654)","89","Evergreen Elementary School - Lakebay","1632 KEY PENINSULA HWY S","LAKEBAY","98349","PENINSULA","401","ELEM","(253) 530-1300","https://ees.psd401.net/",,"K-6","1076163.77509999","703823.0556"
"POINT (-122.402265770376 47.294725145394)","179","Meeker Middle School","4402 NASSAU AVE NE","TACOMA","98422","TACOMA","010","MID","(253) 571-6500","https://meeker.tacomaschools.org/",,"6-8","1168416.1953","720971.5324"
"POINT (-122.360581259742 47.018335194037)","57","Cougar Mountain Middle School","5108 260TH ST E","GRAHAM","98338","BETHEL","403","MID","(253) 800-8000","https://www.bethelsd.org/cmms",,"7-9","1176379.5626","619945.0584"
"POINT (-122.486458764892 47.271541098809)","287","Washington Elementary School","2615 N ADAMS ST","TACOMA","98407","TACOMA","010","ELEM","(253) 571-5700","https://washington.tacomaschools.org/",,"K-5","1147317.1533","713032.86049999"
"POINT (-122.521817770895 47.165870551192)","205","Park Lodge Elementary School","6300 100TH ST SW","LAKEWOOD","98499","CLOVER PARK","400","ELEM","(253) 583-5350","https://parklodge.cloverpark.k12.wa.us/",,"K-6","1137554.0518","674726.44850001"
"POINT (-122.560642456129 47.182006563316)","102","Firwood Secondary School","8805 STEILACOOM BLVD SW","LAKEWOOD","98498","CLOVER PARK","400","HIGH",,,,"9-12","1128053.56280001","680859.65899999"
"POINT (-122.297202023911 47.131101662819)","9","Ballou Junior High School","9916 136TH ST E","PUYALLUP","98373","PUYALLUP","003","JRHIGH","(253) 841-8725","https://bjh.puyallup.k12.wa.us/",,"7-9","1193120.859","660696.0561"
"POINT (-122.328990815621 47.069038841589)","162","Liberty Middle School","7319 EUSTIS HUNT RD E","SPANAWAY","98387","BETHEL","403","MID","(253) 800-6500","https://www.bethelsd.org/lms",,"7-9","1184685.69660001","638248.2648"
"POINT (-122.440937513098 47.254878732941)","266","Tacoma School of the Arts - Main Office","302 S 9TH ST","TACOMA","98402","TACOMA","010","HIGH","(253) 571-7900","https://sota.tacomaschools.org/",,"9-12","1158465.0704","706675.8812"
"POINT (-122.4447219533 47.144027575239)","204","Pacific Lutheran University (PLU)","12180 PARK AVE S","TACOMA","98447","NOT APPLICABLE",,"UNIVERSITY","(253) 535-7411","https://www.plu.edu/",,"Higher Education","1156528.8096","666279.94599999"
"POINT (-122.442206609369 47.227280942712)","166","Lincoln High School","701 S 37TH ST","TACOMA","98418","TACOMA","010","HIGH","(253) 571-6700","https://lincoln.tacomaschools.org/",,"9-12","1157902.17219999","696620.6382"
"POINT (-122.609517737297 47.163219327106)","230","Saltar's Point Elementary","908 3RD ST","STEILACOOM","98388","STEILACOOM","001","ELEM","(253) 983-2600","https://www.steilacoom.k12.wa.us/Domain/12",,"K-6","1115720.71969999","674331.0469"
"POINT (-122.451771369614 47.155154084558)","25","Brookdale Elementary School","11213 SHERIDAN AVE S","TACOMA","98444","FRANKLIN PIERCE","402","ELEM","(253) 298-3100","https://brookdale.fpschools.org/",,"K-8","1154875.5306","670380.1904"
"POINT (-122.426549882823 47.113172697026)","272","Thompson Elementary","303 159TH ST E","TACOMA","98445","BETHEL","403","ELEM","(253) 800-5800","https://www.bethelsd.org/tes",,"PRE-6","1160774.66140001","654918.7509"
"POINT (-122.258233210392 47.181625964209)","234","Shaw Road Elementary School","1106 SHAW RD","PUYALLUP","98372","PUYALLUP","003","ELEM","(253) 841-8675","https://sha.puyallup.k12.wa.us/",,"K-6","1203228.70640001","678900.6173"
"POINT (-122.167832666714 47.159216096673)","23","Bonney Lake High School","10920 199TH AVE CT E","BONNEY LAKE","98391","SUMNER","320","HIGH","(253) 891-5700","https://www.sumnersd.org/blhs",,"9-12","1225530.713","670240.67200001"
