"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00039721","2022-09-06T13:09:34.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039713","2022-09-06T12:53:32.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4412 LUCERNE RD","38.81073614","-76.9298145","
,  
(38.81073614, -76.9298145)","County Address"
"22-00039706","2022-09-06T12:48:26.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","8411 SNOWDEN LOOP CT","39.06416574","-76.85990546","
,  
(39.06416574, -76.85990546)","County Address"
"22-00039703","2022-09-06T12:34:15.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6149 ODELL RD","39.04619345","-76.8739086","
,  
(39.04619345, -76.8739086)","County Address"
"22-00039698","2022-09-06T12:14:57.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039689","2022-09-06T11:20:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039687","2022-09-06T11:02:27.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039678","2022-09-06T10:28:40.000","OPEN","OPEN","Zoning","DPIE","ENF-Business Operation Concerns","6003 OLD CENTRAL AVE","38.88450542","-76.91517983","
,  
(38.88450542, -76.91517983)","County Address"
"22-00039677","2022-09-06T10:28:38.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","6003 OLD CENTRAL AVE","38.88439956","-76.91485551","
,  
(38.88439956, -76.91485551)","County Address"
"22-00039676","2022-09-06T10:27:23.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","8106 REDVIEW DR","38.85125135","-76.86679508","
,  
(38.85125135, -76.86679508)","Forestville"
"22-00039673","2022-09-06T10:14:45.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7727 MUNCY RD","38.92343368","-76.87457027","
,  
(38.92343368, -76.87457027)","Kentland / Palmer Park"
"22-00039672","2022-09-06T10:11:39.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039668","2022-09-06T10:00:09.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","5030 FABLE ST","38.87613442","-76.91923919","
,  
(38.87613442, -76.91923919)","County Address"
"22-00039666","2022-09-06T09:54:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039660","2022-09-06T09:47:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039656","2022-09-06T09:27:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039654","2022-09-06T09:27:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039652","2022-09-06T09:21:55.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039648","2022-09-06T09:08:00.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7723 MUNCY RD","38.92331265","-76.87477251","
,  
(38.92331265, -76.87477251)","Kentland / Palmer Park"
"22-00039645","2022-09-06T08:40:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039643","2022-09-06T08:30:43.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039642","2022-09-06T07:46:33.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039615","2022-09-05T21:39:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039613","2022-09-05T21:14:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039604","2022-09-05T18:48:49.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","2407 MUNCY CIR","38.92419055","-76.87483891","
,  
(38.92419055, -76.87483891)","Kentland / Palmer Park"
"22-00039602","2022-09-05T18:19:36.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7706 OXMAN RD","38.92228152","-76.87411685","
,  
(38.92228152, -76.87411685)","Kentland / Palmer Park"
"22-00039592","2022-09-05T11:20:12.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039591","2022-09-05T11:19:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039590","2022-09-05T11:17:38.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039589","2022-09-05T11:16:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039588","2022-09-05T11:15:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039587","2022-09-05T11:13:40.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039586","2022-09-05T11:05:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039585","2022-09-05T11:04:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039584","2022-09-05T11:00:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039567","2022-09-04T23:14:51.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039566","2022-09-04T23:02:27.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039562","2022-09-04T22:31:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039561","2022-09-04T22:27:46.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039556","2022-09-04T21:32:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039479","2022-09-03T10:01:15.000","CLOSED","CLOSED","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","1207 ADDISON RD","38.87200982","-76.89549448","
,  
(38.87200982, -76.89549448)","County Address"
"22-00039440","2022-09-02T16:39:46.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039424","2022-09-02T14:20:04.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039423","2022-09-02T14:15:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039398","2022-09-02T12:11:49.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","8702 Dulwick Ct",,,,"County Address"
"22-00039397","2022-09-02T12:09:35.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7700 OXMAN RD","38.92201609","-76.87434118","
,  
(38.92201609, -76.87434118)","Kentland / Palmer Park"
"22-00039396","2022-09-02T12:04:25.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039383","2022-09-02T11:32:32.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7714 BURNSIDE RD","38.91707555","-76.87395529","
,  
(38.91707555, -76.87395529)","Kentland / Palmer Park"
"22-00039382","2022-09-02T11:25:56.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9200 STUART LN","38.76395642","-76.88379442","
,  
(38.76395642, -76.88379442)","County Address"
"22-00039379","2022-09-02T11:19:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039378","2022-09-02T11:18:07.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1209 SHADY GLEN DR","38.87278585","-76.87957998","
,  
(38.87278585, -76.87957998)","Forestville"
"22-00039376","2022-09-02T11:13:59.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12903 BLACK OAK DR","39.06710462","-76.86419041","
,  
(39.06710462, -76.86419041)","County Address"
"22-00039375","2022-09-02T11:13:34.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12106 ASPENWOOD LN","39.05744865","-76.82789954","
,  
(39.05744865, -76.82789954)","County Address"
"22-00039374","2022-09-02T11:13:06.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","6105 SIR MORDRED CT","38.97435898","-76.78991996","
,  
(38.97435898, -76.78991996)","County Address"
"22-00039373","2022-09-02T11:12:41.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2315 RITTENHOUSE ST","38.96781367","-76.97159022","
,  
(38.96781367, -76.97159022)","County Address"
"22-00039372","2022-09-02T11:12:20.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","16300 GALES CT","39.1141866","-76.89696213","
,  
(39.1141866, -76.89696213)","County Address"
"22-00039368","2022-09-02T11:06:39.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","15800 CARLEE CT","38.67204558","-76.97846123","
,  
(38.67204558, -76.97846123)","County Address"
"22-00039367","2022-09-02T11:06:09.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","14007 WHEEL WRIGHT PL","38.69745796","-76.9561406","
,  
(38.69745796, -76.9561406)","County Address"
"22-00039366","2022-09-02T11:05:35.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","3305 CLAVIER PL","38.72938905","-76.95041955","
,  
(38.72938905, -76.95041955)","County Address"
"22-00039365","2022-09-02T11:05:11.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12520 PROXMIRE DR","38.71824197","-76.99562248","
,  
(38.71824197, -76.99562248)","County Address"
"22-00039364","2022-09-02T11:04:43.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","13723 PORT COMMERCE CT","38.70045307","-76.96363476","
,  
(38.70045307, -76.96363476)","County Address"
"22-00039363","2022-09-02T11:04:00.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","15817 BLACKBURN ST","38.6711782","-76.98614611","
,  
(38.6711782, -76.98614611)","County Address"
"22-00039361","2022-09-02T11:02:33.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","9404 STONEY RIDGE RD","38.94082914","-76.84324947","
,  
(38.94082914, -76.84324947)","County Address"
"22-00039360","2022-09-02T11:01:30.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","6104 Westin Ct","38.88042169","-76.90119112","
,  
(38.88042169, -76.90119112)","County Address"
"22-00039358","2022-09-02T11:00:54.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1500 JOMAR DR","38.72371281","-76.98175063","
,  
(38.72371281, -76.98175063)","County Address"
"22-00039355","2022-09-02T10:56:47.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","2014 PALMER PARK RD","38.91819022","-76.87058639","
,  
(38.91819022, -76.87058639)","Kentland / Palmer Park"
"22-00039353","2022-09-02T10:53:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039352","2022-09-02T10:51:24.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2301 OLSON ST","38.82807867","-76.95231976","
,  
(38.82807867, -76.95231976)","County Address"
"22-00039350","2022-09-02T10:48:49.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","5500 CAPITAL GATEWAY DR",,,,"County Address"
"22-00039349","2022-09-02T10:48:21.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1700 BERRY LN","38.8665852","-76.87100029","
,  
(38.8665852, -76.87100029)","Forestville"
"22-00039341","2022-09-02T10:31:21.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039337","2022-09-02T10:26:01.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039336","2022-09-02T10:25:39.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","4423 RENA RD",,,,"County Address"
"22-00039333","2022-09-02T10:21:21.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039323","2022-09-02T09:38:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039314","2022-09-02T09:05:57.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4409 LUCERNE RD","38.81035929","-76.93051274","
,  
(38.81035929, -76.93051274)","County Address"
"22-00039309","2022-09-02T07:53:40.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","6406 NAVAL AVE","38.97383076","-76.86404984","
,  
(38.97383076, -76.86404984)","County Address"
"22-00039289","2022-09-01T21:45:26.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","13005 GREENMOUNT AVE","39.05631844","-76.94249184","
,  
(39.05631844, -76.94249184)","County Address"
"22-00039285","2022-09-01T20:06:46.000","CLOSED","CLOSED","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","4423 RENA RD",,,,"County Address"
"22-00039279","2022-09-01T18:48:21.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4405 LUCERNE RD","38.81041203","-76.93079613","
,  
(38.81041203, -76.93079613)","County Address"
"22-00039277","2022-09-01T18:19:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039276","2022-09-01T18:13:46.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039272","2022-09-01T17:36:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039267","2022-09-01T16:36:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039266","2022-09-01T16:35:34.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039262","2022-09-01T16:26:27.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039261","2022-09-01T16:26:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039258","2022-09-01T16:04:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039253","2022-09-01T15:28:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039251","2022-09-01T15:22:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039249","2022-09-01T15:22:20.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039246","2022-09-01T15:09:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039245","2022-09-01T15:08:08.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","10 VALE PL","38.88600664","-76.90810518","
,  
(38.88600664, -76.90810518)","County Address"
"22-00039243","2022-09-01T14:57:15.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039238","2022-09-01T14:42:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039235","2022-09-01T14:39:21.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039232","2022-09-01T14:35:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039228","2022-09-01T14:26:56.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7714 WOODYARD RD","38.78261349","-76.84837094","
,  
(38.78261349, -76.84837094)","County Address"
"22-00039227","2022-09-01T14:26:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039223","2022-09-01T14:17:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039221","2022-09-01T14:15:35.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","8005 WOODYARD RD","38.77953066","-76.85711065","
,  
(38.77953066, -76.85711065)","County Address"
"22-00039219","2022-09-01T14:05:56.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7705 WOODYARD RD","38.78416663","-76.84852959","
,  
(38.78416663, -76.84852959)","County Address"
"22-00039207","2022-09-01T13:12:26.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","6024 DERBY HILL DR","38.80679261","-76.95994918","
,  
(38.80679261, -76.95994918)","County Address"
"22-00039205","2022-09-01T13:05:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039200","2022-09-01T12:56:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039192","2022-09-01T12:44:26.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","10423 KNOLLWOOD DR","39.02572647","-76.95843564","
,  
(39.02572647, -76.95843564)","County Address"
"22-00039190","2022-09-01T12:26:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039189","2022-09-01T12:20:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039187","2022-09-01T11:57:24.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","12606 CROOM RD","38.7158314","-76.74643184","
,  
(38.7158314, -76.74643184)","County Address"
"22-00039182","2022-09-01T11:35:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039176","2022-09-01T11:24:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039172","2022-09-01T11:16:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039163","2022-09-01T11:06:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039159","2022-09-01T10:58:50.000","CLOSED","CLOSED","Zoning","DPIE","Zoning - Issue Use & Occupancy (U&O) Certificate","13507 REID CIR","38.70356212","-77.02215523","
,  
(38.70356212, -77.02215523)","County Address"
"22-00039157","2022-09-01T10:50:01.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","13017 GREENMOUNT AVE","39.05736345","-76.94194072","
,  
(39.05736345, -76.94194072)","County Address"
"22-00039156","2022-09-01T10:49:36.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7128 Battle Field Loop","38.6802745","-76.88390517","
,  
(38.6802745, -76.88390517)","County Address"
"22-00039153","2022-09-01T10:33:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039152","2022-09-01T10:31:45.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","11603 SEQUOIA LN","39.04940441","-76.88566445","
,  
(39.04940441, -76.88566445)","County Address"
"22-00039151","2022-09-01T10:27:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039140","2022-09-01T10:00:10.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039135","2022-09-01T09:47:20.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1101 SOUTHVIEW DR","38.82698776","-76.99083188","
,  
(38.82698776, -76.99083188)","Oxon Hill / Glassmanor"
"22-00039131","2022-09-01T09:25:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039128","2022-09-01T09:18:11.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","11610 OLD BALTIMORE PIKE","39.04405543","-76.895344","
,  
(39.04405543, -76.895344)","County Address"
"22-00039126","2022-09-01T08:44:36.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","COLONELS CHOICE RD & JOHN ROGERS BLVD",,,,"County Address"
"22-00039125","2022-09-01T08:26:06.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","11014 CHERRY HILL RD","39.03552006","-76.94540238","
,  
(39.03552006, -76.94540238)","County Address"
"22-00039113","2022-09-01T07:40:42.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039111","2022-09-01T07:32:03.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039109","2022-09-01T07:28:57.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039088","2022-09-01T04:51:06.000","CLOSED","CLOSED","Building and Construction","DPIE","Construction Issues","5811 KIRBY RD","38.78389526","-76.90622149","
,  
(38.78389526, -76.90622149)","County Address"
"22-00039087","2022-09-01T00:17:15.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039086","2022-09-01T00:14:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039084","2022-09-01T00:11:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039083","2022-09-01T00:09:18.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039082","2022-09-01T00:05:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039080","2022-08-31T23:45:25.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039079","2022-08-31T23:30:00.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039076","2022-08-31T20:26:41.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","3606 FERNANDES DR",,,,"County Address"
"22-00039075","2022-08-31T20:15:28.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","3603 FERNANDES DR","38.80920922","-76.94557492","
,  
(38.80920922, -76.94557492)","County Address"
"22-00039074","2022-08-31T20:08:24.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","3603 FERNANDES DR","38.80920922","-76.94557492","
,  
(38.80920922, -76.94557492)","County Address"
"22-00039072","2022-08-31T19:06:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039071","2022-08-31T18:58:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039070","2022-08-31T18:56:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039069","2022-08-31T18:53:27.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039066","2022-08-31T18:19:06.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039061","2022-08-31T17:00:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039057","2022-08-31T16:26:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039054","2022-08-31T16:22:46.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","13102 GREENMOUNT AVE","39.05802583","-76.94214193","
,  
(39.05802583, -76.94214193)","County Address"
"22-00039050","2022-08-31T16:06:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039043","2022-08-31T15:10:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039042","2022-08-31T15:06:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039039","2022-08-31T14:59:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039035","2022-08-31T14:52:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039032","2022-08-31T14:45:58.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","8104 CLAY DR","38.77917787","-77.01864504","
,  
(38.77917787, -77.01864504)","County Address"
"22-00039031","2022-08-31T14:44:25.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","7711 LOUDON DR","38.78334524","-76.96798959","
,  
(38.78334524, -76.96798959)","County Address"
"22-00039030","2022-08-31T14:44:03.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
