"timestamp","how_long_have_you_lived_in_somerville","do_you_rent_or_own_your_place_of_residence","if_you_own_what_type_of_home_do_you_own","if_a_condo_how_many_units_are_in_your_building","are_you_interested_in_reducing_your_energy_use","have_you_had_an_energy_audit_done_in_your_home","please_select_any_measures_you_have_taken_to_reduce_your_energy_usage","would_you_be_interested_in_a_program_offered_through_the_city_where_somerville_residents_can_receive_information_on_solar_for_their_homes_and_reduced_pricing_for_solar","if_you_own_a_business_or_commercial_building_are_you_interested_in_a_commercial_solar_program_offered_through_the_city_of_somerville","are_you_interested_in_installing_solar_pv_on_your_house","if_you_ve_been_thinking_about_installing_solar_panels_what_has_held_you_back","if_you_were_to_install_solar_pv_on_your_home_or_business_is_your_preference_to","would_you_like_to_volunteer_on_a_residential_solar_outreach_effort_to_get_your_friends_and_neighbors_to_install_solar_on_their_homes","if_solar_was_not_a_good_fit_for_your_home_the_city_of_somerville_could_potentially_offer_a_community_solar_project_where_people_can_opt_in_to_purchase_solar_shares_of_a_solar_project_located_inside_or_near_somerville_in_essence_retaining_the_same_ben","there_are_various_ways_in_funding_a_community_solar_project_would_you_be_interested_in_purchasing_shares_of_a_community_solar_project_where_you_could_receive_the_same_benefits_of_owning_a_system_of_your_own_knowing_you_could_receive_the_energy_output_f","please_indicate_if_you_would_like_further_information_on_the_following_in_regards_to_solar_panels_select_any_and_all_that_you_may_have","do_you_own_an_electric_vehicle","if_no_have_you_considered_purchasing_one","would_your_preference_be_to_charge_an_electric_vehicle_in_your_driveway_or_charge_it_in_a_public_lot"
"2015-01-09T10:32:01.000","2-5 years","Own","Condo","2","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Lease the system","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-26T14:17:14.000","5-10 years","Own","Condo","2","Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think it's cost effective","Lack of understanding","Lease the system","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T21:30:40.000","5-10 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Need to learn more","No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-01-25T08:23:46.000","5-10 years","Own","Condo","3","Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","companies won't 'touch' condo properties","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Financing Options","No","Yes","Driveway"
"2015-01-11T00:16:46.000","2-5 years","Own","Condo","2","Yes","No","Installed a high efficiency hot water system, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested","No","Maybe, I need to learn more","Cost","Purchase the system outright","No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-01-09T10:49:58.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Lack of understanding","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-26T14:49:09.000","1-2 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Lack of understanding","Purchase the system outright","No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-01-24T11:29:56.000","15-20 years","Own","Single family",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-12T14:29:07.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think my roof is suitable","Not enough sun facing roof.","Purchase the system outright","No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-02-05T13:37:48.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think my roof is suitable","Not interested in committing to working with a for-profit solar provider whose business model is based on maximizing tax incentives yet relying on the infrastructure paid for by taxes. ","Purchase the system outright","No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-01-09T11:00:34.000","2-5 years","Own","Condo","8","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, dual flush toilets","Yes, somewhat interested","No","Yes, but large condo association makes it hard.","Not sure if condo counts as residential for tax breaks, etc.","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T11:56:30.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Roof Angle","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T12:36:05.000","20+ years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","Technology","Purchase the system outright","No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-01-23T15:46:50.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, installed motion switches","Yes, very interested","No","Maybe, I need to learn more","Cost","Unsure","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T19:10:57.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Lack of understanding",,"No","Somewhat interested","Yes",,"No","Yes","Driveway"
"2015-01-23T13:02:00.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested","No","Next Step approved, then disapproved the site","the city","Lease the system","Yes","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T19:17:55.000","20+ years","Own",,,"Yes","No","Installed a high efficiency heating system, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"maybe, what's PV?","Lack of understanding","don't know","Maybe, let's talk","Somewhat interested",,"Financing Options","No","Yes","Driveway"
"2015-01-09T10:29:06.000","2-5 years","Own","Condo","2","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more",,"Don't know enough yet","Maybe, let's talk","Somewhat interested",,"Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-10T00:49:02.000","20+ years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, Good storm windows...much better than energy star windows.","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Somewhat interested",,"Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T11:39:53.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Somewhat interested",,,"No","Yes","Driveway"
"2015-01-24T14:31:58.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Not interested at all",,"As a renter, I have no say in this, or I would be interested","Renter",,"No","Somewhat interested",,,"No","Yes","Driveway"
"2015-01-09T11:27:45.000","10-15 years","Own","Multi-family (4+ units)","8","Yes","No","Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested","No","Maybe, but would have to convince all 9 units in building to participate. Seems unlikely.","See previous — large building, would need all neighbors to agree.","Whatever’s more cost-effective.","Maybe, let's talk","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","Yes","Yes","Driveway"
"2015-01-27T15:58:06.000","10-15 years","Own","Condo",,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"Yes, but I live in a condo and solar companies seem unwilling to work with condo associations.","Complications of living in condo association.  Unsure which are reputable solar companies and which are scammers.","Purchase the system outright","Maybe, let's talk","Somewhat interested","No","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","Hybrid",,"Driveway"
"2015-01-26T23:28:52.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","time to research and implement!","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","Hybrid",,"Driveway"
"2015-01-12T20:58:40.000","2-5 years","Own","Condo","3","Yes","No","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding","don't know","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering","No",,"Driveway"
"2015-01-08T20:13:06.000","5-10 years","Own","Condo","2","Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Cost","Lease the system","No","Somewhat interested","No","Interconnection & Net Metering, Financing Options","No","No","Public Lot"
"2015-01-23T11:44:16.000","5-10 years","Own","Condo","6","Yes","No","Installed LED or CFL lighting, Shut off lights when not in use, use spot heaters when applicable","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Purchase the system outright","No","Somewhat interested","No","Permitting, Interconnection & Net Metering","No","No","Public Lot"
"2015-01-19T16:08:02.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","No","Installed a high efficiency hot water system, Shut off lights when not in use","Yes, somewhat interested","No","No","Lack of understanding",,"No","Somewhat interested","No","Planning & Zoning","No","No","Public Lot"
"2015-01-10T00:48:50.000","15-20 years","Own","Single family",,"Yes","No","Had your home insulated, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"We are in historic district","See above","Purchase the system outright","No","Somewhat interested","Yes","Planning & Zoning","No","No","Public Lot"
"2015-01-24T14:49:22.000","2-5 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Not interested at all",,"I don't own",,,,"Somewhat interested","Yes",,"No","No","Public Lot"
"2015-01-12T16:37:50.000","1-2 years","Rent","Single family","3","Yes","No","Installed a high efficiency hot water system, Installed LED or CFL lighting, Shut off lights when not in use, Turn down heat when not home","Yes, very interested",,,,,,"Somewhat interested","Yes",,"No","No","Public Lot"
"2015-01-26T09:01:51.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting","Yes, very interested",,"Yes","We have some vermiculite insulation that might hinder attic access to be dealt with.","don't know","No","Somewhat interested",,"Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Public Lot"
"2015-01-11T13:35:46.000","10-15 years","Own","Condo","2","Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Maybe, I need to learn more","Need energy audit to understand big picture ","Lease the system","Maybe, let's talk","Somewhat interested","No","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Public Lot"
"2015-01-09T11:17:24.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed programmable thermostats","Yes, very interested","Yes","Yes","Cost","Lease the system","Maybe, let's talk","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Public Lot"
"2015-02-05T20:59:13.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Shut off lights when not in use, Set thermostats low","Yes, very interested",,"Yes, but I don't think my roof is suitable","Orientation is wrong","Most suitable option","Maybe, let's talk","Somewhat interested","Yes","Financing Options","No","Yes","Public Lot"
"2015-02-08T21:24:08.000","10-15 years","Own","Single family",,"Yes","Yes","Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Technology","not sure","No","Somewhat interested","Yes","Interconnection & Net Metering, Financing Options","No","No",
"2015-02-18T21:20:48.000","2-5 years","Own","Condo","3","Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"yes, but not sure if the condo association would go for it","cost and neighbors","Purchase the system outright","Maybe, let's talk","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Public Lot"
"2015-01-23T12:12:40.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested","No","See comment above","slate roof","don't know the difference","No","Somewhat interested","Yes",,"No","Yes","Public Lot"
"2015-01-23T12:06:19.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested","No","Maybe, I need to learn more","Cost","need more information","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Public Lot"
"2015-01-09T18:35:11.000","1-2 years","Rent","Multi-family (4+ units)",,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","renting",,"No","Somewhat interested","Yes",,"No","Yes","Public Lot"
"2015-01-24T09:19:11.000","2-5 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","Yes","Somewhat interested","Yes",,"No","Yes","Public Lot"
"2015-02-05T03:28:47.000","10-15 years","Own","Single family","2","Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"slate roof","small and vertical roof","Lease the system",,"Somewhat interested",,"Permitting, Interconnection & Net Metering, Planning & Zoning","No","Yes","Public Lot"
"2015-01-09T12:19:57.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Cost","Purchase the system outright","Maybe, let's talk","Somewhat interested","No",,"Yes","Yes","Public Lot"
"2015-01-24T16:58:25.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","not sure of best option","No","Somewhat interested","No","Interconnection & Net Metering, Financing Options","Hybrid",,"Public Lot"
"2015-01-25T07:49:23.000","< 1 year","Own","Condo","2","Yes","No","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more",,,"No","Somewhat interested","Yes",,"No",,"Public Lot"
"2015-01-09T10:41:49.000","5-10 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","not sure, need more info.","No","Somewhat interested","No","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-09T10:27:35.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats","Yes, somewhat interested",,"I rent",,,"No","Somewhat interested","No",,"No","No",
"2015-01-25T20:31:28.000","< 1 year","Rent","Multi-family (4+ units)",,"Yes","No","Shut off lights when not in use, Turn down thermostat at night/when away","Yes, somewhat interested",,"renter - N/A",,,"No","Somewhat interested","No",,"No","No",
"2015-02-05T11:50:42.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"I looked into solar, doesn't look cost-effective for a 3-family rental, where each apartment pays their own electric bill",,"don't know enough to choose","Yes","Somewhat interested","No","Interconnection & Net Metering, Financing Options","No","No",
"2015-01-08T15:26:25.000","20+ years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, partial green roof","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","tree shade in summer","Lease the system","Maybe, let's talk","Somewhat interested","Yes",,"No","No",
"2015-01-14T13:02:20.000","10-15 years","Rent",,,"Yes","Yes","Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, sealed windows","Yes, very interested",,"Maybe, I need to learn more","landlord disinterest","get a reduction in rent if i own it","No","Somewhat interested","Yes","Financing Options","No","No",
"2015-01-09T11:16:52.000","5-10 years","Own","Multi-family (1-4 units)","3","Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","Need to learn more","No","Somewhat interested","Yes",,"No","No",
"2015-01-08T16:45:35.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding","not sure","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","No",
"2015-01-09T12:48:01.000","2-5 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Financing Options","No","No","Driveway"
"2015-01-09T15:22:54.000","10-15 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats","Yes, very interested",,"Maybe, I need to learn more","Cost","Purchase the system outright","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-23T12:44:02.000","20+ years","Own","Single family",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Technology","uncertain","No","Somewhat interested","Yes","Permitting, Interconnection & Net Metering","No","No",
"2015-01-14T12:53:19.000","1-2 years","Own","Condo","3","Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost",,"No","Somewhat interested","Yes",,"No","No",
"2015-01-07T17:53:51.000","20+ years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Home energy audit told me house facing wrong direction",,"No","Somewhat interested","Yes",,"No","No",
"2015-01-09T10:44:04.000","20+ years","Rent",,,"Yes","No","Installed energy efficient blinds and or curtains","Yes, very interested",,"Yes, but I rent and my landlords aren't interested",,,"No","Somewhat interested","Yes",,"No","No",
"2015-01-16T00:04:21.000","20+ years","Rent",,,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, reduced water heater temp","Yes, somewhat interested",,"I rent -- could you persuade my landlord?","I rent",,,"Somewhat interested","Yes",,"No","No",
"2015-01-28T11:58:13.000","5-10 years","Own","Condo","3",,"Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","was told roof isn't suitable",,,"Somewhat interested",,,"No","Yes",
"2015-01-11T02:11:03.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use, renewable power via Mass Energy","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Very interested","No","Financing Options","No","No","Driveway"
"2015-02-18T16:48:30.000","< 1 year","Rent",,,"Yes","No","Shut off lights when not in use","Yes, very interested",,"Yes","I rent; I would like my landlord to do this, though","Purchase the system outright","No","Very interested","No",,"No","No","Driveway"
"2015-01-23T12:51:44.000","2-5 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use, turn down the thermostat in winter","Yes, very interested",,"No, I rent","I don't own my home",,"No","Very interested","No",,"No","No","Driveway"
"2015-01-10T16:35:58.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Roof orientation & cost","Don't know","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-10T16:36:06.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Roof orientation & cost","Don't know","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-02-18T19:54:47.000","10-15 years","Rent","Multi-family (1-4 units)",,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","Cost","need cost comparison","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-02-18T19:56:59.000","10-15 years","Rent","Multi-family (1-4 units)",,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","Cost","need cost comparison","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-23T13:13:32.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Cost","not sure","Maybe, let's talk","Very interested","Yes","Financing Options","No","No","Driveway"
"2015-01-08T19:11:22.000","10-15 years","Own","Condo","7","Yes","Yes","Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes","Time needed to sort out how the condo association should handle it","Open to either, depends on the terms","Maybe, let's talk","Very interested","Yes","Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-09T11:20:47.000","1-2 years","Own","Single family",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, Installed storm windows. Weatherized and caulked countless gaps. Insulated steam pipes. Installed water saving toilet and shower head. Insulated accessible locations. Patched holes in foundation. Installed door sweeps and weather strips.","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes",,"No","No","Driveway"
"2015-01-23T12:25:21.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-02-17T13:11:49.000","10-15 years","Rent",,,"Yes","No","Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-09T16:53:08.000","2-5 years","Rent",,,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"I'm not sure this is an option for renters.","I'm not sure this is an option for renters.",,"Maybe, let's talk","Very interested","Yes","Planning & Zoning","No","No","Driveway"
"2015-01-23T13:43:08.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested","No","Maybe, I need to learn more","Cost","Lease the system","No","Very interested","Yes","Permitting, Financing Options","No","No","Driveway"
"2015-01-11T22:03:39.000","5-10 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-14T11:03:53.000","2-5 years","Rent","Multi-family (1-4 units)",,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested","No","Maybe, I need to learn more","Cost","Lease the system","No","Very interested","Yes",,"No","No","Driveway"
