Date of event,Organization,Site Name,Start Time,End Time,Language,Free,Workshop,Contact,Location
10/17/2019,COFEM,YWCA GLA Walnut Park,9:00AM,11:00AM,Spanish,Free,Workshop: Become a civic promoter by learning tools to help organize and mobilize your community.,COFEM at: (213) 440-2751 or lvalenzuela@cofem.org,"7515 Pacific Boulevard Walnut Park
CA 90255"
10/17/2019,SALEF,SALEF Main Office,6:00PM,8:00PM,English & Spanish,Free,"Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102.","421 S Bixel Street
Suite A Los Angeles, CA 90017
(34.056023, -118.260716)"
10/19/2019,Catholic Charities/Archdiocese of Los Angeles,St. Benedict Church,9:00AM,2:00PM,Spanish; Farsi; English,Free,"Citizenship Workshop, appointment recommended. To register, please call: 213-251-3486","To register, please call: 213-251-3485","1022 W Cleveland Ave
Montebello, CA 90640
(34.012809, -118.111661)"
10/21/2019,International Rescue Committee (IRC)/Los Angeles Public Library,West Valley Regional Library,5:00PM,7:30PM,Spanish,Free,"Citizenship Classes, Mondays, 10/21-12/16; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)"
10/23/2019,SALEF,Ascot Branch Library,3:00PM,7:00PM,English & Spanish,Free,"Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102.","120 W Florence Avenue
Los Angeles, CA 90003
(33.974693, -118.274753)"
10/24/2019,SALEF & Clinica Romero,Clinica Romero-Pico Union Office,4:00PM,8:00PM,English & Spanish,Free,"Citizenship workshop, appointment required","To register, please call Leonor at (213) 480-1052 ext. 102.","123 S Alvarado Street
Los Angeles, CA 90057
(34.06591, -118.270789)"
10/26/2019,CARECEN; LA Law Library; Office of Immigrant Affairs,LA Law Library,9:00AM,3:00PM,English & Spanish,Free,"Citizenship workshop, appointment required","To register, please call the Citizenship Hotline at (213) 814-5248.","301 W 1st Street
Los Angeles, CA 90012
(34.054016, -118.246053)"
10/26/2019,Office of Congressman Tony Cárdenas,Mid Valley YMCA,10:00AM,2:00PM,English,Free,"Immigration resource fair services include: Citizenship, Know Your Rights, Lawyer Consultations, Consulate Services, T and U Visas, Public Charge, Census, and more.","For more information, please contact Lea Gonzalez at lea.gonzalez@mail.house.gov or at (818) 221-3718.","6901 Lennox Ave
Van Nuys, CA 91405
(34.196294, -118.445446)"
11/02/2019,CARECEN,Romero Hall,9:30AM,11:30AM,Spanish,Free,"Updates on Immigrations News, TPS Determination and Public Charge",https://www.carecen-la.org/community_forum,"2845 W 7th St
Los Angeles, CA 90005
(34.059792, -118.285411)"
11/09/2019,Catholic Charities of Los Angeles,St. Joseph Catholic Church,9:00AM,2:00PM,Spanish; Farsi; English,Free,"Citizenship Workshop, appointment recommended.","To register, please call (213) 251-3484.","218 East 12th Street
Los Angeles, CA 90015-2568
(34.036703, -118.257937)"
11/23/2019,Catholic Charities of Los Angeles,St. Garabed Arm. Apostolic Church,9:00AM,2:00PM,Spanish; Arabic; Farsi; Armenian; English,Free,"Citizenship Workshop, appointment required.",To register please call: (213) 318-5713 or (213) 318-5729.,"1614 N Alexandria Ave
Los Angeles, CA 90027
(34.100232, -118.29834)"
01/07/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Central Library (DTLA)/New Americans Center,5:00PM,7:00PM,English,Free,"Citizenship Classes, Tue. & Thurs., On-going; By appointment only; Students must have a green card - Pre-registration required.","To make an appointment, please call (213) 228-7390.","630 W 5th St
Los Angeles, CA 90071
(34.050931, -118.254965)"
01/07/2020,Los Angeles Public Library,Central Library,5:00PM,7:00PM,English,Free,"Interview Tutoring Session for Lawful Permanent Residents, Tues. & Thurs., 1/7-3/31.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","630 W 5th Street
Los Angeles, CA 90071
(34.050931, -118.254965)"
01/07/2020,Los Angeles Public Library,Westwood Branch Library,12:30PM,3:30PM,Farsi & English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tuesdays, 1/7-3/24.","To register, please call (818) 616-3091. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","1246 Glendon Ave
Los Angeles, CA 90024
(34.057437, -118.44184)"
01/08/2020,International Rescue Committee (IRC),Library Connection @ Adams Square (Glendale),6:30PM,9:00PM,English,Free,"Citizenship Classes, Wednesdays, On-going; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","1100 E Chevy Chase Dr
Glendale, CA 91205
(34.133874, -118.241452)"
01/10/2020,Los Angeles Public Library,Platt Branch Library,9:30AM,12:30PM,Farsi & English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Fridays, 1/10-3/27.","To register, please call (818) 616-3091. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","23600 Victory Blvd
Woodland Hills, CA 91367
(34.186597, -118.641938)"
01/11/2020,Los Angeles Public Library,Exposition Park Regional Branch Library,2:30PM,5:00PM,Spanish Only (English Exempt Class),Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/14.","To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","3900 S Western Ave
Los Angeles, CA 90062
(34.014404, -118.308909)"
01/11/2020,Los Angeles Public Library,R.L. Stevenson Branch Library,10:00AM,12:30PM,Spanish Only (English Exempt Class),Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-4/4.","To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","803 Spence St
Los Angeles, CA 90023
(34.02755, -118.197954)"
01/11/2020,Los Angeles Public Library,Cahuenga Branch Library,2:00PM,5:00PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)"
01/11/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Wilshire Branch Library (Near Koreatown),10:00AM,1:30PM,English,Free,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)"
01/11/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Vernon Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)"
01/11/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Mar Vista Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)"
01/11/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Lake View Terrace Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","12002 Osborne St Lake View Terrace
CA 91342"
01/11/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Pico Union Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)"
01/11/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Cahuenga Branch Library,2:00PM,5:00PM,English,Free,"Citizenship Classes, Saturdays, 1/11-3/28; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","4591 Santa Monica Blvd
Los Angeles, CA 90029
(34.090869, -118.28893)"
01/11/2020,Los Angeles Public Library,Mar Vista Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","12006 Venice Blvd
Los Angeles, CA 90066
(34.006032, -118.429088)"
01/11/2020,Los Angeles Public Library,Junipero Serra Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-4/11.","To register, please call (213) 385-7800. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","4607 S Main St
Los Angeles, CA 90037
(34.001719, -118.273971)"
01/11/2020,Los Angeles Public Library,Pico Union Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","1030 S Alvarado St
Los Angeles, CA 90006
(34.050903, -118.280371)"
01/11/2020,Los Angeles Public Library,Lake View Terrace Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","12002 Osborne St
Lake View Terrace, CA 91342
(34.273157, -118.394305)"
01/11/2020,Los Angeles Public Library,Wilshire Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","149 N Saint Andrews Pl
Los Angeles, CA 90004
(34.073819, -118.311366)"
01/11/2020,Los Angeles Public Library,Vernon Branch Library,10:00AM,1:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Saturdays, 1/11-3/28.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","4504 S Central Ave
Los Angeles, CA 90011
(34.002689, -118.256482)"
01/13/2020,Los Angeles Public Library,Benjamin Franklin Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Tue., 1/13-3/17.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","2200 E 1st Street
Los Angeles, CA 90033
(34.0444, -118.212268)"
01/13/2020,Los Angeles Public Library,Harbor City/ Gateway Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Wed., 1/13-3/18.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","24000 S Western
Harbor City, CA 90710
(33.806862, -118.307519)"
01/13/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Harbor Gateway-Harbor City Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","2400 S Central Ave
Los Angeles, CA 90710
(34.019876, -118.254481)"
01/13/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Pio Pico Branch Library,1:00PM,3:00PM,English,Free,"Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","694 S Oxford Ave
Los Angeles, CA 90066
(34.060041, -118.307829)"
01/13/2020,International Rescue Committee (IRC),Glendale Central Library,5:30PM,7:00PM,English,Free,"Citizenship Classes, Mon. & Thurs., 1/13-3/19; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","222 E Harvard St
Glendale, CA 91205
(34.14443, -118.253506)"
01/13/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Benjamin Franklin Library/New Americans Center,5:30PM,7:30PM,English,Free,"Citizenship Classes, Mon. & Tue., 1/13-3/17; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","2200 E 1st St
Los Angeles, CA 90033
(34.0444, -118.212268)"
01/13/2020,International Rescue Committee (IRC),IRC Main Office,10:00AM,11:45AM,Armenian,Free,"Citizenship Classes, Mon. & Wed., 1/13-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","625 N Maryland Ave
Glendale, CA 91206
(34.155421, -118.253809)"
01/13/2020,Los Angeles Public Library,Pio Pico - Koreatown Branch Library,1:00PM,3:00PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mon. & Wed., 1/13-3/18.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","694 S Oxford Ave
Los Angeles, CA 90005
(34.060041, -118.307829)"
01/14/2020,Los Angeles Public Library,Panorama City Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tues. & Thurs., 1/14-3/12.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)"
01/14/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Panorama City Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes, Tue. & Thurs., 1/14-3/12; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","14345 Roscoe Blvd
Panorama City, CA 91402
(34.221598, -118.446208)"
01/14/2020,International Rescue Committee (IRC),West Covina Library,5:00PM,7:30PM,English,Free,"Citizenship Classes, Tuesdays, 1/14-3/17; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","1601 W West Covina Pkwy West
Covina, CA 91790
(34.070752, -117.940774)"
01/16/2020,International Rescue Committee (IRC)/Los Angeles Public Library,El Sereno Branch Library,5:00PM,7:30PM,English,Free,"Citizenship Classes, Thursdays, 1/16-3/19; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","5226 Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)"
01/16/2020,Los Angeles Public Library,El Sereno Branch Library,5:00PM,7:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Thursdays, 1/16-3/19.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","5226 S Huntington Dr
Los Angeles, CA 90032
(34.089494, -118.16855)"
01/21/2020,Catholic Charities of Los Angeles,Mi Casa es Puebla,5:00PM,8:00PM,English & Spanish,Free,"Citizenship Classes for those taking the test in English, Tuesdays, 1/21 - 2/25.","To register, please call (213) 251-3484 or email nmiceli@ccharities.org.","328 S Indiana St
Los Angeles, CA 90063
(34.032504, -118.192375)"
01/22/2020,Catholic Charities of Los Angeles,Catholic Charities of Los Angeles,12:30PM,3:30PM,English; Spanish; Mandarin,Free,"Citizenship Classes for those taking the test in English, Wednesdays, 1/22-4/8.","To register, please call (213) 251-3484 or email nmiceli@ccharities.org.","1530 James M Wood Blvd
Los Angeles, CA 90015
(34.050534, -118.272477)"
01/22/2020,Catholic Charities of Los Angeles,Temple Judea,7:00PM,9:00PM,English,Free,"Citizenship Classes for those taking the test in English, Wednesdays, 1/22 - 3/25.","To register, please call (213) 700-9363 or email nmiceli@ccharities.org.","5429 Lindley Ave
Tarzana, CA 91356
(34.168826, -118.527276)"
01/24/2020,Catholic Charities of Los Angeles,BPACE,8:00AM,12:00PM,English & Spanish,Free,"Citizenship Classes for those taking the test in English, Fridays, 1/24 - 4/10.","To register, please call (213) 251-3484 or email nmiceli@ccharities.","4640 Maine Ave
Baldwin Park, CA 91706
(34.096708, -117.960501)"
01/25/2020,Catholic Charities of Los Angeles,Glendale Central Library - TechSpace,9:00AM,12:00PM,English; Armenian; Farsi; Arabic,Free,"Citizenship Classes, for those taking the test in English, Saturdays, 1/25-5/2.","To register, please call (213) 251-3484 or email nmiceli@ccharities.org.","222 E Harvard St
Glendale, CA 91205
(34.14443, -118.253506)"
01/27/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Alma Reaves-Watts Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes, Mondays, 1/27-3/23; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","10205 Compton Ave
Los Angeles, CA 90002
(33.943967, -118.246226)"
01/27/2020,Los Angeles Public Library,Alma Reaves Woods-Watts Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Mondays, 1/27-3/23.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","10205 Compton Ave
Los Angeles, CA 90002
(33.943967, -118.246226)"
01/28/2020,International Rescue Committee (IRC)/Los Angeles Public Library,Chinatown Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes, Tue. & Wed., 1/28-3/25; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","639 N Hill St
Los Angeles, CA 90012
(34.060176, -118.240947)"
01/28/2020,Los Angeles Public Library,Chinatown Branch Library,5:30PM,7:30PM,English,Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Tues. & Wed., 1/28-3/25.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","639 N Hill St
Los Angeles, CA 90012
(34.060176, -118.240947)"
01/29/2020,International Rescue Committee (IRC)/Los Angeles Public Library,West Valley Regional Library,5:00PM,7:00PM,Spanish,Free,"Citizenship Classes, Wednesdays, 1/29-3/18; Students must have a green card - Pre-registration required.","To register, please call or email: 1(888) 839-8682, CFCP-LA@Rescue.org.","19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)"
01/29/2020,Los Angeles Public Library,West Valley Regional Branch Library,5:00PM,7:00PM,Spanish Only (English Exempt Class),Free,"Citizenship Classes to prepare for the U.S. Citizenship Exam. Classes for Lawful Permanent Residents, Wednesdays, 1/29-3/18.","To register, please call (888) 839-8682. For ADA accommodations, please call (213) 228-7430 at least 72 hours prior to the event.","19036 Vanowen St
Reseda, CA 91335
(34.193858, -118.548247)"
02/01/2020,Catholic Charities of Los Angeles,Pasadena Library,10:00AM,2:00PM,English; Spanish; Arabic; Farsi; Armenian,Free,"Citizenship Workshop, appointment recommended.","To register, please call (213) 318-5713 or email SYaghazarian@ccharities.org.","285 E Walnut Street
Pasadena, CA 91101
(34.149519, -118.144339)"
02/01/2020,CARECEN-LA and Mayor's Office of Immigrant Affairs,CARECEN-LA,9:00AM,1:00PM,English & Spanish,Free,"Citizenship Workshop, by appointment only.","To register, please call (213) 814-5248.","2845 W 7th St
Los Angeles, CA 90005
(34.059792, -118.285411)"
02/22/2020,Catholic Charities of Los Angeles,Resurrection Church,9:00AM,3:00PM,English & Spanish,Free,"DACA Workshop, appointment recommended.","To register, please call (213) 251-3484 or email GCebrero@ccharities.org.","3324 East Opal Street
Los Angeles, CA 90023
(34.022949, -118.205644)"
02/27/2020,International Rescue Committee (IRC),Our Lady of the Holy Rosary School's Auditorium,5:30PM,8:30PM,English,Free,Citizenship information session. Find out if you quality for citizenship. Registration is mandatory.,"To register, please call (888) 839-8682 or email marylin.tomas@rescue.org.","7802 Vineland Ave Sun Valley
CA 91352"
02/29/2020,Catholic Charities of Los Angeles,Our Lady of Grace Church,10:00AM,3:00PM,English; Spanish; Arabic; Farsi; Armenian,Free,"Citizenship Workshop, appointment recommended.","To register, please call (213) 251-3484 or email GCebrero@ccharities.org.","5011 White Oak Avenue
Encino, CA 91316
(34.160417, -118.518573)"
02/29/2020,NALEO Educational Fund,Teamsters Local 630,9:00AM,12:00PM,English & Spanish,Free,"Citizenship Workshop, RSVP recommended.","To register, please call (888) 839-8682.","750 Stanford Ave
Los Angeles, CA 90021
(34.037851, -118.245618)"
03/21/2020,International Rescue Committee (IRC),Our Lady of the Holy Rosary School's Auditorium,9:00AM,5:00PM,English,Free,"Citizenship Workshop, resgistration is mandatory.","To register, please call (888) 839-8682 or email marylin.tomas@rescue.org.","7802 Vineland Ave Sun Valley
CA 91352"
09/02/2020,Catholic Charities of Los Angeles,Online: Click here to register,4:00PM,5:00PM,Spanish,Free,Virtual Public Charge information session. You will have an opportunity to ask questions and register for a free phone consultation.,,
09/02/2020,Catholic Charities of Los Angeles,Online: Click here to register,2:00PM,3:00PM,English,Free,Virtual Citizenship information session. You will have an opportunity to ask questions and register for a free phone consultation.,,
09/02/2020,Catholic Charities of Los Angeles,Online: Click here to register,10:00AM,11:00AM,English,Free,Virtual Public Charge information session. You will have an opportunity to ask questions and register for a free phone consultation.,,
09/17/2020,Catholic Charities of Los Angeles,Catholic Charities of Los Angeles,8:30AM,4:00PM,English,Free,Drop-in event to provide information on the pathway to Citizenship. Guests will receive take-home materials and a free tote bag. This is a walk-in (in-person) event. *Masks and temperature checks are required* Space is limited.,"For more information, please call (213) 251-3411.","1530 James M Wood Blvd
Los Angeles, CA 90015
(34.050534, -118.272477)"
