"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"242",,"North College Ave from West 9th Street to West 10th Street
November 25, 2013 thru December 20, 2013
WESTERN SOUTHBOUND LANE CLOSED; possible delays, signage in place.
Roger Taylor Excavating has scheduled a water main project, weather permitting.  If you","true",,"Lane Restriction","hrk3qpbaq13gosmv6hgn2fsqts",,"2013-11-25T00:00:00.000","2013-12-21T00:00:00.000",,,"N. College Ave from W. 9th St to W. 10th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"243",,"Parks and Recreation Performing Arts Series
Monroe County Courthouse Concert
11:00 a.m. to 1:00 p.m.","true","Public Works","Noise Permit","e81dqkthui828qidsrtbr0ud70",,"2014-05-08T00:00:00.000","2014-05-09T00:00:00.000",,,"Concert at Courthouse","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"244",,"South Washington Street from East 3rd Street to East Smith Avenue
December 11, 2013
Road Closed; expect to detour, signage in place
JDH Contracting has scheduled an underground utilities installation project from 7:00 a.m. to 5:00 p.m.  If you experience","true",,"Road Closed","uqjdj2vocupc1rf92g0pq1b8vg",,"2013-12-11T00:00:00.000","2013-12-12T00:00:00.000",,,"S. Washington St from E. 3rd St to E. Smith Ave","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"245",,"West 17th Street at North College Avenue
December 18, 2013 thru December 19, 2013
Lane Restrictions; two-way traffic will be maintained, expect short delays, traffic control and signage in place
City of Bloomington Utilities Department has scheduled a sto","true","Utilities","Lane Restriction","0r4c9qqgj36e2lor8avr8mhtt4",,"2013-12-18T00:00:00.000","2013-12-20T00:00:00.000",,,"W. 17th St at N. College Ave","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"246",,"North College Avenue at West 17th Street
December 18, 2013 thru December 19, 2013
Lane Restrictions; two-way traffic will be maintained, expect short delays, traffic control and signage in place
City of Bloomington Utilities Department has scheduled a sto","true","Utilities","Lane Restriction","hq2trgtltik1u1j1vev9cn7n88",,"2013-12-18T00:00:00.000","2013-12-20T00:00:00.000",,,"N. College Ave at W. 17th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"247",,"Hilton Garden Inn
1/10-1/11/14 6:00 pm - 3:00 pm
200 N Col, meters 211A & B","true",,"Reserved Meter","023ouvi7p8gqha5d393b64olhg",,"2014-01-10T18:00:00.000","2014-01-11T15:00:00.000",,,"Reserved meters 211A & B 200 N College Hilton Garden Inn","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"248",,"200 N College, meters 211A & B

1/13/14 - 1/14/14  4:30 pm - 6:00 pm","true",,"Reserved Meter","qkcm7ovl1htjj1h2r9d95lgkno",,"2014-01-13T16:30:00.000","2014-01-14T18:00:00.000",,,"Reserved Meters 200 N College, meters 211A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"249",,"200 N College, meters 211A & B
1/17/14 - 1/18/14  6:00 pm - 1:00 pm","true",,"Reserved Meter","4mtdnd9c1eeg85p08mga2614k0",,"2014-01-17T18:00:00.000","2014-01-18T13:00:00.000",,,"Reserved Meters 200 N College, meters 211A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"250",,"200 N College, meters 211A & B
1/18/14 - 1/19/14  4:00 pm - 2:00 pm","true",,"Reserved Meter","kdfm2uo5llen9u1i4c74cr7seg",,"2014-01-18T16:00:00.000","2014-01-19T14:00:00.000",,,"Reserved Meters 200 N College, meters 211A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"252",,"South Rockport Road from West Countryside Lane to West Coolidge Drive
January 16, 2014
Road Closed; expect to detour, signage in place.
The City of Bloomington Utilities Department has scheduled a water project, weather permitting, from 8:00 a.m. to 2:30","true","Utilities","Road Closed","cfchu28esu6s818rcghhhvbfjg",,"2014-01-16T00:00:00.000","2014-01-17T00:00:00.000",,,"S. Rockport Rd from W. Countryside Ln to W. Coolidge Drive","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"253",,"Everywhere signs
1/17/14 7:30 - 1:00 pm
400 E 5th, 411A & B","true",,,"uuiokg9o0fgeckd88p63f8eqf0",,"2014-01-17T07:00:00.000","2014-01-17T13:00:00.000",,,"Everywhere sign","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"254",,"Meters 207 A&B, 200 N. College, 1/17/14 -1/18/14, starting 11:00am on the 17th thru 9:00am on the 18th. Reserved by Hilton Garden Inn for Penn State Wrestling.","true",,"Reserved Meter","ffr09vd0d3jcvcdj3mp00tdao4",,"2014-01-17T11:00:00.000","2014-01-18T09:00:00.000",,,"Reserved Meters  207 A&B, 200 N. College","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"255",,"1/21/14 10:00 am - 3:00 pm Buskirk Chumley

Lot 3, meters P47-P49","true",,,"odqc692up4afipdohbntubg4rs",,"2014-01-21T10:00:00.000","2014-01-21T15:00:00.000",,,"P49","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"256",,"1/27/14 10:00 am - 3:00 pm Buskirk Chumley

Lot 3 meters P47-P49","true",,,"6q7df9142ikgng044vpf5rme3o",,"2014-01-27T10:00:00.000","2014-01-27T15:00:00.000",,,"P49","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"257",,"1/25/14 - 1/26/14 4:00 pm - 2:00 pm

Hilton Inn , 200 N College, 211A&B","true",,"Reserved Meter","tkh6ete1ieieqqtdi3gcalpr0g",,"2014-01-25T16:00:00.000","2014-01-26T14:00:00.000",,,"Reserved meters Hilton Inn , 200 N College, 211A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"258",,"1/23/14 - 1/25/14 5:00 pm - 1:00 pm

Hilton Inn, 200 N College, 211A&B and 209A&B","true",,"Reserved Meter","25l1tm73idegdunadmep7n97as",,"2014-01-23T17:00:00.000","2014-01-25T13:00:00.000",,,"Reserved Meter Hilton Inn, 200 N College, 211A&B and 209A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"259",,"Use of Public Streets for 4th Street Festival of the Arts and Crafts
August 29, 2014 thru August 31, 2014
4th Street between Lincoln and Indiana
Grant Street between Kirkwood and Third
Dunn Street between Kirkwood and Third
Road Closed, from 5:00 p.m. Fri","true","Public Works","Road Closed","3e1h288gehk67v231oneqp7vfc",,"2014-08-29T00:00:00.000","2014-09-01T00:00:00.000",,,"4th Street Festival","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"260",,"No Parking signs to the Hilton for the following dates and times:

1/30/14 - 2/1/14 200 N College 207 A&B and 209 A&B

7:00 pm - 12 pm","true",,"Reserved Meter","oio07nllce7q2k7jobcqpdkf88",,"2014-01-30T19:00:00.000","2014-02-01T12:00:00.000",,,"Reserved Meters 200 N College 207 A&B and 209 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"261",,"Buskirk Chumley, Lot 3 meters P47-P49
2/4/14 2:00 pm - Midnight","true",,"Reserved Meter","31pdk0cf3p8vc2ud8nfb58u8ik",,"2014-02-04T14:00:00.000","2014-02-05T00:00:00.000",,,"P49","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"262",,"January 31, 2014 thru February 7, 2014
Road Closed; expect to detour, signage in place.
Access for school bus traffic will be maintained before 8:00 a.m. and after 3:00 p.m. Access to Cascades Golf Course will be available from Kinser Pike.
Fox Constructi","true",,"Road Closed","6vu7n9bqg4j6pocbbgu7qo5ooo",,"2014-01-13T00:00:00.000","2014-02-01T00:00:00.000",,,"W. Clubhouse Dr from N. Kinser Pike to N. Old SR 37","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"263",,"W. 9th Street from North College Avenue to North Morton Street
January 31, 2014 thru February 7, 2014
Road Closed, expect to detour, signage in place.
Shiel Sexton Contractors has scheduled a project to construct Springhill Suites Hotel.
If you have any q","true",,,"2bq36a2of16kanodc964ep9qk4",,"2014-01-17T00:00:00.000","2014-02-01T00:00:00.000",,,"W. 9th St from N. College Ave to N. Morton St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"264",,"2/4/14 8:00 am - 12:00 pm
100 N Walnut
100A & B, 102A & B","true",,"Reserved Meter","7jucnq862dbolp0fk23osccofc",,"2014-02-04T20:00:00.000","2014-02-05T12:00:00.000",,,"100 N Walnut 100A & B, 102A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"265",,"Hilton has reserved meters 211 A & B, 200 N. College, 2/7/14 - 2/8/14 6:00 PM - 11:00 AM.","true",,"Reserved Meter","f06se1c8vpo1g2nvguqd0higvc",,"2014-02-07T18:00:00.000","2014-02-08T11:00:00.000",,,"Reserved meters 211 A & B, 200 N. College Hilton","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"266",,"2/6/14 5:00 pm - 10:00 pm
200 N Wal, 204A & B","true",,,"bqpqff6sesrp1p2veo6nc2m5b8",,"2014-02-06T17:00:00.000","2014-02-06T22:00:00.000",,,"Reserved Parking Meters200 N Wal, 204A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"267",,"2/7/14 noon - 10:00 pm

200 N Walnut 204A&B, 206A","true",,"Reserved Meter","37vom944dsai5cdhle0vfsab4g",,"2014-02-07T12:00:00.000","2014-02-07T22:30:00.000",,,"Bluebird 200 N Walnut 204A&B, 206A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"268",,"East 13th Street from North Indiana Avenue to East 14th Street
February 12, 2014 thru February 13, 2014
Road Closed; expect to detour, signage in place
Duke Energy has scheduled transmission installation project from 8:00 a.m. to 5:00 p.m. If you experien","true",,"Road Closed","278m9jn28nl955bsukda1bu5h4",,"2014-02-12T00:00:00.000","2014-02-14T00:00:00.000",,,"E. 13th St from N. Indiana Ave to E. 14th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"269",,"South Banta Avenue from West Ralston Drive to West Country Club Drive
February 12, 2014
Road Closed; expect to detour, signage in place
Hydaker-Wheatlake Company has scheduled utility pole installation project for Duke Energy from 9:00 am. to 1:00 p.m.  I","true",,"Road Closed","8vpqu590dae19frf32240elkp8",,"2014-02-12T00:00:00.000","2014-02-13T00:00:00.000",,,"S. Banta Ave from W. Ralston Dr to W. Country Club Dr","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"270",,"2/11/14 - 2/13/2014 4:00 pm - 5:30 pm

200 N College 211A & B","true",,,"ji2g6ugj6g3teka4arldhmdhls",,"2014-02-11T16:00:00.000","2014-02-13T17:30:00.000",,,"Meters Reserved 200 N College 211A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"271",,"Hilton 200 N College, meters 211 A & B, 2/17/14 -2/18/14, 7:30 pm - 7:30 pm.","true",,"Reserved Meter","to6lb6k059v46ghk2lfliohkio",,"2014-02-17T19:30:00.000","2014-02-18T19:30:00.000",,,"200 N College, meters 211 A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"272",,"Arts Fair on the Square Event
Bloomington Playwrights Project
West 6th Street from North College Avenue to North Walnut Street from 5:30am to 6:30pm
West Kirkwood Avenue from North College Avenue to North Walnut Street from 5:30am to 9:30am and from 5:00p","true","Public Works",,"hjd7i9ns4vi56hfekbgbernd94",,"2014-06-21T00:00:00.000","2014-06-22T00:00:00.000",,,"Arts Fair on the Square","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"273",,"YMCA Spring Run 5K and 10K from 8:00am to noon
April 12, 2014
Route:  S. Highland Avenue, E. Winslow Road, E. Allendale Drive, S. Bainbridge Drive, E. Elliston Drive, S. Laurel Court, S. Laura Way and E. Heather Drive.","true","Public Works","Lane Restriction","e16ohjmsp30tsuq60pgcnlcue8",,"2014-04-12T00:00:00.000","2014-04-13T00:00:00.000",,,"YMCA Spring Run 5K and 10K","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"274",,"Clips Beer and Film Tour
May 30, 2014 from 6:00pm to 11:00pm
Event scheduled at Bryan Park","true","Public Works","Noise Permit","49smc5lpsqo6kc73s2ju4oado0",,"2014-05-30T00:00:00.000","2014-05-31T00:00:00.000",,,"Clips Beer and Film Tour","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"275",,"Bloomington AIDS Walk
March 29, 2014 from 9:00am to Noon
Event will take place on the B-Line Trail","true","Public Works","Noise Permit","r5mf1npln2d0d8trjm5m0gtpp4",,"2014-03-29T00:00:00.000","2014-03-30T00:00:00.000",,,"Bloomington AIDS Walk","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"276",,"Hilton has requested reserved meters 2/21/2014 - 2/22/2014, , 6pm - 2pm, meters","true",,"Reserved Meter","hjd0d2nl4k4honfsmp4lb1cdv0",,"2014-02-21T18:00:00.000","2014-02-22T14:00:00.000",,,"Reserved Meters 200 N. College 211 A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"277",,"E. 7th Street from SR 45/46 Bypass to Longview Ave
7:30 a.m. to 2:00 p.m.
Lee Huss","true",,,"q2km24qg39rieaqqipp7butfs0",,"2014-04-26T00:00:00.000","2014-04-27T00:00:00.000",,,"St Marks","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"278",,"February 15, 2014
Lane Restriction; expect short delays, traffic control personnel, and signage in place.
Commercial Services has scheduled a roof top HVAC installation project from 7:00 a.m. to 10:00 a.m.  If you experience any problems with this project","true",,"Lane Restriction","58jajckfunp70jm748d5hp0ip0",,"2014-02-15T00:00:00.000","2014-02-16T00:00:00.000",,,"E. 3rd St from S. Walnut St to North/South Alleyway","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"279",,"Intersection of West 6th Street and North Pine Street
February 17, 2014
Lane Restriction; expect short delays, traffic control personnel, and signage in place.
City of Bloomington Utilities Department has scheduled a water project, weather permitting, fro","true","Utilities","Lane Restriction","tm1rdqvrk1th9paqmmfq7s1q2c",,"2014-02-17T00:00:00.000","2014-02-18T00:00:00.000",,,"Intersection of W. 6th St and N. Pine St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"280",,"East 13th Street from North Indiana Avenue to East 14th Street
February 17, 2014 thru February 21, 2014
Road Closed from 8 AM to 4 PM daily; expect to detour, signage in place
Duke Energy has scheduled transmission installation project from 8:00 a.m. to 5","true",,"Road Closed","kbs4d22dqteg4d5q9841boi3rc",,"2014-02-17T00:00:00.000","2014-02-22T00:00:00.000",,,"E. 13th St from N. Indiana Ave to E. 14th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"281",,"North College Avenue from West 7th Street to West 8th Street
February 17, 2014
Lane Restriction; expect short delays, signage in place
City of Bloomington Utilities Department has scheduled an emergency water main break repair from 10:30 a.m. to 3:30 p.m.","true","Utilities","Lane Restriction","in4chnfh6p95dnj9iu5ddphcko",,"2014-02-17T00:00:00.000","2014-02-18T00:00:00.000",,,"N. College Ave from W. 7th St to W. 8th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"282",,"No Parking Signs to the Buskirk Chumley:

2/22/14 8:00 am - midnight  (100 S Wash, meters 105A&B)","true",,"Reserved Meter","e2j51r7bcj4h0ug77hu8a383o8",,"2014-02-22T20:00:00.000","2014-02-23T00:00:00.000",,,"Buskirk Chumley  (100 S Wash, meters 105A&B)","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"283",,"2/22/14 8:00 am - midnight

100 S Washington, 105A&B
9 signs for the alley behind the Buskirk Chumley","true",,"Reserved Meter","1pacqedalob82p0fnmsr8j2o4s",,"2014-02-22T08:00:00.000","2014-02-23T00:00:00.000",,,"Reserved Meters 100 S Washington, 105A&B 9 signs for the alley behind the Buskirk Chumley","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"284",,"February 24, 2014 thru March 28, 2014
Road Closed; expect to detour, signage in place.
Indiana University has scheduled a utility line relocation project.  If you experience any problems with this project, please contract City Engineering at 349-3400.","true",,"Road Closed","7vua5kmveeql6vkd27mo7io058",,"2014-01-24T00:00:00.000","2014-03-29T00:00:00.000",,,"Intersection of E. 12th St and N. Woodlawn Ave","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"285",,"February 24, 2014 thru February 28, 2014
Lane Restriction; expect short delays, signage in place.
Fox Construction has scheduled a side path project, weather permitting.  If you experience any problems with this project, please contact City Engineering at","true",,"Lane Restriction","mdrs4l8ks38mn0hokmmiaoo72g",,"2014-02-07T00:00:00.000","2014-03-01T00:00:00.000",,,"W. Clubhouse Dr from N. Kinser Pike to N. Old SR 37","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"286",,"South Rockport Road from South Rogers Street to West Country Club Drive/West Tapp Road
February 25, 2014
Road Closed; accessible to local traffic only, expect to detour, and signage in place.
City of Bloomington Utilities Department has scheduled a water","true","Utilities","Road Closed","itese3c9r1drnqqto2oucfnpeg",,"2014-02-25T00:00:00.000","2014-02-26T00:00:00.000",,,"S. Rockport Rd from S. Rogers St to W. Country Club Dr","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"287",,"Hilton has requested meters 211 A & B, 3/1/2014 to 3/2/2014, 5pm - 3pm, 200 N College.","true",,"Reserved Meter","5j6at1vtj5s28iq7s1dcqonc4o",,"2014-03-01T17:00:00.000","2014-03-02T15:00:00.000",,,"Reserved Meters  211 A & B, 200 N College Hilton","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"288",,"Hilton has requested meters 211 A & B, 3/4/2014 to 3/5/2014, 2pm - 6pm, 200 N College.","true",,"Reserved Meter","i21acpdk75tqipb6lgd1m7svi8",,"2014-03-04T14:00:00.000","2014-03-05T18:00:00.000",,,"Reserved Meters 200 North College 211 A & B Hilton","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"289",,"The Tap for 2/28/14 - 3/1/14.","true",,"Reserved Meter","qm9cp4ovhl0p84p4gkegio3i88",,"2014-02-28T08:00:00.000","2014-03-01T22:00:00.000",,,"RESERVED METERS W5th, 202A & B The Tap","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"290",,"3/3/14 5:00 pm - 7:00 pm

200 N Wal 200A & B","true",,"Reserved Meter","fnrm4b9hlvlj0uuipmlftmpovs",,"2014-03-03T17:00:00.000","2014-03-03T19:00:00.000",,,"Reserved Meters  200 N Wal 200A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"291",,"Community Bike Rodeo
May 30, 2014 thru May 31, 2014
City owned parking lot at 10th and Rogers will be closed for the event.","true","Public Works",,"f3idcdph1t7s7m7c5tgmrmtbrs",,"2014-05-30T00:00:00.000","2014-06-01T00:00:00.000",,,"Community Bike Rodeo","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"292",,"February 28, 2014 thru March 8, 2014
Lane Restriction; expect short delays, traffic control personnel, and signage in place.
City of Bloomington Utilities Department has scheduled a storm sewer project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If","true","Utilities","Lane Restriction","1oaqmc6p6mbd4bqe475025lsn0",,"2014-03-02T00:00:00.000","2014-03-03T00:00:00.000",,,"N. Fairview St from W. 12th St to W.13th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"293",,"Bluebird has requested 3 reserved meters (204 A&B, 206 A), 200 N Walnut, 3/6/2014, 12 pm - 10 pm.","true",,"Reserved Meter","l2id0i3ie6h158jes6r16ntl8c",,"2014-03-06T12:00:00.000","2014-03-06T22:00:00.000",,,"Reserved Meters  (204 A&B, 206 A), 200 N Walnut","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"294",,"Bluebird has requested 2 reserved meters (204 A&B), 200 N Walnut, 3/5/2014, 5 pm - 10 pm.","true",,"Reserved Meter","q10f8uapdom8rtmubr2q6hanls",,"2014-03-05T17:00:00.000","2014-03-05T22:00:00.000",,,"Reserved Meters (204 A&B), 200 N Walnut Bluebird","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"295",,"March 10, 2014 thru March 14, 2014
Lane Restriction; expect short delays, traffic control personnel, and signage in place.
City of Bloomington Utilities Department has scheduled a storm sewer project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If yo","true","Utilities","Lane Restriction","v1g67jcc09iso5770f07kalo28",,"2014-02-24T00:00:00.000","2014-03-09T00:00:00.000",,,"W. 17th St from N. College Ave to N. Woodburn Ave","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"296",,"March 10, 2014 thru March11, 2014
Road Closed; local traffic only, expect to detour, signage in place.
City of Bloomington Utilities Department has scheduled a storm sewer project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any pro","true","Utilities","Road Closed","db0667rt13b9891unq3ru9dgco",,"2014-03-10T00:00:00.000","2014-03-12T00:00:00.000",,,"N. Woodburn Ave from W. 16th St to W. 17th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"297",,"3/24/14-3/26/14
9:00 am - 3:00 pm
200 N College, meters 211A&B","true",,"Reserved Meter","ibovknclke852a8bvougmi9be8",,"2014-03-24T09:00:00.000","2014-03-26T15:00:00.000",,,"Reserved Meters 200 N College, meters 211A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"298",,"Tails on the Trail 5K
March 29, 2014
Pets Alive is hosting a 5K fundraiser event from 7:30 am to 1:30 pm on the B-Line Trail","true","Public Works","Noise Permit","2mbvah50rv2ie3d7uecoetl5fg",,"2014-03-29T00:00:00.000","2014-03-30T00:00:00.000",,,"Tails on the Trail 5K","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"299",,"Wendt/Carter Wedding Event
April 12, 2014 from 8:00am to 11:00 pm
Wedding Event at the Waterfall Shelter at Cascades Park","true","Public Works","Noise Permit","sv8kq95uv6g4t18684v0mqqpbs",,"2014-04-12T00:00:00.000","2014-04-13T00:00:00.000",,,"Cascades Park Wedding Event","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"300",,"Delphi Signs & Graphics for 3/18/14.10:00 am - 4:00 pm
meters 600 N Col
605B & 607A","true",,"Reserved Meter","bs9fd1m3q7o24q188jil1235o4",,"2014-03-18T10:00:00.000","2014-03-18T16:00:00.000",,,"Reserved Meters Delphi Signs & Graphics  600 N Col 605B & 607A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"301",,"North Fee Lane from East 11th Street to East Law Lane
March 17, 2014 thru March 21, 2014
Intermittent Closures: expect to detour, signage in place.
Duke Energy has scheduled an electrical transmission line project.  If you experience any problems with thi","true",,,"p7r92i4m369kfdsn538v7bn0vs",,"2014-03-17T00:00:00.000","2014-03-22T00:00:00.000",,,"N. Fee Lane from E. 11th St to E. Law Lane","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"302",,"March 17, 2014 thru March 21, 2014
Lane Restriction; possible lane shifts, signage in place.
Indiana University has scheduled a project to install underground utilities in the western parking area of North Union Street.  If you experience any problems wit","true",,"Lane Restriction","9oejcibo761p1740dbtgchu1h4",,"2014-03-17T00:00:00.000","2014-03-22T00:00:00.000",,,"N. Union St from E. 7th St to E. 10th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"303",,"March 19, 2014 to March 21, 2014
Lane Restrictions; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a road repair project, weather permitting, from 7:00 a.m. to 3:00 p.m.  If you experience any problems with this","true","Street","Lane Restriction","2hqhffhk8f46iqe8do3otvmh1g",,"2014-03-19T00:00:00.000","2014-03-24T00:00:00.000",,,"S. Clarizz Blvd from E. Covenanter Dr to E. Goodnight Way","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"304",,"DO NOT PUT THIS IN THE ROAD CLOSINGS LIST
Fritz Terrace Clean Up
May, 3rd from 8:00 a.m. to 2:00 p.m.
Windcrest Drive from Parkview Drive to Winding Way will be one way south and will be the staging area for the clean up.","true",,,"rs6lne8gu9ur10a9hhjthruouo",,"2014-05-03T00:00:00.000","2014-05-04T00:00:00.000",,,"Fritz Terrace Neighborhood Clean Up","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"305",,"Mann Plumbing:

March 25 & 26 8:00 - 5:00 pm

E 5th, meters 503A and 505A&B","true",,"Reserved Meter","s9i34s7hf0jga8c0ulrelak6tk",,"2014-03-25T08:00:00.000","2014-03-26T17:00:00.000",,,"Mann Plumbing","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"306",,"March 24, 2014 thru March 26, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a tree removal project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with th","true","Street","Lane Restriction","3r11u3886a7kmhasalbek1l98k",,"2014-03-24T00:00:00.000","2014-03-27T00:00:00.000",,,"E. Moores Pike from S. Fenbrook Ln to S. Olcott Blvd","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"307",,"March 25, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
Shiel Sexton has scheduled a construction material and equipment delivery project.  If you experience any problems with this project, please contact City","true",,"Lane Restriction","pgj69onf78fp70vhs6r2n6p5do",,"2014-03-25T00:00:00.000","2014-03-26T00:00:00.000",,,"W. Kirkwood Ave from N. Morton St to N. College Ave","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"308",,"3/21/14 - 3/22/14
200 N College
211A& B
2:30 pm - 5:00 pm","true",,"Reserved Meter","ds2er2acaammli02f4u4vfpn8s",,"2014-03-21T14:30:00.000","2014-03-22T17:00:00.000",,,"Reserved Meters 200 N College 211A& B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"309",,"March 24, 2014
Road Closed; expect to detour, signage in place.
City of Bloomington Utilities Department has scheduled a water project, weather permitting, from 8:00 a.m. to 3:30 p.m.  If you experience any problems with this project, please contact Utili","true","Utilities","Road Closed","gnnn9627gd9ook0lllo3kb6gug",,"2014-03-24T00:00:00.000","2014-03-25T00:00:00.000",,,"W. Kissel Drive at South Rockport Road","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"310",,"No Parking signs to the Hilton:

3/26-3/27/14 3:00 pm - 6:00 pm

200 N College, 211A & B","true",,"Reserved Meter","6t0c5ps7t0mc2dbevm2kof909k",,"2014-03-26T15:00:00.000","2014-03-27T18:00:00.000",,,"200 N College, 211A & B for Hilton","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"311",,"Hot Rod and Classic Car Show
June 1, 2014
Municipal lot at 6th and Lincoln Streets will be closed for event.","true","Public Works",,"bj04el41dfv4i5mk90mp407jek",,"2014-06-01T00:00:00.000","2014-06-02T00:00:00.000",,,"Hot Rod and Classic Car Show","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"312",,"Movies in the Park at Bryan Park
August 15, 2014 (Rain date August 16, 2014) from 7:00 pm to Midnight","true","Public Works","Noise Permit","kgtdurd6o0bek0kvp0r0ia3igk",,"2014-08-16T00:00:00.000","2014-08-17T00:00:00.000",,,"Movies in the Park at Bryan Park","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"313",,"March 28 - 29th
5:00 pm - 8:00 am","true",,"Reserved Meter","ocoostvj4aahg8pookghuhq3eo",,"2014-03-28T17:00:00.000","2014-03-28T20:00:00.000",,,"Reserved Meters 500 N Morton, 500A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"314",,"IU Habitat for Humanity 5K Run
March 29, 2014 from 8:00 am to 1:00 pm
Route:  Old SR 37 between West Gourley Pike to West Club House Drive
See attachment for details","true","Public Works","Road Closed","lkc6i55d6pik3q7oe9v8lab9is",,"2014-03-29T00:00:00.000","2014-03-30T00:00:00.000",,,"IU Habitat for Humanity 5K Run","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
