"fiscal_year","borrower_country","procurement_category","procurement_method","major_sector","supplier","supplier_country","supplier_contract_amount_usd"
"2022","St. Lucia","Consultant Services","Consultant Qualification  Selection","Transportation;Social Protection;Water, Sanitation and Waste Management","EMAGINE SOLUTIONS INC. (LEAD FIRM; SAINT LUCIA) WITH BUSINESSTECH RESEARCH, INC.","St. Lucia","73980.0"
"2022","St. Lucia","Non-consulting Services","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","HELIUS SYSTEMS SH.P.K","Republic of Albania","486000.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Education;Social Protection","Individual Consultant","St. Lucia","30000.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Education;Social Protection","Individual Consultant","St. Lucia","52725.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","World","252800.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","World","10000.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","World","120000.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Education;Social Protection","Individual Consultant","Barbados","36900.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","World","10000.0"
"2022","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","PRIME TECH SOLUTIONS","St. Lucia","53492.0"
"2022","St. Lucia","Consultant Services","Individual Consultant Selection","Transportation","Individual Consultant","World","10000.0"
"2022","St. Lucia","Non-consulting Services","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","KIEDEL SONNY","St. Lucia","5351.0"
