"fiscal_year","borrower_country","wb_contract_number","supplier","supplier_contract_amount_usd"
"2021","Central Africa","21","Individual Consultant","1523557.0"
"2021","India","21","TNAU/ DEPARTMENT OF AGRICULTURE, TN","7966.0"
"2018","Ukraine","21","Individual Consultant","1439862.0"
"2022","Central Africa","21","Individual Consultant","1360355.0"
"2019","Moldova","21","Individual Consultant","1730007.0"
"2020","Sri Lanka","21","JINASENA (PVT) LTD","1013645.0"
"2019","Lesotho","21","Individual Consultant","1196050.0"
"2021","Romania","20","Individual Consultant","1078444.0"
"2021","India","20","DINESH SINGH","127230.0"
"2021","India","20","HEM SINGH","42797.0"
"2017","India","20","SUKHPAL SINGH GOVT. CONTRACTOR","264233.0"
"2018","Central Asia","20","Individual Consultant","334689.0"
"2023","Kyrgyz Republic","20","Individual Consultant","47535.0"
"2022","India","20","SUNIL KUMAR S/O SH. KISHORI LAL","32486.0"
"2021","Argentina","20","VIRGEN DE GUADALUPE DE ROMERO GERARDO ISMAEL","91970.0"
"2021","Sudan","20","Individual Consultant","1833441.0"
"2021","Samoa","20","Individual Consultant","2106724.0"
"2020","Zambia","20","Individual Consultant","866367.0"
"2020","Micronesia, Federated States of","20","Individual Consultant","3540406.0"
"2018","Sudan","20","Individual Consultant","599461.0"
"2020","Ethiopia","20","DAGIM FILAGOT & YEWUBDAR CONSTRUCTION MATERIALS","59092.0"
"2021","Uganda","20","Individual Consultant","967604.0"
"2021","India","20","SOHAN LAL","52777.0"
"2022","India","20","MANISH BAWA","70710.0"
"2021","India","19","DEVENDER SINGH","45656.0"
"2023","Nepal","19","Individual Consultant","197132.0"
"2021","Belize","19","Individual Consultant","374200.0"
"2018","Brazil","19","MAGAZINE LUIZA S/A","15636.0"
"2022","Western Balkans","19","Individual Consultant","1236954.0"
"2020","Chile","19","Individual Consultant","228654.0"
"2020","St. Vincent and the Grenadines","19","Individual Consultant","93440.0"
"2017","India","19","GURJANT SINGH GOVT. CONTRACTOR","86561.0"
"2021","India","19","MANOJ KUMAR GARG","27123.0"
"2022","China","19","Individual Consultant","471568.0"
"2022","India","19","HARI PAL S/O SH. DAULAT RAM","75089.0"
"2019","Egypt, Arab Republic of","19","EVAPHARMA","1952435.0"
"2022","Mali","19","Individual Consultant","553303.0"
"2019","India","19","M/S JAYPEE FARM SEEDS, 34/3A, PULLAKOTTAI ROAD, VIRUDHUNAGAR - 626001","12743.0"
"2021","India","19","MISHAL PATHANIA","62999.0"
"2020","Guinea","19","Individual Consultant","950737.0"
"2022","Nicaragua","19","GRUPO ORNA, S.A.","7446.0"
"2019","Djibouti","19","Individual Consultant","476820.0"
"2022","India","19","RANJODH SINGH","44308.0"
"2018","Papua New Guinea","19","Individual Consultant","1586424.0"
"2022","Kosovo","19","Individual Consultant","252438.0"
"2021","India","18","ASHISH CHAUHAN","50221.0"
"2021","India","18","SHIVENDER BRAR","75268.0"
"2021","Philippines","18","COTABATO FALCON MARKETING","13977.0"
"2022","Central Asia","18","Individual Consultant","72973.0"
"2019","Egypt, Arab Republic of","18","ZETA PHARMA","1861657.0"
"2020","India","18","M.M. SUPPLIERS","72660.0"
"2018","Tanzania","18","Individual Consultant","1461940.0"
"2022","India","18","SARABJEET SINGH GOVT. CONT.","487218.0"
"2021","India","18","RAJ KUMAR","98038.0"
"2022","Papua New Guinea","18","Individual Consultant","1734430.0"
"2021","Papua New Guinea","18","Individual Consultant","1831438.0"
"2018","Nicaragua","18","Individual Consultant","758425.0"
"2017","Haiti","18","Individual Consultant","644116.0"
"2021","India","18","MAN SINGH","40298.0"
"2022","India","18","ROHIT SINGH","38719.0"
"2019","Bangladesh","18","SMART TECHNOLOGIES (BD) LTD.","1903647.0"
"2022","Ethiopia","18","2.	እሸት (ዮኋንስ አድማሱ)","107425.0"
"2019","Turkiye","18","Individual Consultant","639281.0"
"2018","Zambia","18","Individual Consultant","1450558.0"
"2021","India","18","DALJEET SINGH","77499.0"
"2018","India","18","J.V. ENTERPRISES","71578.0"
"2022","India","18","SOURABH PATHANIA","81985.0"
"2023","Eastern and Southern Africa","18","Individual Consultant","956240.0"
"2019","Samoa","18","Individual Consultant","840970.0"
"2019","Ethiopia","18","TAKALE TAMIRU TRADING PLC","18413.0"
"2022","Timor-Leste","17","Individual Consultant","1406785.0"
"2022","Egypt, Arab Republic of","17","Individual Consultant","329963.0"
"2017","India","17","JASSI GOVT. CONTRACTOR","61706.0"
"2021","India","17","S.K SCIENTIFIC INSTRUMENTS PVT LTD","238146.0"
"2020","Nicaragua","17","PRODUCTIVE BUSINESS SOLUTIONS NICARAGUA,S.A (PBS NICARAGUA,S.A)","1001998.0"
"2023","Bangladesh","17","Individual Consultant","852885.0"
"2021","Sri Lanka","17","SUJAYA ENGINEERING","804686.0"
"2020","Egypt, Arab Republic of","17","PHARMAOVERSEAS","1795004.0"
"2018","India","17","ARSHDEEP CONSTRUCTION COMPANY","69362.0"
"2017","Tajikistan","17","Individual Consultant","1634703.0"
"2020","Ethiopia","17","AMARIA TRADING PLC","84408.0"
"2021","India","17","SOM NATH","27001.0"
"2022","India","17","SUNIL DUTT S/O SH. RULIYA RAM","54398.0"
"2021","India","17",". MOHINDER SINGH","59908.0"
"2019","Maldives","17","Individual Consultant","775197.0"
"2020","India","17","BALJIT KUMAR","317295.0"
"2022","India","17","RAJEEV KUMAR","55487.0"
"2019","Belize","17","Individual Consultant","400834.0"
"2017","Gabon","17","Individual Consultant","1297604.0"
"2019","Zambia","17","Individual Consultant","1314364.0"
"2020","Kosovo","17","Individual Consultant","307641.0"
"2023","Mongolia","17","Individual Consultant","181646.0"
"2021","India","17","BARINDER KUMAR SOOD","50938.0"
"2021","India","17","DINESH SHARAM","37302.0"
"2022","Guinea-Bissau","17","Individual Consultant","406924.0"
"2018","India","16","G.D.AGRO INDUSTRIES","239160.0"
"2017","India","16","THE PANNU CO-OPERATIVE LABOUR & CONTRUCTION SOCIETY LTD.","40727.0"
"2021","Azerbaijan","16","Individual Consultant","1290371.0"
"2021","Western Balkans","16","Individual Consultant","1193271.0"
"2019","Bangladesh","16","ADVANCE TECHNOLOGY CONSORTIUM LIMITED","1144836.0"
"2022","Marshall Islands","16","Individual Consultant","1200907.0"
"2022","Kazakhstan","16","Individual Consultant","213048.0"
"2017","Burkina Faso","16","Individual Consultant","777754.0"
"2019","India","16","DHANANJAY AGRO FICTION ENGINEERING","21772.0"
"2017","Dominican Republic","16","Individual Consultant","462073.0"
"2021","India","16","MANMOHAN SINGH","54601.0"
"2020","Mexico","16","Individual Consultant","308167.0"
"2021","India","16","LALIT KUMAR","86732.0"
"2022","Cambodia","16","DYNAMIC SCIENTIFIC CO., LTD","3096238.0"
"2021","India","16","SOURAV SHARMA","44337.0"
"2021","India","16","KARANJEET SINGH","54222.0"
"2020","Egypt, Arab Republic of","16","EVAPHARMA","1675815.0"
"2018","West Bank and Gaza","16","Individual Consultant","439298.0"
"2021","Kenya","16","Individual Consultant","2464849.0"
"2022","India","16","MARKANDA ELECTRICAL WORKS, MOGA, PUNJAB","446482.0"
"2021","India","16","ANIL KUMAR","348878.0"
"2019","El Salvador","16","Individual Consultant","108851.0"
"2018","Cabo Verde","16","Individual Consultant","972988.0"
"2022","India","16","SURESH CHAUDHARY S/O SH. NARAINU RAM","31025.0"
"2018","Rwanda","16","Individual Consultant","2325958.0"
"2019","Armenia","16","Individual Consultant","79569.0"
"2017","India","16","SONA ENGICON PVT.LTD","2945823.0"
"2021","India","16","AMAR JYOTI SETHI","60386.0"
"2021","India","16","SANJEEV KUMAR","61594.0"
"2019","Egypt, Arab Republic of","16","MASH PREMIERE","1466014.0"
"2021","Sri Lanka","15","MANAHARA LANKA (PVT)LTD","921070.0"
"2021","India","15","SOHAN SINGH","37176.0"
"2021","India","15","SANDOR MEDICAIDS","3277551.0"
"2023","Indonesia","15","Individual Consultant","674356.0"
"2017","India","15","HARI SHARAN GOVT. CONTRACTOR","74546.0"
"2023","Somalia","15","Individual Consultant","667605.0"
"2020","Paraguay","15","Individual Consultant","144080.0"
"2022","India","15","DESH RAJ S/O SH. SHAKTI CHAND","21628.0"
"2022","Guatemala","15","Individual Consultant","502046.0"
"2021","India","15","JAIN CHEMICALS","86263.0"
"2017","India","15","DHARMINDER KUMAR","103152.0"
"2017","India","15","DEEPAK SINGLA CONTRACTOR MANSA","172346.0"
"2020","India","15","B. MANILAL & CO. SALES & SERVICE ANANDMANI TOWER, SHREE VISHNU TALKIES LANE RANC","43349.0"
"2020","Ethiopia","15","TOREMER AGRICULTURAL MATERILAS PLC","39032.0"
"2023","Mozambique","15","Individual Consultant","1128340.0"
"2022","Madagascar","15","AIRTEL MONEY","105947.0"
"2021","Vietnam","15","CONG TY CP CONG NGHE TIN HOC VA TRAC DIA BAN DO BINH MINH","11123091.0"
"2022","India","15","SACHIN","28694.0"
"2021","India","15","WORLD BANK (WB)","43593.0"
"2021","Belarus","15","STROYKOMPLEX","40963.0"
"2017","Brazil","15","Individual Consultant","817949.0"
"2022","St. Lucia","15","Individual Consultant","968291.0"
"2022","Kenya","15","Individual Consultant","1210416.0"
"2021","Uruguay","15","Individual Consultant","83388.0"
"2021","India","15","RAJINDER KUMAR","23855.0"
"2020","India","15","DAUGHTERS INCORPORATION","96007.0"
"2021","India","15","BANWARI LAL","37944.0"
"2017","Uzbekistan","14","Individual Consultant","634942.0"
"2021","Madagascar","14","BRICOBAT","71651.0"
"2022","India","14","BABIT ENTE,RPRISE","4721.0"
"2018","Benin","14","Individual Consultant","377588.0"
"2019","Pacific Islands","14","Individual Consultant","2114560.0"
"2020","India","14","TEG GLOBAL INFRASTRUCTURES PVT, LTD.,","1137086.0"
"2019","Brazil","14","GAUCHE PROMOCOES E EVENTOS LTDA.","158712.0"
"2021","Sao Tome and Principe","14","Individual Consultant","646109.0"
"2022","Kiribati","14","Individual Consultant","972360.0"
"2019","Ethiopia","14","BAHIRU BROTHERS FLOWER SALES","44681.0"
"2018","Serbia","14","Individual Consultant","1731146.0"
"2020","India","14","EPPENDORF INDIA","206136.0"
"2017","India","14","HARDEEP SINGH GREWAL","92391.0"
"2021","Micronesia, Federated States of","14","Individual Consultant","1528704.0"
"2022","Armenia","14","HALDI CONSULT LLC","341258.0"
"2019","India","14","SREE KUDALALAGAR AGRO PRODUCTS","100900.0"
"2021","Iraq","14","Individual Consultant","539805.0"
"2020","India","14","DE MONTFORT AND ASSOCIATES","89878.0"
"2022","Costa Rica","14","Individual Consultant","2666075.0"
"2020","Madagascar","14","HK MEDIA","314019.0"
"2023","Western and Central Africa","14","Individual Consultant","457804.0"
"2019","Uruguay","14","DIMELLER SA","226627.0"
"2022","Nicaragua","14","SILVA INTERNACIONAL,SOCIEDAD ANONIMA (SINSA)","10936.0"
"2017","India","14","THE SUN STAR CO-OP L/C SOCIETY LTD.","54628.0"
"2019","Ukraine","14","Individual Consultant","480622.0"
"2021","Sri Lanka","14","PIYADASA & SONS","342556.0"
"2019","Ethiopia","14","LEMON- TREE TRADING PLC","43993.0"
"2021","India","14","BRIDGE AND ROOF CO. (INDIA) LTD.","78282225.0"
"2021","Bosnia and Herzegovina","14","SINEKS LABORATORIJA DOO","46242.0"
"2021","Haiti","14","FGF SERVICES AGRICOLES ET VÉTÉRINAIRES","213558.0"
"2018","Jordan","14","Individual Consultant","1567187.0"
"2021","India","14","KULDEEP SINGH","33182.0"
"2022","India","14","APNI DHARTI","106018.0"
"2019","Haiti","14","Individual Consultant","535431.0"
"2019","Argentina","13","FIORE ISAAC CARLOS EDUARDO - AGROFIORE","68360.0"
"2020","Latin America","13","Individual Consultant","166624.0"
"2021","India","13","SUNIL KUMAR S/O SH. KISHORI LAL","52579.0"
"2021","India","13","MOHINDER SINGH","93149.0"
"2020","India","13","S & T ENTERPRISES","1182296.0"
"2021","Myanmar","13","BARONS & FUJIKURA EPC CO.,LTD","3960695.0"
"2022","Cabo Verde","13","Individual Consultant","367361.0"
"2018","Costa Rica","13","Individual Consultant","423854.0"
"2017","India","13","PADSONS INDUSTRIES PVT LTD AKOLA","160855.0"
"2021","Jamaica","13","Individual Consultant","1191478.0"
"2020","Belarus","13","LM INGINIRING","78727.0"
"2017","Kosovo","13","Individual Consultant","382142.0"
"2022","Sierra Leone","13","Individual Consultant","441258.0"
"2019","Egypt, Arab Republic of","13","MIDDLE EAST CHEMICALS","1340648.0"
"2021","Western and Central Africa","13","M. R. KOTECO VENTURES","41006.0"
"2021","Gabon","13","GABON MECA","625625.0"
"2023","Tajikistan","13","Individual Consultant","3756640.0"
"2021","India","13","S.R TECHNOMED","10809838.0"
"2021","Belarus","13","LM INGINIRING","35985.0"
"2021","India","13","SCIENTIFIC ENTERPRISES","760648.0"
"2021","India","13","JAGJIT SINGH PATHANIA","27348.0"
"2018","Tonga","13","Individual Consultant","498662.0"
"2021","India","13","SURINDER KUMAR S/O SH. KASHMIR SINGH","32921.0"
"2022","Rwanda","13","Individual Consultant","711917.0"
"2020","Samoa","13","Individual Consultant","2549326.0"
"2022","India","13","KULDEEP SINGH","54605.0"
"2017","India","13","JASWINDER SINGH","116123.0"
"2019","Armenia","13","""SPECMASH"" LLC","647822.0"
"2017","India","13","BANSAL CONTRACTION","93992.0"
"2022","Kyrgyz Republic","13","KBM","143559.0"
"2020","Turkiye","13","Individual Consultant","452418.0"
"2019","India","13","ALOK SARKAR","154377.0"
"2019","Egypt, Arab Republic of","13","PHAMAOVERSEAS","1241159.0"
"2019","Bangladesh","13","INTEGRATED COMPUTER & COMMUNICATIONS LIMITED","745900.0"
"2022","India","13","AMAN JARYAL","63997.0"
"2022","India","13","NIRMAL SINGH","40053.0"
"2018","India","13","M/S. PATNI CONSTRUCTION","1135991.0"
"2020","Lebanon","13","Individual Consultant","469688.0"
"2017","India","13","NARSINGH SINGH","3880475.0"
"2018","Chad","13","SOPETRANS  SA BP 391 TEL +235 22530406 NDJAMANA EMAIL:SOPETRANSSA@YAHOO.FR","346938.0"
"2021","Rwanda","13","Individual Consultant","1140199.0"
"2020","Kazakhstan","12","Individual Consultant","356323.0"
"2022","India","12","SRS FERTILIZER CORPORATION","214972.0"
"2017","Peru","12","Individual Consultant","423170.0"
"2021","India","12","GAURAV ARYA CONTRACTOR","203575.0"
"2023","Solomon Islands","12","Individual Consultant","532580.0"
"2021","Belarus","12","B1-PARTNER","72935.0"
"2018","Southern Africa","12","Individual Consultant","641160.0"
"2019","Marshall Islands","12","Individual Consultant","3316349.0"
"2023","India","12","RANBIR SINGH S/O SH. KARTAR SINGH","36337.0"
"2021","Nicaragua","12","CASA TERAN, S.A.","83131.0"
"2019","Cabo Verde","12","Individual Consultant","1357070.0"
"2022","India","12","SAGAR SINGH","80916.0"
"2019","Ethiopia","12","TOREMER AGRICULTURAL MATERIALS & SERVICE WHOLE SALES P.L.C","29917.0"
"2021","India","12","DALER SINGH","42796.0"
"2021","India","12","THANDI RAM","40651.0"
"2020","Maldives","12","Individual Consultant","1074305.0"
"2019","OECS Countries","12","Individual Consultant","1321520.0"
"2022","India","12","MANMOHAN SINGH","47690.0"
"2020","Sudan","12","Individual Consultant","257906.0"
"2020","Brazil","12","ANDREIA LORENZI ME","83776.0"
"2022","Armenia","12","SPECMASH LLC","619883.0"
"2021","India","12","RATTAN SINGH","39422.0"
"2020","Sao Tome and Principe","12","Individual Consultant","698761.0"
"2019","India","12","GURWINDER SINGH DHILLON, VPO RAMGARH, SRI MUKTSAR SAHIB, PUNJAB","218921.0"
"2017","India","12","RAMSAKHI ENTERPRISES PRIVATE LIMITED","3017907.0"
"2017","Jamaica","12","Individual Consultant","325315.0"
"2017","Rwanda","12","Individual Consultant","938162.0"
"2017","India","12","JASWANT SINGH GOVT CONTRACTOR","36361.0"
"2017","Central Asia","12","Individual Consultant","1018440.0"
"2019","Sao Tome and Principe","12","Individual Consultant","138936.0"
"2018","Tajikistan","12","Individual Consultant","506263.0"
"2017","India","12","SH. HARDEV SINGH GOVT. CONTRACTOR","254768.0"
"2023","India","12","DALJEET SINGH","23668.0"
"2018","Uzbekistan","12","Individual Consultant","489376.0"
"2022","Madagascar","12","CLINIC INFO","346429.0"
"2019","India","12","SRS FERTILIZER CORPORATION","78109.0"
"2021","Nicaragua","12","CESAR CORRALES (TECNONICA)","163140.0"
"2022","India","12","M.SUBRAMANIAN","153123.0"
"2018","Mali","12","Individual Consultant","867730.0"
"2022","Eswatini","12","Individual Consultant","767621.0"
"2018","India","12","COMMUNITY CONTRACTING","290707.0"
"2018","Brazil","12","CNOVA COMÉRCIO ELETRÔNICO SA","9651.0"
"2019","India","12","JASBIR SINGH RUPANA","112074.0"
"2021","India","12","KIRPAL SINGH","42772.0"
"2017","India","12","SH. HARPREET SINGH GOVT. CONTRACTOR","337712.0"
"2022","India","12","DES RAJ","64963.0"
"2021","India","12","DARSHAN KUMAR","51349.0"
"2017","China","12","Individual Consultant","399257.0"
"2021","Romania","12","SC IMPA&I SRL","2885015.0"
"2020","India","11","RESHCON HEALTHCARE PVT. LTD","7978.0"
"2020","Guyana","11","Individual Consultant","991388.0"
"2019","Southern Africa","11","Individual Consultant","1228520.0"
"2019","Dominican Republic","11","CENTRO DE EDUCACIÓN INTEGRAL PADRE FANTINO, SRL","71079.0"
"2021","Armenia","11","CHINVAN LLC","304714.0"
"2020","Kyrgyz Republic","11","FARVATER","9938.0"
"2021","Philippines","11","DAVAO CITIHARDWARE","41520.0"
"2023","Peru","11","Individual Consultant","69043.0"
"2020","Kyrgyz Republic","11","ALTYN TAMYR","80440.0"
"2021","Philippines","11","TAMONTAKA BUILDERS","154402.0"
"2017","West Bank and Gaza","11","Individual Consultant","1023993.0"
"2021","India","11","VEGETABLE RESEARCH CENTRE, REDDIYARCHATRAM, DINDIGUL","46554.0"
"2020","India","11","GOYAL TUBEWELL STORE","267455.0"
"2017","India","11","SWARAN SINGH","74416.0"
"2021","India","11","UTTARANCHAL COMPUTERS PRIVATE LIMITED","44857.0"
"2017","India","11","JOGINDER SINGH SAIDAN WALA FZR","70254.0"
"2021","India","11","HEM RAJ S/O SH. MUNASI RAM","43359.0"
"2020","Western Balkans","11","Individual Consultant","803812.0"
"2019","Central Africa","11","Individual Consultant","644954.0"
"2021","India","11","ASSISTANT DIRECTOR OF FISHERIES","23074.0"
"2021","Armenia","11","""SPECMASH"" LLC","1169512.0"
"2017","Ghana","11","Individual Consultant","940300.0"
"2018","India","11","M/S KRISHNA CONSTRUCTION COMPANY","10442901.0"
"2019","Ethiopia","11","ABRHAM SHEWAREGA TRADING","24705.0"
"2017","India","11","JASBIR SINGH RUPANA","260074.0"
"2018","Turkiye","11","Individual Consultant","455466.0"
"2018","Guyana","11","Individual Consultant","226386.0"
"2020","India","11","M/S BIRBAL KUMAR CONTRACTOR","172460.0"
"2021","India","11","SUBASH CHAND","32368.0"
"2019","India","11","SH. HARDEV SINGH GOVT. CONTRACTOR","146376.0"
"2021","Zimbabwe","11","Individual Consultant","170266.0"
"2018","Timor-Leste","11","Individual Consultant","762723.0"
"2018","Argentina","11","VIVERO SPINELLI","32486.0"
"2023","India","11","HEM RAJ S/O SH. MUNASI RAM","29311.0"
"2023","Moldova","11","Individual Consultant","49609.0"
"2022","Madagascar","11","VIMA SERV","7108149.0"
"2022","Nicaragua","11","PRODUCTIVE BUSINESS SOLUTIONS NICARAGUA,S.A (PBS NICARAGUA,S.A)","2979853.0"
"2021","Ethiopia","11","LEMON TREE TRADING PLC","150108.0"
"2021","India","11","SUNIL DUTT S/O SH. RULIYA RAM","57516.0"
"2019","Madagascar","11","SALAMA, CENTRAL D'ACHATS DE MÉDICAMENTS ESSENTIELS DE MADAGASCAR","867563.0"
"2022","Argentina","11","INFOREST SRL","56233.0"
"2020","Belize","11","Individual Consultant","281556.0"
"2019","Cameroon","11","ETS ABOU","421124.0"
"2018","Argentina","11","ENERRAY SPA","15971258.0"
"2020","St Maarten","11","Individual Consultant","1389758.0"
"2021","Latin America","11","Individual Consultant","564576.0"
"2022","India","11","DINESH SHARAM","54983.0"
"2017","Peru","11","ZAMTSU CORPORACION S.R.L.","410763.0"
"2021","Jordan","11","WORLD MEDICAL SUPPLIES","422485.0"
"2019","Ethiopia","11","B Y CONSTRUCTION MATERIALS","59754.0"
"2018","India","11","ASHRAF KHAN","1534771.0"
"2017","Afghanistan","11","Individual Consultant","840432.0"
"2021","India","11","KARAM SINGH","13526.0"
"2022","Uganda","11","Individual Consultant","911364.0"
"2021","Philippines","11","DAVAO CITIHARDWARE, INC.","108265.0"
"2019","St Maarten","11","Individual Consultant","289292.0"
"2020","India","11","ADARSH CONSTRUCTION","5469522.0"
"2021","Caribbean","11","Individual Consultant","445373.0"
"2022","India","11","SANJEEV KUMAR","1158567.0"
"2017","India","11","SH. GURSHARAN SINGH GOVT. CONTRACTOR, DAKALA","438784.0"
"2019","Albania","11","Individual Consultant","366865.0"
"2019","India","11","THAI MARKETING","47721.0"
"2019","North Macedonia","11","Individual Consultant","954387.0"
"2020","Kyrgyz Republic","11","MEER CHOP","8715.0"
"2022","Madagascar","11","PROFIS","326035.0"
"2018","Brazil","11","IRRIGA FORT LTDA-ME","46089.0"
"2020","Ghana","11","ADB GHANA LIMITED","28194616.0"
"2021","Bosnia and Herzegovina","11","MIPEX","28391.0"
"2021","India","10","VIRENDER KUMAR","13463.0"
"2022","India","10","MISHAL PATHANIA","42474.0"
"2020","India","10","DINESH SINGH","79353.0"
"2019","India","10","FMD CONSTRUCTION PRIVATE LTD","184927.0"
"2021","India","10","GURNAM SINGH","106710.0"
"2017","Chile","10","Individual Consultant","23641.0"
"2019","Brazil","10","O MOVELEIRO COMERCIO E SERVICOS LTDA-ME","1289149.0"
"2022","Guinea","10","Individual Consultant","234180.0"
"2017","Jamaica","10","WESTECH LIMITED","885984.0"
"2022","India","10","SOM NATH","21687.0"
"2023","Ghana","10","Individual Consultant","655654.0"
"2023","India","10","SOURABH PATHANIA","33583.0"
"2022","India","10","VIRENDER PUNDIR","47372.0"
"2020","Cabo Verde","10","Individual Consultant","586041.0"
"2022","India","10","RAGHUBIR SINGH","25877.0"
"2020","Brazil","10","MAGAZINE LUIZA SA","11639.0"
"2017","Malawi","10","Individual Consultant","471953.0"
"2019","Gambia, The","10","Individual Consultant","771589.0"
"2023","West Bank and Gaza","10","Individual Consultant","384478.0"
"2021","India","10","PRAKASH CHAND","28943.0"
"2020","Sri Lanka","10","LUCKY HARDWARE","7390.0"
"2021","India","10","PURSHOTAM CHAND S/O SH. BIDHI CHAND","22462.0"
"2020","Egypt, Arab Republic of","10","RAMCO PHARM","1075042.0"
"2021","Cambodia","10","X-LAB CO., LTD","554833.0"
"2020","El Salvador","10","Individual Consultant","192977.0"
"2022","Cambodia","10","X-LAB CO., LTD","673654.0"
"2017","India","10","SURJIT SINGH PATHANIA","18145.0"
"2019","Myanmar","10","ZEYA & ASSOCIATES CO., LTD.","2794971.0"
"2021","India","10","G.SASIRANI","335439.0"
"2021","India","10","DES RAJ","20578.0"
"2022","India","10","ABHAY SINGH RANA","10735.0"
"2022","Ethiopia","10","ፍቅርቬት ኃ/ የተ/የግል ማህበር","27396.0"
"2020","Sri Lanka","10","YORK HARDWARE (PTE) LTD.","43723.0"
"2018","Afghanistan","10","Individual Consultant","306172.0"
"2019","Egypt, Arab Republic of","10","BIOMED","984194.0"
"2021","Thailand","10","Individual Consultant","183771.0"
"2019","Kenya","10","SHIRLAB ENTERPRISES","256602.0"
"2021","Pakistan","10","SALZEE ASSOCIATES","649217.0"
"2018","Myanmar","10","AMIGOS INTERNATIONAL CO., LTD","278563.0"
"2019","Brazil","10","MAGAZINE LUIZA S/A","18398.0"
"2021","Belarus","10","POLESIEJILSTROY","1894563.0"
"2020","Montenegro","10","Individual Consultant","504380.0"
"2018","OECS Countries","10","Individual Consultant","1186261.0"
"2022","Vanuatu","10","Individual Consultant","4374482.0"
"2022","Solomon Islands","10","TRIPLE COLOUR","253191.0"
"2019","Belarus","10","LM INGINIRING","28617.0"
"2018","Kenya","10","MEDIONICS HEALTHCARE LTD","2122767.0"
"2020","Egypt, Arab Republic of","10","MULTIPHARMA","52842.0"
"2023","Angola","10","Individual Consultant","828277.0"
"2018","Argentina","10","DISTRIBUIDORA APÍCOLA VAILORATTI S.A","2924.0"
"2018","India","10","TMT.M.SINDHU","7890087.0"
"2020","India","10","SH.RAKESH KUMAR CONTRACTOR DHURI","279804.0"
"2022","Nicaragua","10","TECNOLOGÍA COMPUTARIZADA SOCIEDAD ANÓNIMA (COMTECH, S.A.)","1748229.0"
"2018","Indonesia","10","Individual Consultant","589537.0"
"2018","Myanmar","10","HITACHI INDUSTRIAL EQUIPMENT SYSTEM COMPANY LIMITED","15443791.0"
"2019","India","10","SRI ELUMALAYAN AGRI TRADERS","27142.0"
"2017","Kazakhstan","10","Individual Consultant","311581.0"
"2019","Ethiopia","10","MELAN TRADING","254888.0"
"2020","India","10","JASBIR SINGH RUPANA","227148.0"
"2017","India","10","GOLDEN BUILDERS","59345.0"
"2021","India","10","SURJEET SINGH","25870.0"
"2021","India","10","PREM KRISHAN","37603.0"
"2021","India","10","AMARJEET SINGH","44971.0"
"2021","India","10","SAHI RAM","70116.0"
"2019","Nicaragua","10","EVERGLADES COLLEGE, INC. (KEISER UNIVERSITY).","410216.0"
"2018","Ukraine","10"," ILATANMED LLC","2438641.0"
"2022","Gambia, The","10","Individual Consultant","651931.0"
"2022","India","10","BARINDER KUMAR SOOD","23746.0"
"2021","India","10","BALJIT KUMAR","367757.0"
"2018","Ethiopia","10","MULUAB TRADING","48682.0"
"2021","Nepal","10","GANAPATI BABA NIRMAN SEWA PVT. LTD.","984754.0"
"2021","Bosnia and Herzegovina","10","PERFECT CLEAN","58151.0"
"2021","Rwanda","10","HILL ROCK COMPANY LTD","1139801.0"
"2022","India","10","SHUBHAM SHARMA","16254.0"
"2022","Zimbabwe","10","Individual Consultant","92610.0"
"2022","India","10","BIHARI LAL","53951.0"
"2022","India","10","ALAMDEEN","30523.0"
"2020","Rwanda","10","AN MULTIPURPOSE COMPANY LTD","176251.0"
"2021","El Salvador","10","Individual Consultant","254312.0"
"2021","Kiribati","10","Individual Consultant","621163.0"
"2021","India","10","GURWINDER SINGH DHILLON","394343.0"
"2022","India","9","RAJ KUMAR","35938.0"
"2020","India","9","ADVANCE OFFICE TECHNOLOGIES","217099.0"
"2022","India","9","MANOJ KUMAR","37332.0"
"2019","India","9","FRIENDS CONSTRUCTION COMPANY, SANGRUR","174543.0"
"2021","Cambodia","9","GATES-HUB COMPANY LIMITED","406144.0"
"2022","Bangladesh","9","BANGLADESH SCIENCE HOUSE","5068505.0"
"2020","Myanmar","9","GANGES INTERNATIONALE PVT LTD","17654428.0"
"2021","India","9","AYYA FOODS LIFE CARE","50779.0"
"2018","Panama","9","Individual Consultant","314120.0"
"2019","Lebanon","9","Individual Consultant","721486.0"
"2021","St Maarten","9","Individual Consultant","733911.0"
"2021","Kyrgyz Republic","9","WIZARD COMPUTERS","145697.0"
"2021","India","9","LAKESH S/O SH. RAJ KUMAR","15691.0"
"2022","Ethiopia","9","2.	አማኑኤል ተ/ማሪያም የግብርና ግብዓት፣ የላብራ","5885.0"
"2019","Bangladesh","9","FLORA LIMITED","1292854.0"
"2023","Pakistan","9","Individual Consultant","134901.0"
"2018","Gabon","9","GABON MECA","267056.0"
"2017","India","9","DAVINDERJIT SINGH  G.C MUKERIAN","51503.0"
"2021","Argentina","9","TRATAMIENTOS EN AGUAS DE FERREYRA DIEGO ALBERTO","39385.0"
"2021","India","9","PAWAN KUMAR","46774.0"
"2022","Iraq","9","Individual Consultant","313600.0"
"2019","India","9","M/S SANJEEV KUMAR CONTRACTOR BARNALA","3927.0"
"2021","Cambodia","9","APSARA BUSINESS SOLUTIONS CAMBODIA CO., LTD","265604.0"
