"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1561110","El profesional se compromete para con el Instituto Sinchi a  Prestar servicios profesionales para apoyar la implementaci&#243;n del programa Bosques de Paz desde la dimensi&#243;n social y facilitar su articula","2018-05-23T00:00:00.000","Individual Consultant","Republic of Colombia","14618.0","CO-SINCHI-51791-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry","1552708","CONTRATACI&#211;N DE LOS SERVICIOS DE NO CONSULTOR&#205;A DE ALOJAMIENTO, ALIMENTACI&#211;N Y LOG&#205;STICA PARA LA REALIZACI&#211;N DE FOROS REGIONALES.","2017-07-26T00:00:00.000","GONZALEZ FUENTES CLARA EUGENIA","Republic of Colombia","14081.0","CO-FEDEGAN-20267-NC-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1575219","Adquisici&#243;n de 1000 bol&#237;grafos ecologicos","2018-02-15T00:00:00.000","YAYA PROMOCIÓN Y ACTIVACIÓN S.A.S.","Republic of Colombia","145.0","CO-FEDEGAN-50697-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1557186","N&#250;mero del Contrato: CONTRATO DE OBRA N&#176;120 DE 2017.Objeto del Contrato: CONSTRUCCI&#211;N, REHABILITACI&#211;N DE V&#205;AS, RENOVACI&#211;N DE ANDENES Y OBRAS COMPLEMENTARIAS -FASE IV","2017-12-18T00:00:00.000","ALVARO LEONID ARANGUREN GONZÁLEZ","Republic of Colombia","5088780.0","POP-BIRF8083-CO-LPN001- 2017"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1558421","Compra de elementos de protecci&#243;n personal para motociclistas-T&#233;cnicos de Campo (Body Armor, rodilleras y guantes)","2018-04-13T00:00:00.000","MUNDO MONTEROS S.A.S.","Republic of Colombia","2159.0","CO-CIPAV-51594-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1558130","Numero del contrato: CONTRATO DE OBRA N&#176; 122 DE 2017, Objeto del contrato:REHABILITACI&#211;N DE V&#205;AS,  RENOVACI&#211;N DE ANDENES Y OBRAS COMPLEMENTARIAS - FASE V, EN EL MARCO DE LA IMPLEMENTACI&#211;N DEL SETP.","2017-12-20T00:00:00.000","JOSÉ GUILLERMO GALÁN GÓMEZ","Republic of Colombia","5625195.0","POP-BIRF8083-CO-LPN002- 2017"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Direct Selection","Agriculture, Fishing and Forestry","1552666","ADQUISICI&#211;N DE 830 PALMAS AMARGAS  (SABAL MAURITIIFORMIS)","2017-09-06T00:00:00.000","JOSE MANUEL ALDANA PEREZ","Republic of Colombia","283.0","CO-FEDEGAN-25862-GO-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592302","LIDERAR LA CONTINUIDAD EN LA OPERACI&#211;N DEL COMPONENTE T&#201;CNICO DE MONITOREO DE LA DEFORESTACI&#211;N Y/O DEGRADACI&#211;N FORESTAL DEL SISTEMA DE MONITOREO DE BOSQUES Y CARBONO (SMBYC), DE MODO QUE SE GENERE INF","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","34664.0","GEF-CA-CPS-007-2018"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry","1558653","Servicios t&#233;cnicos de laboratorio (an&#225;lisis qu&#237;mico de suelos) complemento del monitoreo de la erosi&#243;n.","2017-12-10T00:00:00.000","CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA/CORPOICA","Republic of Colombia","1761.0","CO-CIPAV-36988-NC-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556546","ORIENTAR T&#201;CNICAMENTE EL DISE&#209;O DE TRES DIPLOMADOS  PARA LA FORMACI&#211;N DE GOBERNANZA IND&#205;GENA Y LA ORGANIZACI&#211;N DE UN MUSEO VIVO DE LA MADERA, Y GESTIONAR LOS RESPALDOS SOCIALES E INSTITUCIONALES REQUE","2018-01-22T00:00:00.000","Individual Consultant","Republic of Colombia","15734.0","CO-PNF-38986-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Public Administration","1557274","GENERAR Y SUMINISTRAR INFORMACI&#211;N LEVANTADA EN CAMPO PARA EL MONITOREO DEL CARBONO FORESTAL, APOYANDO DEL DESARROLLO Y CONSOLIDACI&#211;N DEL SMBYC DE IDEAM EN EL MARCO DEL COMPONENTE 2 ""MEJOR GOBERNANZA,","2017-10-24T00:00:00.000","UNIVERSIDAD NACIONAL DE COLOMBIA -SEDE MEDELLIN","Republic of Colombia","81192.0","CO-PNF-17997-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1592464","CONTRATO DE PRESTACION DE SERVICIOS 123-2017","2017-11-20T00:00:00.000","Individual Consultant","Republic of Colombia","5309.0","CO-FONDOACCION-110388-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1558705","REALIZAR LA INTERVENTOR&#205;A DE LA CONSTRUCCI&#211;N DE LA PRIMERA FASE DEL CENTRO DE INVESTIGACI&#211;N EN MADERA, CON SERVICIOS SANITARIOS E HIDR&#193;ULICOS EN PUERTO ABEJA, SEG&#218;N LAS CANTIDADES, DISE&#209;OS Y ESPECIFIC","2018-04-18T00:00:00.000","Individual Consultant","Republic of Colombia","20248.0","CO-PNF-34496-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Non-consulting Services","Direct Selection","Transportation","1552408","ASISTENCIA T&#201;CNICA Y ASESOR&#205;A A LA UNIDAD DE MOVILIDAD URBANA SOSTENIBLE - UMUS DEL MINISTERIO DE TRANSPORTE EN EL MANEJO, ACTUALIZACI&#211;N Y MANTENIMIENTO DEL SOFTWARE HELISA GW Y BIABLE""","2017-07-26T00:00:00.000","PROASISTEMAS S.A.","Republic of Colombia","3376.0","CO-MINTRANSPORTE-19716-NC-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Direct Selection","Agriculture, Fishing and Forestry","1552713","ADQUIRIR 2500 KILOS DE SEMILLA SEXUAL DE LEUCAENA LEUCOCEPHALA (LAM)","2017-09-20T00:00:00.000","RICARDO JAVIER DEL VALLE MORENO","Republic of Colombia","23013.0","CO-FEDEGAN-27291-GO-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Direct Selection","Agriculture, Fishing and Forestry","1552663","Adquisici&#243;n de 1361  kilos de Semilla sexual de Leucaena","2017-09-11T00:00:00.000","INVERSIONES JOSE LEONIDAS ELJAIEK E HIJOS Y CIA S","Republic of Colombia","13921.0","CO-FEDEGAN-25866-GO-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559521","Finca Demostrativa externa - Los Pomos - Compra de elementos de ferreter&#237;a","2017-10-24T00:00:00.000","ALMACÉN INSUAGRO LTDA","Republic of Colombia","1169.0","CO-CIPAV-25953-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588311","Dise&#241;o y diagramaci&#243;n del documento ""Resumen de la Estrategia""","2018-06-01T00:00:00.000","PUNTOAPARTE LTDA","Republic of Colombia","302.0","OS RPP 196-2018"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Goods","Request for Quotations","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1559153","SUMINISTRO DE INSUMOS DE PESCA - CI&#201;NAGA DEL OP&#211;N","2018-05-10T00:00:00.000","JOSE DAVID PINILLA ACEVEDO","Republic of Colombia","22486.0","CO-UARIV-52069-GO-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588291","Desarrollar el plan de posicionamiento de la Estrategia Integral de Control a la Deforestaci&#243;n y Gesti&#243;n de los bosques ""Bosques territorios de vida"", a trav&#233;s de la campa&#241;a ""La Hora del Planeta...","2018-03-21T00:00:00.000","WORLD WILDLIFE FUND, INC","Republic of Colombia","9074.0","CO-FONDOACCION-17585-GO-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559344","Fincas Demostrativas BYS - Compra de agroinsumos Fertilizantes","2017-09-15T00:00:00.000","AGRICOLA PUNTA LARGA","Republic of Colombia","62.0","CO-CIPAV-25748-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559430","Fincas Demostrativas Valle R&#237;o Cesar - Compra de semilla de pasto","2017-10-09T00:00:00.000","AGROAMBIENTAL COSTA VERDE S.A.S","Republic of Colombia","759.0","CO-CIPAV-25891-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1559367","Prestar servicios profesionales para diagnosticar la presencia de conflicto en la implantaci&#243;n del programa de Reparaci&#243;n Colectiva y formular el Plan de Fortalecimiento","2018-04-04T00:00:00.000","Individual Consultant","Republic of Colombia","13689.0","CO-UARIV-34221-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556611","APOYAR A LA COORDINACI&#211;N GENERAL DEL PROYECTO ""CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N DE LA AMAZON&#205;A"", EN EL SEGUIMIENTO Y DOCUMENTACI&#211;N DE LOS PROCESOS DE PROGRAMACI&#211;N, EJECUCI&#211;N Y EV","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","40829.0","CO-PNF-39009-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556629","DISE&#209;AR EL DIPLOMADO EN GOBERNANZA Y GOBIERNO PROPIO, A PARTIR DE LA CONSTRUCCI&#211;N PARTICIPATIVA DE CONTENIDOS Y METODOLOG&#205;AS CON MIRAS AL EJERCICIO DEL DERECHO DE LA LIBRE AUTODETERMINACI&#211;N Y AUTONOMI","2018-01-15T00:00:00.000","Individual Consultant","Republic of Colombia","8741.0","CO-PNF-38868-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Direct Selection","Agriculture, Fishing and Forestry","1553310","Compra de material vegetal 400.000 Pantulas. Ecorregi&#242;n Cafetera","2017-09-11T00:00:00.000","DIEGO GODOY ACOSTA","Republic of Colombia","108591.0","CO-FEDEGAN-23318-GO-DIR"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559599","Finca Demostrativa externa en el municipio de Yopal Casanare - Palmarito - Compra de material vegetal Bot&#243;n de Oro","2017-11-03T00:00:00.000","PEDRO DE JESUS RUBIO","Republic of Colombia","151.0","CO-CIPAV-30207-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559357","Finca Demostrativa externa - El Silencio - Compra de Material vegetal plantulas Tilo","2017-09-15T00:00:00.000","DEPOSITO Y FERRETERÍA GRANADA/FAYVER OSWALDO PEÑA JOYA		","Republic of Colombia","422.0","CO-CIPAV-25959-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559678","Finca Demostrativa externa en el municipio de Doncello Caquet&#225; y Bel&#233;n de los Andaqu&#237;es Caquet&#225; - en las fincas de los Pomos y el Volga - Compra de agroinsumos de Graminicida","2017-11-03T00:00:00.000","ALMACÉN INSUAGRO LTDA","Republic of Colombia","2260.0","CO-CIPAV-30214-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry","1559918","Compra de materiales entomol&#243;gicos","2017-07-19T00:00:00.000","FORESTRY SUPPLIERS, ICN","United States of America","546.0","CO-CIPAV-25968-NC-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559938","Finca Demostrativa externa - Manaca - Planeta R&#237;ca C&#243;rdoba - Compra de agro-insumos Hidroretenedor","2017-10-31T00:00:00.000","EL SEMILLERO","Republic of Colombia","678.0","CO-CIPAV-30324-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556609","BRINDAR ORIENTACI&#211;N Y SOPORTE JUR&#205;DICO A LA UNIDAD DE COORDINACI&#211;N DEL PROYECTO PARA LA REGULARIZACI&#211;N DE LAS INTERVENCIONES EN V&#205;AS DE SEGUNDO Y TERCER ORDEN, EL CONTROL Y MANEJO DE LOS ACCESOS TERRE","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","41958.0","CO-PNF-39002-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556694","LIDERAR LA OPERACI&#211;N DEL COMPONENTE DE MONITOREO DEL CARBONO DEL SMBYC Y GENERAR LA INFORMACI&#211;N TEM&#193;TICA DE MONITOREO DE LOS BOSQUES, ESTIMACIONES DE CONTENIDOS Y FLUJOS DE CARBONO Y ESTIMACIONES DE E","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","38780.0","CO-PNF-38854-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1560707","ADQUISICION DE HERRAMIENTAS DE SOFTWARE, HARDWARE Y OTROS INSUMOS PARA FORTALECIMIENTO DE LA INFRAESTRUCTURA  TECNOLOGICA Y LA OPERATIVA DEL SISTEMA DE INFORMACION DE SEGUIMIENTO AMBIENTAL -SISA DE CO","2018-05-07T00:00:00.000","TECNOLOGIA INFORMATICA TECINF SAS","Republic of Colombia","92227.0","CO-PNF-17822-GO-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1575429","ADMINISTRACI&#211;N DE LA NOMINA DEL EQUIPO REGIONAL VIGENCIA 2018","2018-02-27T00:00:00.000","SOLUCIONES LABORALES HORIZONTE","Republic of Colombia","84836.0","CO-FEDEGAN-47618-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Non-consulting Services","Request for Quotations","Education","1550668","Provisi&#243;n de la log&#237;stica para la realizaci&#243;n de los paneles presenciales de la Convocatoria No. 778-2017.","2017-09-14T00:00:00.000","AR HOTELES S.A.S.","Republic of Colombia","28191.0","CO-ICETEX-19404-NC-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556698","ACTUAR COMO ESPECIALISTA FINANCIERA DEL PROYECTO Y ORIENTAR A LAS ENTIDADES SOCIAS EN LOS PROCEDIMIENTOS FIDUCIARIOS.","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","31509.0","CO-PNF-39014-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556701","ORIENTAR T&#201;CNICAMENTE EL PROCESO DE FORTALECIMIENTO DE LAS MUJERES IND&#205;GENAS ORGANIZADAS DE LOS RESGUARDOS DE MIRITI PARAN&#193; Y ANDOQUE DE ADUCHE Y CONTRIBUIR A LA FORMULACI&#211;N DEL PLAN DE MANEJO CULTURA","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","19320.0","CO-PNF-38860-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry","1558420","Servicio t&#233;cnico de laboratorio para la identificaci&#243;n taxon&#243;mica de la macro-fauna.","2018-04-11T00:00:00.000","CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL/CIAT","Republic of Colombia","1924.0","CO-CIPAV-36986-NC-RFQ"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1558431","Compra de dotaci&#243;n para los Profesionales y T&#233;cnicos de Campo (camisas con los 8 logos del proyecto).","2018-05-03T00:00:00.000","LOGOMARCA/TARCICIO LÓPEZ","Republic of Colombia","2770.0","CO-CIPAV-51597-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556700","GENERAR UNA CARTOGRAF&#205;A TEM&#193;TICA DE LAS ACTUACIONES INSTITUCIONALES Y SOCIALES PROYECTADAS Y ADELANTADAS EN EL MARCO DE LA ESTRATEGIA INTEGRAL DE CONTROL DE LA DEFORESTACI&#211;N","2017-08-25T00:00:00.000","Individual Consultant","Republic of Colombia","3337.0","CO-PNF-21090-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556574","EJERCER LA COORDINACI&#211;N GENERAL DEL PROYECTO ""CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N DE LA AMAZONIA"" DE CONFORMIDAD CON LOS LINEAMIENTOS ESTABLECIDOS EN EL MANUAL OPERATIVO.","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","56784.0","CO-PNF-39010-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1593739","Contrato No. 16 de 2018","2018-02-20T00:00:00.000","Individual Consultant","Republic of Colombia","15098.0","CO-FONDOACCION-110386-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1558652","Acompa&#241;ar al Instituto en la promoci&#243;n y ejecuci&#243;n de los Sistemas Productivos Sostenibles y Aprovechamiento Sostenible del Bosque con enfoque agroambiental  y asociativo que reducen la deforestacion","2018-04-11T00:00:00.000","Individual Consultant","Republic of Colombia","34459.0","CO-SINCHI-51790-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556630","APOYAR AL IDEAM Y A LA COORDINACI&#211;N DEL SMBYC EN EL SEGUIMIENTO T&#201;CNICO Y OPERATIVO DE LAS ACTIVIDADES RELACIONADAS CON LA CONTINUIDAD EN LA OPERACI&#211;N DEL SISTEMA DE MONITOREO DE BOSQUES Y CARBONO PAR","2017-11-16T00:00:00.000","Individual Consultant","Republic of Colombia","22657.0","CO-PNF-21094-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1558644","Gestionar acuerdos con sectores que contribuyan a la prevenci&#243;n de la deforestaci&#243;n y la generaci&#243;n de gases efecto invernadero, y promuevan la conectividad ecosist&#233;mica entre los Parques Nacionales","2018-04-02T00:00:00.000","Individual Consultant","Republic of Colombia","46883.0","CO-SINCHI-20574-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559273","Finca Demostrativa externa - El Silencio - Palmarito - Tr&#233;quina - La Rosita - Compra de elementos de ferreter&#237;a","2017-09-06T00:00:00.000","DEPÓSITO Y FERRETERÍA GRANADA/FAYVER OSWALDO PEÑA JOYA","Republic of Colombia","4593.0","CO-CIPAV-25945-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559272","Fincas Demostrativas BYS - Compra de agroinsumos Cal","2017-09-04T00:00:00.000","AGRICOLA PUNTA LARGA","Republic of Colombia","196.0","CO-CIPAV-25749-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559293","Fincas Demostrativas E.C Caldas - Pereira - Compra de agroinsumos Cal","2017-09-11T00:00:00.000","DISAGRO","Republic of Colombia","194.0","CO-CIPAV-25788-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556634","DISE&#209;AR EL DIPLOMADO EN PROYECTOS PRODUCTIVOS Y ALTERNATIVAS LOCALES GENERADORAS DE INGRESOS, A PARTIR DE LA CONSTRUCCI&#211;N PARTICIPATIVA DE CONTENIDOS Y METODOLOG&#205;AS CON MIRAS AL MEJORAMIENTO DE LA CAL","2018-01-04T00:00:00.000","Individual Consultant","Republic of Colombia","8741.0","CO-PNF-38990-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556621","APORTAR LA FUNDAMENTACI&#211;N T&#201;CNICA DE LOS LINEAMIENTOS AMBIENTALES A SER CONVENIDOS CON SECTOR TRANSPORTE E HIDROCARBUROS PARA LA PLANEACI&#211;N Y MANEJO DE LA INFRAESTRUCTURA SECTORIAL","2018-01-02T00:00:00.000","Individual Consultant","Republic of Colombia","32324.0","CO-PNF-39001-CS-INDV"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559438","Finca Demostrativa externa - Los Pomos - El Volga - Compra de elementos de ferreter&#237;a","2017-10-06T00:00:00.000","ALMACÉN INSUAGRO LTDA","Republic of Colombia","245.0","CO-CIPAV-25951-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1574886","Consultor&#237;a para brindar capacitaci&#243;n y asistencia t&#233;cnica en establecimiento y mantenimiento de SSPI, supervisar el levantamiento de l&#237;nea base y monitoreo productivo de fincas de demostrativas.","2018-01-01T00:00:00.000","ADOLFO GALINDO OSPINA","Republic of Colombia","13500.0","CO-CIPAV-80786-CS-CDS"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559593","Fincas Demostrativas BM - Compra de elementos de protecci&#243;n personal","2017-09-15T00:00:00.000","COMERSEG","Republic of Colombia","136.0","CO-CIPAV-30224-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559591","Fincas Demostrativas Valle R&#237;o Cesar - Compra de elementos de protecci&#243;n personal","2017-10-11T00:00:00.000","COMERSEG","Republic of Colombia","271.0","CO-CIPAV-30223-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1559675","Fincas Demostrativas BYS - Compra de equipos 2 Guada&#241;as","2017-11-17T00:00:00.000","AGRO ÉXITO DEL CAMPO","Republic of Colombia","1432.0","CO-CIPAV-25751-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Least Cost Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1558455","Realizar la auditor&#237;a al ""Proyecto de Reparaci&#243;n Colectiva a V&#237;ctimas para la Reconstrucci&#243;n Social"" financiado con recursos del Convenio de Donaci&#243;n N&#186; TF  018908 suscrito con el Banco Mundial, para","2018-05-21T00:00:00.000","MGI PAEZ ASOCIADOS","Republic of Colombia","20471.0","CO-UARIV-34780-CS-LCS"
