Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
BROKER,,"PACIFIC MARINE BUNKERING,INC",1000 TOWN CENTER DR,OXNARD,CA,93036,Yes,818 351-3700,07/15/2011 12:00:00 AM,98115,23-101707,06/30/2023 12:00:00 AM,"PACIFIC MARINE BUNKERING,INC",PO BOX 195,,WOODLAND HILLS,CA,91365,C,"1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)",1875
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,ZDI 1251 RICE LLC,1251 N RICE AVE,OXNARD,CA,93030,Yes,310 392-7899,12/22/2018 12:00:00 AM,111389,23-121846,09/30/2022 12:00:00 AM,ZDI 1251 RICE LLC,16509 SATICOY,,VAN NUYS,CA,91406,LL,"1251 N RICE AVE
OXNARD, CA 93030
(34.21355, -119.142177)",1872
CONTRACTOR LOC OUTSIDE CITY,,"20/20 PLUMBING & HEATING, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,951 396-2020,12/01/2017 12:00:00 AM,109820,23-119159,09/30/2022 12:00:00 AM,"20/20 PLUMBING & HEATING,INC",7343 ORANGEWOOD DR #B,,RIVERSIDE,CA,92504,C,,
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,COVARRUBIAS RENTALS,529 W FIRST ST,OXNARD,CA,93030,Yes,805 487-3838,10/25/1985 12:00:00 AM,14292,23-002781,09/30/2022 12:00:00 AM,"COVARRUBIAS, CHARLES",C/O ALERT MANAGEMENT,PO BOX 1084,OXNARD,CA,93032,S,"529 W FIRST ST
OXNARD, CA 93030
(34.203021, -119.183006)",1872
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"KPMG, LLP",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,201 307-7000,10/07/1998 12:00:00 AM,55810,23-048390,09/30/2022 12:00:00 AM,"KPMG, LLP",ATTN:TAX DEPT (BLDG 1-2),3 CHESTNUT RIDGE RD,MONTVALE,NJ,07645-0435,LP,,
PROPERTY MANAGEMENT,,"J.C.A. PROPERTIES, LLC",510 IVYWOOD DR,OXNARD,CA,93030,Yes,805 407-0670,10/01/2009 12:00:00 AM,96616,23-099561,09/30/2022 12:00:00 AM,"J.C.A. PROPERTIES, LLC",2081 N OXNARD BL#327,,OXNARD,CA,93036,LL,"510 IVYWOOD DR
OXNARD, CA 93030
(34.215768, -119.182231)",1872
CONTRACTOR LOC OUTSIDE CITY,,OIC CONSTRUCTION INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 218-6734,04/01/2019 12:00:00 AM,112301,23-122989,02/28/2023 12:00:00 AM,OIC CONSTRUCTION INC,2323 PORTOLA ROAD STE 100,,VENTURA,CA,93003,C,,
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,JAMES D CRAWFORD JR & STEVEN R,1525 PINE ST,OXNARD,CA,93030,Yes,805 390-3779,10/11/2018 12:00:00 AM,114073,23-125693,09/30/2022 12:00:00 AM,"GRESHAM, STEVEN,ET AL",1288 POTTER AVE,,THOUSAND OAKS,CA,91360,P,"1525 PINE ST
OXNARD, CA 93030
(34.185633, -119.170445)",1872
REAL ESTATE AGENT OR BROKER (BRANCH),,WEST VENCO REAL ESTATE,3645 SAVIERS RD,OXNARD,CA,93033,Yes,805 486-5560,07/11/2007 12:00:00 AM,90345,23-014367,06/30/2023 12:00:00 AM,HDV FINANCIAL INC,3645 SAVIERS RD STE 16,,OXNARD,CA,93033,C,"3645 SAVIERS RD
OXNARD, CA 93033
(34.16618, -119.177725)",1873
WASTEWATER PERMIT,,ARCO AM PM #42671,500 S VICTORIA AVE,OXNARD,CA,93035,Yes,805 382-0551,11/18/2008 12:00:00 AM,93066,23-029633,06/30/2023 12:00:00 AM,"DHO, INC",500 S VICTORIA AVE,,OXNARD,CA,93035,C,"500 S VICTORIA AVE
OXNARD, CA 93035
(34.197089, -119.221068)",1874
JANITORIAL OR MAID SERVICE,,"M & A MAINTENANCE, INC",144 E ROBERT AVE,OXNARD,CA,93033,Yes,805 732-0839,07/18/1997 12:00:00 AM,49772,23-084870,06/30/2023 12:00:00 AM,"M & A MAINTENANCE, INC",PO BOX 321,,OXNARD,CA,93032,C,"144 E ROBERT AVE
OXNARD, CA 93033
(34.171862, -119.175715)",1873
INSURANCE AGENT OR BROKER (EXEMPT),,ANIBAL MORESCO AGENCY,3595 SAVIERS RD,OXNARD,CA,93033,Yes,805 487-9612,10/01/2008 12:00:00 AM,93406,23-094882,09/30/2022 12:00:00 AM,"MORESCO, ANIBAL",3595 SAVIERS RD,,OXNARD,CA,93033,S,"3595 SAVIERS RD
OXNARD, CA 93033
(34.166868, -119.177716)",1873
CONTRACTOR LOC OUTSIDE CITY,,SHELTER ROOFING & SOLAR CONSTR,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 523-2461,01/30/2012 12:00:00 AM,99208,23-119955,12/31/2022 12:00:00 AM,SHELTER ROOFING & SOLAR CONT,4829 MIRA SOL DR,,MOORPARK,CA,93021,C,,
CONTRACTOR LOC OUTSIDE CITY,,BG CONSTRUCTION & REMODELING I,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 359-5159,07/06/2022 12:00:00 AM,117142,23-130528,06/30/2023 12:00:00 AM,BG CONSTRUCTION & REMODELING,1360 WESTERN AVE,,GLENDALE,CA,91201,C,,
APARTMENT COMPLEX/RESIDENTIAL RENTAL,18,KUBISKE FAMILY TRUST,1314 EDGEWOOD WAY,OXNARD,CA,93030,Yes,805 487-0632,10/11/2005 12:00:00 AM,86303,23-084837,09/30/2022 12:00:00 AM,KUBISKE FAMILY TRUST,750 S B ST,,OXNARD,CA,93030,T,"1314 EDGEWOOD WAY
OXNARD, CA 93030
(34.212508, -119.192706)",1872
APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX,3,LOURDES & ISIDRO AVALOS,428 S E ST,OXNARD,CA,93030,Yes,805 967-2320,01/26/2012 12:00:00 AM,113399,23-124728,12/31/2022 12:00:00 AM,"AVALOS, LOURDES ET AL",C/O SANDRA CURIEL,440 EL SUENO RD,SANTA BARBARA,CA,93110,S,"428 S E ST
OXNARD, CA 93030
(34.198435, -119.183608)",1872
DENTIST,,PACIFICA DENTAL OFFICE,1804 SAVIERS RD,OXNARD,CA,93033,Yes,805 483-3285,01/01/2014 12:00:00 AM,102920,23-108770,12/31/2022 12:00:00 AM,JOSE MANUEL TERRAZA DDS INC,1804 SAVIERS RD STE B,,OXNARD,CA,93033,C,"1804 SAVIERS RD
OXNARD, CA 93033
(34.181774, -119.177398)",1873
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,LAWRENCE R HAUER STRUCTURAL EN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 653-1743,03/01/2017 12:00:00 AM,108390,23-117010,12/31/2022 12:00:00 AM,LAWRENCE R HAUER STRUCTURAL,2350 E MAIN STREET 202,,VENTURA,CA,93003,C,,
TAXICAB/AUTO FOR HIRE,,OXNARD TAXI,432 E FIR AVE,OXNARD,CA,93033,Yes,805 844-5739,10/19/2005 12:00:00 AM,86349,23-104288,09/30/2022 12:00:00 AM,"MARTINEZ, GABRIEL REYES",PO BOX 682,,PORT HUENEME,CA,93044,S,"432 E FIR AVE
OXNARD, CA 93033
(34.181818, -119.172229)",1873
MARINE SERVICES,,PERFORMANCE TRUCK AND DIESEL I,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 395-0882,12/11/2017 12:00:00 AM,110039,23-119519,11/30/2022 12:00:00 AM,PERFORMANCE TRUCK & DIESEL INC,PO BOX 12619,,BAKERSFIELD,CA,93389,C,,
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,LUXER NAILS & SPA,3720 SAVIERS RD,OXNARD,CA,93033,Yes,805 247-0676,10/28/2019 12:00:00 AM,113359,23-124556,09/30/2022 12:00:00 AM,"NGUYEN, KEVIN VAN",3720 SAVIERS RD,,OXNARD,CA,93033,S,"3720 SAVIERS RD
OXNARD, CA 93033
(34.165388, -119.177571)",1873
CONTRACTOR LOC OUTSIDE CITY,,"JOY EQUIPMENT PROTECTION,INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 684-0805,10/01/1999 12:00:00 AM,64909,23-059318,09/30/2022 12:00:00 AM,"JOY EQUIPMENT PROTECTION,INC",PO BOX 1080,,CARPINTERIA,CA,93014-1080,C,,
CONTRACTOR LOC OUTSIDE CITY,,FORME SOLAR ELECTRIC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,714 694-2262,07/06/2022 12:00:00 AM,117129,23-130495,06/30/2023 12:00:00 AM,FIXED ENERGY LLC,1211 E LA HABRA BLVD STE A,,LA HABRA HEIGHTS,CA,90631,LL,,
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,GOOD SAM,2750 PARK VIEW CT,OXNARD,CA,93036,Yes,805 667-4100,10/09/2013 12:00:00 AM,103909,23-110221,06/30/2023 12:00:00 AM,"GOOD SAM ENTERPRISES, LLC",2750 PARK VIEW CT STE 240,,OXNARD,CA,93036,LL,"2750 PARK VIEW CT
OXNARD, CA 93036
(34.240314, -119.177484)",1875
FLORIST,,"BERNARDO'S FLOWERS, INC",2031 N OXNARD BLVD,OXNARD,CA,93036,Yes,805 981-9600,10/13/1995 12:00:00 AM,29483,23-101031,09/30/2022 12:00:00 AM,"BERNARDO'S FLOWERS, INC",2031 N OXNARD BLVD,,OXNARD,CA,93036,C,"2031 N OXNARD BLVD
OXNARD, CA 93036
(34.221798, -119.177343)",1875
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,ARNOLDAS INC,420 E PLEASANT VALLEY RD,OXNARD,CA,93033,Yes,323 719-9488,07/18/2018 12:00:00 AM,111937,23-122500,06/30/2023 12:00:00 AM,ARNOLDAS INC.,7041 COMMANCHE AVE,,WINNETKA,CA,91306,C,"420 E PLEASANT VALLEY RD
OXNARD, CA 93033
(34.154689, -119.174355)",1873
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,A B TAX SERVICE,162 E CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,805 486-2281,06/10/1996 12:00:00 AM,30553,23-022632,05/31/2023 12:00:00 AM,"BAZALDUA, ELIZABETH",162 E CHANNEL ISLANDS BL,,OXNARD,CA,93033,S,"162 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173343, -119.176077)",1873
"LABORATORY:CHEMICAL,DENTAL,MEDICAL",,CLINICAL TRAINING LABRATORIES,2775 N VENTURA RD,OXNARD,CA,93036,Yes,805 850-1530,11/01/2019 12:00:00 AM,113341,23-124531,09/30/2022 12:00:00 AM,CLINICAL TRAINING INSTITUTE,2775 N VENTURA RD STE 213,,OXNARD,CA,93036,C,"2775 N VENTURA RD
OXNARD, CA 93036
(34.243368, -119.183911)",1875
WHOLESALE,,BIMBO BAKERIES USA INC,701 N DEL NORTE BLVD,OXNARD,CA,93030,Yes,519 620-5161,11/01/2010 12:00:00 AM,106040,23-120344,10/31/2022 12:00:00 AM,BIMBO USA BAKERIES INC,4801 COX ROAD SUITE 101,,GLEN ALLEN,VA,23060,C,"701 N DEL NORTE BLVD
OXNARD, CA 93030
(34.207967, -119.127182)",1872
CANNABIS RETAIL,,CATALYST - OXNARD,4749 S ROSE AVE,OXNARD,CA,93033,Yes,562 430-6700,07/05/2022 12:00:00 AM,117133,23-130512,06/30/2023 12:00:00 AM,EEL - OXNARD LLC,6700 PACIFIC COAST HWY #201,,LONG BEACH,CA,90803,LL,"4749 S ROSE AVE
OXNARD, CA 93033
(34.155808, -119.159703)",1873
WASTEWATER PERMIT,,BLENDERS IN THE GRASS,1631 E CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,000 000-0000,01/07/2022 12:00:00 AM,116361,23-030132,06/30/2023 12:00:00 AM,"BLENDERS IN THE GRASS, INC",6487 B CALLE REAL,,GOLETA,CA,93117,C,"1631 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173348, -119.161452)",1873
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,CENTRAL NAILS SPA,210 W FIFTH ST,OXNARD,CA,93030,Yes,805 388-3900,11/01/2020 12:00:00 AM,114810,23-126805,10/31/2022 12:00:00 AM,"HUYNH, HOLVAN, ET AL",210 W FIFTH ST,,OXNARD,CA,93030,S,"210 W FIFTH ST
OXNARD, CA 93030
(34.197671, -119.178659)",1872
INTERNET BUSINESS (PROF OR RETAIL),,HONEY'S TAXES ECT,216 HERMANO TRL,OXNARD,CA,93036,Yes,805 330-5335,12/03/2021 12:00:00 AM,116210,23-129122,11/30/2022 12:00:00 AM,"RAMIREZ, CELINA",216 HERMANO TRL,,OXNARD,CA,93036,S,"216 HERMANO TRL
OXNARD, CA 93036",
MISC OCCUPATION,,APPRAISALS BY ASHBY,1921 PAMELA ST,OXNARD,CA,93036,Yes,310 828-3107,10/01/2008 12:00:00 AM,93390,23-094864,09/30/2022 12:00:00 AM,GALESKI ENTERPRISES INC,PMB #404,716 N VENTURA RD,OXNARD,CA,93030,C,"1921 PAMELA ST
OXNARD, CA 93036
(34.219977, -119.197399)",1875
CONTRACTOR LOC OUTSIDE CITY,,EDY'S PLUMBING INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 984-2584,10/13/2018 12:00:00 AM,111534,23-130520,06/30/2023 12:00:00 AM,EDY'S PLUMBING INC,8650 KATHERINE AVE,,PANORAMA CITY,CA,91402,C,,
RESTAURANT/CAFE,,GOLDEN DRAGON CHINESE RESTAURA,258 W PLEASANT VALLEY RD,OXNARD,CA,93033,Yes,805 300-8758,02/15/2013 12:00:00 AM,101052,23-106043,12/31/2022 12:00:00 AM,"XU, BO",1709 AVENIDA CAFE,,CAMARILLO,CA,93012,S,"258 W PLEASANT VALLEY RD
OXNARD, CA 93033
(34.15467, -119.179781)",1873
HANDYMAN - NO STATE LICENSE,,ROWLAND BURNSTAN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 986-4359,02/11/1993 12:00:00 AM,25105,23-015472,01/31/2023 12:00:00 AM,"BURNSTAN, ROWLAND",2631 BALBOA ST,,OXNARD,CA,93036,S,,
PARTY SUPPLIES/RENTALS,,GUERITOS PARTY RENTAL,1705 CALLAS CT,OXNARD,CA,93035,Yes,805 616-4323,11/06/2017 12:00:00 AM,109968,23-119408,10/31/2022 12:00:00 AM,"VEGA, JOSE L","C/O VEGA, JOSE L",PO BOX 5915,OXNARD,CA,93031,S,"1705 CALLAS CT
OXNARD, CA 93035
(34.187184, -119.19757)",1874
CONTRACTOR LOC OUTSIDE CITY,,NOHO CONSTRUCTORS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 642-7270,09/01/2022 12:00:00 AM,117132,23-130509,06/30/2023 12:00:00 AM,NOHO CONSTRUCTORS,11012 VENTURA BLVD STE 1259,,STUDIO CITY,CA,91604,C,,
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,NEFTALI LEPE,600 S VICTORIA AVE,OXNARD,CA,93035,Yes,805 758-5423,05/20/2020 12:00:00 AM,114325,23-126037,05/31/2023 12:00:00 AM,"LEPE, NEFTALI",2150 COLD STREAM CT,,OXNARD,CA,93036,S,"600 S VICTORIA AVE
OXNARD, CA 93035
(34.196381, -119.221088)",1874
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,MCDONALD'S #27201,511 S ROSE AVE,OXNARD,CA,93030,Yes,805 484-0459,07/10/2006 12:00:00 AM,88091,23-087258,06/30/2023 12:00:00 AM,"PASCHEN, GREGORY, ET AL",484 MOBIL AV #23,,CAMARILLO,CA,93010,P,"511 S ROSE AVE
OXNARD, CA 93030
(34.196201, -119.159837)",1872
WASTEWATER PERMIT,,NORTHSIDE LAUNDRY,1353 W GONZALES RD,OXNARD,CA,93036,Yes,805 886-6049,01/01/2010 12:00:00 AM,96205,23-029682,06/30/2023 12:00:00 AM,"MCCARTHY, MELISSA ET AL",9899 CHAMBERLAIN,,VENTURA,CA,93004,P,"1353 W GONZALES RD
OXNARD, CA 93036
(34.219248, -119.192832)",1875
HEALTH CARE SERVICES,,TURTLE HOUSE COUNSELING SERVIC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 388-1907,05/22/2022 12:00:00 AM,116927,23-130201,04/30/2023 12:00:00 AM,"CANO, PETER J. III",PO BOX 23312,,VENTURA,CA,93002,S,,
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,ENCORE,1810 KAPALUA DR,OXNARD,CA,93036,Yes,805 983-0975,03/30/2017 12:00:00 AM,110714,23-120580,02/28/2023 12:00:00 AM,ENCORE COMMERCIAL FISHERIES,1810 KAPALUA DR,,OXNARD,CA,93036,C,"1810 KAPALUA DR
OXNARD, CA 93036
(34.227345, -119.197617)",1875
DELIVERY (EXEMPT),,AVALON DOOR & WINDOW INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 644-4445,03/21/2007 12:00:00 AM,89677,23-122012,02/28/2023 12:00:00 AM,AVALON DOOR & WINDOW INC,1923 EASTMAN AV,,VENTURA,CA,93003,C,,
HANDYMAN - NO STATE LICENSE,,"HOA CARE, MAINTANENCE & REPAIR",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 827-8594,05/01/2021 12:00:00 AM,115379,23-127598,03/31/2023 12:00:00 AM,"GOMEZ, MIGUEL SANCHEZ",747 REEF CIR,,PORT HUENEME,CA,93041,S,,
WASTEWATER PERMIT,,SINCLAIR GAS,1050 S VENTURA RD,OXNARD,CA,93030,Yes,805 483-7404,07/01/2003 12:00:00 AM,75964,23-029678,06/30/2023 12:00:00 AM,"OFFSHORE INT'L BUSINESS, INC",1050 S VENTURA RD,,OXNARD,CA,93030,C,"1050 S VENTURA RD
OXNARD, CA 93030
(34.190569, -119.194772)",1872
MEAT/FISH MARKET,,IZZY OTANI FISH MARKET,608 S A ST,OXNARD,CA,93030,Yes,805 483-6519,07/31/1962 12:00:00 AM,164,23-004952,06/30/2023 12:00:00 AM,IZUTO OTANI FISH MARKET,608 S A ST,,OXNARD,CA,93030-7136,C,"608 S A ST
OXNARD, CA 93030
(34.196034, -119.178613)",1872
FAMILY APPAREL,,BURLINGTON,1331 W CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,609 387-7800,10/15/2021 12:00:00 AM,115971,23-128848,09/30/2022 12:00:00 AM,BURLING COAT FACTORY OF TX INC,ATTN: TAX DEPARTMENT,1830 ROUTE 130 N,BURLINGTON,NJ,08016,C,"1331 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.175693, -119.193384)",1873
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,ZDI 1251 RICE LLC,1201 N RICE AVE,OXNARD,CA,93030,Yes,310 392-7899,12/22/2017 12:00:00 AM,111388,23-121847,09/30/2022 12:00:00 AM,ZDI 1251 RICE LLC,16509 SATICOY E,,VAN NUYS,CA,91406,LL,"1201 N RICE AVE
OXNARD, CA 93030
(34.212776, -119.142184)",1872
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,BOYLE APARTMENTS,4831 TERRACE AVE,OXNARD,CA,93033,Yes,805 485-4040,10/15/1987 12:00:00 AM,16921,23-002779,09/30/2022 12:00:00 AM,BOYLE TRUST,C/O CROSSROADS INVESTMENTS,300 E ESPLANADE DR #580,OXNARD,CA,93036,T,"4831 TERRACE AVE
OXNARD, CA 93033
(34.156971, -119.165551)",1873
CONTRACTOR LOC OUTSIDE CITY,,GRANITE TRANSFORMATION VENTURA,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 275-1082,10/11/2010 12:00:00 AM,96691,23-099669,09/30/2022 12:00:00 AM,"GRANITE TRANSFORMATNS VTA,INC",3837 MARKET ST,,VENTURA,CA,93003,C,,
MASSAGE ESTABLISHMENT,,MISSION SPA,2228 SAVIERS RD,OXNARD,CA,93033,Yes,805 486-2520,10/13/2020 12:00:00 AM,114747,23-126672,09/30/2022 12:00:00 AM,"MONAREZ, ERIKA ROSARIO DIAZ",628 LAZARO LN,,OXNARD,CA,93035,S,"2228 SAVIERS RD
OXNARD, CA 93033
(34.178423, -119.177424)",1873
CONTRACTOR LOC OUTSIDE CITY,,TOMAR CONSTRUCTION INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 525-6500,02/03/2020 12:00:00 AM,113708,23-125073,11/30/2022 12:00:00 AM,TOMAR CONSTRUCTION INC,120 S CALAVO ST #B,,SANTA PAULA,CA,93060,C,,
DOCTOR:PHYSICIAN/SURGEON/MD,,VENTURA CNTY OCC MED CNTR,1901 HOLSER WALK,OXNARD,CA,93036,Yes,805 988-2273,01/01/2002 12:00:00 AM,84359,23-082146,12/31/2022 12:00:00 AM,BUILDING BTTR LVS OCC MD SRVCS,PO BOX 2180,,OXNARD,CA,93034,C,"1901 HOLSER WALK
OXNARD, CA 93036
(34.220208, -119.154846)",1875
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,EASTMAN INDUSTRIAL INVESTMENTS,2360 EASTMAN AVE,OXNARD,CA,93030,Yes,310 273-9201,12/20/2019 12:00:00 AM,113813,23-125229,12/31/2022 12:00:00 AM,EASTMAN INDUSTRIAL INVSMNT LLC,9201 WILSHIRE BLVD # 301,,BEVERLY HILLS,CA,90210,LL,"2360 EASTMAN AVE
OXNARD, CA 93030
(34.19901, -119.145338)",1872
CONTRACTOR LOC INSIDE CITY,,D2 SQUARED INDUSTRIAL LLC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,541 664-3010,10/01/2020 12:00:00 AM,114678,23-126525,09/30/2022 12:00:00 AM,"D2 SQUARED INDUSTRIAL, LLC",217 BATEMAN DR,,CENTRAL POINT,OR,97502,LL,,
INTERNET BUSINESS (PROF OR RETAIL),,SIDEWINDER SOAP COMPANY,3600 MONTE CARLO DR,OXNARD,CA,93035,Yes,805 746-5803,05/15/2021 12:00:00 AM,115760,24-128338,07/31/2023 12:00:00 AM,"GIBBON, JENNIFER, ET AL",3600 MONTE CARLO DR,,OXNARD,CA,93035,P,"3600 MONTE CARLO DR
OXNARD, CA 93035
(34.195078, -119.216849)",1874
WASTEWATER PERMIT,,MACVALLEY OIL COMPANY,100 N DEL NORTE BLVD,OXNARD,CA,93030,Yes,805 485-6900,12/16/2014 12:00:00 AM,104625,23-029662,06/30/2023 12:00:00 AM,CONICO TORO INC,100 N DEL NORTE BLVD,,OXNARD,CA,93030,C,"100 N DEL NORTE BLVD
OXNARD, CA 93030
(34.202421, -119.127242)",1872
GARDENING/LANDSCAPING,,1ULL LAWN PROS,361 N G ST,OXNARD,CA,93030,Yes,805 816-8538,11/20/2020 12:00:00 AM,116287,23-129251,11/30/2022 12:00:00 AM,"FLORES, LUIS ALEJANDRO","C/O FLORES, LUIS ALEJANDRO",361 N G ST,OXNARD,CA,93030,S,"361 N G ST
OXNARD, CA 93030
(34.205935, -119.186999)",1872
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,MISSION VILLAGE LP,2100 SAVIERS RD,OXNARD,CA,93033,Yes,805 486-4417,06/10/1980 12:00:00 AM,111481,23-126353,05/31/2023 12:00:00 AM,MISSION VILLAGE LP,3645 SAVIERS RD # 3,,OXNARD,CA,93033,LP,"2100 SAVIERS RD
OXNARD, CA 93033
(34.178873, -119.177428)",1873
WASTEWATER PERMIT,,RED ROBIN GOURMET BURGERS & BR,681 TOWN CENTER DR,OXNARD,CA,93036,Yes,805 342-0000,09/05/2016 12:00:00 AM,107902,23-029824,06/30/2023 12:00:00 AM,REB ROBIN INTERNATIONAL INC,10000 E. GEDDES AVE STE,#200N ATT:LICENSING,ENGLEWOOD,CO,80112,C,"681 TOWN CENTER DR
OXNARD, CA 93036
(34.241385, -119.179925)",1875
REAL ESTATE DEVELOPMENT,,"SHEA RIVERPARK DEVELOPERS,LLC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,951 739-9700,03/16/2009 12:00:00 AM,93655,23-101265,05/31/2023 12:00:00 AM,"SHEA RIVERPARK DEVELOPERS, LLC","C/O SHEA HOMES, LP",2 ADA STE 200,IRVINE,CA,92618,LL,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,HAHN AND ASSOCIATES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 775-9500,06/15/2022 12:00:00 AM,117065,23-130412,05/31/2023 12:00:00 AM,"HAHN AND ASSOCIATES, INC",28368 CONSTELLATION RD #300,,VALENCIA,CA,91355,C,,
CONTRACTOR LOC OUTSIDE CITY,,"G & S ACOUSTICS, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 583-2628,07/31/1998 12:00:00 AM,54972,23-047452,06/30/2023 12:00:00 AM,"G & S ACOUSTICS, INC",4565 INDUSTRIAL ST STE 7E,,SIMI VALLEY,CA,93063-3464,C,,
CONTRACTOR LOC OUTSIDE CITY,,"VIVINT, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,801 705-8066,06/01/2008 12:00:00 AM,92079,23-100517,05/31/2023 12:00:00 AM,"VIVINT, INC",4931 NORTH 300 WEST,,PROVO,UT,84604,C,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,ZDI LATIGO LLC,401 N RICE AVE,OXNARD,CA,93030,Yes,310 392-7899,12/22/2017 12:00:00 AM,111364,23-121841,09/30/2022 12:00:00 AM,ZDI LATIGO LLC,16509 SATICOY ST,,VAN NUYS,CA,91406,LL,"401 N RICE AVE
OXNARD, CA 93030
(34.205793, -119.142272)",1872
APARTMENT COMPLEX/RESIDENTIAL RENTAL,9,5411 PERKINS RD OXNARD CA 9303,5411 PERKINS RD,OXNARD,CA,93033,Yes,805 815-8161,06/30/2017 12:00:00 AM,109288,23-118358,06/30/2023 12:00:00 AM,"WUPING, CHANG (TRUST)",PO BOX 7865,,VENTURA,CA,93006,S,"5411 PERKINS RD
OXNARD, CA 93033
(34.150038, -119.183901)",1873
REGISTERED NON-PROFIT,,FIRST PRESBYTERIAN CHURCH-USA,850 IVYWOOD DR,OXNARD,CA,93030,Yes,805 983-0204,10/23/1968 12:00:00 AM,3545,23-053052,09/30/2022 12:00:00 AM,FIRST PRESBYTERIAN CHURCH-USA,850 IVYWOOD DR,,OXNARD,CA,93030-3401,C,"850 IVYWOOD DR
OXNARD, CA 93030
(34.215846, -119.186948)",1872
CONTRACTOR LOC OUTSIDE CITY,,GENERAL UNDERGROUND FIRE PROTE,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,714 632-8646,01/28/2011 12:00:00 AM,97164,23-118832,09/30/2022 12:00:00 AM,GENERAL UNDERGROUND FIRE,PO BOX 29830,,ANAHEIM,CA,92809-8194,C,,
HANDYMAN - NO STATE LICENSE (BRANCH),,EXPERT FOUNTAIN,4250 MERIDIAN AVE,OXNARD,CA,93035,Yes,805 832-2453,02/02/2017 12:00:00 AM,109896,23-119288,09/30/2022 12:00:00 AM,"MOAT, RICHARD SEAN",4250 MERIDIAN AVE,,OXNARD,CA,93035,S,"4250 MERIDIAN AVE
OXNARD, CA 93035
(34.177889, -119.228657)",1874
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,PAUL A FERGUSON,530 S K ST,OXNARD,CA,93030,Yes,949 489-7807,06/02/1982 12:00:00 AM,10239,23-002296,05/31/2023 12:00:00 AM,"FERGUSON, PAUL A",23881 BOTHNIA BAY,,DANA POINT,CA,92629,S,"530 S K ST
OXNARD, CA 93030
(34.197039, -119.191678)",1872
