"year","region","sex","category","rank_category","age_group","daly","daly_rank"
"2011","ACT","Male","Oesophageal cancer","28. Oesophageal cancer","25–74","2","28"
"2011","ACT","Male","Dementia","29. Dementia","25–74","2","29"
"2011","ACT","Male","Stomach cancer","30. Stomach cancer","25–74","1.7","30"
"2011","ACT","Male","Other neurological conditions","31. Other neurological conditions","25–74","1.7","31"
"2011","ACT","Male","Periodontal disease","32. Periodontal disease","25–74","1.6","32"
"2011","ACT","Male","Pancreatic cancer","33. Pancreatic cancer","25–74","1.6","33"
"2011","ACT","Male","Other cardiovascular diseases","34. Other cardiovascular diseases","25–74","1.5","34"
"2011","ACT","Male","Autism spectrum disorders","35. Autism spectrum disorders","25–74","1.5","35"
"2011","ACT","Male","Dermatitis and eczema","36. Dermatitis and eczema","25–74","1.5","36"
"2011","ACT","Male","Non-Hodgkin lymphoma","37. Non-Hodgkin lymphoma","25–74","1.5","37"
"2011","ACT","Male","Mesothelioma","38. Mesothelioma","25–74","1.4","38"
"2011","ACT","Male","Melanoma of the skin","39. Melanoma of the skin","25–74","1.4","39"
"2011","ACT","Male","Dental caries","40. Dental caries","25–74","1.3","40"
"2011","ACT","Male","Inflammatory bowel disease (IBD)","41. Inflammatory bowel disease (IBD)","25–74","1.2","41"
"2011","ACT","Male","Unknown primary","42. Unknown primary","25–74","1.2","42"
"2011","ACT","Male","Traumatic brain injury","43. Traumatic brain injury","25–74","1.1","43"
"2011","ACT","Male","Migraine","44. Migraine","25–74","1.1","44"
"2011","ACT","Male","Atrial fibrillation and flutter","45. Atrial fibrillation and flutter","25–74","1.1","45"
"2011","ACT","Male","Other blood and metabolic disorders","46. Other blood and metabolic disorders","25–74","1","46"
"2011","ACT","Male","Internal and crush injury","47. Internal and crush injury","25–74","1","47"
"2011","ACT","Male","Upper respiratory conditions","48. Upper respiratory conditions","25–74","1","48"
"2011","ACT","Male","Functional gastrointestinal disorders (FGID)","49. Functional gastrointestinal disorders (FGID)","25–74","1","49"
"2011","ACT","Male","Intellectual disability","50. Intellectual disability","25–74","0.9","50"
"2011","ACT","Male","Coronary heart disease","1. Coronary heart disease","75+","133","1"
"2011","ACT","Male","Dementia","2. Dementia","75+","67.9","2"
"2011","ACT","Male","COPD","3. COPD","75+","53.8","3"
"2011","ACT","Male","Stroke","4. Stroke","75+","39.8","4"
"2011","ACT","Male","Prostate cancer","5. Prostate cancer","75+","31.9","5"
"2011","ACT","Male","Lung cancer","6. Lung cancer","75+","31.6","6"
"2011","ACT","Male","Type 2 diabetes","7. Type 2 diabetes","75+","29.8","7"
"2011","ACT","Male","Bowel cancer","8. Bowel cancer","75+","29.1","8"
"2011","ACT","Male","Other musculoskeletal","9. Other musculoskeletal","75+","21.2","9"
"2011","ACT","Male","Parkinson disease","10. Parkinson disease","75+","19.3","10"
"2011","ACT","Male","Chronic kidney disease","11. Chronic kidney disease","75+","18.5","11"
"2011","ACT","Male","Osteoarthritis","12. Osteoarthritis","75+","16.7","12"
"2011","ACT","Male","Hearing loss","13. Hearing loss","75+","16.2","13"
"2011","ACT","Male","Non-rheumatic valvular disease","14. Non-rheumatic valvular disease","75+","15","14"
"2011","ACT","Male","Atrial fibrillation and flutter","15. Atrial fibrillation and flutter","75+","14.8","15"
"2011","ACT","Male","Lower respiratory infections","16. Lower respiratory infections","75+","12.8","16"
"2011","ACT","Male","Unknown primary","17. Unknown primary","75+","12.7","17"
"2011","ACT","Male","Other cardiovascular diseases","18. Other cardiovascular diseases","75+","11.5","18"
"2011","ACT","Male","Other injuries","19. Other injuries","75+","11.4","19"
"2011","ACT","Male","Pancreatic cancer","20. Pancreatic cancer","75+","10.7","20"
"2011","ACT","Male","Bladder cancer","21. Bladder cancer","75+","10.2","21"
"2011","ACT","Male","Melanoma of the skin","22. Melanoma of the skin","75+","9.3","22"
"2011","ACT","Male","Liver cancer","23. Liver cancer","75+","9","23"
"2011","ACT","Male","Oesophageal cancer","24. Oesophageal cancer","75+","8.9","24"
"2011","ACT","Male","Back pain and problems","25. Back pain and problems","75+","7.8","25"
"2011","ACT","Male","Other blood cancers","26. Other blood cancers","75+","6.6","26"
"2011","ACT","Male","Interstitial lung disease","27. Interstitial lung disease","75+","6.6","27"
"2011","ACT","Male","Motor neurone disease","28. Motor neurone disease","75+","6.5","28"
"2011","ACT","Male","Traumatic brain injury","29. Traumatic brain injury","75+","6.1","29"
"2011","ACT","Male","Cardiomyopathy","30. Cardiomyopathy","75+","5.4","30"
"2011","ACT","Male","Type 1 diabetes","31. Type 1 diabetes","75+","5.2","31"
"2011","ACT","Male","Epilepsy","32. Epilepsy","75+","5.1","32"
"2011","ACT","Male","Age-related macular degeneration","33. Age-related macular degeneration","75+","5","33"
"2011","ACT","Male","Hip fracture","34. Hip fracture","75+","4.9","34"
"2011","ACT","Male","Asthma","35. Asthma","75+","4.7","35"
"2011","ACT","Male","Non-Hodgkin lymphoma","36. Non-Hodgkin lymphoma","75+","4.5","36"
"2011","ACT","Male","Pancreatitis","37. Pancreatitis","75+","4.5","37"
"2011","ACT","Male","Other blood and metabolic disorders","38. Other blood and metabolic disorders","75+","4.4","38"
"2011","ACT","Male","Stomach cancer","39. Stomach cancer","75+","4.3","39"
"2011","ACT","Male","Peripheral vascular disease","40. Peripheral vascular disease","75+","4.2","40"
"2011","ACT","Male","Mesothelioma","41. Mesothelioma","75+","4.1","41"
"2011","ACT","Male","Other cancers","42. Other cancers","75+","3.9","42"
"2011","ACT","Male","Aortic aneurysm","43. Aortic aneurysm","75+","3.7","43"
"2011","ACT","Male","Other fractures","44. Other fractures","75+","3.4","44"
"2011","ACT","Male","Severe tooth loss","45. Severe tooth loss","75+","3.4","45"
"2011","ACT","Male","Intestinal obstruction (without hernia)","46. Intestinal obstruction (without hernia)","75+","3.1","46"
"2011","ACT","Male","Gallbladder and bile duct disease","47. Gallbladder and bile duct disease","75+","3","47"
"2011","ACT","Male","Other infections","48. Other infections","75+","3","48"
"2011","ACT","Male","Myeloma","49. Myeloma","75+","3","49"
"2011","ACT","Male","Other leukaemias","50. Other leukaemias","75+","2.8","50"
"2015","ACT","Male","Other injuries","1. Other injuries","0–24","8.3","1"
"2015","ACT","Male","Pre-term birth and low birth weight  complications","2. Pre-term birth and low birth weight  complications","0–24","6.8","2"
"2015","ACT","Male","Asthma","3. Asthma","0–24","5.2","3"
"2015","ACT","Male","Anxiety disorders","4. Anxiety disorders","0–24","4.9","4"
"2015","ACT","Male","Other disorders of infancy","5. Other disorders of infancy","0–24","4.1","5"
"2015","ACT","Male","Birth trauma and asphyxia","6. Birth trauma and asphyxia","0–24","2.9","6"
"2015","ACT","Male","Depressive disorders","7. Depressive disorders","0–24","2.5","7"
"2015","ACT","Male","Other gastrointestinal infections","8. Other gastrointestinal infections","0–24","2.4","8"
"2015","ACT","Male","Autism spectrum disorders","9. Autism spectrum disorders","0–24","2.1","9"
"2015","ACT","Male","Alcohol use disorders","10. Alcohol use disorders","0–24","2","10"
"2015","ACT","Male","Other neurological conditions","11. Other neurological conditions","0–24","1.9","11"
"2015","ACT","Male","Drug use disorders (excluding alcohol)","12. Drug use disorders (excluding alcohol)","0–24","1.9","12"
"2015","ACT","Male","Back pain and problems","13. Back pain and problems","0–24","1.7","13"
"2015","ACT","Male","Conduct disorder","14. Conduct disorder","0–24","1.6","14"
"2015","ACT","Male","Acne","15. Acne","0–24","1.6","15"
"2015","ACT","Male","Bipolar affective disorder","16. Bipolar affective disorder","0–24","1.5","16"
"2015","ACT","Male","Poisoning","17. Poisoning","0–24","1.5","17"
"2015","ACT","Male","Cardiovascular defects","18. Cardiovascular defects","0–24","1.4","18"
"2015","ACT","Male","Other musculoskeletal","19. Other musculoskeletal","0–24","1.3","19"
"2015","ACT","Male","Dermatitis and eczema","20. Dermatitis and eczema","0–24","1.3","20"
"2015","ACT","Male","Other blood and metabolic disorders","21. Other blood and metabolic disorders","0–24","1.2","21"
"2015","ACT","Male","Epilepsy","22. Epilepsy","0–24","1.1","22"
"2015","ACT","Male","Other benign, insitu and uncertain neoplasms","23. Other benign, insitu and uncertain neoplasms","0–24","1.1","23"
"2015","ACT","Male","Traumatic brain injury","24. Traumatic brain injury","0–24","1.1","24"
"2015","ACT","Male","Schizophrenia","25. Schizophrenia","0–24","1","25"
"2015","ACT","Male","Intellectual disability","26. Intellectual disability","0–24","1","26"
"2015","ACT","Male","Upper respiratory conditions","27. Upper respiratory conditions","0–24","0.9","27"
"2015","ACT","Male","Dental caries","28. Dental caries","0–24","0.8","28"
"2015","ACT","Male","Attention deficit hyperactivity disorder","29. Attention deficit hyperactivity disorder","0–24","0.8","29"
"2015","ACT","Male","Sudden infant death syndrome","30. Sudden infant death syndrome","0–24","0.7","30"
"2015","ACT","Male","Eating disorders","31. Eating disorders","0–24","0.6","31"
"2015","ACT","Male","Other fractures","32. Other fractures","0–24","0.5","32"
"2015","ACT","Male","Functional gastrointestinal disorders (FGID)","33. Functional gastrointestinal disorders (FGID)","0–24","0.4","33"
"2015","ACT","Male","Migraine","34. Migraine","0–24","0.4","34"
"2015","ACT","Male","Internal and crush injury","35. Internal and crush injury","0–24","0.4","35"
"2015","ACT","Male","Tibia and ankle fracture","36. Tibia and ankle fracture","0–24","0.3","36"
"2015","ACT","Male","Lower respiratory infections","37. Lower respiratory infections","0–24","0.3","37"
"2015","ACT","Male","Burn injuries","38. Burn injuries","0–24","0.3","38"
"2015","ACT","Male","Other mental and substance use disorders","39. Other mental and substance use disorders","0–24","0.3","39"
"2015","ACT","Male","Inflammatory bowel disease (IBD)","40. Inflammatory bowel disease (IBD)","0–24","0.3","40"
"2015","ACT","Male","Upper respiratory infections","41. Upper respiratory infections","0–24","0.3","41"
"2015","ACT","Male","Psoriasis","42. Psoriasis","0–24","0.2","42"
"2015","ACT","Male","Type 1 diabetes","43. Type 1 diabetes","0–24","0.2","43"
"2015","ACT","Male","Brain malformations","44. Brain malformations","0–24","0.2","44"
"2015","ACT","Male","Hearing loss","45. Hearing loss","0–24","0.2","45"
"2015","ACT","Male","Drowning and submersion injuries","46. Drowning and submersion injuries","0–24","0.2","46"
"2015","ACT","Male","Rheumatoid arthritis","47. Rheumatoid arthritis","0–24","0.2","47"
"2015","ACT","Male","Gastro Oesophageal Reflux Disease (GORD)","48. Gastro Oesophageal Reflux Disease (GORD)","0–24","0.2","48"
"2015","ACT","Male","Osteoarthritis","49. Osteoarthritis","0–24","0.1","49"
"2015","ACT","Male","Other congenital conditions","50. Other congenital conditions","0–24","0.1","50"
"2015","ACT","Male","Coronary heart disease","1. Coronary heart disease","25–74","13","1"
"2015","ACT","Male","Other injuries","2. Other injuries","25–74","10.9","2"
"2015","ACT","Male","Back pain and problems","3. Back pain and problems","25–74","9.9","3"
"2015","ACT","Male","Anxiety disorders","4. Anxiety disorders","25–74","8.1","4"
"2015","ACT","Male","Other musculoskeletal","5. Other musculoskeletal","25–74","7.6","5"
"2015","ACT","Male","Lung cancer","6. Lung cancer","25–74","5.8","6"
"2015","ACT","Male","COPD","7. COPD","25–74","5.3","7"
"2015","ACT","Male","Type 2 diabetes","8. Type 2 diabetes","25–74","5.1","8"
"2015","ACT","Male","Asthma","9. Asthma","25–74","5","9"
"2015","ACT","Male","Bowel cancer","10. Bowel cancer","25–74","4.7","10"
"2015","ACT","Male","Depressive disorders","11. Depressive disorders","25–74","4.7","11"
"2015","ACT","Male","Poisoning","12. Poisoning","25–74","4.3","12"
"2015","ACT","Male","Osteoarthritis","13. Osteoarthritis","25–74","4.3","13"
"2015","ACT","Male","Alcohol use disorders","14. Alcohol use disorders","25–74","3.9","14"
"2015","ACT","Male","Stroke","15. Stroke","25–74","3.2","15"
"2015","ACT","Male","Protein-energy deficiency","16. Protein-energy deficiency","25–74","3.2","16"
"2015","ACT","Male","Drug use disorders (excluding alcohol)","17. Drug use disorders (excluding alcohol)","25–74","3.1","17"
"2015","ACT","Male","Hearing loss","18. Hearing loss","25–74","3.1","18"
"2015","ACT","Male","Pancreatic cancer","19. Pancreatic cancer","25–74","3","19"
"2015","ACT","Male","Schizophrenia","20. Schizophrenia","25–74","2.7","20"
"2015","ACT","Male","Bipolar affective disorder","21. Bipolar affective disorder","25–74","2.6","21"
"2015","ACT","Male","Prostate cancer","22. Prostate cancer","25–74","2.6","22"
"2015","ACT","Male","Liver cancer","23. Liver cancer","25–74","2.5","23"
"2015","ACT","Male","Brain and CNS cancer","24. Brain and CNS cancer","25–74","2.4","24"
"2015","ACT","Male","Oesophageal cancer","25. Oesophageal cancer","25–74","2.4","25"
"2015","ACT","Male","Non-Hodgkin lymphoma","26. Non-Hodgkin lymphoma","25–74","2.3","26"
"2015","ACT","Male","Chronic liver disease","27. Chronic liver disease","25–74","2.2","27"
"2015","ACT","Male","Autism spectrum disorders","28. Autism spectrum disorders","25–74","2.1","28"
"2015","ACT","Male","Rheumatoid arthritis","29. Rheumatoid arthritis","25–74","2.1","29"
"2015","ACT","Male","Dementia","30. Dementia","25–74","1.9","30"
"2015","ACT","Male","Other cancers","31. Other cancers","25–74","1.8","31"
"2015","ACT","Male","Lower respiratory infections","32. Lower respiratory infections","25–74","1.7","32"
"2015","ACT","Male","Chronic kidney disease","33. Chronic kidney disease","25–74","1.7","33"
"2015","ACT","Male","Periodontal disease","34. Periodontal disease","25–74","1.6","34"
"2015","ACT","Male","Cardiomyopathy","35. Cardiomyopathy","25–74","1.6","35"
"2015","ACT","Male","Dermatitis and eczema","36. Dermatitis and eczema","25–74","1.5","36"
"2015","ACT","Male","Melanoma of the skin","37. Melanoma of the skin","25–74","1.4","37"
"2015","ACT","Male","Traumatic brain injury","38. Traumatic brain injury","25–74","1.4","38"
"2015","ACT","Male","Other cardiovascular diseases","39. Other cardiovascular diseases","25–74","1.4","39"
"2015","ACT","Male","Other neurological conditions","40. Other neurological conditions","25–74","1.3","40"
"2015","ACT","Male","Dental caries","41. Dental caries","25–74","1.3","41"
"2015","ACT","Male","Epilepsy","42. Epilepsy","25–74","1.3","42"
"2015","ACT","Male","Stomach cancer","43. Stomach cancer","25–74","1.2","43"
"2015","ACT","Male","Unknown primary","44. Unknown primary","25–74","1.2","44"
"2015","ACT","Male","Inflammatory bowel disease (IBD)","45. Inflammatory bowel disease (IBD)","25–74","1.2","45"
"2015","ACT","Male","Aortic aneurysm","46. Aortic aneurysm","25–74","1.2","46"
"2015","ACT","Male","Upper respiratory conditions","47. Upper respiratory conditions","25–74","1.1","47"
"2015","ACT","Male","Atrial fibrillation and flutter","48. Atrial fibrillation and flutter","25–74","1.1","48"
"2015","ACT","Male","Internal and crush injury","49. Internal and crush injury","25–74","1","49"
"2015","ACT","Male","Functional gastrointestinal disorders (FGID)","50. Functional gastrointestinal disorders (FGID)","25–74","1","50"
"2015","ACT","Male","Coronary heart disease","1. Coronary heart disease","75+","105.9","1"
"2015","ACT","Male","Dementia","2. Dementia","75+","67.3","2"
"2015","ACT","Male","COPD","3. COPD","75+","51.7","3"
"2015","ACT","Male","Stroke","4. Stroke","75+","46.9","4"
"2015","ACT","Male","Bowel cancer","5. Bowel cancer","75+","35","5"
"2015","ACT","Male","Type 2 diabetes","6. Type 2 diabetes","75+","26.8","6"
"2015","ACT","Male","Prostate cancer","7. Prostate cancer","75+","25.4","7"
"2015","ACT","Male","Parkinson disease","8. Parkinson disease","75+","24.7","8"
"2015","ACT","Male","Lung cancer","9. Lung cancer","75+","23","9"
"2015","ACT","Male","Hearing loss","10. Hearing loss","75+","22.2","10"
"2015","ACT","Male","Other musculoskeletal","11. Other musculoskeletal","75+","21.7","11"
"2015","ACT","Male","Atrial fibrillation and flutter","12. Atrial fibrillation and flutter","75+","21.1","12"
"2015","ACT","Male","Pancreatic cancer","13. Pancreatic cancer","75+","14.1","13"
"2015","ACT","Male","Other cardiovascular diseases","14. Other cardiovascular diseases","75+","13.7","14"
"2015","ACT","Male","Osteoarthritis","15. Osteoarthritis","75+","13.4","15"
"2015","ACT","Male","Chronic kidney disease","16. Chronic kidney disease","75+","12","16"
"2015","ACT","Male","Other injuries","17. Other injuries","75+","10.9","17"
"2015","ACT","Male","Non-rheumatic valvular disease","18. Non-rheumatic valvular disease","75+","9.7","18"
"2015","ACT","Male","Myeloma","19. Myeloma","75+","9.6","19"
"2015","ACT","Male","Interstitial lung disease","20. Interstitial lung disease","75+","9.1","20"
"2015","ACT","Male","Mesothelioma","21. Mesothelioma","75+","7.8","21"
"2015","ACT","Male","Brain and CNS cancer","22. Brain and CNS cancer","75+","7.3","22"
"2015","ACT","Male","Bladder cancer","23. Bladder cancer","75+","7.3","23"
"2015","ACT","Male","Unknown primary","24. Unknown primary","75+","6.2","24"
"2015","ACT","Male","Back pain and problems","25. Back pain and problems","75+","6","25"
"2015","ACT","Male","Non-Hodgkin lymphoma","26. Non-Hodgkin lymphoma","75+","5.8","26"
"2015","ACT","Male","Asthma","27. Asthma","75+","5.7","27"
"2015","ACT","Male","Melanoma of the skin","28. Melanoma of the skin","75+","5.7","28"
"2015","ACT","Male","Other benign, insitu and uncertain neoplasms","29. Other benign, insitu and uncertain neoplasms","75+","5.7","29"
"2015","ACT","Male","Other blood and metabolic disorders","30. Other blood and metabolic disorders","75+","5.6","30"
"2015","ACT","Male","Lower respiratory infections","31. Lower respiratory infections","75+","5.6","31"
"2015","ACT","Male","Epilepsy","32. Epilepsy","75+","5.3","32"
"2015","ACT","Male","Rheumatoid arthritis","33. Rheumatoid arthritis","75+","5.3","33"
"2015","ACT","Male","Age-related macular degeneration","34. Age-related macular degeneration","75+","4.9","34"
"2015","ACT","Male","Non-melanoma skin cancer","35. Non-melanoma skin cancer","75+","4.9","35"
"2015","ACT","Male","Oesophageal cancer","36. Oesophageal cancer","75+","4.8","36"
"2015","ACT","Male","Skin infections (incl. Cellulitis)","37. Skin infections (incl. Cellulitis)","75+","4.8","37"
"2015","ACT","Male","Gallbladder and bile duct disease","38. Gallbladder and bile duct disease","75+","4.8","38"
"2015","ACT","Male","Traumatic brain injury","39. Traumatic brain injury","75+","4.5","39"
"2015","ACT","Male","Kidney cancer","40. Kidney cancer","75+","4.1","40"
"2015","ACT","Male","Hip fracture","41. Hip fracture","75+","4.1","41"
"2015","ACT","Male","Other neurological conditions","42. Other neurological conditions","75+","4.1","42"
"2015","ACT","Male","Liver cancer","43. Liver cancer","75+","3.6","43"
"2015","ACT","Male","Other fractures","44. Other fractures","75+","3.5","44"
"2015","ACT","Male","Other kidney and urinary diseases","45. Other kidney and urinary diseases","75+","3.5","45"
"2015","ACT","Male","Chronic lymphocytic leukaemia (CLL)","46. Chronic lymphocytic leukaemia (CLL)","75+","3.4","46"
"2015","ACT","Male","Abdominal wall hernia","47. Abdominal wall hernia","75+","3.3","47"
"2015","ACT","Male","Pneumoconiosis","48. Pneumoconiosis","75+","3.3","48"
"2015","ACT","Male","Aortic aneurysm","49. Aortic aneurysm","75+","3.2","49"
"2015","ACT","Male","Severe tooth loss","50. Severe tooth loss","75+","3.2","50"
"2011","ACT","Male","Pre-term birth and low birth weight  complications","1. Pre-term birth and low birth weight  complications","0–24","8.3","1"
"2011","ACT","Male","Anxiety disorders","2. Anxiety disorders","0–24","5","2"
"2011","ACT","Male","Asthma","3. Asthma","0–24","4.2","3"
"2011","ACT","Male","Other injuries","4. Other injuries","0–24","3.9","4"
"2011","ACT","Male","Depressive disorders","5. Depressive disorders","0–24","2.6","5"
"2011","ACT","Male","Alcohol use disorders","6. Alcohol use disorders","0–24","2.2","6"
"2011","ACT","Male","Drowning and submersion injuries","7. Drowning and submersion injuries","0–24","2.2","7"
"2011","ACT","Male","Back pain and problems","8. Back pain and problems","0–24","2.1","8"
"2011","ACT","Male","Drug use disorders (excluding alcohol)","9. Drug use disorders (excluding alcohol)","0–24","2.1","9"
"2011","ACT","Male","Sudden infant death syndrome","10. Sudden infant death syndrome","0–24","2","10"
"2011","ACT","Male","Acne","11. Acne","0–24","1.6","11"
"2011","ACT","Male","Bipolar affective disorder","12. Bipolar affective disorder","0–24","1.6","12"
"2011","ACT","Male","Autism spectrum disorders","13. Autism spectrum disorders","0–24","1.6","13"
"2011","ACT","Male","Conduct disorder","14. Conduct disorder","0–24","1.5","14"
"2011","ACT","Male","Other disorders of infancy","15. Other disorders of infancy","0–24","1.4","15"
"2011","ACT","Male","Cardiovascular defects","16. Cardiovascular defects","0–24","1.4","16"
"2011","ACT","Male","Dermatitis and eczema","17. Dermatitis and eczema","0–24","1.3","17"
"2011","ACT","Male","Non-Hodgkin lymphoma","18. Non-Hodgkin lymphoma","0–24","1.3","18"
"2011","ACT","Male","Lower respiratory infections","19. Lower respiratory infections","0–24","1.3","19"
"2011","ACT","Male","Peripheral vascular disease","20. Peripheral vascular disease","0–24","1.2","20"
"2011","ACT","Male","Epilepsy","21. Epilepsy","0–24","1.2","21"
"2011","ACT","Male","Bowel cancer","22. Bowel cancer","0–24","1","22"
"2011","ACT","Male","Schizophrenia","23. Schizophrenia","0–24","1","23"
"2011","ACT","Male","Intellectual disability","24. Intellectual disability","0–24","1","24"
"2011","ACT","Male","Poisoning","25. Poisoning","0–24","0.9","25"
"2011","ACT","Male","Traumatic brain injury","26. Traumatic brain injury","0–24","0.9","26"
"2011","ACT","Male","Attention deficit hyperactivity disorder","27. Attention deficit hyperactivity disorder","0–24","0.8","27"
"2011","ACT","Male","Dental caries","28. Dental caries","0–24","0.8","28"
"2011","ACT","Male","Upper respiratory conditions","29. Upper respiratory conditions","0–24","0.7","29"
"2011","ACT","Male","Burn injuries","30. Burn injuries","0–24","0.7","30"
"2011","ACT","Male","Eating disorders","31. Eating disorders","0–24","0.7","31"
"2011","ACT","Male","Other fractures","32. Other fractures","0–24","0.6","32"
"2011","ACT","Male","Other gastrointestinal infections","33. Other gastrointestinal infections","0–24","0.5","33"
"2011","ACT","Male","Tibia and ankle fracture","34. Tibia and ankle fracture","0–24","0.5","34"
"2011","ACT","Male","Migraine","35. Migraine","0–24","0.5","35"
"2011","ACT","Male","Internal and crush injury","36. Internal and crush injury","0–24","0.5","36"
"2011","ACT","Male","Functional gastrointestinal disorders (FGID)","37. Functional gastrointestinal disorders (FGID)","0–24","0.5","37"
"2011","ACT","Male","Hearing loss","38. Hearing loss","0–24","0.3","38"
"2011","ACT","Male","Inflammatory bowel disease (IBD)","39. Inflammatory bowel disease (IBD)","0–24","0.3","39"
"2011","ACT","Male","Other mental and substance use disorders","40. Other mental and substance use disorders","0–24","0.2","40"
"2011","ACT","Male","Psoriasis","41. Psoriasis","0–24","0.2","41"
"2011","ACT","Male","Type 1 diabetes","42. Type 1 diabetes","0–24","0.2","42"
"2011","ACT","Male","Birth trauma and asphyxia","43. Birth trauma and asphyxia","0–24","0.2","43"
"2011","ACT","Male","Other musculoskeletal","44. Other musculoskeletal","0–24","0.2","44"
"2011","ACT","Male","Brain malformations","45. Brain malformations","0–24","0.2","45"
"2011","ACT","Male","Gastro Oesophageal Reflux Disease (GORD)","46. Gastro Oesophageal Reflux Disease (GORD)","0–24","0.2","46"
"2011","ACT","Male","Gastrointestinal malformations","47. Gastrointestinal malformations","0–24","0.2","47"
"2011","ACT","Male","Other skin disorders","48. Other skin disorders","0–24","0.1","48"
"2011","ACT","Male","Cerebral palsy","49. Cerebral palsy","0–24","0.1","49"
"2011","ACT","Male","Down syndrome","50. Down syndrome","0–24","0.1","50"
"2011","ACT","Person","Coronary heart disease","1. Coronary heart disease","75+","107.9","1"
"2011","ACT","Person","Dementia","2. Dementia","75+","92.1","2"
"2011","ACT","Person","Stroke","3. Stroke","75+","52.2","3"
"2011","ACT","Person","COPD","4. COPD","75+","49.8","4"
"2011","ACT","Person","Other musculoskeletal","5. Other musculoskeletal","75+","23.9","5"
"2011","ACT","Person","Bowel cancer","6. Bowel cancer","75+","22.7","6"
"2011","ACT","Person","Type 2 diabetes","7. Type 2 diabetes","75+","21.3","7"
"2011","ACT","Person","Lung cancer","8. Lung cancer","75+","19.5","8"
"2011","ACT","Person","Osteoarthritis","9. Osteoarthritis","75+","18.4","9"
"2011","ACT","Person","Hearing loss","10. Hearing loss","75+","18.4","10"
"2011","ACT","Person","Parkinson disease","11. Parkinson disease","75+","17.3","11"
"2011","ACT","Person","Atrial fibrillation and flutter","12. Atrial fibrillation and flutter","75+","15.4","12"
"2011","ACT","Person","Chronic kidney disease","13. Chronic kidney disease","75+","14.9","13"
"2011","ACT","Person","Prostate cancer","14. Prostate cancer","75+","13.2","14"
"2011","ACT","Person","Breast cancer","15. Breast cancer","75+","12.4","15"
"2011","ACT","Person","Other cardiovascular diseases","16. Other cardiovascular diseases","75+","12.1","16"
"2011","ACT","Person","Non-rheumatic valvular disease","17. Non-rheumatic valvular disease","75+","11.3","17"
"2011","ACT","Person","Pancreatic cancer","18. Pancreatic cancer","75+","9.5","18"
"2011","ACT","Person","Lower respiratory infections","19. Lower respiratory infections","75+","9.2","19"
"2011","ACT","Person","Back pain and problems","20. Back pain and problems","75+","8.4","20"
"2011","ACT","Person","Asthma","21. Asthma","75+","7.9","21"
"2011","ACT","Person","Rheumatoid arthritis","22. Rheumatoid arthritis","75+","7.5","22"
"2011","ACT","Person","Unknown primary","23. Unknown primary","75+","7","23"
"2011","ACT","Person","Other injuries","24. Other injuries","75+","6.6","24"
"2011","ACT","Person","Interstitial lung disease","25. Interstitial lung disease","75+","6.5","25"
"2011","ACT","Person","Other respiratory disease","26. Other respiratory disease","75+","6.5","26"
"2011","ACT","Person","Hip fracture","27. Hip fracture","75+","6.3","27"
"2011","ACT","Person","Liver cancer","28. Liver cancer","75+","5.9","28"
"2011","ACT","Person","Age-related macular degeneration","29. Age-related macular degeneration","75+","5.2","29"
"2011","ACT","Person","Traumatic brain injury","30. Traumatic brain injury","75+","5.2","30"
"2011","ACT","Person","Bladder cancer","31. Bladder cancer","75+","5.1","31"
"2011","ACT","Person","Oesophageal cancer","32. Oesophageal cancer","75+","5.1","32"
"2011","ACT","Person","Severe tooth loss","33. Severe tooth loss","75+","5","33"
"2011","ACT","Person","Epilepsy","34. Epilepsy","75+","4.9","34"
"2011","ACT","Person","Urinary tract infections","35. Urinary tract infections","75+","4.9","35"
"2011","ACT","Person","Non-Hodgkin lymphoma","36. Non-Hodgkin lymphoma","75+","4.8","36"
"2011","ACT","Person","Other gastrointestinal diseases","37. Other gastrointestinal diseases","75+","4.7","37"
"2011","ACT","Person","Aortic aneurysm","38. Aortic aneurysm","75+","4.4","38"
"2011","ACT","Person","Other fractures","39. Other fractures","75+","4.2","39"
"2011","ACT","Person","Other cancers","40. Other cancers","75+","4.1","40"
"2011","ACT","Person","Melanoma of the skin","41. Melanoma of the skin","75+","4.1","41"
"2011","ACT","Person","Hypertensive heart disease","42. Hypertensive heart disease","75+","3.9","42"
"2011","ACT","Person","Motor neurone disease","43. Motor neurone disease","75+","3.9","43"
"2011","ACT","Person","Cardiomyopathy","44. Cardiomyopathy","75+","3.7","44"
"2011","ACT","Person","Other neurological conditions","45. Other neurological conditions","75+","3.5","45"
"2011","ACT","Person","Protein-energy deficiency","46. Protein-energy deficiency","75+","3.4","46"
"2011","ACT","Person","Peripheral vascular disease","47. Peripheral vascular disease","75+","3.3","47"
"2011","ACT","Person","Rheumatic heart disease","48. Rheumatic heart disease","75+","3.3","48"
"2011","ACT","Person","Other blood and metabolic disorders","49. Other blood and metabolic disorders","75+","3.2","49"
"2011","ACT","Person","Type 1 diabetes","50. Type 1 diabetes","75+","3.2","50"
"2015","ACT","Person","Anxiety disorders","1. Anxiety disorders","0–24","6.3","1"
"2015","ACT","Person","Other injuries","2. Other injuries","0–24","6.1","2"
"2015","ACT","Person","Asthma","3. Asthma","0–24","5","3"
"2015","ACT","Person","Pre-term birth and low birth weight  complications","4. Pre-term birth and low birth weight  complications","0–24","3.6","4"
