"the_geom","asset_cate","external_i","asset_id","asset_name","asset_clas","asset_sub_","asset_type","asset_su00","suburb","location","traffic_si","installati","power_sour","installa00","asset_hand","constructi","notes","maintained","ownership","longitude","latitude"
"POINT (149.14518142548593 -35.22104696682624)","ICT Hardware","11286893.0","BLTS54","FLEMINGTON RD / SANDFORD ST / MORISSET RD, KENNY BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","GUNGAHLIN (RURAL DIST.)","FLEMINGTON RD / SANDFORD ST / MORISSET RD, KENNY","TRAFFIC SIGNAL SITE 235","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.145175971","-35.2210553063"
"POINT (149.17835377057213 -35.29891649163371)","ICT Hardware","11286851.0","BLTS13","FAIRBAIRN AVE / MORSHEAD DR, PIALLIGO BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","PIALLIGO","FAIRBAIRN AVE / MORSHEAD DR, PIALLIGO","TRAFFIC SIGNAL SITE 191","MODIFIED INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.178348248","-35.2989247961"
"POINT (149.12243871743308 -35.28523505713259)","ICT Hardware","11286876.0","BLTS37","EDINBURGH AV / LAWSON CR, ACTON BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","ACTON","EDINBURGH AV / LAWSON CR, ACTON","TRAFFIC SIGNAL SITE 79","MODIFIED INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.12243312","-35.2852434247"
"POINT (149.03461863606202 -35.227907892097925)","ICT Hardware","11286833.0","BLTS86","SOUTHERN CROSS DR / KINGSFORD SMITH DR, SCULLIN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","LATHAM","SOUTHERN CROSS DR / KINGSFORD SMITH DR, SCULLIN","TRAFFIC SIGNAL SITE 39","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.034612953","-35.227916286"
"POINT (149.129002766688 -35.27933602843252)","ICT Hardware","11286816.0","BLTS69","NORTHBOURNE AV / LONDON CIRCUIT, CITY BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CITY","NORTHBOURNE AV / LONDON CIRCUIT, CITY","TRAFFIC SIGNAL SITE 1","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.128997174","-35.279344374"
"POINT (149.07783480540206 -35.347740715363805)","ICT Hardware","11286903.0","BLTS64","HINDMARSH DR / LAUNCESTON ST BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","LYONS","HINDMARSH DR / LAUNCESTON ST","TRAFFIC SIGNAL SITE 308","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.077829186","-35.3477491725"
"POINT (149.0761121206575 -35.184146380860284)","ICT Hardware","11286898.0","BLTS59","BARTON HWY / KURINGA DR / CLARRIE HERMES DR, NICHOLLS BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","BELCONNEN (RURAL DIST.)","BARTON HWY / KURINGA DR / CLARRIE HERMES DR, NICHOLLS","TRAFFIC SIGNAL SITE 245","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.076106542","-35.1841547084"
"POINT (149.08367481483708 -35.348894733763146)","ICT Hardware","11286846.0","BLTS8","HINDMARSH DR / MELROSE DR, CHIFLEY BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CHIFLEY","HINDMARSH DR / MELROSE DR, CHIFLEY","TRAFFIC SIGNAL SITE 16","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.083669194","-35.3489031761"
"POINT (149.0923427015499 -35.23455280399067)","ICT Hardware","11286823.0","BLTS76","GINNINDERRA DR / BALDWIN DR, KALEEN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","KALEEN","GINNINDERRA DR / BALDWIN DR, KALEEN","TRAFFIC SIGNAL SITE 57","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.092337121","-35.2345611208"
"POINT (149.1911388168809 -35.24369512122394)","ICT Hardware","11286906.0","BLTS92","MAJURA PARKWAY NEAR TAMBREET STREET BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","MAJURA (RURAL DIST.)","MAJURA PARKWAY NEAR TAMBREET STREET",,"STANDALONE INSTALLATION","SOLAR PANEL",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.191133412","-35.24370336"
"POINT (149.14847756949572 -35.29842477047499)","ICT Hardware","11286888.0","BLTS49","KINGS AVE / PARKES WAY / MORSEHEAD DR, RUSSELL BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","RUSSELL","KINGS AVE / PARKES WAY / MORSEHEAD DR, RUSSELL","TRAFFIC SIGNAL SITE 225","MODIFIED INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.148472012","-35.2984331457"
"POINT (149.08671490103757 -35.3263576968295)","ICT Hardware","11286842.0","BLTS4","YARRA GLEN / CARRUTHERS ST, CURTIN (NORTHBOUND) BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CURTIN","YARRA GLEN / CARRUTHERS ST, CURTIN (NORTHBOUND)","TRAFFIC SIGNAL SITE 11","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.086709284","-35.3263661484"
"POINT (149.10162676453322 -35.17600133208109)","ICT Hardware","11286902.0","BLTS63","GUNGAHLIN DR / PED CROSSING BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","NGUNNAWAL","GUNGAHLIN DR / PED CROSSING","TRAFFIC SIGNAL SITE 1034","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.101621231","-35.1760096421"
"POINT (149.13859845226943 -35.344132007745635)","ICT Hardware","11286875.0","BLTS36","HINDMARSH DR / DALRYMPLE ST, RED HILL BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","NARRABUNDAH","HINDMARSH DR / DALRYMPLE ST, RED HILL","TRAFFIC SIGNAL SITE 78","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.138592872","-35.3441403458"
"POINT (149.05601094690866 -35.24389515598878)","ICT Hardware","11286832.0","BLTS85","BELCONNEN WAY / COULTER DR, WEETANGERA BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","MACQUARIE","BELCONNEN WAY / COULTER DR, WEETANGERA","TRAFFIC SIGNAL SITE 38","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.056005298","-35.2439035565"
"POINT (149.0948327646686 -35.201444316631374)","ICT Hardware","11286885.0","BLTS46","BARTON HWY / GUNDAROO DR / WILLIAM WEB DR BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","GIRALANG","BARTON HWY / GUNDAROO DR / WILLIAM WEB DR","TRAFFIC SIGNAL SITE 300","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.094827221","-35.2014526354"
"POINT (149.14644439950814 -35.2344158399894)","ICT Hardware","11286857.0","BLTS19","NORTHBOURNE AV / FLEMINGTON ROAD, LYNEHAM BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","WATSON","NORTHBOURNE AV / FLEMINGTON ROAD, LYNEHAM","TRAFFIC SIGNAL SITE 154","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.146438912","-35.2344241562"
"POINT (149.04919080902886 -35.341858749889745)","ICT Hardware","11286834.0","BLTS87","HINDMARSH DR / STREETON DR, HOLDER BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","HOLDER","HINDMARSH DR / STREETON DR, HOLDER","TRAFFIC SIGNAL SITE 43","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.049185188","-35.3418672517"
"POINT (149.1981879501614 -35.32042899005027)","ICT Hardware","11286889.0","BLTS50","PIALLIGO AVE / GLENORA DR, PIALLIGO BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","MAJURA (RURAL DIST.)","PIALLIGO AVE / GLENORA DR, PIALLIGO","TRAFFIC SIGNAL SITE 229","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.19818255","-35.3204373407"
"POINT (149.16188862234637 -35.392135802082336)","ICT Hardware","11286855.0","BLTS17","MONARO HWY / SHEPPARD ST, HUME BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","HUME","MONARO HWY / SHEPPARD ST, HUME","TRAFFIC SIGNAL SITE 178","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.161883187","-35.3921442597"
"POINT (149.1216894874103 -35.440817268666756)","ICT Hardware","11286871.0","BLTS32","THARWA DR / WERE ST, CALWELL BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","THEODORE","THARWA DR / WERE ST, CALWELL","TRAFFIC SIGNAL SITE 110","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.121683966","-35.4408257659"
"POINT (149.05334331395838 -35.26971477007649)","ICT Hardware","11286850.0","BLTS12","WILLIAM HOVELL DR / COULTER DR, BELCONNEN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","BELCONNEN (RURAL DIST.)","WILLIAM HOVELL DR / COULTER DR, BELCONNEN","TRAFFIC SIGNAL SITE 190","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.053337663","-35.2697232274"
"POINT (149.0879942765546 -35.28495514574102)","ICT Hardware","11286894.0","BLTS55","LADY DENMAN DR / PARKES WAY, BELCONNEN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CANBERRA CENTRAL (RURAL DIST.)","LADY DENMAN DR / PARKES WAY, BELCONNEN","TRAFFIC SIGNAL SITE 1033","MODIFIED INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.087988642","-35.2849635616"
"POINT (149.17669009209715 -35.33760334685913)","ICT Hardware","11286827.0","BLTS80","CANBERRA AV / NEWCASTLE STREET, FYSHWICK BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","SYMONSTON","CANBERRA AV / NEWCASTLE STREET, FYSHWICK","TRAFFIC SIGNAL SITE 69","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.176684602","-35.3376116795"
"POINT (149.12994484527735 -35.27600381628546)","ICT Hardware","11286817.0","BLTS70","NORTHBOURNE AV / BARRY DR / COOYONG ST, CITY BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","BRADDON","NORTHBOURNE AV / BARRY DR / COOYONG ST, CITY","TRAFFIC SIGNAL SITE 2","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.129939258","-35.2760121552"
"POINT (149.11735510544509 -35.27266735140074)","ICT Hardware","11286824.0","BLTS77","BARRY DR / CLUNIES ROSS ST, ACTON BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","ACTON","BARRY DR / CLUNIES ROSS ST, ACTON","TRAFFIC SIGNAL SITE 58","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.117349511","-35.2726756973"
"POINT (149.11715243827325 -35.382713682697315)","ICT Hardware","11286866.0","BLTS27","YAMBA DR / LONG GULLY RD, ISACCS BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","TUGGERANONG (RURAL DIST.)","YAMBA DR / LONG GULLY RD, ISACCS","TRAFFIC SIGNAL SITE 140","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.117146851","-35.3827221057"
"POINT (149.13509387021438 -35.31956366907193)","ICT Hardware","11286877.0","BLTS38","CANBERRA AV / CAPTAIN COOK CR, GRIFFITH BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","GRIFFITH","CANBERRA AV / CAPTAIN COOK CR, GRIFFITH","TRAFFIC SIGNAL SITE 85","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.135088289","-35.3195720511"
"POINT (149.12783000880316 -35.19363429834999)","ICT Hardware","11286862.0","BLTS24","GUNGAHLIN DR /KOSCIUSZKO ST, PALMERSTON BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","PALMERSTON","GUNGAHLIN DR /KOSCIUSZKO ST, PALMERSTON","TRAFFIC SIGNAL SITE 164","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.127824614","-35.1936426284"
"POINT (149.1266032297075 -35.312245908922186)","ICT Hardware","11286847.0","BLTS9","STATE CIRCLE / CANBERRA AV, FORREST BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","FORREST","STATE CIRCLE / CANBERRA AV, FORREST","TRAFFIC SIGNAL SITE 21","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.126597643","-35.3122543222"
"POINT (149.13838346006938 -35.166545270348166)","ICT Hardware","11286897.0","BLTS58","HORSE PARK DR / MULLIGANS FLAT RD, BONNER BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","FORDE","HORSE PARK DR / MULLIGANS FLAT RD, BONNER","TRAFFIC SIGNAL SITE 258","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.138378108","-35.1665535424"
"POINT (149.05830112194755 -35.236187855607)","ICT Hardware","11286880.0","BLTS41","COULTER DR / SOUTHERN CROSS DR, BELCONNEN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","PAGE","COULTER DR / SOUTHERN CROSS DR, BELCONNEN","TRAFFIC SIGNAL SITE 52","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.058295484","-35.2361962494"
"POINT (149.07460936985143 -35.347455143646144)","ICT Hardware","11286904.0","BLTS65","HINDMASH DR / LAUNCESTON ST BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CHIFLEY","HINDMASH DR / LAUNCESTON ST","TRAFFIC SIGNAL SITE 307","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.074603751","-35.3474636092"
"POINT (149.16191330241003 -35.33021133871705)","ICT Hardware","11286820.0","BLTS73","CANBERRA AV / IPSWICH ST, FYSHWICK BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","SYMONSTON","CANBERRA AV / IPSWICH ST, FYSHWICK","TRAFFIC SIGNAL SITE 8","MODIFIED INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.161907774","-35.3302196748"
"POINT (149.15482593247108 -35.32606389569157)","ICT Hardware","11286870.0","BLTS31","CANBERRA AV / NYRANG ST, FYSHWICK BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","NARRABUNDAH","CANBERRA AV / NYRANG ST, FYSHWICK","TRAFFIC SIGNAL SITE 108","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.154820388","-35.3260722435"
"POINT (149.05323554760506 -35.32615132039759)","ICT Hardware","11286835.0","BLTS88","COTTER RD / STREETON DR, HOLDER BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","WESTON","COTTER RD / STREETON DR, HOLDER","TRAFFIC SIGNAL SITE 44","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.053229917","-35.3261598507"
"POINT (149.1327177562223 -35.20729532643536)","ICT Hardware","11286858.0","BLTS20","GUNGAHLIN DR / WELLS STATION RD, MITCHELL BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","GUNGAHLIN (RURAL DIST.)","GUNGAHLIN DR / WELLS STATION RD, MITCHELL","TRAFFIC SIGNAL SITE 157","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.132712325","-35.2073036657"
"POINT (149.1151928990327 -35.25913540620048)","ICT Hardware","11286843.0","BLTS5","MACARTHUR AV / MILLER ST, O'CONNOR BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","O'CONNOR","MACARTHUR AV / MILLER ST, O'CONNOR","TRAFFIC SIGNAL SITE 12","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.115187331","-35.2591437322"
"POINT (149.09099019613743 -35.45721563620604)","ICT Hardware","11286901.0","BLTS62","THARWA DR (PED) NEAR BOX HILL AVE BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CONDER","THARWA DR (PED) NEAR BOX HILL AVE","TRAFFIC SIGNAL SITE 1041","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.090984546","-35.4572240137"
"POINT (149.08645044374828 -35.33455427955474)","ICT Hardware","11286911.0","BLTS95","YARRA GLEN NEAR MELROSE DRIVE BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CURTIN","YARRA GLEN NEAR MELROSE DRIVE",,"STANDALONE INSTALLATION","SOLAR PANEL",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.086444832","-35.3345627163"
"POINT (149.10068073998897 -35.351041158581474)","ICT Hardware","11286831.0","BLTS84","HINDMARSH DR / YAMBA DR, O'MALLEY BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","GARRAN","HINDMARSH DR / YAMBA DR, O'MALLEY","TRAFFIC SIGNAL SITE 37","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.10067512","-35.3510495644"
"POINT (149.11977012323396 -35.18672005590169)","ICT Hardware","11286854.0","BLTS16","GUNGAHLIN DR / GUNDAROO DR, PALMERSTON BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","PALMERSTON","GUNGAHLIN DR / GUNDAROO DR, PALMERSTON","TRAFFIC SIGNAL SITE 177","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.119764719","-35.1867283792"
"POINT (149.1505074770563 -35.194089608402436)","ICT Hardware","11286890.0","BLTS51","FLEMMINGTON RD / MANNING CLARK CR SOUTH, FRANKLIN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","FRANKLIN","FLEMMINGTON RD / MANNING CLARK CR SOUTH, FRANKLIN","TRAFFIC SIGNAL SITE 230","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.150502147","-35.194097935"
"POINT (149.1695875669236 -35.30259397116776)","ICT Hardware","11286884.0","BLTS45","MORSHEAD DR / MONARO HWY BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","CAMPBELL","MORSHEAD DR / MONARO HWY","TRAFFIC SIGNAL SITE 288","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.16958204","-35.3026023047"
"POINT (149.0692141721486 -35.34847470691452)","ICT Hardware","11286838.0","BLTS91","HINDMARSH DR / TUGG PKWY (NTH RAMP), WARRAMANGA BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","WARAMANGA","HINDMARSH DR / TUGG PKWY (NTH RAMP), WARRAMANGA","TRAFFIC SIGNAL SITE 48","MODIFIED INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.069208552","-35.3484831861"
"POINT (149.1551507744306 -35.18451280700624)","ICT Hardware","11286813.0","BLTS66","HORSE PARK DR / ANTHONY ROLFE AVE, GUNGAHLIN BLUETOOTH SENSOR","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","ITS DEVICE","BLUETOOTH SENSOR","THROSBY","HORSE PARK DR / ANTHONY ROLFE AVE, GUNGAHLIN","TRAFFIC SIGNAL SITE 197","STANDARD INSTALLATION","TRAFFIC SIGNAL CONTROL BOX",,"CAPITAL WORKS",,,"ROADS ACT","ROADS ACT","149.15514546","-35.1845211018"
