"year","region","stateofresidence","category","indicator","characteristic","age","sex","cases","rate","rse","lowerconfidenceinterval","upperconfidenceinterval","comment","denominator","visualflag"
"2015","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","930","16.8","3","15.83","17.8",,"5532","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","2074","37.5","1.7","36.22","38.77",,"5532","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1636","29.6","2.1","28.37","30.78",,"5532","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","519","9.4","4.2","8.61","10.15",,"5532","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","369","6.5","5","5.85","7.13",,"5684","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","963","16.9","2.9","15.97","17.92",,"5684","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","2149","37.8","1.7","36.55","39.07",,"5684","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1659","29.2","2.1","28.01","30.37",,"5684","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","544","9.6","4.1","8.81","10.34",,"5684","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","398","7.4","4.8","6.69","8.09",,"5386","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","894","16.6","3.1","15.6","17.59",,"5386","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","2003","37.2","1.8","35.9","38.48",,"5386","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1589","29.5","2.1","28.28","30.72",,"5386","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","502","9.3","4.3","8.54","10.1",,"5386","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","347","6.7","5.2","6.06","7.43",,"5148","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","900","17.5","3","16.44","18.52",,"5148","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","1918","37.3","1.8","35.94","38.58",,"5148","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1512","29.4","2.2","28.13","30.61",,"5148","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","471","9.1","4.4","8.36","9.94",,"5148","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by birthweight","Less than 2500g","0","Person","345","6.4","5.2","5.74","7.04",,"5399","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by birthweight","2500 to 2999g","0","Person","907","16.8","3","15.8","17.8",,"5399","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by birthweight","3000 to 3499g","0","Person","2071","38.4","1.7","37.06","39.66",,"5399","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by birthweight","3500 to 3999g","0","Person","1596","29.6","2.1","28.34","30.78",,"5399","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by birthweight","4000g or more","0","Person","480","8.9","4.4","8.13","9.65",,"5399","Yes"
"2000","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","300","7.2","5.6","6.42","7.99",,"4162","No"
"2000","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","3758","90.3","0.5","89.39","91.19",,"4162","No"
"2000","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","104","2.5","9.7","2.02","2.97",,"4162","No"
"2001","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","301","7.7","5.5","6.9","8.58",,"3887","No"
"2001","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","3524","90.7","0.5","89.75","91.58",,"3887","No"
"2001","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","62","1.6","12.6","1.2","1.99",,"3887","No"
"2002","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","288","7.1","5.7","6.32","7.91",,"4047","No"
"2002","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","3648","90.1","0.5","89.22","91.06",,"4047","No"
"2002","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","111","2.7","9.4","2.24","3.25",,"4047","No"
"2003","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","277","6.7","5.8","5.97","7.5",,"4111","No"
"2003","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","3764","91.6","0.5","90.71","92.41",,"4111","No"
"2003","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","70","1.7","11.9","1.31","2.1",,"4111","No"
"2004","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","330","8","5.3","7.2","8.86",,"4109","No"
"2004","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","3708","90.2","0.5","89.33","91.15",,"4109","No"
"2004","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","71","1.7","11.8","1.33","2.13",,"4109","No"
"2005","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","313","7.3","5.4","6.53","8.09",,"4282","No"
"2005","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","3886","90.8","0.5","89.88","91.62",,"4282","No"
"2005","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","83","1.9","10.9","1.53","2.35",,"4282","No"
"2006","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","350","7.6","5.1","6.88","8.42",,"4576","No"
"2006","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4157","90.8","0.5","90.01","91.68",,"4576","No"
"2006","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","69","1.5","11.9","1.15","1.86",,"4576","No"
"2007","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","311","6.7","5.5","6.01","7.46",,"4619","No"
"2007","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4244","91.9","0.4","91.09","92.67",,"4619","No"
"2007","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","64","1.4","12.4","1.05","1.72",,"4619","No"
"2008","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","330","6.9","5.3","6.16","7.6",,"4796","No"
"2008","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4382","91.4","0.4","90.57","92.16",,"4796","No"
"2008","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","84","1.8","10.8","1.38","2.12",,"4796","No"
"2009","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","340","6.9","5.2","6.24","7.66",,"4893","No"
"2009","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4467","91.3","0.4","90.5","92.08",,"4893","No"
"2009","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","86","1.8","10.7","1.39","2.13",,"4893","No"
"2010","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","347","7","5.2","6.26","7.68",,"4978","Yes"
"2010","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4550","91.4","0.4","90.62","92.18",,"4978","Yes"
"2010","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","81","1.6","11","1.28","1.98",,"4978","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","362","7.5","5.1","6.75","8.23",,"4835","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4409","91.2","0.4","90.39","91.99",,"4835","Yes"
"2011","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","64","1.3","12.4","1","1.65",,"4835","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","406","7.7","4.8","7","8.44",,"5259","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4810","91.5","0.4","90.71","92.22",,"5259","Yes"
"2012","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","43","0.8","15.2","0.57","1.06",,"5259","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","429","8","4.6","7.28","8.73",,"5360","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4888","91.2","0.4","90.44","91.95",,"5360","Yes"
"2013","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","43","0.8","15.2","0.56","1.04",,"5360","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","444","8","4.6","7.31","8.75",,"5530","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","5051","91.3","0.4","90.6","92.08",,"5530","Yes"
"2014","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","35","0.6","16.8","0.42","0.84",,"5530","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","431","7.8","4.6","7.08","8.5",,"5532","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","5073","91.7","0.4","90.98","92.43",,"5532","Yes"
"2015","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","28","0.5","18.9","0.32","0.69",,"5532","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","474","8.3","4.4","7.62","9.06",,"5685","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","5196","91.4","0.4","90.67","92.13",,"5685","Yes"
"2016","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","15","0.3","25.8","0.13","0.4","*","5685","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","443","8.2","4.6","7.49","8.96",,"5386","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4919","91.3","0.4","90.58","92.08",,"5386","Yes"
"2017","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","24","0.4","20.4","0.27","0.62",,"5386","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","416","8.1","4.7","7.33","8.82",,"5149","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4720","91.7","0.4","90.91","92.42",,"5149","Yes"
"2018","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","13","0.3","27.7","0.12","0.39","*","5149","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by gestational age","Less than 37 weeks","0","Person","405","7.5","4.8","6.8","8.2",,"5399","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by gestational age","37 to 41 weeks","0","Person","4974","92.1","0.4","91.41","92.85",,"5399","Yes"
"2019","ACT","ACT","Mothers and babies","Babies by gestational age","42 or more weeks","0","Person","20","0.4","22.3","0.21","0.53",,"5399","Yes"
"2000","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","118","6.6","8.9","5.42","7.71",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","313","17.4","5.1","15.66","19.16",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","647","36","3.1","33.77","38.2",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","483","26.9","3.9","24.81","28.91",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","204","11.3","6.6","9.88","12.81",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","33","1.8","17.2","1.21","2.46",,"1798","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","103","6.1","9.5","4.98","7.27",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","289","17.2","5.4","15.38","18.98",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","596","35.4","3.3","33.15","37.72",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","486","28.9","3.8","26.73","31.06",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","173","10.3","7.2","8.83","11.74",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","35","2.1","16.7","1.4","2.76",,"1682","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","123","6.8","8.7","5.63","7.95",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","282","15.6","5.5","13.89","17.23",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","606","33.4","3.3","31.27","35.62",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","561","31","3.5","28.83","33.09",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","199","11","6.7","9.54","12.42",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","41","2.3","15.4","1.58","2.95",,"1812","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","98","5.3","9.8","4.24","6.27",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","305","16.4","5.2","14.68","18.04",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","605","32.5","3.3","30.33","34.58",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","611","32.8","3.3","30.65","34.91",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","207","11.1","6.6","9.68","12.53",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","38","2","16.1","1.4","2.68",,"1864","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","104","5.8","9.5","4.72","6.88",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","287","16","5.4","14.31","17.7",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","552","30.8","3.5","28.65","32.92",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","583","32.5","3.4","30.35","34.68",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","230","12.8","6.2","11.28","14.38",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","37","2.1","16.3","1.41","2.72",,"1793","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","92","5.1","10.2","4.05","6.07",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","271","14.9","5.6","13.27","16.54",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","557","30.6","3.5","28.52","32.76",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","616","33.9","3.3","31.71","36.06",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","247","13.6","5.9","12.01","15.16",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","35","1.9","16.7","1.29","2.56",,"1818","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","91","4.6","10.2","3.65","5.49",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","291","14.6","5.4","13.06","16.16",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","646","32.4","3.2","30.37","34.49",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","640","32.1","3.3","30.08","34.18",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","285","14.3","5.5","12.77","15.84",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","39","2","15.9","1.35","2.57",,"1992","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","100","4.9","9.8","3.96","5.83",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","323","15.8","5.1","14.23","17.39",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","671","32.8","3.2","30.81","34.88",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","650","31.8","3.2","29.8","33.84",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","262","12.8","5.8","11.37","14.27",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","37","1.8","16.3","1.23","2.39",,"2043","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","78","3.8","11.1","2.97","4.62",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","295","14.3","5.4","12.82","15.85",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","674","32.8","3.2","30.72","34.78",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","661","32.1","3.2","30.1","34.14",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","294","14.3","5.4","12.77","15.8",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","56","2.7","13.2","2.02","3.42",,"2058","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","101","4.6","9.7","3.75","5.52",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","309","14.2","5.3","12.72","15.65",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","707","32.5","3.1","30.49","34.43",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","722","33.1","3","31.17","35.13",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","287","13.2","5.5","11.76","14.6",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","52","2.4","13.7","1.75","3.03",,"2178","No"
"2010","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","81","3.8","10.9","2.97","4.59",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","299","14","5.4","12.49","15.43",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","710","33.1","3.1","31.15","35.14",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","700","32.7","3.1","30.69","34.67",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","293","13.7","5.4","12.22","15.13",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","59","2.8","12.8","2.06","3.45",,"2142","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","93","4.3","10.1","3.41","5.11",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","285","13.1","5.5","11.64","14.47",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","713","32.7","3.1","30.69","34.63",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","756","34.6","2.9","32.64","36.63",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","269","12.3","5.7","10.94","13.7",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","67","3.1","12","2.35","3.79",,"2183","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","89","3.7","10.4","2.95","4.47",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","314","13.1","5.3","11.74","14.44",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","838","34.9","2.8","33.04","36.85",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","808","33.7","2.9","31.8","35.59",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","279","11.6","5.6","10.35","12.92",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","70","2.9","11.8","2.25","3.59",,"2398","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","74","3","11.4","2.36","3.72",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","276","11.3","5.7","10.08","12.6",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","820","33.7","2.8","31.82","35.58",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","923","37.9","2.6","36.01","39.86",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","283","11.6","5.6","10.36","12.91",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","57","2.3","13.1","1.74","2.94",,"2433","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","69","2.7","11.9","2.1","3.38",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","291","11.6","5.5","10.32","12.82",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","904","35.9","2.7","34.06","37.8",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","877","34.9","2.7","32.99","36.72",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","298","11.8","5.4","10.58","13.11",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","77","3.1","11.2","2.39","3.73",,"2516","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","55","2.2","13.3","1.66","2.84",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","296","12.1","5.4","10.81","13.4",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","783","32","2.9","30.18","33.87",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","903","36.9","2.6","35.02","38.85",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","336","13.7","5.1","12.38","15.11",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","72","2.9","11.6","2.27","3.61",,"2445","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","41","1.7","15.5","1.16","2.17",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","259","10.5","5.9","9.29","11.71",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","808","32.8","2.9","30.91","34.62",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","930","37.7","2.6","35.8","39.63",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","363","14.7","4.8","13.32","16.12",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","65","2.6","12.2","2","3.27",,"2466","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","51","2.2","13.8","1.6","2.79",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","235","10.1","6.2","8.87","11.32",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","720","30.9","3.1","29.06","32.82",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","908","39","2.6","37.04","41",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","339","14.6","5","13.13","16",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","74","3.2","11.4","2.47","3.89",,"2327","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","41","1.8","15.5","1.26","2.35",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","244","10.7","6","9.45","12",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","688","30.2","3.2","28.35","32.13",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","891","39.2","2.6","37.16","41.17",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","341","15","5","13.52","16.46",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","70","3.1","11.8","2.37","3.79",,"2275","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by age",,"15 to 19","Female","64","2.8","12.3","2.09","3.42",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by age",,"20 to 24","Female","211","9.1","6.6","7.91","10.25",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by age",,"25 to 29","Female","695","29.9","3.2","28.06","31.78",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by age",,"30 to 34","Female","888","38.2","2.6","36.25","40.2",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by age",,"35 to 39","Female","382","16.4","4.7","14.94","17.95",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by age",,"40+","Female","83","3.6","10.8","2.82","4.33",,"2323","Yes"
"2000","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","997","55.5","2.1","53.15","57.75",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","387","21.5","4.5","19.62","23.42",,"1798","No"
