"licencenumber","licencecode","licencetype","licenseeorg","liccount","lictotal","licensees","tradingnames","address","suburb","state","postcode","dateexpiry","dateissued"
"20000462","MVR","Traders","Company","1","1","CHEMOGAH PTY LTD","Canberra Comprehensive Car Care Centre","111 Wollongong Street","FYSHWICK","ACT","2609","2025-10-11T00:00:00.000","2020-10-12T00:00:00.000"
"20000018","MVR","Traders","Company","1","1","LUBE MOBILE PTY LTD","Lube Mobile","2/12 Cheney Place","MITCHELL","ACT","2911","2025-10-06T00:00:00.000","2020-10-07T00:00:00.000"
"17707694","SEMP","2C - carry out surveys and inspections of security equipment","Individual","4","4","Ie Kok SOEN",,,,,,"2025-09-22T00:00:00.000","2003-09-23T00:00:00.000"
"17707694","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","1","4","Ie Kok SOEN",,,,,,"2025-09-22T00:00:00.000","2003-09-23T00:00:00.000"
"17707694","SEMP","2D - give advice about security equipment","Individual","3","4","Ie Kok SOEN",,,,,,"2025-09-22T00:00:00.000","2003-09-23T00:00:00.000"
"17707694","SEMP","2B - sell security equipment","Individual","2","4","Ie Kok SOEN",,,,,,"2025-09-22T00:00:00.000","2003-09-23T00:00:00.000"
"17721317","SEMP","2D - give advice about security equipment","Individual","3","5","Stephen  ARCH",,,,,,"2025-09-20T00:00:00.000","2016-09-21T00:00:00.000"
"17721317","SEMP","2B - sell security equipment","Individual","2","5","Stephen  ARCH",,,,,,"2025-09-20T00:00:00.000","2016-09-21T00:00:00.000"
"17721317","SEMP","2A - acts as a security consultant","Individual","1","5","Stephen  ARCH",,,,,,"2025-09-20T00:00:00.000","2016-09-21T00:00:00.000"
"17721317","SEMP","2C - carry out surveys and inspections of security equipment","Individual","5","5","Stephen  ARCH",,,,,,"2025-09-20T00:00:00.000","2016-09-21T00:00:00.000"
"17713578","SEMP","1C - act as a crowd controller","Individual","2","2","Suninder Pal Singh SIDHU",,,,,,"2025-09-20T00:00:00.000","2009-09-21T00:00:00.000"
"17713578","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Suninder Pal Singh SIDHU",,,,,,"2025-09-20T00:00:00.000","2009-09-21T00:00:00.000"
"17721317","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","5","Stephen  ARCH",,,,,,"2025-09-20T00:00:00.000","2016-09-21T00:00:00.000"
"20000130","MVR","Traders","Company","4","4","BELCONNEN AUTOMOTIVE PTY LIMITED","Belconnen Automotive Pty Limited, Belconnen Cheaper Cars, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen","29 Botany Street","PHILLIP","ACT","2606","2025-09-16T00:00:00.000","2020-09-17T00:00:00.000"
"20000130","MVR","Traders","Company","2","4","BELCONNEN AUTOMOTIVE PTY LIMITED","Belconnen Automotive Pty Limited, Belconnen Cheaper Cars, Gerald Slaven Chrysler Jeep, Gerald Slaven Ford, Gerald Slaven Holden, Gerald Slaven HSV, Gerald Slaven Volkswagen","2 & 3 Josephson Street","BELCONNEN","ACT","2617","2025-09-16T00:00:00.000","2020-09-17T00:00:00.000"
"20000455","MVR","Traders","Individual","1","1","Jeffrey John VISSER","Differential & Mechanical Services","53 Lambrigg Street","FARRER","ACT","2607","2025-09-07T00:00:00.000","2020-09-08T00:00:00.000"
"17723569","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Ethan Maxwell ARMSTRONG",,,,,,"2025-09-01T00:00:00.000","2018-09-03T00:00:00.000"
"17724955","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Mohit  PUBREJA",,,,,,"2025-09-01T00:00:00.000","2019-09-02T00:00:00.000"
"17724955","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Mohit  PUBREJA",,,,,,"2025-09-01T00:00:00.000","2019-09-02T00:00:00.000"
"17723569","SEMP","1C - act as a crowd controller","Individual","2","2","Ethan Maxwell ARMSTRONG",,,,,,"2025-09-01T00:00:00.000","2018-09-03T00:00:00.000"
"17724955","SEMP","1C - act as a crowd controller","Individual","2","3","Mohit  PUBREJA",,,,,,"2025-09-01T00:00:00.000","2019-09-02T00:00:00.000"
"17706330","SEMP","1C - act as a crowd controller","Individual","2","2","Peter Laurence PERO",,,,,,"2025-09-01T00:00:00.000","2002-09-02T00:00:00.000"
"17706330","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Peter Laurence PERO",,,,,,"2025-09-01T00:00:00.000","2002-09-02T00:00:00.000"
"17716622","SEMP","1C - act as a crowd controller","Individual","2","2","Nyree Michelle KING",,,,,,"2025-08-31T00:00:00.000","2011-09-01T00:00:00.000"
"17721264","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Sebastien William BACON",,,,,,"2025-08-31T00:00:00.000","2016-09-01T00:00:00.000"
"17716622","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Nyree Michelle KING",,,,,,"2025-08-31T00:00:00.000","2011-09-01T00:00:00.000"
"17721264","SEMP","1C - act as a crowd controller","Individual","2","2","Sebastien William BACON",,,,,,"2025-08-31T00:00:00.000","2016-09-01T00:00:00.000"
"17727441","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Latutama Anga'aefonu MAILAU",,,,,,"2025-08-29T00:00:00.000","2021-08-30T00:00:00.000"
"17727441","SEMP","1C - act as a crowd controller","Individual","3","3","Latutama Anga'aefonu MAILAU",,,,,,"2025-08-29T00:00:00.000","2021-08-30T00:00:00.000"
"17727441","SEMP","1B - act as a bodyguard","Individual","2","3","Latutama Anga'aefonu MAILAU",,,,,,"2025-08-29T00:00:00.000","2021-08-30T00:00:00.000"
"17715188","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Bradley Joel SCHIER",,,,,,"2025-08-28T00:00:00.000","2010-06-24T00:00:00.000"
"17712034","SEMP","2C - carry out surveys and inspections of security equipment","Individual","4","5","Kabir-Ur-Rehman  MEHLODY",,,,,,"2025-08-28T00:00:00.000","2008-07-30T00:00:00.000"
"17712034","SEMP","2A - acts as a security consultant","Individual","1","5","Kabir-Ur-Rehman  MEHLODY",,,,,,"2025-08-28T00:00:00.000","2008-07-30T00:00:00.000"
"17712034","SEMP","2B - sell security equipment","Individual","3","5","Kabir-Ur-Rehman  MEHLODY",,,,,,"2025-08-28T00:00:00.000","2008-07-30T00:00:00.000"
"17712034","SEMP","2D - give advice about security equipment","Individual","5","5","Kabir-Ur-Rehman  MEHLODY",,,,,,"2025-08-28T00:00:00.000","2008-07-30T00:00:00.000"
"17712034","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","2","5","Kabir-Ur-Rehman  MEHLODY",,,,,,"2025-08-28T00:00:00.000","2008-07-30T00:00:00.000"
"17717746","SEMP","1C - act as a crowd controller","Individual","2","2","Ishwinder Pal Singh ANEJA",,,,,,"2025-08-27T00:00:00.000","2012-08-27T00:00:00.000"
"17717746","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Ishwinder Pal Singh ANEJA",,,,,,"2025-08-27T00:00:00.000","2012-08-27T00:00:00.000"
"17722018","SEMP","2C - carry out surveys and inspections of security equipment","Individual","3","4","Daniel John BUTTON",,,,,,"2025-08-26T00:00:00.000","2017-05-24T00:00:00.000"
"17722018","SEMP","2B - sell security equipment","Individual","2","4","Daniel John BUTTON",,,,,,"2025-08-26T00:00:00.000","2017-05-24T00:00:00.000"
"20000450","MVR","Traders","Company","1","1","J&B CAR CARE PTY LTD","John Motors","Unit 2, 16 Brookes Street","MITCHELL","ACT","2911","2025-08-26T00:00:00.000","2020-08-27T00:00:00.000"
"17722018","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","1","4","Daniel John BUTTON",,,,,,"2025-08-26T00:00:00.000","2017-05-24T00:00:00.000"
"17712128","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","2","Rajbahadur Singh BEDI",,,,,,"2025-08-26T00:00:00.000","2008-08-27T00:00:00.000"
"17712128","SEMP","1C - act as a crowd controller","Individual","1","2","Rajbahadur Singh BEDI",,,,,,"2025-08-26T00:00:00.000","2008-08-27T00:00:00.000"
"17722018","SEMP","2D - give advice about security equipment","Individual","4","4","Daniel John BUTTON",,,,,,"2025-08-26T00:00:00.000","2017-05-24T00:00:00.000"
"17723413","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Michael Henry BRADBURY",,,,,,"2025-08-25T00:00:00.000","2018-07-09T00:00:00.000"
"17702163","SEMP","2D - give advice about security equipment","Individual","4","5","Christopher Charles MENZIES",,,,,,"2025-08-25T00:00:00.000","1998-07-21T00:00:00.000"
"17702163","SEMP","2C - carry out surveys and inspections of security equipment","Individual","3","5","Christopher Charles MENZIES",,,,,,"2025-08-25T00:00:00.000","1998-07-21T00:00:00.000"
"17715071","SEMP","2D - give advice about security equipment","Individual","3","4","Adam Gray TOUZEL",,,,,,"2025-08-25T00:00:00.000","2010-06-02T00:00:00.000"
"17727437","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Shane Peter  COWELL",,,,,,"2025-08-25T00:00:00.000","2021-08-26T00:00:00.000"
"17715071","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Adam Gray TOUZEL",,,,,,"2025-08-25T00:00:00.000","2010-06-02T00:00:00.000"
"17702163","SEMP","2B - sell security equipment","Individual","2","5","Christopher Charles MENZIES",,,,,,"2025-08-25T00:00:00.000","1998-07-21T00:00:00.000"
"17727437","SEMP","1C - act as a crowd controller","Individual","2","2","Shane Peter  COWELL",,,,,,"2025-08-25T00:00:00.000","2021-08-26T00:00:00.000"
"17723413","SEMP","1C - act as a crowd controller","Individual","2","3","Michael Henry BRADBURY",,,,,,"2025-08-25T00:00:00.000","2018-07-09T00:00:00.000"
"17715071","SEMP","2B - sell security equipment","Individual","1","4","Adam Gray TOUZEL",,,,,,"2025-08-25T00:00:00.000","2010-06-02T00:00:00.000"
"17723413","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Michael Henry BRADBURY",,,,,,"2025-08-25T00:00:00.000","2018-07-09T00:00:00.000"
"17715071","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Adam Gray TOUZEL",,,,,,"2025-08-25T00:00:00.000","2010-06-02T00:00:00.000"
"17702163","SEMP","2A - acts as a security consultant","Individual","1","5","Christopher Charles MENZIES",,,,,,"2025-08-25T00:00:00.000","1998-07-21T00:00:00.000"
"17702163","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","5","5","Christopher Charles MENZIES",,,,,,"2025-08-25T00:00:00.000","1998-07-21T00:00:00.000"
"17708794","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Steven John MCANULTY",,,,,,"2025-08-24T00:00:00.000","2005-04-13T00:00:00.000"
"17727375","SEMP","1C - act as a crowd controller","Individual","2","2","Cameron Theodore SAGE",,,,,,"2025-08-24T00:00:00.000","2021-07-29T00:00:00.000"
"17728468","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","3","3","Hoai-Nhan  NGUYEN",,,,,,"2025-08-24T00:00:00.000","2022-08-25T00:00:00.000"
"17727375","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Cameron Theodore SAGE",,,,,,"2025-08-24T00:00:00.000","2021-07-29T00:00:00.000"
"17728468","SEMP","2B - sell security equipment","Individual","1","3","Hoai-Nhan  NGUYEN",,,,,,"2025-08-24T00:00:00.000","2022-08-25T00:00:00.000"
"17728468","SEMP","2D - give advice about security equipment","Individual","2","3","Hoai-Nhan  NGUYEN",,,,,,"2025-08-24T00:00:00.000","2022-08-25T00:00:00.000"
"17721235","SEMP","1C - act as a crowd controller","Individual","2","2","Michael John HANCOCK",,,,,,"2025-08-23T00:00:00.000","2016-08-24T00:00:00.000"
"17721235","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Michael John HANCOCK",,,,,,"2025-08-23T00:00:00.000","2016-08-24T00:00:00.000"
"17721067","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Clayton Alexander MULLER",,,,,,"2025-08-23T00:00:00.000",
"17721237","SEMP","1C - act as a crowd controller","Individual","2","2","Sineth  HARRIS",,,,,,"2025-08-23T00:00:00.000","2016-08-24T00:00:00.000"
"17721067","SEMP","1C - act as a crowd controller","Individual","2","3","Clayton Alexander MULLER",,,,,,"2025-08-23T00:00:00.000",
"17721237","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Sineth  HARRIS",,,,,,"2025-08-23T00:00:00.000","2016-08-24T00:00:00.000"
"17721067","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Clayton Alexander MULLER",,,,,,"2025-08-23T00:00:00.000",
"17728456","SEMP","1E - act as a monitoring centre operator","Individual","1","3","Gandhiraj  SUBBIAH",,,,,,"2025-08-22T00:00:00.000","2022-08-23T00:00:00.000"
"17728456","SEMP","1C - act as a crowd controller","Individual","3","3","Gandhiraj  SUBBIAH",,,,,,"2025-08-22T00:00:00.000","2022-08-23T00:00:00.000"
"17724881","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Nicholas James CUSHAN",,,,,,"2025-08-22T00:00:00.000","2019-08-20T00:00:00.000"
"17724881","SEMP","1C - act as a crowd controller","Individual","2","2","Nicholas James CUSHAN",,,,,,"2025-08-22T00:00:00.000","2019-08-20T00:00:00.000"
"17728456","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","3","Gandhiraj  SUBBIAH",,,,,,"2025-08-22T00:00:00.000","2022-08-23T00:00:00.000"
"17715326","SEMP","1C - act as a crowd controller","Individual","1","2","Ryan Kenneth DYSON",,,,,,"2025-08-21T00:00:00.000","2010-07-29T00:00:00.000"
"17716495","SEMP","2B - sell security equipment","Individual","1","4","James Macleay RAMSAY",,,,,,"2025-08-21T00:00:00.000","2011-07-22T00:00:00.000"
"17716495","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","James Macleay RAMSAY",,,,,,"2025-08-21T00:00:00.000","2011-07-22T00:00:00.000"
"17723499","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Ehren  FYNMORE",,,,,,"2025-08-21T00:00:00.000",
"17723499","SEMP","2D - give advice about security equipment","Individual","3","4","Ehren  FYNMORE",,,,,,"2025-08-21T00:00:00.000",
"17716495","SEMP","2D - give advice about security equipment","Individual","3","4","James Macleay RAMSAY",,,,,,"2025-08-21T00:00:00.000","2011-07-22T00:00:00.000"
"17723499","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Ehren  FYNMORE",,,,,,"2025-08-21T00:00:00.000",
"17724901","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Christopher Anthony MCGRATH",,,,,,"2025-08-21T00:00:00.000","2019-08-22T00:00:00.000"
"17502816","SMAS","Security Master","Individual","1","1","Chantell Marie HILL","Night & Day Locksmiths","17 DEBENHAM ST","MAWSON","ACT","2607","2025-08-21T00:00:00.000","2022-08-22T00:00:00.000"
"17723499","SEMP","2B - sell security equipment","Individual","1","4","Ehren  FYNMORE",,,,,,"2025-08-21T00:00:00.000",
"17716495","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","James Macleay RAMSAY",,,,,,"2025-08-21T00:00:00.000","2011-07-22T00:00:00.000"
"17724901","SEMP","1C - act as a crowd controller","Individual","2","3","Christopher Anthony MCGRATH",,,,,,"2025-08-21T00:00:00.000","2019-08-22T00:00:00.000"
"17715326","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","2","Ryan Kenneth DYSON",,,,,,"2025-08-21T00:00:00.000","2010-07-29T00:00:00.000"
"17716531","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Brian Lawrence GAVIN",,,,,,"2025-08-21T00:00:00.000",
"17716531","SEMP","1C - act as a crowd controller","Individual","2","3","Brian Lawrence GAVIN",,,,,,"2025-08-21T00:00:00.000",
"17724250","SEMP","1C - act as a crowd controller","Individual","2","2","Muhammad Asif MEHMOOD",,,,,,"2025-08-21T00:00:00.000","2019-03-21T00:00:00.000"
"17724901","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Christopher Anthony MCGRATH",,,,,,"2025-08-21T00:00:00.000","2019-08-22T00:00:00.000"
"17716531","SEMP","1D - guard with a dog","Individual","3","3","Brian Lawrence GAVIN",,,,,,"2025-08-21T00:00:00.000",
"17724250","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Muhammad Asif MEHMOOD",,,,,,"2025-08-21T00:00:00.000","2019-03-21T00:00:00.000"
"17728447","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Sarpreet Singh CHATTHA",,,,,,"2025-08-18T00:00:00.000","2022-08-19T00:00:00.000"
"17728447","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Sarpreet Singh CHATTHA",,,,,,"2025-08-18T00:00:00.000","2022-08-19T00:00:00.000"
"17728447","SEMP","1C - act as a crowd controller","Individual","2","3","Sarpreet Singh CHATTHA",,,,,,"2025-08-18T00:00:00.000","2022-08-19T00:00:00.000"
"19001149","CC","Charitable Collections","Company","1","1","IGA COMMUNITY CHEST LIMITED",,,,,,"2025-08-18T00:00:00.000","2020-08-19T00:00:00.000"
"19001148","CC","Charitable Collections","Individual","1","1","David  BARRIE",,,,,,"2025-08-18T00:00:00.000","2020-08-19T00:00:00.000"
"17702019","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Netane  LANIVIA",,,,,,"2025-08-18T00:00:00.000","1998-08-19T00:00:00.000"
"20000447","MVR","Traders","Individual","1","1","John Patrick  WILLIAMS","COOK AUTOMOTIVE SERVICE & REPAIRS","22 Grylls Crescent","COOK","ACT","2614","2025-08-18T00:00:00.000","2020-08-19T00:00:00.000"
"17702019","SEMP","1C - act as a crowd controller","Individual","2","3","Netane  LANIVIA",,,,,,"2025-08-18T00:00:00.000","1998-08-19T00:00:00.000"
"17702019","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Netane  LANIVIA",,,,,,"2025-08-18T00:00:00.000","1998-08-19T00:00:00.000"
"17727418","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Muhammad Noman MEHBOOB",,,,,,"2025-08-17T00:00:00.000","2021-08-18T00:00:00.000"
"17727418","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Muhammad Noman MEHBOOB",,,,,,"2025-08-17T00:00:00.000","2021-08-18T00:00:00.000"
"17727418","SEMP","1C - act as a crowd controller","Individual","2","3","Muhammad Noman MEHBOOB",,,,,,"2025-08-17T00:00:00.000","2021-08-18T00:00:00.000"
"17726335","SEMP","1D - guard with a dog","Individual","3","3","Julie-Anne Marree  MARSHALL",,,,,,"2025-08-16T00:00:00.000","2020-08-17T00:00:00.000"
"17721158","SEMP","2B - sell security equipment","Individual","3","6","Fei  CHAN",,,,,,"2025-08-16T00:00:00.000","2022-06-30T00:00:00.000"
"17728441","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Preetpal  SINGH",,,,,,"2025-08-16T00:00:00.000",
"17721158","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","6","Fei  CHAN",,,,,,"2025-08-16T00:00:00.000","2022-06-30T00:00:00.000"
"17721158","SEMP","2C - carry out surveys and inspections of security equipment","Individual","4","6","Fei  CHAN",,,,,,"2025-08-16T00:00:00.000","2022-06-30T00:00:00.000"
"17726335","SEMP","1C - act as a crowd controller","Individual","2","3","Julie-Anne Marree  MARSHALL",,,,,,"2025-08-16T00:00:00.000","2020-08-17T00:00:00.000"
"17721158","SEMP","1C - act as a crowd controller","Individual","2","6","Fei  CHAN",,,,,,"2025-08-16T00:00:00.000","2022-06-30T00:00:00.000"
"17721158","SEMP","2D - give advice about security equipment","Individual","5","6","Fei  CHAN",,,,,,"2025-08-16T00:00:00.000","2022-06-30T00:00:00.000"
"17728441","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Preetpal  SINGH",,,,,,"2025-08-16T00:00:00.000",
"17728441","SEMP","1C - act as a crowd controller","Individual","2","3","Preetpal  SINGH",,,,,,"2025-08-16T00:00:00.000",
"17721158","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","6","6","Fei  CHAN",,,,,,"2025-08-16T00:00:00.000","2022-06-30T00:00:00.000"
"17502208","SMAS","Security Master","Company","1","1","Point 2 Point Secure Pty Ltd","Point 2 Point Secure Pty Ltd","4 Kembla Street","FYSHWICK","ACT","2609","2025-08-16T00:00:00.000","2013-08-01T00:00:00.000"
"17726335","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Julie-Anne Marree  MARSHALL",,,,,,"2025-08-16T00:00:00.000","2020-08-17T00:00:00.000"
"17727394","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","2","Faizan  AHMED",,,,,,"2025-08-15T00:00:00.000","2021-08-09T00:00:00.000"
"17724197","SEMP","1E - act as a monitoring centre operator","Individual","2","3","Micheal Barry BRIGHT",,,,,,"2025-08-15T00:00:00.000","2019-03-07T00:00:00.000"
"17727394","SEMP","1C - act as a crowd controller","Individual","1","2","Faizan  AHMED",,,,,,"2025-08-15T00:00:00.000","2021-08-09T00:00:00.000"
"17724197","SEMP","2B - sell security equipment","Individual","3","3","Micheal Barry BRIGHT",,,,,,"2025-08-15T00:00:00.000","2019-03-07T00:00:00.000"
"17724197","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Micheal Barry BRIGHT",,,,,,"2025-08-15T00:00:00.000","2019-03-07T00:00:00.000"
"17727345","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Thomas James CONWAY",,,,,,"2025-08-14T00:00:00.000","2021-07-21T00:00:00.000"
"17711023","SEMP","2C - carry out surveys and inspections of security equipment","Individual","3","4","Robert Lindsay MOSS",,,,,,"2025-08-14T00:00:00.000","2007-08-15T00:00:00.000"
"17717616","SEMP","1C - act as a crowd controller","Individual","2","3","Mark John WATERS",,,,,,"2025-08-14T00:00:00.000",
"17711023","SEMP","2B - sell security equipment","Individual","2","4","Robert Lindsay MOSS",,,,,,"2025-08-14T00:00:00.000","2007-08-15T00:00:00.000"
"17711023","SEMP","2D - give advice about security equipment","Individual","4","4","Robert Lindsay MOSS",,,,,,"2025-08-14T00:00:00.000","2007-08-15T00:00:00.000"
"17711023","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","1","4","Robert Lindsay MOSS",,,,,,"2025-08-14T00:00:00.000","2007-08-15T00:00:00.000"
"17717616","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Mark John WATERS",,,,,,"2025-08-14T00:00:00.000",
"17717702","SEMP","1C - act as a crowd controller","Individual","2","2","John Stephen MILLS",,,,,,"2025-08-14T00:00:00.000","2012-08-15T00:00:00.000"
"17717702","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","John Stephen MILLS",,,,,,"2025-08-14T00:00:00.000","2012-08-15T00:00:00.000"
"17727345","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Thomas James CONWAY",,,,,,"2025-08-14T00:00:00.000","2021-07-21T00:00:00.000"
"17727345","SEMP","1C - act as a crowd controller","Individual","2","3","Thomas James CONWAY",,,,,,"2025-08-14T00:00:00.000","2021-07-21T00:00:00.000"
"17717616","SEMP","1FC - guard with a firearm for cash in transit","Individual","3","3","Mark John WATERS",,,,,,"2025-08-14T00:00:00.000",
"17726325","SEMP","1C - act as a crowd controller","Individual","2","2","Daniel  TAN-HOLMES",,,,,,"2025-08-12T00:00:00.000","2020-08-14T00:00:00.000"
"17726325","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Daniel  TAN-HOLMES",,,,,,"2025-08-12T00:00:00.000","2020-08-14T00:00:00.000"
"17717692","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Michael Jaycob PARMENTER",,,,,,"2025-08-12T00:00:00.000",
"17717692","SEMP","1C - act as a crowd controller","Individual","2","2","Michael Jaycob PARMENTER",,,,,,"2025-08-12T00:00:00.000",
"17727232","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Luke Aaron DIXON",,,,,,"2025-08-11T00:00:00.000","2021-06-21T00:00:00.000"
"17727113","SEMP","1C - act as a crowd controller","Individual","2","3","Asim  ISHTIAQ",,,,,,"2025-08-11T00:00:00.000","2021-05-12T00:00:00.000"
"17728427","SEMP","2D - give advice about security equipment","Individual","2","3","Michael David JONES",,,,,,"2025-08-11T00:00:00.000","2022-08-12T00:00:00.000"
"17701676","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Eduard  DE SMETH",,,,,,"2025-08-11T00:00:00.000","1998-07-22T00:00:00.000"
"17701676","SEMP","2D - give advice about security equipment","Individual","3","4","Eduard  DE SMETH",,,,,,"2025-08-11T00:00:00.000","1998-07-22T00:00:00.000"
"17728429","SEMP","2B - sell security equipment","Individual","1","3","John Barry WHITTON",,,,,,"2025-08-11T00:00:00.000","2022-08-12T00:00:00.000"
"17718652","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Alexander Stephen COCHRANE",,,,,,"2025-08-11T00:00:00.000","2013-08-12T00:00:00.000"
"17726676","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","4","Francois Frederickus LE GRANGE",,,,,,"2025-08-11T00:00:00.000","2020-12-18T00:00:00.000"
"17724752","SEMP","2C - carry out surveys and inspections of security equipment","Individual","1","1","Mark Shane ROBINSON",,,,,,"2025-08-11T00:00:00.000","2019-07-31T00:00:00.000"
"17727232","SEMP","2D - give advice about security equipment","Individual","3","4","Luke Aaron DIXON",,,,,,"2025-08-11T00:00:00.000","2021-06-21T00:00:00.000"
"17727232","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Luke Aaron DIXON",,,,,,"2025-08-11T00:00:00.000","2021-06-21T00:00:00.000"
"17727113","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Asim  ISHTIAQ",,,,,,"2025-08-11T00:00:00.000","2021-05-12T00:00:00.000"
"17701676","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Eduard  DE SMETH",,,,,,"2025-08-11T00:00:00.000","1998-07-22T00:00:00.000"
"17728427","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","3","3","Michael David JONES",,,,,,"2025-08-11T00:00:00.000","2022-08-12T00:00:00.000"
"17726676","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Francois Frederickus LE GRANGE",,,,,,"2025-08-11T00:00:00.000","2020-12-18T00:00:00.000"
"17726676","SEMP","1E - act as a monitoring centre operator","Individual","3","4","Francois Frederickus LE GRANGE",,,,,,"2025-08-11T00:00:00.000","2020-12-18T00:00:00.000"
"17502599","SMAS","Security Master","Company","1","1","CORROBOREE SECURITY SERVICES INDIGENOUS CORPORATION","Corroboree Security Services Indigenous Corporation","Unit 5, 89-91 Tennant Street","FYSHWICK","ACT","2609","2025-08-11T00:00:00.000","2019-06-04T00:00:00.000"
"17728429","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","2","3","John Barry WHITTON",,,,,,"2025-08-11T00:00:00.000","2022-08-12T00:00:00.000"
"17727232","SEMP","2B - sell security equipment","Individual","1","4","Luke Aaron DIXON",,,,,,"2025-08-11T00:00:00.000","2021-06-21T00:00:00.000"
