"year","region","category","indicator","characteristic","age","sex","result","unit","significants_g","comments","table"
"2019","SA","Alcohol","Drinking status","Monthly","14+","Males","18.5","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Monthly","14+","Males","20","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Monthly","14+","Males","22.3","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Monthly","14+","Males","18.3","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Monthly","14+","Males","20.9","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Monthly","14+","Males","19.8","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Monthly","14+","Males","17.5","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Monthly","14+","Males","17","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Monthly","14+","Males","18.3","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Monthly","14+","Males","19","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Monthly","14+","Males","22.2","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Monthly","14+","Males","14.7","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Monthly","14+","Males","18.9","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Monthly","14+","Males","15.9","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Monthly","14+","Males","17.6","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Monthly","14+","Males","16.7","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Monthly","14+","Males","17.5","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Monthly","14+","Males","18.2","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Monthly","14+","Males","19.1","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Monthly","14+","Males","19.6","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Monthly","14+","Males","19.4","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Monthly","14+","Females","19.8","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Monthly","14+","Females","20.1","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Monthly","14+","Females","20.6","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Monthly","14+","Females","19.8","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Monthly","14+","Females","22.1","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Monthly","14+","Females","23.4","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Monthly","14+","Females","21.3","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Monthly","14+","Females","22.1","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Monthly","14+","Females","22.5","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Monthly","14+","Females","22.5","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Monthly","14+","Females","20.8","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Monthly","14+","Females","24","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Monthly","14+","Females","20.4","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Monthly","14+","Females","23.6","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Monthly","14+","Females","23.7","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Monthly","14+","Females","20.2","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Monthly","14+","Females","20.7","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Monthly","14+","Females","23.7","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Monthly","14+","Females","20","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Monthly","14+","Females","21.5","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Monthly","14+","Females","22.2","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Monthly","14+","Females","23.9","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Monthly","14+","Females","25.6","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Monthly","14+","Females","24.7","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Monthly","14+","Females","24.6","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Monthly","14+","Females","23.9","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Monthly","14+","Females","26","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Monthly","14+","Females","25.5","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Monthly","14+","Females","22.4","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Monthly","14+","Females","26","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Monthly","14+","Females","22.8","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Monthly","14+","Females","25.8","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Monthly","14+","Females","21.5","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Monthly","14+","Females","19.3","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Monthly","14+","Females","22.8","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Monthly","14+","Females","21","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Monthly","14+","Females","21.6","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Monthly","14+","Females","20.4","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Monthly","14+","Females","18.6","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Monthly","14+","Females","20.5","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Monthly","14+","Females","21.3","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Monthly","14+","Females","21.8","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Monthly","14+","Females","21.7","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Monthly","14+","Females","21.7","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Monthly","14+","Females","22.7","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Monthly","14+","Persons","18.8","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Monthly","14+","Persons","19","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Monthly","14+","Persons","20","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Monthly","14+","Persons","19.4","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Monthly","14+","Persons","20.6","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Monthly","14+","Persons","20.6","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Monthly","14+","Persons","20.4","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Monthly","14+","Persons","21.2","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Monthly","14+","Persons","21.8","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Monthly","14+","Persons","21.7","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Monthly","14+","Persons","19","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Monthly","14+","Persons","20.8","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Monthly","14+","Persons","19.8","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Monthly","14+","Persons","21.5","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Monthly","14+","Persons","21.7","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Monthly","14+","Persons","18","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Monthly","14+","Persons","19","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Monthly","14+","Persons","20.7","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Monthly","14+","Persons","19.3","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Monthly","14+","Persons","18.8","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Monthly","14+","Persons","19.9","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Monthly","14+","Persons","20.4","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Monthly","14+","Persons","21.2","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Monthly","14+","Persons","22.4","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Monthly","14+","Persons","21.6","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Monthly","14+","Persons","22","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Monthly","14+","Persons","24.2","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Monthly","14+","Persons","21.9","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Monthly","14+","Persons","21.6","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Monthly","14+","Persons","22.8","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Monthly","14+","Persons","20.2","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Monthly","14+","Persons","21.4","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Monthly","14+","Persons","19.9","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Monthly","14+","Persons","19.2","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Monthly","14+","Persons","22.6","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Monthly","14+","Persons","17.7","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Monthly","14+","Persons","20.2","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Monthly","14+","Persons","18","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Monthly","14+","Persons","18","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Monthly","14+","Persons","18.6","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Monthly","14+","Persons","19.4","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Monthly","14+","Persons","20","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Monthly","14+","Persons","20.4","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Monthly","14+","Persons","20.6","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Monthly","14+","Persons","21.1","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Less often than monthly","14+","Males","10","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Less often than monthly","14+","Males","9.9","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Less often than monthly","14+","Males","10.8","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Less often than monthly","14+","Males","12.4","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Less often than monthly","14+","Males","11.6","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Less often than monthly","14+","Males","11.8","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Less often than monthly","14+","Males","9.2","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Less often than monthly","14+","Males","10","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Less often than monthly","14+","Males","11.6","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Less often than monthly","14+","Males","11","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Less often than monthly","14+","Males","11","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Less often than monthly","14+","Males","10.4","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Less often than monthly","14+","Males","11.8","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Less often than monthly","14+","Males","12","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Less often than monthly","14+","Males","14.2","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Less often than monthly","14+","Males","9.3","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Less often than monthly","14+","Males","9.8","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Less often than monthly","14+","Males","7.9","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Less often than monthly","14+","Males","9","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Less often than monthly","14+","Males","11.9","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Less often than monthly","14+","Males","11.4","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Less often than monthly","14+","Males","11.7","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Less often than monthly","14+","Males","7.6","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Less often than monthly","14+","Males","12","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Less often than monthly","14+","Males","12.9","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Less often than monthly","14+","Males","10.2","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Less often than monthly","14+","Males","10.8","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Less often than monthly","14+","Males","14.4","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Less often than monthly","14+","Males","15","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Less often than monthly","14+","Males","14.5","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Less often than monthly","14+","Males","10.5","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Less often than monthly","14+","Males","12.3","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Less often than monthly","14+","Males","9","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Less often than monthly","14+","Males","10.3","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Less often than monthly","14+","Males","11.6","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Less often than monthly","14+","Males","8.7","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Less often than monthly","14+","Males","10.8","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Less often than monthly","14+","Males","8.9","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Less often than monthly","14+","Males","9.8","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Less often than monthly","14+","Males","13.1","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Less often than monthly","14+","Males","10.7","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Less often than monthly","14+","Males","10","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Less often than monthly","14+","Males","10.3","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Less often than monthly","14+","Males","11.7","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Less often than monthly","14+","Males","12.2","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Less often than monthly","14+","Females","16.1","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Less often than monthly","14+","Females","16.5","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Less often than monthly","14+","Females","17.3","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Less often than monthly","14+","Females","17.3","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Less often than monthly","14+","Females","17.7","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Less often than monthly","14+","Females","17.1","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Less often than monthly","14+","Females","17.7","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Less often than monthly","14+","Females","17.3","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Less often than monthly","14+","Females","18.5","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Less often than monthly","14+","Females","19.1","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Less often than monthly","14+","Females","18.7","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Less often than monthly","14+","Females","15.6","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Less often than monthly","14+","Females","20.1","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Less often than monthly","14+","Females","20.3","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Less often than monthly","14+","Females","20.1","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Less often than monthly","14+","Females","13.6","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Less often than monthly","14+","Females","15.6","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Less often than monthly","14+","Females","15.6","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Less often than monthly","14+","Females","14.5","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Less often than monthly","14+","Females","15.1","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Less often than monthly","14+","Females","17.1","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Less often than monthly","14+","Females","15.1","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Less often than monthly","14+","Females","20.6","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Less often than monthly","14+","Females","17.1","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Less often than monthly","14+","Females","16.9","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Less often than monthly","14+","Females","21.1","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Less often than monthly","14+","Females","18.8","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Less often than monthly","14+","Females","18.9","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Less often than monthly","14+","Females","21.3","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Less often than monthly","14+","Females","19.9","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Less often than monthly","14+","Females","15.6","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Less often than monthly","14+","Females","14.9","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Less often than monthly","14+","Females","16.3","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Less often than monthly","14+","Females","22.6","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Less often than monthly","14+","Females","18.2","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Less often than monthly","14+","Females","17","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Less often than monthly","14+","Females","15.3","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Less often than monthly","14+","Females","15.9","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Less often than monthly","14+","Females","17.9","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Less often than monthly","14+","Females","14.9","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Less often than monthly","14+","Females","16.8","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Less often than monthly","14+","Females","16.4","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Less often than monthly","14+","Females","17.9","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Less often than monthly","14+","Females","18.1","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Less often than monthly","14+","Females","18.3","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.1","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.2","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.1","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.9","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.7","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.5","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.5","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.7","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Less often than monthly","14+","Persons","15.2","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Less often than monthly","14+","Persons","15.1","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.9","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Less often than monthly","14+","Persons","13","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Less often than monthly","14+","Persons","16","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Less often than monthly","14+","Persons","16.2","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Less often than monthly","14+","Persons","17.2","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Less often than monthly","14+","Persons","11.5","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Less often than monthly","14+","Persons","12.7","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Less often than monthly","14+","Persons","11.7","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Less often than monthly","14+","Persons","11.8","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.5","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.3","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.4","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.2","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.7","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Less often than monthly","14+","Persons","15","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Less often than monthly","14+","Persons","15.8","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.8","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Less often than monthly","14+","Persons","16.6","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Less often than monthly","14+","Persons","18.2","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Less often than monthly","14+","Persons","17.2","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.1","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.6","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Less often than monthly","14+","Persons","12.7","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Less often than monthly","14+","Persons","16.5","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.9","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Less often than monthly","14+","Persons","12.7","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Less often than monthly","14+","Persons","13","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Less often than monthly","14+","Persons","12.2","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.6","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Less often than monthly","14+","Persons","14","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.8","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Less often than monthly","14+","Persons","13.3","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Less often than monthly","14+","Persons","14.1","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Less often than monthly","14+","Persons","15","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Less often than monthly","14+","Persons","15.2","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.9","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.3","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.6","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.2","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","8.4","Per cent",,"#","S.12"
"2007","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.7","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.5","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.3","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.2","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.9","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.7","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.7","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.9","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.4","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.4","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","4.3","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.1","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.4","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","9","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","8.6","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.5","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.4","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.5","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.7","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","4.5","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","4.9","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.8","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","8.2","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","10.4","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.8","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","4.3","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","4.1","Per cent",,,"S.12"
