"closure_description","project_title","object_id","footpaths_closed","global_id","closure_type","closure_start_time","closure_end_time","closure_end_time_status","location"
,"
Civil works associated with the Transport Canberra Light Rail project.","138","SHARED USE PATH: Flemington Road (northern side) from Manning Clark Crescent (North) to Kate Crace Street.
","91dbfff5-8e04-4f68-9e71-20c2a8de2c83","lightRail","2018-02-18T22:30:00.000","2018-06-30T08:00:00.000","Known","POINT (149.1413744480933 -35.18630426570147)"
"","Works associated with the Ernest Cavanagh Street extension project.","139","FOOTPATH / VERGE: Kate Crace Street (eastern and western sides) from Flemington Road to Anthony Rolfe Avenue.","d81d3144-5364-4d3a-a097-edccfba9d273","roadWorks","2018-04-16T07:00:00.000","2019-01-31T06:00:00.000","Known","POINT (149.13950843894366 -35.18525303628165)"
"","Building construction works associated with the development of Block 1, Section 68 Gungahlin.","140","FOOTPATH: Donnelly Lane (western side) from Sarre Street to Huyer Street.","d1689d77-3147-4302-a646-9844fba156fa","buildingConstruction","2018-01-14T20:00:00.000","2019-03-02T06:00:00.000","Known","POINT (149.13622745686737 -35.18288731431901)"
"","Works associated with the Gungahlin Bus Station project.","141","FOOTPATH: Hibberson Street (southern side) from Gungahlin Place (West) to Gungahlin Place (East).","0157468b-8e43-4206-9bff-94b55d055f15","buildingConstruction","2018-04-21T07:00:00.000","2018-08-31T07:00:00.000","Known","POINT (149.1350009408299 -35.18568117615828)"
"","Building construction works associated with the development of Block 2, Section 224 Gungahlin.","142","FOOTPATH / VERGE: Swain Street (northern side) from Gribble Street to approximately 110 metres east towards Gozzard Street.","34545896-e29f-4d55-bc89-5e5f83495c52","buildingConstruction","2018-05-16T21:00:00.000","2020-05-01T08:00:00.000","Known","POINT (149.1315902513444 -35.18123596262993)"
"","Civil works associated with the Transport Canberra Light Rail project.","143","FOOTPATH / VERGE: Flemington Road (northern side) from Manning Clark Crescent (North) to Kate Crace Street.
","0046d62a-243c-4d88-afef-02798070b697","lightRail","2018-06-01T21:00:00.000","2018-08-31T06:00:00.000","Known","POINT (149.14157069511072 -35.186377863573625)"
"","Building construction works associated with the development of Block 5, Section 209 Gungahlin.
","144","FOOTPATH / VERGE: Gribble Street (western side) between the Bright Beginnings Gungahlin driveway and Anthony Rolfe Avenue.","4d7451e1-0507-42a1-8777-a37fe9452381","buildingConstruction","2017-08-27T21:00:00.000","2019-12-20T07:00:00.000","Known","POINT (149.1312585221583 -35.18335358361867)"
"","Building construction works associated with the development of Block 1, Section 68 Gungahlin.","145","FOOTPATH / VERGE: Gungahlin Place (eastern side from Sarre Street to Anthony Rolfe Avenue.<br>
7 am – 5 pm (daily) Monday to Saturday on periodic days as required.","09ec9b1d-c054-4640-a09b-b22471ec4d40","buildingConstruction","2018-01-14T20:00:00.000","2019-03-02T06:00:00.000","Known","POINT (149.13589143347252 -35.18303484305881)"
"","Construction works associated with the Raiders Club refurbishment project.","146","FOOTPATH: Hibberson Street (northern side) from Gozzard Street to Gribble Street.<br>
6 am -11 am (daily) on periodic days as required.","fae1badd-9a73-4664-b267-935ab7ccea4c","buildingConstruction","2017-09-18T20:00:00.000","2019-06-28T01:00:00.000","Known","POINT (149.13179179598973 -35.184958237172744)"
,"Civil works associated with the Transport Canberra Light Rail project.","147","SIGNALISED PEDESTRIAN CROSSING: Manning Clark Crescent (North) (western side) at the intersection of Flemington Road.
","1da74179-1b1d-4baa-8d1b-b026220901ab","lightRail","2018-03-25T22:30:00.000","2018-04-21T06:00:00.000","Known","POINT (149.1436210124557 -35.186731071971664)"
,"Civil works associated with the Gungahlin Town Centre Works project","148","FOOTPATH /VERGE: Manning Clark Crescent (western side) from the footpath connection located on the northern side of Barbara Jefferis Street to approximately 115 metres north of the Marie Pitt Street / Walling Street roundabout.","939bdf39-b8e0-4c14-b45b-d688bff601f4","buildingConstruction","2018-02-27T20:00:00.000","2018-04-30T07:00:00.000","Known","POINT (149.14342389777886 -35.18933258962464)"
"Sales Display Suite","None","149","VERGE: Swain Street (northern side) from the driveway at 94 Swain Street to approximately 30 metres west towards Gribble Street.","e51c9dd6-e7ef-4016-ba5e-0ec4bae80f3f","other","2017-04-05T20:00:00.000","2019-03-30T08:00:00.000","Known","POINT (149.1331016541928 -35.18082289962047)"
"","Works associated with the Gundaroo Drive duplication project.","150","SHARED USE PATH: Anthony Rolfe Avenue / Mirrabei Drive (western side) at the intersection of Gundaroo Drive.
","9cfb35a9-cbb3-49ec-b289-16103448a885","roadWorks","2017-10-30T20:00:00.000","2018-10-31T06:00:00.000","Known","POINT (149.1282034221942 -35.18178155452651)"
,"Civil works associated with the Transport Canberra Light Rail project.","151","SIGNALISED PEDESTRIAN CROSSING: Nullarbor Avenue (northern or southern side) at the intersection of Flemington Road.","1c9c2451-1d13-4ec1-b4e3-337a93b138b5","lightRail","2018-04-08T23:30:00.000","2018-04-13T06:00:00.000","Known","POINT (149.14922674030976 -35.20099604718885)"
"ACT Healthy Waterways Project – Package 4","Civil works associated with the ACT Healthy Waterways project – Package 4.","152","FOOTPATH: From Kett Street (between number 10 & 12 Kett Street) to approximately 85 metres west of Kett Street towards the Kambah Shops.<br>
FOOTPATH: Located in the public open space within Blocks 52 & 53, Section 346 Kambah from number 28 Kett Street to approximately 90 metres west towards the Drakeford Drive underpass.
","175bcd87-43b0-4d2f-be13-80b61dca78c9","other","2018-06-05T06:00:00.000","2018-12-21T06:00:00.000","Known","POINT (149.0588352478 -35.38002595328225)"
"","Construction of new driveways and off site works associated with the development of Block 4, Section 239 Kambah.","153","FOOTPATH / VERGE: O’Halloran Circuit (western side) from the pedestrian refuge crossing located 25 metres north of Snodgrass Crescent to the temporary footpath connection to bus stop 100.","cf0aab0c-60e8-4392-b38f-a025937c9a72","buildingConstruction","2017-11-21T20:00:00.000","2018-11-20T06:00:00.000","Known","POINT (149.05869196889512 -35.395286700863906)"
"","Building construction works associated with the development of Block 1, Section 60 Kingston.","154","FOOTPATH / VERGE: Parbery Street (eastern side) from Cunningham Street to the southern side of Charles Francis Lane. Dawes Street (southern side) from the western side of Parbery Street to The Causeway.","72ac58ab-0dfe-4e49-95c9-ba8ce3876a80","buildingConstruction","2017-11-19T19:00:00.000","2019-04-01T07:00:00.000","Known","POINT (149.14906909043634 -35.31652026031075)"
,"Building construction works associated with the redevelopment of Block 1, Section 60 Kingston.","155","FOOTPATH / NATURE STRIP: Parbery Street (eastern side) from Percy Douglas Lane to Dawes Street. Dawes Street (southern side) from Parbery Street to The Causeway.","7341a555-5122-45f3-a323-db8cdfc53445","buildingConstruction","2017-05-30T20:00:00.000","2018-06-01T08:00:00.000","Known","POINT (149.1490771679848 -35.31667079085376)"
"","Building construction works associated with the redevelopment of Block 1, Section 20 Kingston.","156","FOOTPATH/ NATURE STRIP: Kennedy Street (southern side) from the driveway of 14 Kennedy Street to Eyre Street. Eyre Street (western side) from Kennedy Street to approximately 60 metres south towards Leichhardt Street.","7bf19af9-91e6-4d68-b52c-4860da5724b3","buildingConstruction","2017-11-07T19:00:00.000","2018-10-23T08:00:00.000","Known","POINT (149.14145246942132 -35.31731904616351)"
"","Building construction works associated with the development of Block 1, Section 60 Kingston.","157","FOOTPATH / VERGE: Parbery Street (eastern side) from Cunningham Street to the southern side of Charles Francis Lane.<br>
Dawes Street (southern side) from the western side of Parbery Street to The Causeway.
","64df2cc0-5dc5-49f8-a7ab-9f610e088175","buildingConstruction","2017-11-19T19:00:00.000","2019-04-01T07:00:00.000","Known","POINT (149.14910085205287 -35.316787785765804)"
"","Building construction works associated with the development of Block 1, Section 22 Lawson.","158","FOOTPATH / VERGE: Nevertire Street (western side) from outback Street to approximately 85 metres south of Outback Street.
","b453d125-96ef-4de2-9f8c-9e7d60a98771","buildingConstruction","2017-09-21T21:00:00.000","2018-09-17T08:00:00.000","Known","POINT (149.09227249969774 -35.23239017625884)"
"","Westfield Woden building construction works.","159","FOOTPATH / VERGE: Bradley Street (eastern side) from Corinna Street to the northern side of the multi storey car park.","66359f94-69c2-403a-9c9a-04199b029aef","buildingConstruction","2018-05-24T06:00:00.000","2019-03-06T07:00:00.000","Known","POINT (149.0911036974988 -35.34726325527657)"
"","Building construction works associated with the redevelopment of Block 8, Section 24 Phillip.","160","FOOTPATH: Irving Street (western side) from Irving Street to approximately 80 metres north towards the Southern Cross health club car park.","f619b3ca-ec58-44bf-9d7b-ddc93d53bbe5","buildingConstruction","2017-11-07T20:00:00.000","2019-10-31T07:00:00.000","Known","POINT (149.08620057004788 -35.33848641201276)"
"","Building construction works associated with the redevelopment of Block 2, Section 7 Reid.","161","FOOTPATH: Kogarah Lane (western side) from Boolee Street to Ainslie Avenue.","42851fed-d5a1-469a-b8d2-5ab5322f46fb","buildingConstruction","2018-01-19T19:00:00.000","2020-06-01T08:00:00.000","Known","POINT (149.13714889660667 -35.28001914917443)"
"","Building construction works associated with the new Stromlo Leisure Centre.","162","SHARED USE PATH: From the Dave McInnes Road off road connection to Uriarra Road.","223e398c-157a-44b7-98fe-cd0fdf273617","buildingConstruction","2018-06-01T08:00:00.000","2020-05-30T08:00:00.000","Known","POINT (149.02622107464686 -35.313914295268454)"
"","Building construction works associated with the development of Block 9, Section 39 Taylor.","163","FOOTPATH / VERGE: Bischoff Street (southern side) from Sutherland Crescent to approximately 45 metres west of Sutherland Crescent.<br>
FOOTPATH / VERGE: Sutherland Crescent (western side) from the northern side of Bischoff Street to the southern side of Trevor Gibson Way.<br>
FOOTPATH / VERGE: Trevor Gibson Way (northern side) from Sutherland Crescent to approximately 40 metres west of Sutherland Crescent.
","cbe23926-0613-40e6-8316-c15a0e786966","buildingConstruction","2018-06-07T21:00:00.000","2019-03-29T07:00:00.000","Known","POINT (149.10861933922678 -35.14913376607638)"
"","Building construction works associated with the development of Block 9, Section 39 Taylor.","164","FOOTPATH: Located on Block 11, Section 9 Taylor between Bischoff Street and Trevor Gibson Way","d7f34f8c-8163-4cc7-9a57-46a5d6be68a2","buildingConstruction","2018-03-11T19:00:00.000","2019-03-12T07:00:00.000","Known","POINT (149.10785503584998 -35.14895079956835)"
"","Building construction works associated with the development of Block 3, Section 37 Taylor.","165","FOOTPATH / VERGE: Feilman Street (northern side) from Shugg Street to Sutherland Crescent.","fa665a10-6ea0-4ff1-9ed6-92343bfe1d1e","buildingConstruction","2018-06-19T20:00:00.000","2019-02-01T09:00:00.000","Known","POINT (149.10750953464776 -35.152691184127086)"
,"Installation of underground services associated with the development of Block 3, Section 37 Taylor.","166","FOOTPATH / VERGE: Shugg Street (eastern side) from Holford Street to Feilman Street.","7fecab21-7a7f-45c2-871c-70a6ed3cf4dd","utilities","2018-04-22T21:00:00.000","2018-07-30T07:00:00.000","Known","POINT (149.10711797560498 -35.152705821154385)"
"","Civil works associated with the development of Taylor Stage 3.","167","FOOTPATH / VERGE: Sutherland Crescent (western and northern side) from the southern side of Bischoff Street to approximately 450 metres northeast of Bischoff Street.
","b28621fd-6616-49f8-844a-dcf9eba0b1a2","buildingConstruction","2018-05-01T21:00:00.000","2019-04-26T07:00:00.000","Known","POINT (149.10939436982466 -35.1487197052271)"
"","Building Construction works associated with the development of Block 1, Section 3","168","FOOTPATH / VERGE: Bettong Avenue (southern side) from the eastern side of Kaigas Street to approximately 95 metres west towards Horse Park Drive.<br>
FOOTPATH / VERGE: Kaigas Street (western side) from Bettong Avenue to Melomys Circuit.<br>
FOOTPATH / VERGE: Melomys Circuit (northern side) from the eastern side of Kaigas Street to approximately 65 metres west towards Horse Park Drive.
","3bbe5781-3861-47da-8dcc-34e24ed8b459","buildingConstruction","2018-06-12T07:00:00.000","2019-03-30T06:00:00.000","Known","POINT (149.16712812848965 -35.1989272656718)"
,"Throsby entrance feature construction works.","169","FOOTPATH: Bettong Avenue (eastern side) from Horse Park Drive to the footpath connection located approximately 40 metres south of Kunapalari Street.","0a2a8edc-27ce-4f86-8cae-27bf5b6eb85b","buildingConstruction","2018-01-21T22:00:00.000","2018-06-29T06:30:00.000","Known","POINT (149.16628318675862 -35.19955911413374)"
"","ICON Water maintenance works.","171","FOOTPATH: Novar Street (western side) on either side of Bentham Street.<br>
<br>
Stage 2<br>
FOOTPATH: Novar Street (eastern side) on either side of Bentham Street.<br>
9 am – 4.30 pm Monday to Friday;<br>
7 am – 5 pm Saturdays; and<br>
8 am – 5 pm Sundays<br>
Closures will in place be periodic days as required ","e30595fe-8831-4236-ac1b-90d5134ef1ed","utilities","2018-06-18T23:00:00.000","2018-08-30T06:30:00.000","Known","POINT (149.09804247860967 -35.30775233289246)"
"","Building construction works associated with the
development of Block 7, Section 38 Gungahlin.","172","FOOTPATH /NATURE STRIP: Hinder Street (western side) from Ernest Cavanagh
Street to Anthony Rolfe Avenue.","446d0aad-f09b-4bd8-a230-30b8276b74c8","buildingConstruction","2018-06-29T08:00:00.000","2018-07-31T08:00:00.000","Known","POINT (149.1373192921087 -35.18440567009772)"
"","Concrete works","204","PEDESTRIAN CROSSING / FOOTPATH: Captain Cook Crescent located on the southern side of Franklin Street.<br>
FOOTPATH: Captain Cook Crescent located on the southern side of the entry / exit to Manuka Terrace.","c61e68c7-f72c-46c7-9663-2433f43f6f31","buildingConstruction","2018-08-05T23:30:00.000","2018-10-15T05:00:00.000","Known","POINT (149.13488934054487 -35.320646363453726)"
"","Civil works associated with the Transport Canberra light Rail project.","205","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Elouera Street & Gould Street.<br>
Will be closed periodically as required.","33269272-7532-4545-ae6a-cdbd91af7dec","lightRail","2018-08-01T00:30:00.000","2018-12-21T05:00:00.000","Known","POINT (149.13000446540678 -35.273093957528715)"
,"Civil works associated with the Transport Canberra Light Rail project.","206","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Gould Street and Elouera Street.","c6295775-0f45-4fdc-b446-60322a3703ff","lightRail","2018-08-07T10:00:00.000","2018-08-10T20:00:00.000","Known","POINT (149.13005033414163 -35.27307865714791)"
,"Construction of a Watermain crossing.","209","FOOTPATH / VERGE: Northern and southern sides of Wyndham Avenue from Bielski Street to John Gorton Drive.","7afff97e-6604-4656-8f01-afcbf0c76ea6","utilities","2018-08-05T23:30:00.000","2018-08-11T06:30:00.000","Known","POINT (149.02866041637986 -35.305087128404665)"
"","Westfield Woden building construction works.","210","FOOTPATH / VERGE: Bradley Street (eastern side) from Corinna Street to the northern side of the multi storey car park.","58ab4a58-8c41-41a8-8d5d-9ad510b126cb","buildingConstruction","2018-06-29T20:00:00.000","2019-04-26T06:00:00.000","Known","POINT (149.08749656336198 -35.34722699572651)"
,"Building construction works associated with the Marymead development.","211","FOOTPATH: Southern side between Jindalee Nursing Home and the Buddhist Society driveway.","c705061f-f7b4-4bdb-8046-1cb56ea8bea3","buildingConstruction","2018-07-19T21:00:00.000","2018-08-11T07:00:00.000","Known","POINT (149.14659385368623 -35.340260549439506)"
"","Civil works associated with the Transport Canberra Light Rail project.","222","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Barry Drive and Cooyong Street.<br>
10 pm Friday 24 August 2018 to 4 am Monday 27 August 2018.<br>
10 pm Friday 31 August 2018 to 4 am Monday 3 September 2018.<br>
Please note one signalised pedestrian crossing will remain open at all times during these works.","609f9900-a167-4199-abc0-2e7d784f9853","lightRail","2018-08-27T12:00:00.000","2018-09-02T18:00:00.000","Known","POINT (149.1295355919013 -35.275749087399106)"
"","Civil works associated with the Transport Canberra Light Rail project.","234","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern or southern side) at the intersection of Bunda Street and Rudd Street.<br>
Will be closed on periodic days, nights and weekends as required between the hours of, 9.30 am – 4 pm (daily) Monday to Friday. 8 pm – 6 am (nightly) Monday to Thursday. 8 pm Friday to 6 am Monday (inclusive).","b6ccaa34-26ff-4d00-a600-721e7a99699c","lightRail","2018-08-15T23:30:00.000","2018-12-21T12:59:00.000","Known","POINT (149.12983585953867 -35.27708303857479)"
"","Building construction works associated with the redevelopment of Block 5, section 35 Phillip.","235","FOOTPATH & VERGES: Located on the eastern, northern, southern and western sides adjacent to Block 5, Section 35 Phillip (Bowes Street / Woden Bus Station).","d1c21476-b2c3-4128-856b-149bc3e254a7","buildingConstruction","2018-08-08T20:00:00.000","2020-08-01T10:00:00.000","Known","POINT (149.08741884978048 -35.34432794417329)"
"","Civil works associated with the Transport Canberra light Rail project.","236","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (northern and southern side) at the intersection of Barry Drive / Cooyong Street.<br>
Will be closed periodically as required from 9.30 am Monday 13 August 2018 to 4 pm Friday 21 December 2018.<br>
(These works will be staged to ensure one footpath remains open at all times).","2b8addcd-0ba2-4273-8960-9cf2dcb9f96d","lightRail","2018-08-12T23:30:00.000","2018-12-21T05:00:00.000","Known","POINT (149.1301438820078 -35.27588277757647)"
"","Building construction works associated with the development of Block 7, Section 38 Gungahlin.","237","FOOTPATH / NATURE STRIP: Hinder Street (western side) from Ernest Cavanagh Street to Anthony Rolfe Avenue.","f50533a0-898e-4d26-9a88-ab02af6e4283","buildingConstruction","2018-08-08T20:00:00.000","2018-08-31T08:00:00.000","Known","POINT (149.13736960883722 -35.184478663666695)"
""," Civil works associated with the Transport Canberra Light Rail project.","238","SIGNALISED PEDESTRIAN CROSSINGS: Northbourne Avenue (northern and southern side) at the intersection of Ipima Street and Condamine Street.<br>
Will be closed on periodic days, nights and weekends as required between the hours of,<br>
9.30 am – 4 pm (daily) Monday to Friday. 8 pm – 6 am (nightly) Monday to Thursday. 8 pm Friday to 6 am Monday (inclusive).<br>
Please note one signalised pedestrian crossing will remain open at all times during these works.","2d8a0b0b-a17c-468f-8cb7-98e396402858","lightRail","2018-09-09T23:30:00.000","2018-12-21T12:59:00.000","Known","POINT (149.13172114670596 -35.266116619041654)"
"Stormwater installation","Stormwater installation","268","FOOTPATH: Christina Stead Street (western side) from Nullarbor Avenue to Mavis Latham Street.","5edff586-7e2b-425d-97c4-74a07546ed58","other","2018-09-09T21:00:00.000","2018-09-30T07:00:00.000","Known","POINT (149.14772573769062 -35.20106553595573)"
,"Underground service installation.","279","FOOTPATH: Thirrwirri Street (southern side) from Aikman Drive to Guraguma Street.","1e1cf505-5dd1-441f-a9cf-2ccb46176b3e","utilities","2018-08-30T21:00:00.000","2018-12-28T07:00:00.000","Known","POINT (149.0800632163797 -35.23388140825691)"
,"Civil works associated with the Transport Canberra Light Rail project.","283","SIGNALISED PEDESTRIAN CROSSING: Northbourne Avenue (eastern side) at the Ipima Street / Condamine Street intersection.<br>
Northbourne Avenue (northern side) at the Ipima Street / Condamine Street intersection.<br>
Stage 2<br>
Northbourne Avenue (eastern side) at the Ipima Street / Condamine Street intersection.<br>
Stage 3<br>
Northbourne Avenue (eastern side) at the Ipima Street / Condamine Street intersection.<br>
Northbourne Avenue (southern side) at the Ipima Street / Condamine Street intersection.","f78d4280-a538-4459-a999-c60a634002bc","lightRail","2018-08-29T23:30:00.000","2018-12-21T05:00:00.000","Known","POINT (149.13169610344943 -35.26607631139062)"
,"Civil works associated with the Gungahlin Town Centre Works project","284","FOOTPATH / VERGE: Manning Clark Crescent (eastern side) from approximately 30 metres north of The Valley Avenue to approximately 115 metres north of the Marie Pitt Street / Walling Street roundabout.<br>
Barbara Jefferis Street (northern & southern sides) from Manning Clark Crescent to approximately 45 metres east towards Elizabeth Jolley Crescent.","d9ed00d4-2a56-4d47-9e8d-5b3096277307","roadWorks","2018-06-30T07:00:00.000","2018-11-30T06:00:00.000","Known","POINT (149.14365620297735 -35.19083167914393)"
"","....","312","TESTING","7c5d2695-7642-4108-a1c8-b4a445213d1e","specialEvent","2018-12-10T09:45:00.000","2018-12-11T09:45:00.000","Known","POINT (149.1369801210306 -35.19325363042309)"
