"year","region","category","indicator","characteristic","characteristic_sex","age","sex","result","unit","rse","comment"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Persons","65+","Persons","37.2","Per cent","10.2",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity I (30.00–34.99)","Obesity I (30.00–34.99), Persons","65+","Persons","21.9","Per cent","16.2",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity II/III (35.00 or more)","Obesity II/III (35.00 or more), Persons","65+","Persons","10.5","Per cent","23.9",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Persons","65+","Persons","34.9","Per cent","9.8",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Total Overweight/Obese (25.00 or more)","Total Overweight/Obese (25.00 or more), Persons","65+","Persons","71.4","Per cent","5.2",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Underweight/Normal (less than 24.99)","Underweight/Normal (less than 24.99), Males","65+","Males","19.6","Per cent","22.4",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Males","65+","Males","39.8","Per cent","14.6","#"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity I (30.00–34.99)","Obesity I (30.00–34.99), Males","65+","Males","23","Per cent","21.2",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity II/III (35.00 or more)","Obesity II/III (35.00 or more), Males","65+","Males","6.5","Per cent",,
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Males","65+","Males","35","Per cent","13.8",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Total Overweight/Obese (25.00 or more)","Total Overweight/Obese (25.00 or more), Males","65+","Males","73.5","Per cent","6.1",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Not at risk","Not at risk, Males","65+","Males","23.2","Per cent","22.6","#"
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Increased risk","Increased risk, Males","65+","Males","26.3","Per cent","20.8","#"
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Substantially increased risk","Substantially increased risk, Males","65+","Males","51.5","Per cent","11.4","#"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Underweight/Normal (less than 24.99)","Underweight/Normal (less than 24.99), Females","65+","Females","33","Per cent","16","#"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Females","65+","Females","31.6","Per cent","16.4","#"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity I (30.00–34.99)","Obesity I (30.00–34.99), Females","65+","Females","23.4","Per cent","21.7",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity II/III (35.00 or more)","Obesity II/III (35.00 or more), Females","65+","Females","9.2","Per cent","39.7",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Females","65+","Females","35.9","Per cent","15.3","#"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Total Overweight/Obese (25.00 or more)","Total Overweight/Obese (25.00 or more), Females","65+","Females","64.6","Per cent","8.2","#"
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Not at risk","Not at risk, Females","65+","Females","16","Per cent","24.5",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Increased risk","Increased risk, Females","65+","Females","20.3","Per cent","22.3",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Substantially increased risk","Substantially increased risk, Females","65+","Females","71.7","Per cent","7.3","#"
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Underweight/Normal (less than 24.99)","Underweight/Normal (less than 24.99), Persons","18+","Persons","36.4","Per cent","3.7",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Persons","18+","Persons","39.1","Per cent","3.6",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity I (30.00–34.99)","Obesity I (30.00–34.99), Persons","18+","Persons","16.4","Per cent","6.1",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity II/III (35.00 or more)","Obesity II/III (35.00 or more), Persons","18+","Persons","7.7","Per cent","9.5",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Persons","18+","Persons","23.9","Per cent","5",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Total Overweight/Obese (25.00 or more)","Total Overweight/Obese (25.00 or more), Persons","18+","Persons","63.5","Per cent","2.1",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Underweight/Normal (less than 24.99)","Underweight/Normal (less than 24.99), Males","18+","Males","28.1","Per cent","7.4",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Males","18+","Males","48.9","Per cent","4.6",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity I (30.00–34.99)","Obesity I (30.00–34.99), Males","18+","Males","17","Per cent","8",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity II/III (35.00 or more)","Obesity II/III (35.00 or more), Males","18+","Males","6.1","Per cent","17.5",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Males","18+","Males","23.2","Per cent","6.8",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Total Overweight/Obese (25.00 or more)","Total Overweight/Obese (25.00 or more), Males","18+","Males","71.5","Per cent","2.7",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Not at risk","Not at risk, Males","18+","Males","41.3","Per cent","5.7",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Increased risk","Increased risk, Males","18+","Males","25.7","Per cent","7.8",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Substantially increased risk","Substantially increased risk, Males","18+","Males","32.3","Per cent","5.4",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Underweight/Normal (less than 24.99)","Underweight/Normal (less than 24.99), Females","18+","Females","44.7","Per cent","4.6",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Females","18+","Females","30.3","Per cent","5.8",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity I (30.00–34.99)","Obesity I (30.00–34.99), Females","18+","Females","16","Per cent","9.2",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obesity II/III (35.00 or more)","Obesity II/III (35.00 or more), Females","18+","Females","9","Per cent","11.7",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Females","18+","Females","25.7","Per cent","7.3",
"2014-15","ACT","Lifestyle risk factors","Body Mass Index","Total Overweight/Obese (25.00 or more)","Total Overweight/Obese (25.00 or more), Females","18+","Females","55.9","Per cent","3.7",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Not at risk","Not at risk, Females","18+","Females","33.6","Per cent","5.4",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Increased risk","Increased risk, Females","18+","Females","20.7","Per cent","7.2",
"2014-15","ACT","Lifestyle risk factors","Waist circumference","Substantially increased risk","Substantially increased risk, Females","18+","Females","45.3","Per cent","3.7",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","Low distress level","Low distress level, Persons","18+","Persons","68","Per cent","0.7",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","Moderate distress level","Moderate distress level, Persons","18+","Persons","19.5","Per cent","2.3",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","High/Very high distress level","High/Very high distress level, Persons","18+","Persons","11.7","Per cent","2.7",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","Low distress level","Low distress level, Males","18+","Males","71.1","Per cent","1",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","Moderate distress level","Moderate distress level, Males","18+","Males","18.2","Per cent","3.6",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","High/Very high distress level","High/Very high distress level, Males","18+","Males","9.9","Per cent","4.6",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","Low distress level","Low distress level, Females","18+","Females","65","Per cent","0.9",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","Moderate distress level","Moderate distress level, Females","18+","Females","20.8","Per cent","2.8",
"2014-15","Australia","Lifestyle risk factors","Psychological distress","High/Very high distress level","High/Very high distress level, Females","18+","Females","13.5","Per cent","3.3",
"2007-08","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Persons","18+","Persons","33.8","Per cent",,
"2011-12","ACT","Lifestyle risk factors","Body Mass Index","Overweight (25.00–29.99)","Overweight (25.00–29.99), Persons","18+","Persons","37.8","Per cent","4.6",
"2007-08","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Persons","18+","Persons","23.9","Per cent",,
"2011-12","ACT","Lifestyle risk factors","Body Mass Index","Obese (30.00 or more)","Obese (30.00 or more), Persons","18+","Persons","25.2","Per cent","5.9",
