"contrib_desc","year","quarter","report_no","contrib_type","contrib_code","person_id","vehicle_id"
"Failed to Yield Right of Way","2019","Q4","CTX349000P","Person","11","d594404b-ccf5-4229-87d7-83427c478021",
"Failed to Give Full Time and Attention","2019","Q4","AE53420072","Person","7","7131964b-5fef-4990-8d91-9e185cf88205",
"Followed Too Closely","2019","Q4","MSP651200QP","Person","22","a2894a7f-f817-4f93-9b34-3e1e76b8bb14",
"Under Influence of Drugs","2019","Q4","AE6208003C","Person","1","4c75a29f-75e7-44b5-aca0-c69af8734bee",
"Not Applicable","2019","Q4","MDTA1542004R","Person","0","1845d4e2-f830-4da0-9e88-7f81f3a78c35",
"Not Applicable","2019","Q4","AE5839004C","Person","0","dcfe781e-8c76-423a-8753-084f531b8717",
"Under Influence of Alcohol","2019","Q4","MSP66330030","Person","2","c4102eb1-d58b-4d56-99be-c1335b6ea214",
"Not Applicable","2019","Q4","DE2172005C","Person","0","f61d2f40-b656-42be-ad55-4180256dda79",
,"2019","Q4","MSP673200HY","Person","9","6c2bce87-10dd-4795-a1e5-e10c4b91351c",
"Followed Too Closely","2019","Q4","CB50470085","Person","22","dcbeb619-1de1-4924-be69-4b3d9a6b93be",
"Failed to Give Full Time and Attention","2019","Q4","MSP673200J4","Person","7","50daf4bb-d518-4d8f-9ff5-dd3c732f7227",
,"2019","Q4","BX5411000B","Person","39.88","bf485990-5376-4408-a437-a1de1bb09801",
"Not Applicable","2019","Q4","ADK3080007","Person","0","11576004-19d5-4a64-842f-ad99cc04fd90",
"Failed to Give Full Time and Attention","2019","Q4","AE450200RX","Person","7","eeac6d71-7478-47e7-b0c9-f92c1e8a8bad",
,"2019","Q4","MSP70500050","Person","9","bb450ace-b698-4a37-b01f-560aedbcc894",
"Not Applicable","2019","Q4","MCP2305001Q","Person","0","5a3707d6-a084-4b6e-b2c6-f145e5c63cbf",
"Not Applicable","2019","Q4","MSP675600L7","Person","0","80673f32-5e21-459c-b958-b60acec4af61",
"Failed to Give Full Time and Attention","2019","Q4","MSP658800J9","Person","7","11aaac3d-4b3b-4ded-ae08-b03d5dee1c24",
"Followed Too Closely","2019","Q4","MSP629900GW","Person","22","fe4cac61-3f66-4448-9e98-9002065c2cca",
"Not Applicable","2019","Q4","AC20160059","Person","0","afb9929c-e28d-4f2c-bc4b-ab4e30bc83f9",
"Not Applicable","2019","Q4","CB59560058","Person","0","99173169-3814-42a7-b571-e552f645f06e",
"Improper Turn","2019","Q4","ZE02160015","Person","23","8095a129-3464-45aa-b3ab-3acd42eeecea",
"Failed to Give Full Time and Attention","2019","Q4","AC22030074","Person","7","0d42f55b-2249-4467-ad5f-70e2a6bb25c5",
,"2019","Q4","MSP675600KP","Person","60.88","e963b4b8-f101-47dc-adfe-55d14c15a36c",
"Not Applicable","2019","Q4","ADG6400016","Person","0","4afa09cd-c910-41cd-8bee-4d703888910a",
"Not Applicable","2019","Q4","ADI523006H","Person","0","9440b780-2387-461b-9440-e3e733b24c44",
"Failed to Obey Other Traffic Control","2019","Q4","MSP5090009T","Person","14","6a99b2ed-c6a8-4f87-b5d6-85b0d984cff2",
"Followed Too Closely","2019","Q4","MSP630600JN","Person","22","83bca74c-2b3d-4d2c-9b7e-8e3e9ef51eab",
"Over Correcting Over Steering","2019","Q4","MDTA1542004W","Person","74.88","e0d30370-ab19-40e8-85a8-0ee721d6f5c9",
"Not Applicable","2019","Q4","CB5860003C","Person","0","26ad633a-6a60-47d9-bad1-d122ecfeae18",
"Failed to Give Full Time and Attention","2019","Q4","MSP651200QX","Person","7","ccad6e6f-fb5f-4666-b63f-3a8c2b0a991b",
"Failed to Yield Right of Way","2019","Q4","DA3841004G","Person","11","3c49303c-bf49-4193-a2bd-f1ebc105afb9",
"Not Applicable","2019","Q4","ZJ025100DM","Person","0","7b793971-c841-4958-89fa-c31f3a3e9f97",
,"2019","Q4","AE38040039","Person","60.88","024b091b-e8b4-4106-b9f1-ad45cf2585bd",
"Not Applicable","2019","Q4","ZH02440007","Person","0","94c9854b-180d-4b0f-8ba1-bd4fcb27db3f",
"Failed to Give Full Time and Attention","2019","Q4","MSP5622008H","Person","7","59e02330-d2ba-4a6f-b1c7-0f8cc83d9989",
"Too Fast for Conditions","2019","Q4","MCP2356001J","Person","21","4f877ecb-445c-4455-a041-a609f85cce2a",
"Not Applicable","2019","Q4","MCP3161001Y","Person","0","6e02de15-73af-4e3b-802e-14ca1d7465e3",
"Failed to Obey Other Traffic Control","2019","Q4","MSP71270018","Person","14","7fe271e0-9714-4e3d-a0f4-5bff091a341c",
"Failed to Give Full Time and Attention","2019","Q4","MCP2162004B","Person","7","31000f9d-735c-4724-bbf4-e4a078347c84",
"Not Applicable","2019","Q4","ZD46880055","Person","0","7bac3edc-e654-4d21-9f21-7bdb84244cd5",
"Not Applicable","2019","Q4","MCP3076002R","Person","0","acde5312-bbaa-4d8e-bd73-d799598a5056",
"Not Applicable","2019","Q4","DA3244004B","Person","0","d0773841-d2a8-42a7-b671-d47cf3c63fea",
,"2019","Q4","AE377000BX","Person","9","baa9ad57-a8b4-4fdd-951c-7baaf5602c13",
"Failed to Obey Traffic Signal","2019","Q4","DV01540006","Person","13","abbf1474-12af-46ad-890e-77f1739dba21",
"Not Applicable","2019","Q4","MSP7121000J","Person","0","1425c930-4e34-47da-99a8-c2153b2ca80b",
"Not Applicable","2019","Q4","ZH0630002Z","Person","0","10ca5a8a-68d5-4320-ab6e-e4d7773563ac",
,"2019","Q4","ZD4913000Y","Person","60.88","116b9a0a-f654-4037-bde8-237767f05247",
"Not Applicable","2019","Q4","MSP622500RK","Person","0","134742a7-c280-4f65-b048-0f5693211a48",
,"2019","Q4","MSP663000JP","Person","60.88","3b355f04-a127-4e0d-9bb0-7e8e71f6645e",
"Failed to Give Full Time and Attention","2019","Q4","AE552500FT","Person","7","38928e07-474c-464c-9572-a0bad65d57ee",
"Not Applicable","2019","Q4","MSP690900BG","Person","0","fe67988d-c4e7-453f-a8e6-dabd9083c298",
"Failed to Give Full Time and Attention","2019","Q4","MCP23580071","Person","7","918a9c5c-9cae-4fc6-a529-db02a60251e5",
"Not Applicable","2019","Q4","MSP668300RH","Person","0","b4dd67a8-fe0f-4b31-81a5-99e52e696c83",
"Not Applicable","2019","Q4","AJ01220034","Person","0","ce565f98-d8e7-4339-8f3b-edfd289fa9d4",
"Failed to Yield Right of Way","2019","Q4","AC2119006C","Person","11","d54a72d3-d7da-4da4-8393-9a9ecd18c447",
"Not Applicable","2019","Q4","MTA01780017","Person","0","e8e6845d-5bd0-4ed5-a1fc-d522a4f809af",
"Too Fast for Conditions","2019","Q4","MSP650500K6","Person","21","851c3189-1e51-44aa-ab7e-ffa16ebd7bee",
"Not Applicable","2019","Q4","DA3516004D","Person","0","ba4202ab-3103-48c9-8713-b2f9f134528b",
"Not Applicable","2019","Q4","MSP7066005S","Person","0","310042b5-0ef0-42f0-874c-b133d637fb94",
"Failed to Give Full Time and Attention","2019","Q4","AE5351007C","Person","7","fd0895c8-fc51-4710-83b4-d1b5b922a54b",
"Other Improper Action","2019","Q4","MSP6865004J","Person","75.88","ebc44fbd-dae5-486e-aff1-0b033f17738c",
"Failed to Give Full Time and Attention","2019","Q4","MCP1181000Y","Person","7","c48e16e9-f6e0-4db7-9cdc-4a3d3a841752",
"Not Applicable","2019","Q4","MCP3048005Y","Person","0","0bd8870c-8796-4354-bd33-686906666307",
"Under Influence of Alcohol","2019","Q4","MSP675700GZ","Person","2","bdca6fb1-47ce-469e-ba70-1015e8280e0f",
"Too Fast for Conditions","2019","Q4","MSP636700JG","Person","21","6feb1693-9b98-4ab0-8a71-9ff423f016ca",
"Not Applicable","2019","Q4","MSP68890034","Person","0","d835fc6f-7eb2-413b-8ea1-f9ceb8ebd8d9",
"Not Applicable","2019","Q4","DD56310036","Person","0","969f89a1-128b-4bab-8655-f8ed664149c6",
"Failed to Keep Right of Center","2019","Q4","DA3993005W","Person","15","5802ba27-ae7a-4313-b85b-29a4c54dd89d",
"Not Applicable","2019","Q4","ZG09750028","Person","0","c4deba2f-d6d7-4135-b2cf-52f349cb0221",
"Not Applicable","2019","Q4","ZJ037600WS","Person","0","7dd7ef18-abb2-421d-8830-f9e37bce65a6",
"Failed to Give Full Time and Attention","2019","Q4","MAPD6007002Y","Person","7","f4183134-9221-411b-9356-cce6898c8fba",
"Improper Turn","2019","Q4","MCP27670073","Person","23","0559dec0-5263-4940-a2fd-c6e6afe35389",
"Failed to Obey Stop Sign","2019","Q4","ADJ9520019","Person","12","bc9fdac5-9090-4de1-aac6-b4876687dd28",
"Not Applicable","2019","Q4","ZJ0551001K","Person","0","bd7fb944-935c-45a3-8320-31efcd06756a",
"Not Applicable","2019","Q4","AE397800B7","Person","0","7fa79eb9-4a26-49e7-8d58-d55bac72f052",
"Not Applicable","2019","Q4","DA4153001V","Person","0","e6de97a6-122a-47f1-bad3-dfe4155d4309",
"Not Applicable","2019","Q4","ADK3020005","Person","0","51215889-f3b4-4be8-a2a2-779498980280",
,"2019","Q4","ADJ393002L","Person","40.88","bb7e692e-9cf3-4ead-a278-6af872f79474",
"Under Influence of Drugs","2019","Q4","MSP7101000S","Person","1","7a74b4cb-fc4a-4de5-8eeb-d0d068003a05",
"Followed Too Closely","2019","Q4","MCP24120017","Person","22","479cfa7b-338b-4760-b9d9-b6adf413f1be",
"Under Influence of Alcohol","2019","Q4","AJ0140001M","Person","2","eeec5ee4-a62c-494e-b0b7-0116eb4ec268",
"Not Applicable","2019","Q4","AC2117007F","Person","0","13ea49dd-30ff-43f9-9e66-bc05257ea16f",
"Failed to Give Full Time and Attention","2019","Q4","ADE45900C2","Person","7","4535b660-1661-46cf-92df-658342924afd",
"Ran Off the Road","2019","Q4","MSP592400F7","Person","70.88","7867b232-8878-4faa-916b-ab322f66aa0b",
"Failed to Give Full Time and Attention","2019","Q4","AC1821008T","Person","7","4bd91707-ab4c-49c2-ac87-f0aa5179c38f",
"Failed to Give Full Time and Attention","2019","Q4","MSP69280040","Person","7","9a760a4d-f606-442e-bb38-296ddebefe23",
"Not Applicable","2019","Q4","MSP605100JX","Person","0","1bc047f7-a6ae-4729-8a8d-e2c283920072",
"Not Applicable","2019","Q4","MCP28660062","Person","0","ff884497-239f-4358-ac85-10a14a9a22fa",
"Not Applicable","2019","Q4","ADJ752002F","Person","0","b017605f-e414-45a8-b37e-2fd0cccde363",
"Failed to Give Full Time and Attention","2019","Q4","MSP675600L8","Person","7","e1c457ca-8f16-4067-8cc6-4afa5d7b184f",
"Failed to Yield Right of Way","2019","Q4","DA3742004J","Person","11","4ec129d0-288f-4b8c-a1f7-9f2e38583d2b",
"Not Applicable","2019","Q4","ADK0440004","Person","0","a5707469-8ccb-465f-8533-f3f2d8068dfd",
"Not Applicable","2019","Q4","ADK0710019","Person","0","43dd2980-14a8-4029-9f6c-3d979d5a7bbf",
"Not Applicable","2019","Q4","DE2196002S","Person","0","449acbef-bdcf-48a9-ad21-bae3c9113fc8",
"Not Applicable","2019","Q4","ZJ03120013","Person","0","2ead1743-69e4-4f68-a890-511bba14cb08",
"Not Applicable","2019","Q4","BP94090016","Person","0","a3c599f3-4092-40e6-89fb-9292ceae3624",
"Too Fast for Conditions","2019","Q4","MSP669800D1","Person","21","efdd0cd1-7f30-4b16-b304-8cbedb4d25a0",
"Improper Turn","2019","Q4","MSP665100BM","Person","23","82e326bb-90f9-4657-aded-45d6b3c3ec26",
"Not Applicable","2019","Q4","MSP631700JP","Person","0","0c3b1aeb-7b17-4e06-8f92-971c72bec152",
"Improper Turn","2019","Q4","MSP609000LW","Person","23","41f3feb2-a08d-4bdf-949f-b2a3850d612a",
,"2019","Q4","MSP6694003P","Person","68.88","a5ba6973-2342-4764-9016-5b4aa3e86209",
"Followed Too Closely","2019","Q4","MSP579600KK","Person","22","a04865db-a4b4-4990-aaa0-b4342dfd4b97",
"Not Applicable","2019","Q4","MSP7127001Y","Person","0","50134d58-93ba-42a2-83a8-5694a9a8bc0f",
"Followed Too Closely","2019","Q4","ADD905009Q","Person","22","df0f5e20-3312-4802-af6e-18f46cec3d67",
"Followed Too Closely","2019","Q4","AC2178005K","Person","22","dfe00425-82f6-4d72-99e4-e1b808aceb2e",
"Not Applicable","2019","Q4","AE5794006V","Person","0","05b36bf5-b0c1-4cb1-85ac-b224f5ab311f",
"Followed Too Closely","2019","Q4","MSP7050005V","Person","22","5e6f3e81-0c9d-4a82-88fb-f3c013bd218f",
"Not Applicable","2019","Q4","MSP5994005V","Person","0","f9fbf7ff-91a5-420e-a635-fa7b477b960b",
"Failed to Give Full Time and Attention","2019","Q4","DA3562003Z","Person","7","b936d391-85d2-4aa8-b2e0-3752a22015f7",
"Failed to Give Full Time and Attention","2019","Q4","ADI0680027","Person","7","70693428-22c7-4a63-8452-bab3186f4f27",
,"2019","Q4","ZF0563000Y","Person","60.88","35d68faf-30fc-4c2b-9cb1-a918dce833c4",
"Under Influence of Alcohol","2019","Q4","MSP683600GD","Person","2","57ee0dd5-ae17-453a-9afb-47f238d902fc",
"Not Applicable","2019","Q4","DA35620041","Person","0","77ad9787-c6ad-46be-aacd-0f73ee1af417",
,"2019","Q4","DA41200038","Person","39.88","2a94018d-d50e-48e3-90d7-778d922695ea",
"Improper Turn","2019","Q4","MSP617400QX","Person","23","be6a58cc-8255-4a75-9e3b-cac4b351f083",
"Failed to Give Full Time and Attention","2019","Q4","MCP3200000Z","Person","7","df180c17-32b6-4f4b-8bef-c38a2463496f",
"Not Applicable","2019","Q4","AE6304000J","Person","0","5c101e88-a819-412d-9455-9cf531d5e4e3",
"Not Applicable","2019","Q4","DA40050047","Person","0","cb5af9cd-01db-4764-8e3a-e6e1a6aeed94",
"Ran Off the Road","2019","Q4","AC2279002G","Person","70.88","29546fda-e479-4a1c-84f2-591bb54a47c7",
"Not Applicable","2019","Q4","CB5504000V","Person","0","d3c4407f-7199-409a-a719-cd33320c8c27",
"Ran Off the Road","2019","Q4","DD5624003L","Person","70.88","9ec55e5d-105a-4715-9dc6-f478158608e9",
,"2019","Q4","AC23590008","Person","68.88","dd01f181-c92a-43ef-84b8-9e1ee4100dce",
"Not Applicable","2019","Q4","MSP592100GF","Person","0","7f5003e1-3943-4c3b-a839-98587ac34788",
"Under Influence of Alcohol","2019","Q4","MSP7050005V","Person","2","5e6f3e81-0c9d-4a82-88fb-f3c013bd218f",
"Followed Too Closely","2019","Q4","MSP6940009R","Person","22","ea644120-30f7-476a-b521-057089419a38",
"Followed Too Closely","2019","Q4","AE5938004C","Person","22","24444f4f-17ed-4859-b6a2-df48c0ccc3c4",
"Not Applicable","2019","Q4","MCP2954007G","Person","0","26c1f55c-ea95-4feb-95a5-f6539d2173bf",
"Failed to Yield Right of Way","2019","Q4","CB6028000P","Person","11","f751bcf8-5c64-4ed1-b8bf-8bad640584f5",
"Failed to Give Full Time and Attention","2019","Q4","DA2772000Y","Person","7","715daf5b-87cc-4c6a-95da-bbe18b3b9879",
"Not Applicable","2019","Q4","DA41220031","Person","0","1bdcff47-e017-41c9-942b-4f624e9d4c91",
"Failed to Yield Right of Way","2019","Q4","AE6313000J","Person","11","373f53e9-b2b9-4c0f-9c07-98ad215314dc",
"Not Applicable","2019","Q4","ZD68150029","Person","0","2c8d2bac-93c9-41b3-8ed9-1ee6e5464bfe",
"Failed to Give Full Time and Attention","2019","Q4","ADH7370021","Person","7","83b9d1aa-44d0-4d74-aab8-3ec54294d0da",
"Failed to Yield Right of Way","2019","Q4","AE5500007R","Person","11","a8160df4-2be0-49c6-9c75-b1ebd3d808ab",
,"2019","Q4","MSP675600LH","Person","60.88","86770e40-c4a7-4c3c-b6b9-b8e618747cbd",
"Under Combined Influence","2019","Q4","DA41500027","Person","4","7b0f5a5b-12cd-4f7b-88e1-969ac491e2a1",
,"2019","Q4","MSP491200PW","Person","39.88","77618820-55ce-4892-a793-40f5ecfc3f11",
"Not Applicable","2019","Q4","MSP6653005C","Person","0","e678e993-5a91-414c-8f95-bd6c23829d25",
"Not Applicable","2019","Q4","AE6157002L","Person","0","6910dc8e-d5e0-4b11-9954-b52192658d23",
"Not Applicable","2019","Q4","MSP675700HN","Person","0","54325e77-fee4-431f-940b-b46488cbefea",
"Not Applicable","2019","Q4","MSP675500KC","Person","0","8df4709f-d44a-4815-940c-776913c6f561",
"Operator Using Cellular Phone","2019","Q4","AE4879008Z","Person","19","6ef4a17a-d7fc-453a-a8af-5422913ba168",
"Not Applicable","2019","Q4","MCP2927003C","Person","0","47a8f9ed-f257-409f-8d21-0f9e6fc3bc12",
,"2019","Q4","MSP7039004T","Person","60.88","4d578e7a-72d7-47ec-bf7d-3d490bdbdbbd",
"Failed to Give Full Time and Attention","2019","Q4","RD0090000H","Person","7","b5b5a79e-1f57-43c1-9d30-6a80d42f60ec",
,"2019","Q4","ADI012004P","Person","60.88","b6981899-cfc3-4af6-8108-57a36dfe5798",
"Not Applicable","2019","Q4","MSP34320051","Person","0","46b21c44-94ee-4112-83d6-74bd9a083007",
"Not Applicable","2019","Q4","EJ7876001C","Person","0","a5550fdc-a3d7-4f79-bd6e-0d577d42cf4b",
"Not Applicable","2019","Q4","MSP674600N8","Person","0","15a4aff6-e29d-4051-9443-40e00b8b823a",
"Not Applicable","2019","Q4","DM8465001L","Person","0","d99bfed4-bc39-41ca-9936-5933349c967c",
,"2019","Q4","ZR0297005B","Person","39.88","170d713c-fc9e-4d46-9af8-0c01ff27bae9",
"Followed Too Closely","2019","Q4","MSP69240073","Person","22","da38b81e-0086-4000-a395-b59ac625c679",
"Failed to Give Full Time and Attention","2019","Q4","AC2154007L","Person","7","ae84216a-c006-404a-9bac-ec767f953e2d",
,"2019","Q4","DA40050041","Person","60.88","2bd28d23-e496-4d52-a7dc-0c61f73f7c9a",
"Failed to Keep Right of Center","2019","Q4","CB4585003D","Person","15","4c0af0c8-fbb6-4e01-98ed-214d5e3fdadc",
"Not Applicable","2019","Q4","MSP6674009F","Person","0","38ebabc5-45ac-44aa-b58d-54b832a47810",
"Under Influence of Alcohol","2019","Q4","MCP2108000X","Person","2","b83120c3-2b2b-4d26-aeba-869b6cd32bed",
"Ran Off the Road","2019","Q4","AC19750044","Person","70.88","8955d4c6-d405-4073-badc-9ae06a1e2cd3",
,"2019","Q4","MSP7050005X","Person","60.88","02007201-87b1-4a52-8c5f-1877f21dee9e",
"Not Applicable","2019","Q4","ADJ9990011","Person","0","2f699e50-88c0-47db-8eb4-092d6203696f",
,"2019","Q4","AE6252001B","Person","39.88","196fdc51-1be3-4d60-a3b0-7dd523e07f1a",
"Too Fast for Conditions","2019","Q4","MSP585800MT","Person","21","163b828f-0ff6-4265-a557-ada71bad21d8",
,"2019","Q4","MSP627800XB","Person","60.88","e51ba697-6ba9-434f-b734-7b517ae4403d",
"Ran Off the Road","2019","Q4","AE4616007C","Person","70.88","2af80175-1013-4825-a2fe-e58b2e5b3e91",
"Failed to Give Full Time and Attention","2019","Q4","AC142600CH","Person","7","a7a1a14e-e812-4c39-acbe-0a2802be6f49",
"Not Applicable","2019","Q4","MCP0942002M","Person","0","c90b41bf-0633-431d-a4b4-58c502f147f2",
"Not Applicable","2019","Q4","DA30200064","Person","0","50512b2a-30f4-4203-80c7-86ebfbb31ca6",
"Too Fast for Conditions","2019","Q4","AC2103008M","Person","21","844904fa-335c-46d3-8b35-ee4dd9db07d6",
"Not Applicable","2019","Q4","AC2249002M","Person","0","ae80aaa4-f97b-4e0c-a65c-06852f3f33c0",
,"2019","Q4","DA35420026","Person","60.88","4a214153-c63c-45ab-a1d2-5e7b84c750b6",
"Not Applicable","2019","Q4","MSP6694002M","Person","0","0d621999-395b-4623-9750-53d0e7c67e66",
"Followed Too Closely","2019","Q4","MSP645900MB","Person","22","7c2159f7-c257-48eb-a098-9eadf2d00db6",
"Not Applicable","2019","Q4","DA3993005P","Person","0","db40c03f-4594-458b-9214-8704fb849d6c",
"Failed to Obey Traffic Signal","2019","Q4","MSP673200J1","Person","13","e9f027fe-e557-4015-bfdc-ed6bf167170f",
"Improper Backing","2019","Q4","CE10890012","Person","25","0156f700-100e-43f6-9e2a-0f52ffa182f7",
"Not Applicable","2019","Q4","MSP693100CT","Person","0","49b47c94-902c-48cd-98f2-b6efb4f7be12",
"Not Applicable","2019","Q4","ADJ457005Q","Person","0","5c8c20a1-dfc3-4fa5-b1b1-a1ed16c9278a",
,"2019","Q4","ADJ969003H","Person","39.88","967826da-9f42-426b-936a-66ff5ae4bee6",
"Too Fast for Conditions","2019","Q4","MDTA17360019","Person","21","866aecee-fc9e-48f5-a717-3daf5391d85d",
,"2019","Q4","DV0152001P","Person","60.88","6ca76a46-beb1-4839-9e55-b26487d93b86",
"Not Applicable","2019","Q4","MSP6467006P","Person","0","476f5bad-031c-4726-9432-a4411b256376",
"Not Applicable","2019","Q4","CB5720003P","Person","0","c8d8a8b0-c53a-4d75-86cb-507a30793c84",
"Not Applicable","2019","Q4","ADH516001H","Person","0","8c35fdc9-e0c8-4db5-bb86-35b56f630a07",
"Not Applicable","2019","Q4","MSP645900M4","Person","0","a492db5d-06f5-4a7c-a872-d49534e4a21d",
"Not Applicable","2019","Q4","MSP694200CZ","Person","0","4ce06edf-6af6-4d94-a9d7-d02953340c3a",
,"2019","Q4","MSP5204005J","Person","9","d4092888-e2a0-45d2-8338-9a5fae4c0920",
,"2019","Q4","AS0350001B","Person","60.88","a41f7605-c925-4551-9bfc-aea851979dfb",
,"2019","Q4","MSP582000M4","Person","60.88","3b03dc32-931b-4a62-a846-778c49a9dbce",
"Too Fast for Conditions","2019","Q4","DA3875003C","Person","21","06e05dea-c996-4aa6-9a6d-73295b13f63e",
"Not Applicable","2019","Q4","ADK2490005","Person","0","d0e28fbb-b8e5-4844-b952-9993595d7b58",
"Too Fast for Conditions","2019","Q4","MSP656800FV","Person","21","027132a1-2751-41fd-9082-831f01e67411",
"Too Fast for Conditions","2019","Q4","MSP6744001N","Person","21","75ecc046-b452-42ca-bf02-dc7b16cdc1db",
"Not Applicable","2019","Q4","ADJ7670021","Person","0","176b4668-fef8-40ec-bb4a-ce8e09ba342f",
"Failed to Give Full Time and Attention","2019","Q4","MSP6906009M","Person","7","7c6b6027-84fa-4733-9100-ca3c3dfce86a",
"Not Applicable","2019","Q4","GPDM580038","Person","0","311f02bd-f8db-49d0-8652-1e7d8bd4a5a1",
"Not Applicable","2019","Q4","DA37000018","Person","0","b1de7ec0-7c5c-469c-9dbe-7355850db87f",
"Not Applicable","2019","Q4","MDTA0698000B","Person","0","cb0be09b-a865-4019-a501-543c703bade7",
,"2019","Q4","AC18680037","Person","60.88","b3005f7c-581f-4ba3-9e8a-5fc5a5b30c1f",
"Not Applicable","2019","Q4","MSP6669003F","Person","0","7b70f121-889c-4eff-9921-fa9c730504fa",
"Not Applicable","2019","Q4","CB52640076","Person","0","380ecebf-a3f5-49f0-81c4-1f2f9fe7d7b7",
"Ran Off the Road","2019","Q4","CB6120000V","Person","70.88","b3804f8b-f248-4fce-90e9-d6d5994189eb",
"Ran Off the Road","2019","Q4","MSP669000FN","Person","70.88","7da33ad4-9b60-4ec3-8b91-eb6d3f919dfc",
"Exceeded the Speed Limit","2019","Q4","DA27170016","Person","18","15580898-e790-4698-8207-276742bc7252",
"Too Fast for Conditions","2019","Q4","MSP663000GX","Person","21","a2f97c2c-aa08-424a-8dad-768a0e224a5d",
"Failed to Yield Right of Way","2019","Q4","AE5574006G","Person","11","dafa6272-d737-4462-b622-d5d9b70ae3c8",
"Improper Lane Change","2019","Q4","AE59380048","Person","24","619fe483-9e47-47b7-b5c6-4c67a324a159",
"Failed to Give Full Time and Attention","2019","Q4","DA1268001Y","Person","7","563489a2-56d2-46ca-a229-b96290d2b40d",
"Not Applicable","2019","Q4","AE6239000W","Person","0","250345f5-a8d6-4e2d-ae7f-1f487bb8f64b",
,"2019","Q4","ZR0343001S","Person","38.88","151a7721-968c-44d9-b2c3-bc253a73a21a",
"Not Applicable","2019","Q4","ZR0333005M","Person","0","33cd5502-cb62-4a26-ab1c-f7202f06f09b",
"Not Applicable","2019","Q4","AE5698005B","Person","0","87dc65a2-239d-4570-ac53-e11a1aae3260",
"Failed to Yield Right of Way","2019","Q4","DA3546003M","Person","11","b9c491ef-710a-4feb-845c-a338a2bf27ce",
"Not Applicable","2019","Q4","MSP663000G0","Person","0","a00a6e6e-ced1-4532-b6e7-6d4f6d8d5291",
"Not Applicable","2019","Q4","AE5650001G","Person","0","bd9e0afe-3c47-490a-85f4-926a3fd67e8e",
"Exceeded the Speed Limit","2019","Q4","AE564500BH","Person","18","698c006b-c1d7-4363-87c3-293bfe3b3979",
"Not Applicable","2019","Q4","ADI523006D","Person","0","020f16df-b95a-40df-86d5-c03ee9ad646a",
"Failed to Give Full Time and Attention","2019","Q4","AE6133001V","Person","7","44990aa1-c38e-4424-bbd1-e0b2abba9462",
,"2019","Q4","MSP672400KW","Person","60.88","64dcec93-51ef-4b71-9dbc-7cedeb1d8cb7",
"Improper Passing","2019","Q4","AC19630042","Person","26","74d483ef-b4c5-4951-bfe7-8e532d4483cf",
"Not Applicable","2019","Q4","ZF0574000P","Person","0","11109bdb-6402-4747-bc1c-6241fd66bda2",
"Not Applicable","2019","Q4","DA41740027","Person","0","9e701cde-7815-457a-9db1-3a66d958003b",
"Not Applicable","2019","Q4","ADJ6490058","Person","0","093d56ab-2984-47e7-a3cf-c8f4e87de2c5",
"Followed Too Closely","2019","Q4","MSP684900HM","Person","22","2b24e227-597a-412f-97da-28f06fc5181e",
"Not Applicable","2019","Q4","MSP691200BJ","Person","0","3127e0ba-e8b0-4dea-8f46-79f01a86e424",
"Followed Too Closely","2019","Q4","MSP674600MZ","Person","22","4141ed95-c435-41d8-a1ae-bf976d9e4847",
"Followed Too Closely","2019","Q4","MSP637700CN","Person","22","fdd832e9-acd9-4439-af92-857db711e52f",
,"2019","Q4","AE3568004P","Person","9","0931fa7b-8fb3-491d-a8ca-68c61b25e6f6",
"Failed to Give Full Time and Attention","2019","Q4","DA3714003K","Person","7","11ce2302-75ed-4496-95b2-0593506ab6c1",
"Not Applicable","2019","Q4","MSP574700CC","Person","0","e89bd480-2b04-4444-9aff-a1aad15ba268",
"Failed to Give Full Time and Attention","2019","Q4","MSP7118001X","Person","7","6ce4fe04-3e64-428c-bfc0-d22ecb649ab4",
"Not Applicable","2019","Q4","MSP609200V4","Person","0","5c08e6de-f90f-4a34-9f64-a625ee9bc281",
"Not Applicable","2019","Q4","CB6100000S","Person","0","9c1450d1-cbe1-4758-bc6b-3d029ed13608",
"Failed to Yield Right of Way","2019","Q4","MCP102200DB","Person","11","9c4941fa-164c-494c-a7eb-d4cb95ba7907",
"Followed Too Closely","2019","Q4","CB5878002T","Person","22","501c4f7d-38fb-4699-b563-234591a916f7",
"Followed Too Closely","2019","Q4","MSP582000M1","Person","22","a052b347-5055-471d-a7d1-63e81cbd782b",
"Not Applicable","2019","Q4","ZH0650002H","Person","0","7cf11288-5647-4439-8ff8-6cb425fe8c64",
"Not Applicable","2019","Q4","AC15020030","Person","0","1d3e4e14-82a4-4226-ab16-eae210ebabe6",
,"2019","Q4","MCP29390046","Person","39.88","8521df4e-e293-48f5-90e6-b25c9ef89edb",
"Failed to Give Full Time and Attention","2019","Q4","CB54220027","Person","7","fe62bf38-1e63-4067-8979-cde21b7bc330",
"Followed Too Closely","2019","Q4","CB5543002M","Person","22","22864e2a-bb52-49fb-9165-e84938864b26",
,"2019","Q4","BS0367002Y","Person","39.88","5f20d282-e528-4fe2-bd96-812bf2db2665",
"Not Applicable","2019","Q4","AE6109004W","Person","0","aaf271fd-62b2-4e8a-b1c3-5670d35dd2b5",
"Not Applicable","2019","Q4","AE3744002N","Person","0","22fc3fd3-d91c-4867-8b32-61ecb8df251a",
