"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Residential Clean Energy Grant Program","Solar PV","2014-10-02T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-05-13T00:00:00.000","2014-05-16T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","2.1560000000000001","kW","18500","Purchased","Gaithersburg","20877","Montgomery","
Gaithersburg, Maryland 20877
(39.140867298000046, -77.19068805199998)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-28T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-07-24T00:00:00.000","2014-07-28T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","2","kW","18821","Purchased","Baldwin","21013","Harford","
Baldwin, Maryland 21013
(39.51119646200004, -76.50077938799996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-10T00:00:00.000","2014-10-14T00:00:00.000","700.00","2014-09-10T00:00:00.000","2014-09-10T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","52000","BTUs/hr","4820.67","Purchased","Salisbury","21804","Wicomico","
Salisbury, Maryland 21804
(38.35614627000007, -75.57117849699995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-05T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-08-20T00:00:00.000","2014-08-28T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","3.85","kW","13940","Purchased","Frederick","21703","Frederick","
Frederick, Maryland 21703
(39.389379888000065, -77.44614830499995)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-06T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-24T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","12.24","kW","44000","Purchased","Glen Burnie","21060","Anne Arundel","
Glen Burnie, Maryland 21060
(39.16437812300006, -76.59467930199997)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-26T00:00:00.000","2014-10-14T00:00:00.000","3000.00","2014-04-29T00:00:00.000","2014-06-19T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","4","ton","30369","Purchased","Gambrills","21054","Anne Arundel","
Gambrills, Maryland 21054
(39.03853807400003, -76.67840755799995)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-08T00:00:00.000","2014-10-14T00:00:00.000","3000.00","2014-03-17T00:00:00.000","2014-03-20T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","3","ton","29008.40","Purchased","Riva","21140","Anne Arundel","
Riva, Maryland 21140
(38.95093841800008, -76.58418611399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-06T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-09-15T00:00:00.000","2014-09-20T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","9.9","kW","30400","Purchased","Columbia","21045","Howard","
Columbia, Maryland 21045
(39.205859890000056, -76.82756725199994)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-06T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","7.35","kW","28000","Purchased","Aberdeen","21001","Harford","
Aberdeen, Maryland 21001
(39.51246954900006, -76.18356791699995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-08-11T00:00:00.000","2014-10-14T00:00:00.000","500.00","2014-06-01T00:00:00.000","2014-07-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","500.00","50","sqft","9200","Purchased","Thurmont","21788","Frederick","
Thurmont, Maryland 21788
(39.60590889200006, -77.40582665399995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-23T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-03-10T00:00:00.000","2014-09-16T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","15.3","kW","34900","Purchased","Keedysville","21756","Washington","
Keedysville, Maryland 21756
(39.45509809600003, -77.70084818299995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-10T00:00:00.000","2014-10-14T00:00:00.000","700.00","2014-10-07T00:00:00.000","2014-10-07T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","55000","BTUs/hr","4580","Purchased","Woodbine","21797","Howard","
Woodbine, Maryland 21797
(39.346698899000046, -77.06561706799994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-14T00:00:00.000","2014-10-14T00:00:00.000","700.00","2014-10-03T00:00:00.000","2014-10-03T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","52000","BTUs/hr","5048.99","Purchased","Bel Air","21014","Harford","
Bel Air, Maryland 21014
(39.53617589900006, -76.34920821699995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-02-20T00:00:00.000","2014-10-14T00:00:00.000","700.00","2014-01-23T00:00:00.000","2014-01-23T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","47300","BTUs/hr","4792.14","Purchased","Towson","21286","Baltimore","
Towson, Maryland 21286
(39.39892586500008, -76.58452936899994)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-07T00:00:00.000","2014-10-14T00:00:00.000","1000.00","2014-08-29T00:00:00.000","2014-09-24T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","10.08","kW","38902","Purchased","Lexington Park","20653","St. Mary's","
Lexington Park, Maryland 20653
(38.25263954900004, -76.45351876399997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-09T00:00:00.000","2014-10-10T00:00:00.000","700.00","2014-10-03T00:00:00.000","2014-10-07T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","52000","BTUs/hr","4797","Purchased","Walkersville","21793","Frederick","
Walkersville, Maryland 21793
(39.484257428000035, -77.34543976799995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-09T00:00:00.000","2014-10-10T00:00:00.000","500.00","2014-09-24T00:00:00.000","2014-09-24T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","500.00","47000","BTUs/hr","4752","Purchased","Gaithersburg","20882","Montgomery","
Gaithersburg, Maryland 20882
(39.23578828800004, -77.16379681299998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2010-10-09T00:00:00.000","2014-10-10T00:00:00.000","700.00","2014-09-05T00:00:00.000","2014-09-05T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","36000","BTUs/hr","4100","Purchased","Dunkirk","20754","Calvert","
Dunkirk, Maryland 20754
(38.736508051000044, -76.65571793999999)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-09T00:00:00.000","2014-10-10T00:00:00.000","700.00","2014-09-24T00:00:00.000","2014-09-24T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","35000","BTUs/hr","3649.47","Purchased","Kingsville","21087","Harford","
Kingsville, Maryland 21087
(39.45222604700007, -76.41363595799999)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-12T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","5.3550000000000004","kW","17850","Purchased","Odenton","21113","Anne Arundel","
Odenton, Maryland 21113
(39.077799543000026, -76.70878783699999)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","5.25","kW","17960","Purchased","Bowie","20715","Prince George's","
Bowie, Maryland 20715
(38.98123614100007, -76.74261804999998)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-13T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-06-23T00:00:00.000","2014-06-27T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","6.72","kW","23630","Purchased","Fort Washington","20744","Prince George's","
Fort Washington, Maryland 20744
(38.758037554000055, -76.98261877299996)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-20T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-07-30T00:00:00.000","2014-07-30T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","2","kW","15000","Purchased","Crownsville","21032","Anne Arundel","
Crownsville, Maryland 21032
(39.042179188000034, -76.59593935399994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-06T00:00:00.000","2014-10-08T00:00:00.000","700.00","2014-09-14T00:00:00.000","2014-09-14T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","47300","BTUs/hr","4918.85","Purchased","Upper Marlboro","20774","Prince George's","
Upper Marlboro, Maryland 20774
(38.88555912000004, -76.80645921499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-06T00:00:00.000","2014-10-08T00:00:00.000","700.00","2014-08-26T00:00:00.000","2014-09-03T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","43000","BTUs/hr","3923.44","Purchased","Huntingtown","20639","Calvert","
Huntingtown, Maryland 20639
(38.61067669200003, -76.59910686299997)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-26T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-03-27T00:00:00.000","2014-07-22T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","4","ton","54119","Purchased","Crownsville","21032","Anne Arundel","
Crownsville, Maryland 21032
(39.042179188000034, -76.59593935399994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","500.00","2014-09-22T00:00:00.000","2014-09-23T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","500.00","64","sqft","10554","Purchased","Woodbine","21797","Howard","
Woodbine, Maryland 21797
(39.346698899000046, -77.06561706799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-09T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-09-02T00:00:00.000","2014-09-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","5","ton","44565","Purchased","Chesapeake Beach","20732","Calvert","
Chesapeake Beach, Maryland 20732
(38.670246717000055, -76.53937607199998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-08-13T00:00:00.000","2014-09-08T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","5","ton","21950","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-07-07T00:00:00.000","2014-07-14T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","6","ton","28200","Purchased","Annapolis","21409","Anne Arundel","
Annapolis, Maryland 21409
(39.02727581900007, -76.45413575399994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-02T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2013-12-10T00:00:00.000","2013-12-17T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","1.59","kW","6649","Purchased","Edgewood","21040","Harford","
Edgewood, Maryland 21040
(39.43067916500007, -76.30299908299997)"
"Residential Clean Energy Grant Program","Solar PV","2014-03-19T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2013-04-15T00:00:00.000","2013-06-10T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","10.6","kW","43500","Purchased","Prince Frederick","20678","Calvert","
Prince Frederick, Maryland 20678
(38.53302709900004, -76.59167690399994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","700.00","2014-09-01T00:00:00.000","2014-09-18T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","41000","BTUs/hr","5998","Purchased","La Plata","20646","Charles","
La Plata, Maryland 20646
(38.52460647800007, -76.98236676299996)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-23T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-04-11T00:00:00.000","2014-07-20T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","9","ton","62445","Purchased","Phoenix","21131","Baltimore","
Phoenix, Maryland 21131
(39.508267928000066, -76.56927839999997)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-26T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-18T00:00:00.000","2014-08-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","2","kW","17321","Purchased","Arnold","21012","Anne Arundel","
Arnold, Maryland 21012
(39.047206360000075, -76.49332770399997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-03T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-04-23T00:00:00.000","2014-04-25T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","11.66","kW","35765","Purchased","Henderson","21640","Caroline","
Henderson, Maryland 21640
(39.07131679500003, -75.81782707899998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-09-25T00:00:00.000","2014-09-27T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","4","ton","15171.9","Purchased","Mt Airy","21771","Carroll","
Mt Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-26T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-08-05T00:00:00.000","2014-08-05T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","5","ton","12825","Purchased","La Plata","20646","Charles","
La Plata, Maryland 20646
(38.52460647800007, -76.98236676299996)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-12T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-07-07T00:00:00.000","2014-07-08T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","4","ton","10200","Purchased","Gambrills","21054","Anne Arundel","
Gambrills, Maryland 21054
(39.03853807400003, -76.67840755799995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-22T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-06-17T00:00:00.000","2014-08-08T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","4.68","kW","27400","Purchased","Severna Park","21146","Anne Arundel","
Severna Park, Maryland 21146
(39.08100615700005, -76.55652580899994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-19T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","7.65","kW","23715","Purchased","Ellicott City","21043","Howard","
Ellicott City, Maryland 21043
(39.25955981300007, -76.80313963099996)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-06-16T00:00:00.000","2014-06-16T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","1","kW","10060","Purchased","Taneytown","21787","Carroll","
Taneytown, Maryland 21787
(39.66413631100005, -77.16873708399999)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-18T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-06-20T00:00:00.000","2014-09-09T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","4","ton","50759","Purchased","Baltimore","21206","Baltimore","
Baltimore, Maryland 21206
(39.335727760000054, -76.54174844499994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-18T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-26T00:00:00.000","2014-09-05T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","4.4000000000000004","kW","17350","Purchased","Baldwin","21013","Harford","
Baldwin, Maryland 21013
(39.51119646200004, -76.50077938799996)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","4.08","kW","14000","Purchased","Germantown","20874","Montgomery","
Germantown, Maryland 20874
(39.16591625500007, -77.27465962799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-26T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-04-02T00:00:00.000","2014-04-04T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","5","ton","7400","Purchased","Lothian","20711","Anne Arundel","
Lothian, Maryland 20711
(38.80348631100003, -76.65940684899994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-28T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","5.3","kW","20670","Purchased","Gaithersburg","20879","Montgomery","
Gaithersburg, Maryland 20879
(39.16687650100005, -77.18454855899995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-09-08T00:00:00.000","2014-09-15T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","13.47","kW","50312","Purchased","Rockville","20852","Montgomery","
Rockville, Maryland 20852
(39.048766217000036, -77.11997743199998)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-24T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-07-02T00:00:00.000","2014-07-23T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","2","ton","7650","Purchased","Williamsport","21795","Washington","
Williamsport, Maryland 21795
(39.59291732500003, -77.81312746999998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","17.850000000000001","kW","50000","Purchased","Leonardtown","20650","St. Mary's","
Leonardtown, Maryland 20650
(38.270236821000026, -76.62544628599994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-17T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-02-07T00:00:00.000","2014-06-30T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","5","ton","35468","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-07T00:00:00.000","2014-10-08T00:00:00.000","700.00","2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","55000","BTUs/hr","4864.5","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-22T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","5.1449999999999996","kW","20460","Purchased","Columbia","21044","Howard","
Columbia, Maryland 21044
(39.214619422000055, -76.87436730599995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-08T00:00:00.000","2014-10-08T00:00:00.000","700.00","2014-08-19T00:00:00.000","2014-08-19T00:00:00.000","Award Complete","2014-12-04T00:00:00.000","700.00","47000","BTUs/hr","3987.77","Purchased","Bel Air","21015","Harford","
Bel Air, Maryland 21015
(39.53091844200003, -76.31172819899996)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-25T00:00:00.000","2014-08-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","4","kW","33421","Purchased","Boyds","20841","Montgomery","
Boyds, Maryland 20841
(39.18835820800007, -77.32613925299995)"
"Residential Clean Energy Grant Program","Solar PV","2014-03-04T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2013-12-17T00:00:00.000","2013-12-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","1","kW","12200","Purchased","Upper Marlboro","20774","Prince George's","
Upper Marlboro, Maryland 20774
(38.88555912000004, -76.80645921499996)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-05-15T00:00:00.000","2014-06-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","5.94","kW","25542","Purchased","Rosedale","21237","Baltimore","
Rosedale, Maryland 21237
(39.34191939300007, -76.49172874199996)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-17T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2013-10-03T00:00:00.000","2013-10-17T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","4","ton","30000","Purchased","Gambrills","21054","Anne Arundel","
Gambrills, Maryland 21054
(39.03853807400003, -76.67840755799995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","500.00","2014-08-01T00:00:00.000","2014-09-19T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","500.00","50","sqft","8600","Purchased","Brookesville","20833","Montgomery","
Brookesville, Maryland 20833
(39.187589142000036, -77.05667939199998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-26T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-25T00:00:00.000","2014-08-30T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","10.46","kW","39200","Purchased","Brookeville","20833","Montgomery","
Brookeville, Maryland 20833
(39.187589142000036, -77.05667939199998)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","500.00","2014-08-01T00:00:00.000","2014-09-16T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","500.00","75","sqft","11000","Purchased","Mechanicsville","20659","St. Mary's","
Mechanicsville, Maryland 20659
(38.42874696700005, -76.72777985599998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-25T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-06-24T00:00:00.000","2014-08-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","4.5780000000000003","kW","21517","Purchased","Aberdeen","21001","Harford","
Aberdeen, Maryland 21001
(39.51246954900006, -76.18356791699995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-22T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","6.12","kW","20932","Purchased","Randallstown","21133","Baltimore","
Randallstown, Maryland 21133
(39.373107842000024, -76.80095843799995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-24T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-26T00:00:00.000","2014-08-27T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","1000.00","2","kW","28442","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-18T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-07-03T00:00:00.000","2014-07-03T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","2","ton","8686","Purchased","Salisbury","21804","Wicomico","
Salisbury, Maryland 21804
(38.35614627000007, -75.57117849699995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-19T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-19T00:00:00.000","2014-08-27T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","8.8000000000000007","kW","30000","Purchased","Monkton","21111","Baltimore","
Monkton, Maryland 21111
(39.570518822000054, -76.59309771999995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-24T00:00:00.000","2014-10-08T00:00:00.000","500.00","2014-08-26T00:00:00.000","2014-08-27T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","500.00","48","sqft","28442","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Geothermal","2014-09-18T00:00:00.000","2014-10-08T00:00:00.000","3000.00","2014-05-12T00:00:00.000","2014-05-15T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","3000.00","4","ton","28098.75","Purchased","Hagerstown","21742","Washington","
Hagerstown, Maryland 21742
(39.657966403000046, -77.68676601999994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","1000.00","2014-08-25T00:00:00.000","2014-08-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","1000.00","2","kW","29821","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-29T00:00:00.000","2014-10-08T00:00:00.000","500.00","2014-08-25T00:00:00.000","2014-08-26T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","500.00","48","sqft","29821","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-09-25T00:00:00.000","2014-10-08T00:00:00.000","500.00","2014-02-15T00:00:00.000","2014-03-13T00:00:00.000","Award Complete","2014-11-19T00:00:00.000","500.00","54","sqft","12500","Purchased","Crofton","21114","Anne Arundel","
Crofton, Maryland 21114
(39.010929909000026, -76.68531611699996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-07T00:00:00.000","2014-10-07T00:00:00.000","700.00","2014-09-19T00:00:00.000","2014-09-19T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52460","BTUs/hr","6477.77","Purchased","Delmar","21875","Wicomico","
Delmar, Maryland 21875
(38.44257711900008, -75.56139788899998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-06T00:00:00.000","2014-10-07T00:00:00.000","700.00","2014-09-02T00:00:00.000","2014-09-02T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","4798.39","Purchased","Edgewood","21040","Harford","
Edgewood, Maryland 21040
(39.43067916500007, -76.30299908299997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-06T00:00:00.000","2014-10-07T00:00:00.000","700.00","2014-09-18T00:00:00.000","2014-09-18T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","47300","BTUs/hr","3996.86","Purchased","Bishopville","21813","Worcester","
Bishopville, Maryland 21813
(38.428056111000046, -75.18305653499993)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-06T00:00:00.000","2014-10-07T00:00:00.000","700.00","2014-09-11T00:00:00.000","2014-09-11T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","50000","BTUs/hr","4960.38","Purchased","Parsonsburg","21849","Wicomico","
Parsonsburg, Maryland 21849
(38.38436708100005, -75.47184732599999)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-07T00:00:00.000","2014-10-07T00:00:00.000","700.00","2014-09-16T00:00:00.000","2014-09-16T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","4778.28","Purchased","Bel Air","21014","Harford","
Bel Air, Maryland 21014
(39.53617589900006, -76.34920821699995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-09-29T00:00:00.000","2014-10-06T00:00:00.000","700.00","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","Award Complete","2014-11-25T00:00:00.000","700.00","52000","BTUs/hr","6500","Purchased","Lusby","20657","Calvert","
Lusby, Maryland 20657
(38.36708699400003, -76.42942570799994)"
