"company","county","location_1","phone1","phone2","business_type","product_code","sales_structure"
"SEWELL'S FARM  ","CARROLL","3400 HARNEY RD.
TANEYTOWN, MD 21787
(39.670980629000496, -77.18070041099963)","4107564397",,"A","3,4","I,III"
"FIVE ACES BREEDING, LLC  ","GARRETT","4965 GORMAN ROAD
OAKLAND, MD 21550
(39.35591564400045, -79.33943738099964)",,,"A","11","I"
"OUTERSCAPES LANDSCAPING AND NURSERY  ","CALVERT","2790 PLUM POINT ROAD
HUNTINGTOWN, MD 20639
(38.6157400190005, -76.55705062099963)","4105356558","4105356558","A,D","7","I"
"E & E TREES, INC  ","FREDERICK","9422 DUBLIN ROAD
WALKERSVILLE, MD 21793
(39.49076168200048, -77.37441212699963)","3018292799",,"A,B","3,4,7","I"
"GRASSHOPPER GARDEN ESCAPES, INC.  ","WASHINGTON","19969 YARROWSBURG ROAD
KNOXVILLE, MD 21758
(39.36778456000047, -77.67250406999966)","3014325428","8669339132","A,B,D,E","1,8,13","II,III"
"JANET'S CUT FLOWERS  ","FREDERICK","4409 CANTON AVE
JEFFERSON, MD 21755
(39.353414330000476, -77.54754736299964)","3017435445",,"A,B,E","1,5,7,8,10","II,III"
"HUNTING CREEK FISHERIES  ","FREDERICK","6916 BLACK'S MILL ROAD
THURMONT, MD 21788
(39.573270541000454, -77.42787074099965)","3012717475",,"B","7","I"
"BRANDYWINE GROWERS, LLC  ","PRINCE GEORGE'S","4318 DANVILLE RD.
BRANDYWINE, MD 20613
(38.68920360500044, -76.93362928699963)","3017822815",,"A,B,C,E","1,2,5,7,8,10","I,II"
"RAEMELTON FARM, LLC  ","FREDERICK","2313 NEW DESIGN ROAD
ADAMSTOWN, MD 21710
(39.29493836400047, -77.46609390699967)","3019907577","3019909125","A","6,7","I"
"ECOTONE, INC.  ","HARFORD","2120 HIGH POINT RD.
FOREST HILL, MD 21050
(39.57129092000048, -76.42478012699968)","4104202600","4104206483","A,B","10","I"
"PINEY RUN NURSERY & FARM, INC.  ","CARROLL","5130 FRETER ROAD
SYKESVILLE, MD 21784
(39.43334082600046, -77.02879041599965)","4107814999",,"A,B,D","3,4,7,10","I"
"CHAPEL VALLEY LANDSCAPE CO.  ","HOWARD","3275 JENNINGS CHAPEL ROAD P. O. BOX 159
WOODBINE, MD 21797
(39.283050940000464, -77.08853049599963)","4104422310","3019245400","A,D","7","I"
"STIRLING NURSERY  ","BALTIMORE","3002 SHEPPERD RD.
MONKTON, MD 21111
(39.591070999000465, -76.57353056299968)","4103295013",,"D","1,2,7,8,10,12","II"
"BROOKFIELD BOXWOODS NURSERY  ","PRINCE GEORGE'S","15510 NOTTINGHAM RD.
UPPER MARLBORO, MD 20772
(38.722374070000456, -76.73755392699968)","3015792474","3015792421","A","7","I"
"WESTMINSTER WHOLESALE  NURSERIES, LLC.  ","CARROLL","OUTSIDE UNLIMITED FARM 4195 ST PAUL RD.
HAMPSTEAD, MD 21074
(39.55959064500047, -76.84653045499965)",,,"A","7","I"
"JOHNNY'S NURSERY  ","CARROLL","3924 HANOVER PIKE
MANCHESTER, MD 21102
(39.68233061000046, -76.89177021399968)",,,"A,B,C,D","1,2,6,7,8,9,10,11,12","I,III"
"PINEHURST NURSERY & LANDSCAPE CO.  ","BALTIMORE","4809 LONG GREEN ROAD
GLEN ARM, MD 21057
(39.471502932000476, -76.51017022199966)","4105926766","4105925030","A,B,D","1,2,7,8,10","I,II,III"
"UNIV. OF MD - DEPT.PLANT SCIENCE &  LANDSCAPE ARCHITECTURE","PRINCE GEORGE'S","RESEARCH GREENHOUSE BLDG. 398
COLLEGE PARK, MD 20742
(38.98749036400045, -76.94219718799968)","3014051656","3013140451","E,F","8","III"
"WILLOW OAK FLOWER & HERB FARM  ","ANNE ARUNDEL","8109 TELEGRAPH RD.
SEVERN, MD 21144
(39.1131415320005, -76.69181730699967)","4105512237","4438508117","A,B,E","1,2,5,6,7,8,10,11,13","III"
"KANE NURSERIES  ","CARROLL","2865 BIRD VIEW ROAD
WESTMINSTER, MD 21157
(39.49538426100048, -76.95223228999964)","4108760512",,"A","8","I,II"
"ARBOR LANDSCAPERS, INC.  ","MONTGOMERY","2214 SPENCERVILLE RD.
SPENCERVILLE, MD 20868
(39.11646656400046, -76.96563740299968)","3013840084",,"B,D","7,8","II"
"FULFORD TREE FARM  ","MONTGOMERY","18000 MARDEN LANE
SANDY SPRING, MD 20860
(39.150551142000495, -77.03959075799963)","3017742732",,"A","7","I"
"POTOMAC LANDSCAPE CONTRACTORS, INC.  T/A DOGWOOD HILL FARM","MONTGOMERY","18755 DARNESTOWN RD.
BEALLSVILLE, MD 20839
(39.16835280900045, -77.39327889199967)","3014288175",,"A,B,C,D","1,2,3,4,6,7,8,10,11,12","I,II,III"
"SUSTAINABLE BIORESOURCES, LLC  ","FREDERICK","7113 POOLE JONES ROAD
FREDERICK, MD 21702
(39.4597303970005, -77.42065053999966)","3016957043","3016957043","A,B,C,E","7,8,9,10,13","IV"
"SHOWVAKER'S QUALITY EVERGREENS  ","CARROLL","2020 GARRETT RD.
MANCHESTER, MD 21102
(39.71740032500048, -76.92407099299965)","4103741499",,"A","3,4","I,III"
"MARSHY POINT NURSERY, INC.  ","BALTIMORE","7620 MARSHY POINT ROAD
CHASE, MD 21027
(39.35892315900048, -76.37073771899964)","4103354070",,"A","7,10,11","I,II"
"OAKWOOD SOD FARM, INC.  ","WICOMICO","29307 WALLER ROAD
DELMAR, MD 21875
(38.4502503760005, -75.59585007899966)","4108964009","4108963589","A","12","I,III"
"WAYNE BROWN   /   RUTH BROWN  ","CECIL","1104 WILSON RD.
RISING SUN, MD 21911
(39.70995307400045, -76.01177852199964)","4106586446",,"A,B","1,3,4,13","I,III"
"HICKORY HILL FARM  ","HARFORD","3123 COPENHAVER ROAD
STREET, MD 21154
(39.62271036800047, -76.32955090299964)","4108382820",,"A,B","3","III"
"ARBEC ORCHIDS  ","CAROLINE","13945 CHERRY LANE
QUEEN ANNE, MD 21657
(38.99094044500049, -75.92022102499965)","4106341282",,"A,B","9","III"
"CREATIVE LANDSCAPES BY GREGORY, INC.  ","FREDERICK","6126 JEFFERSON PIKE
FREDERICK, MD 21703
(39.39923096300049, -77.45247081799965)","3016245525","3016245535","A,D","12,,7,8,10,12","I, II"
"WEST WIND TREE FARM  ","CAROLINE","2903 CHOPTANK RD.
PRESTON, MD 21655
(38.69212020900045, -75.94274007899963)","4106732903",,"A,B,C","7","I,II"
"ASPEN LANDSCAPE CONTRACTORS, INC.  ","MONTGOMERY","15710 NEW HAMPSHIRE AVE.
SILVER SPRING, MD 20904
(39.113928634000445, -76.99369340699963)","3013844800","3019892350","D","7","I"
"EVERGREEN NURSERY CORP.  ","PRINCE GEORGE'S","1612 FERGUSON LANE
OXON HILL, MD 20744
(38.78089089000048, -76.98065036299965)","3012484433",,"D","7","III"
"SHADE TREES & EVERGREENS, INC.  ","FREDERICK","11101 LIBERTY ROAD
FREDERICK, MD 21701
(39.468895063000446, -77.27650257599964)","3018989700",,"A,B,D,E","1,7,8,13","I,II,III"
"MOORE'S NURSERY AND FRUIT FARM  ","WICOMICO","32201 DOWNING ROAD
DELMAR, MD 21875
(38.42810005300049, -75.49547015299964)","4108969015","4105433749","A,B","6,7","I,III"
"AUTUMN RIDGE CHRISTMAS TREE FARM, LLC  ","FREDERICK","9311 ORNDORFF ROAD
EMMITTSBURG, MD 21727
(39.65122312000045, -77.34252921799964)","4102452070","4107816659","A,D","3,4,10","I"
"EASTERN SHORE NURSERIES, INC.  ","TALBOT","30104 DOVER ROAD
EASTON, MD 21601
(38.772240706000446, -76.03360100199967)","4108221320",,"A,E","1,4,6,7,8,10,11,13","I,II,III"
"HUNTER FARMS NURSERY, INC.  ","CARROLL","2127 DEER PARK RD.
FINKSBURG, MD 21048
(39.48227019300049, -76.91691071099967)","4108618223",,"A,D,E","7","I"
"A.C. BROOKE CLAGETT  ","ANNE ARUNDEL","333 FRIENDSHIP RD., BOX #86
FRIENDSHIP, MD 20758
(38.728104198000494, -76.56860843199968)","3018556999",,"A,B","1,2,7,8,10","I,III"
"CARNIVOROUS PLANT NURSERY  ","MONTGOMERY","16128 DEER LAKE ROAD
DERWOOD, MD 20855
(39.120100928000454, -77.14661013599965)","3015197505",,"A,B,E","8,10","III,IV"
"CAVANO'S PERENNIALS, INC.  ","BALTIMORE","6845 SUNSHINE AVE
KINGSVILLE, MD 21087
(39.46588384500046, -76.43704725399965)","4105928077","4105929510","A,E","8,10","I,III"
"INDIAN HILL TREE FARM  ","HOWARD","12525 ITHACA WAY
SYKESVILLE, MD 21784
(39.33503039800047, -76.94500105099968)","4104427675",,"A","3","III"
"NORTH EAST FLORIST & GREENHOUSES, INC.  T/A BACK STREET BOTANICALS & GIFTS","CECIL","408 E. CAROLYN AVE.
NORTH EAST, MD 21901
(39.59629083800047, -75.93872091899965)",,,"E","1","I"
"BRAD'S PRODUCE, LLC  ","HARFORD","550 ASBURY ROAD
CHURCHVILLE, MD 21028
(39.54060103100045, -76.25873047499965)","4432438869","4105696787","B,E","1,13","III"
"OLNEY GARDENS WHOLESALE, LLC  ","MONTGOMERY","219 EDNOR RD.
SILVER SPRING, MD 20905
(39.128120814000454, -77.01632041599964)","3012601024","3012601025","A,B,C","7","II"
"LINDENHOF NURSERY  ","HOWARD","13741 FREDERICK RD.
WEST FRIENDSHIP, MD 21794
(39.31189026400045, -76.98710083899965)","4104897408",,"A","7,8","I"
"GUM BOTTOM NURSERY  ","KENT","21950 HARRINGTON PARK ROAD
ROCK HALL, MD 21661
(39.11916066600048, -76.21201003399966)","4106392227","4106397097","A,D","7,8","III"
"WESTMINSTER WHOLESALE NURSERIES, LLC  ","BALTIMORE","MORFITT FARM 15510 HANOVER PIKE
UPPERCO, MD 21155
(39.549740934000454, -76.83908094999964)",,,"A","7","I"
"DENISON LANDSCAPE & NURSERY  DBA / ABBY FARMS","PRINCE GEORGE'S","3009 ACCOKEEK RD.
WALDORF, MD 20601
(38.672951371000465, -76.95900893999965)",,,"A,B","1,7,8,10","I,II"
"P. STADLER AND SONS CO. INC.  ","MONTGOMERY","6815 OLNEY LAYTONSVILLE ROAD
LAYTONSVILLE, MD 20882
(39.202986773000475, -77.13799183799966)","3018402044",,"A,B,D,E","1,2,3,4,7,8,9,13","II,III,IV"
"SCHMIDT'S AUTUMN BREEZE  ","FREDERICK","9932 MCKINSTRY MILL ROAD
NEW WINDSOR, MD 21776
(39.5071586520005, -77.16157159199963)","4106352634","3016224992","A","7","I"
"NAUGHTY PINE PLANTATION  ","MONTGOMERY","18200 ELMER SCHOOL ROAD
DICKERSON, MD 20842
(39.15425772100048, -77.48466730899963)","3019727562",,"A","4,7","I,II"
"VALLEY VIEW LANDSCAPE CO.  ","HOWARD","3211 JONES RD.
WOODBINE, MD 21797
(39.28534052500049, -77.09476088699967)",,,"A","7","I"
"MELWOOD HORT TRAINING CENTER  ATTN:  CATHY RADER","PRINCE GEORGE'S","5606 DOWER HOUSE ROAD
UPPER MARLBORO, MD 20772
(38.81110027800048, -76.84936046099966)","3015992726","3015995976","A,E","1,8,9,10","II,III"
"PARKSIDE HIGH SCHOOL  CTE, HLT PROGRAM","WICOMICO","1015 BEAGLIN PARK DR.
SALISBURY, MD 21804
(38.350118240000484, -75.57509359799963)","4103418746",,"A,B,E,F","1,8,9,13","I,III"
"EDWARD L. HOPKINS NURSERY  ","CAROLINE","106 MARYLAND AVE.
RIDGELY, MD 21660
(38.94562002700047, -75.88500036199963)","4106342794",,"A","2,6,7,8","I,III"
"MARYLAND GARDENS - TREE & SHRUB FARM  TREE AND SHRUB FARM","MONTGOMERY","12329 MCCROSSIN LANE
POTOMAC, MD 20854
(39.07317077200048, -77.25524040499965)","3019773982",,"A,B","3,4,7","I,III"
"FIVE DEER FARM NURSERY  ","WORCESTER","3349 BROMLEY RD.
POCOMOKE CITY, MD 21851
(38.07840672600048, -75.51727243899967)","4109572105",,"A,B","3,4,7","I,III"
"PLANT FARM RENTALS, INC.  ","CHARLES","8405 CRAIN HWY.
LA PLATA, MD 20646
(38.481380438000485, -76.98866102999966)","3018703696","3013437536","A","9,10","I"
"HEAVENS GARDENS  ","CHARLES","7540 HAWTHORNE RD.
LAPLATA, MD 20646
(38.54869101200046, -77.04982072199965)","3019346663","3013920108",",B","1,2,3,4,6,7,8,9,10,11,13","II"
"UNIV. OF DISRICT OF COLUMBIA  AGRICULTURAL EXPERIMENT STATION","PRINCE GEORGE'S","12001 OLD BALTIMORE PIKE MUIRKIRK PROPERTY
BELTSVILLE, MD 20705
(39.0533942240005, -76.88673503699965)","2022747124","2022747113","E,F","1,13",
"KURT BLUEMEL, INC.  ","HARFORD","2740 GREENE LANE
BALDWIN, MD 21013
(39.53439022900045, -76.49234074699967)","4105570244",,"A,D,E","7,8,10,","I,IV"
"LANDSCAPE ENTERPRISES, INC.  ","MONTGOMERY","RT. 108 & BROOKEVILLE RD.
GAITHERSBURG, MD 20882
(39.23580308400045, -77.16379681299964)","3012530222",,"A,D","1,7,12","I,II,III"
"URBAN GARDENS, INC.  ","BALTIMORE","4405 BUTLER RD.
REISTERSTOWN, MD 21136
(39.48195651900045, -76.80411191199966)","4108334930","4108334932","A,D,E,","1,7,8","I,II"
"TILDEN LAWN NURSERY  ","ANNE ARUNDEL","1008 W. CENTRAL AVE.
DAVIDSONVILLE, MD 21035
(38.916650495000454, -76.64424037099963)","4107984720",,"B","1,7,8","I,III"
"BOXLEE, INC.  ","PRINCE GEORGE'S","6106 HILLMEADE ROAD
GLENN DALE, MD 20769
(38.97530051600046, -76.78835056599968)","3012621135",,"A","7,8,10","I,II,III"
"DRAYCOTT GARDENS  ","BALTIMORE","16815 FALLS ROAD
UPPERCO, MD 21155
(39.583260829000494, -76.76376086099964)","4103744788","4102367591","A,B","2,8","I,III,IV"
"KURT BLUEMEL, INC.  ","SOMERSET","9042 FOUNTAIN ROAD
WESTOVER, MD 21871
(38.09909316000045, -75.71721847699968)","4105577229","4105579785","A","8","I,IV"
"ED'S PLANT WORLD  ","PRINCE GEORGE'S","19407 CROOM ROAD
BRANDYWINE, MD 20613
(38.62408877200045, -76.73949470799965)","3013726690","3013721721","A,E","1,7,8,10","I"
"ROOZEN NURSERY, INC.  ","PRINCE GEORGE'S","8009 ALLENTOWN RD.
FORT WASHINGTON, MD 20744
(38.780063363000465, -76.94735944199965)","3012482500",,"B,C","1,2,3,6,7,8,9,11,12,13","III,IV"
"RANDY G. CHANGURIS  ","WASHINGTON","2815 ROHRERSVILLE ROAD
ROHRERSVILLE, MD 21779
(39.39279085700048, -77.65471020199965)","3014326347",,"B","1","III"
"MARTIN TREE FARM  ","BALTIMORE","18130 FALLS ROAD
HAMPSTEAD, MD 21074
(39.62263086100046, -76.79277072199966)","4102391353","4102391353","A","3,4","I,III"
"WATER'S EDGE NURSERY COMPANY  ","CAROLINE","6526 DION ROAD
FEDERALSBURG, MD 21632
(38.78528108600045, -75.76791003599965)","4108293723","4108293723","A,B,C","11","I"
"BJ BONSAI NURSERY  ","MONTGOMERY","10 BRENT COURT
POTOMAC, MD 20854
(39.00095032200045, -77.22226093099965)","3012994780",,"A","7","III"
"GEORGE W. RADEBAUGH & SONS, INC.  ","BALTIMORE","120 BURKE AVE.
TOWSON, MD 21204
(39.397120474000474, -76.60691578399963)","4108254300",,"A,B,E","1,2,5,13","I,III"
"TIDELAND GARDENS, INC.  ","KENT","10040 PERKINS HILL ROAD
CHESTERTOWN, MD 21620
(39.25323777900047, -76.01891268299966)","4107785787",,"A,B","7,8,10","I"
"KINZIE FARMS NURSERY  ","MONTGOMERY","18501 RIVER ROAD
POOLESVILLE, MD 20837
(39.08265059900049, -77.38564074399966)","3013650307","3015389563","A,B,D","7","I,III"
"D.R. SNELL NURSERY, INC.  ","HOWARD","1025 RIDGE RD.
MT. AIRY, MD 21771
(39.34342016700049, -77.18207047399966)","3018317777",,"A,B,C,D,E","1,2,3,4,6,7,8,9,10,11,12,13","I,II,III"
"HOMESTEAD GARDENS, INC.  ","ANNE ARUNDEL","743 W. CENTRAL AVE. RT.214
DAVIDSONVILLE, MD 21035
(38.92519006000049, -76.62396020099965)","4107985000","3012614550","A,B,D,E","1,2,3,4,5,6,7,8,9,10,11,12,13","I,III"
"FORREST LANDING NURSERY  C/O BELL & CO.","TALBOT","28244 FORREST LANDING RD.
EASTON, MD 21601
(38.85605778500047, -76.09618820899965)","4108229342","4108228970","A,B,C","7","I,II"
"MOUNTAIN TOP GREENHOUSE  ","GARRETT","106 STONE HILL LANE
GRANTSVILLE, MD 21536
(39.70500061400048, -79.20902044099967)","3018954210",,"A,E","1,6,8,9,10,11,13","III"
"QUEEN ANNE FARM  ","PRINCE GEORGE'S","18102 CENTRAL AVE.
MITCHELLVILLE, MD 20716
(38.90324796200048, -76.68958372299966)","3012492427",,"A,D,E","7,11,13","III"
"USDA,ARS, NATIONAL ARBORETUM  SOUTH FARM","PRINCE GEORGE'S","USDA, BARC-W CHERRY HILL ROAD
BELTSVILLE, MD 20705
(39.04742102500046, -76.91871677799963)","2408329416","3015045096","E,F","7,10",
"TRENT HILL FARM & NURSERY  ","ANNE ARUNDEL","24 NUTWELL ROAD
LOTHIAN, MD 20711
(38.802703385000484, -76.59638204099963)","4109561344","4108679414","A","7,8,10","I,11"
"WAVERLY FARM LLC  ","FREDERICK","1931 GREENFIELD ROAD
ADAMSTOWN, MD 21710
(39.2860607020005, -77.46566099399968)","3018748300",,"A","7","I"
"TERRA TREE FARM  ","CARROLL","375 KLEE MILL ROAD
SYKESVILLE, MD 21784
(39.45538609300047, -76.98241337899964)","4107954949",,"A","3","I"
"PETER H. DRAYER  ","FREDERICK","4111 LANDER RD.
JEFFERSON, MD 21755
(39.34598959100049, -77.53654843899966)","3018347486",,"A","3,","III"
"YULETIDE TREE FARM, LLC  ","GARRETT","1174 WAKEFIELD ROAD
FRIENDSVILLE, MD 21531
(39.6452605340005, -79.46522005599968)","4107817330","4107816659","A,B","4","I,III"
"GREENWAY FARMS  ","HOWARD","15097 FREDERICK ROAD
WOODBINE, MD 21797
(39.327852419000465, -77.03817839299967)","4104422388","4104424421","A,E","1,3,4,13","I,III"
"THE LITTLE GREENHOUSE  ","BALTIMORE","9845 HARFORD RD.
PARKVILLE, MD 21234
(39.40286065300046, -76.51760108099967)","4106614748",,"A,B,E","9","III,IV"
"SNITZER LANDSCAPING  ","MONTGOMERY","P.O. BOX 38 - 22315 NICHOLSON FARM ROAD
DICKERSON, MD 20842
(39.22167001100047, -77.42417076299967)","3014288310",,"A,D","7,8,10","III"
"SUN NURSERIES, INC.  ","CARROLL","7511 SMITH'S PRIVATE ROAD
SYKESVILLE, MD 21784
(39.37887898000048, -77.00354354999968)","4107955619",,"A","7","I"
"ED COLLINS' GREENHOUSES  ","CAROLINE","4516 FRAZIER NECK ROAD
PRESTON, MD 21655
(38.73341109600045, -75.97891022399966)","4106737361",,"A,B,E","1,6,7,8,10,11,13","I,III"
"BRIDGES LAND MANAGEMENT, INC.  ","TALBOT","1114 S. TALBOT ST.
ST. MICHAELS, MD 21663
(38.77258651700049, -76.21064731799964)","4108204784","4108204131","B,D","1,3,5,6,7,8,10,12,13","I,III"
"JUMP UP TREES  ","CARROLL","5225 WENTZ RD.
MANCHESTER, MD 21102
(39.717660741000486, -76.87993051199965)","4104651453","4104657434","A,B,","4","I"
"STAUFFER BROTHERS  ","ST. MARY'S","41400 FRIENDSHIP CT.
MECHANICSVILLE, MD 20659
(38.378360631000476, -76.64484070999964)",,,"A,E","1,7,13","I"
"SUMMIT HALL TURF FARM, INC.  ","MONTGOMERY","21300 RIVER ROAD
POOLESVILLE, MD 20837
(39.089133362000496, -77.44374860399967)","3019482900",,"A","12","I,III"
"BELL NURSERY USA, LLC  ","QUEEN ANNE'S","2509 BUSIC CHURCH RD.
MARYDEL, MD 21649
(39.11541167100046, -75.77110957999963)","3014211500","3014214269","A,B,E","1,2,8","I"
"E & E TREES, INC.  ","FREDERICK","2704 HIGH HOPES DRIVE
MIDDLETOWN, MD 21769
(39.41525805300046, -77.57806449399965)","3018292799",,"A,B","3,4,7","I"
"BEETREE FARMS NURSERY  ","HARFORD","1407 BEETREE CT.
BEL AIR, MD 21014
(39.54461097400048, -76.38826084199962)","4108386631",,"A,B,D","3,4,7","III"
"WYE NURSERY, INC.  ","CAROLINE","22781 HILLSBORO ROAD
HILLSBORO, MD 21641
(38.91688064300047, -75.93762677299964)","4108278151",,"A","7","I"
"LOWE'S BAYSHORE NURSERY, INC  ","QUEEN ANNE'S","703 LOVE POINT RD.
STEVENSVILLE, MD 21666
(38.99544010800048, -76.30446110499963)","4106436244","4107587248","A,B","1,2,3,4,6,7,8,9,10,11,13","III"
"EVERGREEN FARM  ","HARFORD","4219 WEBSTER RD.
HAVRE DE GRACE, MD 21078
(39.57286032900049, -76.14608104599967)","4109390659",,"A,B,D,E","1,3,4,7,8,13","III"
"WM. E. BABIKOW SONS, INC.  T/A BABIKOW GREENHOUSES","BALTIMORE","7838 BABIKOW ROAD
BALTIMORE, MD 21237
(39.36553016100049, -76.48212000199965)","4103914200",,"A,E","1,8","I"
"J. L. B. LANDSCAPE CO.  ","CARROLL","2390 UNIONTOWN RD.
WESTMINSTER, MD 21158
(39.593160087000456, -77.08129070499967)","4108755413",,"A,D","7","I"
"LEON'S NURSERY, INC.  ","CECIL","383 HUTTON ROAD
ELKTON, MD 21921
(39.58278448200048, -75.78883837899963)","3025211357","3023254199","A","7,8,10","I"
"WOODLAKE TREE FARM  ","GARRETT","2858 BROADFORD RD.
MTN. LAKE PARK, MD 21550
(39.427550607000455, -79.36441032799968)","3013348342","3016160488","A,B,D","3,4","I,III"
"WHITE'S NURSERY  ","MONTGOMERY","22531 WILDCAT ROAD
GERMANTOWN, MD 20876
(39.22702163800045, -77.20614472099965)","3019723836",,"A,B","7","I,II"
"NATIONAL TURFGRASS FEDERATION, INC.  ","PRINCE GEORGE'S","BARC-WEST,BLDG.003, ROOM 217 10300 BALTIMORE BLVD.
BELTSVILLE, MD 20705
(39.04742102500046, -76.91871677799963)","3015045125","3015045167","F","12",
"NICHOLS NURSERY  ","WICOMICO","25332 REWASTICO ROAD
HEBRON, MD 21830
(38.41042630800047, -75.73871942099964)","4435232217",,"A,B","3,4,7,10","I,III"
"HOLLAND NURSERY L.L.C.  ","GARRETT","1354 HUTTON ROAD
OAKLAND, MD 21550
(39.405778101000465, -79.47005924799964)","3013348360",,"A,B,C","1,4,6,7","I,II,III"
"LAWN PERFECT LANDSCAPING, LLC.  ","FREDERICK","8800 BLOCK OPOSSUMTOWN PIKE
FREDERICK, MD 21702
(39.44451107800046, -77.43938747599964)","3016955728",,"A,D","7","I"
"WINDMILL FARMS NURSERY  ","CALVERT","1025 CHESAPEAKE BEACH RD. E.
OWINGS, MD 20736
(38.69665307600047, -76.62067981599967)",,"4102869777","A,B,D,E","1,3,7,8,13","III"
"HOGARTH, INC.  ","HARFORD","3861 OLD FEDERAL HILL RD.
JARRETTSVILLE, MD 21084
(39.6178500420005, -76.45132064599966)","4108366966",,"A,D","7","III"
"BROOKE RUN TREE FARM, INC.  ","MONTGOMERY","18201 BROOKE RD.
SANDY SPRING, MD 20860
(39.1571811230005, -77.03586346599963)","3017746953",,"A","7","I,III"
"RIDGELY NURSERIES  ","CAROLINE","12361 RIDGELY ROAD
RIDGELY, MD 21660
(38.947303441000486, -75.86998501899967)","4106342076","4106341323","A,C","7,8,10","I,II"
"PERSIMMON  POND PLANTS  ","FREDERICK","7600 DANCE HALL RD.
FREDERICK, MD 21701
(39.44128181500048, -77.32594175899965)","3018983183",,"A,B,E","5,7,8,10,13","III"
"BELL NURSERY, USA, LLC  ","HOWARD","7111 TROY HILL DRIVE
ELKRIDGE, MD 21075
(39.19893087100047, -76.75765030699966)","4107824500",,"A,B,E","1,2,8,9","I"
"F. A. HOBSON LANDSCAPING, INC.  ","QUEEN ANNE'S","111 HOBSON NURSERY LANE
QUEENSTOWN, MD 21658
(38.97132073300048, -76.15408600999967)","4108279614","4434964378","A,B,C,D","7,8","II,III"
"LILYPONS WATER GARDENS  ","FREDERICK","6800 LILY PONS ROAD-P.O. BOX 10
ADAMSTOWN, MD 21710
(39.292660975000445, -77.43132067399966)","3018745503","3018745133","A,B,D,E","7,10","I,III,IV"
"COUNTRY NURSERY  ","MONTGOMERY","3330 SPENCERVILLE RD. (#198)
BURTONSVILLE, MD 20866
(39.10063430700046, -76.93359842199965)","3014219593",,"B,D,E","1,6,7,8,9,13","III"
"FOXBOROUGH NURSERY, INC.  ","HARFORD","3611 MILLER ROAD
STREET, MD 21154
(39.654515537000464, -76.37680590299965)","4108367023","4104525131","A","5,7","I"
"WENTWORTH NURSRY, INC.  ","ST. MARY'S","41170 OAKVILLLE ROAD
MECHANICSVILLE, MD 20659
(38.39614274900049, -76.65331482199963)","3013739245","3013737299","A,D","1,2,3,4,5,6,7,8,9,10,11,13","III"
"DENISON LANDSCAPE & NURSERY  ","PRINCE GEORGE'S","8911 OXON HILL RD.
FT. WASHINGTON, MD 20744
(38.76751093900049, -77.00534461799964)","3015670210","3017498452","A,B,E","1,2,3,4,6,7,9,12,13","II,III"
"HIRT TREE FARM  ","CARROLL","917 ARNOLD RD.
WESTMINSTER, MD 21157
(39.53659108900047, -76.96323015799965)","4108768839",,"A","3,4,7","I,III"
"M & W  NURSERY  ","FREDERICK","15002 OAK ORCHARD ROAD
NEW WINDSOR, MD 21776
(39.49325818200049, -77.14078528399966)","4106356305",,"A,B","7","I"
"SIGNATURE HORTICULTURAL SERVICES, INC.  ","BALTIMORE","19960 GORE MILL ROAD
FREELAND, MD 21053
(39.672940661000496, -76.70696025299964)","4103296633",,"A,B,C,F","8,10","I"
"DANNY J. ADAMS  ","HOWARD","13060 TRIADELPHIA MILL ROAD
CLARKSVILLE, MD 21029
(39.213100486000485, -76.96626066099964)","4105315014",,"A,D","7","I"
"ALL TREES AND SHRUBS NURSERIES  ","CARROLL","1201 HEMLOCK LANE
WESTMINSTER, MD 21157
(39.560101105000456, -76.95594081999963)","4108712222","4108712224","A","7","I"
"GOLDING'S GREENHOUSE & NURSERY, INC.  ","CHARLES","5635 GRINDER RD.
MARBURY, MD 20658
(38.56040050600046, -77.17189005899968)","3017433419",,"A,B,D,E","1,6,7,13","III"
"CATOCTIN MOUNTAIN GROWERS  ","CARROLL","8051 SIXES BRIDGE RD.
DETOUR, MD 21757
(39.62217110000046, -77.28703072299965)","4107757833",,"A,B,E","1,9","I"
"SURREY BROOKE  ","FREDERICK","8537 HOLLOW ROAD
MIDDLETOWN, MD 21769
(39.46764081600048, -77.51557095199968)","3013717466",,"A","1,8","III"
"THREE SPRINGS NURSERY  ","MONTGOMERY","4230 DAMASCUS RD.
LAYTONSVILLE, MD 20882
(39.22911029800048, -77.08577077999968)","3015700556",,"A,B","7","I"
"HERRING RUN WATERSHED ASSN.  ","BALTIMORE CITY","6131 HILLEN RD.
BALTIMORE, MD 21239
(39.37424546400047, -76.57877106799964)","4102541577","4102542206","A,B","7,8,9,10","I,III"
"MAC BRIDE & GILL FALCON RIDGE FARM  ","CARROLL","3811 BACK WOODS RD.
WESTMINSTER, MD 21158
(39.679431208000494, -76.95298595699967)","3018546806",,"A","7","I"
"ENVIRONMENTAL EVERGREENS LTD.  ","HARFORD","3631 BERKLEY AVE.
DARLINGTON, MD 21034
(39.66147084300047, -76.20927105799967)","4104574842",,"A,B","3,4","III"
"VERY VEGETABLE  ","WASHINGTON","12312 LITTLE ANTIETAM RD.
SMITHSBURG, MD 21783
(39.654190723000454, -77.63390113499963)","3017396022",,"A,B,E","1,8,13","I,III"
