"projid","projnum","fy","awardee","projname","county","region","applicanttype","projtype","projectdesc","awardamount","taxcredited","taxcredbal","donationlink","website","y_coord","x_coord","location"
"65285","CITC-2022-MarianHo-00107","2022","Marian House, Incorporated","Award Years 2022 - 2023: Transitional Supportive Housing Program","Baltimore City","Baltimore City","Housing and Community Development","Operating","Marian House exists to serve women and children in Baltimore and help them address and overcome the underlying cause(s) of their homelessness. All of the women and children we serve are homeless and living in poverty upon entering Marian House.","15000","0","15000","https://www.marianhouse.org/donate","https://www.marianhouse.org/","39.325721000000001","-76.603059000000002","
,  
(39.325721, -76.603059)"
"65696","CITC-2022-MdFoodBa-00147","2022","Maryland Food Bank, Inc.","Award Years 2022 - 2023: COVID-19 Recovery Efforts for Baltimore City and the Families We Serve","Baltimore","Central Maryland","Services for At-Risk Populations","Operating","The Maryland Food Bank (MFB) respectfully requests $50,000 to purchase and safely distribute food to Baltimore City residents through our COVID-19 Recovery Plan.","50000","0","50000","https://www.mdfoodbank.org/donate","https://mdfoodbank.org/","39.224232999999998","-76.685336000000007","
,  
(39.224233, -76.685336)"
"65452","CITC-2022-MTR-00120","2022","Maryland Therapeutic Riding","Award Years 2022 - 2023: MTR Wellness through Equine Assisted Services Initative","Anne Arundel","Central Maryland","Services for At-Risk Populations","Operating","The MTR Wellness through Equine-Assisted Services Initiative is meant to respond to the growing need in our community for mental health services utilizing the serene environment of our farm and the compassionate nature of our herd.","10000","0","10000","https://www.horsesthatheal.org/volunteer-at-mtr/how-to-get-involved/","http://www.horsesthatheal.org","39.061560999999998","-76.603063000000006","
,  
(39.061561, -76.603063)"
"64596","CITC-2022-MdVolLaw-00011","2022","Maryland Volunteer Lawyers Service, Inc.","Award Years 2022 - 2023: Financial Preservation, Outreach, Education & Representation","Baltimore City","Baltimore City","Services for At-Risk Populations","Operating","The program will aid in Maryland’s economic recovery by providing outreach, trainings, and legal services to prevent further financial exploitation and harm to those who lost their jobs, income, or hard-earned savings during the COVID-19 pandemic.","25000","0","25000","https://mvlslaw.org/donate/","https://mvlslaw.org/","39.291255999999997","-76.615064000000004","
,  
(39.291256, -76.615064)"
"60940","CITC-2021-MobileMed-00077","2021","Mobile Medical Care, Inc.","Award Years 2021 - 2022: Expanding Multicultural Community Health Services","Montgomery","Washington Suburban","Services for At-Risk Populations","Operating","Operating support to expand healthcare access for low-income and uninsured adults at existing clinic in the eastern part of the county with increased hours permitting culturally appropriate primary and behavioral health care.","20000","10372.24","9627.76","http://www.mobilemedicalcare.org","http://www.mobilemedicalcare.org","39.078547988905598","-76.943767764131906","
,  
(39.0785479889056, -76.9437677641319)"
"64995","CITC-2022-MHP-00068","2022","Montgomery Housing Partnership, Inc.","Award Years 2022 - 2023: MHP Community Life Preschool Expansion","Montgomery","Washington Suburban","Housing and Community Development","Operating","MHP is seeking support to expand our current Community Life preschool and elementary school academic enrichment programs and develop a new Play and Learn preschool program site at MHP’s Halpine Hamlet community in Rockville.","30000","0","30000","https://www.mhpartners.org/support-affordable-housing/","https://www.mhpartners.org/","39.065223000000003","-77.113237999999996","
,  
(39.065223, -77.113238)"
"65694","CITC-2022-NDesignC-00145","2022","Neighborhood Design Center, Inc.","Award Years 2022 - 2023: Community Design Works","Baltimore City","Baltimore City","Housing and Community Development","Operating","Operating support enabling delivery of design services to community stakeholders, to revitalize urban blocks, community parks, and commercial districts.         

Project Locations:
                                                120 W. North Avenue, Baltimore
                                                4318 Gallatin Street, Hyattsville","11000","0","11000","https://www.ndc-md.org/","https://www.ndc-md.org","39.311275000000002","-76.618796000000003","
,  
(39.311275, -76.618796)"
"64922","CITC-2022-PrntPlcM-00060","2022","Parents' Place of Maryland, Inc.","Award Years 2022 - 2023: The Parents' Place of Maryland","Queen Anne's","Upper Eastern Shore","Technical Assistance and Capacity Building","Operating","The project proposes to provide one on one assistance and training to families on the Lower Shore who have children with disabilities and special healthcare needs for them to become educated and empowered to be their child's advocate.","15000","0","15000","http://www.ppmd.org","www.ppmd.org","38.904026999999999","-76.362410999999994","
,  
(38.904027, -76.362411)"
"65690","CITC-2022-Parity-00144","2022","Parity","Award Years 2022 - 2023: Parity Development Without Displacement","Baltimore City","Baltimore City","Housing and Community Development","Capital","Parity is an equitable development company based in West Baltimore that acquires and renovates abandoned buildings by the block to create affordable homeownership opportunities. At the core of our work is Development Without Displacement.","10000","0","10000","https://www.parityhomes.com","https://www.parityhomes.com/","39.296599000000001","-76.637332000000001","
,  
(39.296599, -76.637332)"
"65342","CITC-2022-PPF-00117","2022","Parks & People Foundation, Inc.","Award Years 2022 - 2023: Parks Program Support","Baltimore City","Baltimore City","Enhancing Neighborhoods and Business Districts","Operating","Funds requested would support our Parks Program as they create and improve parks, greenspaces, and schoolyards. Our Parks Program empowers communities, improves neighborhoods, and removes barriers that often face LMI residents in park equity.","30000","0","30000","https://www.parksandpeople.org/donate","https://parksandpeople.org","39.319890999999998","-76.651279000000002","
,  
(39.319891, -76.651279)"
"64738","CITC-2022-PICMD-00037","2022","Partners In Care Maryland, Inc.","Award Years 2022 - 2023: Helping Older Veterans Remain Independent","Anne Arundel","Central Maryland","Services for At-Risk Populations","Operating","Operating support to enhance & expand our veteran support programs which decrease social isolation by increasing community support through personalized connections.

Project Addresses:
                         8151 Ritchie Highway, Pasadena MD
                         8694 Commerce Drive, #1, Easton, MD
                         5 Willowdale Drive, B1-4, Frederick, MD
                         22 North Mulberry Street, Hagerstown MD","20000","0","20000","http://www.partnersincare.org","http://www.partnersincare.org","39.124039000000003","-76.583667000000005","
,  
(39.124039, -76.583667)"
"65699","CITC-2022-PaulsPla-00150","2022","Paul's Place","Award Years 2022 - 2023: Culinary Arts Training Program","Baltimore City","Baltimore City","Services for At-Risk Populations","Operating","Groundwork Kitchen is a free, 12-week culinary training program founded on the Catalyst Kitchens model. Students will earn ServSafe certifications and will develop: 
•Culinary skills.
•Life skills
•Hands-on training in a full-service restaurant.","40000","0","40000","http://paulsplaceoutreach.org/donateonline","https://paulsplaceoutreach.org","39.282744999999998","-76.631756999999993","
,  
(39.282745, -76.631757)"
"61129","CITC-2021-PaulsPlace-00126","2021","Paul's Place","Award Years 2021 - 2022: After School Program at George Washington Elementary School/Case Management Services: Fostering Self-Sufficiency in Southwest Baltimore","Baltimore City","Baltimore City","Services for At-Risk Populations","Operating","Case management services at Paul's Place will help 350 or more at-risk individuals and families move beyond crisis, stabilize their lives, and meet goals that improve self-sufficiency and create long term stability.","25000","1000","24000","https://paulsplaceoutreach.org/get-involved/donate/","https://paulsplaceoutreach.org","39.281900277713802","-76.6329231434554","
,  
(39.2819002777138, -76.6329231434554)"
"64631","CITC-2022-PDCM-00020","2022","Port Discovery Childrens Museum","Award Years 2022 - 2023: Strategic Plan and Atrium Renovation","Baltimore City","Baltimore City","Education and Youth Services","Capital & Operating","Port Discovery is looking to fund a new two important initiatives. 
1: A strategic plan to ensure the delivery of mission-driven excellence in programming, administration, fundraising, and governance.
2. The continued renovation of the Atrium.","25000","0","25000","https://www.portdiscovery.org/donations","https://www.portdiscovery.org","39.288862000000002","-76.606555999999998","
,  
(39.288862, -76.606556)"
"64593","CITC-2022-Power52-00008","2022","Power52","Award Years 2022 - 2023: Power52 Solar PV Training","Howard","Central Maryland","Services for At-Risk Populations","Operating","Power52 provides employment training for at-risk adults, returning citizens, and underserved individuals living in Baltimore City and surrounding counties; preparing them for careers in the solar industry as well as other green job opportunities.","25000","0","25000","https://power52.org/donate","www.power52.org","39.206752999999999","-76.815912999999995","
,  
(39.206753, -76.815913)"
"65545","CITC-2022-ProjPLAS-00127","2022","Project PLASE, Inc.","Award Years 2022 - 2023: Beacon House Square","Baltimore","Central Maryland","Housing and Community Development","Capital & Operating","Renovation of Beacon House Square (BHS) will repurpose an aging, abandoned school into a supportive home for homeless individuals. Residents' basic needs will be met including services to facilitate their recovery and reentry into the community.","50000","0","50000","https://projectplase.org/donate/","www.projectplase.org","4762318.2039940003","-8535599.5598520003","
,  
(4762318.203994, -8535599.559852)"
"65108","CITC-2022-PLFarm-00084","2022","Promise Landing Farm","Award Years 2022 - 2023: Adaptive Riding at Promise Landing","Prince George's","Washington Suburban","Services for At-Risk Populations","Operating","Operating support to provide adaptive riding lessons utilizing a holistic, ability-centered approach. Target skills are selected and adapted to maximize independence and affirm belief in the ability of the student to learn and succeed with horses.","10000","0","10000","https://www.promiselandingfarm.org/donate-online-1","www.promiselandingfarm.com","38.879798000000001","-76.708291000000003","
,  
(38.879798, -76.708291)"
"60815","CITC-2021-RTAAC-00043","2021","Rebuilding Together Anne Arundel County, Inc.","Award Years 2021 - 2022: Neighborhood Revitalization in Anne Arundel County","Anne Arundel","Central Maryland","Housing and Community Development","Operating","Operating support to renovate 50 homes for LMI homeowners in the county's 4 sustainable Community Areas-Glen Burnie, Brooklyn Park, Severn/Odenton, and Annapolis.","25000","9773.32","15226.68","http://rebuildingtogetheraac.org/Donate.html","http://rebuildingtogetheraac.org","39.183747263683401","-76.635625255450506","
,  
(39.1837472636834, -76.6356252554505)"
"65261","CITC-2022-RTBI-00105","2022","Rebuilding Together Baltimore, Inc.","Award Years 2022 - 2023: Critical Low-Income Home Repair Expansion","Baltimore City","Baltimore City","Housing and Community Development","Operating","Operating support to expand no-cost critical health & safety-related home repairs for low-income and/or senior homeowners in Baltimore City and Baltimore County.","40000","0","40000","https://donatenow.networkforgood.org/RTBaltimore","http://rtbaltimore.org","39.361682000000002","-76.610242","
,  
(39.361682, -76.610242)"
"60709","CITC-2021-RBM-00004","2021","ReBuild Metro, Inc.","Award Years 2021 - 2022: Johnston Square Parks, Gardens, and Greenways","Baltimore City","Baltimore City","Housing and Community Development","Capital","Capital support for developing a network of active and sustainable parks, community gardens, and green corridors by beginning implementation of the Johnston Square Vision Plan.","30000","27500","2500","https://rebuildmetro.com/donate-2/","https://rebuildmetro.com/","39.303091143206203","-76.609387636747996","
,  
(39.3030911432062, -76.609387636748)"
"60878","CITC-2021-SalvArmy-00057","2021","Salvation Army, The","Award Years 2021 - 2022: FeedMore Expansion Program","Baltimore City","Baltimore City","Services for At-Risk Populations","Capital & Operating","Capital support to increase freezer storage space and upgrade scales.","40000","1770","38230","https://www.sa-md.org/donate","https://www.sa-md.org/2021-tax-credit","39.323600339316002","-76.610412991176602","
,  
(39.323600339316, -76.6104129911766)"
"60956","CITC-2021-Seeds4Success-00079","2021","Seeds 4 Success, Inc.","Award Years 2021 - 2022: Expansion to Glen Burnie","Anne Arundel","Central Maryland","Education and Youth Services","Operating","Operating support to enable launching a new program in Glen Burnie by partnering with the Housing Authority of Anne Arundel County to provide tutoring & mentoring services to youth in public housing communities.","20000","0","20000","https://seeds4success.org/donate/","https://seeds4success.org/","39.195674129238398","-76.617561631579903","
,  
(39.1956741292384, -76.6175616315799)"
"65286","CITC-2022-ShepTabl-00108","2022","Shepherd's Table, The","Award Years 2022 - 2023: Shepherd's Table Food Services Programs","Montgomery","Washington Suburban","Services for At-Risk Populations","Operating","Our main meal program serves 3 meals every single day of the year at our location in downtown Silver Spring, and our new mobile meals program, Beyond the Table, delivers hot, healthy dinner meals to neighborhoods with high rates of food insecurity.","30000","0","30000","http://www.shepherdstable.org","https://www.shepherdstable.org/","38.990741999999997","-77.027524999999997","
,  
(38.990742, -77.027525)"
"65652","CITC-2022-ShrRvrs-00140","2022","ShoreRivers, Inc.","Award Years 2022 - 2023: Students for Streams: Youth Environmental Action Summit","Talbot","Upper Eastern Shore","Education and Youth Services","Operating","Building on Students for Streams (S4S), ShoreRivers will host an annual Youth Environmental Action Summit to empower 150 public school students (grades 4-12) and mentors to take meaningful environmental action and envision green careers.","25000","0","25000","https://www.shorerivers.org/donate","https://www.shorerivers.org","38.771621000000003","-76.075693999999999","
,  
(38.771621, -76.075694)"
"65116","CITC-2022-Preserve-00086","2022","Society for the Preservation of Maryland Antiquities","Award Years 2022 - 2023: Historic Property Redevelopment Program","Howard","Central Maryland","Arts, Culture and Historic Preservation","Operating","This program will focus on providing operating support for Preservation Maryland’s historic property redevelopment program including project management for redevelopment projects around the state with a focus in Frederick and Howard Counties.","14000","0","14000","https://www.preservationmaryland.org","http://www.preservationmaryland.org","39.268974999999998","-76.797713999999999","
,  
(39.268975, -76.797714)"
"65122","CITC-2022-SBCLT-00087","2022","South Baltimore Community Land Trust","Award Years 2022 - 2023: Rise, Reclaim, Rebuild Curtis Bay","Baltimore City","Baltimore City","Housing and Community Development","Capital & Operating","SBCLT will create a community green space to compliment the housing development project which will welcome 10 new families to the community. This space was suggested by community members and will provide a safe place for youth and families to gather.","30000","0","30000","https://www.paypal.me/sbclt","https://www.sbclt.org/","4754763.837142","-8526304.6683929991","
,  
(4754763.837142, -8526304.668393)"
"61115","CITC-2021-SBCLT-00122","2021","South Baltimore Community Land Trust","Award Years 2021 - 2022: SBCLT- Rise, Reclaim & Rebuild","Baltimore City","Baltimore City","Housing and Community Development","Capital & Operating","Capital and operating support to develop 10 permanently affordable, Passive House Certified homeownership units for residents below 50% AMI to decrease the racial wealth gap and advance equity in Baltimore.","25000","12000","13000","https://www.paypal.me/SBCLT","https://www.sbclt.org/","39.230824548245003","-76.593652061788106","
,  
(39.230824548245, -76.5936520617881)"
"64592","CITC-2022-SECDC-00007","2022","Southeast Community Development Corporation","Award Years 2022 - 2023: Southeast CDC Organizational Development Fund","Baltimore City","Baltimore City","Housing and Community Development","Operating","CITC supports our goal to grow individual and corporate donors by incentivizing and increasing their capacity to give to Southeast CDC. Thanks to successful individual fundraising in 2020, we have a base of 175 donors from which to solicit donations.","10000","0","10000","https://donorbox.org/donate-to-southeast-cdc","www.southeastcdc.org","39.286380999999999","-76.569265999999999","
,  
(39.286381, -76.569266)"
"64798","CITC-2022-StAmbHAC-00050","2022","St. Ambrose Housing Aid Center, Inc.","Award Years 2022 - 2023: Golden Girls Meet Gen X 2.0","Baltimore City","Baltimore City","Housing and Community Development","Operating","Operating support for Host Homesharing Program combatting youth homelessness by connecting homeless 18-24 YO young adults with safe, stable housing and communities, in addition to intensive case management and supportive services.","40000","0","40000","https://www.stambros.org/donate/","https://www.stambros.org/","39.317847999999998","-76.612038999999996","
,  
(39.317848, -76.612039)"
"60797","CITC-2021-SILA-00038","2021","St. Ignatius Loyola Academy","Award Years 2021 - 2022: Summer Learning Term &Summer Term, Phase II","Baltimore City","Baltimore City","Education and Youth Services","Operating","The Academy’s Summer Term provides academic and outdoor education to students from low-income families throughout Baltimore to combat summer learning loss and strengthen students' academic achievement and social-emotional well-being.","20000","5403.47","14596.53","https://saintignatius.networkforgood.com/","https://www.saintignatius.org/","39.274268699907999","-76.613717093598197","
,  
(39.274268699908, -76.6137170935982)"
"60901","CITC-2021-StMCC-00062","2021","St. Michaels Community Center, Inc.","Award Years 2021 - 2022: St Michaels Community Center Capital Project","Talbot","Upper Eastern Shore","Services for At-Risk Populations","Capital","Capital support to rehabilitate/convert c. 1940 5,000 sq ft. lumber warehouse as base of community operations and services. Project will ensure ADA accessibility while maximizing useable space by adding a second floor.","20000","4529.46","15470.54","http://www.stmichaelscc.org/donate.html","http://www.stmichaelscc.org","38.786869110230199","-76.225043479144503","
,  
(38.7868691102302, -76.2250434791445)"
"64969","CITC-2022-TISI-00064","2022","Talbot Interfaith Shelter, Inc.","Award Years 2022 - 2023: Talbot Interfaith Shelter's S4 Program","Talbot","Upper Eastern Shore","Services for At-Risk Populations","Operating","The S4 Program (Shelter, Stability, Support, Success) is a long-term comprehensive program designed to guide families and individuals from homelessness to self-sufficiency through case management, life skills, classes, transitional housing, and more.","35000","0","35000","https://talbotinterfaithshelter.org/","http://www.talbotinterfaithshelter.org","38.776107000000003","-76.074477000000002","
,  
(38.776107, -76.074477)"
"65237","CITC-2022-H4HTucka-00099","2022","Tuckahoe Habitat for Humanity, Inc.","Award Years 2022 - 2023: Rebecca Tylor Center for Affordable Housing, Phase 2","Caroline","Upper Eastern Shore","Housing and Community Development","Capital & Operating","This is a multi-year project. Phase 2 involves the preparation of the six individual home sites and the site for the historic Rebecca Tylor House, such as the construction of the individual foundations and sewer and water laterals.","30000","0","30000","https://www.habitat.org/us-md/denton/tuckahoe-habitat","https://www.habitat.org/us-md/denton/tuckahoe-habitat","38.885966000000003","-75.828249999999997","
,  
(38.885966, -75.82825)"
"64782","CITC-2022-UCAP-00046","2022","United Communities Against Poverty, Inc.","Award Years 2022 - 2023: 737 Restoration Project","Prince George's","Washington Suburban","Services for At-Risk Populations","Capital","United Communities Against Poverty will be restoring an old school building located in Fairmont Heights, MD The site will be UCAP's new headquarters as well as a training site, senior center, and a community space for residents.","50000","0","50000","http://www.ucappgc.org","www.ucappgc.org","38.899327","-76.911886999999993","
,  
(38.899327, -76.911887)"
"65048","CITC-2022-UERI-00074","2022","Urban Ecosystem Restorations, Inc.","Award Years 2022 - 2023: Nature PlaySpace at Ravenswood","Prince George's","Washington Suburban","Enhancing Neighborhoods and Business Districts","Capital","Create a publicly accessible, ecologically vibrant nature preserve and outdoor playspace in an area under heavy development pressure. It will give ecosystem services, while teaching Riverdale residents about conservation principles and nature play.","17000","0","17000","https://www.urbanecosystemrestorations.org/donate","www.urbanecosystemrestorations.org","38.964374999999997","-76.933654000000004","
,  
(38.964375, -76.933654)"
"64590","CITC-2022-VFC-00005","2022","Vehicle's for Change, Inc.","Award Years 2022 - 2023: Training Ex-Offenders as Automotive Mechanics","Baltimore","Central Maryland","Job and Self-Sufficiency Training","Operating","This funding will support 100 ex-offenders to obtain hands-on auto mechanic training at Full Circle Service Center necessary to propel them to successful, full-time employment in a career field giving them the best chance of not returning to prison.","50000","0","50000","https://www.vehiclesforchange.org","https://www.vehiclesforchange.org","39.241312000000001","-76.678769000000003","
,  
(39.241312, -76.678769)"
"65723","CITC-2022-WCHS-00155","2022","Washington County Historical Society","Award Years 2022 - 2023: WCHS Museum Restoration Project","Washington","Western Maryland","Arts, Culture and Historic Preservation","Capital","Capital support for critical exterior & interior repairs including roof, windows, and walls and related repairs, projects, and finishes for the historic Miller House (c.1825) museum.  This is Phase II of renovations following electrical repair and replacement work in 2020.","20000","0","20000","https://washcohistory.org/","https://www.washcohistory.org/","39.643428999999998","-77.723602999999997","
,  
(39.643429, -77.723603)"
"61130","CITC-2021-WstprtCEDC-00127","2021","Westport Community and Economic Development Corporation","Award Years 2021 - 2022: Westport Community Economic Development Corporation Community Land Trust","Baltimore City","Baltimore City","Housing and Community Development","Capital & Operating","Operating support to aid in rehabilitation of homes in Westport, Mt. Winans, Lakeland, and St. Paul which will be sold to LMI residents.","20000","0","20000","https://www.westportcedc.org/donate","http://www.westportcedc.org","39.263124565203597","-76.633660506934703","
,  
(39.2631245652036, -76.6336605069347)"
"64599","CITC-2022-WorldArt-00013","2022","World Arts Focus, Inc. - Joe's Movement Emporium","Award Years 2022 - 2023: Keep Creative Suitland Going Strong","Prince George's","Washington Suburban","Arts, Culture and Historic Preservation","Operating","Operating support to enable expanding mentorship/partnership efforts with the Creative Suitland Arts Center.  The Center will engage increased community support to conduct vital programs developed since start-up and opening in February 2020.

Project location: 4719 Silver Hill Road, Suitland MD","25000","0","25000","https://creativesuitland.org/donate","https://www.joesmovement.org/","38.846704000000003","-76.925516999999999","
,  
(38.846704, -76.925517)"
"61020","CITC-2021-YMCACMD-00107","2021","Young Men's Christian Association of Central Maryland, Inc.","Award Years 2021 - 2022: Druid Hill Y Renovation - Tiling","Baltimore City","Baltimore City","Services for At-Risk Populations","Capital","Capital support for locker room renovations as a part of the larger facility improvement plan to improve services available to Upton/Druid Heights residents.","35000","1250","33750","https://ymaryland.org","https://ymaryland.org/","39.304771953598198","-76.631662316621004","
,  
(39.3047719535982, -76.631662316621)"
