"fiscal_year","recipient","program_name_level_one","program_name_level_two","program_name_level_three","approved_amount","loan_guarantee_amount","total_project_costs","new_jobs","retained_jobs","promised_trainees","maryland_local_hires_film","number_of_maryland_businesses","employment_reporting_required","naics_code","address","county","city","state","zip","incentive_type"
"2016","Jlauryn & Associates, LLC","Research and Development Tax Credit","R&D Tax Credit",,"1814.70",,"197925",,,,,,,"541510",,"Howard",,,,"Tax credit"
"2016","JLG Industries, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"84840.92",,"10451781",,,,,,,"333900",,"Washington",,,,"Tax credit"
"2016","John S Connor","Export Maryland Grant","Export Maryland",,"10000",,,"3",,,,,,"488510",,"Anne Arundel",,,,"Loan/grant"
"2016","Johns Hopkins University (The)","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","1053125",,"2106250",,,,,,,"611310",,"Baltimore City",,,,"Loan/grant"
"2016","JS Global, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"21608.10",,"37419","18",,,,,,"236200",,"Prince George's",,,,"Tax credit"
"2016","Jubilant Cadista Pharmaceuticals, Inc.","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","39000",,,"26",,,,,,"424210",,"Wicomico",,,,"Tax credit"
"2016","Kaydon Ring & Seal, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"4350.73",,"636705",,,,,,,"339991",,"Baltimore City",,,,"Tax credit"
"2016","Kirby Metal Recycling","Export Maryland Grant","Export Maryland",,"10000",,,"10",,,,,,"423930",,"Prince George's",,,,"Loan/grant"
"2016","Kirlin Industries, LLC","Research and Development Tax Credit","R&D Tax Credit",,"15574.32",,"3722550",,,,,,,"238900",,"Montgomery",,,,"Tax credit"
"2016","KLR Real Estate, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore Development Corporation","50000",,"150000","1",,,,,,"531210",,"Baltimore",,,,"Loan/grant"
"2016","KMP Enterprises, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","345000",,"435000","6",,,,,,"541611",,"Howard",,,,"Loan/grant"
"2016","Knorr Brake Company, LLC","Research and Development Tax Credit","R&D Tax Credit",,"256.3233",,"61266",,,,,,,"336510",,"Carroll",,,,"Tax credit"
"2016","Koolspan","Export Maryland Grant","Export Maryland",,"5000",,,"10",,,,,,"423430",,"Montgomery",,,,"Loan/grant"
"2016","KR & FP, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore Development Corporation","30300",,"5000","1",,,,,,"561499",,"Frederick",,,,"Loan/grant"
"2016","KR Contracting","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","50000",,"50000",,"9",,,,,"561612",,"Washington",,,,"Loan/grant"
"2016","Kratos Technology & Training Solutions, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"7557.50",,"1806382",,,,,,,"541330",,"Howard",,,,"Tax credit"
"2016","L&J Waste Recycling, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","250000",,"500000","4","16",,,,,"562920",,"Baltimore City",,,,"Loan/grant"
"2016","L&J Waste Recycling, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","200000",,,,,,,,,"562919",,"Baltimore City",,,,"Loan/grant"
"2016","L-3 Communications Holdings, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"4424.00",,"1057418",,,,,,,"517919",,"Multiple",,,,"Tax credit"
"2016","Land Sea Air Autonomy","Export Maryland Grant","Export Maryland",,"10000",,,"10",,,,,,"541330",,"Carroll",,,,"Loan/grant"
"2016","Land Sea Air Manufacturing","Export Maryland Grant","Export Maryland",,"10000",,,"10",,,,,,"332710",,"Carroll",,,,"Loan/grant"
"2016","Layton's Chance Vineyard and Winery","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"2337.83",,"11100.37",,"17",,,,,"312130",,"Dorchester",,,,"Tax credit"
"2016","LC Erdman, LLC dba Little Caesars of Erdman","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","150000",,,"8",,,,,,"722513",,"Baltimore City",,,,"Loan/grant"
"2016","Legacy Builders & Construction","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","450000",,,,,,,,,"236990",,"Baltimore City",,,,"Loan/grant"
"2016","Legacy Builders & Construction","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Surety Bonding Program","MSBDFA Surety Bond Direct","1500000",,"2100000","10","4",,,,,"236990",,"Baltimore City",,,,"Loan/grant"
"2016","Lehigh Cement Company","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","150000",,"150000000",,"125",,,,,"327310",,"Carroll",,,,"Loan/Grant"
"2016","Leidos, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"63055.76",,"11957569",,,,,,,"541712",,"Multiple",,,,"Tax credit"
"2016","Lewrox Transportation","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","40000",,,"1",,,,,,"485999",,"Anne Arundel",,,,"Loan/grant"
"2016","Libertas Estates, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"5872.10",,"27881.62",,,,,,,"111332",,"Frederick",,,,"Tax credit"
"2016","Life Safety Consortium LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Maryland Capital Enterprises","33000",,,,"2",,,,,"561990",,"Howard",,,,"Loan/grant"
"2016","Life Technologies Corporation","Research and Development Tax Credit","R&D Tax Credit",,"56578.02",,"10751731",,,,,,,"325900",,"Frederick",,,,"Tax credit"
"2016","Light Point Security","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore Development Corporation","105000",,,"3",,,,,,"541511",,"Baltimore",,,,"Loan/grant"
"2016","Lingual Information System Technologies, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"66681.14",,"115472.53","81",,,,,,"541511",,"Howard",,,,"Tax credit"
"2016","Link Labs","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"541511",,"Anne Arundel",,,,"Loan/grant"
"2016","LJT & Associates, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"23553.38",,"40787.66","19",,,,,,"541511",,"Howard",,,,"Tax credit"
"2016","Localist Corporation","Research and Development Tax Credit","R&D Tax Credit",,"2654.40",,"308168",,,,,,,"561990",,"Montgomery",,,,"Tax credit"
"2016","Lockheed Martin Corporation","Research and Development Tax Credit","R&D Tax Credit",,"161917.39",,"38701248",,,,,,,"339900",,"Multiple",,,,"Tax credit"
"2016","Luminal, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"9517.67",,"862600",,,,,,,"621111",,"Frederick",,,,"Tax credit"
"2016","Lyles Cleaning Services, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","100000",,"125000","6","20",,,,,"561720",,"Frederick",,,,"Loan/grant"
"2016","Lyles Cleaning Services, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","25000",,,,,,,,,"561720",,"Frederick",,,,"Loan/grant"
"2016","Lyles Cleaning Services, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","19000",,,"6","20",,,,,"561721",,"Frederick",,,,"Loan/grant"
"2016","Lysczek Law Office","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","30000",,"7038",,"1",,,,,"541110",,"Washington",,,,"Loan/grant"
"2016","M&E Enterprises","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","40000",,,"2",,,,,,"238222",,"Worcester",,,,"Loan/grant"
"2016","Mack Trucks, Inc.","One Maryland Tax Credit","One Maryland Tax Credit",,"5500000",,"5500000","174",,,,,,"336100",,"Washington",,,,"Tax credit"
"2016","Mack Trucks, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"103761.08",,"24800815",,,,,,,"336100",,"Washington",,,,"Tax credit"
"2016","Madison Cloud IT Solutions, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/FSC First","150000",,"150000","2","1",,,,,"541511",,"Baltimore City",,,,"Loan/grant"
"2016","MagBio Genomics","Export Maryland Grant","Export Maryland",,"10000",,,"4",,,,,,"423490",,"Montgomery",,,,"Loan/grant"
"2016","Mahogany, Inc. and Mahogany In","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Surety Bonding Program","MSBDFA Surety Bond Direct","836000",,"1000000",,"46",,,,,"237100",,"Baltimore City",,,,"Loan/grant"
"2016","Mainstreet Technologies, Inc.","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","750000",,"750000","25","27",,,,,"334112",,"Howard",,,,"Loan/grant"
"2016","Mainstreet Technologies, Inc.","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","55000",,,,,,,,,"334112",,"Howard",,,,"Loan/grant"
"2016","Mainstreet Technologies, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","325000",,,,,,,,,"334112",,"Howard",,,,"Loan/grant"
"2016","Mallory Square Partners II, LLC","Brownfields Tax Incentive","Brownfields Tax Incentive","Brownfield Property Tax Credit",,,,,,,,,,,,"Montgomery",,,,"Tax credit"
"2016","Man & Machine","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"334118",,"Prince George's",,,,"Loan/grant"
"2016","Marble Mountain LC OOC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"201792.23",,"1536105","3",,,,,,"541513",,"Washington",,,,"Tax credit"
"2016","Maritime Applied Physics Corporation","Research and Development Tax Credit","R&D Tax Credit",,"5591.97",,"1336583",,,,,,,"541330",,"Baltimore",,,,"Tax credit"
"2016","Mark Cascia Vineyards","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"3897.25",,"18504.72",,"3",,,,,"312130",,"Queen Anne's",,,,"Tax credit"
"2016","Marvell Semiconductor, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"825.6098",,"197336",,,,,,,"541712",,"Montgomery",,,,"Tax credit"
"2016","Maryland Thermoform Corporation","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"326112",,"Baltimore City",,,,"Loan/grant"
"2016","Maryland Thermoform Corporation","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/FSC First","300000",,"300000","5","68",,,,,"326112",,"Baltimore City",,,,"Loan/grant"
"2016","Masonco, LLC d/b/a GTS Services","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"12271.67",,"21251","26",,,,,,"238220",,"Prince George's",,,,"Tax credit"
"2016","McCormick & Company, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"228365.79",,"41437006",,,,,,,"311900",,"Baltimore",,,,"Tax credit"
"2016","MCW Solutions, LLC","Research and Development Tax Credit","R&D Tax Credit",,"1734.08",,"304951",,,,,,,"541511",,"Howard",,,,"Tax credit"
"2016","MDA Information Systems, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"48574.48",,"84117","79",,,,,,"541370",,"Montgomery",,,,"Tax credit"
"2016","MDA Information Systems, LLC","Research and Development Tax Credit","R&D Tax Credit",,"3154.21",,"610979",,,,,,,"541370",,"Montgomery",,,,"Tax credit"
"2016","MedImmune, LLC","Research and Development Tax Credit","R&D Tax Credit",,"1553113.01",,"248212653",,,,,,,"325414",,"Montgomery",,,,"Tax credit"
"2016","Memories to Go, LLC.","Military Personnel and Veteran-Owned Small Business Loan Program","Military/Veterans Small Business Loans",,"21000",,"36000","4",,,,,,"541921",,"Baltimore",,,,"Loan/grant"
"2016","MESMO Inc.","Export Maryland Grant","Export Maryland",,"5000",,,"4",,,,,,"541611",,"Charles",,,,"Loan/grant"
"2016","Meso Scale Diagnostics, LLC","Research and Development Tax Credit","R&D Tax Credit",,"66100.80",,"11788602",,,,,,,"334516",,"Montgomery",,,,"Tax credit"
"2016","MET Laboratories","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"541380",,"Baltimore City",,,,"Loan/grant"
"2016","Metro Test & Balance, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"7337.38",,"1198078",,,,,,,"238220",,"Prince George's",,,,"Tax credit"
"2016","Michael Baker International, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"460.3326",,"110028",,,,,,,"541330",,"Anne Arundel",,,,"Tax credit"
"2016","Millennial Media, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"27075.41",,"4356312",,,,,,,"541850",,"Baltimore City",,,,"Tax credit"
"2016","Millsource, Inc.","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Loan","250000",,"2773000","65",,,,,,"423300",,"Baltimore City",,,,"Loan/Grant"
"2016","Mindgrub Technologies LLC","Research and Development Tax Credit","R&D Tax Credit",,"812.0376",,"194092",,,,,,,"335900",,"Baltimore City",,,,"Tax credit"
"2016","Minerva Home Healthcare, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore County Department of Economic and Workforce Development","37000",,,"2",,,,,,"621610",,"Anne Arundel",,,,"Loan/grant"
"2016","Mobilaps, LLC","Research and Development Tax Credit","R&D Tax Credit",,"502.0532",,"120000",,,,,,,"541519",,"Montgomery",,,,"Tax credit"
"2016","Morgan Stanley & Co, LLC","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","216000",,,"144",,,,,,"523930",,"Baltimore City",,,,"Tax credit"
"2016","Morgan State University Founda","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","1000000",,"2000000",,,,,,,"611310",,"Baltimore City",,,,"Loan/grant"
"2016","MORI Associates, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"6262.98",,"10845.67","1",,,,,,"541512",,"Montgomery",,,,"Tax credit"
"2016","Morningstar PV Controllers Corp. AKA Morningstar Corporation","Research and Development Tax Credit","R&D Tax Credit",,"1585.47",,"378956",,,,,,,"339900",,"Howard",,,,"Tax credit"
"2016","Mosaddegh Physical Therapy & Sports Medicine","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","90000",,,"4","27",,,,,"621340",,"Prince George's",,,,"Loan/grant"
"2016","Moser Consulting Incorporated","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","24000",,,"16",,,,,,"541618",,"Baltimore",,,,"Tax credit"
"2016","MPI Labels of Baltimore, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"2020.64",,"267642",,,,,,,"323100",,"Baltimore City",,,,"Tax credit"
"2016","MPM Communications, LLC","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","9000",,,"6",,,,,,"561499",,"Charles",,,,"Tax credit"
"2016","MPM Communications, LLC","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","46500",,,"31",,,,,,"561499",,"Charles",,,,"Tax credit"
"2016","MTI-GlobalStem","Export Maryland Grant","Export Maryland",,"10000",,,"3",,,,,,"443142",,"Montgomery",,,,"Loan/grant"
"2016","Murphy's Crusting and Uniloader Services Inc.","Maryland Industrial Development Financing Authority (MIDFA)","MIDFA","MIDFA Conventional Insurance","5104706","183769.42","996000",,"6",,,,,"112390",,"Dorchester",,,,"Loan/grant"
"2016","Native Concepts, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"1737.44",,"8249.60",,"1",,,,,"111332",,"Prince George's",,,,"Tax credit"
"2016","Nemetschek Vectorworks, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"12233.00",,"1903554",,,,,,,"511210",,"Howard",,,,"Tax credit"
"2016","NES Associates, LLC","Research and Development Tax Credit","R&D Tax Credit",,"4150.76",,"515571",,,,,,,"541614",,"Anne Arundel",,,,"Tax credit"
"2016","Netorian LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"26584.96",,"46037.50","78",,,,,,"541600",,"Harford",,,,"Tax credit"
"2016","New Market Plains, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"23079.76",,"109586.10",,"3",,,,,"312130",,"Frederick",,,,"Tax credit"
"2016","Nexercise, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1506.65",,"158522",,,,,,,"713940",,"Montgomery",,,,"Tax credit"
"2016","NGEN, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Guaranty Fund","MSBDFA Guaranty Fund","75000","52500",,,,,,,,"541511",,"Prince George's",,,,"Loan/grant"
"2016","NIKA Architects and Engineers","Export Maryland Grant","Export Maryland",,"10000",,,"4",,,,,,"541310",,"Montgomery",,,,"Loan/grant"
"2016","Noble Landing, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"5218.21",,"24776.83",,"7",,,,,"312130",,"Worcester",,,,"Tax credit"
"2016","Northrop Grumman Systems Corporation","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"288731.63",,"1360936",,,,,,,"336410",,"Howard",,,,"Tax credit"
"2016","Northrop Grumman Systems Corporation","Research and Development Tax Credit","R&D Tax Credit",,"1801614.62",,"233000802",,,,,,,"336410",,"Anne Arundel",,,,"Tax credit"
"2016","Novartis Pharmaceuticals Corporation","Research and Development Tax Credit","R&D Tax Credit",,"4018.34",,"960457",,,,,,,"325410",,"Montgomery",,,,"Tax credit"
"2016","Novetta Solutions LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"28123.07",,"48701.06","118",,,,,,"541990",,"Howard",,,,"Tax credit"
"2016","Novetta, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"16770.11",,"29041","102",,,,,,"541511",,"Harford",,,,"Tax credit"
"2016","Novo Nordisk, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"4792.82",,"1145573",,,,,,,"424210",,"Multiple",,,,"Tax credit"
"2016","Noxell Corporation","Research and Development Tax Credit","R&D Tax Credit",,"41320.86",,"7254804",,,,,,,"325600",,"Baltimore",,,,"Tax credit"
"2016","Noxilizer, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"592500",,,,,,,,,"339113",,"Baltimore City",,,,"Tax credit"
"2016","Nteligen, LLC","Research and Development Tax Credit","R&D Tax Credit",,"269.5455",,"30303",,,,,,,"541511",,"Howard",,,,"Tax credit"
"2016","Nutramax Laboratories, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"26424.73",,"4007647",,,,,,,"424990",,"Harford",,,,"Tax credit"
"2016","Nutramax Manufacturing, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1044.43",,"249637",,,,,,,"339900",,"Harford",,,,"Tax credit"
"2016","NuVasive, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"3177.78",,"281071",,,,,,,"339112",,"Baltimore City",,,,"Tax credit"
"2016","Oakleaf Technology Group, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"3568.15",,"6179","2",,,,,,"541512",,"Frederick",,,,"Tax credit"
"2016","Oasis Restaurant Group","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore Development Corporation","150000",,"2700000","52",,,,,,"722513",,"Harford",,,,"Loan/grant"
"2016","OCR Services","Export Maryland Grant","Export Maryland",,"5000",,,"5",,,,,,"511210",,"Montgomery",,,,"Loan/grant"
"2016","Old Westminster Winery, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"11786.98",,"55966.30",,"9",,,,,"312130",,"Carroll",,,,"Tax credit"
"2016","Olde Town Candy Company","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore County Department of Economic and Workforce Development","125000",,"40000","3",,,,,,"541940",,"Worcester",,,,"Loan/grant"
"2016","Omnyon, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"6587.21",,"11407.15","14",,,,,,"541511",,"Anne Arundel",,,,"Tax credit"
"2016","Orbit Logic Incorporated","Research and Development Tax Credit","R&D Tax Credit",,"746.3776",,"103562",,,,,,,"541512",,"Prince George's",,,,"Tax credit"
"2016","OrderUp, LLC","Research and Development Tax Credit","R&D Tax Credit",,"3591.41",,"370603",,,,,,,"541800",,"Baltimore City",,,,"Tax credit"
"2016","Orgone Development","Export Maryland Grant","Export Maryland",,"5000",,,"2",,,,,,"541614",,"Frederick",,,,"Loan/grant"
"2016","Origin Wireless, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"3505.69",,"406141",,,,,,,"517000",,"Prince George's",,,,"Tax credit"
"2016","Osiris Therapeutics, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"9127.06",,"2181536",,,,,,,"541700",,"Howard",,,,"Tax credit"
"2016","Otomagnetics, LLC","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"37500",,,,,,,,,"541711",,"Baltimore City",,,,"Tax credit"
"2016","Otsuka America, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"63251.58",,"15118297",,,,,,,"325410",,"Montgomery",,,,"Tax credit"
"2016","Overland Boiler Inspection & E","Military Personnel and Veteran-Owned Small Business Loan Program","Military/Veterans Small Business Loans",,"50000",,"50000",,"1",,,,,"541330",,"Caroline",,,,"Loan/grant"
"2016","Pall Filtration & Separations Group, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"7999.14",,"1304737",,,,,,,"339000",,"Baltimore",,,,"Tax credit"
"2016","Paramount Die Company, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"7057.32",,"1177831",,,,,,,"332700",,"Harford",,,,"Tax credit"
"2016","Patriot Technologies, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"2540.84",,"4400","20",,,,,,"334111",,"Frederick",,,,"Tax credit"
"2016","Patton Electronics Company","Export Maryland Grant","Export Maryland",,"10000",,,"15",,,,,,"334410",,"Montgomery",,,,"Loan/grant"
"2016","Patton Electronics Company","Research and Development Tax Credit","R&D Tax Credit",,"6315.39",,"1509495",,,,,,,"334410",,"Montgomery",,,,"Tax credit"
"2016","Penguin Random House LLC","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","100000",,"2000000","80","500",,,,,"511130",,"Carroll",,,,"Loan/Grant"
"2016","Pennoni Associates, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"7346.40",,"992286",,,,,,,"541330",,"Baltimore",,,,"Tax credit"
"2016","Peregrin Services Corp.","Research and Development Tax Credit","R&D Tax Credit",,"539.5337",,"62658",,,,,,,"561490",,"Baltimore",,,,"Tax credit"
"2016","Pete Pappas and Sons, Inc.","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","28000",,,"28",,,,,,"424480",,"Howard",,,,"Tax credit"
"2016","Pevco Systems International, Inc.","Export Maryland Grant","Export Maryland",,"10000",,,"7",,,,,,"238292",,"Baltimore",,,,"Loan/grant"
"2016","Pfizer Inc. & Subsidiaries","Research and Development Tax Credit","R&D Tax Credit",,"79532.68",,"17509482",,,,,,,"325410",,"Multiple",,,,"Tax credit"
"2016","Pharmaceutics International, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"63019.50",,"11629134",,,,,,,"339900",,"Baltimore",,,,"Tax credit"
"2016","Phenomenal, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","300000",,"1428000",,"15",,,,,"238340",,"Prince George's",,,,"Loan/grant"
"2016","Phenomenal, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","25000",,,,,,,,,"236118",,"Baltimore",,,,"Loan/grant"
"2016","Phenomenal, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","50000",,,,"15",,,,,"236118",,"Baltimore",,,,"Loan/grant"
"2016","Phenomenal, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","65000",,,,,,,,,"236118",,"Baltimore",,,,"Loan/grant"
"2016","Phenomenal, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","90000",,,,,,,,,"236118",,"Baltimore",,,,"Loan/grant"
"2016","Phoenix Color Corp.","Research and Development Tax Credit","R&D Tax Credit",,"15810.51",,"3779004",,,,,,,"323117",,"Washington",,,,"Tax credit"
"2016","PickFire, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1073.15",,"94919",,,,,,,"561499",,"Washington",,,,"Tax credit"
"2016","Pinnacle Enterprise Business","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","200000",,"245000","8","1",,,,,"541512",,"Prince George's",,,,"Loan/grant"
"2016","Pinnacle Enterprise Business","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","45000",,,,,,,,,"541512",,"Prince George's",,,,"Loan/grant"
"2016","Pioneer Pub, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","125000",,,"3","30",,,,,"722511",,"Baltimore",,,,"Loan/grant"
"2016","Pirates Cove","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore County Department of Economic and Workforce Development","275000",,"94189","20","20",,,,,"722511",,"Anne Arundel",,,,"Loan/grant"
"2016","Pitney Bowes Software Inc.","Research and Development Tax Credit","R&D Tax Credit",,"5841.66",,"1396264",,,,,,,"511210",,"Prince George's",,,,"Tax credit"
"2016","Pixelligent","Export Maryland Grant","Export Maryland",,"10000",,,"7",,,,,,"541711",,"Baltimore City",,,,"Loan/grant"
"2016","Planar Monolithics Industries, Inc. (PMI)","Export Maryland Grant","Export Maryland",,"10000",,,"10",,,,,,"443142",,"Frederick",,,,"Loan/grant"
"2016","Planit","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/FSC First","500000",,"1900000","15","100",,,,,"541810",,"Baltimore City",,,,"Loan/grant"
