"title","event_start","event_end","subcategory_1","subcategory_2","location"
"Winners & Losers","2014-10-22T00:00:00.000","2014-10-22T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Miss Fisher Murder Mysteries - Series 3","2014-10-22T00:00:00.000","2014-10-24T00:00:00.000","Filming - TV Series",,"Exhibition Street"
"Miss Fisher Murder Mysteries Series 3","2014-11-03T00:00:00.000","2014-11-04T00:00:00.000","Filming - TV Series",,"Swanston Street"
"Winners & Losers Series 4","2014-11-12T00:00:00.000","2014-11-12T00:00:00.000","Filming - TV Series",,"Promotional Sites, Roads / Public Access Spaces"
"Miss Fisher Murder Mysteries Series 3","2014-11-24T00:00:00.000","2014-11-24T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"The Block","2014-12-11T00:00:00.000","2014-12-11T00:00:00.000","Filming - TV Series",,"Batman Park"
"I, Supermodel","2015-01-07T00:00:00.000","2015-01-07T00:00:00.000","Filming - TV Series",,"Chinatown Plaza - see notes."
"Childhoods End","2015-01-09T00:00:00.000","2015-01-09T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Childhoods End","2015-01-10T00:00:00.000","2015-01-10T00:00:00.000","Filming - TV Series",,"Exhibition Street, Little Collins Street, Russell Street"
"Childhoods End","2015-01-10T00:00:00.000","2015-01-11T00:00:00.000","Filming - TV Series",,"Alexandra Gardens, AG - Riverslide Skate Park"
"Childhoods End","2015-01-17T00:00:00.000","2015-01-17T00:00:00.000","Filming - TV Series",,"Promotional Sites"
"Childhoods End","2015-02-11T00:00:00.000","2015-02-11T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Childhoods End","2015-02-12T00:00:00.000","2015-02-12T00:00:00.000","Filming - TV Series",,"Fawkner Park"
"Childhoods End","2015-02-13T00:00:00.000","2015-02-13T00:00:00.000","Filming - TV Series",,"Swanston Street"
"Masterchef Ep39","2015-02-25T00:00:00.000","2015-02-25T00:00:00.000","Filming - TV Series",,"Spring Street"
"Childhoods End","2015-02-25T00:00:00.000","2015-02-27T00:00:00.000","Filming - TV Series",,"Carlton Gardens"
"Childhoods End","2015-03-03T00:00:00.000","2015-03-05T00:00:00.000","Filming - TV Series",,"Carlton Gardens"
"Molly","2015-03-11T00:00:00.000","2015-03-11T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Molly","2015-03-13T00:00:00.000","2015-03-13T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Childhoods End Unit Base","2015-03-17T00:00:00.000","2015-03-17T00:00:00.000","Filming - TV Series",,"Princes Park"
"House Husbands","2015-03-23T00:00:00.000","2015-03-23T00:00:00.000","Filming - TV Series",,"Bridges"
"Foxtel Sketch Comedy","2015-03-24T00:00:00.000","2015-03-25T00:00:00.000","Filming - TV Series",,"Bridges"
"Utopia","2015-03-25T00:00:00.000","2015-03-25T00:00:00.000","Filming - TV Series",,"Collins Street"
"Masterchef","2015-04-14T00:00:00.000","2015-04-14T00:00:00.000","Filming - TV Series",,"Flinders Street"
"Winners And Losers - Season 5","2015-04-20T00:00:00.000","2015-04-20T00:00:00.000","Filming - TV Series",,"Alexandra Gardens, St Kilda Road, Southbank Promenade"
"House Husbands","2015-04-20T00:00:00.000","2015-04-20T00:00:00.000","Filming - TV Series",,"Flinders Street, Queen Street"
"The Beautiful Lie","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","Filming - TV Series",,"Flinders Street, Russell Street"
"Winners And Losers - Season 5","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","Filming - TV Series",,"Promotional Sites, Roads / Public Access Spaces"
"Tasty Road","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","Filming - TV Series",,"Bourke Street, Flinders Lane, Flinders Street, Swanston Street, Southbank Promenade, Alfred Place, Degraves Street"
"Winners And Losers Season 5","2015-05-20T00:00:00.000","2015-05-20T00:00:00.000","Filming - TV Series",,"Promotional Sites, Roads / Public Access Spaces"
"Please Like Me Series 3","2015-05-25T00:00:00.000","2015-05-25T00:00:00.000","Filming - TV Series",,"Promotional Sites"
"Please Like Me Series 3","2015-05-27T00:00:00.000","2015-05-27T00:00:00.000","Filming - TV Series",,"Treasury Gardens"
"The Beautiful Lie","2015-06-12T00:00:00.000","2015-06-12T00:00:00.000","Filming - TV Series",,"Fitzroy Gardens"
"House Husbands","2015-06-15T00:00:00.000","2015-06-15T00:00:00.000","Filming - TV Series",,"Collins Street"
"Grand Designs Australia","2015-06-19T00:00:00.000","2015-06-19T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Winners And Losers Season 5","2015-07-02T00:00:00.000","2015-07-02T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Winners And Losers - Season 5","2015-07-13T00:00:00.000","2015-07-13T00:00:00.000","Filming - TV Series",,"All Other Spaces"
"Winners And Losers Season 5","2015-07-22T00:00:00.000","2015-07-22T00:00:00.000","Filming - TV Series",,"Roads / Public Access Spaces"
"Winners And Losers - Season 5","2015-07-31T00:00:00.000","2015-07-31T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Jack Irish","2015-08-20T00:00:00.000","2015-08-20T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Hunters","2015-08-24T00:00:00.000","2015-08-24T00:00:00.000","Filming - TV Series",,"Therry Street"
"Hunters","2015-08-31T00:00:00.000","2015-08-31T00:00:00.000","Filming - TV Series",,"All Other Spaces"
"Luke Warm Sex","2015-09-03T00:00:00.000","2015-09-04T00:00:00.000","Filming - TV Series",,"Queensbridge Square , Evan Walker Bridge"
"The Doctor Blake Mysteries","2015-09-16T00:00:00.000","2015-09-16T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Open Slather","2015-09-17T00:00:00.000","2015-09-17T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Hunters","2015-09-21T00:00:00.000","2015-09-21T00:00:00.000","Filming - TV Series",,"Little Collins Street, Spring Street"
"Open Slather","2015-09-24T00:00:00.000","2015-09-24T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Jack Irish","2015-09-30T00:00:00.000","2015-09-30T00:00:00.000","Filming - TV Series",,"Queen Street"
"The Dr Blake Mysteries","2015-10-01T00:00:00.000","2015-10-01T00:00:00.000","Filming - TV Series",,"Royal Park"
"Hunters","2015-10-19T00:00:00.000","2015-10-19T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Hunters","2015-10-29T00:00:00.000","2015-10-29T00:00:00.000","Filming - TV Series",,"Flagstaff Gardens, Street Locations"
"Hunters","2015-11-02T00:00:00.000","2015-11-04T00:00:00.000","Filming - TV Series",,"All Other Spaces, Roads / Public Access Spaces"
"Australia's Got Talent","2015-11-19T00:00:00.000","2015-11-25T00:00:00.000","Filming - TV Series",,"Chinatown Plaza - see notes."
"Australia's Got Talent Intro","2015-11-20T00:00:00.000","2015-11-20T00:00:00.000","Filming - TV Series",,"Cohen Place"
"Running Man Reality Tv","2015-11-23T00:00:00.000","2015-11-23T00:00:00.000","Filming - TV Series",,"Carlton Gardens, Tom's Block, St Kilda Road, Southbank Promenade, Inner Suburb Locations"
"Masterchef S8","2015-12-16T00:00:00.000","2015-12-16T00:00:00.000","Filming - TV Series",,"Carlton Gardens"
"The Recruit Series 2tv Episode 1Redbull Street Stars","2016-02-25T00:00:00.000",,"Filming - TV Series Filming - TV Series",,"Alexandra Gardens, Kings Domain, All Other Spaces, Harbour Esplanade"
"Redbull Street Stars","2016-03-25T00:00:00.000","2016-03-26T00:00:00.000","Filming - TV Series",,"Swanston Street, Southbank Promenade"
"Ntv7 Travel With Parents","2016-04-12T00:00:00.000","2016-04-12T00:00:00.000","Filming - TV Series",,"Flinders Street, Bridges, Centre Place, Degraves Street, Hosier Lane"
"The Wrong Girl","2016-04-20T00:00:00.000","2016-04-20T00:00:00.000","Filming - TV Series",,"Other Park Locations, Inner Suburb Locations, Bond Street"
"The Wrong Girl","2016-04-27T00:00:00.000","2016-04-29T00:00:00.000","Filming - TV Series",,"Market Street"
"The Wrong Girl","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","Filming - TV Series",,"Other Park Locations, Spring Street, Inner Suburb Locations, Punch Lane"
"Seven Types Of Ambiguity","2016-05-09T00:00:00.000","2016-05-09T00:00:00.000","Filming - TV Series",,"Flagstaff Gardens, Little Bourke Street, William Street, Barry Lane"
"Offspring Season 6","2016-05-12T00:00:00.000","2016-05-12T00:00:00.000","Filming - TV Series",,"Fitzroy Gardens"
"Seven Types Of Ambiguity","2016-05-16T00:00:00.000","2016-05-16T00:00:00.000","Filming - TV Series",,"Bourke Street, Little Bourke Street, Crossley Street"
"The Wrong Girl","2016-05-17T00:00:00.000","2016-05-20T00:00:00.000","Filming - TV Series",,"Market Street"
"The Wrong Girl","2016-05-17T00:00:00.000","2016-05-17T00:00:00.000","Filming - TV Series",,"Corrs Lane"
"Mazda TVC","2014-04-23T00:00:00.000","2014-04-23T00:00:00.000","Filming - TVC",,"Roads / Public Access Spaces"
"The Wrong Girl","2016-05-25T00:00:00.000","2016-05-25T00:00:00.000","Filming - TV Series",,"Little Collins Street, Spring Street, Meyers Place (Green Laneway)"
"Offspring","2016-06-01T00:00:00.000","2016-06-02T00:00:00.000","Filming - TV Series",,"Other Park Locations, Inner Suburb Locations, Other Laneways/Places/Alleys"
"The Wrong Girl","2016-06-03T00:00:00.000","2016-06-03T00:00:00.000","Filming - TV Series",,"Promotional Sites"
"The Wrong Girl","2016-06-06T00:00:00.000","2016-06-10T00:00:00.000","Filming - TV Series",,"Market Street"
"The Wrong Girl","2016-06-07T00:00:00.000","2016-06-09T00:00:00.000","Filming - TV Series",,"Collins Street"
"The Wrong Girl","2016-06-12T00:00:00.000","2016-06-14T00:00:00.000","Filming - TV Series",,"Market Street"
"Fancy Boy","2016-06-22T00:00:00.000","2016-06-22T00:00:00.000","Filming - TV Series",,"Other Park Locations"
"The Wrong Girl","2016-06-27T00:00:00.000","2016-06-27T00:00:00.000","Filming - TV Series",,"Treasury Gardens, Other Park Locations, Spring Street, Inner Suburb Locations, McIlwraith Place"
"Postcards","2016-07-06T00:00:00.000","2016-07-06T00:00:00.000","Filming - TV Series",,"Fitzroy Gardens"
"The Leftovers","2016-07-18T00:00:00.000","2016-07-19T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"The Leftovers","2016-07-20T00:00:00.000","2016-07-21T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Please Like Me","2016-07-20T00:00:00.000","2016-07-20T00:00:00.000","Filming - TV Series",,"Carlton Gardens, Other Park Locations"
"The Leftovers","2016-07-27T00:00:00.000","2016-07-27T00:00:00.000","Filming - TV Series",,"Flinders Street, Hosier Lane, Rutledge Lane"
"Grand Designs Australia","2016-08-03T00:00:00.000","2016-08-03T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Warner Brothers Tvs","2016-08-05T00:00:00.000","2016-08-05T00:00:00.000","Filming - TV Series",,"Kings Domain"
"Wentworth","2016-08-22T00:00:00.000","2016-08-22T00:00:00.000","Filming - TV Series",,"Russell Street"
"Sisters","2016-08-29T00:00:00.000","2016-08-29T00:00:00.000","Filming - TV Series",,"Other Park Locations"
"Sisters","2016-08-30T00:00:00.000","2016-08-30T00:00:00.000","Filming - TV Series",,"Treasury Gardens, Inner Suburb Locations"
"Newtons Law","2016-08-31T00:00:00.000","2016-08-31T00:00:00.000","Filming - TV Series",,"Exhibition Street"
"The Leftovers","2016-09-01T00:00:00.000","2016-09-08T00:00:00.000","Filming - TV Series",,"Little Bourke Street, Inner Suburb Locations"
"Newtons Law","2016-09-08T00:00:00.000","2016-09-08T00:00:00.000","Filming - TV Series",,"Spring Street, Inner Suburb Locations"
"Dogfight","2016-09-12T00:00:00.000","2016-09-13T00:00:00.000","Filming - TV Series",,"Cohen Place, Smythe Lane"
"Newtons Law","2016-09-19T00:00:00.000","2016-09-20T00:00:00.000","Filming - TV Series",,"La Trobe Street, Russell Street"
"The Today Show","2016-09-28T00:00:00.000","2016-09-29T00:00:00.000","Filming - TV Series",,"Birrarung Marr"
"The Block","2016-11-11T00:00:00.000","2016-11-11T00:00:00.000","Filming - TV Series",,"Swanston Street"
"2pm Wild Beat","2016-11-11T00:00:00.000","2016-11-17T00:00:00.000","Filming - TV Series",,"Flinders Lane, Flinders Street, Queen Street, Russell Street, Spencer Street, Inner Suburb Locations, Franklin Street, Degraves Street, Hardware Lane, Hosier Lane, Rutledge Lane, Tattersalls Lane"
"The Warriors","2016-11-15T00:00:00.000","2016-11-15T00:00:00.000","Filming - TV Series",,"Alexandra Gardens"
"Power Couples","2016-11-23T00:00:00.000","2016-11-23T00:00:00.000","Filming - TV Series",,"Evan Walker Bridge"
"Masterchef 9","2016-11-28T00:00:00.000","2016-11-28T00:00:00.000","Filming - TV Series",,"Bridges"
"Persil Online","2016-11-29T00:00:00.000","2016-11-29T00:00:00.000","Filming - TV Series",,"Parks"
"Masterchef 9","2016-11-30T00:00:00.000","2016-11-30T00:00:00.000","Filming - TV Series",,"Alexandra Gardens, St Kilda Road, Bridges"
"Power Couples","2016-12-10T00:00:00.000","2016-12-10T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Power Couples","2016-12-12T00:00:00.000","2016-12-12T00:00:00.000","Filming - TV Series",,"Evan Walker Bridge"
"The Project","2016-12-16T00:00:00.000","2016-12-16T00:00:00.000","Filming - TV Series",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Spot Jobs TVC","2014-04-26T00:00:00.000","2014-05-11T00:00:00.000","Filming - TVC",,"Bank Place"
"Glitch 2","2017-01-30T00:00:00.000","2017-01-31T00:00:00.000","Filming - TV Series",,"Other Park Locations, Exhibition Street, Flinders Street, Inner Suburb Locations"
"Ronny Chieng: International Student","2017-02-13T00:00:00.000","2017-02-13T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Chaperones","2017-02-15T00:00:00.000","2017-02-15T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Utopia 3","2017-03-09T00:00:00.000","2017-03-09T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Utopia 3","2017-03-16T00:00:00.000","2017-03-16T00:00:00.000","Filming - TV Series",,"Franklin Street"
"Utopia 3","2017-03-23T00:00:00.000","2017-03-23T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"Offspring S7","2017-03-24T00:00:00.000","2017-03-24T00:00:00.000","Filming - TV Series",,"Other Park Locations"
"Mustangs Fc","2017-03-31T00:00:00.000","2017-04-12T00:00:00.000","Filming - TV Series",,"Fawkner Park, Parks"
"Filming - Offspring S7","2017-04-04T00:00:00.000","2017-04-04T00:00:00.000","Filming - TV Series",,"Inner Suburb Locations"
"The Real Housewives Of Melbourne","2017-04-12T00:00:00.000","2017-04-12T00:00:00.000","Filming - TV Series",,"Birrarung Marr"
"Offspring S7","2017-04-20T00:00:00.000","2017-04-20T00:00:00.000","Filming - TV Series",,"Fitzroy Gardens"
"Miss Fishers Murder Mysteries","2014-12-15T00:00:00.000","2014-12-15T00:00:00.000","Filming - TV Series","Filming - Unit","Inner Suburb Locations"
"Jack Irish Unit Base","2015-08-24T00:00:00.000","2015-08-24T00:00:00.000","Filming - TV Series","Filming - Unit","Treasury Gardens"
"Jack Irish","2015-09-02T00:00:00.000","2015-09-02T00:00:00.000","Filming - TV Series","Filming - Unit","Treasury Gardens, Inner Suburb Locations, Bond Street"
"Offspring","2016-06-08T00:00:00.000","2016-06-08T00:00:00.000","Filming - TV Series","Filming - Unit","Fitzroy Gardens, Other Park Locations, Inner Suburb Locations"
"Dogfight","2016-08-21T00:00:00.000","2016-08-21T00:00:00.000","Filming - TV Series","Filming - Unit","Flagstaff Gardens, Bank Place"
"Newtons Law","2016-11-02T00:00:00.000","2016-11-03T00:00:00.000","Filming - TV Series","Filming - Unit","Argyle Square Stage Only, Other Park Locations, La Trobe Street, Russell Street, Piazza Italia"
"Dr Blake Unit Base","2016-11-04T00:00:00.000","2016-11-04T00:00:00.000","Filming - TV Series","Filming - Unit","Royal Park"
"Westpac Tvc","2014-01-08T00:00:00.000","2014-01-09T00:00:00.000","Filming - TVC",,"Meyers Place (Green Laneway)"
"Ford Ecosport TVC","2014-01-31T00:00:00.000","2014-02-02T00:00:00.000","Filming - TVC",,"Little Bourke Street, Little Collins Street, Baptist Place, Flanigan Lane, Guildford Lane (Green Laneway(, Howitt Lane, Kirks Lane, McLean Alley, McIlwraith Place, Meyers Place (Green Laneway), Niagara Lane, Penfold Place, Ridgway Place, Royal Lane, Russell Place, Straughton Lane, Sutherland Street, Throssell Lane, Windsor Place"
"Rugby Tvc","2014-02-03T00:00:00.000","2014-02-03T00:00:00.000","Filming - TVC",,"Crossley Street"
"Coles TVC","2014-02-13T00:00:00.000","2014-02-13T00:00:00.000","Filming - TVC",,"City Square"
"Hyundai Sonata Tvc","2014-02-18T00:00:00.000","2014-02-22T00:00:00.000","Filming - TVC",,"Other Park Locations, Flinders Lane, Spring Street, Inner Suburb Locations"
"Target Ambassador TVC","2014-02-19T00:00:00.000","2014-02-25T00:00:00.000","Filming - TVC",,"Other Park Locations, Inner Suburb Locations"
"Bonds TVC","2014-02-22T00:00:00.000","2014-02-24T00:00:00.000","Filming - TVC",,"Flagstaff Gardens"
"Jess Ranch","2014-02-25T00:00:00.000","2014-02-25T00:00:00.000","Filming - TVC",,"Little Bourke Street, Bridges"
"Jeep Tvc","2014-02-26T00:00:00.000","2014-02-27T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Host Plus Tvc","2014-02-28T00:00:00.000","2014-02-28T00:00:00.000","Filming - TVC",,"Treasury Gardens"
"TAC TVC","2014-03-25T00:00:00.000","2014-03-25T00:00:00.000","Filming - TVC",,"Exhibition Street"
"Tourism Australia","2014-03-26T00:00:00.000","2014-03-26T00:00:00.000","Filming - TVC",,"Bridges, Centre Place, Degraves Street, Hosier Lane"
"Samsung NX30 TVC","2014-04-01T00:00:00.000","2014-04-02T00:00:00.000","Filming - TVC",,"Southbank Promenade"
"Toyota Lexus TVC","2014-04-06T00:00:00.000","2014-04-06T00:00:00.000","Filming - TVC",,"Promotional Sites, Roads / Public Access Spaces"
"Honda TVC","2014-04-22T00:00:00.000","2014-04-24T00:00:00.000","Filming - TVC",,"Flinders Lane, Little Collins Street"
"Samsung TVC","2014-05-03T00:00:00.000","2014-05-03T00:00:00.000","Filming - TVC",,"Birrarung Marr"
"Seven News Promos","2014-05-14T00:00:00.000","2014-05-15T00:00:00.000","Filming - TVC",,"Evan Walker Bridge"
"Target Promo","2014-06-05T00:00:00.000","2014-06-05T00:00:00.000","Filming - TVC",,"Alexandra Gardens"
"Honda Jazz TVC","2014-06-20T00:00:00.000","2014-06-21T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Mitsubishi Asx Tvc","2014-06-21T00:00:00.000","2014-06-22T00:00:00.000","Filming - TVC",,"Little Collins Street, Roads / Public Access Spaces"
"ALP TVC","2014-07-01T00:00:00.000","2014-07-02T00:00:00.000","Filming - TVC",,"Alexandra Gardens"
"Nissan Qashqai TVC","2014-07-08T00:00:00.000","2014-07-08T00:00:00.000","Filming - TVC",,"Promotional Sites"
"Realestate.com.au TVC","2014-07-17T00:00:00.000","2014-07-18T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"MYOB Escape Plan","2014-07-18T00:00:00.000","2014-07-18T00:00:00.000","Filming - TVC",,"Little Bourke Street, Hardware Lane"
"Australia Post TVC","2014-07-18T00:00:00.000","2014-07-18T00:00:00.000","Filming - TVC",,"Little Collins Street"
"MSFW TVC","2014-07-24T00:00:00.000","2014-07-24T00:00:00.000","Filming - TVC",,"Masons Lane"
"Medibank TVC","2014-08-02T00:00:00.000","2014-08-02T00:00:00.000","Filming - TVC",,"Kings Domain, Collins Street"
"Youi 'Fastest Growing' TVC","2014-08-05T00:00:00.000","2014-08-05T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Cricket World Cup Tvc","2014-08-07T00:00:00.000","2014-08-07T00:00:00.000","Filming - TVC",,"Other Laneways/Places/Alleys"
"U By Kotek","2014-08-23T00:00:00.000","2014-08-23T00:00:00.000","Filming - TVC",,"Flinders Lane, Little Lonsdale Street, William Street, Inner Suburb Locations, Street Locations"
"TAC Commercial","2014-08-30T00:00:00.000","2014-09-01T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Mitsubishi Tvc","2014-09-05T00:00:00.000","2014-09-06T00:00:00.000","Filming - TVC",,"Little Collins Street, Church Lane, McKillop Street, Promotional Sites, Roads / Public Access Spaces"
"Suzuki Swift Tvc","2014-09-07T00:00:00.000","2014-09-07T00:00:00.000","Filming - TVC",,"Collins Street, Exhibition Street, Flinders Street, Queen Street, Spencer Street, Spring Street, Drewery Lane - Do Not Book, Gallaghers Place, Goldie Place, Heffernan Lane, Lt Queen Street, McKillop Street, Niagara Lane"
"Ford TVC","2014-09-10T00:00:00.000","2014-09-11T00:00:00.000","Filming - TVC",,"Other Park Locations, Inner Suburb Locations"
"Mazda TVC","2014-09-19T00:00:00.000","2014-09-20T00:00:00.000","Filming - TVC",,"Flagstaff Gardens, Little Collins Street, Street Locations, Roads / Public Access Spaces"
"Subaru Tvc","2014-10-31T00:00:00.000","2014-11-01T00:00:00.000","Filming - TVC",,"Little Bourke Street, Inner Suburb Locations, Crombie Lane"
"Mazda TVC","2014-11-22T00:00:00.000","2014-11-23T00:00:00.000","Filming - TVC",,"Flinders Lane, Flinders Street, Spring Street"
"Asus Zen Book TVC","2014-12-05T00:00:00.000","2014-12-05T00:00:00.000","Filming - TVC",,"McKillop Street"
"Keno Lets Play","2014-12-16T00:00:00.000","2014-12-17T00:00:00.000","Filming - TVC",,"Little Bourke Street, Bridges, Southbank Promenade, Campbell Arcade, Centre Place, Cohen Place, Union Lane"
"Kia Stills Shoot","2014-12-21T00:00:00.000","2014-12-21T00:00:00.000","Filming - TVC",,"Collins Street"
"Saxo Bank Tvc","2015-01-13T00:00:00.000","2015-01-13T00:00:00.000","Filming - TVC",,"Lonsdale Street"
"Australian Unity Tvc","2015-01-15T00:00:00.000","2015-01-15T00:00:00.000","Filming - TVC",,"Bridges"
"Holden Tvc","2015-01-15T00:00:00.000","2015-01-17T00:00:00.000","Filming - TVC",,"Little Collins Street, Queen Street, William Street, Roads / Public Access Spaces"
"Bmw Plate Shots","2015-01-17T00:00:00.000","2015-01-18T00:00:00.000","Filming - TVC",,"Flinders Lane, Inner Suburb Locations, Roads / Public Access Spaces"
"Mazda Tvc","2015-01-19T00:00:00.000","2015-01-19T00:00:00.000","Filming - TVC",,"Promotional Sites, Roads / Public Access Spaces"
"Apia Tvc","2015-01-21T00:00:00.000","2015-01-21T00:00:00.000","Filming - TVC",,"Fawkner Park"
"Mazda Tvc","2015-02-07T00:00:00.000","2015-02-07T00:00:00.000","Filming - TVC",,"Alexandra Gardens, Birrarung Marr, Roads / Public Access Spaces"
"Shiver Tvc","2015-02-09T00:00:00.000","2015-02-10T00:00:00.000","Filming - TVC",,"Elizabeth Street"
"Ford Tvc","2015-02-09T00:00:00.000","2015-02-15T00:00:00.000","Filming - TVC",,"Spring Street, Bridges"
"Grand Central Marketing Film","2015-02-09T00:00:00.000","2015-02-09T00:00:00.000","Filming - TVC",,"Fawkner Park"
"Bank Of Melbourne Tvc","2015-02-12T00:00:00.000","2015-02-13T00:00:00.000","Filming - TVC",,"Campbell Arcade"
"Toyota Tvc","2015-02-13T00:00:00.000","2015-02-14T00:00:00.000","Filming - TVC",,"La Trobe Street, Little Bourke Street, Little Collins Street, Bridges"
"Mazda Tvc Photography","2015-02-20T00:00:00.000","2015-02-20T00:00:00.000","Filming - TVC",,"Treasury Gardens"
"Toyota Tvc","2015-03-16T00:00:00.000","2015-03-19T00:00:00.000","Filming - TVC",,"Alexandra Gardens, Birrarung Marr, Kings Domain, Roads / Public Access Spaces"
"Cash Converters","2015-03-21T00:00:00.000","2015-03-21T00:00:00.000","Filming - TVC",,"Little Collins Street, Church Lane"
"Honda Accord Hybrid","2015-03-24T00:00:00.000","2015-03-25T00:00:00.000","Filming - TVC",,"Roads / Public Access Spaces"
"Afl 9's Tvc","2015-04-13T00:00:00.000","2015-04-13T00:00:00.000","Filming - TVC",,"Fawkner Park"
"Victoria University Tv Commercial","2015-04-22T00:00:00.000","2015-04-22T00:00:00.000","Filming - TVC",,"Batman Park"
"Holden Captiva & Trax Tvc","2015-04-22T00:00:00.000","2015-04-23T00:00:00.000","Filming - TVC",,"Inner Suburb Locations, Roads / Public Access Spaces"
"Jetstar","2015-05-28T00:00:00.000","2015-05-29T00:00:00.000","Filming - TVC",,"Bridges"
"Holden Colorado Tvc","2015-06-11T00:00:00.000","2015-06-11T00:00:00.000","Filming - TVC",,"All Other Spaces, Roads / Public Access Spaces"
"Suzuki Vitara Tvc","2015-06-13T00:00:00.000","2015-06-13T00:00:00.000","Filming - TVC",,"Exhibition Street, Flinders Lane, Flinders Street, Queen Street, Spring Street, William Street, Roads / Public Access Spaces"
"Mitsubishi Asx Tvc","2015-06-27T00:00:00.000","2015-06-27T00:00:00.000","Filming - TVC",,"Little Bourke Street, Little Collins Street, Queen Street, Roads / Public Access Spaces"
"Westpac Get Cash Corporate Video","2015-07-08T00:00:00.000","2015-07-09T00:00:00.000","Filming - TVC",,"Bourke Street, Russell Street, Inner Suburb Locations"
"Jetstar Tvc","2015-07-18T00:00:00.000","2015-07-18T00:00:00.000","Filming - TVC",,"St Kilda Road"
"Audi Q7 TVC","2015-07-23T00:00:00.000","2015-07-24T00:00:00.000","Filming - TVC",,"Collins Street, La Trobe Street, Little Collins Street, William Street, Church Lane, Harbour Esplanade, Roads / Public Access Spaces"
"Mitsubishi Phev Tvc","2015-07-25T00:00:00.000","2015-07-25T00:00:00.000","Filming - TVC",,"Flinders Lane, Little Bourke Street, Russell Street, Spencer Street, William Street, Roads / Public Access Spaces"
"Tennis 2016","2015-08-10T00:00:00.000","2015-08-10T00:00:00.000","Filming - TVC",,"Hosier Lane"
"Mitsubishi Outlander Tvc","2015-08-15T00:00:00.000","2015-08-15T00:00:00.000","Filming - TVC",,"Collins Street, Queen Street, William Street, Bridges, Inner Suburb Locations, Roads / Public Access Spaces"
"Australia Post Tvc","2015-08-25T00:00:00.000","2015-08-25T00:00:00.000","Filming - TVC",,"Elizabeth Street"
"Bank Australia TVC","2015-09-04T00:00:00.000","2015-09-04T00:00:00.000","Filming - TVC",,"Princes Park"
"Honda Tvc","2015-10-17T00:00:00.000","2015-10-17T00:00:00.000","Filming - TVC",,"Bridges, Inner Suburb Locations"
"Qantas Safety Film","2015-11-30T00:00:00.000","2015-11-30T00:00:00.000","Filming - TVC",,
"Sportsgirl Demin Sparkler","2015-12-02T00:00:00.000","2015-12-02T00:00:00.000","Filming - TVC",,"Bridges, Southbank Promenade, Northbank Promenade, Queensbridge Square , Southbank Spillway , Evan Walker Bridge"
"Worksafe Tvc","2015-12-12T00:00:00.000","2015-12-12T00:00:00.000","Filming - TVC",,"Flagstaff Gardens"
"Gmhba Tvc","2015-12-15T00:00:00.000","2015-12-16T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Kia K7 Tvc","2015-12-19T00:00:00.000","2015-12-20T00:00:00.000","Filming - TVC",,"Promotional Sites, Roads / Public Access Spaces"
"Fair And Lovely","2016-01-16T00:00:00.000","2016-01-16T00:00:00.000","Filming - TVC",,"Little Bourke Street, Spencer Street, William Street"
"Ssangyong Tvc","2016-01-17T00:00:00.000","2016-01-17T00:00:00.000","Filming - TVC",,"Promotional Sites, Roads / Public Access Spaces"
"John West Tvc","2016-01-25T00:00:00.000","2016-01-25T00:00:00.000","Filming - TVC",,"Southbank Spillway"
