"indicator","type","topic","description","response","year","respondent_group","sample_size","result","format"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","138","9.4","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","100","18.5","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","Male","603","13.6","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","Female","644","16.5","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","18-24 years","296","19.8","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","25-34 years","321","13.9","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","35-44 years","160","14.1","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","45-54 years","93","17.5","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","55-64 years","109","5.6","Per cent"
"6b","Other","Food security","Skipped meals","Yes, in the last 12 months","2019","65+ years","273","8.8","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","City of Melbourne","1245","13.8","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Carlton 3053","131","23.0","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Docklands 3008","104","8.1","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","East Melbourne 3002","93","11.5","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Kensington / Flemington 3031","111","10.8","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Melbourne 3000","263","14.7","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","North Melbourne 3051 / West Melbourne 3003","212","14.1","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Parkville 3052","94","6.6","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","137","8.5","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","100","20.5","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Male","598","13.4","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","Female","644","14.2","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","18-24 years","293","14.4","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","25-34 years","318","15.4","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","35-44 years","160","14.1","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","45-54 years","91","13.3","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","55-64 years","109","6.8","Per cent"
"6c","Other","Food security","Ran out of food","Yes, in the last 12 months","2019","65+ years","274","9.1","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","City of Melbourne","1250","86.1","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Carlton 3053","132","88.0","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Docklands 3008","104","89.7","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","East Melbourne 3002","94","91.8","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Kensington / Flemington 3031","112","90.3","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Melbourne 3000","265","85.3","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","North Melbourne 3051 / West Melbourne 3003","212","80.2","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Parkville 3052","93","75.8","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","South Wharf / Southbank 3006","138","88.5","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","100","92.5","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Male","600","89.6","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","Female","645","83.1","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","18-24 years","295","81.4","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","25-34 years","320","87.1","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","35-44 years","160","87.5","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","45-54 years","94","89.9","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","55-64 years","109","94.4","Per cent"
"7a","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - during the day","Reported as feeling very safe or safe","2019","65+ years","272","88.1","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","City of Melbourne","1235","57.4","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Carlton 3053","129","61.1","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Docklands 3008","103","60.9","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","East Melbourne 3002","93","66.7","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Kensington / Flemington 3031","113","62.1","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Melbourne 3000","263","53.3","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","North Melbourne 3051 / West Melbourne 3003","209","54.3","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Parkville 3052","91","36.9","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","South Wharf / Southbank 3006","137","65.0","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","62.1","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Male","597","69.2","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","Female","633","46.2","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","18-24 years","294","43.9","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","25-34 years","321","56.8","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","35-44 years","159","59.4","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","45-54 years","94","69.9","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","55-64 years","108","75.9","Per cent"
"7b","Council Plan Indicator","Perceptions of safety","Feel safe by yourself in your neighbourhood - at night","Reported as feeling very safe or safe","2019","65+ years","259","88.6","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","City of Melbourne","1197","86.0","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Carlton 3053","123","83.4","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Docklands 3008","101","86.0","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","East Melbourne 3002","86","87.8","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Kensington / Flemington 3031","104","84.4","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Melbourne 3000","260","87.4","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","North Melbourne 3051 / West Melbourne 3003","205","77.7","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Parkville 3052","89","82.9","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","South Wharf / Southbank 3006","132","92.8","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","94.4","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Male","581","88.1","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","Female","611","84.0","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","18-24 years","293","84.5","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","25-34 years","314","84.1","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","35-44 years","154","91.2","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","45-54 years","88","85.1","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","55-64 years","103","90.3","Per cent"
"7c","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - during the day","Reported as feeling very safe or safe","2019","65+ years","245","89.4","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","City of Melbourne","1080","55.1","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Carlton 3053","108","55.7","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Docklands 3008","92","57.7","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","East Melbourne 3002","76","55.3","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Kensington / Flemington 3031","88","53.3","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Melbourne 3000","247","51.5","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","North Melbourne 3051 / West Melbourne 3003","191","50.3","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Parkville 3052","75","49.5","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","South Wharf / Southbank 3006","120","63.3","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","83","70.8","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Male","542","68.1","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","Female","533","42.2","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","18-24 years","287","40.1","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","25-34 years","307","56.6","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","35-44 years","151","62.0","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","45-54 years","83","71.8","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","55-64 years","94","61.8","Per cent"
"7d","Other","Perceptions of safety","Feel safe by yourself on public transport in and around City of Melbourne - at night","Reported as feeling very safe or safe","2019","65+ years","158","80.1","Per cent"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","78.0","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","74.5","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","79.6","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","78.8","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","77.5","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","78.8","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","75.9","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","79.0","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","80.6","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","77.8","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Male","572","78.3","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","Female","607","77.6","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","18-24 years","286","77.8","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","25-34 years","308","78.0","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","35-44 years","157","76.9","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","45-54 years","92","78.0","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","55-64 years","103","77.6","Average"
"8a","Other","Subjective wellbeing","Satisfaction with standard of living","Average satisfaction score (from 0-100)","2019","65+ years","239","81.1","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","74.8","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","75.0","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","76.4","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","74.6","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","74.1","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","76.4","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","71.3","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","71.2","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","76.0","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","75.0","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Male","572","75.9","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","Female","607","73.8","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","18-24 years","286","76.6","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","25-34 years","308","75.7","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","35-44 years","157","72.5","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","45-54 years","92","72.2","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","55-64 years","103","74.2","Average"
"8b","Other","Subjective wellbeing","Satisfaction with health","Average satisfaction score (from 0-100)","2019","65+ years","239","71.3","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","70.9","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","69.0","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","73.1","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","70.2","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","66.4","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","72.0","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","67.0","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","71.7","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","76.2","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","70.0","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Male","572","71.6","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","Female","607","70.2","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","18-24 years","286","68.9","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","25-34 years","308","71.2","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","35-44 years","157","69.6","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","45-54 years","92","70.3","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","55-64 years","103","75.1","Average"
"8c","Other","Subjective wellbeing","Satisfaction with currently achieving in life","Average satisfaction score (from 0-100)","2019","65+ years","239","76.7","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","74.5","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","68.0","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","80.4","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","77.0","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","72.2","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","75.1","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","74.0","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","75.0","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","79.3","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","69.3","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Male","572","75.0","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","Female","607","74.0","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","18-24 years","286","72.8","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","25-34 years","308","76.9","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","35-44 years","157","70.6","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","45-54 years","92","72.8","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","55-64 years","103","74.5","Average"
"8d","Other","Subjective wellbeing","Satisfaction with personal relationships","Average satisfaction score (from 0-100)","2019","65+ years","239","80.3","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","78.0","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","77.2","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","81.7","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","77.8","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","77.4","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","80.0","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","72.2","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","72.2","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","80.8","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","80.7","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Male","572","80.5","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","Female","607","75.8","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","18-24 years","286","76.2","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","25-34 years","308","79.1","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","35-44 years","157","76.8","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","45-54 years","92","80.7","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","55-64 years","103","77.5","Average"
"8e","Other","Subjective wellbeing","Satisfaction with how safe you feel","Average satisfaction score (from 0-100)","2019","65+ years","239","79.9","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","65.4","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","62.9","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","66.2","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","70.1","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","64.1","Average"
