"id_number","status","photo","type","city_owned","category","site","last_name","first_name","artist_city_state","title","medium","cost","date_purchased_installed","dimensions","funding","installed","deinstall","latitude","longitude","location","location_address","location_city","location_state","location_zip"
"131","Permanent","yes","Outdoor","Yes","City Outdoor","Hixson Pike at Bright school","Rench","CJ","Hood River, OR","Star Light Star Bright","power coated steel","30000","2013",,"Purchased with pirvate funds from Bright School",,,"35.08268","-85.28977","POINT (-85.28977 35.08268)",,,,
"165","Temporary","yes","Outdoor","Yes","Bringing Tap Back","150 River Street","Cox","April","Chattanooga, TN","Grow","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"73","Permanent","yes","Outdoor","Yes","Masonry","Cowart & Market St","Turner","Lisa","Chattanooga, TN","Railroad Boarding House","masonry","1000","1998",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.0409563","-85.3084073","POINT (-85.3084073 35.0409563)",,,,
"72","Permanent","yes","Outdoor","Yes","Masonry","Market and 14th Street","Hampton","Allen","Chattanooga, TN","Antique Truck","masonry","1000","1997",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.0386297","-85.3075598","POINT (-85.3075598 35.0386297)",,,,
"134","Permanent","yes","Outdoor","Yes","Art on Main","West Main and Market Streets @ Blue Orleans","Crier","Rondell","Chattanooga, TN","True Sound of Change","aluminum","12000","2013","7’  x 4’ x 4’","Purchased with private funds/The Lyndhurst Foundation",,,"35.03633","-85.30763","POINT (-85.30763 35.03633)",,,,
"68","Permanent","yes","Outdoor","Yes","Masonry","Market St Bridge/TN Aquarium","West","Terry","Chattanooga, TN","The Watermill","masonry","1000","1993",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.0558","-85.30983","POINT (-85.30983 35.0558)",,,,
"139","Permanent","yes","Outdoor","Yes","City Outdoor","Tennessee Riverwalk","Halligan","Roger","Chattanooga, TN","Fool's Buoy","steel, fiber reinforced cement, pigment","14500","2013","82"" x 21"" x 16""","Donation",,,,,,,,,
"123","Permanent","yes","Outdoor","Yes","City Outdoor","Chattanooga Theater Center","Petrey","John","Chattanooga, TN","Rhino Pull Toy","cast resin, copper, patina","32500","2011/2010",,"Purchased with funds from City of Chattanooga",,,"35.060079","-85.305899","POINT (-85.305899 35.060079)",,,,
"170","Temporary","yes","Outdoor","Yes","Bringing Tap Back","1151 West 40th Street","Kay","Alisyn","Chattanooga, TN","A Child's Joy","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"108","Permanent","yes","Outdoor","Yes","City Outdoor","TN Riverpark/Curtain Pole Rd","Katz","Ray","Chattanooga, TN","Square to the Gate","painted steel","55000","2007",,"Purchased with private funds/21st Century Waterfront",,,"35.0651572","-85.2739977","POINT (-85.2739977 35.0651572)",,,,
"57","Permanent",,"Indoor","Yes","City Indoor","City Hall/Ground floor","Cannon","Terry","Chattanooga, TN","Train","mixed media","4500",,,,,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"156","Permanent","yes","Outdoor","Yes","City Outdoor","Renaissance Park","Crier","Rondell","Chattanooga, TN","Walnut","concrete, aluminum","18000","2015","5’ W x 5’ D x 14’ H","Purchased with private funds/Footprint Foundation",,,,,,,,,
"164","Temporary","yes","Outdoor","Yes","Bringing Tap Back","1101 McCallie Avenue","Cox","April","Chattanooga, TN","Grow","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"8","Permanent",,"Indoor","Yes","City Indoor","City Hall/Storage (attic)","Keller","Eric","Chattanooga, TN","Freesia","oil on canvas","525","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"76","Permanent","yes","Outdoor","Yes","Masonry","Fort Negley, Piney Woods & Rustville Gateway","Turner","Lisa","Chattanooga, TN","Neighborhood Gateway","masonry","1000","2001",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.03382","-85.30677","POINT (-85.30677 35.03382)",,,,
"65","Permanent","yes","Outdoor","Yes","City Outdoor","Ross's Landing Park and Plaza","SITE with Stan Townsend + Jack Mackie",,"Chattanooga, TN","Ross's Landing Park and Plaza","mixed media","10000000","1992",,"Funded with private and state funds",,,"35.05571","-85.31053","POINT (-85.31053 35.05571)",,,,
"117","Permanent","yes","Outdoor","Yes","City Outdoor","Broad Street at Lupis Pizza","Padron","Ray","Chattanooga, TN","Anchored in Angst","concrete and steel","3000","2010",,"Purchased with private funds/Gift from an anonymous donor",,,"35.05191","-85.31051","POINT (-85.31051 35.05191)",,,,
"29","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel (bar)","Hicks","Prentice","Chattanooga, TN","Glass","glass","2000","2000",,,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"163","Temporary","yes","Outdoor","Yes","Glass Street","Dodson Ave. and Daisy Street","Worley","Ashley","Chattanooga, TN","City Play","digital print on vinyl","3000",,"8'W x 6""H",,"June-15","June-17",,,,,,,
"69","Permanent","yes","Outdoor","Yes","Masonry","Market St sidewalk @ Rhythm and Brews","Yelliott","Jane","Chattanooga, TN","Cat Fish Fantasy","masonry","1000","1994",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.05398","-85.30978","POINT (-85.30978 35.05398)",,,,
"18","Permanent","yes","Indoor","Yes","City Indoor","City Hall/3rd Floor Mayor's Conference Room","Woolsey","Laura","Chattanooga, TN","Aphrodite","oil on paper","620","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"70","Permanent","yes","Outdoor","Yes","Masonry","MLK Blvd & Market St","Mathis","Lawrence","Chattanooga, TN","Opportunity for a Conversation","masonry","1000","1995",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.04543","-85.30953","POINT (-85.30953 35.04543)",,,,
"47","Permanent","yes","Indoor","Yes","City Indoor","City Hall","Mogul","Judith","Chattanooga, TN","Reading the Times","mixed media","7500","2004",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"81","Permanent","yes","Outdoor","Yes","City Outdoor","Market Street/Courts Bldg","Decosimo","Cessna","Chattanooga, TN","Policeman's Memorial","bronze","375000","2003",,"Purchased with private funds, City of Chattanooga and Hamilton County",,,"35.04885","-85.30936","POINT (-85.30936 35.04885)",,,,
"113","Permanent","yes","Outdoor","Yes","City Outdoor","Market and First Streets","Akhriev","Daud","Chattanooga, TN","Fall","bronze","75000","2011",,"Purchased with private funds",,,"35.05575","-85.3095","POINT (-85.3095 35.05575)",,,,
"167","Temporary","yes","Outdoor","Yes","Bringing Tap Back","1312 Moss Drive","Finley","Eric","Chattanooga, TN","H2O Flow","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"162","Temporary","yes","Outdoor","Yes","Glass Street","Glass Street and Chamberlain Ave.","Thetford","Daryl","Chattanooga, TN","Man Reaching","digital print on vinyl","3000",,"8'W x 6""H",,"June-15","June-17",,,,,,,
"22","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Bradley Shoup","Mark","Chattanooga, TN","Landscape","oil on canvas","2800","2000","42"" x 54""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"21","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel (phone booth)","Bradley Shoup","Mark","Chattanooga, TN","Collage Series (3)","mixed media","1125","2000","18"" x 12.5""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"27","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Flemming","Valerie","Chattanooga, TN","Trains (2)","photography","1050","2000","21"" x 40""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"114","Permanent","yes","Outdoor","Yes","City Outdoor","Market and First Streets","Akhriev","Daud","Chattanooga, TN","Winter","bronze","75000","2011",,"Purchased with private funds",,,"35.05574","-85.30924","POINT (-85.30924 35.05574)",,,,
"5","Permanent",,"Indoor","Yes","City Indoor","City Hall/Entryway","Gilbert","Brian",,"No, Seriously, It's Art..Really","handforged steel table","625","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"176","Temporary","yes","Outdoor","Yes","MLK Exhibition","Bessie Smith Cultural Center Lawn","Newton","Charlie","Chattanooga, TN","Sister","painted aluminum & enamel",,,,,,,"35.0449151","-85.3074795","POINT (-85.3074795 35.0449151)",,,,
"168","Temporary","yes","Outdoor","Yes","Bringing Tap Back","1305 Dodson Avenue","Finley","Eric","Chattanooga, TN","H2O Flow","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"62","Permanent",,"Indoor","Yes","City Indoor","City Hall/3rd Floor","Unknown",,,"Chinese screens",,,,,,,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"67","Permanent","yes","Outdoor","Yes","Masonry","Broad and Second St","Minor","Catherine Neuhardt","Chattanooga, TN","The Couch","masonry","1000","1993",,"Purchased with private funds/Assocation for Visual Arts & Chattanooga Masonry Association",,,"35.05459","-85.3109","POINT (-85.3109 35.05459)",,,,
"160","Temporary","yes","Outdoor","Yes","Artist loan","Jefferson Heights Park","Halligan","Roger","Chattanooga, TN","Morrigan's Buoy","steel, fiber, cement, pigment","16000",,"95"" x 27"" x 55""",,"Nov-14","Nov-17",,,,,,,
"53","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Norris","Lisa","Chattanooga, TN","Hat","mixed media",,,"3.5"" x 32""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"15","Permanent",,"Indoor","Yes","City Indoor","City Hall/Storage (attic)","Shoup","Mark","Chattanooga, TN","Isolated Object #3","oil","520","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"171","Temporary","yes","Outdoor","Yes","Bringing Tap Back","100 Riverfront Pkwy","Kay","Alisyn","Chattanooga, TN","A Child's Joy","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"87","Permanent","yes","Outdoor","Yes","City Outdoor","The Passage Ross's Landing","Glass","Bill",,"The Sun Circle","glazed ceramic",,"2005",,"Purchased with private funds/21st Century Waterfront",,,,,,,,,
"116","Permanent","yes","Outdoor","Yes","City Outdoor","Main Street","Petrey","John","Chattanooga, TN","Party Dress","copper","12000","2009",,"Purchased with private funds",,,"35.035744","-85.306056","POINT (-85.306056 35.035744)",,,,
"24","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Cardillo","Michael","Chattanooga, TN","Untitled (4)","oil on canvas, tar","11000","2000","72"" x 48""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"94","Permanent","yes","Outdoor","Yes","City Outdoor","Highland Park Community Center","Spake","Thomas","Chattanooga, TN","Birth of Light","resin, steel","16000","2006",,"Purchased with private funds/Allied Arts of Great Chattanooga grant",,,"35.03192","-85.27462","POINT (-85.27462 35.03192)",,,,
"83","Permanent","yes","Outdoor","Yes","City Outdoor","The Passage Ross's Landing","Allen","Gary",,"Strength of Life","glazed ceramic",,"2005",,"Purchased with private funds/21st Century Waterfront",,,,,,,,,
"169","Temporary","yes","Outdoor","Yes","Bringing Tap Back","3610 Dodds Avenue","Kay","Alisyn","Chattanooga, TN","A Child's Joy","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"84","Permanent","yes","Outdoor","Yes","City Outdoor","The Passage Ross's Landing","Allen","Gary",,"Warrior Birds","glazed ceramic",,"2005",,"Purchased with private funds/21st Century Waterfront",,,,,,,,,
"59","Permanent",,"Indoor","Yes","City Indoor","City Hall","Tidwell","Bill",,"Walnut Street Bridge","photography",,,,,,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"36","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Norris","Lisa","Chattanooga, TN","3 Dresses (3)","Mixed media","3600","2000","24"" x 36""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"61","Permanent",,"Indoor","Yes","City Indoor","City Hall","Unknown",,,"Krystal 70 years (print)",,,,,,,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"10","Permanent",,"Indoor","Yes","City Indoor","City Hall","Newton","Charlie","Chattanooga, TN","Child II","mixed media","1000","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"63","Permanent",,"Indoor","Yes","City Indoor","City Hall","Unknown",,,"Abstract (oil on canvas)",,,,,,,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"26","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Collins","Jim","Chattanooga, TN","Sea of Orange","mixed media collage","3000","2000","36"" x 48""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"138","Permanent","yes","Outdoor","Yes","City Outdoor","Tennessee Riverwalk","Chenoweth","Jan","Chattanooga, TN","Window and Tower","steel, fiber reinforced cement, pigment","12500","2013","12' x 4' x 6'","Donation",,,,,,,,,
"23","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Buckner","Brandon","Chattanooga, TN","2 collages","fabric, wax","1400","2000","18"" x 18""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"121","Permanent","yes","Outdoor","Yes","City Outdoor","Main Street","Duncan III","Isaac","Chattanooga, TN","Matriarch","stainless steel","22500","2011/2009",,"Purchased with private funds/The Lyndhurst Foundation",,,,,,,,,
"34","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","McDaniel","Jamie Leigh",,"3 untitled photos","photography","1725","2000","18"" x 12.5""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"9","Permanent","yes","Indoor","Yes","City Indoor","City Hall","Leach","W. Scott","Chattanooga, TN","John Ross from the North","oil on canvas","2000","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"20","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Bradley Shoup","Mark","Chattanooga, TN","Chattanooga Landscapes (2)","oil on canvas","5600","2000","42"" x 54""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"161","Temporary","yes","Outdoor","Yes","Glass Street","Glass Street at Hardy Elementary","LaVoie","Mary Margaret","Chattanooga, TN","Gears","digital print on vinyl","3000",,"8'W x 6""H",,"June-15","June-17",,,,,,,
"31","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Holsomback","Michael","Chattanooga, TN",,,"1125","2000",,,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"19","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Adams","Corrine","Chattanooga, TN","Tulip Series (4)","photo transfer, wax","2300","2000",,,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"11","Permanent","yes","Indoor","Yes","City Indoor","City Hall","Norris","Lisa","Chattanooga, TN","Serve Yourself","Polariod transfer","275","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"92","Permanent","yes","Outdoor","Yes","City Outdoor","Chattanooga River Pier","Carpenter","James",,"Luminous Light Masts (7)","stainless steel","666309","2005",,"Purchased with private funds/21st Century Waterfront",,,"35.05632","-85.31303","POINT (-85.31303 35.05632)",,,,
"14","Permanent","yes","Indoor","Yes","City Indoor","City Hall","Sanders","Mary Beth","Chattanooga, TN","Structure in Transition #1","oil on canvas","275","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"17","Permanent",,"Indoor","Yes","City Indoor","City Hall","Wood","Mark","Chattanooga, TN","Tugboat","gelatin silver print","575","1999",,"Purchased with funds from City of Chattanooga",,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"166","Temporary","yes","Outdoor","Yes","Bringing Tap Back","600 North Orchard Knob Avenue","Finley","Eric","Chattanooga, TN","H2O Flow","digital print on vinyl","180",,"2.5'W x 4' H",,"15-Dec","17-Dec",,,,,,,
"79","Permanent","yes","Outdoor","Yes","City Outdoor","Coolidge Park","McNair","Jonathan & Jim Collins","Chattanooga, TN","Heavy Metal","mixed media","10000","2000",,"Purchased with funds from City of Chattanooga and Allied Arts of Greater Chattanooga grant",,,"35.06072","-85.30671","POINT (-85.30671 35.06072)",,,,
"35","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Mesmusci","Karen",,"Untitled","mixed media","850","2000","21"" x 40""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"51","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Ergel","Camille",,"Untitled (pots/buckets)","oil on canvas ?",,,"32"" x 22""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"129","Permanent","yes","Outdoor","Yes","City Outdoor","Main Street on Enzo's Market","LaRose","Shaun","Chattanooga, TN","Spirit of Main Street","mural","15000","2007",,"Purchased with funds from Lyndhurst Foundation to Allied Arts",,,"35.03653","-85.30857","POINT (-85.30857 35.03653)",,,,
"32","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Holten","William",,"Accumulation Series (2)","mixed media on board","6000","2000","24"" x 24""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"120","Permanent","yes","Outdoor","Yes","City Outdoor","Miller Park","Burns","Samuel","Chattanooga, TN","Black and White","aluminum","8000","2010",,"Purchased with private funds/Gift from an anonymous donor",,,"35.04495","-85.30882","POINT (-85.30882 35.04495)",,,,
"37","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","Rumford","Ron",,"series of 4",,"2800","2000","21"" x 27""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"86","Permanent","yes","Outdoor","Yes","City Outdoor","The Passage Ross's Landing","Glass","Bill",,"Coiled Serpent","glazed ceramic",,"2005",,"Purchased with private funds/21st Century Waterfront",,,,,,,,,
"40","Permanent",,"Indoor","No","Chattanoogan Indoor","Chattanoogan Hotel","St. Pierre","Robert",,"Vessel","wood",,"2000","38"" x 6 - 7""",,,,"35.040627","-85.30989","POINT (-85.30989 35.040627)",,,,
"60","Permanent",,"Indoor","Yes","City Indoor","City Hall/Ground floor","Unknown",,,"U.S.S. Chattanooga wood head boards",,,,,,,,"35.043539","-85.307465","POINT (-85.307465 35.043539)",,,,
"106","Permanent","yes","Outdoor","Yes","City Outdoor","Mckamey Animal Shelter",,"Elizabeth Rogers","Chattanooga, TN","Art Cats","3 resin casting, bonded bronze","18000","2007",,"Purchased with private funds/21st Century Waterfront",,,"35.11026","-85.24963","POINT (-85.24963 35.11026)",,,,
