"exam_number","general_government_gru","department","division","job_title","ethnic_code","applicant_ethnicity","gender_code","applicant_gender","date_application_received","applicant_state","city","applicant_zip_code","zip_code_location"
"010-04041","GRU",,,"POWER PLANT INSTRUMENTATION, CONTROLS AND ELECTRICAL TECHNICIAN","OH","Other Hispanic or Latino","M","Male","2012-02-21T00:00:00.000","Puerto Rico",,"00983",
"010-04003","GRU",,,"ENGINEER IV/UTILITY DESIGNER IV- Energy Delivery","UNK","Unknown","F","Female","2012-02-10T00:00:00.000","Puerto Rico",,"00976",
"4105","GG",,,"Transit Operator Trainee","2NH","Balance of 2+ Races and Some Other Race, Non-Hispanic","M","Male","2012-02-08T00:00:00.000","Puerto Rico",,"00757",
"4061","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","F","Female","2012-02-06T00:00:00.000","Florida",,"32028",
"010-04048","GRU",,,"POWER PLANT OPERATOR II","BNH","Black Alone Non-Hispanic","M","Male","2012-02-02T00:00:00.000","U.S. Virgin Islands",,"00851",
"010-04048","GRU",,,"POWER PLANT OPERATOR II","BNH","Black Alone Non-Hispanic","M","Male","2012-01-29T00:00:00.000","U.S. Virgin Islands",,"00823",
"3998","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-01-27T00:00:00.000","International",,"124 74",
"010-04048","GRU",,,"POWER PLANT OPERATOR II","BNH","Black Alone Non-Hispanic","M","Male","2012-01-25T00:00:00.000","U.S. Virgin Islands",,"00840",
"010-04048","GRU",,,"POWER PLANT OPERATOR II","BNH","Black Alone Non-Hispanic","M","Male","2012-01-23T00:00:00.000","U.S. Virgin Islands",,"00851",
"010-04010","GRU",,,"Telecommunications Specialist II - GRUCom","OH","Other Hispanic or Latino","M","Male","2012-01-19T00:00:00.000","Puerto Rico",,"00987",
"4001","GG",,,"Customer Accounts Rep - B&C","WNH","White Alone Non-Hispanic","M","Male","2011-11-28T00:00:00.000","Florida",,"32021",
"010-03971","GRU",,,"Meter Reader","2NH","Balance of 2+ Races and Some Other Race, Non-Hispanic","F","Female","2011-11-27T00:00:00.000","Puerto Rico",,"00783",
"010-04013","GRU",,,"Customer Operations Director","WNH","White Alone Non-Hispanic","F","Female","2011-11-26T00:00:00.000","Michigan",,"48664",
"010-03989","GRU",,,"ENGINEER IV - Energy Supply","WNH","White Alone Non-Hispanic","M","Male","2011-11-25T00:00:00.000","Armed Forces Africa/Canada/Europe/Middle East",,"L9B2P3",
"010-03993","GRU",,,"Network Cabling Specialst II","WNH","White Alone Non-Hispanic","M","Male","2011-11-14T00:00:00.000","Florida",,"32021",
"010-03745","GRU",,,"Production Technician","WNH","White Alone Non-Hispanic","M","Male","2011-11-02T00:00:00.000","Florida",,"32021",
"3952","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","F","Female","2011-09-28T00:00:00.000","Florida",,"32629",
"3388","GG",,,"Fleet Mechanic II","WNH","White Alone Non-Hispanic","M","Male","2011-09-13T00:00:00.000","Florida",,"32021",
"3923","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2011-09-12T00:00:00.000","Florida",,"32051",
"3947","GG",,,"Development and Customer Service Coordinator","WNH","White Alone Non-Hispanic","M","Male","2011-09-11T00:00:00.000","Florida",,"32021",
"3479","GG",,,"Operations Supervisor - Stormwater Construction","WNH","White Alone Non-Hispanic","M","Male","2011-09-08T00:00:00.000","Florida",,"32929",
"3479","GG",,,"Operations Supervisor - Stormwater Construction","OH","Other Hispanic or Latino","M","Male","2011-08-26T00:00:00.000","Puerto Rico",,"00769",
"3924","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2011-08-17T00:00:00.000","Florida",,"32944",
"3786","GG",,,"TRANSIT OPERATOR TRAINEE","WNH","White Alone Non-Hispanic","M","Male","2011-08-03T00:00:00.000","Florida",,"32021",
"3638","GG",,,"Temporary Lifeguard","WNH","White Alone Non-Hispanic","F","Female","2011-07-07T00:00:00.000","Florida",,"32660",
"0","General Application",,,"General Application","WNH","White Alone Non-Hispanic","M","Male","2011-07-07T00:00:00.000","Florida",,"34401",
"3563","GG",,,"GIS SPECIALIST - PLANNING","OH","Other Hispanic or Latino","M","Male","2011-05-31T00:00:00.000","Puerto Rico",,"00966",
"3739","GG",,,"Clerk II - Billing & Collections","PND","Prefer Not to Disclose","P","Prefer not to disclose","2011-05-31T00:00:00.000","Florida",,"23686",
"3764","GG",,,"Staff Assistant","PND","Prefer Not to Disclose","P","Prefer not to disclose","2011-05-23T00:00:00.000","Florida",,"23686",
"3633","GG",,,"Code Enforcement Officer","WNH","White Alone Non-Hispanic","M","Male","2011-05-15T00:00:00.000","Florida",,"00765",
"3372","GG",,,"Fleet Mechanic II, RTS","WNH","White Alone Non-Hispanic","M","Male","2011-04-21T00:00:00.000","Florida",,"32649",
"3568","GG",,,"Police Officer","WH","White Alone Hispanic","M","Male","2011-04-15T00:00:00.000","Puerto Rico",,"00703",
"3494","GG",,,"Recreation Supervisor","OH","Other Hispanic or Latino","M","Male","2011-04-01T00:00:00.000","Puerto Rico",,"00680",
"3675","GG",,,"Part-time Executive Assistant to City Auditor","OH","Other Hispanic or Latino","F","Female","2011-03-18T00:00:00.000","Puerto Rico",,"00926",
"3636","GG",,,"Temporary Pool Manager","UNK","Unknown","F","Female","2011-03-07T00:00:00.000","Massachusetts",,"443072",
"3626","GG",,,"Temporary Laborer (Golf-Cart Attendant)","UNK","Unknown","F","Female","2011-02-12T00:00:00.000","Massachusetts",,"443072",
"3596","GG",,,"IT Business Applications Developer, Sr.","ANH","Asian Alone Non-Hispanic","M","Male","2011-01-27T00:00:00.000","California",,"M2N6X9",
"010-03561","GRU",,,"Compliance Officer","PND","Prefer Not to Disclose","F","Female","2011-01-16T00:00:00.000","Florida",,"32518",
"3535","GG",,,"Labor Crew Leader I - Asphalt Section","OH","Other Hispanic or Latino","M","Male","2011-01-15T00:00:00.000","Puerto Rico",,"00769",
"2979","GG",,,"Internship Application","WNH","White Alone Non-Hispanic","F","Female","2011-01-08T00:00:00.000","International",,"86000",
"010-03571","GRU",,,"STAFF ASSISTANT","PND","Prefer Not to Disclose","P","Prefer not to disclose","2010-12-27T00:00:00.000","Florida",,"23686",
"3476","GG",,,"Operations Supervisor - Road Rebuilding","WNH","White Alone Non-Hispanic","M","Male","2010-11-02T00:00:00.000","Florida",,"32929",
"3372","GG",,,"Fleet Mechanic II, RTS","WNH","White Alone Non-Hispanic","M","Male","2010-10-27T00:00:00.000","Florida",,"32649",
"3487","GG",,,"Maintenance Worker II - Stormwater Pipe Crew","OH","Other Hispanic or Latino","M","Male","2010-10-24T00:00:00.000","Puerto Rico",,"00769",
"3502","GG",,,"Code Enforcement Officer Supervisor","WNH","White Alone Non-Hispanic","M","Male","2010-10-23T00:00:00.000","Florida",,"32682",
"3494","GG",,,"Recreation Supervisor","BNH","Black Alone Non-Hispanic","M","Male","2010-10-07T00:00:00.000","International",,,
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-11-30T00:00:00.000","Ohio",,"44123","POINT (-81.523857757 41.60344696)"
"4700","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2014-06-02T00:00:00.000","Nevada",,"33021","POINT (-80.188146581 26.021740182)"
"3597","GG",,,"SCHOOL CROSSING GUARD","WH","White Alone Hispanic","M","Male","2011-09-13T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4795","GG",,,"Clerk II","BNH","Black Alone Non-Hispanic","F","Female","2013-12-18T00:00:00.000","Florida",,"33147","POINT (-80.236619462 25.85086415)"
"3923","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","M","Male","2011-10-06T00:00:00.000","Florida",,"33126","POINT (-80.294077815 25.777763778)"
"3856","GG",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","F","Female","2011-09-19T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3730","GG",,,"Analyst, Senior","WNH","White Alone Non-Hispanic","M","Male","2011-04-26T00:00:00.000","Florida",,"32626","POINT (-82.88522619 29.46118136)"
"3799","GG",,,"Maintenance Worker 1","WNH","White Alone Non-Hispanic","M","Male","2012-11-12T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3998","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-06-04T00:00:00.000","Ohio",,"44060","POINT (-81.339386203 41.685706605)"
"3710","GG",,,"HR/OD Representative","BNH","Black Alone Non-Hispanic","F","Female","2011-05-06T00:00:00.000","Texas",,"78723","POINT (-97.687126142 30.309330779)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-05T00:00:00.000","Florida",,"32128","POINT (-81.043248008 29.084430279)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-09T00:00:00.000","Florida",,"32712","POINT (-81.521867744 28.713531919)"
"4621","GG",,,"Entomologist","WNH","White Alone Non-Hispanic","M","Male","2013-06-04T00:00:00.000","Georgia",,"31525","POINT (-81.498578515 31.252531538)"
"4700","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","M","Male","2014-01-15T00:00:00.000","Illinois",,"60804","POINT (-87.760087731 41.846536983)"
"4198","GG",,,"TEL SERVE OPERATOR","BNH","Black Alone Non-Hispanic","F","Female","2012-11-28T00:00:00.000","Florida",,"32025","POINT (-82.620806535 30.14021013)"
"3507","GG",,,"Carpenter","WNH","White Alone Non-Hispanic","M","Male","2010-10-24T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"010-03734","GRU",,,"PRODUCTION TECHNICIAN","WNH","White Alone Non-Hispanic","M","Male","2012-02-19T00:00:00.000","West Virginia",,"25177","POINT (-81.831418971 38.377979923)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-09T00:00:00.000","Florida",,"34476","POINT (-82.204398588 29.084551939)"
"4795","GG",,,"Clerk II","BNH","Black Alone Non-Hispanic","F","Female","2013-12-17T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3998","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-01-24T00:00:00.000","Ohio",,"43164","POINT (-83.114998771 39.593916677)"
"3484","GG",,,"Mainteance Worker I - Public Works","BNH","Black Alone Non-Hispanic","M","Male","2010-10-25T00:00:00.000","Georgia",,"32607","POINT (-82.406836739 29.644040917)"
"3558","GG",,,"Firefighter","BNH","Black Alone Non-Hispanic","M","Male","2010-12-08T00:00:00.000","Florida",,"32256","POINT (-81.548489593 30.217851033)"
"3484","GG",,,"Mainteance Worker I - Public Works","WNH","White Alone Non-Hispanic","M","Male","2010-10-31T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3787","GG",,,"INTERVENTION SPECIALIST","WNH","White Alone Non-Hispanic","F","Female","2012-10-10T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4303","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2013-02-09T00:00:00.000","Florida",,"31909","POINT (-84.926149138 32.539561272)"
"4557","GG",,,"Assistant Public Works Director","ANH","Asian Alone Non-Hispanic","M","Male","2013-03-24T00:00:00.000","Pennsylvania",,"19115-4965","POINT (-75.036950454 40.076340998)"
"010-04552","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","F","Female","2013-04-27T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4390","GG",,,"Recreation Supervisor- Educational Recreational Programming","WNH","White Alone Non-Hispanic","F","Female","2013-09-22T00:00:00.000","Florida",,"32131","POINT (-81.591218377 29.668490263)"
"3923","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2011-09-07T00:00:00.000","Florida",,"34420","POINT (-82.046318598 29.051981777)"
"3787","GG",,,"INTERVENTION SPECIALIST","WNH","White Alone Non-Hispanic","M","Male","2011-12-25T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03609","GRU",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","F","Female","2011-02-21T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"4388","GG",,,"Code Enforcement Officer","WNH","White Alone Non-Hispanic","M","Male","2012-11-19T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4105","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-05-21T00:00:00.000","Florida",,"34470","POINT (-82.09487838 29.198430188)"
"010-04552","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2013-04-29T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"010-03971","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2011-11-27T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"4433","GG",,,"Intergovermental Affairs Coordinator","BNH","Black Alone Non-Hispanic","M","Male","2013-03-18T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3963","GG",,,"TEMPORARY LABORER (Golf Cart Attendant)","BNH","Black Alone Non-Hispanic","F","Female","2012-01-17T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4982","GG",,,"Mosquito Control/Stormwater Services Technician","WNH","White Alone Non-Hispanic","M","Male","2014-05-19T00:00:00.000","Florida",,"34482","POINT (-82.24895662 29.230791789)"
"04535A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2014-01-15T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-04447","GRU",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2012-12-12T00:00:00.000","Florida",,"32614-0146","POINT (-82.371670626 29.610220259)"
"4601","GG",,,"Telecom Supervisor GRUCom","WNH","White Alone Non-Hispanic","M","Male","2013-06-02T00:00:00.000","Florida",,"32570","POINT (-87.045786207 30.691804233)"
"3965","GG",,,"Temporary Technical- Building Attendant","BNH","Black Alone Non-Hispanic","M","Male","2012-05-06T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3551","GG",,,"Transit Operator Trainee (Temporary)","BNH","Black Alone Non-Hispanic","M","Male","2011-01-27T00:00:00.000","Florida",,"34479","POINT (-82.110516054 29.239121164)"
"010-04335","GRU",,,"Wastewater Mechanic Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-10-22T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3494","GG",,,"Recreation Supervisor","WNH","White Alone Non-Hispanic","M","Male","2010-10-04T00:00:00.000","Oregon",,"33618","POINT (-82.499337562 28.067603401)"
"3578","GG",,,"Account Clerk","WNH","White Alone Non-Hispanic","F","Female","2011-01-10T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"3968","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","F","Female","2011-10-14T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4222","GG",,,"Nature Assistant","WNH","White Alone Non-Hispanic","F","Female","2012-08-11T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4421","GG",,,"Program Assistant- Risk Management","WH","White Alone Hispanic","M","Male","2012-11-16T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4505","GG",,,"Water/Wastewater ICE Tech.","BNH","Black Alone Non-Hispanic","M","Male","2013-02-04T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04885","GRU",,,"Maintenance Mechanic 1","BNH","Black Alone Non-Hispanic","M","Male","2014-02-09T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3512","GG",,,"Storekeeper I - Public Works","WNH","White Alone Non-Hispanic","M","Male","2010-12-13T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4520","GG",,,"Traffic Signs and Markings Technician I","WNH","White Alone Non-Hispanic","M","Male","2013-02-25T00:00:00.000","Florida",,"32694","POINT (-82.147809237 29.76905107)"
"4700","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","M","Male","2014-06-09T00:00:00.000","Florida",,"32304","POINT (-84.325817109 30.447071798)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","BNH","Black Alone Non-Hispanic","M","Male","2013-03-06T00:00:00.000","Georgia",,"30236","POINT (-84.338287274 33.535093277)"
"010-04648","GRU",,,"ACCOUNTANT II","WNH","White Alone Non-Hispanic","M","Male","2013-07-14T00:00:00.000","Nevada",,"89129","POINT (-115.289499453 36.230417504)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","WNH","White Alone Non-Hispanic","M","Male","2013-03-05T00:00:00.000","Alabama",,"36607","POINT (-88.102239534 30.69720073)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-11-28T00:00:00.000","Florida",,"34480","POINT (-82.083829031 29.126863602)"
"4722","GG",,,"TRANSIT OPERATIONS SUPERVISOR","WH","White Alone Hispanic","M","Male","2013-09-02T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"4609","GG",,,"COURT LIAISON SPECIALIST","WH","White Alone Hispanic","M","Male","2013-08-25T00:00:00.000","Nevada",,"89074","POINT (-115.082907477 36.037208145)"
"4345","GG",,,"Golf Cart Attendant","WNH","White Alone Non-Hispanic","M","Male","2012-09-26T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3508","GG",,,"Custodial Worker","WH","White Alone Hispanic","M","Male","2010-10-25T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4085","GG",,,"Parks Maintenance Worker I","PND","Prefer Not to Disclose","M","Male","2012-03-05T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4776","GG",,,"Assistant Transit Maintenance Manager","BNH","Black Alone Non-Hispanic","M","Male","2013-11-14T00:00:00.000","Florida",,"34758","POINT (-81.479238895 28.18087335)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-07T00:00:00.000","Florida",,"34769","POINT (-81.290826422 28.248003685)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-11-29T00:00:00.000","Florida",,"32025","POINT (-82.620806535 30.14021013)"
"3856","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-07-20T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"0","General Application",,,"General Application","BNH","Black Alone Non-Hispanic","F","Female","2011-08-16T00:00:00.000","Florida",,"34475","POINT (-82.153136213 29.222662284)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-08T00:00:00.000","Florida",,"34473","POINT (-82.19015566 29.006702475)"
"010-03878","GRU",,,"Power Plant Mechanic","WNH","White Alone Non-Hispanic","M","Male","2011-08-15T00:00:00.000","Florida",,"32667","POINT (-82.298107322 29.495263584)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-08T00:00:00.000","Florida",,"33770","POINT (-82.800368233 27.91669267)"
"3494","GG",,,"Recreation Supervisor","ANH","Asian Alone Non-Hispanic","M","Male","2011-04-06T00:00:00.000","Maryland",,"20872","POINT (-77.211457178 39.282418887)"
"010-03504","GRU",,,"POWER PLANT MECHANIC","WNH","White Alone Non-Hispanic","M","Male","2010-10-04T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"4502","GG",,,"Park Maintenance Worker III","BNH","Black Alone Non-Hispanic","M","Male","2014-01-16T00:00:00.000","Florida",,"32058","POINT (-82.091046085 30.048943289)"
"3558","GG",,,"Firefighter","BNH","Black Alone Non-Hispanic","M","Male","2010-11-29T00:00:00.000","Florida",,"32503","POINT (-87.208146027 30.452572575)"
"010-03646","GRU",,,"Customer Service Representative","WH","White Alone Hispanic","F","Female","2011-02-25T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-14T00:00:00.000","Michigan",,"48044","POINT (-82.93651898 42.646417736)"
"010-04552","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2013-04-25T00:00:00.000","Florida",,"32054","POINT (-82.39932857 29.995030461)"
"010-04898","GRU",,,"Service Operator, Trainee","WNH","White Alone Non-Hispanic","M","Male","2014-02-16T00:00:00.000","Florida",,"32054","POINT (-82.39932857 29.995030461)"
"010-04738","GRU",,,"Staff Assistant","WH","White Alone Hispanic","F","Female","2013-09-18T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-09-24T00:00:00.000","Florida",,"32536","POINT (-86.582247985 30.759143128)"
"4292","GG",,,"Paralegal","WNH","White Alone Non-Hispanic","F","Female","2012-09-05T00:00:00.000","Florida",,"34432","POINT (-82.365059512 29.067041567)"
"3923","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2011-10-09T00:00:00.000","Florida",,"34472","POINT (-82.02001828 29.122153616)"
"3923","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2011-09-20T00:00:00.000","Michigan",,"48301","POINT (-83.279387709 42.544066786)"
"4700","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-09-29T00:00:00.000","Ohio",,"44102","POINT (-81.740026125 41.475738559)"
"3967","GG",,,"Public Transit Maintenance & Safety Training Specialist","WNH","White Alone Non-Hispanic","M","Male","2012-12-10T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"010-03745","GRU",,,"Production Technician","WNH","White Alone Non-Hispanic","M","Male","2011-04-26T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-04738","GRU",,,"Staff Assistant","WNH","White Alone Non-Hispanic","F","Female","2013-09-17T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"3764","GG",,,"Staff Assistant","WNH","White Alone Non-Hispanic","F","Female","2011-05-27T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"3787","GG",,,"INTERVENTION SPECIALIST","WNH","White Alone Non-Hispanic","F","Female","2011-07-26T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4578","GG",,,"ENGINEER IV/UTILITY DESIGNER IV","WNH","White Alone Non-Hispanic","F","Female","2013-05-01T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4450","GG",,,"Staff Specialist - Nature/Culture Divisions","OH","Other Hispanic or Latino","F","Female","2013-01-07T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4862","GG",,,"Labor Crew Leader II, Drainage Division","WNH","White Alone Non-Hispanic","M","Male","2014-01-10T00:00:00.000","Florida",,"34471","POINT (-82.12271683 29.169870467)"
"3569","GG",,,"Police Officer (Certified)","BNH","Black Alone Non-Hispanic","M","Male","2011-06-17T00:00:00.000","Florida",,"33534","POINT (-82.371937655 27.835093467)"
"3752","GG",,,"Service Maintenance Temporary - Pro Shop","PND","Prefer Not to Disclose","F","Female","2012-06-05T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4376","GG",,,"Economic Development and Innovation Director","WNH","White Alone Non-Hispanic","M","Male","2012-10-18T00:00:00.000","Alabama",,"35650","POINT (-87.272756259 34.493240855)"
"4949","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","F","Female","2014-04-17T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-05028","GRU",,,"Technical Support Specialist III - Construction Inspector","BNH","Black Alone Non-Hispanic","M","Male","2014-05-29T00:00:00.000","North Carolina",,"32608","POINT (-82.39913739 29.60683029)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-15T00:00:00.000","Florida",,"32096","POINT (-82.764226477 30.346854247)"
"4061","GG",,,"Program Coordinator","BNH","Black Alone Non-Hispanic","F","Female","2012-01-30T00:00:00.000","Florida",,"33027","POINT (-80.338679297 25.986641227)"
"4143","GG",,,"TRANSIT PLANNER","BNH","Black Alone Non-Hispanic","F","Female","2012-08-14T00:00:00.000","Florida",,"33611","POINT (-82.505498779 27.892721275)"
"4940","GG",,,"TEMPORARY LIFEGUARD","WNH","White Alone Non-Hispanic","F","Female","2014-04-05T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04009","GRU",,,"Customer Service Support Specialist - GRUCom","BNH","Black Alone Non-Hispanic","M","Male","2012-01-19T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","WNH","White Alone Non-Hispanic","M","Male","2013-09-24T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4376","GG",,,"Economic Development and Innovation Director","WNH","White Alone Non-Hispanic","M","Male","2012-11-14T00:00:00.000","Texas",,"32968","POINT (-80.438909883 27.597421666)"
"010-04440","GRU",,,"Staff Assistant","WNH","White Alone Non-Hispanic","M","Male","2013-01-02T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"010-04020","GRU",,,"Customer Accounts Representative","BNH","Black Alone Non-Hispanic","F","Female","2011-12-09T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3934","GG",,,"Assistant City Attorney 1","WNH","White Alone Non-Hispanic","F","Female","2011-10-13T00:00:00.000","Florida",,"32303","POINT (-84.319499471 30.482101233)"
"4886","GG",,,"Temporary Professional- School Teacher","BNH","Black Alone Non-Hispanic","M","Male","2014-01-22T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03646","GRU",,,"Customer Service Representative","WNH","White Alone Non-Hispanic","F","Female","2011-02-20T00:00:00.000","Florida",,"32063","POINT (-82.131237386 30.278311785)"
"4433","GG",,,"Intergovermental Affairs Coordinator","WNH","White Alone Non-Hispanic","F","Female","2012-12-06T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-11T00:00:00.000","South Carolina",,"29072","POINT (-81.253246469 33.994373394)"
"4143","GG",,,"TRANSIT PLANNER","ANH","Asian Alone Non-Hispanic","F","Female","2012-08-21T00:00:00.000","Texas",,"75013","POINT (-96.692519623 33.108630987)"
"3603","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","M","Male","2013-01-14T00:00:00.000","Florida",,"32024","POINT (-82.715749251 30.098993408)"
"3507","GG",,,"Carpenter","WNH","White Alone Non-Hispanic","M","Male","2010-10-28T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4285","GG",,,"Analyst","BNH","Black Alone Non-Hispanic","F","Female","2012-08-21T00:00:00.000","Florida",,"32113","POINT (-82.111806521 29.38961043)"
"04341A","GG",,,"Firefighter - Gainesville Fire Rescue","BNH","Black Alone Non-Hispanic","M","Male","2014-06-04T00:00:00.000","Georgia",,"31605","POINT (-83.246396082 30.931053271)"
"4433","GG",,,"Intergovermental Affairs Coordinator","WH","White Alone Hispanic","F","Female","2013-02-13T00:00:00.000","Texas",,"78263","POINT (-98.312945974 29.363353562)"
"4621","GG",,,"Entomologist","WNH","White Alone Non-Hispanic","M","Male","2013-07-24T00:00:00.000","Ohio",,"43220","POINT (-83.067286265 40.051619556)"
"4535","GG",,,"TRANSIT OPERATOR TRAINEE","BNH","Black Alone Non-Hispanic","M","Male","2013-04-18T00:00:00.000","North Carolina",,"28229","POINT (-80.734565783 35.202880188)"
