"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Carpal Tunnel Syndrome","X18.44","13002.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Nervous System Symptoms/Disorders - Other","X18.44","31955.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Major Depressive Disorder","X18.44","83122.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Depression, possible - Other","X18.44","200137.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","PTSD","X18.44","203487.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Acute stress disorders","X18.44","3605.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Anxiety disorders/ other","X18.44","146445.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Adjustment disorders","X18.44","53434.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Bipolar disorders","X18.44","34713.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Schizophrenia","X18.44","12166.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Psychotic disorders - Other","X18.44","9937.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Alcohol use disorders","X18.44","84993.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Drug use disorders","X18.44","61283.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Eating disorders","X18.44","1444.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Dissociative disorders","X18.44","517.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Personality disorders","X18.44","16346.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Conduct/impulse control disorders","X18.44","5397.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Somatiform disorders","X18.44","5358.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Attention Deficit Disorder/Hyperkinetic Disorder","X18.44","24377.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Psychiatric disorders, nonspecific","X18.44","25609.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","PerBlindness/Low Vision","X18.44","5714.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Refraction disorders","X18.44","77859.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Glaucoma","X18.44","11230.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Cataract","X18.44","4828.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Eye disorders - Other","X18.44","61632.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Hearing problems","X18.44","69123.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Ear disorders - Other","X18.44","27394.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Dental Caries","X18.44","46994.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Gingivitis/Periodontitis","X18.44","28246.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Loss of Teeth","X18.44","11301.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Dental Disorders - Other","X18.44","56131.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin cancer (non-Melanoma)","X18.44","1535.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin ulcer - chronic","X18.44","1873.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin infection","X18.44","25188.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Psoriasis","X18.44","6221.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Dermatologic disorders - Other","X18.44","117061.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Sleep apnea","X18.44","72246.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Sleep disturbance - Other","X18.44","87419.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Malaise and fatigue","X18.44","13710.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Syncope","X18.44","5822.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Abdominal pain","X18.44","37941.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Chronic Pain Syndromes","X18.44","33500.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Allergies and urticaria","X18.44","18148.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Edema","X18.44","4567.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Symptoms - Other","X18.44","16951.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Tobacco Use Disorder","X18.44","143735.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Tobacco Use History","X18.44","11761.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Poisoning","X18.44","3635.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Other injuries and conditions due to external causes","X18.44","67361.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Effects of surgical procedures or medical care","X18.44","7696.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Housing insufficiency","X18.44","43081.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Psychosocial factors - Other","X18.44","88824.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Residual Codes","X18.44","72672.0"
"Age Group","A. Socio-demographic Characteristics","A1. Distribution of Age among FY13 Veteran VHA Patients","Age Group (Overall)","Overall",,"Overall","X45.64","2134041"
"Age Group","A. Socio-demographic Characteristics","A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13","Age Group by Sex","Sex",,"F","X45.64","175303"
"Age Group","A. Socio-demographic Characteristics","A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13","Age Group by Sex","Sex",,"M","X45.64","1958728"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"AI/AN","X45.64","13312"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Asian","X45.64","15667"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Black/African American","X45.64","470919"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"NH/OPI","X45.64","14479"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"White","X45.64","1353506"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Hispanic","X45.64","113795"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Multi-race","X45.64","14141"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Unknown","X45.64","138222"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Highly Rural","X45.64","26343"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Other Rural","X45.64","755487"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Urban","X45.64","1342049"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"No SC","X45.64","1000399"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 0-49","X45.64","524106"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 50-99","X45.64","439662"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 100","X45.64","168043"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","0 encounters","X45.64","44481"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","1 encounter","X45.64","86201"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","2 encounters","X45.64","115995"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","3-5 encounters","X45.64","328533"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","6-11 encounters","X45.64","478270"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","12+ encounters","X45.64","1080561"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","0 encounters","X45.64","242212"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","1 encounter","X45.64","561262"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","2 encounters","X45.64","476779"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","3-5 encounters","X45.64","625454"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","6-11 encounters","X45.64","187914"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","12+ encounters","X45.64","40420"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","0 encounters","X45.64","1443561"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","1 encounter","X45.64","137253"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","2 encounters","X45.64","99729"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","3-5 encounters","X45.64","185592"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","6-11 encounters","X45.64","121306"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","12+ encounters","X45.64","146600"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","0 encounters","X45.64","1664638"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","1 encounter","X45.64","262055"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","2 encounters","X45.64","101569"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","3-5 encounters","X45.64","82726"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","6-11 encounters","X45.64","19798"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","12+ encounters","X45.64","3255"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","0 encounters","X45.64","828716"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","1 encounter","X45.64","405546"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","2 encounters","X45.64","245371"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","3-5 encounters","X45.64","346980"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","6-11 encounters","X45.64","198630"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","12+ encounters","X45.64","108798"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","0 encounters","X45.64","1683178"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","1 encounter","X45.64","74962"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","2 encounters","X45.64","68509"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","3-5 encounters","X45.64","89372"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","6-11 encounters","X45.64","67109"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","12+ encounters","X45.64","150911"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"INFECTIOUS DISEASE","X45.64","538099"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"ENDOCRINE/METABOLIC/NUTRITIONAL","X45.64","1404069"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"CARDIOVASCULAR","X45.64","1292321"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"RESPIRATORY","X45.64","629921"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"GASTROINTESTINAL","X45.64","840454"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"URINARY","X45.64","302709"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"REPRODUCTIVE HEALTH","X45.64","460778"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"BREAST","X45.64","21427"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"CANCER","X45.64","156090"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"HEMATOLOGIC/IMMUNOLOGIC","X45.64","200410"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"MUSCULOSKELETAL","X45.64","1203990"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"NEUROLOGIC","X45.64","504421"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"MENTAL HEALTH/SUD","X45.64","897877"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"SENSE ORGAN","X45.64","870973"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"DENTAL","X45.64","227889"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"DERMATOLOGIC","X45.64","487864"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"OTHER","X45.64","1172770"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","HIV/AIDS","X45.64","17899"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Tuberculosis","X45.64","3389"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Mycoses","X45.64","128158"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Infections - Other","X45.64","82951"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Diabetes Mellitus","X45.64","521134"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Lipid Disorders","X45.64","1028521"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Overweight/Obesity","X45.64","420608"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Thyroid Disorders","X45.64","135972"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Osteoporosis","X45.64","16744"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Vitamin D Deficiency","X45.64","106337"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Endocrine, Metabolic and Nutritional Disorders - Other","X45.64","276666"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Fluid and Electrolyte Disorders","X45.64","90792"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Hypertension","X45.64","1101676"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Chest Pain/Angina","X45.64","140519"
