"date","gender","race_ethnicity","veterans"
"2040-09-30T00:00:00.000","Female","Two or more races","124264"
"2040-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","276066"
"2040-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1313143"
"2040-09-30T00:00:00.000","Male","All Veterans","11267674"
"2040-09-30T00:00:00.000","Male","White, alone","8481472"
"2040-09-30T00:00:00.000","Male","Black or African American, alone","1533762"
"2040-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","104487"
"2040-09-30T00:00:00.000","Male","Asian, alone","245714"
"2040-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","35269"
"2040-09-30T00:00:00.000","Male","Some other race, alone","281834"
"2040-09-30T00:00:00.000","Male","Two or more races","585136"
"2040-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1426701"
"2040-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","7573869"
"2041-09-30T00:00:00.000","Female","All Veterans","2219478"
"2041-09-30T00:00:00.000","Female","White, alone","1476390"
"2041-09-30T00:00:00.000","Female","Black or African American, alone","457952"
"2041-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","23563"
"2041-09-30T00:00:00.000","Female","Asian, alone","71533"
"2041-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10648"
"2041-09-30T00:00:00.000","Female","Some other race, alone","54372"
"2041-09-30T00:00:00.000","Female","Two or more races","125021"
"2041-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","278882"
"2041-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1311692"
"2041-09-30T00:00:00.000","Male","All Veterans","11060376"
"2041-09-30T00:00:00.000","Male","White, alone","8296199"
"2041-09-30T00:00:00.000","Male","Black or African American, alone","1508591"
"2041-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","103871"
"2041-09-30T00:00:00.000","Male","Asian, alone","243241"
"2041-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","35464"
"2041-09-30T00:00:00.000","Male","Some other race, alone","280917"
"2041-09-30T00:00:00.000","Male","Two or more races","592092"
"2041-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1434894"
"2041-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","7380594"
"2042-09-30T00:00:00.000","Female","All Veterans","2219400"
"2042-09-30T00:00:00.000","Female","White, alone","1475982"
"2042-09-30T00:00:00.000","Female","Black or African American, alone","456363"
"2042-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","23714"
"2042-09-30T00:00:00.000","Female","Asian, alone","72567"
"2042-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10685"
"2042-09-30T00:00:00.000","Female","Some other race, alone","54394"
"2042-09-30T00:00:00.000","Female","Two or more races","125696"
"2042-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","281601"
"2042-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1309813"
"2042-09-30T00:00:00.000","Male","All Veterans","10864382"
"2042-09-30T00:00:00.000","Male","White, alone","8121774"
"2042-09-30T00:00:00.000","Male","Black or African American, alone","1483573"
"2042-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","103335"
"2042-09-30T00:00:00.000","Male","Asian, alone","240799"
"2042-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","35673"
"2042-09-30T00:00:00.000","Male","Some other race, alone","279972"
"2042-09-30T00:00:00.000","Male","Two or more races","599256"
"2042-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1443354"
"2042-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","7197846"
"2043-09-30T00:00:00.000","Female","All Veterans","2218364"
"2043-09-30T00:00:00.000","Female","White, alone","1475112"
"2043-09-30T00:00:00.000","Female","Black or African American, alone","454400"
"2043-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","23860"
"2043-09-30T00:00:00.000","Female","Asian, alone","73609"
"2043-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10714"
"2043-09-30T00:00:00.000","Female","Some other race, alone","54379"
"2043-09-30T00:00:00.000","Female","Two or more races","126290"
"2043-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","284221"
"2043-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1307513"
"2043-09-30T00:00:00.000","Male","All Veterans","10679637"
"2043-09-30T00:00:00.000","Male","White, alone","7958122"
"2043-09-30T00:00:00.000","Male","Black or African American, alone","1458757"
"2043-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","102880"
"2043-09-30T00:00:00.000","Male","Asian, alone","238386"
"2043-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","35892"
"2043-09-30T00:00:00.000","Male","Some other race, alone","279001"
"2043-09-30T00:00:00.000","Male","Two or more races","606600"
"2043-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1452070"
"2043-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","7025553"
"2044-09-30T00:00:00.000","Female","All Veterans","2216394"
"2044-09-30T00:00:00.000","Female","White, alone","1473797"
"2044-09-30T00:00:00.000","Female","Black or African American, alone","452070"
"2044-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24000"
"2044-09-30T00:00:00.000","Female","Asian, alone","74661"
"2044-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10737"
"2044-09-30T00:00:00.000","Female","Some other race, alone","54330"
"2044-09-30T00:00:00.000","Female","Two or more races","126800"
"2044-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","286742"
"2044-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1304811"
"2044-09-30T00:00:00.000","Male","All Veterans","10505861"
"2044-09-30T00:00:00.000","Male","White, alone","7804946"
"2044-09-30T00:00:00.000","Male","Black or African American, alone","1434182"
"2044-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","102509"
"2044-09-30T00:00:00.000","Male","Asian, alone","235997"
"2044-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","36123"
"2044-09-30T00:00:00.000","Male","Some other race, alone","278001"
"2044-09-30T00:00:00.000","Male","Two or more races","614103"
"2044-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1461024"
"2044-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6863435"
"2045-09-30T00:00:00.000","Female","All Veterans","2213652"
"2045-09-30T00:00:00.000","Female","White, alone","1472145"
"2045-09-30T00:00:00.000","Female","Black or African American, alone","449405"
"2045-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24133"
"2045-09-30T00:00:00.000","Female","Asian, alone","75730"
"2045-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10753"
"2045-09-30T00:00:00.000","Female","Some other race, alone","54250"
"2045-09-30T00:00:00.000","Female","Two or more races","127235"
"2045-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","289182"
"2045-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1301803"
"2045-09-30T00:00:00.000","Male","All Veterans","10343272"
"2045-09-30T00:00:00.000","Male","White, alone","7662257"
"2045-09-30T00:00:00.000","Male","Black or African American, alone","1409977"
"2045-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","102227"
"2045-09-30T00:00:00.000","Male","Asian, alone","233643"
"2045-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","36367"
"2045-09-30T00:00:00.000","Male","Some other race, alone","276997"
"2045-09-30T00:00:00.000","Male","Two or more races","621804"
"2045-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1470326"
"2045-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6711433"
"2046-09-30T00:00:00.000","Female","All Veterans","2210099"
"2046-09-30T00:00:00.000","Female","White, alone","1470134"
"2046-09-30T00:00:00.000","Female","Black or African American, alone","446397"
"2046-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24260"
"2046-09-30T00:00:00.000","Female","Asian, alone","76814"
"2046-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10763"
"2046-09-30T00:00:00.000","Female","Some other race, alone","54140"
"2046-09-30T00:00:00.000","Female","Two or more races","127590"
"2046-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","291529"
"2046-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1298473"
"2046-09-30T00:00:00.000","Male","All Veterans","10190762"
"2046-09-30T00:00:00.000","Male","White, alone","7529074"
"2046-09-30T00:00:00.000","Male","Black or African American, alone","1386112"
"2046-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","102032"
"2046-09-30T00:00:00.000","Male","Asian, alone","231301"
"2046-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","36621"
"2046-09-30T00:00:00.000","Male","Some other race, alone","275970"
"2046-09-30T00:00:00.000","Male","Two or more races","629652"
"2046-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1479852"
"2046-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6568652"
"2047-09-30T00:00:00.000","Female","All Veterans","2205810"
"2047-09-30T00:00:00.000","Female","White, alone","1467815"
"2047-09-30T00:00:00.000","Female","Black or African American, alone","443064"
"2047-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24380"
"2047-09-30T00:00:00.000","Female","Asian, alone","77913"
"2047-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10768"
"2047-09-30T00:00:00.000","Female","Some other race, alone","54001"
"2047-09-30T00:00:00.000","Female","Two or more races","127870"
"2047-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","293787"
"2047-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1294867"
"2047-09-30T00:00:00.000","Male","All Veterans","10047762"
"2047-09-30T00:00:00.000","Male","White, alone","7404763"
"2047-09-30T00:00:00.000","Male","Black or African American, alone","1362652"
"2047-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","101922"
"2047-09-30T00:00:00.000","Male","Asian, alone","228970"
"2047-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","36886"
"2047-09-30T00:00:00.000","Male","Some other race, alone","274925"
"2047-09-30T00:00:00.000","Male","Two or more races","637643"
"2047-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1489599"
"2047-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6434469"
"2048-09-30T00:00:00.000","Female","All Veterans","2200848"
"2048-09-30T00:00:00.000","Female","White, alone","1465230"
"2048-09-30T00:00:00.000","Female","Black or African American, alone","439421"
"2048-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24493"
"2048-09-30T00:00:00.000","Female","Asian, alone","79027"
"2048-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10767"
"2048-09-30T00:00:00.000","Female","Some other race, alone","53834"
"2048-09-30T00:00:00.000","Female","Two or more races","128076"
"2048-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","295954"
"2048-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1291031"
"2048-09-30T00:00:00.000","Male","All Veterans","9913499"
"2048-09-30T00:00:00.000","Male","White, alone","7288533"
"2048-09-30T00:00:00.000","Male","Black or African American, alone","1339643"
"2048-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","101896"
"2048-09-30T00:00:00.000","Male","Asian, alone","226640"
"2048-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","37161"
"2048-09-30T00:00:00.000","Male","Some other race, alone","273860"
"2048-09-30T00:00:00.000","Male","Two or more races","645767"
"2048-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1499531"
"2048-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6308126"
"2049-09-30T00:00:00.000","Female","All Veterans","2195326"
"2049-09-30T00:00:00.000","Female","White, alone","1462460"
"2049-09-30T00:00:00.000","Female","Black or African American, alone","435492"
"2049-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24601"
"2049-09-30T00:00:00.000","Female","Asian, alone","80159"
"2049-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10760"
"2049-09-30T00:00:00.000","Female","Some other race, alone","53642"
"2049-09-30T00:00:00.000","Female","Two or more races","128212"
"2049-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","298036"
"2049-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1287039"
"2049-09-30T00:00:00.000","Male","All Veterans","9787511"
"2049-09-30T00:00:00.000","Male","White, alone","7179812"
"2049-09-30T00:00:00.000","Male","Black or African American, alone","1317172"
"2049-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","101953"
"2049-09-30T00:00:00.000","Male","Asian, alone","224312"
"2049-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","37448"
"2049-09-30T00:00:00.000","Male","Some other race, alone","272781"
"2049-09-30T00:00:00.000","Male","Two or more races","654033"
"2049-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1509665"
"2049-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6189050"
"2050-09-30T00:00:00.000","Female","All Veterans","2189309"
"2050-09-30T00:00:00.000","Female","White, alone","1459546"
"2050-09-30T00:00:00.000","Female","Black or African American, alone","431298"
"2050-09-30T00:00:00.000","Female","American Indian and Alaska Native, alone","24703"
"2050-09-30T00:00:00.000","Female","Asian, alone","81308"
"2050-09-30T00:00:00.000","Female","Native Hawaiian and Other Pacific Islander, alone","10750"
"2050-09-30T00:00:00.000","Female","Some other race, alone","53424"
"2050-09-30T00:00:00.000","Female","Two or more races","128279"
"2050-09-30T00:00:00.000","Female","Hispanic or Latino (of any race)","300030"
"2050-09-30T00:00:00.000","Female","White alone, Not Hispanic or Latino","1282936"
"2050-09-30T00:00:00.000","Male","All Veterans","9669101"
"2050-09-30T00:00:00.000","Male","White, alone","7077878"
"2050-09-30T00:00:00.000","Male","Black or African American, alone","1295296"
"2050-09-30T00:00:00.000","Male","American Indian and Alaska Native, alone","102091"
"2050-09-30T00:00:00.000","Male","Asian, alone","221979"
"2050-09-30T00:00:00.000","Male","Native Hawaiian and Other Pacific Islander, alone","37746"
"2050-09-30T00:00:00.000","Male","Some other race, alone","271687"
"2050-09-30T00:00:00.000","Male","Two or more races","662425"
"2050-09-30T00:00:00.000","Male","Hispanic or Latino (of any race)","1519956"
"2050-09-30T00:00:00.000","Male","White alone, Not Hispanic or Latino","6076558"
