"fiscal_year","unique_identifier","deal_number","decision","decision_date","expiration_date","brokered","deal_cancelled","country","program","policy_type","decision_authority","primary_export_product_naics_sic_code","product_description","term","primary_applicant","primary_lender","primary_exporter","primary_exporter_city","primary_exporter_state_code","primary_exporter_state_name","primary_borrower","primary_source_of_repayment_psor","working_capital_delegated_authority","approved_declined_amount","disbursed_shipped_amount","undisbursed_exposure_amount","outstanding_exposure_amount","small_business_authorized_amount","woman_owned_authorized_amount","minority_owned_authorized_amount","loan_interest_rate","multiyear_working_capital_extension"
"2007","09400498ST0002","400498","Approved","2007-08-02T00:00:00.000","2008-09-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ESC","Individual Delegated Authority","423310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Short Term","Cedar Creek Lumber of Texas, Inc.","N/A","Cedar Creek Lumber Of Texas, Inc.","San Antonio","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"100000","0","0","0","0","0","0","N/A",
"2007","09401662ST0001","401662","Approved","2007-01-05T00:00:00.000","2007-12-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","423430","Computer and Computer Peripheral Equipment and Software Merchant Wholesaler","Short Term","Monitex LLC","N/A","Monitex Llc","Grand Prairie","TX","Texas","Proxtel International","Proxtel International",,"500000","496979.01","0","0","500000","0","0","N/A",
"2007","09401753ST0001","401753","Approved","2007-01-19T00:00:00.000","2007-11-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ESC","Individual Delegated Authority","423840","Industrial Supplies Merchant Wholesalers","Short Term","Energy Metals Inc","Sterling Bank (Inc)","Energy Metals Inc","Houston","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"500000","1149841.99","0","0","500000","0","0","N/A",
"2007","09401918ST0001","401918","Approved","2006-12-11T00:00:00.000","2007-12-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","333415","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri","Short Term","Texas Furnace, L.L.C.","N/A","Texas Furnace, L.L.C.","Houston","TX","Texas","Techno Aire","Techno Aire",,"150000","0","0","0","150000","0","0","N/A",
"2007","09402262ST0001","402262","Approved","2007-02-20T00:00:00.000","2008-02-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","333132","Oil and Gas Field Machinery and Equipment Manufacturing","Short Term","Pipeline Oil and Gas Equipment Inc","Laredo National Bank, The","Pipeline Oil And Gas Equipment Inc","The Woodlands","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"400000","88007.5","0","0","400000","0","0","N/A",
"2007","09402336ST0001","402336","Approved","2007-03-01T00:00:00.000","2008-02-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ESC","Individual Delegated Authority","561110","Office Administrative Services","Short Term","vMonitor Inc","Silicon Valley Bank","Vmonitor Inc","Houston","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"3000000","412379.86","0","0","0","0","0","N/A",
"2007","09402989ST0001","402989","Approved","2007-01-16T00:00:00.000","2008-01-01T00:00:00.000","No","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","325199","All Other Basic Organic Chemical Manufacturing","Short Term","Midland Certified Reagent Company, Inc.","N/A","Midland Certified Reagent Company, Inc.","Midland","TX","Texas","DSTL Porton Down","DSTL Porton Down",,"300000","190190.9","0","0","300000","0","0","N/A",
"2007","09403014ST0001","403014","Approved","2007-04-18T00:00:00.000","2008-07-30T00:00:00.000","Yes","No","Mexico","Insurance","FB","Individual Delegated Authority","111150","Corn Farming","Short Term","1st United Bank","1st United Bank","Jacob Stern & Sons, Inc.","Houston","TX","Texas","Aceites Industriales El Zapote S.A. de C.V.","Aceites Industriales El Zapote S.A. de C.V.",,"4900000","15182435.21","0","0","2353470","0","0","N/A",
"2007","09403441ST0001","403441","Approved","2007-01-25T00:00:00.000","2008-01-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","333294","Food Product Machinery Manufacturing","Short Term","Meyer Industries Inc","N/A","Meyer Industries Inc","San Antonio","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"500000","173822.02","0","0","500000","0","0","N/A",
"2007","09403483ST0001","403483","Approved","2007-02-12T00:00:00.000","2008-01-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","425120","Wholesale Trade Agents and Brokers","Short Term","Amchem, Inc","N/A","Amchem, Inc","Longview","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"250000","751036.35","0","0","250000","0","250000","N/A",
"2007","09403562ST0001","403562","Approved","2007-03-13T00:00:00.000","2008-03-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","423830","Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Drews Import Export Company","First National Bank of Omaha","Drews Import Export Company","Colleyville","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"300000","95107.17","0","0","300000","0","0","N/A",
"2007","09403698MT0001","403698","Approved","2007-05-01T00:00:00.000","2007-10-31T00:00:00.000","Yes","No","Mexico","Insurance","MSM","Individual Delegated Authority","336212","Truck Trailer Manufacturing","Medium Term","Toronto-Dominion Bank, The","Toronto-Dominion Bank, The","R J Border International Lp","El Paso","TX","Texas","Alejandro Gonzalez Figueroa","Alejandro Gonzalez Figueroa",,"457996.32","0","0","0","219975.6325","0","0","N/A",
"2007","09403711ST0001","403711","Approved","2007-06-08T00:00:00.000","2008-04-01T00:00:00.000","No","No","Nigeria","Insurance","ESS","Individual Delegated Authority","325188","All Other Basic Inorganic Chemical Manufacturing","Short Term","Texas United Chemical Company LLC","N/A","Texas United Chemical Company Llc","Houston","TX","Texas","Technico Limited","Technico Limited",,"45000","0","0","0","45000","0","0","N/A",
"2007","09404162ST0001","404162","Approved","2007-04-02T00:00:00.000","2008-02-20T00:00:00.000","Yes","No","Mexico","Insurance","ESS","Individual Delegated Authority","311111","Dog and Cat Food Manufacturing","Short Term","Valley Feed And Supply Inc.","Bank Of The West","Valley Feed And Supply Inc.","El Paso","TX","Texas","Alimentos Y Forrages Del Norte, S.A. De C.V.","Alimentos Y Forrages Del Norte, S.A. De C.V.",,"585000","3725864.82","0","0","585000","0","0","N/A",
"2007","09404556ST0001","404556","Approved","2007-06-29T00:00:00.000","2008-06-01T00:00:00.000","Yes","No","China","Insurance","ESS","Individual Delegated Authority","311999","All Other Miscellaneous Food Manufacturing","Short Term","Pharmco International, Incorporated","American First National Bank","Pharmco International, Incorporated","Richardson","TX","Texas","Vital BioTech Holdings Limited","Vital BioTech Holdings Limited",,"3600000","8365071","0","0","3600000","3600000","3600000","N/A",
"2007","09404577ST0001","404577","Approved","2007-03-13T00:00:00.000","2008-03-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","321999","All Other Miscellaneous Wood Product Manufacturing","Short Term","Roddis Lumber and Veneer Company, L.P.","N/A","Roddis Lumber And Veneer Company, L.p.","San Antonio","TX","Texas","Multiple - Borrowers","Multiple - PSORs",,"100000","73235.08","0","0","100000","0","100000","N/A",
"2007","09404622ST0001","404622","Approved","2007-06-08T00:00:00.000","2008-06-01T00:00:00.000","Yes","No","Mexico","Insurance","FB","Individual Delegated Authority","111920","Cotton Farming","Short Term","PNC Bank N.A.","PNC Bank N.A.","Underwood Cotton Company, Inc","Lubbock","TX","Texas","Representaciones Textiles de Toluca, S.A. de C.V.","Arrendadora Convertel, S.A. de C.V.",,"8550000","15806147","0","0","4106565","0","0","N/A",
"2007","09406009ST0001","406009","Approved","2007-08-29T00:00:00.000","2008-07-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","423840","Industrial Supplies Merchant Wholesalers","Short Term","Texas Products Industrial Supply","N/A","Texas Products Industrial Supply","San Antonio","TX","Texas","Texas Products Industrial Supply, SA de CV","Texas Products Industrial Supply, SA de CV",,"100000","0","0","0","100000","100000","0","N/A",
"2007","09407388ST0001","407388","Approved","2007-06-13T00:00:00.000","2008-05-01T00:00:00.000","Yes","No","Multiple - Countries","Insurance","ENB","Individual Delegated Authority","211111","Crude Petroleum And Natural Gas Extraction","Short Term","Geodynamics, Inc.","Sterling Bank (Inc)","Geodynamics, Inc.","Millsap","TX","Texas","QinetiQ Group PLC","QinetiQ Group PLC",,"1000000","4294178.97","0","0","1000000","0","0","N/A",
"2007","09407645MT0001","407645","Approved","2007-06-06T00:00:00.000","2007-09-25T00:00:00.000","Yes","No","Brazil","Insurance","MTS","Individual Delegated Authority","336411","Aircraft Manufacturing","Medium Term","Air Tractor, Inc.","Wells Fargo Bank, N.A.","Air Tractor, Inc.","Olney","TX","Texas","Claudia Brunetta","Claudia Brunetta",,"521606.5","521606.44","0","0","521606.5","521606.5","0","N/A",
"2007","09407732ST0001","407732","Approved","2007-05-11T00:00:00.000","2008-05-01T00:00:00.000","Yes","No","Mexico","Insurance","FB","Individual Delegated Authority","326122","Plastics Pipe and Pipe Fitting Manufacturing","Short Term","UPS Capital Business Credit","UPS Capital Business Credit","West Texas Gas, Inc.","Midland","TX","Texas","Energas de Mexico, S.A. de C.V.","Energas de Mexico, S.A. de C.V.",,"720000","1539128.31","0","0","345816","0","0","N/A",
"2007","09408184ST0001","408184","Approved","2007-04-27T00:00:00.000","2008-05-01T00:00:00.000","Yes","No","Mexico","Insurance","FB","Individual Delegated Authority","333298","All Other Industrial Machinery Manufacturing","Short Term","Banco Monex, S.A., Institucion De Banca Multiple Monex Grupo Financiero","Banco Monex, S.A., Institucion De Banca Multiple Monex Grupo Financiero","Materiales Nordhausen","Mcallen","TX","Texas","Suministros Industriales Carrizales, S.A. De C.V.","Suministros Industriales Carrizales, S.A. De C.V.",,"1215000","1347622.08","0","0","583564.5","0","0","N/A",
"2007","09408190MT0001","408190","Approved","2007-06-26T00:00:00.000","2007-11-15T00:00:00.000","Yes","No","Mexico","Insurance","MSM","Individual Delegated Authority","115114","Postharvest Crop Activities (except Cotton Ginning)","Medium Term","1st United Bank","1st United Bank","Agri-Co International, Inc.","Lubbock","TX","Texas","Servicios Agropecuarios de la Costa S.A de C.V","Servicios Agropecuarios de la Costa S.A de C.V",,"550214.65","494511.59","0","0","264268.0964","0","0","N/A",
"2007","09408365MT0001","408365","Approved","2007-09-26T00:00:00.000","2008-02-29T00:00:00.000","Yes","No","Mexico","Insurance","MSM","Individual Delegated Authority","334513","Instruments and Related Products Manufacturing for Measuring, Displaying, a","Medium Term","BNP Paribas","BNP Paribas","Ergytech Inc","Houston","TX","Texas","Comision Federal de Electricidad","Comision Federal de Electricidad",,"233227.08","199908.92","0","0","112018.9665","0","0","N/A",
"2007","09409367MT0001","409367","Approved","2007-05-11T00:00:00.000","2007-08-30T00:00:00.000","Yes","No","Brazil","Insurance","MSM","Individual Delegated Authority","336411","Aircraft Manufacturing","Medium Term","1st United Bank","1st United Bank","Aircraft Guaranty Title Corp","Houston","TX","Texas","Sul Participacoes e Empreendimentos Ltda.","Euro Petroleo do Brasil Ltda.",,"359604.74","359604.73","0","0","172718.1566","0","0","N/A",
"2007","09409916MT0001","409916","Approved","2007-08-09T00:00:00.000","2008-08-01T00:00:00.000","Yes","No","Mexico","Insurance","MTR","Individual Delegated Authority","336212","Truck Trailer Manufacturing","Medium Term","PNC Bank N.A.","PNC Bank N.A.","Atc Transport, Llc","Laredo","TX","Texas","Nortrack de Mexico Sa de CV","Agil S.A. de C.V.",,"5066972.4","5044378.89","0","0","2433666.844","0","0","N/A",
"2007","09411556MT0001","411556","Approved","2007-08-27T00:00:00.000","2008-09-01T00:00:00.000","Yes","No","Mexico","Insurance","MTR","Individual Delegated Authority","333120","Construction Machinery Manufacturing","Medium Term","PNC Bank N.A.","PNC Bank N.A.","Cim Industrial Machinery Inc.","Houston","TX","Texas","Momatt, S.A. de C.V.","Hernandez Campodonico",,"1514126.25","1514125.99","0","0","727234.8379","0","0","N/A",
"2007","09411943MT0001","411943","Approved","2007-08-22T00:00:00.000","2008-06-30T00:00:00.000","Yes","No","Mexico","Insurance","MTR","Individual Delegated Authority","336212","Truck Trailer Manufacturing","Medium Term","PNC Bank, N.A.","PNC Bank, N.A.","Wabash National Trailer Centers","San Antonio","TX","Texas","Trailernet, S.A. De C.V.","Trailernet, S.A. De C.V.",,"376875.54","375634.39","0","0","181013.3219","0","0","N/A",
"2007","09412413MT0001","412413","Approved","2007-08-27T00:00:00.000","2008-04-01T00:00:00.000","Yes","No","Mexico","Insurance","MSM","Individual Delegated Authority","333911","Pump And Pumping Equipment Manufacturing","Medium Term","PNC Bank N.A.","PNC Bank N.A.","Grupo Petrogas Llc","Mcallen","TX","Texas","Combustibles y Lubricantes Handall, S.A. de C.V.","Combustibles y Lubricantes Handall, S.A. de C.V.",,"311848.73","0","0","0","149780.945","0","0","N/A",
"2007","09413316ST0001","413316","Approved","2007-08-02T00:00:00.000","2008-08-01T00:00:00.000","Yes","No","Dominican Republic","Insurance","ESS","Individual Delegated Authority","336120","Heavy Duty Truck Manufacturing","Short Term","Time Manufacturing Company","N/A","Time Manufacturing Company","Waco","TX","Texas","Comercializadora Internacional, C por A","Comercializadora Internacional, C por A",,"180000","0","0","0","0","0","0","N/A",
"2007","09414329MT0001","414329","Approved","2007-09-28T00:00:00.000","2008-10-01T00:00:00.000","Yes","No","Mexico","Insurance","MTR","Loan/Credit Committee","336212","Truck Trailer Manufacturing","Medium Term","PNC Bank N.A.","PNC Bank N.A.","Utility Trailers De Mexico Inc","Laredo","TX","Texas","Fletes Mexico-Chihuahua,S.A. De C.V.","Fletes Mexico-Chihuahua,S.A. De C.V.",,"1297822.5","0","0","0","623344.1468","0","0","N/A",
"2007","09414784MT0001","414784","Approved","2007-09-19T00:00:00.000","2008-08-15T00:00:00.000","Yes","No","Nigeria","Insurance","MTS","Individual Delegated Authority","333924","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","Medium Term","London Forfaiting Americas, Inc.","London Forfaiting Americas, Inc.","Aggreko Special Equipment Productions Usa, Inc.","Houston","TX","Texas","Diamond Bank PLC","Diamond Bank PLC",,"369204.99","0","0","0","177329.1567","0","0","N/A",
"2008","07080938XX0001","AP080938XX","Approved","2008-01-24T00:00:00.000","2010-11-15T00:00:00.000","No","No","Peru","Loan","N/A","Board","8741","Management Services","Long Term","Peru Lng, S.R.L.","Ex-Im Bank","Chicago Bridge & Iron Company","The Woodlands","TX","Texas","Peru Lng, S.R.L.","Peru Lng, S.R.L.",,"0","371339716.3","0","0","0","0","0","Floating Rate",
"2008","07080938XX0002","AP080938XX","Approved","2008-01-24T00:00:00.000","2010-11-15T00:00:00.000","No","No","Peru","Loan","N/A","Board","8741","Management Services","Long Term","Peru Lng, S.R.L.","Ex-Im Bank","Chicago Bridge & Iron Company","The Woodlands","TX","Texas","Peru Lng, S.R.L.","Peru Lng, S.R.L.",,"0","23259523.07","0","0","0","0","0","Floating Rate",
"2008","07080938XX0003","AP080938XX","Approved","2008-01-24T00:00:00.000","2010-11-15T00:00:00.000","No","No","Peru","Loan","N/A","Board","8741","Management Services","Long Term","Peru Lng, S.R.L.","Ex-Im Bank","Chicago Bridge & Iron Company","The Woodlands","TX","Texas","Peru Lng, S.R.L.","Peru Lng, S.R.L.",,"0","5400760.65","0","0","0","0","0","Floating Rate",
"2008","08075258XH0001","AP075258XH","Approved","2007-12-27T00:00:00.000","2008-05-30T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","Frost National Bank","Frost National Bank","Elare Partners Ltd","San Antonio","TX","Texas","Elare Partners Ltd","Elare Partners Ltd","Yes","6300000","6300000","0","0","6300000","0","6300000","N/A",
"2008","08075258XI0001","AP075258XI","Approved","2008-09-02T00:00:00.000","2008-10-03T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5172","Petroleum and Petroleum Products Wholesalers - Exce","Short Term","Frost National Bank","Frost National Bank","Elare Partners Ltd","San Antonio","TX","Texas","Elare Partners Ltd","Elare Partners Ltd","Yes","6300000","6300000","0","0","6300000","0","6300000","N/A",
"2008","08075771XE0003","AP075771XE","Approved","2008-09-16T00:00:00.000","2008-11-27T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5147","Meats and Meat Products","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo Bank Texas Na","Agri-West International Inc","San Antonio","TX","Texas","Agri-West International Inc","Agri-West International Inc","Yes","1350000","1350000","0","0","1350000","0","0","N/A",
"2008","08076375XH0001","AP076375XH","Approved","2008-07-17T00:00:00.000","2009-06-23T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","423610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment","Short Term","Jpmorgan Chase Bank","Jpmorgan Chase Bank","Ohm International Corporation","Houston","TX","Texas","Ohm International Corporation","Ohm International Corporation","Yes","3150000","3150000","0","0","3150000","0","0","N/A",
"2008","08077069XF0001","AP077069XF","Approved","2008-07-19T00:00:00.000","2009-05-05T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5147","Meats and Meat Products","Short Term","Frost National Bank","Frost National Bank","Almacenes De Tejas, Lp","San Antonio","TX","Texas","Almacenes De Tejas, Lp","Almacenes De Tejas, Lp","Yes","3825000","3825000","0","0","3825000","0","0","N/A",
"2008","08077545XE0001","AP077545XE","Approved","2007-12-27T00:00:00.000","2008-10-18T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","424510","Grain and Field Bean Merchant Wholesalers","Short Term","Frost National Bank","Frost National Bank","U.S. Grain & Feed Ingredients, Inc.","San Antonio","TX","Texas","U.S. Grain & Feed Ingredients, Inc.","U.S. Grain & Feed Ingredients, Inc.","Yes","270000","270000","0","0","270000","0","0","N/A",
"2008","08078068XX0004","AP078068XX","Approved","2008-03-25T00:00:00.000","2009-12-22T00:00:00.000","No","No","Egypt","Guarantee","N/A","Board","8711","Engineering Services","Long Term","Societe Generale","Societe Generale","Kellogg Brown & Root Inc","Houston","TX","Texas","Egypt Basic Industries Corp.","Egypt Basic Industries Corp.",,"4170460","0","0","0","1376.2518","0","0","N/A",
"2008","08078068XX0005","AP078068XX","Approved","2008-03-25T00:00:00.000","2009-12-22T00:00:00.000","No","No","Egypt","Guarantee","N/A","Board","8711","Engineering Services","Long Term","Societe Generale","Societe Generale","Kellogg Brown & Root Inc","Houston","TX","Texas","Egypt Basic Industries Corp.","Egypt Basic Industries Corp.",,"735963","0","0","0","242.86779","0","0","N/A",
"2008","08078068XX0006","AP078068XX","Approved","2008-03-25T00:00:00.000","2009-12-22T00:00:00.000","No","No","Egypt","Guarantee","N/A","Board","8711","Engineering Services","Long Term","Societe Generale","Societe Generale","Kellogg Brown & Root Inc","Houston","TX","Texas","Egypt Basic Industries Corp.","Egypt Basic Industries Corp.",,"609577","0","0","0","201.16041","0","0","N/A",
"2008","08078604XD0001","AP078604XD","Approved","2008-04-15T00:00:00.000","2009-09-30T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","2869","Industrial Organic Chemicals - NEC","Short Term","Amegy Bank National Association","Amegy Bank National Association","Merichem Company","Houston","TX","Texas","Merichem Company","Merichem Company","Yes","5000000","4500000","0","0","5000000","0","0","N/A",
"2008","08078658XF0001","AP078658XF","Approved","2008-09-25T00:00:00.000","2009-08-31T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copp","Short Term","Capital One Commercial Banking","Capital One Commercial Banking","Alpha Omega Recycling, Inc.","Longview","TX","Texas","Alpha Omega Recycling, Inc.","Alpha Omega Recycling, Inc.","Yes","630000","630000","0","0","630000","0","0","N/A",
"2008","08079756XE0001","AP079756XE","Approved","2008-08-23T00:00:00.000","2009-06-11T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3563","Air and Gas Compressors","Short Term","Amegy Bank National Association","Amegy Bank National Association","Neuman And Esser Usa Inc","Katy","TX","Texas","Neuman And Esser Usa Inc","Neuman And Esser Usa Inc","Yes","900000","900000","0","0","900000","0","0","N/A",
"2008","08079877XC0001","AP079877XC","Approved","2008-01-28T00:00:00.000","2009-07-15T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3585","Air-Conditioning and Warm Air Heating Equipment an","Short Term","Comerica Bank","Comerica Bank Texas","Auto Air Export Inc.","Irving","TX","Texas","Auto Air Export Inc.","Auto Air Export Inc.","Yes","6300000","6300000","0","0","6300000","6300000","6300000","N/A",
"2008","08079877XD0001","AP079877XD","Approved","2008-09-06T00:00:00.000","2010-07-15T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3585","Air-Conditioning and Warm Air Heating Equipment an","Short Term","Comerica Bank","Comerica Bank Texas","Auto Air Export Inc.","Irving","TX","Texas","Auto Air Export Inc.","Auto Air Export Inc.","Yes","6300000","6300000","0","0","6300000","6300000","6300000","N/A",
"2008","08080189XC0001","AP080189XC","Approved","2008-02-08T00:00:00.000","2008-12-25T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations","Short Term","Frost National Bank","Frost National Bank","Mineral Processing & Marketing Inc.","Corpus Christi","TX","Texas","Mineral Processing & Marketing Inc.","Mineral Processing & Marketing Inc.","Yes","675000","675000","0","0","675000","0","0","N/A",
"2008","08080252XD0001","AP080252XD","Approved","2008-07-08T00:00:00.000","2009-06-29T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333249","Other Industrial Machinery Manufacturing","Short Term","Jpmorgan Chase Bank","Jpmorgan Chase Bank","Rilco Manufacturing Company","Houston","TX","Texas","Rilco Manufacturing Company","Rilco Manufacturing Company","Yes","4500000","4500000","0","0","4500000","0","0","N/A",
"2008","08080253XC0002","AP080253XC","Approved","2008-08-14T00:00:00.000","2008-10-13T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3511","Steam - Gas - and Hydraulic Turbines - and Turbine Ge","Short Term","Amegy Bank National Association","Amegy Bank National Association","Cougar Turbine Supply Lp","Conroe","TX","Texas","Cougar Turbine Supply Lp","Cougar Turbine Supply Lp","Yes","2295000","2295000","0","0","2295000","0","0","N/A",
"2008","08080445XA0002","AP080445XA","Approved","2008-04-01T00:00:00.000","2009-02-26T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3569","General Industrial Machinery and Equipment - NEC","Short Term","Wells Fargo Bank Minnesota Na","Wells Fargo, N.A.","Generon Igs Inc","Houston","TX","Texas","Generon Igs Inc","Generon Igs Inc","Yes","3600000","3600000","0","0","3600000","0","0","N/A",
"2008","08080938XX0001","AP080938XX","Approved","2008-01-24T00:00:00.000","2010-11-14T00:00:00.000","No","No","Peru","Guarantee","N/A","Board","8741","Management Services","Long Term","Peru Lng, S.R.L.","Ex-Im Bank","Chicago Bridge & Iron Company","The Woodlands","TX","Texas","Peru Lng, S.R.L.","Peru Lng, S.R.L.",,"315367579","283376486.7","0","0","2756312.64","0","0","N/A",
"2008","08080938XX0002","AP080938XX","Approved","2008-01-24T00:00:00.000","2010-11-14T00:00:00.000","No","No","Peru","Guarantee","N/A","Board","8741","Management Services","Long Term","Peru Lng, S.R.L.","Ex-Im Bank","Chicago Bridge & Iron Company","The Woodlands","TX","Texas","Peru Lng, S.R.L.","Peru Lng, S.R.L.",,"33714962","33884931.83","0","0","294668.7679","0","0","N/A",
"2008","08080938XX0003","AP080938XX","Approved","2008-01-24T00:00:00.000","2010-11-14T00:00:00.000","No","No","Peru","Guarantee","N/A","Board","8741","Management Services","Long Term","Peru Lng, S.R.L.","Ex-Im Bank","Chicago Bridge & Iron Company","The Woodlands","TX","Texas","Peru Lng, S.R.L.","Peru Lng, S.R.L.",,"50917459","3696997.43","0","0","445018.5917","0","0","N/A",
"2008","08081166XD0001","AP081166XD","Approved","2008-08-19T00:00:00.000","2009-05-09T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3533","Oil and Gas Field Machinery and Equipment","Short Term","Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na","Flare Industries, Llc","Austin","TX","Texas","Flare Industries, Llc","Flare Industries, Llc","Yes","4477500","4477500","0","0","4477500","0","0","N/A",
"2008","08082189XB0001","AP082189XB","Approved","2008-01-04T00:00:00.000","2008-11-06T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5082","Construction and Mining Machinery and Equipment","Short Term","Bank Of Oklahoma, National Association","Bank Of Texas, National Association","North American Trade Corporati","Montgomery","TX","Texas","North American Trade Corporati","North American Trade Corporati","Yes","900000","900000","0","0","900000","0","900000","N/A",
"2008","08082310XA0002","AP082310XA","Approved","2008-09-03T00:00:00.000","2009-08-07T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3845","Electromedical and Electrotherapeutic Apparatus","Short Term","Comerica Incorporated","Comerica Bank","On-X Life Technologies, Inc.","Austin","TX","Texas","On-X Life Technologies, Inc.","On-X Life Technologies, Inc.","Yes","2250000","2250000","0","0","2250000","0","0","N/A",
"2008","08082477XA0002","AP082477XA","Approved","2008-08-21T00:00:00.000","2009-04-12T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","5082","Construction and Mining Machinery and Equipment","Short Term","Amegy Bank National Association","Amegy Bank National Association","Ceca Supply & Services Inc.","Houston","TX","Texas","Ceca Supply & Services Inc.","Ceca Supply & Services Inc.","Yes","5400000","5400000","0","0","5400000","0","5400000","N/A",
"2008","08082608XA0001","AP082608XA","Approved","2008-09-23T00:00:00.000","2008-10-04T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","333415","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri","Short Term","Jpmorgan Chase Bank","Jpmorgan Chase Bank","Turbine Air Systems Ltd","Houston","TX","Texas","Turbine Air Systems Ltd","Turbine Air Systems Ltd","Yes","5400000","5400000","0","0","5400000","0","0","N/A",
"2008","08082625XX0004","AP082625XX","Approved","2008-04-30T00:00:00.000","2013-04-15T00:00:00.000","No","No","Saudi Arabia","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.","Houston","TX","Texas","Saudi Polymers Company Limited","Saudi Polymers Company Limited",,"2547130","2547130","0","0","6214.9972","0","0","N/A",
"2008","08082625XX0005","AP082625XX","Approved","2008-04-30T00:00:00.000","2013-04-15T00:00:00.000","No","No","Saudi Arabia","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.","Houston","TX","Texas","Saudi Polymers Company Limited","Saudi Polymers Company Limited",,"449493","449493","0","0","1096.76292","0","0","N/A",
"2008","08082625XX0006","AP082625XX","Approved","2008-04-30T00:00:00.000","2013-04-15T00:00:00.000","No","No","Saudi Arabia","Guarantee","N/A","Board","541330","Engineering Services","Long Term","Saudi Chevron Phillips","BNP Paribas","WorleyParsons Group, Inc.","Houston","TX","Texas","Saudi Polymers Company Limited","Saudi Polymers Company Limited",,"353840","10206","0","0","863.3696","0","0","N/A",
"2008","08082637XX0003","AP082637XX","Approved","2008-09-04T00:00:00.000","2008-12-06T00:00:00.000","No","No","United States","Working Capital","N/A","Individual Delegated Authority","3080","Miscellaneous Plastics Film and Sheet","Short Term","Jp Morgan Chase Bank, Na","Jp Morgan Chase Bank, Na","Enduro Systems Inc","Houston","TX","Texas","Enduro Systems Inc","Enduro Systems Inc","Yes","2250000","2250000","0","0","2250000","0","0","N/A",
