"state","year","table","measure","characteristic_label","format","value"
"Montana","2013","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"Montana","2014","Child Fatalities, Trend","Child fatalities","Total","Number","4"
"Montana","2015","Child Fatalities, Trend","Child fatalities","Total","Number","2"
"National","2011","Child Fatalities, Trend","Child fatalities","Total","Number","1575"
"National","2012","Child Fatalities, Trend","Child fatalities","Total","Number","1619"
"National","2013","Child Fatalities, Trend","Child fatalities","Total","Number","1551"
"National","2014","Child Fatalities, Trend","Child fatalities","Total","Number","1583"
"National","2015","Child Fatalities, Trend","Child fatalities","Total","Number","1585"
"Nebraska","2011","Child Fatalities, Trend","Child fatalities","Total","Number","7"
"Nebraska","2012","Child Fatalities, Trend","Child fatalities","Total","Number","6"
"Nebraska","2013","Child Fatalities, Trend","Child fatalities","Total","Number","6"
"Nebraska","2014","Child Fatalities, Trend","Child fatalities","Total","Number","5"
"Nebraska","2015","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"Nevada","2011","Child Fatalities, Trend","Child fatalities","Total","Number","21"
"Nevada","2012","Child Fatalities, Trend","Child fatalities","Total","Number","18"
"Nevada","2013","Child Fatalities, Trend","Child fatalities","Total","Number","10"
"Nevada","2014","Child Fatalities, Trend","Child fatalities","Total","Number","15"
"Nevada","2015","Child Fatalities, Trend","Child fatalities","Total","Number","13"
"New Hampshire","2011","Child Fatalities, Trend","Child fatalities","Total","Number","2"
"New Hampshire","2012","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"New Hampshire","2013","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"New Hampshire","2014","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"New Hampshire","2015","Child Fatalities, Trend","Child fatalities","Total","Number","4"
"New Jersey","2011","Child Fatalities, Trend","Child fatalities","Total","Number","22"
"New Jersey","2012","Child Fatalities, Trend","Child fatalities","Total","Number","16"
"New Jersey","2013","Child Fatalities, Trend","Child fatalities","Total","Number","18"
"New Jersey","2014","Child Fatalities, Trend","Child fatalities","Total","Number","8"
"New Jersey","2015","Child Fatalities, Trend","Child fatalities","Total","Number","23"
"New Mexico","2011","Child Fatalities, Trend","Child fatalities","Total","Number","15"
"New Mexico","2012","Child Fatalities, Trend","Child fatalities","Total","Number","16"
"New Mexico","2013","Child Fatalities, Trend","Child fatalities","Total","Number","7"
"New Mexico","2014","Child Fatalities, Trend","Child fatalities","Total","Number","7"
"New Mexico","2015","Child Fatalities, Trend","Child fatalities","Total","Number","14"
"New York","2011","Child Fatalities, Trend","Child fatalities","Total","Number","83"
"New York","2012","Child Fatalities, Trend","Child fatalities","Total","Number","100"
"New York","2013","Child Fatalities, Trend","Child fatalities","Total","Number","107"
"New York","2014","Child Fatalities, Trend","Child fatalities","Total","Number","114"
"New York","2015","Child Fatalities, Trend","Child fatalities","Total","Number","108"
"North Carolina","2011","Child Fatalities, Trend","Child fatalities","Total","Number","19"
"North Carolina","2012","Child Fatalities, Trend","Child fatalities","Total","Number","24"
"North Carolina","2013","Child Fatalities, Trend","Child fatalities","Total","Number","29"
"North Carolina","2014","Child Fatalities, Trend","Child fatalities","Total","Number","25"
"North Dakota","2011","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"North Dakota","2012","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"North Dakota","2013","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"North Dakota","2014","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"North Dakota","2015","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"Ohio","2011","Child Fatalities, Trend","Child fatalities","Total","Number","67"
"Ohio","2012","Child Fatalities, Trend","Child fatalities","Total","Number","70"
"Ohio","2013","Child Fatalities, Trend","Child fatalities","Total","Number","48"
"Ohio","2014","Child Fatalities, Trend","Child fatalities","Total","Number","51"
"Ohio","2015","Child Fatalities, Trend","Child fatalities","Total","Number","74"
"Oklahoma","2011","Child Fatalities, Trend","Child fatalities","Total","Number","38"
"Oklahoma","2012","Child Fatalities, Trend","Child fatalities","Total","Number","25"
"Oklahoma","2013","Child Fatalities, Trend","Child fatalities","Total","Number","43"
"Oklahoma","2014","Child Fatalities, Trend","Child fatalities","Total","Number","34"
"Oklahoma","2015","Child Fatalities, Trend","Child fatalities","Total","Number","31"
"Oregon","2011","Child Fatalities, Trend","Child fatalities","Total","Number","19"
"Oregon","2012","Child Fatalities, Trend","Child fatalities","Total","Number","17"
"Oregon","2013","Child Fatalities, Trend","Child fatalities","Total","Number","10"
"Oregon","2014","Child Fatalities, Trend","Child fatalities","Total","Number","13"
"Oregon","2015","Child Fatalities, Trend","Child fatalities","Total","Number","27"
"Pennsylvania","2011","Child Fatalities, Trend","Child fatalities","Total","Number","37"
"Pennsylvania","2012","Child Fatalities, Trend","Child fatalities","Total","Number","38"
"Pennsylvania","2013","Child Fatalities, Trend","Child fatalities","Total","Number","34"
"Pennsylvania","2014","Child Fatalities, Trend","Child fatalities","Total","Number","34"
"Pennsylvania","2015","Child Fatalities, Trend","Child fatalities","Total","Number","34"
"Puerto Rico","2011","Child Fatalities, Trend","Child fatalities","Total","Number","18"
"Puerto Rico","2012","Child Fatalities, Trend","Child fatalities","Total","Number","19"
"Puerto Rico","2013","Child Fatalities, Trend","Child fatalities","Total","Number","10"
"Puerto Rico","2014","Child Fatalities, Trend","Child fatalities","Total","Number","11"
"Puerto Rico","2015","Child Fatalities, Trend","Child fatalities","Total","Number","7"
"Rhode Island","2011","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"Rhode Island","2012","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"Rhode Island","2013","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"Rhode Island","2014","Child Fatalities, Trend","Child fatalities","Total","Number","6"
"Rhode Island","2015","Child Fatalities, Trend","Child fatalities","Total","Number","0"
"South Carolina","2011","Child Fatalities, Trend","Child fatalities","Total","Number","20"
"South Carolina","2012","Child Fatalities, Trend","Child fatalities","Total","Number","25"
"South Carolina","2013","Child Fatalities, Trend","Child fatalities","Total","Number","28"
"South Carolina","2014","Child Fatalities, Trend","Child fatalities","Total","Number","37"
"South Carolina","2015","Child Fatalities, Trend","Child fatalities","Total","Number","23"
"South Dakota","2011","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"South Dakota","2012","Child Fatalities, Trend","Child fatalities","Total","Number","6"
"South Dakota","2013","Child Fatalities, Trend","Child fatalities","Total","Number","5"
"South Dakota","2014","Child Fatalities, Trend","Child fatalities","Total","Number","4"
"South Dakota","2015","Child Fatalities, Trend","Child fatalities","Total","Number","11"
"Tennessee","2011","Child Fatalities, Trend","Child fatalities","Total","Number","29"
"Tennessee","2012","Child Fatalities, Trend","Child fatalities","Total","Number","31"
"Tennessee","2013","Child Fatalities, Trend","Child fatalities","Total","Number","40"
"Tennessee","2014","Child Fatalities, Trend","Child fatalities","Total","Number","28"
"Tennessee","2015","Child Fatalities, Trend","Child fatalities","Total","Number","32"
"Texas","2011","Child Fatalities, Trend","Child fatalities","Total","Number","246"
"Texas","2012","Child Fatalities, Trend","Child fatalities","Total","Number","215"
"Texas","2013","Child Fatalities, Trend","Child fatalities","Total","Number","150"
"Texas","2014","Child Fatalities, Trend","Child fatalities","Total","Number","153"
"Texas","2015","Child Fatalities, Trend","Child fatalities","Total","Number","162"
"Utah","2011","Child Fatalities, Trend","Child fatalities","Total","Number","11"
"Utah","2012","Child Fatalities, Trend","Child fatalities","Total","Number","12"
"Utah","2013","Child Fatalities, Trend","Child fatalities","Total","Number","7"
"Utah","2014","Child Fatalities, Trend","Child fatalities","Total","Number","15"
"Utah","2015","Child Fatalities, Trend","Child fatalities","Total","Number","6"
"Vermont","2011","Child Fatalities, Trend","Child fatalities","Total","Number","2"
"Vermont","2012","Child Fatalities, Trend","Child fatalities","Total","Number","0"
"Vermont","2013","Child Fatalities, Trend","Child fatalities","Total","Number","0"
"Vermont","2014","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"Vermont","2015","Child Fatalities, Trend","Child fatalities","Total","Number","3"
"Virginia","2011","Child Fatalities, Trend","Child fatalities","Total","Number","36"
"Virginia","2012","Child Fatalities, Trend","Child fatalities","Total","Number","33"
"Virginia","2013","Child Fatalities, Trend","Child fatalities","Total","Number","33"
"Virginia","2014","Child Fatalities, Trend","Child fatalities","Total","Number","37"
"Virginia","2015","Child Fatalities, Trend","Child fatalities","Total","Number","54"
"Washington","2011","Child Fatalities, Trend","Child fatalities","Total","Number","20"
"Washington","2012","Child Fatalities, Trend","Child fatalities","Total","Number","21"
"Washington","2013","Child Fatalities, Trend","Child fatalities","Total","Number","27"
"Washington","2014","Child Fatalities, Trend","Child fatalities","Total","Number","19"
"Washington","2015","Child Fatalities, Trend","Child fatalities","Total","Number","27"
"West Virginia","2011","Child Fatalities, Trend","Child fatalities","Total","Number","16"
"West Virginia","2012","Child Fatalities, Trend","Child fatalities","Total","Number","5"
"West Virginia","2013","Child Fatalities, Trend","Child fatalities","Total","Number","17"
"West Virginia","2014","Child Fatalities, Trend","Child fatalities","Total","Number","19"
"West Virginia","2015","Child Fatalities, Trend","Child fatalities","Total","Number","9"
"Wisconsin","2011","Child Fatalities, Trend","Child fatalities","Total","Number","24"
"Wisconsin","2012","Child Fatalities, Trend","Child fatalities","Total","Number","31"
"Wisconsin","2013","Child Fatalities, Trend","Child fatalities","Total","Number","21"
"Wisconsin","2014","Child Fatalities, Trend","Child fatalities","Total","Number","18"
"Wisconsin","2015","Child Fatalities, Trend","Child fatalities","Total","Number","17"
"Wyoming","2011","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"Wyoming","2012","Child Fatalities, Trend","Child fatalities","Total","Number","2"
"Wyoming","2013","Child Fatalities, Trend","Child fatalities","Total","Number","0"
"Wyoming","2014","Child Fatalities, Trend","Child fatalities","Total","Number","1"
"Wyoming","2015","Child Fatalities, Trend","Child fatalities","Total","Number","2"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","1236"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","537"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","540"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","524"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","508"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","485"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","495"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","457"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","425"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","369"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","347"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","320"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","351"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","369"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","489"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","488"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","298"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","194"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","34"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","21.30410052"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","9.187182426"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","9.322560597"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","8.894320535"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","8.513918917"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","8.112945585"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","8.214949549"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","7.333354729"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","6.814173481"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","5.993859948"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","5.675591685"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","5.20867244"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","5.756457565"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","5.981132687"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","7.585040872"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","7.398086806"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","4.649783894"
"Alabama","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","3.009151543"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","377"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","209"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","214"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","209"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","195"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","179"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","202"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","178"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","167"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","145"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","123"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","122"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","103"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","123"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","104"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","92"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","94"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","47"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","15"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","33.11956426"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","18.67572156"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","19.3227991"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","19.79166667"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","17.34875445"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","17.17685443"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","19.43989991"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","16.95076659"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","16.23250389"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","14.0708394"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","12.4771759"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","12.37950279"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","10.45685279"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","12.54589963"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","10.78838174"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","8.973858759"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","9.477717282"
"Alaska","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","4.828436408"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","2542"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","901"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","765"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","686"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","704"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","653"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","692"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","628"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","587"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","538"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","448"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","408"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","383"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","423"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","428"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","452"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","405"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","264"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","48"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","29.40768163"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","10.53493131"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","8.936811486"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","8.025926316"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","8.166579665"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","7.424251037"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","7.67473327"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","6.696738006"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","6.182136049"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","5.754933947"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","4.842667358"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","4.509582864"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","4.176845228"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","4.685475027"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","4.626876966"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","4.835827922"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","4.436460034"
"Arizona","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","2.899473921"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","1620"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","534"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","602"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","542"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","506"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","542"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","533"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","526"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","460"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","395"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","361"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","351"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","345"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","424"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","428"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","437"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","316"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","220"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","62"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","42.97310202"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","14.07745235"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","15.79845165"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","14.01675804"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","13.15857908"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","14.13925338"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","13.73852975"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","13.13784749"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","11.38501139"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","9.889834752"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","9.122381422"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","8.889676831"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","8.782648541"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","10.95890411"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","10.74647852"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","10.79118925"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","7.961302026"
"Arkansas","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","5.515443241"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","11102"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","5037"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","4587"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","4412"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","4268"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","4373"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","4340"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","4099"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","3871"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","3483"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","3155"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","2989"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","2886"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","2919"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","2864"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","2888"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","2685"
"California","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","1978"
"California","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","64"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","22.14482902"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","10.10212431"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","9.175009251"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","8.866541667"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","8.347970317"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","8.766232465"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","8.725389476"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","7.935079089"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","7.470968215"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","6.817100883"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","6.200121448"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","5.907651684"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","5.763907474"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","5.891994235"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","5.620480214"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","5.577529201"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","5.235826705"
"California","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","3.809802634"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","1528"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","639"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","687"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","588"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","595"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","619"
