"provider_name","address1","address2","city","state","zip","last_report_date","public_website","phone_number","geopoint"
"Optum Serve - Fillmore","425 Orchard Street",,"Fillmore","CA","93015","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-118.916701 34.402207)"
"CVS Store #03766","3027 JIM MOORE ROAD","CVS Pharmacy","DACULA","GA","30019","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-83.9095 34.03748)"
"CVS Store #02381","9151 SOUTH OLD STATE ROAD","CVS Pharmacy","COLUMBUS","OH","43035","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-83.00242 40.1632)"
"CVS Store #08144","46960 VAN DYKE AVE.","CVS Pharmacy","SHELBY TOWNSHIP","MI","48317","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-83.032305 42.639975)"
"CVS Store #06991","4166 S STAPLES ST","CVS Pharmacy","CORPUS CHRISTI","TX","78411","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-97.37807 27.7256)"
"RUTGERS RWJ E CHANDLER HLTH CTR","277 GEORGE ST",,"NEW BRUNSWICK","NJ","08901","2022-08-12T00:00:00.000","http://rwjms.rutgers.edu/patient_care/chandler/","732-235-6700","POINT (-74.44242 40.49173)"
"NH GoHealth Clemmons","3163 Gammon Lane",,"Clemmons","NC","27012","2022-08-04T00:00:00.000",,,"POINT (-80.87237 35.443865)"
"KROGER PHARMACY 01400411","824 MAIN ST",,"MILFORD","OH","45150","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-84.28084 39.176)"
"CVS STORE #01492","9520 GEORGIA AVENUE","CVS Pharmacy","SILVER SPRING","MD","20910","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.04201 39.01074)"
"VANDERBILT HTH WLK IN CLIN MT JLIET","64 Belinda Pkwy, Ste 200A","Attn: Pharmacy Staff","Mt Juliet","TN","37122","2022-08-24T00:00:00.000",,,"POINT (-86.506675 36.17118)"
"CVS STORE #05836","1228 E. 53RD ST.","CVS Pharmacy","CHICAGO","IL","60615","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.59556 41.79999)"
"VANDERBILT HTH WLK IN CLIN COOL SPR","1834 McEwen Dr, Ste 110","Attn: Pharmacy Staff","Franklin","TN","37067","2022-08-25T00:00:00.000",,,"POINT (-86.8226 35.93505)"
"STERLING HLTH CARE","209 N Maysville St STE 200",,"Mount Sterling","KY","40353","2022-08-22T00:00:00.000","http://www.sterlinghealthky.org","859-404-7686","POINT (-83.94231 38.06032)"
"WALGREENS STORE #10336","1538 E CHAPMAN AVE",,"ORANGE","CA","92866","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-1538+e+chapman+ave-orange-ca-92866/id=10336",,"POINT (-117.836955 33.78726)"
"CVS STORE #06852","16712 JEFFERSON DAVIS HWY.","CVS Pharmacy","DUMFRIES","VA","22026","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.3058 38.58942)"
"CVS Store #09538","1792 GARNET AVE","CVS Pharmacy","SAN DIEGO","CA","92109","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-117.237835 32.80093)"
"CVS STORE #01448","8201 ANNAPOLIS RD.","CVS Pharmacy","NEW CARROLLTON","MD","20784","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-76.87246 38.95508)"
"CROW-N. CHEYENNE-LodgeGrass-Pryor","10110 South 7650 East",,"Crow Agency","MT","59022","2022-08-08T00:00:00.000",,,"POINT (-107.44868 45.58209)"
"WALGREENS STORE #09535","8220 NAVARRE PKWY",,"NAVARRE","FL","32566","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-8220+navarre+pkwy-navarre-fl-32566/id=9535",,"POINT (-86.879242 30.40225)"
"FCN BELLINGHAM URGENT CARE","3130 Squalicum Pkwy",,"BELLINGHAM","WA","98225","2022-08-24T00:00:00.000",,,"POINT (-122.469247 48.771695)"
"WALGREENS STORE #05064","585 NASHVILLE PIKE",,"GALLATIN","TN","37066","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-585+nashville+pike-gallatin-tn-37066/id=5064",,"POINT (-86.459075 36.382605)"
"CVS Store #06477","3002 HIGHWAY K","CVS Pharmacy","O FALLON","MO","63368","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-90.71491 38.72863)"
"BAZ ALLERGY Fresno","7471 N FRESNO ST",,"FRESNO","CA","93720","2022-07-19T00:00:00.000",,,"POINT (-119.784242 36.84629)"
"CVS STORE #01751","2196 WHITE BEAR AVE. N.","CVS Pharmacy","MAPLEWOOD","MN","55109","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.024565 45.006935)"
"CVS STORE #02139","2988 ROUTE 516","CVS Pharmacy","OLD BRIDGE","NJ","08857","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-74.3129 40.40238)"
"CVS Store #00822","40 EAST ST.","CVS Pharmacy","NEW MILFORD","CT","06776","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-73.407795 41.579385)"
"CVS Store #08021","30920 SOUTHFIELD RD.","CVS Pharmacy","SOUTHFIELD","MI","48076","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-83.222435 42.51666)"
"CVS STORE #03562","8251 COLUMBINE RD.","CVS Pharmacy","EDEN PRAIRIE","MN","55344","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.435805 44.854485)"
"KROGER PHARMACY 01600591","350 E BROAD ST",,"PATASKALA","OH","43062","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-82.66437 40.0067)"
"FAIRCHILD AFB","701 Hospital Loop","Bldg 9000 Ste 42","Fairchild AFB","WA","99011","2022-07-07T00:00:00.000",,,"POINT (-117.652 47.62867)"
"Venice Family Clinic - Milken","604 Rose Avenue",,"Venice","CA","90291","2022-08-23T00:00:00.000",,,"POINT (-118.47166 33.99915)"
"WINN COMM HLTH CTR INC","431 W Lafayette St",,"Winnfield","LA","71483","2022-08-25T00:00:00.000","http://www.winnchc.org",,"POINT (-92.6428 31.92482)"
"UTICA EXPRESS PHARMACY INC","190 UTICA AVE",,"BROOKLYN","NY","11213","2022-08-24T00:00:00.000",,,"POINT (-73.93102 40.67225)"
"CVS Store #06374","290 STRICKLAND DR.","CVS Pharmacy","ORANGE","TX","77630","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.76588 30.09851)"
"KROGER PHARMACY 02600569","2011 NASHVILLE PIKE",,"GALLATIN","TN","37066","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-86.52596 36.34415)"
"CVS Store #05653","1950 BUFORD HWY.","CVS Pharmacy","BUFORD","GA","30518","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-84.002885 34.107375)"
"WALGREENS STORE #05337","2988 SHALLOWFORD RD",,"MARIETTA","GA","30066","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-2988+shallowford+shallowford+rd-marietta-ga-30066/id=5337",,"POINT (-84.46507 34.03548)"
"KROGER PHARMACY 02400707","9440 BROWNSBORO RD","STE 1A","LOUISVILLE","KY","40241","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-85.575445 38.305335)"
"CVS STORE #03888","200 HIGHWAY 25 NORTH","CVS Pharmacy","TRAVELERS REST","SC","29690","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-82.42933 34.9668)"
"WALGREENS STORE #01199","1600 JACKSON ST",,"RICHMOND","TX","77469","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-1600+jackson+jackson+st-richmond-tx-77469/id=1199",,"POINT (-95.770485 29.57913)"
"KROGER PHARMACY 02600686","189 BROOKLAWN ST",,"FARRAGUT","TN","37934","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-84.15664 35.88028)"
"CVS Store #02426","5120 HIGHWAY 153","CVS Pharmacy","HIXSON","TN","37343","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-85.238492 35.122915)"
"CVS Store #10826","1440 BROADWAY, FLOORS 1 and 2","CVS Pharmacy","NEW YORK","NY","10018","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-73.98667 40.75457)"
"CVS Store #10204","4155 ELVIS PRESLEY BLVD.","CVS Pharmacy","MEMPHIS","TN","38116","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-90.02572 35.035)"
"CVS Store #01825","5040 LAGUNA BLVD","CVS Pharmacy","ELK GROVE","CA","95758","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-121.446769 38.422225)"
"CVS Store #02543","601 EAST MAIN STREET","CVS Pharmacy","CANFIELD","OH","44406","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-80.74138 41.02434)"
"CVS Store #02559","10515 MALLARD CREEK ROAD","CVS Pharmacy","CHARLOTTE","NC","28262","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-80.76632 35.34206)"
"WALGREENS STORE #10559","1716 HIGHWAY 337 NW",,"CORYDON","IN","47112","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-1716+highway+337+nw-corydon-in-47112/id=10559",,"POINT (-86.13447 38.22907)"
"eCare Clinic","7272 N Sheldon Rd",,"Canton","MI","48187","2022-08-23T00:00:00.000",,,"POINT (-83.478956 42.338874)"
"CVS Store #06747","602 W. GRAND PKWY SOUTH","CVS Pharmacy","KATY","TX","77494","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-95.778275 29.77154)"
"CVS Store #00329","111 AUBURN ST.","CVS Pharmacy","PORTLAND","ME","04103","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-70.28876 43.704)"
"VILLAGE PHARMACY","500 W COMMERCIAL ST",,"OZARK","AR","72949","2022-08-19T00:00:00.000",,,"POINT (-93.82948 35.48744)"
"CVS STORE #04262","2211 S. EOLA RD.","CVS Pharmacy","AURORA","IL","60503","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-88.255175 41.714515)"
"CVS Store #07220","1627 WILDCAT DR","CVS Pharmacy","PORTLAND","TX","78374","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-97.31966 27.88723)"
"CVS Store #07074","2240 M ST NW","CVS Pharmacy","WASHINGTON","DC","20037","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.04944 38.90506)"
"CVS Store #06167","418 EAST MAIN STREET","CVS Pharmacy","ASHLAND","OH","44805","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-82.30695 40.86825)"
"CVS Store #02306","2797 HWY 55","CVS Pharmacy","CARY","NC","27519","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-78.87161 35.786955)"
"WALGREENS STORE #06209","1855 HUDSON BRIDGE RD",,"STOCKBRIDGE","GA","30281","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-1855+hudson+bridge+rd-stockbridge-ga-30281/id=6209",,"POINT (-84.24584 33.49964)"
"CVS STORE #05550","4724 CHARLOTTE HWY.","CVS Pharmacy","CLOVER","SC","29710","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.06448 35.11578)"
"CVS Store #01339","26265 NORTHWEST FREEWAY","CVS Pharmacy","CYPRESS","TX","77429","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-95.70067 29.973055)"
"Optum Serve - San Diego","5330 Linda Vista Rd.","ATTN: COVID Testing","San Diego","CA","92110","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-117.19563 32.76702)"
"Wellstreet UC - Woodward Corners","30955 Woodward Avenue","Suite 705","Royal Oak","MI","48073","2022-08-23T00:00:00.000",,,"POINT (-83.18769 42.51662)"
"CVS Store #17050","1201 BEAVER CREEK COMMONS DR","CVS Pharmacy","APEX","NC","27502","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-78.877785 35.744885)"
"CVS Store #02688","55 PARK AVE.","CVS Pharmacy","COLLEGEVILLE","PA","19426","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-75.45668 40.18005)"
"NH Pensacola FL","6000 Highway 98 West","Bldg 2269","Pensacola","FL","32512","2022-04-27T00:00:00.000",,,"POINT (-87.30109 30.39707)"
"BALTIMORE MED SYSTEM INC","3501 Sinclair Ln",,"Baltimore","MD","21213","2022-08-25T00:00:00.000","http://www.bmsi.org","410-558-4975","POINT (-76.56842 39.31303)"
"Walmart Pharmacy #3462","3245 LAWRENCEVILLE SUWANEE RD",,"SUWANEE","GA","30024","2022-08-16T00:00:00.000","https://www.walmarthealth.com/",,"POINT (-84.05069 34.03694)"
"WALGREENS STORE #12087","13723 N LITCHFIELD RD",,"SURPRISE","AZ","85379","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-13723+n+litchfield+rd-surprise-az-85379/id=12087",,"POINT (-112.35834 33.60856)"
"Barbee Pharmacy and Gifts","415 Harris Ave",,"Raeford","NC","28376",,,,"POINT (-79.23186 34.97712)"
"CVS Store #07403","103 S.W. MILITARY DR.","CVS Pharmacy","SAN ANTONIO","TX","78221","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-98.4919 29.35718)"
"MOUNTAIN PARK HC - BASELINE","635 E. Baseline Rd",,"Phoenix","AZ","85042","2022-08-25T00:00:00.000","http://www.mountainparkhealth.org","602-323-3344","POINT (-112.06801 33.37682)"
"DENVER IND HLTH and FAMILY SVCS","2880 W. Holden Place",,"Denver","CO","80204","2022-08-15T00:00:00.000",,,"POINT (-105.023015 39.73549)"
"LINCOLNHEALTH","35 MILES STREET","PHARMACY DEPARTMENT","DAMARISCOTTA","ME","04543","2022-08-23T00:00:00.000",,,"POINT (-69.53065 44.02618)"
"CVS STORE #01387","8330 OLD KEENE MILL RD","CARDINAL FOREST","SPRINGFIELD","VA","22152","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.23292 38.78054)"
"AGAPE DUNN AVENUE","1680 Dunn Avenue","Suite 35","Jacksonville","FL","32218","2022-08-23T00:00:00.000",,"904-760-4904","POINT (-81.65791 30.42911)"
"CVS STORE #08760","3333 CENTRAL STREET","CVS Pharmacy","EVANSTON","IL","60201","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.726955 42.065175)"
"Katy Trail Comm Hlth Prairie Hills","821 Westwood Drive",,"Sedalia","MO","65301","2022-08-02T00:00:00.000",,,"POINT (-93.27286 38.7084)"
"JAY C PHARMACY 02400083","2325 N STATE HIGHWAY 3",,"NORTH VERNON","IN","47265","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-85.64237 39.01956)"
"SABAN COMM CLINIC PHARM MELROSE","5205 Melrose Ave",,"Los Angeles","CA","90038","2022-08-26T00:00:00.000",,,"POINT (-118.31397 34.08365)"
"CVS Store #01067","737 CAPE CORAL PKWY E","CVS Pharmacy","CAPE CORAL","FL","33904","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.958495 26.563265)"
"Straub Medical Center","888 South King St","Attn: Inpatient Pharmacy","Honolulu","HI","96813","2022-08-26T00:00:00.000",,,"POINT (-157.85115 21.30301)"
"CarbonHealth - East Colorado","600 east colorado blvd suite 120",,"psadena","CA","91101","2022-08-20T00:00:00.000",,,"POINT (-118.13795 34.145515)"
"BELGRADE REGIONAL HEALTH CENTER","4 Clement Way",,"Belgrade","ME","04917","2022-08-25T00:00:00.000","http://www.healthreachchc.org","207-495-3323","POINT (-69.86645 44.5035)"
"Hugoton Drug","531 S Main St",,"Hugoton","KS","67951","2022-08-23T00:00:00.000",,,"POINT (-101.34859 37.17735)"
"CLAREMORE INDIAN HOSPITAL","101 S MOORE AVE",,"CLAREMORE","OK","74017","2022-08-17T00:00:00.000",,,"POINT (-95.628266 36.316208)"
"CVS Store #00729","799 HOPE STREET","CVS Pharmacy","PROVIDENCE","RI","02906","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-71.39465 41.84901)"
"CVS STORE #08850","19121 BEACH BOULEVARD","CVS Pharmacy","HUNTINGTON BEACH","CA","92648","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-117.9894 33.68519)"
"CVS Store #04794","5900 W. PLEASANT RIDGE RD.","CVS Pharmacy","ARLINGTON","TX","76016","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-97.197066 32.68105)"
"NH GoHealth Mooresville","130 Plantation Ridge Dr #100",,"Moorseville","NC","28117","2022-08-04T00:00:00.000",,,"POINT (-80.876151 35.5895)"
"Optum Serve - Arcata","1301 D Street",,"Arcata","CA","95521","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-117.1032827 32.6193956)"
"ExpressCare Of Dundalk","1307 MERRITT BLVD",,"DUNDALK","MD","21222","2022-08-25T00:00:00.000",,,"POINT (-76.50448 39.27979)"
"CVS STORE #01994","3001 LAUDERDALE DR.","CVS Pharmacy","RICHMOND","VA","23233","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.63335 37.637285)"
"KROGER PHARMACY 02400356","12501 SHELBYVILLE RD",,"MIDDLETOWN","KY","40243","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-85.52134 38.24572)"
"NEIGHBORHOOD HEALTHCARE ESCONDIDO","460 NORTH ELM STREET",,"ESCONDIDO","CA","92025","2022-08-16T00:00:00.000","http://www.nhcare.org","760-520-8100","POINT (-117.072625 33.128011)"
"HAMAKUA HLTH CTR","45-549 Plumeria St",,"HONOKAA","HI","96727","2022-08-25T00:00:00.000","http://www.hamakua-health.org","808-775-7204","POINT (-155.47367 20.07205)"
"TGH Urgent Care - Riverview","11406 US Highway 301 S",,"Riverview","FL","33578","2022-08-25T00:00:00.000",,,"POINT (-82.32812 27.83464)"
"CVS STORE #17128","7300 191ST ST","CVS Pharmacy","TINLEY PARK","IL","60487","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.79543 41.54568)"
"CVS STORE #02798","3951 W. 103RD ST.","CVS Pharmacy","CHICAGO","IL","60655","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.72023 41.705295)"
"FRYS PHARMACY 66000625","6611 W BELL RD",,"GLENDALE","AZ","85308","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-112.200448 33.638304)"
"CVS Store #09210","10653 N. SCOTTSDALE RD.","CVS Pharmacy","SCOTTSDALE","AZ","85254","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-111.92415 33.5833)"
"CVS Store #07140","599 STATE RD.","CVS Pharmacy","WESTPORT","MA","02790","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-71.08384 41.66)"
"Rainbow Pharmacy","431 7th Street",,"Lanai City","HI","96763","2022-08-19T00:00:00.000",,,"POINT (-156.91955 20.82636)"
"CVS Store #08262","39350 NINE MILE RD","CVS Pharmacy","NORTHVILLE","MI","48167","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-83.43374 42.45359)"
"CVS Store #00281","80 MARKET STREET","CVS Pharmacy","ROCKLAND","MA","02370","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-70.91716 42.12098)"
"WOOD RIVER HLTH SERVICES INC","823 Main Street",,"Hope Valley","RI","02832","2022-08-23T00:00:00.000","http://www.woodriverhealthservices.org","401-539-2461","POINT (-71.73656 41.48978)"
"CVS STORE #05156","18351 W. 119TH ST.","CVS Pharmacy","OLATHE","KS","66061","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-94.79801 38.91218)"
"PLEXUS HEALTH LANCASTER","838 W MEETING STREET","Medical Arts 5 Ste H","LANCASTER","SC","29720","2022-08-25T00:00:00.000","http://www.plexushealth.com","803-285-2273","POINT (-80.78773 34.71693)"
"99th MDG/SGSM","5601 Stafford Dr","Bldg 1301","Nellis AFB","NV","89191","2022-04-28T00:00:00.000",,,"POINT (-115.0551861 36.2464951)"
"CVS STORE #02860","110 W. NORTH AVE.","CVS Pharmacy","ELMHURST","IL","60126","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.94069 41.90585)"
"WALGREENS STORE #03732","2985 S CHICAGO AVE",,"SOUTH MILWAUKEE","WI","53172","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-2985+s+chicago+ave-south%20milwaukee-wi-53172/id=3732",,"POINT (-87.864855 42.90111)"
"Koolauloa Health Center","56-119 Pualalea Street",,"Kahuku","HI","96731","2022-08-10T00:00:00.000",,,"POINT (-157.953475 21.676005)"
"CVS Store #05254","4280 SOUTHSIDE BLVD","CVS Pharmacy","JACKSONVILLE","FL","32216","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.559666 30.27008)"
"CVS Store #00949","2291 MERRICK RD.","CVS Pharmacy","MERRICK","NY","11566","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-73.5409 40.66083)"
"CVS Store #08556","5440 NW 64TH ST.","CVS Pharmacy","KANSAS CITY","MO","64151","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-94.685864 39.221147)"
"Marias Healthcare Services Inc","670 Park Ave","ATTN: PHARMACY","Shelby","MT","59474","2022-08-20T00:00:00.000",,,"POINT (-111.85038 48.50904)"
"CVS Store #03114","2400 ENTERPRISE RD.","CVS Pharmacy","ORANGE CITY","FL","32763","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-81.29888 28.92223)"
"KROGER PHARMACY 01600538","1045 HILL RD N",,"PICKERINGTON","OH","43147","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-82.77889 39.90684)"
"Optum Serve - Upland","1325 San Bernardino Rd.","ATTN: COVID Testing","Upland","CA","91786","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-117.63458 34.10288)"
"CVS STORE #08872","26891 ALISO CREEK RD","CVS Pharmacy","ALISO VIEJO","CA","92656","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-117.72356 33.57249)"
"WALGREENS STORE #03940","375 E DUNDEE RD",,"PALATINE","IL","60074","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-375+e+dundee+rd-palatine-il-60074/id=3940",,"POINT (-88.0345 42.13872)"
"CVS Store #01179","234 WASHINGTON ST","CVS Pharmacy","HUDSON","MA","01749","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-71.56564 42.38025)"
"CVS STORE #02577","156 NEWARK-POMPTON TURNPIKE","CVS Pharmacy","PEQUANNOCK","NJ","07440","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-74.28799 40.94773)"
"CVS STORE #00012","13800 HULL STREET RD.","CVS Pharmacy","MIDLOTHIAN","VA","23112","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-77.65785 37.40804)"
"CVS STORE #17002","7601 KINGERY HWY","CVS Pharmacy","WILLOWBROOK","IL","60527","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-87.94318 41.74993)"
"CVS Store #08091","33021 GARFIELD RD.","CVS Pharmacy","FRASER","MI","48026","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-82.950372 42.53945)"
"WALGREENS STORE #04346","7601 HIGHWAY 70 S",,"BELLEVUE","TN","37221","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-7601+highway+s-bellevue-tn-37221/id=4346",,"POINT (-86.934888 36.108724)"
"BRADENTON FAMILY MEDICAL CENTER","1505 26th Ave E",,"Bradenton","FL","34208","2022-08-25T00:00:00.000","http://www.mcrhs.org","941-753-7843","POINT (-82.5453 27.47758)"
"1ST CHOICE URGENT CARE PC","23455 Michigan Ave.",,"Dearborn","MI","48124","2022-08-22T00:00:00.000",,,"POINT (-83.265526 42.301405)"
"BESTCARE PHARMACY","1051 E GRAND AVE",,"ARROYO GRANDE","CA","93420","2022-08-26T00:00:00.000",,,"POINT (-120.595209 35.11908)"
"CVS STORE #16952","11990 BUSINESS PARK BLVD N","CVS Pharmacy","CHAMPLIN","MN","55316","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-93.38842 45.17267)"
"DH GoHealth UC West Portal","199 W Portal Ave",,"San Francisco","CA","94127",,,,"POINT (-122.4677 37.73873)"
"CVS Store #11478","3502 West Camelback Rd","CVS Pharmacy","Phoenix","AZ","85019","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-112.134867 33.509935)"
"Healthcare in Action","3800 Kilroy Airport Way STE 100",,"Long Beach","CA","90806","2022-08-25T00:00:00.000",,,"POINT (-118.14618 33.80734)"
"STOUT STREET HEALTH CENTER","2130 Stout Street",,"Denver","CO","80205","2022-08-24T00:00:00.000","http://www.coloradocoalition.org","303-293-2220","POINT (-104.9861 39.75086)"
"Docs Medical Stamford","2001 W Main Street",,"Stamford","CT","06902","2022-08-24T00:00:00.000",,,"POINT (-73.563878 41.04933)"
"CVS Store #01960","1279 WEST MAIN STREET","CVS Pharmacy","WATERBURY","CT","06708","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-73.06393 41.55161)"
"CVS Store #01296","5001 TOWNSHIP LINE ROAD","CVS Pharmacy","DREXEL HILL","PA","19026","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-75.321981 39.95616)"
"Optum Serve - Pasadena","1595 North Lake Ave",,"Pasadena","CA","91104","2022-08-25T00:00:00.000","https://lhi.care/covidtesting",,"POINT (-118.13246 34.173345)"
"KRATZERS HOMETOWN PHARMACY","179 W LOCUST ST",,"WILMINGTON","OH","45177",,,,"POINT (-83.83187 39.44711)"
"WALGREENS STORE #06631","6350 DAVIS BLVD",,"NORTH RICHLAND HILLS","TX","76180","2022-08-25T00:00:00.000","https://www.walgreens.com/locator/walgreens-6350+davis+davis+blvd-north%20richland%20hills-tx-76180/id=6631",,"POINT (-97.20971 32.86072)"
"CENTRACARE CLINIC - PAYNESVILLE","200 1ST ST W",,"PAYNESVILLE","MN","56362","2022-08-24T00:00:00.000",,,"POINT (-94.71587 45.37392)"
"CVS Store #04169","522 OWEN DR","CVS Pharmacy","FAYETTEVILLE","NC","28304","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-78.93259 35.03428)"
"CVS Store #06437","3801 HILLSBORO RPIKE","CVS Pharmacy","NASHVILLE","TN","37215","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-86.812575 36.108945)"
"FRYS PHARMACY 66000675","1300 S WATSON RD",,"BUCKEYE","AZ","85326","2022-08-25T00:00:00.000","https://www.kroger.com/health/pharmacy/covid-19-treatment",,"POINT (-112.558585 33.43517)"
"CVS Store #03292","750 W. FM 544","CVS Pharmacy","WYLIE","TX","75098","2022-08-24T00:00:00.000","https://www.cvs.com/coronavirus",,"POINT (-96.54861 33.00682)"
