"location_code","prek_type","borough","district","name","phone","day_length","area_name","seats","spcoordx","spcoordy","email","website","meals","sems_code","location"
"X067","DOE","Bronx","12","P.S. 067 Mohegan School","(718) 823-4101","Full Day","East Tremont","72","1016179","246729","jsantia7@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X067","2","12X067","2024 MOHEGAN AVENUE
Bronx, NY 10460
(40.84403995900004, -73.88468697299999)"
"XAYX","NYCEEC","Bronx","8","Little Angels Daycare","(718) 249-3692","Full Day","Longwood","25","1011735","238472","appleface4@optonline.net",,"5","08XAYX","906 Prospect Avenue
Bronx, NY 10459
(40.82125704300006, -73.90091916699998)"
"XAQL","NYCEEC","Bronx","11","Corry Academy","(718) 994-4650","Full Day","Woodlawn - Wakefield","156","1024860","265557","bmccrory@sfabx.com","http://sfabx.com","3","11XAQL","4321 Barnes Avenue
Bronx, NY 10466
(40.89537338800005, -73.85291183499999)"
"XAMW","NYCEEC","Bronx","7","East Side House","(718) 993-3692","Full Day","Mott Haven - Port Morris","19","1004851","234005","dcolon@eastsidehouse.org","http://eastsidehouse.org","3","07XAMW","200 Alexander Avenue
Bronx, NY 10454
(40.80895100400005, -73.92590535799997)"
"XAKF","NYCEEC","Bronx","8","Stepping Stone Day School","(718) 554-2025","Full Day","Pelham Bay - Country Club - City Island","18","1029809","246901","danf@steppingstonedayschool.org","http://steppingstonedayschool.com","7","08XAKF","2826 Westchester Avenue
Bronx, NY 10461
(40.84450663300004, -73.83541194599997)"
"X207","DOE","Bronx","10","P.S. 207","(718) 796-9645","Full Day","Spuyten Duyvil - Kingsbridge","18","1010158","259254","mrosado@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X207","3","10X207","3030 GODWIN TERRACE
Bronx, NY 10463
(40.87845170300005, -73.90645472899996)"
"XANA","NYCEEC","Bronx","7","South Bronx Head Start I","(718) 292-7250","Full Day","Mott Haven - Port Morris","35","1006976","234773","southbronxhs@aol.com","http://Southbronxheadstart.com","3","07XANA","490 East 143rd Street
Bronx, NY 10454
(40.81110365400008, -73.91760592299994)"
"X029","DOE","Bronx","7","P.S./M.S. 029 Melrose School","(718) 292-3785","Full Day","Melrose South - Mott Haven North","28","1007217","238546","inquiries@psms29.com","http://schools.nyc.gov/schoolportals/07/X029","2","07X029","758 COURTLANDT AVENUE
Bronx, NY 10451
(40.82174834500006, -73.91713020899994)"
"X106","DOE","Bronx","11","P.S. 106 Parkchester","(718) 892-1006","Full Day","Parkchester","36","1024405","244366","emontal@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X106","5","11X106","2120 ST RAYMOND'S AVENUE
Bronx, NY 10462
(40.837530343000026, -73.85458751299996)"
"XALY","NYCEEC","Bronx","9","LSSMNY: Early Life Children's Center 4","(917) 962-4344","Full Day","University Heights - Morris Heights","93","1007183","249635","dshuler@lssny.org","http://lssny.org","3","09XALY","200 West Tremont Avenue
Bronx, NY 10453
(40.85199300800008, -73.91701654399998)"
"XAJF","NYCEEC","Bronx","12","Brightside Academy - Louis Nine","(718) 991-2119","Full Day","Crotona Park East","39","1014127","242267","singram@brightsideacademy.com","http://brightsideacademy.com","5","12XAJF","1336 Louis Nine Boulevard
Bronx, NY 10459
(40.83122184100006, -73.89216727599995)"
"XAGC","NYCEEC","Bronx","9","Highbridge Advisory Council Early Childhood Center #1","(718) 299-3917","Full Day","Mount Hope","49","1008211","246880","DWashington@hacsf.com","http://hacfs.org","3","09XAGC","1594 Townsend Avenue
Bronx, NY 10452
(40.844491653000034, -73.91347442899996)"
"XAEN","NYCEEC","Bronx","10","Saint Simon Stock Elementary School","(718) 367-0453","Full Day","Mount Hope","72","1012174","250892","b261@adnyeducation.org","http://stsimonstockschool.org","5","10XAEN","2195 Valentine Avenue
Bronx, NY 10457
(40.85490953300007, -73.89899679099995)"
"XAYK","NYCEEC","Bronx","12","Phipps Houses Lebanon West Farms","(212) 243-9090","Full Day","East Tremont","54","1018924","245353","jcastillo@phippsny.org",,"5","12XAYK","1175 East Tremont Avenue
Bronx, NY 10460
(40.83989013000007, -73.87457511699995)"
"XAMV","NYCEEC","Bronx","7","Children's Pride","(718) 401-4242","Full Day","Mott Haven - Port Morris","29","1005446","236393","dcolon@eastsidehouse.org","http://eastsidehouse.org","3","07XAMV","414 Morris Avenue
Bronx, NY 10451
(40.81537118700004, -73.92399476199995)"
"XAKB","NYCEEC","Bronx","8","Watson Avenue ECC","(718) 828-9400","Full Day","Soundview - Bruckner","44","1022610","241011","catherine.budington@birchfamilyservices.org","http://birchfamilyservices.org","3","08XAKB","1880 Watson Avenue
Bronx, NY 10472
(40.828303246000075, -73.86136824599998)"
"XAIN","NYCEEC","Bronx","9","Highbridge Advisory Council DCC (Nelson Avenue)","(718) 681-5216","Full Day","Highbridge","72","1004754","244325","afortes@hacfs.com","http://hacfs.org","7","09XAIN","1181 Nelson Avenue
Bronx, NY 10452
(40.83719886200004, -73.92574738299999)"
"XAJR","NYCEEC","Bronx","8","Providence Rest Child Day Care Center, Inc.","(718) 823-3588","Full Day","Pelham Bay - Country Club - City Island","18","1034871","244741","srtadcsjb@aol.com","http://providencerest.org","5","08XAJR","3310 Campbell Drive
Bronx, NY 10465
(40.83840069200005, -73.81729577099998)"
"XAOB","NYCEEC","Bronx","9","South Bronx Head Start II","(718) 292-7250","Full Day","University Heights - Morris Heights","46","1006301","247653","southbronxhs3@aol.com",,"5","09XAOB","141 Featherbed Lane
Bronx, NY 10452
(40.84624773100006, -73.92033396299996)"
"X057","DOE","Bronx","12","P.S. 057 Crescent","(718) 367-9446","Full Day","East Tremont","36","1014956","248449","bromano@schools.nyc.gov","http://ps57crescent.com","3","12X057","2111 CROTONA AVENUE
Bronx, NY 10457
(40.84847666100006, -73.88859055199998)"
"XAPC","NYCEEC","Bronx","10","Riverdale Temple Nursery School","(718) 796-0335","Full Day","North Riverdale - Fieldston - Riverdale","31","1008351","264156","nsdirector.rtns@gmail.com",,"8","10XAPC","4545 Independence Avenue
Bronx, NY 10471
(40.891602695000074, -73.91234288899994)"
"XAQY","NYCEEC","Bronx","11","Susan Wagner Victory","(718) 655-5500","Full Day","Williamsbridge - Olinville","31","1021233","258503","Swagner3440@gmail.com",,"3","11XAQY","3440 White Plains Road
Bronx, NY 10467
(40.876321751000035, -73.86668841199997)"
"XAKO","NYCEEC","Bronx","7","Episcopal Social Services Head Start (Paul's House)","(718) 401-5133","Full Day","Mott Haven - Port Morris","17","1006992","236189","damesa@e-s-s.org","http://essnyc.org","3","07XAKO","500 Bergen Avenue
Bronx, NY 10455
(40.815034052000044, -73.91790382999994)"
"XANX","NYCEEC","Bronx","7","Highbridge Advisory Council Marshall England ELC","(718) 742-2369","Full Day","East Concourse - Concourse Village","40","1006652","239509","Childcare@hacfs.com","http://HACFS.org","5","07XANX","800 Concourse Village East
Bronx, NY 10451
(40.824134290000075, -73.91919089999993)"
"X160","DOE","Bronx","11","P.S. 160 Walt Disney","(718) 379-5951","Full Day","Co-Op City","54","1032914","254226","lbaker3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X160","3","11X160","4140 HUTCHINSON RIVER PKWAY E
Bronx, NY 10475
(40.86439962600008, -73.82451712099999)"
"XAYB","NYCEEC","Bronx","10","Lil Inventors - University Avenue","(718) 295-2740","Full Day","Kingsbridge Heights","38","1011075","254557","nlove@nycnac.com",,"5","10XAYB","75 West 190th Street
Bronx, NY 10468
(40.865155523000055, -73.90295640099998)"
"XAQH","NYCEEC","Bronx","12","Phipps Neighborhood Lambert ECEC","(718) 364-2496","Full Day","East Tremont","30","1017459","246188","KMORRIS@PHIPPSNY.ORG","http://phippsny.org","3","12XAQH","1005 East 179th Street
Bronx, NY 10460
(40.842109581000045, -73.87991398499997)"
"XAHA","NYCEEC","Bronx","9","Ready Set Learn","(718) 484-8777","Full Day","Claremont - Bathgate","36","1010267","241697","kelleycandice14@gmail.com","http://RSLCC.COM","3","09XAHA","3480 Third Avenue
Bronx, NY 10456
(40.830144148000045, -73.90621476299998)"
"XAIQ","NYCEEC","Bronx","9","Richard H. Mangum Early Learning Center","(718) 590-0673","Full Day","Morrisania - Melrose","18","1008089","239884","mpaulino@hacfs.com","http://hacfs.org","3","09XAIQ","383 E. 162nd Street
Bronx, NY 10451
(40.82496739000004, -73.91392151499997)"
"XAOD","NYCEEC","Bronx","9","Bronxworks","(718) 508-3054","Full Day","West Concourse","37","1006701","242570","oadegoke@bronxworks.org","http://bronxworks.org","3","09XAOD","1130 Grand Concourse
Bronx, NY 10456
(40.83276027200003, -73.91904571199996)"
"X360","DOE","Bronx","10","P.S. 360","(718) 548-1511","Full Day","Van Cortlandt Village","46","1011283","257987","mrojaspolite@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X360","7","10X360","2880 KINGSBRIDGE TERRACE
Bronx, NY 10463
(40.87476901000008, -73.90243787399999)"
"XAFR","NYCEEC","Bronx","8","Paul T. Matson Head Start 5","(718) 328-5470","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","19","1021566","239163","cscott@paultmatsonhs.org",,"3","08XAFR","1780 Story Avenue
Bronx, NY 10473
(40.823305746000074, -73.86527199099999)"
"XARM","NYCEEC","Bronx","8","Trabajamos Community Head Start","(718) 893-2865","Full Day","Longwood","18","1011807","236731","lbtrabajamos_hs@yahoo.com","http://trabajamoschs.com","3","08XARM","940 East 156th Street
Bronx, NY 10455
(40.81653499200007, -73.90042483799994)"
"XAOI","NYCEEC","Bronx","9","Sharon Baptist - Center IV","(718) 466-1604","Full Day","Claremont - Bathgate","46","1012697","247994","orchidsmjj@aol.com","http://sharonbaptistheadstart.org","3","09XAOI","1925 Bathgate Avenue
Bronx, NY 10457
(40.847287089000076, -73.89695992699995)"
"XACF","NYCEEC","Bronx","11","NEW COVENANT CHRISTIAN SCHOOL","(718) 519-8884","4","Eastchester - Edenwald - Baychester","72","1026190","259986","dappia@ncchristianschool.org","http://ncchristianschool.org","2","11XACF","1497 Needham Avenue
Bronx, NY 10469
(40.88010450000007, -73.84822572999997)"
"X307","DOE","Bronx","10","Luisa Pineiro Fuentes School of Science and Discovery","(718) 601-2632","Full Day","Van Cortlandt Village","18","1011441","255954","ydiaz10@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X307","2","10X307","124 EAMES PLACE
Bronx, NY 10468
(40.86932332600003, -73.90178568299996)"
"XAAF","NYCEEC","Bronx","11","Howard Haber Early Learning Center","(718) 409-1450","Full Day","Westchester - Unionport","12","1026276","243570","Francine.Rykman@ahrcnyc.org","http://schools.ahrcnyc.org","6","11XAAF","2300 Westchester Avenue
Bronx, NY 10462
(40.83570780900004, -73.84793033499994)"
"X054","DOE","Bronx","10","P.S. / I.S. 54","(718) 584-4203","Full Day","Bedford Pk - Fordham North","36","1015291","254403","mferrei@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X054","3","10X054","2703 WEBSTER AVENUE
Bronx, NY 10458
(40.86468308700006, -73.88771055999996)"
"X036","DOE","Bronx","8","P.S. 036 Unionport","(718) 822-5345","Full Day","Westchester - Unionport","54","1025718","241505","emaresca@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X036","2","08X036","1070 CASTLE HILL AVENUE
Bronx, NY 10472
(40.82936795400008, -73.85040543699995)"
"XAST","NYCEEC","Bronx","8","Ciditty Kiddie Pre-K","(718) 924-5758","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","36","1020897","237399","iris7092002@yahoo.com",,"5","08XAST","1700 Seward Avenue
Bronx, NY 10473
(40.81848263000006, -73.86795296199995)"
"X182","DOE","Bronx","8","P.S. 182","(718) 828-6607","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","54","1023906","237445","aogrady@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X182","2","08X182","601 STICKBALL BOULEVARD
Bronx, NY 10473
(40.81799631400003, -73.85626449399996)"
"XAOS","NYCEEC","Bronx","10","Riverdale Montessori School","(718) 543-4884","Full Day","North Riverdale - Fieldston - Riverdale","38","1011806","269258","jasmineedu@aol.com","http://riverdalekingsbridgemontessori.com","7","10XAOS","5705 Mosholu Avenue
Bronx, NY 10471
(40.905557980000026, -73.90023471099994)"
"XANF","NYCEEC","Bronx","7","Pamela C. Torres Daycare Center","(718) 585-2540","Full Day","Mott Haven - Port Morris","20","1006684","232702","pamelac.torresdaycare@yahoo.com",,"7","07XANF","161 Saint Anns Avenue
Bronx, NY 10454
(40.80531864400007, -73.91857817999994)"
"XAHD","NYCEEC","Bronx","9","Mid Bronx CCRP ECC 4","(917) 962-9384","Full Day","Highbridge","31","1003706","243050","ogdendc@midbronx.org","http://midbronx.org","3","09XAHD","1020 Summit Avenue
Bronx, NY 10452
(40.833722902000034, -73.92986595999997)"
"XAJD","NYCEEC","Bronx","12","Bronx Early Childhood Center","(718) 764-2409","Full Day","Crotona Park East","40","1014570","242931","cmiree@childrensaidsociety.org","http://childrensaidsociety.org","3","12XAJD","1515 Southern Boulevard
Bronx, NY 10460
(40.833117479000066, -73.89032854499999)"
"XAOU","NYCEEC","Bronx","10","Marble Hill Nursery School","(718) 562-7055","Full Day","Marble Hill - Inwood","40","1009996","258430","marblehill5470@aol.com","http://marblehillnurseryschool.org","8","10XAOU","5470 Broadway
Bronx, NY 10463
(40.87626352900003, -73.90740839499995)"
"X691","DOE","Bronx","12","Bronx Little School","(718) 792-2650","Full Day","West Farms-Bronx River","18","1021292","244573","jgordon7@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X691","3","12X691","1827 ARCHER STREET
Bronx, NY 10460
(40.83765747000007, -73.86595317499996)"
"X121","DOE","Bronx","11","P.S. 121 Throop","(718) 654-2055","Full Day","Allerton-Pelham Gardens","36","1025564","255179","gmartin9@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X121","3","11X121","2750 THROOP AVENUE
Bronx, NY 10469
(40.86594907400007, -73.85096007899995)"
"X095","DOE","Bronx","10","P.S. 095 Sheila Mencher","(718) 796-9200","Full Day","Van Cortlandt Village","18","1014241","260978","sdavis6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X095","2","10X095","3961 HILLMAN AVENUE
Bronx, NY 10463
(40.88287992200003, -73.89128609099998)"
"X304","DOE","Bronx","8","P.S. 304 Early Childhood School","(718) 822-5307","Full Day","Schuylerville - Throgs Nk - Edgewater Pk","36","1031482","240663","jnobile@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X304","2","08X304","2750 LAFAYETTE AVENUE
Bronx, NY 10465
(40.82730980300005, -73.83003675499998)"
"XATI","NYCEEC","Bronx","7","Sunshine Day Care","(718) 989-9804","Full Day","Mott Haven - Port Morris","72","1006478","235518","liz@sunshinenewyork.com","http://sunshinenewyork.com","3","07XATI","416 Willis Avenue
Bronx, NY 10454
(40.81328210000004, -73.91979469499995)"
"X033","DOE","Bronx","10","P.S. 033 Timothy Dwight","(718) 584-3926","Full Day","Fordham South","36","1011575","253227","jraxach@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X033","3","10X033","2424 JEROME AVENUE
Bronx, NY 10468
(40.862155323000025, -73.90148738699997)"
"X020","DOE","Bronx","10","P.S. 20 P.O.George J. Werdan III","(718) 515-9370","Full Day","Norwood","18","1017702","256118","jriley3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X020","2","10X020","3050 WEBSTER AVENUE
Bronx, NY 10467
(40.869999251000024, -73.87879278699995)"
"X277","DOE","Bronx","7","P.S. 277","(718) 292-3594","Full Day","Mott Haven - Port Morris","54","1008130","235625","jvega@ps277x.com","http://schools.nyc.gov/schoolportals/07/X277","2","07X277","519 ST ANNS AVENUE
Bronx, NY 10455
(40.81369675600007, -73.91332155099997)"
"X443","DOE","Bronx","9","The Family School","(718) 538-3266","Full Day","East Concourse - Concourse Village","36","1006991","242302","plee7@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X443","5","09X443","1116 SHERIDAN AVENUE
Bronx, NY 10456
(40.832205018000025, -73.91780821999998)"
"X043","DOE","Bronx","7","P.S. 043 Jonas Bronck","(718) 292-4502","Full Day","Mott Haven - Port Morris","72","1006012","233079","gdelucc@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X043","2","07X043","165 BROWN PLACE
Bronx, NY 10454
(40.80629927200005, -73.92126731099995)"
"X068","DOE","Bronx","11","P.S. 068 Bronx","(718) 324-2854","Full Day","Woodlawn - Wakefield","18","1028857","264112","chelfri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X068","2","11X068","4011 MONTICELLO AVENUE
Bronx, NY 10466
(40.89194701900004, -73.83857457699997)"
"XAPX","NYCEEC","Bronx","11","Williamsbridge NAACP Early Childhood Education Center","(718) 798-1262","Full Day","Williamsbridge - Olinville","54","1021942","261246","WillmsbrdgeECEC@aol.com","http://Williamsbridge-ECEC.org","2","11XAPX","670 East 219th Street
Bronx, NY 10467
(40.883875508000074, -73.86383926399998)"
"X386","DOE","Bronx","10","School for Environmental Citizenship","(718) 563-3292","Full Day","Fordham South","54","1010935","250846","lfox2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X386","2","10X386","125 EAST 181 STREET
Bronx, NY 10453
(40.85488471100007, -73.90343799399994)"
"XAPI","NYCEEC","Bronx","10","Saint Dominics Torch","(718) 365-7238","5","Kingsbridge Heights","28","1010129","253401","erosally@sdomhome.org","http://stdominicshome.org","2","10XAPI","2340 Andrews Avenue
Bronx, NY 10468
(40.86168393600008, -73.90709091099995)"
"XASA","NYCEEC","Bronx","10","Saint Dominics Torch","(347) 270-9219","Full Day","Mount Hope","36","1012155","250830","jsuazo@sdomhome.org",,"3","10XASA","2195 Valentine Avenue
Bronx, NY 10457
(40.85490953300007, -73.89899679099995)"
"XAYQ","NYCEEC","Bronx","11","Bronx Park East Preparatory, Inc.","(718) 882-3261","Full Day","Bronxdale","20","1020078","252376","keshea@bronxparkeastacademy.com","http://bronxparkeastacademy.com","5","11XAYQ","2270 Bronx Park East
Bronx, NY 10467
(40.859306540000034, -73.87080428199994)"
"X274","DOE","Bronx","9","The New American Academy at Roberto Clemente State Park","(718) 901-9703","Full Day","University Heights - Morris Heights","72","1006186","250085","mmitja@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X274","2","09X274","275 HARLEM RIVER PARK BRIDGE
Bronx, NY 10453
(40.85256524500005, -73.92141211599994)"
"X333","DOE","Bronx","8","P.S. 333 - The Museum School","(718) 860-3313","Full Day","Longwood","18","1012291","238054","lgerena@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X333","3","08X333","888 REV J A POLITE AVE
Bronx, NY 10459
(40.825226060000034, -73.89394988899994)"
"XABK","NYCEEC","Bronx","8","Holy Cross School","(718) 842-4492","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","90","1022814","236982","UPKAdmit@holycrossbx.org",,"3","08XABK","1846 Randall Avenue
Bronx, NY 10473
(40.81730000500005, -73.86053814499996)"
"XAHR","NYCEEC","Bronx","7","Concord Head Start/Early Learn Center","(718) 292-8564","Half Day","Melrose South - Mott Haven North","17","1009806","235709","dlicona@cmcs.org","http://cmcs.org","3","07XAHR","560 Concord Avenue
Bronx, NY 10455
(40.81345376400003, -73.90797752399999)"
"XARK","NYCEEC","Bronx","9","Sacred Heart Head Start","(718) 293-2006","Half Day","Highbridge","18","1005170","244756","mserrano@cmcs.org","http://cmcs.org","3","09XARK","95 West 168th Street
Bronx, NY 10452
(40.83831226900003, -73.92446868299999)"
"XAPD","NYCEEC","Bronx","10","Riverdale Y Early Childhood Program","(347) 913-4445","Full Day","North Riverdale - Fieldston - Riverdale","36","1009650","269077","mfinkel@riverdaley.org","http://riverdaley.org","7","10XAPD","5625 Arlington Avenue
Bronx, NY 10471
(40.90505328100005, -73.90713687999994)"
"XAMF","NYCEEC","Bronx","7","Bronxworks UPK School","(718) 508-3192","Full Day","Mott Haven - Port Morris","54","1010478","234803","jweed@bronxworks.org",,"5","07XAMF","498 Southern Boulevard
Bronx, NY 10455
(40.81088179400007, -73.90594582899996)"
"XACP","NYCEEC","Bronx","11","Lutheran Church and School of Our Saviour, The","(718) 792-5665","Half Day","Van Nest-Morris Park-Westchester Square","36","1025517","249035","GRamsudh@oursaviorbronx.org","http://oursaviourbronx.org","8","11XACP","1734 Williamsbridge Road
Bronx, NY 10461
(40.849486581000065, -73.85068186399997)"
"X211","DOE","Bronx","12","P.S. 211","(718) 901-0436","Full Day","East Tremont","36","1014648","246656","TDrummond@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X211","2","12X211","1919 PROSPECT AVENUE
Bronx, NY 10457
(40.84356092200005, -73.88977208899996)"
"XAFZ","NYCEEC","Bronx","9","New Covenant Christian School","(718) 299-5250","Full Day","Mount Hope","36","1010273","249019","rmacarthy@nccmin.org","http://ncchristianschool.org","5","09XAFZ","1925 Grand Concourse
Bronx, NY 10453
(40.850091743000064, -73.90575414099999)"
"X189","DOE","Bronx","11","Cornerstone Academy for Social Action","(718) 794-6160","Full Day","Co-Op City","54","1031010","261120","jbellon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X189","3","11X189","3441 STEENWICK AVENUE
Bronx, NY 10475
(40.88287300800005, -73.83029811899996)"
"XARP","NYCEEC","Bronx","8","Just 4 Kids Monsignor Scanlan","(917) 217-1781","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","18","1029305","240511","DJust4Kids@aol.com",,"3","08XARP","955 Hutchinson River Pkwy
Bronx, NY 10465
(40.825386180000066, -73.83662964399997)"
"XAOA","NYCEEC","Bronx","9","Promesa Multi-Cultural DCC II","(347) 649-3267","Full Day","Mount Hope","74","1010673","247693","awhite@promesa.org","http://PROMESA.ORG","7","09XAOA","300 East 175th Street
Bronx, NY 10457
(40.84660263300003, -73.90444169199998)"
"X310","DOE","Bronx","10","P.S. 310 Marble Hill","(718) 796-9434","Full Day","Kingsbridge Heights","54","1010444","257205","ecardon2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X310","2","10X310","260 W KINGSBRIDGE RD
Bronx, NY 10463
(40.872972349000065, -73.90542216499995)"
"X097","DOE","Bronx","11","P.S. 097 Bronx","(718) 655-4446","Full Day","Allerton-Pelham Gardens","18","1026633","253773","kbornka@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X097","5","11X097","1375 MACE AVENUE
Bronx, NY 10469
(40.86284823700004, -73.84634826599995)"
"XAEW","NYCEEC","Bronx","11","Learning Tree, The","(718) 944-0960","Full Day","Williamsbridge - Olinville","72","1022274","257708","msjoyce@tltprep.org","http://learningtreeprep.org","3","11XAEW","801 Bartholdi Street
Bronx, NY 10467
(40.87382759600007, -73.86249748199998)"
"XAFB","NYCEEC","Bronx","8","Villa Maria Academy, Inc.","(718) 824-3260","Full Day","Pelham Bay - Country Club - City Island","54","1035029","245985","teresa.barton@archny.org","http://vma-ny.org","7","08XAFB","3335 Country Club Road
Bronx, NY 10465
(40.840752440000074, -73.81658381999995)"
"XABI","NYCEEC","Bronx","8","Shining Stars UPK","(718) 823-2393","Full Day","Pelham Bay - Country Club - City Island","30","1031819","248959","alexandra.lacas@gai-edu.org","http://greekamericaninstitute.org","2","08XABI","3573 Bruckner Boulevard
Bronx, NY 10461
(40.84955132300007, -73.82790367699994)"
"X111","DOE","Bronx","11","P.S. 111 Seton Falls","(718) 881-2418","Full Day","Eastchester - Edenwald - Baychester","46","1028527","261585","aburrell@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X111","2","11X111","3740 BAYCHESTER AVENUE
Bronx, NY 10466
(40.88531970900004, -73.84062859199997)"
"XASU","NYCEEC","Bronx","7","Melrose Early Childhood Center","(718) 292-5335","Full Day","Melrose South - Mott Haven North","60","1006953","238411","ddiaz@eastsidehouse.org",,"5","07XASU","731 Courtlandt Avenue
Bronx, NY 10451
(40.82115565200007, -73.91751760599993)"
"X078","DOE","Bronx","11","P.S. 078 Anne Hutchinson","(718) 652-1244","Full Day","Eastchester - Edenwald - Baychester","36","1025542","259409","cskerri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X078","2","11X078","1400 NEEDHAM AVENUE
Bronx, NY 10469
(40.87850617500004, -73.85125742299994)"
"XACJ","NYCEEC","Bronx","8","Our Lady if the Assumption School","(718) 829-1706","Full Day","Pelham Bay - Country Club - City Island","54","1032045","247331","b210@adnyeducation.org","http://olassumptionbronx.org","5","08XACJ","1617 Parkview Avenue
Bronx, NY 10461
(40.84534307500007, -73.82694664699994)"
"XATR","NYCEEC","Bronx","11","Brightside Academy - White Plains #1","(718) 653-3714","Full Day","Bronxdale","30","1020885","255652","tbansgopaul@brightsideacademy.com","http://brightsideacademy.com","5","11XATR","2901 White Plains Road
Bronx, NY 10467
(40.86798216500006, -73.86729959399997)"
"XANZ","NYCEEC","Bronx","9","Walton (Center #5)","(718) 542-1161","Full Day","Mount Hope","109","1009205","248531","ahoward@lapen.com",,"3","09XANZ","1871 Walton Avenue
Bronx, NY 10453
(40.848936251000055, -73.90953299299997)"
"XART","NYCEEC","Bronx","7","Brightside Academy","(718) 292-0812","Full Day","Melrose South - Mott Haven North","49","1006379","237157","evasquez@brightsideacademy.com","http://brightsideacademy.com","5","07XART","331 East 150th Street
Bronx, NY 10451
(40.81745797000008, -73.92006317699997)"
"XADO","NYCEEC","Bronx","11","Saint Francis Xavier School","(718) 863-0531","Full Day","Van Nest-Morris Park-Westchester Square","116","1025058","248405","sfxupk@gmail.com","http://sfxschool.net","3","11XADO","1711 Haight Ave
Bronx, NY 10461
(40.84852118300006, -73.85228596099995)"
"XAXZ","NYCEEC","Bronx","8","Sotomayor","(718) 882-4000","Full Day","Soundview - Bruckner","126","1021713","240846","lauriemeltzermmcc@gmail.com","http://mmcc.org","5","08XAXZ","1818 Watson Avenue
Bronx, NY 10472
(40.82792279200004, -73.86436611299996)"
"XAFP","NYCEEC","Bronx","7","East Side House","(718) 665-5250","Full Day","Mott Haven - Port Morris","15","1006786","232909","dcolon@eastsidehouse.org","http://eastsidehouse.org","3","07XAFP","201 Saint Anns Avenue
Bronx, NY 10454
(40.80592420500005, -73.91813530699994)"
"XAEC","NYCEEC","Bronx","10","Saint Martin of Tours","(718) 220-4750","Half Day","Belmont","36","1015622","249219","dlee@cmcs.org","http://cmcs.org","3","10XAEC","695 East 182nd Street
Bronx, NY 10457
(40.85091679400006, -73.88734501399995)"
"X314","DOE","Bronx","12","Fairmont Neighborhood School","(718) 860-5210","Full Day","Crotona Park East","36","1015477","243237","swolfso2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X314","3","12X314","1550 VYSE AVENUE
Bronx, NY 10460
(40.834333137000044, -73.88738215999996)"
"XASB","NYCEEC","Bronx","9","New Covenant Christian School","(718) 328-6072","Full Day","Morrisania - Melrose","18","1011028","241344","rmacarthy@nccmin.org","http://ncchristianschool.org","5","09XASB","1181 Boston Road
Bronx, NY 10456
(40.82900971300006, -73.90296461899999)"
"X055","DOE","Bronx","9","P.S. 055 Benjamin Franklin","(718) 681-6227","Full Day","Claremont - Bathgate","72","1010528","243936","mfalu@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X055","2","09X055","450 SAINT PAUL'S PLACE
Bronx, NY 10456
(40.83632428000004, -73.90478852899997)"
"XACM","NYCEEC","Bronx","10","Our Lady of Mount Carmel","(718) 295-6080","Full Day","Belmont","92","1014990","252015","olmcsecy@gmail.com","http://mtcarmelschoolbronx.org","2","10XACM","2465 Bathgate Ave
Bronx, NY 10458
(40.858277875000056, -73.88867429099997)"
