"artwork","last_name","first_name","location","medium","project_status","description","page_link","latitude","longitude","mapped_location"
"Air Wave","Hendrix","Suzy","Madison Police Precinct","powder coated carbon steel pipe","Complete","For this design, a pair of functional air pumps flank an oscillating air wave. Air Wave is as practical as it is conceptual. In homage to all the good musical vibrations created by Nashville, sounds waves flow out from the flanking air pumps. Suzy Hendrix lives and works in Memphis, TN. She has additional public artworks in Fort Wayne, Indiana and Memphis. She works in many different media, including art glass, mosaic, cast glass, epoxy, steel, aluminum, and concrete. She previously traveled extensively in East Asia and toured for 10 years with the French performance group, “Urban Sax,” comprised of 40 saxophonists. They traveled all over Europe, Japan and the US performing.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad68ada-e395-11e9-b02a-12879e2400f0/0/%3Fi%3D0%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.272295","-86.689705","POINT (-86.689705 36.272295)"
"Let Justice Roll Down Like Waters","Guthrie","Amelie","Historic Metro Courthouse","silver wire","Complete","A celebration of human commonality, this sculpture examines nature’s fractal forms. The repetition of these branching forms in the natural world as the building blocks of the nervous system, roots, rivers, lightning, even coral formations, reinforces their role as the veins of our common nature.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/2f1b477a-2112-4089-a1ef-0ea574fb55b0/21/%3Fi%3D21%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Witness Walls","Hood","Walter","Public Square Park","concrete","Complete","Witness Walls is inspired by the events and the people who made history here in Nashville and created the blueprint for nonviolent protest during the modern Civil Rights Movement. The artwork is located on the west side of the historic Metro Nashville Courthouse, steps away from the site of the historic April 19, 1960 student-led protest that led then-Mayor Ben West to disavow segregation of Nashville's lunch counters. Artist Walter Hood designed Witness Walls as a set of fragmented sculptural walls, recalling the classical sculpted friezes that pay homage to heroic and mythical events in antiquity. Using carefully selected period photographs, the artist is exploring the full expressive potential of concrete to create a site of remembrance and celebration. Set amid these walls is a lighted pedestal that illuminates the repeated word ""witness"" and reflects the scene. As visitors walk through the artwork’s concave and convex walls, they will encounter Nashvillians taking action—school desegregation, lunch counter sit-ins, economic boycotts, marches, meetings, and Freedom Rides. Surrounded by these images, the artwork’s period music transports visitors to these events and places. The proliferation of images and sounds remind us that the Civil Rights movement was a collective endeavor. Just as this site once did, the visitors moving through and around these walls bear witness to the remarkable events that took place in Nashville over a half century ago.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/c2a8cfa8-ac52-40a4-9d9f-3af7d3816825/31/%3Fi%3D31%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.1678215","-86.7786215","POINT (-86.7786215 36.1678215)"
"Rise Above","Stein","Brenda","Bellevue Branch Library","Hackberry wood","Complete","Metro Arts commissioned woodturner and Nashville artist Brenda Stein to create an interior artwork using wood from hackberry trees removed from the Bellevue Branch Library construction site. Installed in 2014, Stein’s suspended wood sculpture is titled Rise Above. Her artwork is inspired by the Bellevue community’s resiliency and the limitless possibilities of books and learning. Above the circulation desk and the tech commons, nearly ninety birds gracefully soar together past the clerestory windows. In the children’s area, a colorful mobile of heart-shaped leaves provides a playful canopy above the seating area.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bf1c17-6cf9-11e9-a9ff-063f49e9a7e4/18/%3Fi%3D18%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.073381","-86.935262","POINT (-86.935262 36.073381)"
"The Riders","Conley","Seth","Shelby Street Pedestrian Bridge","tube steel","Complete",,"https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad8fe47-e395-11e9-b02a-12879e2400f0/20/%3Fi%3D20%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.164314","-86.76936","POINT (-86.76936 36.164314)"
"Exit at Grimey's Basement","Collins","Paul","Metro Office Building","ink (posca pen) on paper","Complete","This work is part of a series of on-site drawings at Grimey’s basement music venue is an effort to capture the changing Nashville cityscape. The artist went every night for a few weeks, working in the crowd and drawing any and every band and the scenes that unfolded.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/ae4f2d37-ec55-460c-859e-d33fe870ea38/17/%3Fi%3D17%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Mom's Pink Tree","Sawyer","Kay","Southeast Branch Library","Art print on paper","Complete","For Kay Sawyer, Mom’s Pink Tree embodies the beauty of resilience, determination and desire to overcome the harsh limits of one's environment to become all that one can be.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-faf8b763-d062-4ab2-87e7-b5725bbcf767","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Musica","LeQuire","Alan","Music Row Roundabout","cast silicon bronze, stainless steel, Tennessee limestone gravel and boulders","Complete","Musica features nine dancing figures in a circular composition roughly thirty-eight feet tall. There are five figures which spring forth from the base in an over-all vase form. Four more rise up in the center floating above the others. Each figure is fourteen to fifteen feet, or more than twice life-size. The dancers and part of the base are cast in bronze. The other part of the base is composed of massive natural limestone boulders. LeQuire writes, ""Dance is the physical expression of music and the piece is intended to convey that feeling to the viewer in a composition which is simple, exuberant and celebratory. The theme of the sculpture is music, because of the historical and economic significance of the site. This is the heart of Music Row, the area and the artistic activity for which Nashville is best known. The sculpture conveys the importance of music to Nashville, past, present and future, and represents all forms of music without reference to any one form or style. It is meant to provide a visual icon for the area and for the city as a whole."" ""The theme is music, but the sculpture represents artistic creativity itself. An artistic idea often seems to miraculously and spontaneously burst forth. This is what happens in the sculpture, and the title Musica suggest this since it refers to all the 'arts of the muses.'""","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bea2b2-6cf9-11e9-a9ff-063f49e9a7e4/14/%3Fi%3D14%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.152092","-86.791617","POINT (-86.791617 36.152092)"
"Circulate","Carlson","Erik","Lentz Public Health Center","LCD privacy glass, acrylic parabolic mitrrors, Baltic Birch plywood","Complete","Installed in July of 2014, Circulate is located inside the new Lentz Public Health Center. Modeled on the concept of small-world networks and the body's circulation system, the artwork incorporates LCD Smart glass ""pixels,"" parabolic mirrors, and custom software to dramatically animate the ideas of flow and connection. Utilizing motion-capturing technology, Circulate translates real-time images of the movement on the stairs into dynamic and ever-changing animations revealed as the 124 LCD glass disks face between opaque and clear. Like the building itself, the public art at Lentz encourages health and fitness by rewarding those who take the stairs.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/1af931b1-bdd3-4c6f-ba8d-1d8cee2ac648/2/%3Fi%3D2%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.155665","-86.813369","POINT (-86.813369 36.155665)"
"Sad But True","Cheney","Christopher","Madison Branch Library","Acrylic and silkscreen ink on wood panel","Complete","Christopher Cheney’s work Sad But True was inspired by a book he discovered in his hometown library. He recalls, “The statement, recorded by one of the old men rang true and held a lot of power as I read it. ‘They made us promises, none of them kept but one. They promised to take our land, and they took it.’ It is a statement that boils down the genocidal history of the United States and the Native Americans and into a handful of words. Sad but true.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-98c9a263-804d-4612-b96a-69bf5b1fa1bd","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Of Hummingbirds, Zinnias, and Lunas","Martin","Anna","Southeast Branch Library","Oil on wood panel","Complete","Of Hummingbirds, Zinnias, and Lunas “represents the sort of small, quiet moments that happen outdoors in the garden when you are presented with these little 'gifts,'” Anna Martin explains, “stumbling across a hidden luna moth; getting a close-up visit from a hummingbird and feeling the vibration of its wings—these small but magical moments that surprise and delight are able provide a small moment of peace and joy in a world that often feels filled with turmoil and chaos.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-5217af15-afc0-4ab5-b830-1a8663a6ee46","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Dry Run","Seapker","Karen","Historic Metro Courthouse","oil on canvas","Complete","Experimenting with the reflection of time and space as viewed in a static format, this work focuses on re-birth and renewal -- both genuine and misguided -- with particular concentration on water, its cyclical and symbolic nature, and ideas surrounding baptisms, drownings and emergence.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/4dc52557-47e2-46b6-8629-d5879622ddbc/11/%3Fi%3D11%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Sky Lake","Williams","Herb","Smith Spring Community Center","cast acrylic, stainless steel wire","Complete","After months of research and engagements with area residents, Herb Williams created the suspended sculpture Sky Lake. Unveiled at Smith Springs Community Center's July opening, Sky Lake is composed of more than 100 cut pieces of pigmented and dichroic acrylic in various shapes -- iridescent clouds, apple trees and mason jars -- each symbolizing a facet of the history of Smith Springs, including the Tennessee Valley Authority’s flooding of the community in 1964 to create Percy Priest Lake. The shapes converge to form a deconstructed lake, floating in the center’s entryway and reflecting--literally and figuratively--the legacy of the community. At the center of the installation is a water pump, a tribute to the submerged natural spring that still feeds the lake. “I wanted to play with transparency, light and space to evoke water and sky,” said Williams, “and I especially wanted to pay homage to the lake itself and to the people and history of Smith Springs.” The artist was influenced by several icons in art who have transformed the idea of a suspended work of art that Alexander Calder made famous. Contemporary artists such as Do-Ho Suh, Emmanuelle Moureaux, Michael Murphy, Cai Guo-Qiang, Nick Cave and Claire Morgan helped steer the many revisions that led to the final iconic footprint and design of Sky Lake.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bf573b-6cf9-11e9-a9ff-063f49e9a7e4/21/%3Fi%3D21%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.088307","-86.609775","POINT (-86.609775 36.088307)"
"Lyrical Rider","Novak","Anthony","Coleman Park Community Center","powder coated carbon steel pipe","Complete","In this design, bicycle and rider are synthesized into one unified, lyrical design. Artist Statement “I love bike and I love Nashville – except for the traffic, which is why I want to do my part as a professional artist to encourage fellow cyclists to ride instead of drive.” Artist Biography Anthony Novak is a sculptor, restoration artisan, and fabricator in Nashville, TN. He has been a professional artist since 1986. His work is on permanent display in a number of iconic Nashville institutions including the rotunda of the Baskin Law Center at Belmont University, Baptist Hospital, St. Thomas Hospital and the Belmont Mansion. Accomplished at restoration, he has restored Pre-Civil War and Tang Dynasty sculptures, in addition to antique architectural and ornamental elements. He is one of the few area sculptors proficient in cast stone, which is suitable for both indoor and outdoor use.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad81c68-e395-11e9-b02a-12879e2400f0/14/%3Fi%3D14%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.111846","-86.74484","POINT (-86.74484 36.111846)"
"Supported by the Ancestors","Holley","Lonnie","Edmondson Park","stainless steel, granite","Complete","Supported by the Ancestors is about honoring the use of materials and the people who used those materials.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/92be50d4-7d84-4c18-a665-720619adfcb6/23/%3Fi%3D23%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.1866405","-86.7852455","POINT (-86.7852455 36.1866405)"
"Jardines de Hershey, Jibacoa, Cuba","Pavlovic","Vesna","Southeast Branch Library","Archival pigment print","Complete","Jardines de Hershey, Jibacoa, Cuba was taken in 2019 during a research visit to Cuba for the 13th Havana Biennial Rios Intermitentes project. Vesna Pavlović captured the image in an abandoned park, lush with vegetation. “Encounter with Cuba was strangely familiar and beautiful,” she explains. “It seems that Cuba itself is an archive of historical movements, their successes and failures. Abandoned park once owned by a chocolate magnate Milton Hershey serves as a powerful memory of the once bustling industrial town, now a site of memory.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-0e5b7b24-adff-4ed7-a1af-05e8ccd43680","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"B.024.02","Schumacher","KJ","Historic Metro Courthouse","colored tape over color photograph","Complete","These works are primarily about creative practice and process, specifically as those endeavors relate to mark-making. The artist begins the process by culling source material in the form of marks and remnants. In reusing these often discarded marks, the artist hopes to raise awareness of their intrinsic importance in shared experiences.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/68a3469a-8f1b-428f-8450-46bd7e5890a1/24/%3Fi%3D24%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"In Awe of Mother Earth","Krebs","Katherine","Metro Office Building","mixed media on panel","Complete","This body of work focuses on transitions in the artist’s personal life, society, humanity, religion and the connection between them. The artist explores our connection to each other, God, the divine feminine, the heavens, and history.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/482417ec-b9db-4a70-9832-0c9b3a160695/16/%3Fi%3D16%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Self love","Carpenter","Jordan","Southeast Branch Library","Graphite and charcoal on paper","Complete","“My work explores the essence and nuance of a certain individual. Art is all about expression so my main goal is to express life into a black and white work of art,” says Jordan Carpenter. “My goal with every piece is to turn an ordinary image into a drawing that conveys a certain emotion.” Self Love, created with graphite and charcoal, conveys such emotion.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-57916e48-0ba2-4cba-8e67-cf390acad873","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Tomato Pride","Owen","Gwil","Madison Branch Library","Recycled paper on Masonite","Complete","Tomato Pride was originally created for the Tomato Festival Art Show in 2019. The collage is a celebration of Nashville’s unique character and was made with recycled paper images on Masonite. Of his collage work, Gwil Owen explains, “I’m attracted to the feel and texture of very old paper and interested in exploring the conflict and symbiosis between man, machine, and the natural environment.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-d82456a5-5b5a-4ee1-8d7f-d737b6b8bbdc","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Tough Boys","Piñeros","David S.","Metro Office Building","archival photo print","Complete","These works document ordinary people and their social interactions in juxtaposition with some of the intimate social issues of Nashville; as a city immersed in the “Bible Belt,” and overwhelmed by its record growth.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/6ffd0611-3dfd-4247-9304-b4e188ee43f6/6/%3Fi%3D6%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Palk Strait","Feaster","Richard","Historic Metro Courthouse","graphic and acrylic ink on canvas","Complete","This work suggests reflectivity (and depth), blackness, erasure and palimpsest, Earth’s all-powerful formative forces of pressure, heat and water, and above all graphite’s inseparable historic link to modern calligraphic handwriting. The artist sees this work as a meditation on the phenomenology of mark-making, with a focus on graphite as the impetus for that investigation.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/bbfdf96e-193e-4b0b-9980-3ea4872594d1/13/%3Fi%3D13%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Storm Cloud","Turner","Vadis","Historic Metro Courthouse","fabric, ribbon, mixed media","Complete","Inspired by the artist’s view from her studio window of storms rolling over Old Hickory Lake, this work is composed of upcycled women’s clothing and domestic textiles.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/f077f3fd-aac7-40c7-8c60-bb9af4d4c4e9/8/%3Fi%3D8%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Storyteller #1","Filsoofi","Raheleh","Southeast Branch Library","Transfer images on paper","Complete","Raheleh Filsoofi travelled throughout Iran from 2012-2013 photographing and interviewing women at work. Storyteller #1 from this series includes an image of a girl she encountered selling flowers in traffic. Their brief exchange changed Filsoofi’s perspective of Iranian women and encouraged her to reveal their truths. The girl’s image is combined with Iranian calligraphy, motifs and patterns, and the image of Tahereh Ghoratolein, an influential Iranian poet and women's rights activist.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-bfa220c2-4cfd-4b2e-a530-038a63b923da","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Back of the Crowd at Grimey's Basement","Collins","Paul","Metro Office Building","ink (posca pen) on paper","Complete","This work is part of a series of on-site drawings at Grimey’s basement music venue is an effort to capture the changing Nashville cityscape. The artist went every night for a few weeks, working in the crowd and drawing any and every band and the scenes that unfolded.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/f8cb152f-2cc8-4c64-b702-6864701fd573/14/%3Fi%3D14%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Marsh Patio in Yellow","Davis","Lindsy","Madison Branch Library","Silkscreen print; water-based ink on French paper","Complete","“By creating landscapes with the most minimal representation possible, our brain fills in the rest to solve the puzzle of ‘depth,’” explains Lindsy Davis. “My concept focuses mainly on how the brain uses the eyes as tools for prescribing meaning, deciphering ambiguity, and collecting information. As subjective beings, we carry our experiences with us. When we cannot solve a puzzle, our past experiences are used to fill in the gaps. Marsh Patio is one of many ambiguous landscapes that our brain cannot help but piece back together with a narrative that makes sense to our own subjective perspective.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-1cde0e0e-8261-48fa-9e11-c2d8fa96ea92","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Exploration and Discovery: To the Moon","Rowe","Ken","Nashville Public Library","silicon bronze, leaded crystal, gray granite","Complete","Exploration & Discovery is a three part installation by artist Ken Rowe. The three bronze sculptures that make up the series are The Spark of Discovery, The Scholar and To the Moon. Each highly detailed sculpture captures the image of an individual or group of individuals in the pursuit of knowledge through acts of exploration and discovery. Rowe’s three works were created to inspire, celebrate and honor the legacy of creativity and ingenuity within the Nashville community.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bd4c10-6cf9-11e9-a9ff-063f49e9a7e4/7/%3Fi%3D7%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.162154","-86.781827","POINT (-86.781827 36.162154)"
"Reckless Loan of Life","Peters","Eric","Madison Branch Library","Acrylic on wood board","Complete","For Eric Peters, his painting Reckless Loan of Life conjures up memories from the March 3, 2020 tornado. He explains, “After 10 seconds of a chaotic pandemonium I've never experienced and hope never to again, we walked out with our lives. In the midst of utter destruction, life is far and away our most cherished ‘possession.’ The life we have is a loan; by God, by time, by the earth and stars. It is a reckless gift.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-404fbe2b-9623-4224-91b2-04e40cf4c4c0","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Levy and Deborah","Harper","Valentina","Madison Branch Library","Polymer clay, fabric pieces, acrylic paint, and black ink on wood","Complete","Levy and Deborah was originally created for the Flying Solo Exhibition, Spring 2016, at Nashville International Airport - BNA. Birds hold a special place for Valentina Harper, embodying so many life-giving qualities, such as freedom, beauty, creativity, color, playfulness, grace, and music. The birds are made with polymer clay and fabric and overlaid with acrylic paint and details from a radiograph.","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-6833d45d-8648-4876-8e21-51221dfc5aba","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Thread","Dahlquist","David","28th/31st Avenue Connector","steel, powder coated steel, metal tubing, LED cold neon tube lighting","Complete","Installed fall of 2012, Thread, the 28th Avenue Connector Bridge Enhancement and Needle Transit Shelters are located at Park Plaza and the 28th-31st Avenue Bridge, now known as the Francis S. Guess Connector. Using sewing, threads and knot tying as a metaphor, Thread and Needle speaks to the underlying purpose of the bridge and the project as a whole. Intended to connect two formerly separated neighborhoods and cultural areas, the bridge and artwork bring the community together in myriad ways. Thread (bridge) is composed of 150 steel panels featuring different sewing motifs, making a quilt-like pattern across the bridge. The steel plate quilt patterns were inspired by and developed through a series of community workshops held in 2011. Needle (transit shelter) features a large scale sewing needle and images of knots and threads echoing the themes and symbols depicted in the bridge artwork.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bf8fc7-6cf9-11e9-a9ff-063f49e9a7e4/24/%3Fi%3D24%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.150571","-86.818648","POINT (-86.818648 36.150571)"
"Adanedi","Norf Art Collective",,"Nashville Farmers' Market","acrylic on wallboard","Complete","Norf Art Collective create murals for the Market House’s new entryway vestibule, and the result is Adanedi. Named for the Cherokee word for “gift,” the two murals feature beautiful interpretations of planting, growth and harvesting.","https://www.metroartsnashville.com/metro-public-art-collection?pgid=jkx0tpry-7b67120c-ccae-4174-b80c-c4cc6e87ae0d","36.170913","-86.788901","POINT (-86.788901 36.170913)"
"Out There","Mintz","Ashley","Southeast Branch Library","Acrylic paint and scrap paper on canvas","Complete","“To me,” Ashley Mintz explains, “[Out There] looks like a girl sitting in nature, perhaps meditating. Being in nature can strengthen our connection to our own spirit and to life itself. It can teach us about life and death and even rebirth. The circles in this work reflect the circle of life and the random areas where red is coming through the background, reflect the deep passion of the soul.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-46f8c155-c5fe-429f-a333-693b9a552ee8","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Domestic Relations-Momma","Dunson","Samuel L.","Historic Metro Courthouse","spray paint, acrylic paint, water-soluble oil paints, and archival markers on canvas","Complete","Juxtaposing the images of three generations of a Black family, bound together by a common piece of clothing, against a backdrop of perceived destruction inside and outside the home, the artist confronts the viewer with a choice: to focus on the turmoil or to notice the strength and resilience of the family binding itself together through the destruction.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/97c898fd-9834-443a-8144-0577843cd300/33/%3Fi%3D33%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Edgehill Polar Bear","Threalkill","James L.","Metro Office Building","acrylic on canvas","Complete","The Edgehill Polar Bears were a favorite image from the artist’s childhood growing up in the Edgehilll community. As a proud former resident, the artist wanted to pay homage to the polar bears and the neighborhood identity they embodied.","https://www.metroartsnashville.com/fullscreen-page/comp-k26i7kkw/069504ef-1589-4960-8606-22248e36e271/19/%3Fi%3D19%26p%3Dvbh99%26s%3Dstyle-k26i7kl3%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Acklen Park I","Wasserman","Doris","Southeast Branch Library","Cyanotype on watercolor paper","Complete","“The silhouette of the flowers in this image was preserved in a sunny spot under the window sill of a century-old building, while the city whirred around us — jack-hammers in the distance drilling for more ground, the sound of traffic like ocean waves gently meeting shore, and masked neighbors walking their dogs nearby,” says Doris Wasserman. “Acklen Park I reflects the complexity of life, frozen in a moment in time.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-95bf62f7-380b-4555-9be2-0340a550f32f","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Good Eats","Henderson","Wayne","21st Ave. and Broadway","powder coated stainless steel, stainless steel pipe, tinted concrete","Complete",,"https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad7a61e-e395-11e9-b02a-12879e2400f0/9/%3Fi%3D9%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.148329","-86.799705","POINT (-86.799705 36.148329)"
"Mursi Me","Mrozik","Elisheba Israel","Southeast Branch Library","Acrylic on canvas","Complete","Mursi Me is a part of a series of monochromatic paintings by Elisheba Israel Mrozik that explore the tribes that contribute to the artist’s DNA profile. “As a Black American,” she explains, “the lost history and legacy of the connections to our ancestral cultures pre-diaspora has long been an ongoing search for filling in the gaps of my lost identity.” Mursi Me is a depiction of an Ethiopian Mursi woman with a lip plate in very close, cropped detail.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-a8d3fc6e-485a-4d4f-825a-085f2b9e8f49","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Lotus","Allison","Michael","Fannie Mae Dees Park","recycled bicycle frames, steel tubing","Complete","This bike rack utilizes recycled bike frames to compose the colorful organic design. Artist Statement “My goal in designing this rack was to make a visually and artistically interesting piece of art, while also keeping the design practical and useful. I want the rack to clearly communicate it is available to the public for the purpose of locking bicycles. I also wanted to create something that reminds the public that biking is a great healthy, environmentally-friendly way to commute and explore our city. In addition, I like the idea that the materials for this rack are sourced locally. Tied into this idea of using local materials is the concept of sustainability, which is always an undercurrent in my work. I mainly work with recycled metal and glass. Most of the art I create is functional and many of my large metal and glass pieces serve as light fixtures.” I am passionate about public art because they allow art to reach more people than just those who can afford to purchase professional art. Public art allows people to interact with art on a daily basis instead of just in museums. Artist Biography Michael Allison lives and works out of his studio in Joelton, TN. His work, Liquid 615, can also be found at the Antioch Community Center as part of the public art Watermarks series.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad7fcc7-e395-11e9-b02a-12879e2400f0/13/%3Fi%3D13%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.137488","-86.805803","POINT (-86.805803 36.137488)"
"Bicycle Copse","Doak","Anice","Suntrust Plaza","stainless steel","Complete",,"https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad705b7-e395-11e9-b02a-12879e2400f0/4/%3Fi%3D4%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.161906","-86.779003","POINT (-86.779003 36.161906)"
"Amor Nuestro","Bustamante","Andrés","Southeast Branch Library","Latex paint on acrylic Plexiglass","Complete","Amor Nuestro translates to “Our Love.” Andrés Bustamante writes in relation to the work: “May all that is, remember love as the truest nature of our existence.” The work is made by the process of cutting, melting and folding the acrylic Plexiglass and adding to with latex paint. For him, “Curiosity is a catalyst to various mediums, exploring the abstraction in human emotion and human existence through shape, color, and material.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-cbbb97a4-c0d9-4abf-8fca-5fa069866f58","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Unknown Friend - 4 Explodes the Triangle God","Kimball","Alex","Southeast Branch Library","Cedar scraps, book, acrylic, oils, glue, nail, and paper on wood panel","Complete","Referencing the work of writer Jorge Luis Borges and filmmaker Andrei Tarkovsky that inspired this work, Alex Kimball explains: ""The voracious reader pauses, overwhelmed. The words don't make sense. 'There is nothing but quotations left for us.' Fragments of thoughts from books and films are mimicked by the parrot-artist. The writer says 'there’s no Bermuda triangle. There’s a triangle ABC, which is even to a triangle A′B′C′.' These are the rational laws of the world, and there is no god unless it is that triangle. The object-paintings revolt and defy being read. They come out mutated. A monstrous 4 emerges, a blind 4 that coaxes the demons and gnomes to shuffle and speak in the dark. Divine darkness.""","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-b090753a-c932-48f5-8bd1-9cce28163386","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Citizen","Sayre","Thomas","Public Square Park","glass, stainless steel base, concrete benches","Complete","The two figures represent the leaders of Nashville directing the development of the city, going back to founders James Robertson and John Donelson to Fisk and Tennessee A&I University students leading the Nashville Civil Rights reform to current leadership. The sculptures turn to represent every Nashvillian's participation in the city. At night, the sculptures are lit to serve as a beacon for a gathering place for all of Nashville.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/3c82b433-2d9a-4822-aac9-4fb4d19871be/3/%3Fi%3D3%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.166414","-86.778467","POINT (-86.778467 36.166414)"
