Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,04/02/2014,K14-008682,RECEIVING,A306146,05/02/2014,05/02/2014,0,TRANSFER,VET_HOSP,TRANSFER,RP SHELTER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,04/02/2014,K14-008680,RECEIVING,A306144,05/02/2014,05/02/2014,0,TRANSFER,VET_HOSP,TRANSFER,RP SHELTER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,CAT,DOMESTIC SH,GRAY TABBY,Female,KITTN,04/02/2014,K14-008684,RECEIVING,A306148,05/02/2014,05/02/2014,0,TRANSFER,VET_HOSP,TRANSFER,RP SHELTER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*SAM,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,04/06/2014,K14-008729,WESTFARM,A306233,05/06/2014,06/20/2014,45,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*LICORICE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,04/06/2014,K14-008730,WESTFARM,A306234,05/06/2014,06/20/2014,45,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,05/08/2012,K14-008732,CS06,A306236,05/06/2014,05/09/2014,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/06/2014,K14-008731,WESTFARM,A306235,05/06/2014,06/20/2014,45,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*JINX,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/11/2014,K14-008735,WESTFARM,A306239,05/06/2014,06/12/2014,37,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*CONNER,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/11/2014,K14-008733,LOBBY,A306237,05/06/2014,06/06/2014,31,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*HAZEL,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,04/11/2014,K14-008734,LOBBY,A306238,05/06/2014,06/06/2014,31,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,05/05/2014,K14-008750,RECEIVING,A306286,05/07/2014,05/07/2014,0,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,,K14-008744,SMM,A306277,05/07/2014,05/10/2014,3,TRANSFER,VET_HOSP,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K14-008770,CS06,A306352,05/08/2014,05/12/2014,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SQUEEKY,CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,SMALL,05/08/2004,K14-008764,SMM,A306343,05/08/2014,08/26/2014,110,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K14-008771,CS06,A306353,05/08/2014,05/12/2014,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*TUX,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/09/2014,K14-008786,WESTFARM,A306430,05/09/2014,06/27/2014,49,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*DUCKY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/09/2014,K14-008785,WESTFARM,A306429,05/09/2014,06/27/2014,49,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,TORTIE/BRN TABBY,Female,SMALL,05/15/1998,K14-008780,SMM,A306389,05/09/2014,05/18/2014,9,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
CURRY,CAT,SIAMESE/MIX,WHITE/SEAL PT,Neutered,SMALL,05/10/2012,K14-008787,CS04,A306436,05/10/2014,05/21/2014,11,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
,CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,,K14-008815,RECEIVING,A306557,05/13/2014,05/13/2014,0,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC MH,TORTIE/BRN TABBY,Spayed,SMALL,05/14/1998,K14-008812,SMM,A306553,05/13/2014,05/30/2014,17,TRANSFER,VET_HOSP,TRANSFER,NO BOUNDRI,UNTREATABLE,UNTREATABLE,*WINDSOR,COUNTY,95439,"95439(38.49169, -122.776056)",1
*GYPSY,CAT,DOMESTIC LH,TORTIE/BRN TABBY,Spayed,KITTN,04/03/2014,K14-008824,LOBBY,A306595,05/13/2014,06/07/2014,25,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MALIBU,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,05/13/2011,K14-008828,CS05,A306617,05/13/2014,05/30/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,ORG TABBY,Male,KITTN,,K14-008814,RECEIVING,A306556,05/13/2014,05/13/2014,0,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,ORG TABBY,Male,KITTN,,K14-008813,RECEIVING,A306554,05/13/2014,05/13/2014,0,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC MH,ORG TABBY,Unknown,SMALL,11/13/2012,K14-008816,CS06,A306558,05/13/2014,05/13/2014,0,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*ARLET,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,02/14/2014,K14-008847,LOBBY,A306668,05/14/2014,05/22/2014,8,STRAY,COMM CAT,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
TIGGER,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,05/14/2002,K14-008843,CS05,A306660,05/14/2014,07/06/2014,53,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,,,,1
BEASTIE,CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,04/22/2014,K14-008841,LOBBY,A306650,05/14/2014,07/08/2014,55,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,05/14/2012,K14-008846,CA03,A306667,05/14/2014,05/16/2014,2,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SOCKS,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,11/14/2007,K14-008844,CS04,A306661,05/14/2014,05/27/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95442,"95442(38.371317, -122.520506)",1
MAMA,CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,LARGE,05/14/2002,K14-008842,CS04,A306659,05/14/2014,05/29/2014,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,95139,"95139(37.225242, -121.767348)",1
WILLOW,CAT,DOMESTIC SH,LILAC PT,Spayed,KITTN,04/24/2014,K14-008875,49ERPET,A306797,05/16/2014,06/21/2014,36,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
LALA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,05/16/2012,K14-008873,49ERPET,A306795,05/16/2014,07/08/2014,53,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
BINKY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,04/24/2014,K14-008876,49ERPET,A306798,05/16/2014,06/23/2014,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
ANNE,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,04/24/2014,K14-008874,49ERPET,A306796,05/16/2014,06/26/2014,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
MAGGIE,CAT,DOMESTIC MH,GRAY,Spayed,KITTN,04/16/2014,K14-008877,CA02,A306808,05/16/2014,07/01/2014,46,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
,CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,,K14-008913,CS06,A307004,05/20/2014,05/23/2014,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*JANET,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,04/09/2014,K14-008924,LOBBY,A307034,05/21/2014,06/13/2014,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*MARIAH,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,04/09/2014,K14-008922,LOBBY,A307031,05/21/2014,06/13/2014,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*TINK,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,04/09/2014,K14-008923,LOBBY,A307032,05/21/2014,06/07/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*TOBY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/09/2014,K14-008921,LOBBY,A307030,05/21/2014,06/07/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
STORMY,CAT,DOMESTIC LH,GRAY,Spayed,SMALL,01/09/2002,K14-008953,COOLER,A208926,05/22/2014,05/27/2014,5,TRANSFER,VET_HOSP,DISPOSAL,FRA,UNTREATABLE,DEAD,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,05/22/1997,K14-008946,TX,A307083,05/22/2014,05/22/2014,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
MINIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,04/08/2014,K14-008972,LOBBY,A307122,05/23/2014,06/21/2014,29,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
NAHLA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/08/2014,K14-008969,RECEIVING,A307119,05/23/2014,07/02/2014,40,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MOREY,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,04/08/2014,K14-008971,LOBBY,A307121,05/23/2014,06/21/2014,29,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,*WINDSOR,COUNTY,95404,"95404(38.458384, -122.675588)",1
PEANUT,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/08/2014,K14-008970,LOBBY,A307120,05/23/2014,06/21/2014,29,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
VACA,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,06/01/2013,K14-008994,CS04,A302596,05/27/2014,06/13/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
TIGER,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,,K14-009008,SMM,A307247,05/27/2014,05/28/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
TIGRE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,06/01/2013,K14-008995,CS04,A302595,05/27/2014,06/06/2014,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
HERCULES,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,05/28/2012,K14-009017,CA03,A307294,05/28/2014,06/07/2014,10,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,,K14-009024,CS06,A307314,05/28/2014,06/03/2014,6,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,SMALL,11/08/2011,K14-009012,CI02,A299250,05/28/2014,06/12/2014,15,QUARANTINE,FIELD_OS,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,,1
JOE,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K14-009041,RECEIVING,A093295,05/29/2014,05/29/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
PHOEBE,CAT,DOMESTIC SH,CALICO/WHITE,Spayed,KITTN,04/30/2014,K14-009056,LOBBY,A307404,05/30/2014,07/08/2014,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
ROCKY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/30/2014,K14-009058,LOBBY,A307406,05/30/2014,07/05/2014,36,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
LOKI,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/30/2014,K14-009057,LOBBY,A307405,05/30/2014,07/08/2014,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,04/22/2014,K14-009060,CS06,A307409,05/30/2014,06/03/2014,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SASHA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,05/30/2012,K14-009053,CS04,A307399,05/30/2014,07/10/2014,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
BELLA,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,SMALL,05/30/2012,K14-009054,CS04,A307402,05/30/2014,06/21/2014,22,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
TOMMY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,04/30/2014,K14-009055,LOBBY,A307403,05/30/2014,07/05/2014,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,CALICO,Female,KITTN,04/22/2014,K14-009076,CS06,A307477,05/31/2014,06/04/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK,Female,KITTN,04/26/2014,K14-009077,CS06,A307478,05/31/2014,06/04/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY,Unknown,SMALL,,K14-009074,CS06,A307474,05/31/2014,06/03/2014,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BRN TABBY/BLACK,Unknown,KITTN,04/17/2014,K14-009065,CS06,A307445,05/31/2014,06/03/2014,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC LH,WHITE/CREAM,Neutered,MED,,K14-009072,EUTH,A307463,05/31/2014,05/31/2014,0,OWNER SURRENDER,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,OUT OF COUNTY,95949,"95949(39.112728, -121.097509)",1
,CAT,SIAMESE/MIX,LILAC PT,Unknown,KITTN,04/24/2014,K14-009075,CS06,A307476,05/31/2014,06/04/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC LH,BLACK,Female,KITTN,04/22/2014,K14-009078,CS06,A307479,05/31/2014,06/04/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*JADE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,04/03/2014,K14-009107,LOBBY,A307528,06/03/2014,06/12/2014,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
CHUCK,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,04/03/2014,K14-009106,LOBBY,A307527,06/03/2014,06/06/2014,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,,K14-009104,CS06,A307524,06/03/2014,06/03/2014,0,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*JOCELYN,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/03/2014,K14-009108,LOBBY,A307529,06/03/2014,06/10/2014,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
OLIVIA,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,03/27/2014,K14-009131,CA03,A307603,06/04/2014,08/29/2014,86,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*JEMMA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/13/2014,K14-009135,LOBBY,A307610,06/04/2014,08/05/2014,62,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,,K14-009133,CS06,A307606,06/04/2014,06/05/2014,1,STRAY,COMM CAT,RETURN TO OWNER,RETURN TO OWNER,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
DANNY,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,TOY,03/27/2014,K14-009132,CA03,A307605,06/04/2014,08/29/2014,86,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*COW,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/13/2014,K14-009134,LOBBY,A307608,06/04/2014,08/02/2014,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SASSY,CAT,SIAMESE/MIX,TORTIE PT/WHITE,Spayed,SMALL,08/21/2008,K14-009121,CS05,A295413,06/04/2014,06/17/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*LUCY,CAT,DOMESTIC SH,SEAL PT,Spayed,KITTN,05/13/2014,K14-009137,LOBBY,A307612,06/04/2014,08/05/2014,62,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*AVA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,03/21/2014,K14-009158,WESTFARM,A307644,06/05/2014,06/15/2014,10,OWNER SURRENDER,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,ORG TABBY,Male,KITTN,05/19/2014,K14-009782,FOSTER,A307819,06/05/2014,06/11/2014,6,STRAY,OVER THE COUNTER,DIED,IN FOSTER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*ALI,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,04/20/2014,K14-009163,LOBBY,A307650,06/05/2014,07/25/2014,50,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*CHANDLER,CAT,DOMESTIC SH,BRN TABBY,Neutered,MED,06/16/2012,K14-009156,CS04,A307642,06/05/2014,07/03/2014,28,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
,CAT,SIAMESE,SEAL PT,Female,KITTN,04/08/2014,K14-009149,CA02,A307627,06/05/2014,06/09/2014,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*JUDE,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,03/21/2014,K14-009160,LOBBY,A307646,06/05/2014,06/07/2014,2,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*FLOKI,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/20/2014,K14-009148,LOBBY,A307625,06/05/2014,06/28/2014,23,STRAY,COMM CAT,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
