"company_name","business_description","street_address","city","state","county","phone","fax","email","commodity_codes"
"Barden Contracting Serv, LLC","We provide services in construction management, estimating, project management, and interior finishes. We also provide and install exterior composite panels, curtain wall, windows and doors. Terrazzo floors (speciality) and Ceilings.","160-23 Rockaway Blvd, Suite 4","Queens","NY","Queens","718-341-1065","888-679-8270","dee@bardencontracting.com","237210 - Land (except cemeteries) subdividers; 238130 - Framing contractors; 238190 - Other Foundation, Structure, and Building Exterior Contractors; 23831 - Drywall and Insulation Contractors; 238330 - Flooring Contractors; 23834 - Tile and Terrazzo Contractors; 23835 - Finish Carpentry Contractors"
"BARFIELD PUBLIC RELATIONS INC","Public Relations Agencies ;","638 Macon Street, 3rd Floor","Brooklyn","NY","New York","212-736-0404","718-452-1806","barfieldmedia@gmail.com","541820 - Public relations agencies; 070A - COMMUNITY PARTICIPATION/PUBLIC RELATIONS/OUTREACH; 070B - URBAN PLANNING & FORECASTING; 080K - CULTURAL RESOURCE ASSESSMENT"
"Barrier Cable, Inc.","Provide and install barrier cable for fall protection in parking decks;","665 Lee Road 212","Phenix City","AL",,"334-448-4889","334-448-4889","merri@barriercableinc.com","236220 - Commercial and Institutional Building Construction; 238990 - All Other Specialty Trade Contractors; 607 - FENCES; 915 - Building Construction - General"
"Basano Contracting Inc","Landscape Construction, Tree Consulting, Tree, shrub, perennial and annual plantings, new lawns seed and sod. Tree Consulting, Tree Surveying and Reporting, Tree Prune Inspection and Surveys.","1431 Carlls Straight Path","DIX HILLS","NY","Suffolk","631-864-4296","631-864-5703","basano11746@yahoo.com","237110 - Water and Sewer Line and Related Structures Construction; 238120 - Structural Steel and Precast Concrete Contractors; 238910 - Site Preparation Contractors; 541611 - Administrative Management and General Management Consulting Services; 561730 - Landscaping Services; 209 - SOIL EROSION AND SEDIMENT CONTROL; 610 - GROUND VEGETATION - PREPARATION, ESTABLISHMENT AND MANAGEMENT; 611 - PLANTING, TRANSPLANTING AND POST PLANTING CARE; 620 - BANK AND CHANNEL PROTECTION; 632 - PRECAST MODULAR WALLS; 639 - CONSTRUCTION CONTRACT MANAGEMENT SYSTEMS"
"BASE Architecture, Planning & Engineering, Inc","Architecture and Engineering Design Services, Interior Design, construction and contract management","1500 Market Street, 12th Floor, East Tower","Philadelphia","PA","Los Angeles","215-665-5624","310-988-1085","twebster@base-ae.com",
"BASE Architecture, Planning & Engineering, Inc","Architecture and Engineering Design Services, Interior Design, construction and contract management","1500 Market Street, 12th Floor, East Tower","Philadelphia","PA","Los Angeles","215-665-5624","310-988-1085","twebster@base-ae.com","236220 - Addition, alteration and renovation for-sale builders, commercial and institutional building; 237110 - Aqueduct construction; 237990 - Anchored earth retention contractors; 541310 - Architects' (except landscape) offices; 541330 - Acoustical engineering consulting services; 541410 - Decorating consulting services, interior; 541611 - Administrative Management and General Management Consulting Services; 541620 - Environmental consulting services"
"Baseline Supply LLC","Supplier of Construction Materials and Building Supplies;","65 Turnberry Dr","Monroe Township","NJ",,"732-835-2080","888-398-2080","baselinesupply@gmail.com","423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423330 - Roofing, Siding, and Insulation Material Merchant Wholesalers; 423390 - Other Construction Material Merchant Wholesalers; 423510 - Metal Service Centers and Other Metal Merchant Wholesalers; 423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423710 - Hardware Merchant Wholesalers; 423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers; 423840 - Industrial Supplies Merchant Wholesalers; 424930 - Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers; 424950 - Paint, Varnish, and Supplies Merchant Wholesalers; 704 - MASONRY UNITS; 705 - JOINT MATERIALS; 706 - CONCRETE, CLAY AND PLASTIC PIPE; 707 - METAL PIPE; 708 - PAINTS; 709 - REINFORCING STEEL; 712 - MISCELLANEOUS; 713 - LANDSCAPE DEVELOPMENT MATERIALS; 715 - CASTINGS, FORGINGS AND METALS; 716 - BEARINGS AND EXPANSION PLATES; 720 - PILES; 723 - LIGHTING; 724 - TRAFFIC SIGNALS; 725 - MISCELLANEOUS METALS AND PLASTICS; 737 - GEOSYNTHETICS"
"Base One Technologies Inc.","Cyber security, network engineering, software/application development, cloud based services and architecture, enterprise database services, system integration, data center migration & consolidation, IT transformations, project & process management.","30 Church Street, Suite 28","NEW ROCHELLE","NY","Westchester","914-633-0200","914-633-5287","liza@base-one.com","541511 - Applications software programming services, custom computer; 541511 - Computer program or software development, custom; 541511 - Computer programming services, custom; 541511 - Custom Computer Programming Services; 541511 - Software analysis and design services, custom computer; 541512 - Computer software consulting services or consultants; 541512 - Computer Systems Design Services; 541512 - Computer systems integration analysis and design services; 541513 - Computer Facilities Management Services; 541513 - Computer systems facilities (i.e., clients' facilities) management and operation services; 541513 - Data processing facilities (i.e., clients' facilities) management and operation services; 541513 - Facilities (i.e., clients' facilities) management and operation services, computer systems or data processing; 541513 - Facilities (i.e., clients' facilities) support services, computer systems or data processing; 541519 - Computer disaster recovery services; 541519 - Other Computer Related Services; 541519 - Software installation services, computer; 541618 - Other Management Consulting Services; 541618 - Telecommunications management consulting services; 541690 - Other Scientific and Technical Consulting Services"
"BBA Project, Inc.","Delivery Service, General Warehousing and Storage, Sub-Assembly of Railroad Equipment, Supplier of Railroad Equipment and Supplies, Supplier of Electrical Apparatus and Equipment","8 Westchester Plaza","Elmsford","NY","Westchester","914-345-3888","914-345-8667","bba.ny@bbaproject.com","336510 - Railroad rolling stock manufacturing; 423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423860 - Transportation equipment and supplies (except marine pleasure craft, motor vehicles) merchant wholesalers; 492210 - Local Messengers and Local Delivery; 493110 - General warehousing and storage"
"BBG Consulting LLC","Security Consulting Services, Security Systems Design Services, Financial Risk Investigation Services;","8 Rosa Drive","White Plains","NY","Westchester","917-727-1173","918-547-3713","cbell@thebellbuskeygroup.com","524298 - All Other Insurance Related Activities; 524298 - Insurance investigation services (except claims investigation); 541690 - Other Scientific and Technical Consulting Services; 561621 - Security system monitoring services; 561621 - Security Systems Services (except Locksmiths)"
"B & B Iron Works of Dutchess LLC","Fabrication of miscellaneous & Ornamental steel structural steel.","72 Airport Drive Suite 104","Wappingers Falls","NY","Dutchess","845-849-3837","845-849-3839","bbironwork@gmail.com","332312 - Fabricated structural metal manufacturing; 940 - Fabricator"
"B & B Lighting Supply, Inc.","B & B Lighting Supply Inc, d/b/a B&B Lighting Supply and Recycling Center provides bulbs, ballast, fixtures, batteries, and also a recycling center.","P. O. BOX 68084","BALTIMORE","MD","Baltimore","410-523-7300","410-523-1900","sbradford@bnblightingsupply.com",
"Beach Erectors, Inc.","Beach Erectors furnishes and installs miscellaneous metals. This includes but is not limited to stairs, railings, partions, window guards, detention and security products.","54 ALABAMA AVENUE","ISLAND PARK","NY","Nassau","516-432-5757","516-432-6417","main@beacherectors.com","238190 - Ornamental metal work installation; 332323 - Ornamental metalwork manufacturing; K-MISCMETL - Misc Metals"
"Beacon Restoration Inc.","We install roofs and do masonry restoration which includes all facade repair, caulking, lintels, brick repalcement lintels, stone etc.","222 East 8th Street, Suite #5L","Brooklyn","NY","Kings","718-274-2453","718-437-4654","smuhammadr@aol.com","238140 - Masonry Contractors; K-MASONRY* - Masonry"
"Beam Enterprises, Inc","Management Consulting Services, Mold Remediation Services, Interior Demolition Services","111 John Street, Suite 538","New York","NY","New York","917-775-9333","732-355-6001","brian@beamenterprisesinc.com","238390 - Other Building Finishing Contractors; 238910 - Site Preparation Contractors; 238990 - All Other Specialty Trade Contractors; 541611 - Administrative Management and General Management Consulting Services"
"Bear Business Ventures, LLC","Construction Project Management; Risk Management; Infrastructure Alignment Improvement Services (IAIS); Government RFP Preparation Services; Vendor Management","333 N. Broad Street, STE 208","Elizabeth","NJ","Union","908-662-7166","908-660-0503","support@grrconstruction.com","236220 - Construction management, commercial and institutional building; 541618 - Other Management Consulting Services; 95826 - Construction Management Services; 95877 - Project Management Services; R-PROJMGMT - Project Management"
"Bearings & Industrial Supply Company, Inc.","DISTRIBUTOR OF BEARINGS POWER TRANSMISSIONS COMPONENTS AND INDUSTRIAL AND ELECTRICAL SUPPLIES;","431 Irmen Drive","Addison","IL",,"630-628-1966","630-628-0116","sales@bearingsnow.com","423840 - Industrial Supplies Merchant Wholesalers; 565 - BRIDGE BEARINGS"
"BEATTYS SERVICES INC","Employment Services and Training.","127 WEST 127TH STREET SUITE 301","NEW YORK","NY","New York","212-932-6063","212-932-0655","myneikab@beattys2.com","561311 - Employment Placement Agencies; 561320 - Temporary help services; 561720 - Janitorial services"
"BECKER TRUCKING","Dump Truck ,Arrangement Of Transportation TruckingTransportation Service;","2676 COUNTY ROUTE 12","CENTRAL SQUARE","NY","Oswego","315-668-9649","315-668-9649","revtrucks@aol.com","484110 - General freight trucking, local; 830 - Trucking - Loose material"
"Behan Associates Landscape Architecture DPC","Landscape Architecture","112 Spring Street Suite 305","Saratoga Springs","NY","Saratoga","518-583-4335","518-583-6970","info@behanplanning.com","541320 - Landscape architectural services; 030A - LANDSCAPE ARCHITECTURE; 070A - COMMUNITY PARTICIPATION/PUBLIC RELATIONS/OUTREACH; 070B - URBAN PLANNING & FORECASTING"
"Bella Management Group, Inc.","General construction, masonry, brickwork, flooring, tile, concrete.","5 TOMS WAY","LA GRANGE","NY","Dutchess","845-592-0165","845-592-0165","bellamgmtgrp@optonline.net","236115 - New Single-Family Housing Construction (except Operative Builders) (deactivated in 2012 codeset); 236220 - Construction management, commercial and institutional building"
"BELLOWS CONSTRUCTION SPECIALTIES LLC","General Contracting","213 WEST ADAMS STREET","SYRACUSE","NY","Onondaga","315-476-4718","315-476-6552","karen@bellowsconst.com","236220 - Commercial and Institutional Building Construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors; 238910 - Site Preparation Contractors"
"Bennett Bolt Works Inc.","Distribution of fasteners for highway bridge and building construction.;","P.O. Box 922","JORDAN","NY","Onondaga","315-689-3981","315-689-3999","ebennett@bennettbolt.com","332510 - Hardware Manufacturing; 332710 - Machine shops; 332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing; 423710 - Hardware Merchant Wholesalers"
"Ben Thompson Associates","Ben Thompson Associates Architects and Planners provide full architectural services. We have conducted extensive serveys and prepared detailed reports for varied purposes: Land use and Economic Development Feasibility Studies. Code Compliance Building Rehabikitation and Restoration Studies and Energy Analysis. Our work includes a broad range of transportation maintenance, storage, rail administrative and specialized facilities for various government agencies. We deal with and execute our pro","1140 Broadway - Suite 501","NEW YORK","NY","New York","212-505-9670","212-505-9842","ben@bta-arch.com","54131 - Architectural Services; C-ARCHTCRL - Architectural; R-ARCHTCRL - Architectural"
"Best Asian Trading Inc.","Supplier; Restaurant-use products","67-19 211th Street","Oakland Gardens","NY","Queens","718-878-4203","718-228-6261","bestasiantrading@gmail.com","424410 - General Line Grocery Merchant Wholesalers"
"Best Clean","We provide the best available janitorial service, including office, trailer, and post construction cleaning. 'Best Clean' - more clean for your buck.","420 East 70 Street, Unit 8C","New York","NY","New York","718-216-5154","347-365-1198","eoliveira678@yahoo.com","23899 - All Other Specialty Trade Contractors; 423850 - Janitorial equipment and supplies merchant wholesalers; 453998 - Janitorial equipment and supplies stores; 561720 - Building cleaning services, interior; 561720 - Building cleaning services, janitorial; 561720 - Janitorial services; 561790 - Other Services to Buildings and Dwellings"
"Bestway Services, Inc.","Janitorial Sell LED Lighting, Security Guard Services, Staffing, Light Maintenance;","P.O. Box 17026","Nashville","TN",,"615-271-2177","615-271-2188","al@bestwayservices.com","561210 - Facilities Support Services; 561720 - Janitorial services; 561730 - Landscaping Services; 610 - GROUND VEGETATION - PREPARATION, ESTABLISHMENT AND MANAGEMENT; 611 - PLANTING, TRANSPLANTING AND POST PLANTING CARE; 614 - PRUNING, IMPROVING AND REMOVING EXISTING VEGETATION; 090L - FACILITIES SUPPORT SERVICES"
"BET Engineering Consultants, Inc.","Aerial photography, Topographic mapping, Right-of-Way and Boundary surveys, Highway and bridge design, Airport and Railroad improvements design, Wastewater collection and treatment;","36 Route 10 West","East Hanover","NJ",,"973-515-2050","973-515-2006","betusa@optonline.net","237310 - Construction management, highway, road, street and bridge; 541330 - Engineering services; 010A - HIGHWAY DESIGN PHASES I-IV; 010B - HIGHWAY DESIGN PHASES V-VI; 010C - ROADWAY LIGHTING; 010E - UTILITIES; 010F - CONSTRUCTIBILITY; 010H - SPECIFICATIONS; 010I - BRIDGE INSPECTION; 010J - BRIDGE DESIGN PHASES I-IV; 010P - HYDRAULICS; 010Q - HYDROLOGY; 010T - RAILROAD PLANNING AND DESIGN; 010U - AVIATION PLANNING AND DESIGN; 040C - PHOTOGRAMMETRY; 050A - CONSTRUCTION INSPECTION; 050C - CONSTRUCTION MANAGEMENT"
"Beyond Signs & Graphics, Inc","Signs & Graphics","24 Walton Terrace","Monroe","NY","Orange","845-782-6030",,"sales@beyondsignsonline.com",
"BFW Group, LLC","CONSTRUCTION PROJECT MANAGEMENT;","601 Walnut Street, Suite 1200 West","Philadelphia","PA",,"267-266-1612","484-416-3674","bstoddart@bfwgroup.net","236115 - New Single-Family Housing Construction (except For-Sale Builders); 236116 - New Multifamily Housing Construction (except For-Sale Builders); 236220 - Commercial and Institutional Building Construction"
"BHW Contracting Inc.","I am a General Contractor and my company provides services like site work, painting, masonry, concrete, carpentry, fencing, floors, ceiling and demolition work. My company guarantees 100% satisfactory work under quality and safety supervision.","401 Hanover Avenue","Staten Island","NY","Richmond","718-448-7333","718-448-7334","office@bhwcontractinginc.com","K-FENGUARD - Fencing and Guardrails; K-MASONRY* - Masonry; K-SITEWORK - Site Work"
"Bidwell Environmental, L.L.C.","Environmental Health & Safety Consulting","1353 KINGS HIGHWAY PO BOX 266","SUGAR LOAF","NY","Orange","845-610-3993","845-610-3996","bidwelle@bidwellenvironmental.com","541620 - Environmental consulting services; 080B - AIR QUALITY; 080H - HAZARDOUS WASTE/ASBESTOS/LEAD"
"Big Apple Sign Corp.","CUSTOM SIGN MANUFACTURING DESIGN SIGNAGE AND LARGE FORMAT DIGITAL PRINTING DISPLAY AND ARCHITECTURAL SIGNAGE LIGHT BOXES C PRINTS FLEET GRAPHICS MURALS BANNERS;","247 W 35TH ST","NEW YORK","NY","New York","212-629-3650","212-629-4952","amir@bigapplegroup.com","323113 - Commercial screen printing; 339950 - Sign Manufacturing"
"Bijoux bellagio, Inc.",,"5501 Josh Birmingham Parkway","Charlotte","NC","Mecklenburg","704-947-2222","704-414-6798","bijouxbellagio@yahoo.com","42433 - Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
"BILINGUAL SAFETY TRAINING LLC","Safety Consultant","P.O. Box 326","CLOSTER","NJ",,"201-414-4952","866-202-4749","bilingualsafety@gmail.com","541690 - Other Scientific and Technical Consulting Services; 999 - Miscellaneous - Not Elsewhere Classified (NEC)"
"Bill's Topsoil Sand & Gravel, LLC","Trucking;","3 CARRIAGE HOUSE LANE","ROCHESTER","NY","Monroe","585-247-2010","585-247-8767","billstopsoil@frontiernet.net","484110 - General freight trucking, local; 830 - Trucking - Loose material"
"BISSETTA & LIST INC","Bissetta & List, Inc. provides plumbing and heating contractual services for industrial, commercial and residential.","420 WEST 49TH STREET FRONT 1","NEW YORK","NY","New York","212-265-7771","212-489-2283","info@bissettalist.net","238140 - Brick veneer, installation; 332913 - Plumbing fixture fittings and trim, all materials, manufacturing; 423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers; 541921 - Video taping services, special events (e.g., birthdays, weddings); K-FIREPROT - Fire Protection; K-MECHNCAL - Mechanical; K-PLUMBING - Plumbing; K-SPRNKSYS - Sprinklers; R-MECHANCL - Mechanical; 918 - Building Construction - Plumbing"
"B & I Transportation Consulting, LLC","Management Consulting Services, Technical Support For Intermodel Transportation Industry, Market Analysis and Reserch General Government Support Services;","1100 North Glebe Road","Arlington","VA",,"703-224-4434","703-224-8001","sbushue@banditransportation.com","541613 - Marketing consulting services; 541720 - Research and Development in the Social Sciences and Humanities; 921190 - Other General Government Support"
"BJLJ Engineers & Arch, P.C.","BJLJ furnishes architecture and structural, mechanical, electrical, fire-protection, and plumbing engineering in-house. This capability enables us to itnegrate and coordinate all architectural and engineering issues from the outset of a project, which accelerates the design process, assures timely completion, and assures tight control over the budget and schedule.","393 Jericho Turnpike","Mineola","NY","Nassau","516-741-2222","516-742-7730","general@bjljea.com","54131 - Architectural Services; 541330 - Engineering consulting services; 56199 - All Other Support Services; C-ARCHTCRL - Architectural; C-ELECTRIC - Electrical; C-ENGEERNG - Engineering; K-ELECTRIC - Electrical; K-ENGEERNG - Engineering; K-MECHNCAL - Mechanical; R-ARCHTCRL - Architectural; R-ELECTRIC - Electrical; R-ENGEERNG - Engineering; R-MECHANCL - Mechanical; R-PLUMBING - Plumbing Services; R-STRUCTRL - Structural"
"BJMosely LLC","Construction Consulting Service.","12101 FOXHILL LN","Bowie","MD",,"240-232-6554","240-235-9565","info@bjmosely.com","236220 - Commercial and Institutional Building Construction; 524291 - Claims Adjusting; 541350 - Building inspection services"
"BKM Resources, Inc. - Global Chemicals","We are a Chemical distributor and a chemical manufacturers management representative.","246 INDUSTRIAL WAY","EATONTOWN","NJ","Monmouth","773-226-4230","732-264-5527","bkmchem@bkmresources.com","424690 - Chemical additives (e.g., concrete, food, fuel, oil) merchant wholesalers"
"Blackridge Construction, LLC","We perform general construction, excavation, trucking and disposal.","115 East 122 Street","New York","NY","New York","917-972-1520","914-371-1853","blackridgeconstruction@comcast.net","237310 - Highway, Street, and Bridge Construction; 484220 - Trucking, dump truck or specialized freight (except used goods) (deactivated in 2007 codeset); 488490 - Cargo surveyors, truck transportation; 562119 - Dump trucking of rubble or brush with collection or disposal; 562910 - Remediation and clean up of contaminated buildings, mine sites, soil, or ground water; K-TRUCKING - Trucking; U-TRUCKING - Trucking"
"BLUE LAKE CRANE & Equipment LLC","SELL, RENT, OPERATE AND MAINTAIN TOWER CRANES, MOBILE CRANES AND RELATED EQUIPMENT;","33 W. 19th Street, 4th Floor","NEW YORK","NY","New York","212-380-8764","917-591-9618","dgarrett@bluelakecrane.com","238990 - All Other Specialty Trade Contractors; 423810 - Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers; 532412 - Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing; 532490 - Other Commercial and Industrial Machinery and Equipment Rental and Leasing; 910 - Equipment Rental & Leasing w/o Operator"
"Blue Lion Group LLC","Blue Lion Group, LLC is a provider of safety netting for debris containment and fall protection on commercial and industrial building contracts.","12831 Malena Dr.","Santa Ana","CA","Los Angeles","714-313-9398",,"blueliongrp@gmail.com","541990 - All Other Professional, Scientific, and Technical Services; 561110 - Office Administrative Services"
"BMG Consulting Services, LLC","Airport Concessions Human Capital Management; Airport Concessions Business Development; Airport Concessions Operations Management","1 Reagan National Airport, Terminal A, Room 203D","Washington","DC","Washington","347-663-6466","347-240-8559","sbaldi@baldimanagement.com","541810 - Advertising agencies; 722110 - Full-Service Restaurants (deactivated in 2012 codeset); 722211 - Limited-Service Restaurants (deactivated in 2012 codeset); 722213 - Soft drink beverage bars, nonalcoholic, fixed location (deactivated in 2012 codeset)"
"BNR ENGINEERING, LLC","Construction Management","120 INDUSTRIAL AVENUE, BLDG 1, SUITE Q","LITTLE FERRY","NJ",,"201-450-0375","201-440-2254","info@bnrengineering.com","237310 - Construction management, highway, road, street and bridge; 541330 - Engineering services; 541370 - Surveying and Mapping (except Geophysical) Services; 010A - HIGHWAY DESIGN PHASES I-IV; 010B - HIGHWAY DESIGN PHASES V-VI; 010D - DRAINAGE; 010F - CONSTRUCTIBILITY; 010G - ESTIMATING; 010L - TRANSPORTATION PLANNING; 010M - TRAFFIC ENGINEERING, MODELING & FORECASTING; 010N - SIGNALS; 040A - LAND SURVEYING/TOPO MAPPING & 3D MODELING; 040B - RIGHT OF WAY DETERMINATION AND MAPPING; 050A - CONSTRUCTION INSPECTION; 050C - CONSTRUCTION MANAGEMENT"
"BN SYSTEMS INC","Telecommunications Equipment & Wiring Installation Contractor specializing in government areas;","4213 NORTH BUFFALO ROAD SUITE 1","ORCHARD PARK","NY","Erie","716-662-9199","716-662-9290","csreid@bnsystems.com","238210 - Electrical Contractors and Other Wiring Installation Contractors; 659 - TELECOMMUNICATION UTILITIES; 916 - Building Construction - Electrical"
"Bocra Holdings, LLC","Infinity provides investigation, training and integrity monitoring and compliance.;","4031 Chain Bridge Road Suite 102","Fairfax","VA",,"703-528-5882",,"nicole@infinityinvestigative.com","541690 - Other Scientific and Technical Consulting Services; 561611 - Investigation Services; 611430 - Professional and Management Development Training"
"Boddewyn Gaynor Architecs, D.P.C.","ARCHITECTURE SERVICES ; INTERIOR DESIGN AND ; PLANNING SERVICES;","120 Broadway, Suite 3654","New York","NY","New York","212-334-0900","212-966-8652","mboddewyn@gaynordesign.com","541310 - Architectural Services; 541410 - Interior design services"
"Bohemia Garden Center, Inc.","Landscape Plantings, Wetland Plantings, Hydroseeding, Topsoil, Erosion Control;","1894 LAKELAND AVE","RONKONKOMA","NY","Suffolk","631-580-3140","631-580-2431","bgcdefede@optimum.net","561730 - Landscaping Services; 610 - GROUND VEGETATION - PREPARATION, ESTABLISHMENT AND MANAGEMENT; 611 - PLANTING, TRANSPLANTING AND POST PLANTING CARE; 614 - PRUNING, IMPROVING AND REMOVING EXISTING VEGETATION; 080D - WETLANDS"
"Boncor Group Corp.","Boncor Group Corp. sells and distributes products for Brush HMA Power Systems, Eveready & Ray0vac, NC Filtration and Pan-Acc Transit Systems.","7 BUNKER LANE","MIDDLE ISLAND, LONG ISLAND","NY","Suffolk","631-924-7972","631-775-6026","boncor@optonline.net","42361 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 42386 - Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers; O-OTHER*** - Other"
"BOTTOM LINE CONSTRUCTION AND DEVELOPMENT LLC","Construction Management and Consulting Services, Drywall Insulation, Painting, Paper Hanging and Flooring Services;","104 - 106 East 126th Street, Suite 3B","New York","NY","Queens","718-341-1080","516-740-0073","alexis@blcdnyc.com","236220 - Commercial and Institutional Building Construction; 238310 - Drywall and Insulation Contractors; 238320 - Painting and Wall Covering Contractors; 238390 - Other Building Finishing Contractors"
"B PARISO TRANSPORT INC","TRUCKING SERVICES DUMP TRUCK AND HAULING ;","2647 WHITEHAVEN ROAD","GRAND ISLAND","NY","Erie","716-775-1419","716-773-3332","bpariso@yahoo.com","484220 - Specialized Freight (except Used Goods) Trucking, Local; 810 - Trucking - Freight - Container; 830 - Trucking - Loose material"
"B P T Manufacturing Corp.","DISTRIBUTION OF SANITATION PRODUCTS;","975 B Russel Ave","Gaithersburg","MD",,"301-417-0442","310-921-9360","jztbpt@aol.com","423850 - Service establishment equipment and supplies merchant wholesalers"
"Brady Fence Co Inc.","Furnish And Install Fences, chain link fence erection, chain link fence sales;","637 STATE ROUTE 8","COLD BROOK","NY","Herkimer","315-826-7883","315-362-9533","sharon@bradyfence.com",
"Branded Works, Inc.","Retail Management and Sales through news stands. Sales lines include magazines, books, newspapers, snacks and drink, non-alcoholic. Retail limited food includes chicken fingers and yogurt desserts.","110 TRAVIS STREET","LAFAYETTE","LA","Orleans","337-289-3000","337-289-3388","rmenutis@brandedworks.comom","451212 - News dealers; 453220 - Gift, Novelty, and Souvenir Stores; 722211 - Limited-Service Restaurants (deactivated in 2012 codeset); U-FOODSRVC - Food Service; U-RESTAURN - Restaurants"
"BREE & Associates, Inc.","cost estimating, DBE management, information technology, inspection/training, planning/design support (public involvement), schedule/claims analysis, and CADD work.","3434 Edwards Mill Road - #112-344","Raleigh","NC","Wake","919-469-3330","888-822-8782","bree@breeassociates.com","237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 561110 - Office Administrative Services; R-ARCHTCRL - Architectural; R-CAD/CAM* - Cad/Cam; R-CIVIL*** - Civil; R-CLANALYS - Claims Analysis; R-CONSINSP - Construction Inspection; R-CONSMGMT - Construction Mgmt; R-DRFTSMEN - Draftsmen; R-ENGEERNG - Engineering; R-ENVIRONM - Environmental; R-ESTIMTNG - Estimating; R-MATLINSP - Material Inspection and Testing; R-PLANNERS - Planners; R-PROJMGMT - Project Management; R-SCHEDLNG - Scheduling; R-TRANSPLG - Transportation Planning"
"BREIT CONSULTING ENTERPRISES INC","Cut to size welding, Supplier for Marine and Civil Construction, distribute steel, pipe piles, sheeting, epoxy, hardware, timber, aggregates, see ad in blue book","68 Verdi Street","Farmingdale","NY","Nassau","516-845-1163","631-396-0558","breitinc@optonline.net","423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423510 - Metal Service Centers and Other Metal Merchant Wholesalers; 709 - REINFORCING STEEL; 715 - CASTINGS, FORGINGS AND METALS; 716 - BEARINGS AND EXPANSION PLATES"
"Brinkerhoff Environmental Services, Inc.","ENVIRONMENTAL CONSULTING;","1805 Atlantic Avenue","Manasquan","NJ",,"732-223-2225","732-223-3666","lbrinkerhoff@brinkenv.com","541620 - Environmental consulting services; 648 - SUBSURFACE EXPLORATION; 010Q - HYDROLOGY; 080A - GEOLOGY; 080B - AIR QUALITY; 080C - WATER QUALITY; 080D - WETLANDS; 080H - HAZARDOUS WASTE/ASBESTOS/LEAD"
"BRISTOL INDUSTRIAL CORPORATION","Residential Construction, Merchant Wholesaler/Broker.","1010 River Road","Wilmington","DE",,"302-322-1100","302-322-1199","fenuha@bristol-indcorp.com","236115 - New Single-Family Housing Construction (except For-Sale Builders); 236116 - New Multifamily Housing Construction (except For-Sale Builders); 236118 - Residential Remodelers; 236220 - Commercial and Institutional Building Construction; 238130 - Framing contractors; 238910 - Site Preparation Contractors; 423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers; 423320 - Brick, Stone, and Related Construction Material Merchant Wholesalers; 423330 - Roofing, Siding, and Insulation Material Merchant Wholesalers; 423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423710 - Hardware Merchant Wholesalers; 423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers; 423830 - Industrial Machinery and Equipment Merchant Wholesalers; 423840 - Industrial Supplies Merchant Wholesalers; 424950 - Paint, Varnish, and Supplies Merchant Wholesalers; 425120 - Wholesale Trade Agents and Brokers"
"Broadband Connect LLC","TECHNOLOGY CONSULTING & PROGRAM MANAGEMENT SUPPORT;","2105 Catherine Fran Drive","Accokeek","MD",,"240-724-6481","301-283-3522","jhuggins@broadbandconnectllc.com","237130 - Power and Communication Line and Related Structures Construction; 238210 - Electrical Contractors and Other Wiring Installation Contractors; 515210 - Cable and Other Subscription Programming; 517110 - Telecommunications carriers, wired; 517911 - Telecommunications Resellers; 517919 - All Other Telecommunications; 541513 - Computer Facilities Management Services; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 811213 - Communication Equipment Repair and Maintenance"
"BroadBlast, Inc.","Alert Notification, mass notification, incident management, value added reseller for teir 1 technology service providers.","159 Delaware Avenue Suite 102","DELMAR","NY","Albany","877-363-9673","877-322-3866","amy@broadblastonline.com","511210 - Software publishers; 518210 - Data Processing, Hosting, and Related Services; 541512 - Computer Systems Design Services; 541519 - Other Computer Related Services"
"Brockington and Associates, Inc.","Cultural Resources Consulting;","3850 Holcomb Bridge Road, Suite 105","Peachtree Corners","GA",,"770-662-5807","770-662-5824","amitasingh@brockington.org","541990 - All Other Professional, Scientific, and Technical Services"
