"unique_case_id","electric_utility","county","region","climate_zone","kwh_category","therm_category","data_origin","survey_method","case_disposition","construction_type","dwelling_type","skylights","tubular_skylights","large_window_areas","no_natural_lighting_method_above","dimmer_switch","_3_way_bulb","occupancy_motion_sensor","timer","no_lighting_control_method_above","previously_familiar_with_cfls","previously_familiar_with_leds","cfl_led_bulbs_used_daily_inside_home","incandescent_bulbs_used_daily_inside_home","other_bulbs_used_daily_inside_home","bulbs_used_daily_outside_home","cfl_led_bulbs_used_daily_outside_home"
"CD64676","National Grid","Schenectady","Capital District","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","No","2","2","0","1","1"
"LI55593","LIPA","Suffolk","Long Island","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","0","10","10","1","0"
"MH53807","Central Hudson","Ulster","Mid-Hudson","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","2","3","0","0","Programmed Skip"
"CD21217","National Grid","Albany","Capital District","Climate zone 5","501 to 2,500 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","6","0","0","Programmed Skip"
"MH15631","ConEd","Westchester","Mid-Hudson","Climate zone 4","2,501 to 6,000 kWh","300 or more therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","2","2","0","Programmed Skip"
"MV26459","National Grid","Oneida","Mohawk Valley","Climate zone 6","2,501 to 6,000 kWh","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","5","0","0","1","1"
"LI20842","LIPA","Nassau","Long Island","Climate zone 4","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","0","10","2","1","0"
"MV19294","NYSEG","Otsego","Mohawk Valley","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","6","0","0","2","2"
"NC28468","National Grid","Franklin","North Country","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","No","6","9","1","3","0"
"CD40038","National Grid","Washington","Capital District","Climate zone 5","12,001 to 20,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","1","2","0","1","1"
"NY42257","ConEd","King (Brooklyn)","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","2","0","2","0","Programmed Skip"
"NY19912","ConEd","King (Brooklyn)","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","0","0","0","Programmed Skip"
"NY54275","ConEd","New York","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","2","0","0","Programmed Skip"
"ST16328","NYSEG","Tompkins","Southern Tier","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","15","0","0","0","Programmed Skip"
"NY10278","ConEd","New York","New York City","Climate zone 4","501 to 2,500 kWh","300 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Refused","Refused","Refused","Refused","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","1","1","0","0","Programmed Skip"
"FL41110","RG&E","Monroe","Finger Lakes","Climate zone 5","2,501 to 6,000 kWh","600 to 900 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","10","3","0","2","0"
"MV15341","National Grid","Herkimer","Mohawk Valley","Climate zone 6","12,001 to 20,000 kWh","600 to 900 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","17","2","0","1","0"
"MH64200","Central Hudson","Ulster","Mid-Hudson","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","12","0","0","0","Programmed Skip"
"WN34312","NYSEG","Erie","Western New York","Climate zone 5","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","14","0","0","2","2"
"MV13423","National Grid","Herkimer","Mohawk Valley","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","6","6","0","2","0"
"MH63448","NYSEG","Sullivan","Mid-Hudson","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","No","Refused","Refused","Refused","2","2"
"NY35531","ConEd","New York","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","0","0","0","Programmed Skip"
"LI30296","LIPA","Nassau","Long Island","Climate zone 4","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","16","0","0","2","2"
"WN11659","NYSEG","Erie","Western New York","Climate zone 5","500 kWh or less",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","10","0","2","0","Programmed Skip"
"WN62660","National Grid","Niagara","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","6","10","0","3","3"
"ST12106","NYSEG","Chemung","Southern Tier","Climate zone 5","6,001 to 12,000 kWh","300 to 600 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","3","3","0","0","Programmed Skip"
"LI55771","LIPA","Suffolk","Long Island","Climate zone 4","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","50","0","0","4","4"
"MV60596","National Grid","Montgomery","Mohawk Valley","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","3","8","0","2","0"
"CN29628","NYSEG","Onondaga","Central New York","Climate zone 5","6,001 to 12,000 kWh","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","15","0","0","0","Programmed Skip"
"WN61924","RG&E","Allegany","Western New York","Climate zone 6",,,"Tax record data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","5","6","0","0","Programmed Skip"
"ST42578","NYSEG","Broome","Southern Tier","Climate zone 6","12,001 to 20,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","Refused","Refused","Refused","4","0"
"NY30829","ConEd","New York","New York City","Climate zone 4","501 to 2,500 kWh","300 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","6","2","0","0","Programmed Skip"
"NY52523","ConEd","King (Brooklyn)","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","3","0","0","0","Programmed Skip"
"FL19850","NYSEG","Wyoming","Finger Lakes","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","4","4","1","0"
"WN60460","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","20","0","0","4","4"
"CD37629","National Grid","Schenectady","Capital District","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","3","10","0","2","0"
"MH62656","O&R","Orange","Mid-Hudson","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","20","0","0","4","4"
"WN28327","National Grid","Erie","Western New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","7","10","2","0","Programmed Skip"
"MH12457","O&R","Rockland","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","4","10","10","2","2"
"MV38828","NYSEG","Schoharie","Mohawk Valley","Climate zone 6","20,000 kWh or more",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","17","0","0","0","Programmed Skip"
"CN15894","National Grid","Onondaga","Central New York","Climate zone 5","20,000 kWh or more",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","No","Yes","0","3","0","0","Programmed Skip"
"CD55590","NYSEG","Washington","Capital District","Climate zone 5","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","12","0","0","1","1"
"WN61300","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","30","0","0","1","1"
"MV27150","National Grid","Schoharie","Mohawk Valley","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","0","2","2","0"
"CD15546","National Grid","Warren","Capital District","Climate zone 6","2,501 to 6,000 kWh","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","1","2","1","3","1"
"NY54428","ConEd","Bronx","New York City","Climate zone 4","6,001 to 12,000 kWh","300 to 600 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","6","2","0","2","2"
"WN11740","National Grid","Erie","Western New York","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","1","1","0","0","Programmed Skip"
"NY52276","ConEd","Queens","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","4","0","3","0","Programmed Skip"
"NY38239","ConEd","Queens","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","6","3","1","0","Programmed Skip"
"NC25537","National Grid","Lewis","North Country","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","5","0","0","0","Programmed Skip"
"MV61280","National Grid","Oneida","Mohawk Valley","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","12","4","0","0","Programmed Skip"
"MV45084","NYSEG","Otsego","Mohawk Valley","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","1","5","0","1","1"
"MH23590","ConEd","Westchester","Mid-Hudson","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","3","0","0","Refused","Programmed Skip"
"CD65436","NYSEG","Washington","Capital District","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","10","2","0","2","0"
"FL64584","NYSEG","Wayne","Finger Lakes","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","10","12","0","8","8"
"ST51677","NYSEG","Broome","Southern Tier","Climate zone 6","12,001 to 20,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","No","0","4","0","0","Programmed Skip"
"CD50539","National Grid","Rensselaer","Capital District","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","1","1","1","1","0"
"FL35334","RG&E","Monroe","Finger Lakes","Climate zone 5","20,000 kWh or more",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","11","0","6","2","0"
"WN29663","National Grid","Chautauqua","Western New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","0","2","1","0"
"MH47534","NYSEG","Westchester","Mid-Hudson","Climate zone 4","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","0","0","0","2","2"
"NY23835","ConEd","King (Brooklyn)","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","1","0","0","0","Programmed Skip"
"ST41600","NYSEG","Broome","Southern Tier","Climate zone 6","6,001 to 12,000 kWh","1,800 to 2,100 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","No","0","0","2","0","Programmed Skip"
"LI10535","LIPA","Suffolk","Long Island","Climate zone 4","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","0","11","0","2","0"
"WN16613","National Grid","Erie","Western New York","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","0","3","0","0","Programmed Skip"
"WN10789","National Grid","Erie","Western New York","Climate zone 5","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","0","3","1","0"
"FL54120","RG&E","Wayne","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh","300 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","3","3","0","1","0"
"NC19267","NYSEG","Clinton","North Country","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","No","3","0","0","0","Programmed Skip"
"FL31234","National Grid","Genesee","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","No","No","0","8","0","0","Programmed Skip"
"WN19337","NYSEG","Erie","Western New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","0","0","4","0","Programmed Skip"
"CN60088","National Grid","Cortland","Central New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","4","2","0","0","Programmed Skip"
"WN61268","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","10","0","0","0","Programmed Skip"
"FL29277","RG&E","Wayne","Finger Lakes","Climate zone 5","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","2","3","0","0","Programmed Skip"
"FL51654","RG&E","Monroe","Finger Lakes","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","2","0","0","Programmed Skip"
"MH10639","Central Hudson","Dutchess","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","8","0","0","0","Programmed Skip"
"NY43203","ConEd","Bronx","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","1","0","7","1"
"NY42953","ConEd","Queens","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","4","0","0","0","Programmed Skip"
"MH23020","NYSEG","Putnam","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","1","1","0","2","2"
"WN49771","National Grid","Erie","Western New York","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","3","0","0","0","Programmed Skip"
"ST15059","NYSEG","Chenango","Southern Tier","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","2","30","0","1","0"
"MH26454","NYSEG","Putnam","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","6","8","0","2","2"
"CN62048","NYSEG","Onondaga","Central New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Programmed Skip"
"MH35343","ConEd","Westchester","Mid-Hudson","Climate zone 4","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","No","1","0","0","2","1"
"CD36169","National Grid","Albany","Capital District","Climate zone 5","2,501 to 6,000 kWh","1,200 to 1,500 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","5","2","0","0","Programmed Skip"
"NY11014","ConEd","New York","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","10","4","0","Programmed Skip"
