"permit_number","approval_date","fiscal_year","expiration_date","region","fee_type","permit_type","description_of_work","applicant_name","county","municipality","route","location_beginning_reference_number","location_end_reference_number"
"20180875773","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-18T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","KINGSTON","32","32 86022012","32 86022013"
"20180875774","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-18T00:00:00.000","8","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","KINGSTON","32","32 86022018","32 86022017"
"20180875718","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","SAUGERTIES","32","32 86023123","32 86023136"
"20180875716","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","ROCHESTER","209","209 86031126","209 86031126"
"20180875717","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","8","UTILITY","4","Miscellaneous utility work","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","MARLBOROUGH","9W","9W86031039","9W86031040"
"20180875719","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","8","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","ESOPUS","9W","9W86031220","9W86031224"
"20180875715","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","ULSTER","32","32 86023018","32 86023055"
"20180175790","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-05T00:00:00.000","1","UTILITY","1a3","Underground - Residential subsurface connection","CENTRAL HUDSON GAS & ELECTRIC CORP","GREENE","CATSKILL","9W","9W13041069","9W13041070"
"20180175789","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-05T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP","GREENE","GREENVILLE","81","81 13021086","81 13021087"
"20180175798","2019-03-19T00:00:00.000","2018 TO 2019","2020-03-01T00:00:00.000","1","UTILITY","1b1","Overhead - Erecting poles, towers","NATIONAL GRID","WARREN","LAKE GEORGE","9N","9N17021151","9N17021152"
"20180175779","2019-03-19T00:00:00.000","2018 TO 2019","2020-01-28T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TVC ALBANY INC, DBA FIRSTLIGHT FIBER","ALBANY","BETHLEHEM","140","140 11011018","140 11011019"
"20180175779","2019-03-19T00:00:00.000","2018 TO 2019","2020-01-28T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TVC ALBANY INC, DBA FIRSTLIGHT FIBER","ALBANY","BETHLEHEM","443","43 11021218","43 11021219"
"20180175785","2019-03-19T00:00:00.000","2018 TO 2019","2020-01-14T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TVC ALBANY INC., DBA FIRSTLIGHT FIBER","ALBANY","GUILDERLAND","20","20 11201099","20 11201101"
"20180175792","2019-03-19T00:00:00.000","2018 TO 2019","2020-01-14T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TVC ALBANY INC, DBA FIRSTLIGHT FIBER","ALBANY","GUILDERLAND","146","146 11021153","146 11021154"
"20180275778","2019-03-19T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","2","UTILITY","1b1","Overhead - Erecting poles, towers","NIAGARA MOHAWK, A NATIONAL GRID COMPANY","FULTON","JOHNSTOWN","30A","30A21032023","30A21032029"
"20180475770","2019-03-19T00:00:00.000","2018 TO 2019","2019-12-27T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST, LLC","ONTARIO","CANANDAIGUA","5","5 44051091","5 44051120"
"20180275786","2019-03-19T00:00:00.000","2018 TO 2019","2019-11-15T00:00:00.000","2","NON-UTILITY","8","Miscellaneous","NATIONAL GRID","MADISON","SULLIVAN","5","5 24091067","5 24091069"
"20180575501","2019-03-19T00:00:00.000","2018 TO 2019","2019-11-01T00:00:00.000","5","NON-UTILITY","5b2a","Commercial- Sidewalk, curb paving, drainage, etc.","MCDONALD'S USA, LLC","ERIE","AMHERST","62","62 53034060","62 53034058"
"20180675784","2019-03-19T00:00:00.000","2018 TO 2019","2019-10-22T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","URBANA MASONS/MASONIC TEMPLE ASSOCIATION","STEUBEN","BATH","86I","-","-"
"20180959041","2019-03-19T00:00:00.000","2018 TO 2019","2019-09-30T00:00:00.000","9","NON-UTILITY","5b2b","Commercial – Grade, seed, improve land contour, clear brush","FIORE ENTERPRISES INC","BROOME","CONKLIN","7","7 91011061","7 91011062"
"20181075782","2019-03-19T00:00:00.000","2018 TO 2019","2019-09-19T00:00:00.000","10","NON-UTILITY","5a6","Temporary access road or street","COMPLETE WELL & PUMP INC.","NASSAU","BROOKVILLE","107","107 03011109","107 03011110"
"20180675781","2019-03-19T00:00:00.000","2018 TO 2019","2019-09-03T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","ADDISON MASONS","STEUBEN","CAMPBELL","86I","-","-"
"20180675781","2019-03-19T00:00:00.000","2018 TO 2019","2019-09-03T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","ADDISON MASONS","STEUBEN","BATH","86I","-","-"
"20181074098","2019-03-19T00:00:00.000","2018 TO 2019","2019-07-31T00:00:00.000","10","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NYS PARKS, RECREATION AND HISTORIC PRESERVATION","NASSAU","HEMPSTEAD","908M","908M03011048","908M03011047"
"20180175772","2019-03-19T00:00:00.000","2018 TO 2019","2019-07-15T00:00:00.000","1","NON-UTILITY","5a2","Commercial – Minor","PRIMAX PROPERTIES, LLC","ALBANY","BERNE","443","43 11021071","43 11021073"
"20180775783","2019-03-19T00:00:00.000","2018 TO 2019","2019-03-31T00:00:00.000","7","NON-UTILITY","5a1","Residential Driveway","PAUL BRAGGER","JEFFERSON","PAMELIA","12","12 73063019","12 73063020"
"20180475775","2019-03-19T00:00:00.000","2018 TO 2019",,"4","NON-UTILITY","8","Miscellaneous","VILLAGE OF ARCADE","WYOMING","ARCADE","39","39 46051020","39 46051025"
"20180775797","2019-03-19T00:00:00.000","2018 TO 2019",,"7","NON-UTILITY","8","Miscellaneous","VILLAGE OF LOWVILLE","LEWIS","LOWVILLE","812","812 74011005","812 74011008"
"20180775797","2019-03-19T00:00:00.000","2018 TO 2019",,"7","NON-UTILITY","8","Miscellaneous","VILLAGE OF LOWVILLE","LEWIS","LOWVILLE","12","12 74051217","12 74051220"
"20180475751","2019-03-18T00:00:00.000","2018 TO 2019","2021-03-18T00:00:00.000","4","NON-UTILITY","9","Adopt-a-Highway","NEWARK ELKS LODGE #1249","WAYNE","ARCADIA","31","31 37061000","31 37061020"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","ESSEX","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","WASHINGTON","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","SARATOGA","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","RENSSELAER","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","WARREN","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","GREENE","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","ALBANY","-","-","-","-"
"20180175767","2019-03-18T00:00:00.000","2018 TO 2019","2020-05-31T00:00:00.000","1","UTILITY","2b1","Annual maintenance per region","TIME WARNER CABLE NORTHEAST LLC","SCHENECTADY","-","-","-","-"
"20180668974","2019-03-18T00:00:00.000","2018 TO 2019","2020-03-18T00:00:00.000","6","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","MORSCH PIPELINE INC.","STEUBEN","WAYLAND","21","-","21 64023211"
"20180175769","2019-03-18T00:00:00.000","2018 TO 2019","2020-02-28T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST LLC","WASHINGTON","FORT EDWARD","4","4 18031075","4 18031039"
"20180175759","2019-03-18T00:00:00.000","2018 TO 2019","2020-02-28T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST LLC","WASHINGTON","ARGYLE","197","197 18021043","197 18021047"
"20180175756","2019-03-18T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","NON-UTILITY","5d6","Miscellaneous construction","ERIC HOLMLUND PAUL SMITHS COLLEGE AWI","WARREN","QUEENSBURY","87I","87I17101007","87I17101008"
"20180175753","2019-03-18T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","UTILITY","2c","Repair of water or sewer lines","TOWN OF LAKE GEORGE","WARREN","LAKE GEORGE","-","-","-"
"20180175763","2019-03-18T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","NON-UTILITY","5a1","Residential Driveway","MARK KARLSON","WASHINGTON","PUTNAM","22","22 18081729","-"
"20181075758","2019-03-18T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","10","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID","NASSAU","NORTH HEMPSTEAD","25B","25B03021020","25B03021021"
"20180275764","2019-03-18T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","2","NON-UTILITY","5a1","Residential Driveway","ALLEN, JAMES","HERKIMER","FAIRFIELD","169","169 23012076","169 23012076"
"20181075752","2019-03-18T00:00:00.000","2018 TO 2019","2019-11-20T00:00:00.000","10","UTILITY","1a3","Underground - Residential subsurface connection","KEYSPAN GAS EAST CORPORATION D/B/A NATIONAL GRID","NASSAU","NORTH HEMPSTEAD","25A","25A03021023","25A03021024"
"20181072049","2019-03-18T00:00:00.000","2018 TO 2019","2019-11-15T00:00:00.000","10","NON-UTILITY","5a2","Commercial – Minor","SS HUNTINGTON STATION, LLC","SUFFOLK","HUNTINGTON","25","25 07041038","25 07041039"
"20180675760","2019-03-18T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","6","NON-UTILITY","9","Adopt-a-Highway","TWIN TIERS CHRISTIAN RIDERS","ALLEGANY","FRIENDSHIP","86I","17 61032114","17 61032115"
"20180175771","2019-03-18T00:00:00.000","2018 TO 2019","2019-09-30T00:00:00.000","1","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST LLC","WASHINGTON","FORT ANN","149","149 18021033","149 18021038"
"20181075766","2019-03-18T00:00:00.000","2018 TO 2019","2019-09-30T00:00:00.000","10","UTILITY","1b2","Overhead - Running new lines","CSC HOLDINGS, LLC (CABLEVISION)","SUFFOLK","EAST HAMPTON","114","114 07011064","114 07011061"
"20181075765","2019-03-18T00:00:00.000","2018 TO 2019","2019-09-27T00:00:00.000","10","UTILITY","1a2","Underground - Commercial subsurface connection","CSC HOLDINGS, LLC (CABLEVISION)","SUFFOLK","BROOKHAVEN","112","112 07011032","112 07011035"
"20180275757","2019-03-18T00:00:00.000","2018 TO 2019","2019-04-15T00:00:00.000","2","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS INC.","ONEIDA","WESTMORELAND","233","233 26011069","233 26011072"
"20180275755","2019-03-18T00:00:00.000","2018 TO 2019","2019-04-15T00:00:00.000","2","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS INC.","ONEIDA","CAMDEN","13","13 26061131","13 26061136"
"20180275757","2019-03-18T00:00:00.000","2018 TO 2019","2019-04-15T00:00:00.000","2","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS INC.","ONEIDA","WESTMORELAND","233","233 26011091","233 26011099"
"20180275734","2019-03-18T00:00:00.000","2018 TO 2019","2019-04-14T00:00:00.000","2","NON-UTILITY","5c2a","Commercial removal or planting","TIOGA CONSTRUCTION CO., INC.","HERKIMER","LITTLE FALLS","167","-","-"
"20180275734","2019-03-18T00:00:00.000","2018 TO 2019","2019-04-14T00:00:00.000","2","NON-UTILITY","5c2a","Commercial removal or planting","TIOGA CONSTRUCTION CO., INC.","HERKIMER","FRANKFORT","28","-","-"
"20180275734","2019-03-18T00:00:00.000","2018 TO 2019","2019-04-14T00:00:00.000","2","NON-UTILITY","5c2a","Commercial removal or planting","TIOGA CONSTRUCTION CO., INC.","HERKIMER","FRANKFORT","5S","-","-"
"20180575729","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b1","Overhead - Erecting poles, towers","NIAGARA MOHAWK DBA NATIONAL GRID WO#09-19-27759899","CHAUTAUQUA","POLAND","394","17 52013038","17 52013039"
"20180575733","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","2a","Maintenance, single job","NYSEG WO#801000222185","NIAGARA","LOCKPORT","31","31 54013006","31 54013007"
"20180575724","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b2","Overhead - Running new lines","NYSEG WO#801000132763","ERIE","WEST SENECA","16","16 53021304","16 53021305"
"20180575731","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","2a","Maintenance, single job","NYSEG WO#801000207524","NIAGARA","LOCKPORT","78","78 54031023","78 54031024"
"20180575720","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","ERIE COUNTY WATER AUTHORITY","ERIE","HAMBURG","179","179 53011014","179 53011015"
"20180575728","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","ERIE COUNTY WATER AUTHORITY","ERIE","AMHERST","5","5 53024029","5 53024029"
"20180575737","2019-03-15T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS WO#828180 ECONOLODGE","ERIE","HAMBURG","179","179 53011014","179 53011018"
"20181071053","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-16T00:00:00.000","10","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","PSEG LONG ISLAND","SUFFOLK","HUNTINGTON","908G","908G07021095","908G07021096"
"20180475727","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","4","NON-UTILITY","5b1","Residential improvements","J. MINNS FARMS, LLC","ONTARIO","SENECA","5","5 44053087","5 44053088"
"20180475727","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-15T00:00:00.000","4","NON-UTILITY","5b1","Residential improvements","J. MINNS FARMS, LLC","ONTARIO","SENECA","5","5 44053098","5 44053099"
"20180375736","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CORTLAND","VIRGIL","11","11 32021069","11 32021059"
"20180375740","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","SENECA","JUNIUS","96","96 35031357","96 35031352"
"20180375742","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CORTLAND","MARATHON","221","221 32011122","221 32011142"
"20180375744","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","MORAVIA","38","38 31041083","38 31041109"
"20180375739","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b1","Overhead - Erecting poles, towers","NYSEG","ONONDAGA","JORDAN","31","31 33091010","31 33091008"
"20180375742","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CORTLAND","MARATHON","221","221 32011116","221 32011120"
"20180375743","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b1","Overhead - Erecting poles, towers","VERIZON NEW YORK","TOMPKINS","GROTON","222","222 36011018","222 36011019"
"20180375744","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","VENICE","38","38 31041109","38 31041117"
"20180375721","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","VENICE","34","34 31051049","34 31051072"
"20180375708","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CAYUGA","NILES","41A","41A31021100","41A31021130"
"20180375721","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","GENOA","34","34 31051025","34 31051049"
"20180375736","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CORTLAND","MARATHON","11","11 32021031","11 32021023"
"20180375736","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CORTLAND","LAPEER","11","11 32021059","11 32021054"
"20180375736","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","CHARTER COMMUNICATIONS","CORTLAND","MARATHON","11","11 32021054","11 32021031"
"20180375712","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","GENOA","34","34 31051004","34 31051018"
"20180875750","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","8","UTILITY","4","Miscellaneous utility work","CENTRAL HUDSON GAS & ELECTRIC CORP.","DUTCHESS","RED HOOK","9","9 82053198","9 82053199"
"20180875713","2019-03-15T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","8","UTILITY","1b1","Overhead - Erecting poles, towers","CENTRAL HUDSON GAS & ELECTRIC CORP.","DUTCHESS","LAGRANGE","55","55 82032042","55 82032043"
"20180375722","2019-03-15T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","3","UTILITY","2b1","Annual maintenance per region","TOWN OF SUMMERHILL","CAYUGA","SUMMERHILL","-","-","-"
"20180375723","2019-03-15T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","3","UTILITY","2b1","Annual maintenance per region","TOWN OF DANBY","TOMPKINS","DANBY","-","-","-"
"20180475711","2019-03-15T00:00:00.000","2018 TO 2019","2019-12-22T00:00:00.000","4","UTILITY","1b2","Overhead - Running new lines","TIME WARNER CABLE NORTHEAST, LLC","ONTARIO","PHELPS","14","14 44043064","14 44043065"
"20180575732","2019-03-15T00:00:00.000","2018 TO 2019","2019-11-01T00:00:00.000","5","NON-UTILITY","5d6","Miscellaneous construction","COOPER SIGN CO INC","CHAUTAUQUA","ELLICOTT","86I","17 52111276","17 52111284"
"20180474397","2019-03-15T00:00:00.000","2018 TO 2019","2019-10-31T00:00:00.000","4","NON-UTILITY","5b2c","Commercial – Resurface existing road or driveway","STAR CIDER","ONTARIO","CANANDAIGUA","364","364 44021075","364 44021076"
"20180873880","2019-03-15T00:00:00.000","2018 TO 2019","2019-10-15T00:00:00.000","8","NON-UTILITY","5b2c","Commercial – Resurface existing road or driveway","CMC CONSTRUCTION","ORANGE","WALLKILL","211","211 83011085","211 83011086"
"20181075710","2019-03-15T00:00:00.000","2018 TO 2019","2019-09-13T00:00:00.000","10","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","KEYSPAN GAS EAST CORPORATION D/B/A/ NATIONAL GRID","SUFFOLK","BABYLON","110","110 07011041","110 07011042"
"20180475747","2019-03-15T00:00:00.000","2018 TO 2019","2019-09-01T00:00:00.000","4","UTILITY","1a2","Underground - Commercial subsurface connection","TOWN OF CANANDAIGUA","ONTARIO","CANANDAIGUA","364","364 44021075","364 44021076"
"20180675746","2019-03-15T00:00:00.000","2018 TO 2019","2019-08-26T00:00:00.000","6","NON-UTILITY","8","Miscellaneous","NORTH CAMERON JR. GRANGE","STEUBEN","BATH","86I","-","-"
"20180275741","2019-03-15T00:00:00.000","2018 TO 2019","2019-07-01T00:00:00.000","2","NON-UTILITY","8","Miscellaneous","CATHERINE MCGLYNN - NYSDEC","HAMILTON","INDIAN LAKE","30","-","-"
"20180275741","2019-03-15T00:00:00.000","2018 TO 2019","2019-07-01T00:00:00.000","2","NON-UTILITY","8","Miscellaneous","CATHERINE MCGLYNN - NYSDEC","HAMILTON","INDIAN LAKE","28","-","-"
"20180575678","2019-03-14T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b1","Overhead - Erecting poles, towers","CHARTER COMMUNICATIONS WO#1320447-SN117","CATTARAUGUS","MACHIAS","16","16 51013236","16 51013222"
"20180575684","2019-03-14T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b2","Overhead - Running new lines","WINDSTREAM NEW YORK (JAMESTOWN), WO #702682213","CHAUTAUQUA","POLAND","62","62 52011067","62 52011114"
"20180575684","2019-03-14T00:00:00.000","2018 TO 2019","2020-04-01T00:00:00.000","5","UTILITY","1b2","Overhead - Running new lines","WINDSTREAM NEW YORK (JAMESTOWN), WO #702682213","CHAUTAUQUA","CARROLL","62","62 52011067","62 52011114"
"20180475699","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","NON-UTILITY","9","Adopt-a-Highway","TOWN OF HENRIETTA","MONROE","HENRIETTA","-","-","-"
"20180475696","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-31T00:00:00.000","4","UTILITY","4","Miscellaneous utility work","TOWN OF HENRIETTA","MONROE","HENRIETTA","-","-","-"
"20180875681","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-16T00:00:00.000","8","NON-UTILITY","5a2","Commercial – Minor","HSC ESOPUS, LLC.","ULSTER","ESOPUS","9W","9W86031170","9W86031171"
"20180475679","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-14T00:00:00.000","4","UTILITY","1b3","Overhead - Commercial service connection","NEW YORK STATE ELECTRIC AND GAS","WYOMING","WARSAW","20A","20A46021161","20A46021162"
"20180375694","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","VENICE","34B","34B31021070","34B31021090"
"20180375700","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","GENOA","34B","34B31021038","34B31021029"
"20180375697","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","SCIPIO","34B","34B31021091","34B31021108"
"20180375697","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","VENICE","34B","34B31021070","34B31021090"
"20180375694","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","SCIPIO","34B","34B31021091","34B31021108"
"20180375702","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","TVC ALBANY INC DBA FIRSTLIGHT","ONONDAGA","VAN BUREN","48","48 33011049","48 33011030"
"20180375701","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","NYSEG","CAYUGA","FLEMING","34","34 31051214","34 31052004"
"20180375704","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","LOCKE","90","90 31021086","90 31021105"
"20180375700","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","VERIZON NEW YORK","CAYUGA","VENICE","34B","34B31021051","34B31021038"
"20180375701","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","NYSEG","CAYUGA","AUBURN","34","34 31051214","34 31052004"
"20180375702","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","3","UTILITY","1b2","Overhead - Running new lines","TVC ALBANY INC DBA FIRSTLIGHT","ONONDAGA","BALDWINSVILLE","48","48 33011056","48 33011049"
"20180875650","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-13T00:00:00.000","8","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","CENTRAL HUDSON GAS & ELECTRIC CORP","ULSTER","KINGSTON","32","32 86022017","32 86022017"
"20180775675","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-12T00:00:00.000","7","UTILITY","1b2","Overhead - Running new lines","NEW YORK STATE ELECTRIC & GAS","FRANKLIN","BELLMONT","374","374 72011064","374 72011065"
"20180775676","2019-03-14T00:00:00.000","2018 TO 2019","2020-03-12T00:00:00.000","7","UTILITY","3b","DOT requested utility relocation","NIAGARA MOHAWK POWER CORPORATION DBA NATIONAL GRID","ST. LAWRENCE","LAWRENCE","11C","11C75011093","11C75011094"
"20180175661","2019-03-14T00:00:00.000","2018 TO 2019","2019-12-31T00:00:00.000","1","NON-UTILITY","5a1","Residential Driveway","MARK STEWART","SARATOGA","MOREAU","197","197 15011017","197 15011018"
"20180175706","2019-03-14T00:00:00.000","2018 TO 2019","2019-11-05T00:00:00.000","1","UTILITY","1a1","Underground - excavation, tunneling, boring, installing, etc.","NATIONAL GRID","SCHENECTADY","GLENVILLE","911F","949 16011011","949 16011008"
