"license_number","business_name","business_address_1","business_address_2","business_city","business_state","business_postal_code","business_county","business_country","last_name_of_designated","first_name_of_designated","middle_initial_of_designated","suffix_of_designated","license_issue_date","license_effective_term","license_expiration_date","georeference"
"AMC-19-0232","Home Base Appraisal Management","867 E 9400 S",,"Sandy","UT","84094-3670",,"US","Jorgensen","Michael","C",,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-12T00:00:00.000","POINT (-111.866696 40.58058)"
"AMC-20-0586","Appraisals 2U, LLC","2280 Bicentennial Pwy","S-100, PMB 194","Henderson","NV","89044",,"US","Favreau","Valerie","J",,"2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","2022-09-23T00:00:00.000",
"AMC-20-0645","PINPOINT VALUATION GROUP LLC","260 KINGS MALL CT","#169","KINGSTON","NY","12401","Ulster","US","TORTELLA","RONALD","A",,"2020-10-28T00:00:00.000","2020-10-28T00:00:00.000","2022-10-28T00:00:00.000","POINT (-73.988393 41.963671)"
"AMC-19-0005","Accurate Group, LLC","6000 Freedom Square Dr Ste 300",,"Independence","NY","44131-2547",,"US","Doman","Paul","M",,"2019-04-25T00:00:00.000","2021-06-11T00:00:00.000","2023-06-10T00:00:00.000","POINT (-81.659319 41.399933)"
"AMC-19-0156","Appraisal Management Solutions, LLC","300 Red Brook Blvd Ste 120",,"Owings Mills","MD","21117-5145",,"US","Laugtug","Stephen","S",,"2019-06-07T00:00:00.000","2021-06-07T00:00:00.000","2023-06-07T00:00:00.000","POINT (-76.801518 39.413347)"
"AMC-19-0077","Trimavin, LLC","1971 E 4th St Ste 180",,"Santa Ana","CA","92705-3900",,"US","Chau","Alan",,,"2019-05-07T00:00:00.000","2021-06-30T00:00:00.000","2023-06-29T00:00:00.000","POINT (-117.839375 33.74822)"
"AMC-22-1051","Metro Appraisal Management LLC","31 Fairmount Ave Ste 101",,"Chester","NJ","07930-2668",,"US","Dotro","Francesco","P",,"2022-04-29T00:00:00.000","2022-04-29T00:00:00.000","2024-04-29T00:00:00.000","POINT (-74.682337 40.788179)"
"AMC-19-0252","Trinity Appraisal Services LLC","4851 Lbj Fwy Ste 410",,"Dallas","TX","75244-6031",,"US","Meyer","Brad",,,"2019-08-22T00:00:00.000","2021-08-22T00:00:00.000","2023-08-22T00:00:00.000",
"AMC-19-0316","CES of GA, LLC","590 Colonial Park Dr Ste 201",,"Roswell","NY","30075-3742",,"US","Woodall","Larry","R",,"2019-12-13T00:00:00.000","2021-12-13T00:00:00.000","2023-12-13T00:00:00.000","POINT (-84.343989 34.032719)"
"AMC-21-0788","Pro Teck Valuation Inteligence","465 Waverley Oaks Rd Ste 320",,"Waltham","MA","02452-8493",,"US","Dickstein","Jeff",,,"2021-04-28T00:00:00.000","2021-04-28T00:00:00.000","2023-04-28T00:00:00.000","POINT (-71.200505 42.388278)"
"AMC-19-0134","VALUTRUST SOLUTIONS LLC","7400 College Blvd Ste 250","STE 600","Overland Park","KS","66210-4031",,"US","PYLE","SEAN","F",,"2019-05-14T00:00:00.000","2021-05-14T00:00:00.000","2023-05-14T00:00:00.000","POINT (-94.672213 38.92757)"
"AMC-19-0114","Absolute Value Management Corp","1 Lincoln St Fl 24",,"Boston","MA","02111-2901",,"US","Skabo","Gina",,,"2019-05-20T00:00:00.000","2021-05-20T00:00:00.000","2023-05-20T00:00:00.000","POINT (-71.057964 42.352694)"
"AMC-19-0041","AAA APPRAISAL MANAGEMENT COMPANY LLC","2764 Lake Sahara Dr Ste 111",,"Las Vegas","NY","89117-3400",,"US","Chaker","Wassim","G",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-115.283724 36.140379)"
"AMC-22-0991","United One","270 N Sherman St",,"Wilkes Barre","PA","18702-5316",,"US","Brady","Lori",,,"2021-09-27T00:00:00.000","2021-09-27T00:00:00.000","2023-09-27T00:00:00.000","POINT (-75.863923 41.243822)"
"AMC-19-0208","MountainSeed Appraisal Management, LLC","2100 Powers Ferry Rd SE Ste 410",,"Atlanta","GA","30339-5014",,"US","Brown","Nathan",,,"2019-07-15T00:00:00.000","2021-07-15T00:00:00.000","2023-07-15T00:00:00.000","POINT (-84.44981 33.901384)"
"AMC-19-0096","SWBC Lending Solutions, LLC","9311 San Pedro Ave Ste 600",,"San Antonio","TX","78216-4459",,"US","Mureddu","Charles","E",,"2019-05-15T00:00:00.000","2021-05-15T00:00:00.000","2023-05-15T00:00:00.000","POINT (-98.499016 29.52523)"
"AMC-19-0173","AXIS APPRAISAL MANAGEMENT SOLUTIONS","1101 FIFTH AVENUE, SUITE 210",,"SAN RAFAEL","CA","94901",,"US","PEROTTI","KIMBERLY",,,"2019-05-22T00:00:00.000","2021-05-22T00:00:00.000","2023-05-22T00:00:00.000","POINT (-122.52867 37.974252)"
"AMC-19-0045","Allstate Appraisal, LP","320 202nd St",,"Chicago Heights","IL","60411-1680",,"US","Albert","Steven","S",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-87.656747 41.522392)"
"AMC-20-0566","PBAMC","330 South State Street",,"Newtown","NY","33309",,"US","Burgfechtel","John",,,"2020-08-06T00:00:00.000","2022-08-06T00:00:00.000","2024-08-06T00:00:00.000",
"AMC-19-0207","FIRST AMERICAN MORTGAGE SOLUTIONS LLC","4 FIRST AMERICAN WAY","4TH FLOOR","SANTA ANA","CA","92707",,"US","HUMMEL","ALAN",,,"2019-05-06T00:00:00.000","2021-06-30T00:00:00.000","2023-06-29T00:00:00.000","POINT (-117.862207 33.702488)"
"AMC-22-0994","Acme Valuation Inc.","140 S 8th St",,"Brooklyn","NY","11211-6311","Kings","US","Steinmetz","Isaac",,,"2022-01-04T00:00:00.000","2022-01-04T00:00:00.000","2024-01-04T00:00:00.000","POINT (-73.96358 40.709477)"
"AMC-19-0172","AMC SETTLEMENT SERVICES LLC","345 ROUSER RD","BLDG 6","CORAOPOLIS","PA","15108",,"US","BUSH","BRIAN","K",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-80.211795 40.501396)"
"AMC-19-0132","Appraisal Management Services of America, Inc.","10061 Talbert Ave Ste 300",,"Fountain Valley","CA","92708-5159",,"US","Deutschle","Christy",,,"2019-05-28T00:00:00.000","2021-05-28T00:00:00.000","2023-05-28T00:00:00.000","POINT (-117.953181 33.701817)"
"AMC-21-0748","Bluebird Valuation","2400 E Commercial Blvd Ste 1050","Suite 600-164","Fort Lauderdale","FL","33308-4036",,"US","Turner","Gavin",,,"2021-03-24T00:00:00.000","2021-03-24T00:00:00.000","2023-03-24T00:00:00.000","POINT (-80.114814 26.189509)"
"AMC-19-0086","Appraisal Connection Inc","83 Foxhurst Rd Ste 2",,"Oceanside","NY","11572-2204","Nassau","US","Intrabartola","Denise",,,"2019-05-10T00:00:00.000","2021-05-10T00:00:00.000","2023-05-10T00:00:00.000","POINT (-73.635592 40.645486)"
"AMC-19-0240","Nadlan Valuation Inc.","6014 11th Ave",,"Brooklyn","NY","11219-4983","Kings","US","Heszkel","Shimshon",,,"2019-08-06T00:00:00.000","2021-08-06T00:00:00.000","2023-08-06T00:00:00.000","POINT (-74.003382 40.631096)"
"AMC-19-0168","Great South Bay Appraisal Management Company, LLC","27 Sutton Pl",,"Islip","NY","11751-3725","Suffolk","US","Simonetti","Dean",,,"2019-06-17T00:00:00.000","2021-06-17T00:00:00.000","2023-06-17T00:00:00.000","POINT (-73.206206 40.731227)"
"AMC-19-0234","hvcc appraisal ordering","23591 El Toro Rd Ste 190",,"Lake Forest","CA","92630-8617",,"US","siegel","lance","j",,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-11T00:00:00.000","POINT (-117.699904 33.621167)"
"AMC-19-0088","Universal Real Estate Services, Inc.","201 Marple Ave",,"Clifton Heights","NY","19018-2414",,"US","Wixted","Martin",,,"2019-05-10T00:00:00.000","2021-05-10T00:00:00.000","2023-05-10T00:00:00.000","POINT (-75.286417 39.929923)"
"AMC-19-0050","Dwellworks Residential Services, LLC","1317 Euclid Ave",,"Cleveland","NY","44115-1819",,"US","Evanko","Timothy",,,"2019-05-01T00:00:00.000","2021-05-01T00:00:00.000","2023-05-01T00:00:00.000","POINT (-81.682847 41.500824)"
"AMC-22-0998","Advanced Valuations LLC","62 Washington Ave Ste 5",,"Dumont","NJ","07628-3627",,"US","Ramos","Filiberto",,,"2022-02-15T00:00:00.000","2022-02-15T00:00:00.000","2024-02-15T00:00:00.000","POINT (-73.994364 40.938045)"
"AMC-19-0166","MaxVantage, LLC","2100 Highway 35","Rear office","Sea Girt","NY","08750",,"US","Trimmer","Robyn",,,"2019-05-16T00:00:00.000","2021-05-16T00:00:00.000","2023-05-16T00:00:00.000","POINT (-74.05902 40.145539)"
"AMC-19-0250","Bridge Appraisal Management Corp.","912 W Chicago Blvd",,"Sea Girt","NJ","08750-1930",,"US","Lehnes","Gary","W",,"2019-09-03T00:00:00.000","2021-09-03T00:00:00.000","2023-09-03T00:00:00.000","POINT (-74.04333 40.137818)"
"AMC-21-0687","Amber Management Services LLC","17 Montrose Rd",,"Yonkers","NY","10710-2801","Westchester","US","Berrios","Raquel",,,"2021-01-27T00:00:00.000","2021-01-27T00:00:00.000","2023-01-27T00:00:00.000","POINT (-73.84666 40.966618)"
"AMC-19-0042","FASTAPP INC.","2081 Business Center Dr Ste 280",,"Irvine","CA","92612-1136",,"US","Andrews","Nicole","D",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-117.856265 33.679203)"
"AMC-19-0009","STEWART VALUATION INTELLIGENCE, LLC","7500 W 110th St Ste 420",,"Overland Park","KS","66210-2407",,"US","Fowler","Aaron","L",,"2019-04-26T00:00:00.000","2021-04-26T00:00:00.000","2023-04-26T00:00:00.000","POINT (-94.673079 38.931037)"
"AMC-19-0197","SPRINGHOUSE LLC","6404 INTERNATIONAL PKWY","SUITE 1000","PLANO","TX","75093",,"US","HUFF","PHILLIP",,,"2019-05-28T00:00:00.000","2021-05-28T00:00:00.000","2023-05-28T00:00:00.000","POINT (-96.838594 33.018651)"
"AMC-19-0292","EHS Appraisal Management LLC","94 Ottowa Rd S",,"Marlboro","NJ","07746-1246",,"US","Schwartz","Evan",,,"2019-11-04T00:00:00.000","2021-11-04T00:00:00.000","2023-11-04T00:00:00.000","POINT (-74.287917 40.323822)"
"AMC-19-0112","AJM Valuation Services","2871 Ponkan Ridge Blvd",,"Apopka","FL","32712-6469",,"US","Etling","Jon","C",,"2019-05-17T00:00:00.000","2021-05-17T00:00:00.000","2023-05-17T00:00:00.000","POINT (-81.556036 28.723499)"
"AMC-19-0190","Radian Valuation Services LLC","1000 Gsk Dr Ste 210","STE 210","Coraopolis","PA","15108-1310",,"US","CHEZOSKY","EDWARD","J",,"2019-06-10T00:00:00.000","2021-06-10T00:00:00.000","2023-06-10T00:00:00.000","POINT (-80.173926 40.461317)"
"AMC-21-0967","Accelerated AMC","4800 North Scottsdale Rd Ste 1200",,"Scottsdale","AZ","85251",,"US","Riveras","Gabriel","R",,"2021-10-26T00:00:00.000","2021-10-26T00:00:00.000","2023-10-26T00:00:00.000","POINT (-111.926145 33.509539)"
"AMC-19-0078","1st National Appraisal Source, Inc.","39555 Orchard Hill Pl Ste 600",,"Novi","NY","48375-5381",,"US","Morrison-Schop","Kimberly",,,"2019-05-08T00:00:00.000","2021-05-08T00:00:00.000","2023-05-08T00:00:00.000","POINT (-83.438656 42.443413)"
"AMC-21-0928","Tamarisk Appraisals LLC","645 Madison Ave Fl 19",,"New York","NY","10022-1010","New York","US","Stavinsky","Maksim",,,"2021-07-02T00:00:00.000","2021-07-02T00:00:00.000","2023-07-02T00:00:00.000","POINT (-73.971117 40.764003)"
"AMC-19-0074","ALL PRO APPRAISAL MANAGEMENT, INC.","29 VALLEY DRIVE","#5301","GREENWHICH","NY","06831",,"US","BISIGNANO","KEITH",,,"2019-05-06T00:00:00.000","2021-05-06T00:00:00.000","2023-05-06T00:00:00.000","POINT (-73.645333 41.020203)"
"AMC-19-0183","VALUATION CONNECT LLC","600 Clubhouse Dr","SUITE 500","Moon Township","PA","15108-3195",,"US","FRANCO","ROBERT","D",,"2019-05-15T00:00:00.000","2021-05-15T00:00:00.000","2023-05-15T00:00:00.000","POINT (-80.201648 40.496031)"
"AMC-19-0040","E Street Appraisal Management LLC","6041 Wallace Road Ext Ste 210",,"Wexford","PA","15090-7471",,"US","Ford","Barbara",,,"2019-04-30T00:00:00.000","2021-07-09T00:00:00.000","2023-07-08T00:00:00.000","POINT (-80.065222 40.634433)"
"AMC-19-0230","AppraisalMark","2701 E Osborn Rd Ste 103",,"Phoenix","AZ","85016-7433",,"US","Norris","Mark",,,"2019-08-12T00:00:00.000","2021-08-12T00:00:00.000","2023-08-12T00:00:00.000","POINT (-112.023488 33.487689)"
"AMC-19-0016","PropertyRate LLC","1855 W. Katella Ave.","Suite 100","Orange","NY","92867",,"US","Go","Dexter",,,"2019-04-26T00:00:00.000","2021-06-29T00:00:00.000","2023-06-28T00:00:00.000","POINT (-117.872261 33.806125)"
"AMC-20-0517","Rosu Appraisal Management Corp","2324 Healy Ave",,"Far Rockaway","NY","11691-2313","Queens","US","Shivnarain","Gyanda",,,"2020-06-15T00:00:00.000","2022-06-15T00:00:00.000","2024-06-15T00:00:00.000","POINT (-73.759959 40.605328)"
"AMC-20-0675","Appraisal Marketplace, LLC","177 Huntington Ave Ste 1703",,"Boston","MA","02115-3153",,"US","Dicks","Kenneth",,,"2020-12-09T00:00:00.000","2020-12-09T00:00:00.000","2022-12-09T00:00:00.000","POINT (-71.082565 42.344782)"
"AMC-19-0160","Consolidated Analytics, Inc.","1 MacArthur Pl Ste 100",,"Santa Ana","CA","92707-5928",,"US","GEHL","BRIAN","G",,"2019-06-07T00:00:00.000","2021-06-07T00:00:00.000","2023-06-07T00:00:00.000","POINT (-117.864606 33.702082)"
"AMC-19-0209","APPLIED VALUATION SERVICES, INC.","61 McMurray Rd Ste 400",,"Pittsburgh","PA","15241-1633",,"US","WORSTELL","CHRISTOPHER","P",,"2019-07-15T00:00:00.000","2021-08-18T00:00:00.000","2023-08-17T00:00:00.000","POINT (-80.066676 40.328725)"
"AMC-20-0613","DNA Valuation Management","324 S Service Rd Ste 119",,"Melville","NY","11747-3272","Suffolk","US","Davis","Duane",,,"2020-10-19T00:00:00.000","2022-10-19T00:00:00.000","2024-10-19T00:00:00.000","POINT (-73.41428 40.779967)"
"AMC-19-0205","CORELOGIC VALUATION SOLUTIONS INC","3001 HACKBERRY RD",,"IRVING","TX","75063-0156",,"US","AMES","PATRICK",,,"2019-05-14T00:00:00.000","2021-05-14T00:00:00.000","2023-05-14T00:00:00.000","POINT (-96.985527 32.925214)"
"AMC-19-0047","Brentwood Property Appraisal, Inc","12100 Wilshire Blvd Ste 280",,"Los Angeles","NY","90025-7119",,"US","Friedman","Mike","J",,"2019-04-30T00:00:00.000","2021-04-30T00:00:00.000","2023-04-30T00:00:00.000","POINT (-118.467926 34.043746)"
"AMC-22-1061","Central State Appraisal Services, LLC","1700 Main St Ste 5",,"Lake Como","NJ","07719-2960",,"US","Mcdonald","Cynthia",,,"2022-08-15T00:00:00.000","2022-08-15T00:00:00.000","2024-08-15T00:00:00.000","POINT (-74.027368 40.172804)"
"AMC-19-0128","LINCOLN APPRAISAL & SETTLEMENT SERVICES LLC","150 CHESTNUT ST","2ND FL","PROVIDENCE","NY","02903",,"US","DEMOPULOS","GEORGE","K",,"2019-05-22T00:00:00.000","2021-05-22T00:00:00.000","2023-05-22T00:00:00.000","POINT (-71.410271 41.81826)"
"AMC-19-0113","Equity Solutions USA, Inc.","6304 Orchard Lake Rd",,"West Bloomfield","MI","48322-2396",,"US","Garofalo","Hugo",,,"2019-05-20T00:00:00.000","2021-05-20T00:00:00.000","2023-05-20T00:00:00.000","POINT (-83.36087 42.545948)"
"AMC-19-0191","Financial Dimensions, Inc.","7025 Clairton Rd",,"West Mifflin","NY","15122-2428",,"US","Morano","William","F","JR","2019-06-26T00:00:00.000","2021-06-26T00:00:00.000","2023-06-26T00:00:00.000","POINT (-79.939207 40.34681)"
"AMC-19-0260","ASSET MANAGEMENT OUTSOURCING SERVICES LLC","5655 PEACHTREE PKWY","STE 213","NORCROSS","GA","30092",,"US","DAWSON","BRIAN","D",,"2019-08-14T00:00:00.000","2021-08-14T00:00:00.000","2023-08-14T00:00:00.000","POINT (-84.224129 33.964832)"
"AMC-19-0308","At Home VMS","77 Van Ness Ave Ste 101",,"San Francisco","CA","94102-6042",,"US","Patricio","Michael",,,"2019-12-04T00:00:00.000","2021-12-04T00:00:00.000","2023-12-04T00:00:00.000","POINT (-122.419536 37.776103)"
"AMC-19-0199","TRIDENT SERVICES LLC","875 OLD ROSWELL RD","STE G300","ATLANTA","GA","30342",,"US","EHRLICH","TODD","P",,"2019-06-10T00:00:00.000","2021-06-10T00:00:00.000","2023-06-10T00:00:00.000",
"AMC-19-0271","Service 1st of PA, LLC","1000 Cliff Mine Road","Suite 300","Pittsburgh","NY","15275",,"US","Will","Albert","V.",,"2019-08-09T00:00:00.000","2021-08-09T00:00:00.000","2023-08-09T00:00:00.000","POINT (-80.191304 40.458088)"
