"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"24X251","T005532","CONSTR: Wheeler Hall Laboratory Addition Building 12","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-05-21T00:00:00.000","2013-02-09T00:00:00.000","11092524.00","224154.00","11092524.00","0.00","9","N","0","AOW Associates, Inc.","30 Essex Street",,"Albany","NY","12206","USA","POINT (-73.779722 42.677542)"
"08X490","T006234","CONSTR: Renovate Locker Rooms, Elting Athletic Complex, Building No. 5","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-04-11T00:00:00.000","2018-08-27T00:00:00.000","4201000.00","0.00","4188773.00","12227.00","5","N","0","BCI Construction, Inc.","20 Loudonville Road",,"Albany","NY","12204","USA","POINT (-73.743834 42.666444)"
"26X7A1","T005402","CONSTR: Job Order Contracting Program - New York City","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-06-02T00:00:00.000","2014-01-21T00:00:00.000","134594.00","0.00","134594.00","0.00","0","N","0","JEMCO Electrical Contractors, Inc.","271 42nd Street",,"Brooklyn","NY","11433","USA","POINT (-74.010479 40.652508)"
"03X409","T005815","DESIGN: Rehabilitate Upton Hall, Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-04-29T00:00:00.000","2016-04-20T00:00:00.000","1864618.75","1036949.71","1864618.75","0.00","34","N","1","Flynn Battaglia Architects, P.C.","Suite S401","617 Main Street","Buffalo","NY","14203","USA",
"091080","T006731","DESIGN: Repair Structure for Hunt Union Floors","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-03-07T00:00:00.000","2027-04-12T00:00:00.000","1083000.00","0.00","60887.08","1022112.92","10","Y","5","Ryan-Biggs Associates PC","257 Ushers Road",,"Clifton Park","NY","12065","USA","POINT (-73.786236 42.902857)"
"201018","T006555","CONSTR: Renovate Marshall Hall","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-04-17T00:00:00.000","2022-01-27T00:00:00.000","2170064.00","0.00","2160064.00","10000.00","0","N","0","Murnane Building Contractors, Inc.","6728 Myers Road",,"East Syracuse","NY","13057","USA","POINT (-76.056335 43.093042)"
"031009","T006674","DESIGN: Reconstruct Central Heating Plant","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-03-15T00:00:00.000","2024-10-25T00:00:00.000","76645.50","0.00","3715.00","72930.50","19","N","0","FST-HEA, LLC","800 Veterans Memorial Hwy","Suite 301","Hauppauge","NY","11788","USA","POINT (-73.206075 40.821625)"
"08X471","T005845","CONSTR: Replace Roof - Sojourner Truth Library","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-06-03T00:00:00.000","2012-11-30T00:00:00.000","844990.00","46586.00","844990.00","0.00","9","N","1","Marpat Construction Corp.","310 Nassau Avenue",,"Brooklyn","NY","11222","USA","POINT (-73.937564 40.726274)"
"22X220","T005356","DESIGN: Replace Roof/Abate Asbestos - Allied Health Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-05-20T00:00:00.000","2015-05-29T00:00:00.000","82734.04","0.00","81967.89","766.15","0","N","0","Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery","215 Wyoming Street","Syracuse","NY","13204","USA",
"13XB61","T004896","DESIGN: Upgrade Site Utilities, Phase I","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2005-05-09T00:00:00.000","2017-12-31T00:00:00.000","1624845.94","0.00","1624845.94","0.00","5","N","0","Schuyler Engineering, P.C.","Suite 6","163 North Wellwood Avenue","Lindenhurst","NY","11757","USA",
"111038","T006695","CONSTR: Replace Catch Basins","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2022-01-19T00:00:00.000","2023-09-16T00:00:00.000","190700.00","0.00","0.00","190700.00","2","N","0","T. J. Fiacco Construction LLC","7666 State Hwy 56",,"Norwood","NY","13668","USA","POINT (-74.991434 44.762288)"
"14X7A8","T005968","CONSTR: Job Order Contracting Program - New York","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-05-21T00:00:00.000","2018-08-31T00:00:00.000","30813.00","0.00","30813.00","0.00","0","N","0","Corbex, Inc.","74-16 Grand Avenue",,"Elmhurst","NY","11373","USA","POINT (-73.886862 40.730363)"
"23X200","T005345","DESIGN: Construction Management Services","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-03-21T00:00:00.000","2013-03-17T00:00:00.000","1008804.92","0.00","1008804.92","0.00","4","N","0","C & S Design Build, Inc.","499 Col. E. Collins Blvd.",,"Syracuse","NY","13212","USA",
"23X207","T006133","CONSTR: Replace Windows & Rehab Entrances for Energy Conservation, Various Bldgs.","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-02-05T00:00:00.000","2016-10-16T00:00:00.000","2272176.00","0.00","2272176.00","0.00","6","N","1","Bette & Cring, LLC","22 Century Hill Drive",,"Latham","NY","12110","USA","POINT (-73.757491 42.771292)"
"011008","T006503","CONSTR: Rehab Toilet Rooms for ADA - Hawley, Draper, Milne, Richardson & Fine Arts","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-04-30T00:00:00.000","2022-05-18T00:00:00.000","3458139.00","0.00","3268678.00","189461.00","4","N","0","Wainschaf Associates, Inc.","589 Third Avenue Ext",,"Rensselaer","NY","12144","USA","POINT (-73.703176 42.644169)"
"39X145","T005563","CONSTR: Field House","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-08-25T00:00:00.000","2013-08-24T00:00:00.000","15374660.00","197815.00","15374660.00","0.00","15","N","0","Northeast Construction Services, Inc.","609 Erie Boulevard West",,"Syracuse","NY","13204","USA","POINT (-76.164373 43.049141)"
"02X338","D005243","CONSTR: Replace Roof - Hartwell Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2007-01-31T00:00:00.000","2010-08-18T00:00:00.000","3755770.00","0.00","3755770.00","0.00","3","N","0","A. W. Farrell & Son, Inc.","3761 East Lake Road",,"Dunkirk","NY","14048","USA",
"271023","T006385","DESIGN: Construct Alternative Energy Building","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-11-14T00:00:00.000","2022-12-05T00:00:00.000","1810706.68","0.00","1539986.46","270720.22","8","N","1","SWBR Architects & Engineers, P.C.","387 East Main Street",,"Rochester","NY","14604","USA","POINT (-77.602015 43.158145)"
"13XD74","T005991","CONSTR: Feeder Replacement BO - 7 Duct Banks","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-08-28T00:00:00.000","2017-11-01T00:00:00.000","17216662.00","1415664.00","17216662.00","0.00","8","N","0","Eldor Contracting Corp","30 Corporate Drive",,"Holtsville","NY","11742","USA","POINT (-73.039392 40.804249)"
"291014","T006292","DESIGN: Rehab HTHW System Phase 2","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2016-12-15T00:00:00.000","2022-02-02T00:00:00.000","1385754.78","0.00","1365089.33","20665.45","14","N","3","Ramboll Americas Engineering Solutions, Inc.","333 West Washington St",,"Syracuse","NY","13202","USA","POINT (-76.155894 43.049616)"
"221036","T006576","DESIGN: Rehab Study Pioneer HVAC and Orvis Natatorium Mechanical","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2021-09-20T00:00:00.000","2023-09-14T00:00:00.000","90026.92","0.00","90026.92","0.00","0","Y","0","Pathfinder Engineers & Architects LLP","134 South Fitzhugh Street",,"Rochester","NY","14608","USA","POINT (-77.612234 43.150506)"
"26X290","T005978","DESIGN: Construction Manager, New Business Bldg and Conklin Hall Rehabilitation","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-08-15T00:00:00.000","2019-07-26T00:00:00.000","2320346.28","0.00","2320346.28","0.00","17","N","2","Jacobs Project Management Co.","Suite 0603","Two Penn Plaza","New York","NY","10121","USA",
"25X290","T006006","CONSTR: Replace Site Infrastructure - Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-12-18T00:00:00.000","2015-11-10T00:00:00.000","3047718.00","0.00","3047718.00","0.00","3","N","0","Rifenburg Construction Corp.","159 Brick Church Road",,"Troy","NY","12180","USA","POINT (-73.583034 42.75697)"
"061013","T006101","DESIGN: Replace Roofs - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2017-04-06T00:00:00.000","2023-10-10T00:00:00.000","344247.98","0.00","344247.98","0.00","0","N","0","Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery","215 Wyoming Street","Syracuse","NY","13204","USA",
"061000","T006327","CONSTR: Reconstruct Site Electric & Steam Infrastructure at Sturges Quad Area","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2017-05-03T00:00:00.000","2020-07-07T00:00:00.000","11075891.00","0.00","11075891.00","0.00","2","N","0","Concrete Applied Technlgs Corp. /dba/ CATCO","1266 Town Line Road",,"Alden","NY","14004","USA","POINT (-78.578319 42.924983)"
"01XA51","T005473","DESIGN: Construct New Business School","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-03-17T00:00:00.000","2015-08-15T00:00:00.000","3173761.12","405753.40","3173761.12","0.00","28","N","0","Perkins & Will Architects P.C.","4th Floor","215 Park Avenue South","New York","NY","10003","USA",
"26X278","D005275","CONSTR: Dental Hygiene Care Center","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2007-05-08T00:00:00.000","2009-08-21T00:00:00.000","839818.00","0.00","839818.00","0.00","7","N","0","Stalco Construction Inc.","1316 Motor Parkway",,"Islandia","NY","11749","USA","POINT (-73.194062 40.806518)"
"141094","T006364","DESIGN: Upgrade / Replace Fire Suppression System","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2020-09-17T00:00:00.000","2025-05-19T00:00:00.000","453666.00","0.00","94681.12","358984.88","0","Y","0","IAQ Systems, Inc","555 8th Avenue","Suite 1502","New York","NY","10018","USA","POINT (-73.99177 40.754541)"
"28X358","T006065","CONSTR: JOCs - Buffalo Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-23T00:00:00.000","2018-05-01T00:00:00.000","1177685.00","0.00","1177685.00","0.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"201038","T006585","DESIGN: Facility Master Plan - Satellite Properties","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-06-17T00:00:00.000","2023-09-14T00:00:00.000","377006.00","0.00","165380.43","211625.57","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"07XA73","T005944","CONSTR: Flood Rehabilitation UDC","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-03-27T00:00:00.000","2013-08-15T00:00:00.000","2281422.00","2053302.00","2281422.00","0.00","7","N","1","Andrew R. Mancini Associates Inc.","129 Odell Avenue",,"Endicott","NY","13760","USA","POINT (-76.049175 42.110866)"
"32X468","T006016","CONSTR: MRI","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2013-07-08T00:00:00.000","2014-11-20T00:00:00.000","2580664.00","0.00","2580664.00","0.00","2","N","1","Stalco Construction Inc.","1316 Motor Parkway",,"Islandia","NY","11749","USA","POINT (-73.194062 40.806518)"
"081014","T006100","DESIGN: Replace Freight Elevator- Fine Arts Building","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2016-08-24T00:00:00.000","2024-02-05T00:00:00.000","31490.75","0.00","15823.98","15666.77","0","N","0","Peter Gisolfi Associates","566 Warburton Avenue",,"Hastings-On-Hudson","NY","10706","USA","POINT (-73.88218 40.995664)"
"02X366","T005624","DESIGN: Commissioning - SERC PH II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-10-25T00:00:00.000","2018-10-31T00:00:00.000","37899.75","16933.25","36919.45","980.30","0","N","0","Bergmann Associates, Inc.","28 East Main Street","200 First Federal Plaza","Rochester","NY","14614","USA","POINT (-77.611177 43.156034)"
"281001","T006186","DESIGN: Renovate Townsend Hall - Phase II Interior Renovation","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-11-18T00:00:00.000","2022-05-06T00:00:00.000","1226944.77","0.00","1226944.77","0.00","30","N","2","SWBR Architects & Engineers, P.C.","387 East Main Street",,"Rochester","NY","14604","USA","POINT (-77.602015 43.158145)"
"29X419","T005402","CONSTR: Job Order Contracting Program - New York City","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-06-02T00:00:00.000","2014-01-21T00:00:00.000","616627.00","71036.00","616627.00","0.00","0","N","0","JEMCO Electrical Contractors, Inc.","271 42nd Street",,"Brooklyn","NY","11433","USA","POINT (-74.010479 40.652508)"
"07XA35","T005606","DESIGN: Commissioning UUNorth Phase 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-08-16T00:00:00.000","2021-07-23T00:00:00.000","37070.91","2650.78","37070.91","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"39X105","D005087","CONSTR: Renovate Kunsela Hall - Library Wing","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-10-25T00:00:00.000","2009-10-31T00:00:00.000","4956295.00","0.00","4956295.00","0.00","6","N","0","Park City Builders of New York, Incorporated","1211 River Road","PO Box 356","Hamilton","NY","13346","USA","POINT (-75.572039 42.780528)"
"14X496","T006251","CONSTR: Upgrade HVAC Systems BSB","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-04-06T00:00:00.000","2019-12-19T00:00:00.000","7546102.00","0.00","7546102.00","0.00","5","N","1","LoSardo General Contractors Inc.","35 Crescent Street",,"Brooklyn","NY","11208","USA","POINT (-73.873719 40.688366)"
"31X228","T005368","DESIGN: Replace Service Group Fuel Tanks- Site Work","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-07-11T00:00:00.000","2016-11-25T00:00:00.000","92147.33","5450.00","92147.33","0.00","0","N","0","Lizardos Engineering Associates P.C.","200 Old Country Road","Suite 670","Mineola","NY","11501","USA","POINT (-73.638751 40.739038)"
"101004","T006199","DESIGN: Rehab Tyler Hall Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-12-31T00:00:00.000","2021-02-02T00:00:00.000","1794498.76","0.00","1794498.76","0.00","15","N","0","Architectural Resources, P.C.","505 Franklin Street",,"Buffalo","NY","14202","USA","POINT (-78.872075 42.900014)"
"09X335","T005635","CONSTR: Replace Medium Temperature Water Lines","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2010-01-15T00:00:00.000","2012-08-19T00:00:00.000","1287156.00","20556.00","1287156.00","0.00","8","N","0","All State Construction, Inc.","449 Cooke Street","P. O. Box 805","Farmington","CT","6032","USA","POINT (-72.844383 41.693111)"
"16X281","T005417","DESIGN: Building Commissioning - Stocking Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-09-26T00:00:00.000","2016-09-30T00:00:00.000","430444.46","88086.54","429594.77","849.69","4","N","1","Horizon Engineering Associates, LLP","800 Veterans Memorial","Highway, Suite 310","Hauppauge","NY","11788","USA","POINT (-73.206075 40.821625)"
"36X133","T006060","CONSTR: Site Rehab Sys Admin IIIA","Terminated","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-02-21T00:00:00.000","2016-01-30T00:00:00.000","21145.00","0.00","21145.00","0.00","11","N","1","Callanan Industries, Inc.","1245 Kings Road, Colonie","P.O. Box 15097","Albany","NY","12212","USA",
"29X442","T006151","CONSTR: Rehabilitate Utilidors - Phase I High Temperature Hot Water System","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-21T00:00:00.000","2016-11-27T00:00:00.000","2915204.00","0.00","2915204.00","0.00","9","N","1","All State Boiler & Construction, Inc.","449 Cooke Street",,"Farmington","CT","6034","USA","POINT (-72.844383 41.693111)"
"07X496","D005253","CONSTR: Athletic Fields Upgrade - Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2007-02-21T00:00:00.000","2010-06-30T00:00:00.000","3635269.00","0.00","3635269.00","0.00","5","N","0","Pooler Enterprises","783 Wangum Road","P. O. Box 436","Fishers","NY","14453","USA",
"15X412","T004891","DESIGN: Construction Manager For Vertical Expansion Project","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2004-08-20T00:00:00.000","2011-07-31T00:00:00.000","6071108.04","665347.77","6071108.04","0.00","5","N","0","The Pike Company Inc","One Circle Street",,"Rochester","NY","14607","USA",
"10X340","T005748","CONSTR: Piez Hall Addition- Science Engineering and Technology","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2010-11-26T00:00:00.000","2015-03-31T00:00:00.000","45395505.00","15763525.00","45395505.00","0.00","11","N","0","The Pike Company Inc","One Circle Street",,"Rochester","NY","14607","USA",
"20X205","T005471","DESIGN: Gateway Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-03-10T00:00:00.000","2017-05-31T00:00:00.000","3148518.64","331776.45","3148518.64","0.00","32","N","0","Architerra","281 Summer Street",,"Boston","MA","2110","USA",
"37X048","T006168","CONSTR: Construct Advanced Manufacturing Ctr Alfred/Wellsville","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-06-26T00:00:00.000","2017-07-08T00:00:00.000","5151630.00","0.00","5151630.00","0.00","8","N","0","LeChase Construction Services, LLC","Suite 102","11849 East Corning Road","Corning","NY","14830","USA",
"09X318","T004925","DESIGN: Replace Roof, Milne Library, Bldg. 40","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2005-09-01T00:00:00.000","2012-02-28T00:00:00.000","61297.27","0.00","32858.51","28438.76","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"30XA80","T005526","DESIGN: Rehab Elevators Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-06-15T00:00:00.000","2014-06-03T00:00:00.000","415058.45","98389.40","415058.45","0.00","13","N","2","Architectural Resources, P.C.","505 Franklin Street",,"Buffalo","NY","14202","USA","POINT (-78.872075 42.900014)"
"31X218","T005276","DESIGN: Renovate/Reconstruct Bldg 47 - University Police","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-06-07T00:00:00.000","2013-06-30T00:00:00.000","324087.26","20066.02","324087.26","0.00","5","N","0","Graf & Lewent Architects, L.L.P.","91-31 Queens Blvd.","Suite 209","Elmhurst","NY","11373","USA","POINT (-73.86954 40.733401)"
"28X390","T005624","DESIGN: Commissioning BEB HVAC Improvments","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-08-29T00:00:00.000","2018-10-31T00:00:00.000","63958.31","6244.64","63958.31","0.00","0","N","0","Bergmann Associates, Inc.","28 East Main Street","200 First Federal Plaza","Rochester","NY","14614","USA","POINT (-77.611177 43.156034)"
"20X820","T005693","DESIGN: Facilities Master Plan - ESF","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-08-02T00:00:00.000","2012-01-22T00:00:00.000","518470.62","0.00","518470.62","0.00","19","N","0","Mitchell/Giurgola Architects, LLP","Film Center Bldg, Ste 711","630 Ninth Avenue","New York","NY","10036","USA",
"09X369","T006141","CONSTR: Upgrade HVAC Systems - Netzer Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-03-27T00:00:00.000","2017-08-19T00:00:00.000","1922490.00","0.00","1922490.00","0.00","6","Y","1","Wilkins Mechanical, Inc.","6923 Herman Road",,"Syracuse","NY","13209","USA","POINT (-76.290778 43.104591)"
"11X348","T006029","DESIGN: Renovate Sibley Hall Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2013-11-04T00:00:00.000","2018-11-06T00:00:00.000","935043.95","0.00","935043.95","0.00","32","Y","3","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"261043","T006363","DESIGN: Investigate and Repair Facades at Gleeson and Laffin Halls","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-12-04T00:00:00.000","2025-08-30T00:00:00.000","524000.00","0.00","298339.91","225660.09","0","N","0","Hesnor Engineering Associates, PLLC","22 Computer Drive West",,"Albany","NY","12205","USA","POINT (-73.807714 42.721269)"
"12X286","D005388","CONSTR: Rehabilitate HVAC - Crumb Library","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-22T00:00:00.000","2010-09-30T00:00:00.000","1355893.00","0.00","1355893.00","0.00","3","N","0","Northern Mechanicals,Inc","2 Baldwin Avenue","P.O. Box 195","Norwood","NY","13668","USA","POINT (-74.993822 44.751462)"
"13XC96","T005627","DESIGN: Commissioning - Mech Sys Upgrd Life Sci","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-12-10T00:00:00.000","2018-12-31T00:00:00.000","114350.11","37961.49","114350.11","0.00","0","N","0","OLA Consulting Engineers, PC","50 Broadway",,"Hawthorne","NY","10532","USA","POINT (-73.797361 41.107546)"
"30XB27","T006102","DESIGN: Restore Crofts Hall Plaza & Site","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-01-21T00:00:00.000","2023-07-10T00:00:00.000","100842.00","0.00","118356.73","-17514.73","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"05X247","T004889","CONSTR: Renovate And Construction Addition Cranston Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2004-06-17T00:00:00.000","2010-12-31T00:00:00.000","17771643.00","0.00","17771643.00","0.00","7","N","0","Lecesse Construction Co.","75 Thruway Park Drive",,"West Henrietta","NY","14586","USA","POINT (-77.666137 43.045681)"
"32X475","T005840","DESIGN: Rehab Walkway Campus Underpass","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2014-06-12T00:00:00.000","2018-07-30T00:00:00.000","363000.00","0.00","333410.86","29589.14","0","N","0","Hoffmann Architects, Inc.","462 Seventh Avenue",,"New York","NY","10018","USA","POINT (-73.990002 40.751854)"
"07XA84","T006228","CONSTR: Construct School of Pharmacy","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-04-01T00:00:00.000","2019-12-31T00:00:00.000","34587057.00","0.00","34587057.00","0.00","7","N","0","Fahs Construction Group Inc.","2224 Pierce Creek Road",,"Binghamton","NY","13903","USA","POINT (-75.88295 42.08493)"
"211026","T006356","DESIGN: Renovate Vander Clute Hall & Heritage Hall for Student Union","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2018-08-09T00:00:00.000","2027-02-06T00:00:00.000","1455315.00","0.00","1003166.98","452148.02","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"02X380","T005782","CONSTR: Infrastructure Improvements - Smith Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-02-07T00:00:00.000","2013-07-02T00:00:00.000","12301227.00","4701972.00","12301227.00","0.00","10","N","0","Christa Construction, LLC","119 Victor Heights Pkwy",,"Victor","NY","14564","USA","POINT (-77.444637 42.996293)"
"36X137","T006212","CONSTR: Replace Fire Pumps - SUNY Plaza","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-12-22T00:00:00.000","2017-07-04T00:00:00.000","183300.00","0.00","183300.00","0.00","2","N","0","Condor Fire Sprinkler","3434 Carman Road",,"Schenectady","NY","12303","USA","POINT (-73.942244 42.746356)"
"241007","T006318","CONSTR: Upgrade Switchgear at Main Campus Substation","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2017-03-23T00:00:00.000","2019-06-11T00:00:00.000","1942656.00","0.00","1942656.00","0.00","6","N","0","Mohawk Valley Utility Construction Corp.","1 Prospect Avenue",,"Albany","NY","12206","USA","POINT (-73.772618 42.673362)"
"151085","T006563","CONSTR: Renovate Heart & Vascular Center - UH 6th fl.","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-05-29T00:00:00.000","2022-09-25T00:00:00.000","11604777.00","0.00","10969616.00","635161.00","4","N","0","Murnane Building Contractors, Inc.","6728 Myers Road",,"East Syracuse","NY","13057","USA","POINT (-76.056335 43.093042)"
"121033","T006673","DESIGN: Renovate Carson Hall, Construct Two Elevators","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-12-07T00:00:00.000","2024-10-24T00:00:00.000","52538.40","0.00","1400.00","51138.40","24","N","3","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"231002","T006283","CONSTR: Rehab Water Distribution System & Related Site Infrastructure","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-11-14T00:00:00.000","2018-08-15T00:00:00.000","3604067.00","0.00","3604067.00","0.00","5","N","0","J.E. Sheehan Contracting Corp.","208 Sissonville Road",,"Potsdam","NY","13676","USA","POINT (-75.002403 44.691026)"
"091051","T006353","DESIGN: Update Facilities Master Plan","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2020-09-03T00:00:00.000","2025-06-02T00:00:00.000","599746.00","0.00","277648.26","322097.74","0","Y","0","Chiang O'Brien Architects","Crescent Building","217 North Aurora Street","Ithaca","NY","14850","USA",
"10X357","T005917","CONSTR: Infrastructure Improvement - Electrical Capacity, Campuswide","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-02-14T00:00:00.000","2014-09-20T00:00:00.000","2594267.00","1612875.00","2594267.00","0.00","5","N","0","Ridley Electric Co.,Inc.","1810 LeMoyne Avenue","P.O. Box 316","Syracuse","NY","13208","USA","POINT (-76.146062 43.085657)"
"02X396","T005356","DESIGN: Replace Roofs - Various Buildings Phase III","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-26T00:00:00.000","2015-05-29T00:00:00.000","186595.80","60760.12","186595.80","0.00","0","N","0","Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery","215 Wyoming Street","Syracuse","NY","13204","USA",
"141011","T006411","DESIGN: Renovate Pharmacy UHB Basement","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2019-01-22T00:00:00.000","2024-06-06T00:00:00.000","1379.04","0.00","1379.04","0.00","0","N","0","Jacobs Project Management Co.","Suite 0603","Two Penn Plaza","New York","NY","10121","USA",
"061048","T006372","DESIGN: Reconstruct Plaza, Roads & Utilities - College Circle & College Drive","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-11-12T00:00:00.000","2029-04-28T00:00:00.000","1198000.00","0.00","439081.74","758918.26","0","N","0","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"14XB03","T005985","DESIGN: Replace Windows BSB","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-10-19T00:00:00.000","2016-12-01T00:00:00.000","204615.82","0.00","204615.82","0.00","0","N","0","Urbahn Architects PLLC","49 West 37th Street","6th Floor","New York","NY","10018","USA","POINT (-73.985645 40.751377)"
"281009","T006512","DESIGN: Renovate Foster Hall","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-07-22T00:00:00.000","2024-09-06T00:00:00.000","4100000.00","0.00","2132430.92","1967569.08","34","N","4","Mitchell/Giurgola Architects, LLP","Film Center Bldg, Ste 711","630 Ninth Avenue","New York","NY","10036","USA",
