"loannumber","approvaldate_year","approvaldate_month","approvaldate_day","businessname","businessaddress","businesscity","businessstate","businesszip","grantamount","franchisename","ruralurbanindicator","hubzoneindicator","cd","grant_purp_cons_outdoor","grant_purpose_covered_supplier","grant_purpose_debt","grant_purpose_food","grant_purpose_maintenance","grant_purpose_operations","grant_purpose_payroll","grant_purpose_rent","grant_purpose_supplies","grant_purpose_utility","legalorganizationtype","lmiindicator","socioeconmicindicator","veteranindicator","womenownedindicator","restauranttype","georeference"
"2700719009","2021","5","18","DAN LIU","80 W 165th St","Bronx","NY","10452","24941",,"U","Y","NY-15","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Sole Proprietorship","Y","N","N","Y","Restaurant","POINT (-73.927197 40.833996)"
"5251919007","2021","5","21","12 Apostles LLC","6 E 42nd St","New York","NY","10017","482825",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant","POINT (-73.980638 40.753382)"
"8608029008","2021","5","27","FLYNNS CASINO INC","260 WEST MAIN ST SUITE 4","BAY SHORE","NY","11706","470037",,"U","N","NY-01","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","Y","N","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.2563 40.716332)"
"7554929006","2021","5","25","ISLAND TASTE BAR AND GRILL","24324 Merrick Blvd","Rosedale","NY","11422","238393",,"U","N","NY-05","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","Y","Y","Restaurant","POINT (-73.729876 40.674042)"
"8838499004","2021","5","29","Pitaria Unlimited Incorparated","3045 Merrick Rd","Wantagh","NY","11793","9635",,"U","N","NY-02","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Caterer && Restaurant","POINT (-73.514102 40.663881)"
"2359989004","2021","5","15","La Pan Miette Inc","8612 Justice Ave","Elmhurst","NY","11373","341502",,"U","N","NY-06","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","Y","Y","N","N","Snack and Nonalcoholic Beverage Bar && Restaurant","POINT (-73.876721 40.737668)"
"6613899006","2021","5","22","JFM NYACK LLC","3623 Palisades Center Dr","West Nyack","NY","10994","526864","Burger King","U","N","NY-17","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant","POINT (-73.958408 41.095226)"
"9876609006","2021","6","4","LAG Restaurant","404 W State St","Ithaca","NY","14850","79444",,"R","Y","NY-23","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-76.504213 42.43938)"
"9994229000","2021","6","11","VR Industries Inc","366 Nassau Pkwy","Oceanside","NY","11572","149730",,"U","N","NY-04","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Snack and Nonalcoholic Beverage Bar","POINT (-73.626664 40.648879)"
"6611499000","2021","5","22","Gli Amanti pizzeria and bakery llc","4177 State Route 69","Taberg","NY","13471","25538",,"R","N","NY-21","Y","N","N","Y","Y","Y","N","Y","Y","Y","Limited  Liability Company(LLC)","N","N","Y","Y","Restaurant","POINT (-75.611028 43.294056)"
"7904748909","2021","5","11","PRAMUKH S & R CORP","113 Mineola Blvd","Mineola","NY","11501","97768","Subway","U","N","NY-03","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","Y","N","N","Restaurant","POINT (-73.640469 40.742052)"
"4875529001","2021","5","20","Eastside Grill and Pub LLC","4520 State Route 364","Canandaigua","NY","14424","158470",,"R","N","NY-23","N","N","N","Y","N","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","Y","Restaurant","POINT (-77.259398 42.809642)"
"7622668900","2021","5","7","KY United Inc.","5771 College Point Blvd","Flushing","NY","11355","174775",,"U","N","NY-06","N","N","N","N","N","Y","Y","Y","Y","Y","Corporation","Y","Y","N","Y","Caterer","POINT (-73.834795 40.746561)"
"7625308903","2021","5","7","Kokio Chicken and Beer Corp","22140 Horace Harding Expy","Oakland Gardens","NY","11364","26809",,"U","N","NY-06","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.755162 40.749459)"
"3704729003","2021","5","19","Ren kitchen inc","1556 Hempstead tpke","Elmont","NY","11003","4732",,"U","N","NY-04","N","Y","N","Y","Y","Y","Y","Y","Y","N","Corporation","Y","Y","N","N","Restaurant","POINT (-73.698368 40.707174)"
"7891308906","2021","5","11","Sherpa Rai Incorporated","61 Lexington Avenue","New York","NY","10010","297518",,"U","N","NY-12","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.983708 40.740923)"
"1110399004","2021","5","13","SAKURA SUSHI INC","1086 Wilmot Rd","Scarsdale","NY","10583","200377",,"U","N","NY-16","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Restaurant","POINT (-73.77727 40.983745)"
"8920389005","2021","5","29","SE 2 CORP","1030 W Beech St","Long Beach","NY","11561","58554",,"U","N","NY-04","N","N","N","Y","N","Y","Y","N","Y","Y","Sole Proprietorship","N","N","N","N","Caterer && Restaurant","POINT (-73.697725 40.586014)"
"2701809003","2021","5","18","Adirondack Blue Inc.","6 Roaring Branch Road","Stony Creek","NY","12878","164361",,"R","N","NY-21","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.929693 43.424015)"
"3696179003","2021","5","19","TORTILLAS KING MEXICAN FOOD NY","7103 18TH AVE","BROOKLYN","NY","11204","73457",,"U","N","NY-09","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.993777 40.615579)"
"7914818910","2021","5","11","LET BEGIN CORP","358 Broadway Mall","Hicksville","NY","11801","125652","Potato Corner","U","N","NY-02","N","N","Y","Y","N","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.529421 40.774062)"
"3688329000","2021","5","19","Soho Eatery Corp","273 Canal St","New York","NY","10013","300864",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Caterer && Restaurant","POINT (-74.001281 40.718968)"
"3693849008","2021","5","19","Inwood Beer Garden & Bistro Inc.","4892 Broadway","New York","NY","10034","1725277",,"U","Y","NY-13","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","Y","Restaurant","POINT (-73.922568 40.867214)"
"7233519000","2021","5","23","Mango Biche Colombian Grill LLC","101 S Research Pl","Central Islip","NY","11722","83017",,"U","Y","NY-02","N","N","N","N","N","N","Y","Y","N","Y","Limited  Liability Company(LLC)","Y","Y","N","Y","Restaurant","POINT (-73.198146 40.770602)"
"8923899000","2021","5","29","Hey Mambo LLC","487 Amsterdam Ave","New York","NY","10024","86120",,"U","N","NY-10","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-73.976256 40.785993)"
"9906639006","2021","6","4","East Cove Lake George LLC","3873 NY-9L","Lake George","NY","12845","255932",,"R","N","NY-21","N","Y","N","Y","N","Y","Y","N","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-73.696855 43.417406)"
"9884339008","2021","6","4","173 Anderson Ave LLC","173 Anderson Ave","Rochester","NY","14607","578557",,"U","Y","NY-25","N","Y","N","N","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Bar, Saloon, Lounge, Tavern","POINT (-77.580908 43.157428)"
"2330789010","2021","5","15","MAIN STREET CATERERS INC","234 MAIN STREET","FARMINGDALE","NY","11735","240424",,"U","N","NY-02","N","Y","N","Y","N","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Restaurant","POINT (-73.445979 40.733543)"
"2239209010","2021","5","14","Sugar Bear Bros. Inc.","112 8th Ave","New York","NY","10011","1064738",,"U","N","NY-10","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","Y","N","N","Bakery **","POINT (-74.001701 40.740851)"
"2721169009","2021","5","18","LV Tapas Inc","268 Clinton St","Brooklyn","NY","11201","507942",,"U","N","NY-07","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Restaurant","POINT (-73.995564 40.687743)"
"1104629005","2021","5","13","Trail Break at Schroon Lake Inc","1299 Us Route 9","Schroon Lake","NY","12870","72348",,"R","N","NY-21","Y","N","Y","N","Y","Y","Y","Y","N","Y","Corporation","N","N","Y","Y","Restaurant","POINT (-73.757279 43.851245)"
"8944979010","2021","5","29","Smoothies Plus LLC.","50 City View Dr","Rochester","NY","14625","52243",,"U","N","NY-25","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Food Stand, Food Truck, Food Cart","POINT (-77.496919 43.161327)"
"3701389002","2021","5","19","MASK POT INC","13620 ROOSEVELT AVE STE 2M","FLUSHING","NY","11354","5000000",,"U","Y","NY-06","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.829201 40.759806)"
"7572929010","2021","5","25","J & J PICS LLC","66 Main St","Delhi","NY","13753","94163",,"R","N","NY-19","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Sole Proprietorship","N","N","N","Y","Restaurant","POINT (-74.919072 42.275714)"
"7869528906","2021","5","11","Strada Mia LLC","313 N Geddes St","Syracuse","NY","13204","141355",,"U","Y","NY-24","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited Liability Partnership","Y","N","N","Y","Restaurant","POINT (-76.170633 43.051744)"
"5239029008","2021","5","21","Chickpea at Penn Inc","2 Penn Plz","New York","NY","10121","1346546",,"U","Y","NY-12","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.99167 40.74955)"
"7874878900","2021","5","11","Klai Kungwan LLC","71 Clinton St Frnt 1","New York","NY","10002","95285",,"U","N","NY-07","Y","N","N","Y","N","Y","Y","Y","Y","Y","Sole Proprietorship","Y","N","N","Y","Restaurant","POINT (-73.984981 40.71924)"
"7237829007","2021","5","23","market cafe 43 llc","425 Lexington Ave","New York","NY","10017","2283304",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant","POINT (-73.975355 40.752416)"
"7674978901","2021","5","7","CARIDAD WILLIAMSBRIDGE CORP","1436 Williamsbridge Rd","Bronx","NY","10461","134729",,"U","Y","NY-14","N","Y","Y","Y","N","Y","Y","Y","N","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.84489 40.843055)"
"8604289008","2021","5","27","ahmed bebecar","1325 Bronx River Ave Apt 1R","Bronx","NY","10472","4000",,"U","Y","NY-14","N","Y","Y","Y","Y","Y","N","N","Y","Y","Sole Proprietorship","Y","N","N","N","Food Stand, Food Truck, Food Cart","POINT (-73.881134 40.832068)"
"1074599007","2021","5","12","Haenyeo Corp","239 5th Ave","Brooklyn","NY","11215","244967",,"U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Restaurant","POINT (-73.981275 40.675214)"
"3700209003","2021","5","19","Relish Caterers SI LLC","2501 3rd Ave","Bronx","NY","10451","1288884",,"U","Y","NY-15","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","Y","Caterer","POINT (-73.928498 40.810138)"
"7907138909","2021","5","11","TRIX INC.","440 44th Dr","Long Island City","NY","11101","213839",,"U","Y","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Sole Proprietorship","N","N","N","Y","Restaurant","POINT (-73.955212 40.749537)"
"7665808905","2021","5","7","BK Fulton Corp.","156a Lawrence St","Brooklyn","NY","11201","122017",,"U","Y","NY-07","N","N","N","Y","N","Y","Y","Y","N","N","Corporation","N","Y","Y","N","Restaurant","POINT (-73.986287 40.691469)"
"7638398907","2021","5","7","Mayan Ink LLC","17 Maple Ave 2nd Fl","Saratoga Springs","NY","12866","224201",,"R","N","NY-20","N","N","N","N","N","Y","Y","Y","N","N","Corporation","N","Y","N","Y","Restaurant","POINT (-73.783961 43.082458)"
"8019649008","2021","5","26","gajopa restaurant owners llc","337 Saw Mill River Rd","Yonkers","NY","10701","154667",,"U","Y","NY-16","N","Y","N","N","Y","Y","Y","N","Y","N","Limited  Liability Company(LLC)","Y","Y","N","N","Restaurant","POINT (-73.876525 40.948287)"
"9993869002","2021","6","11","ST. MARKS 2 BROS PIZZA INC","32 Saint Marks Pl","New York","NY","10003","328378",,"U","N","NY-07","Y","Y","N","N","N","N","Y","Y","N","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.988316 40.728873)"
"1036439102","2021","6","17","Champs Diner","197 Meserole Street","Brooklyn","NY","11206","1766655",,"U","Y","NY-07","N","N","N","N","Y","N","Y","Y","Y","N","Subchapter S Corporation","Y","N","N","N","Restaurant","POINT (-73.940859 40.708295)"
"7229119006","2021","5","23","New D & Y Inc","16205 Crocheron Ave","Flushing","NY","11358","209473",,"U","Y","NY-06","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Bar, Saloon, Lounge, Tavern","POINT (-73.803186 40.76252)"
"8607329002","2021","5","27","YOSHI SUSHI INC","640 NEW LOUDON RD","LATHAM","NY","12110","28551",,"U","N","NY-20","N","N","N","Y","N","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Restaurant","POINT (-73.762297 42.733898)"
"8823249007","2021","5","29","AGAVI JUICE LLC","72 E 7th St","New York","NY","10003","114368",,"U","N","NY-07","Y","N","N","N","Y","Y","Y","Y","Y","Y","Partnership","N","N","N","N","Restaurant","POINT (-73.986698 40.727383)"
"8832569000","2021","5","29","The Bakery at New Paltz Inc.","13 N Front St Ste 1","New Paltz","NY","12561","222826",,"R","Y","NY-19","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","N","N","N","Bakery ** && Snack and Nonalcoholic Beverage Bar && Restaurant","POINT (-74.085755 41.749265)"
"8981149007","2021","5","29","ROLLING SMOKE INC","11 Seville Ln","Stony Brook","NY","11790","329567",,"U","N","NY-01","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","N","N","N","Food Stand, Food Truck, Food Cart && Restaurant","POINT (-73.103403 40.901113)"
"2342999000","2021","5","15","GBY Deli Grocery Inc.","434 E 72nd St","New York","NY","10021","199747",,"U","N","NY-07","N","N","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Other && Caterer","POINT (-73.954254 40.767071)"
"9946169001","2021","6","7","3 Three Bs Corporation","77 Fulton St Frnt 1","New York","NY","10038","181112",,"U","N","NY-07","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Other && Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-74.004965 40.708611)"
"8033149007","2021","5","26","HURLEE CORP","2028 Lakeville Rd","New Hyde Park","NY","11040","62615",,"U","N","NY-03","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Other","POINT (-73.700887 40.751766)"
"7671038906","2021","5","7","Blue Ocean Group Inc.","301 W. 110th Street Unit D","New York","NY","10026","224715",,"U","N","NY-13","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.958751 40.80085)"
"8958919004","2021","5","29","TAP NYC","267 columbus ave","new york","NY","10023","45330",,"U","N","NY-10","N","N","N","N","N","N","Y","Y","N","N","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-73.978619 40.777657)"
"2772289010","2021","5","18","A & G Creative Foods","160 W Main St","Webster","NY","14580","2293",,"U","Y","NY-24","Y","N","N","N","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-77.436556 43.211496)"
"7543629004","2021","5","25","Annie Mae's Cheesecakes LLC","346 Marcus Garvey Blvd","Brooklyn","NY","11221","60035",,"U","N","NY-07","N","N","N","N","N","N","Y","Y","N","N","Limited  Liability Company(LLC)","Y","Y","N","Y","Caterer","POINT (-73.938494 40.685183)"
"7632228901","2021","5","7","96 Restaurant LLC","96 Broadway","Newburgh","NY","12550","259281",,"U","Y","NY-18","Y","N","Y","N","Y","Y","Y","Y","N","Y","Limited  Liability Company(LLC)","N","N","N","Y","Restaurant","POINT (-74.011163 41.500019)"
"8980799001","2021","5","29","ANDY'S LUNCHEONETTE INC","339 Plandome Rd","Manhasset","NY","11030","29485",,"U","N","NY-03","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","N","N","N","N","Restaurant","POINT (-73.699569 40.797266)"
"7886538900","2021","5","11","D & Y Inc","10021 Queens Blvd Subway Sandwich Store","Forest Hills","NY","11375","154853","Subway","U","N","NY-06","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Other && Restaurant","POINT (-73.852779 40.726835)"
"8964449001","2021","5","29","NYC Bagels & Coffee Shop Inc.","2908 23rd Ave","Astoria","NY","11105","181540",,"U","N","NY-14","N","N","N","N","N","Y","Y","Y","Y","Y","Sole Proprietorship","N","N","N","N","Restaurant","POINT (-73.913596 40.774878)"
"1176959107","2021","6","30","Broad Street Pub LLC","371 Broad St","Waverly","NY","14892","53661",,"R","N","NY-23","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited Liability Partnership","N","N","N","N","Bar, Saloon, Lounge, Tavern","POINT (-76.538716 42.001111)"
"9889159001","2021","6","4","Alex's Place at the Edge of Town Inc","8322 Park Rd","Batavia","NY","14020","759165",,"R","N","NY-27","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-78.202815 43.011615)"
"5250589002","2021","5","21","NEW LIN WANG INC","9417 Avenue L","Brooklyn","NY","11236","32822",,"U","N","NY-08","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.897066 40.637538)"
"1123359100","2021","6","25","Jianbing Company LLC","733 Prospect Pl Apt 1","Brooklyn","NY","11216","1062456",,"U","Y","NY-08","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","N","Caterer && Food Stand, Food Truck, Food Cart && Restaurant","POINT (-73.952168 40.674426)"
"7564338907","2021","5","7","KE Food Inc.","520 Lee Entrance #306","Amherst","NY","14228","149583",,"U","N","NY-26","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-78.785891 43.003164)"
"8020439001","2021","5","26","rp bowls llc","606 East 187th St","Bronx","NY","10458","50986","Roc N Ramen","U","Y","NY-13","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","Y","Restaurant","POINT (-73.887312 40.855428)"
"7547029009","2021","5","25","One Jefferson Place Corp","1 Jefferson Pl","Baldwin","NY","11510","249201",,"U","N","NY-04","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Bar, Saloon, Lounge, Tavern && Caterer && Restaurant","POINT (-73.598565 40.637133)"
"8619659004","2021","5","27","Cofesta LLC","33 W 26th St Ground Fl","New York","NY","10010","108946",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","Y","Restaurant","POINT (-73.990251 40.744317)"
"8853169008","2021","5","29","Eastcoast Tavern LLC","735 State Route 96","Victor","NY","14445","321960",,"U","N","NY-25","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant",
"1131049101","2021","6","25","HOJINJUNG CORP","4105 150th St","Flushing","NY","11355","3649",,"U","Y","NY-06","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","N","Restaurant","POINT (-73.813886 40.762518)"
"7556109000","2021","5","25","WU'S WONTON KING INC.","165 E BROADWAY","NEW YORK","NY","10002","1080422",,"U","Y","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.989972 40.71408)"
"9873539003","2021","6","4","THE AVENUE BAR AND RESTAURANT INC","1044 Central Ave","Albany","NY","12205","112265",,"U","Y","NY-20","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Restaurant","POINT (-73.796749 42.685939)"
"2698009008","2021","5","18","Giulio Sputo","41 Munro Blvd","Valley Stream","NY","11581","25938",,"U","N","NY-04","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Sole Proprietorship","N","N","N","Y","Caterer && Food Stand, Food Truck, Food Cart","POINT (-73.699567 40.64989)"
"9907929001","2021","6","4","FULL CIRCLE BAR LLC","318 Grand St 1J","Brooklyn","NY","11211","372149",,"U","Y","NY-07","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","N","N","N","Bar, Saloon, Lounge, Tavern","POINT (-73.956627 40.712688)"
"9882659006","2021","6","4","Hole In The Wall Midtown","25 W 38th St","New York","NY","10018","50947",,"U","N","NY-10","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-73.984127 40.751575)"
"8862719009","2021","5","29","Mobile Fare LLC","223 N Clinton St","Syracuse","NY","13202","46765",,"U","Y","NY-24","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited Liability Partnership","N","N","N","N","Caterer && Food Stand, Food Truck, Food Cart","POINT (-76.153489 43.051999)"
"7667798908","2021","5","7","RAM NARAYAN LLC","12117 Liberty Ave","South Richmond Hill","NY","11419","156788","Dunkin' Donuts","U","N","NY-05","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","Y","Y","N","N","Restaurant","POINT (-73.821785 40.687168)"
"9929729001","2021","6","4","Mulberry Cafe LLC","64 Jackson Ave","Lackawanna","NY","14218","561449",,"U","Y","NY-26","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","Y","N","N","N","Restaurant","POINT (-78.842252 42.812963)"
"2357489003","2021","5","15","GEORGE'S FAMOUS BAGELS INC.","4003 Broadway","New York","NY","10032","281464",,"U","Y","NY-13","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","N","N","Y","Restaurant","POINT (-73.939765 40.841257)"
"8016629007","2021","5","26","Lobby Gift Shop 2 Inc","155 W 55th St","New York","NY","10019","200160",,"U","N","NY-10","N","N","N","Y","Y","Y","Y","Y","Y","N","Corporation","N","Y","N","N","Snack and Nonalcoholic Beverage Bar","POINT (-73.980281 40.763945)"
"9920899010","2021","6","4","Green Market 60 LLC","119 E 60th St Frnt A","New York","NY","10022","903577",,"U","N","NY-12","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Caterer","POINT (-73.968526 40.763188)"
"2716609005","2021","5","18","Ambassad OF LENOX NW YORK INC","341 LENOX AVENNUE","NEW YORK","NY","10027","147494",,"U","N","NY-10","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant",
"7613368902","2021","5","7","Pigri LLC","1110 Manhattan Ave","Brooklyn","NY","11222","129800",,"U","Y","NY-12","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant","POINT (-73.955272 40.736388)"
"2715729004","2021","5","18","KARAKATTA LLC","230 Thompson St Storefront","New York","NY","10012","274484",,"U","N","NY-07","N","N","N","N","N","N","Y","Y","N","Y","Limited  Liability Company(LLC)","N","Y","N","N","Restaurant","POINT (-73.998828 40.729411)"
"7562599003","2021","5","25","J & W SOUTHWIND DELI CORP","1029 Route 109","Farmingdale","NY","11735","75618",,"U","Y","NY-02","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Other","POINT (-73.430975 40.724298)"
"7569329006","2021","5","25","1024 Subway Inc","1024 Longwood Ave","Bronx","NY","10459","124849","Subway","U","Y","NY-15","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Corporation","Y","Y","N","N","Restaurant","POINT (-73.896406 40.816443)"
"7898918904","2021","5","11","Shvami Corp","30 N Research Pl","Central Islip","NY","11722","96345","Subway","U","Y","NY-01","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","Y","Y","N","N","Restaurant","POINT (-73.199923 40.773975)"
"1043179105","2021","6","17","Independent of 23rd Street LLC","158 East 23rd Street","New York","NY","10010","1225522",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Other && Bar, Saloon, Lounge, Tavern && Restaurant","POINT (-73.983649 40.739047)"
"8928589000","2021","5","29","Taj Mahal Lounge Corp","2527 Steinway St","Astoria","NY","11103","36594",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","N","Bar, Saloon, Lounge, Tavern","POINT (-73.912298 40.76722)"
"8912859004","2021","5","29","Ramen On The Hill Inc.","255 Berry St","Brooklyn","NY","11249","146458",,"U","N","NY-07","N","N","N","N","N","N","Y","Y","N","Y","Corporation","N","N","N","N","Licensed Alcohol Producer && Restaurant","POINT (-73.962906 40.714934)"
"2482229005","2021","5","16","Sailor's Haven Inc","212 Front Street","Greenport","NY","11944","81017",,"U","Y","NY-01","Y","N","N","Y","N","Y","Y","Y","N","Y","Corporation","Y","N","N","Y","Restaurant","POINT (-72.362248 41.101825)"
"2764059000","2021","5","18","Corrine & Augusta Foods Inc.","36 W Main St","Bay Shore","NY","11706","143049",,"U","N","NY-01","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","N","Y","Caterer","POINT (-73.248558 40.720787)"
"8877839002","2021","5","29","ROMAN STYLE PIZZA LLC","14 E 37th St Frnt 1","New York","NY","10016","201918",,"U","N","NY-12","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Limited  Liability Company(LLC)","N","N","N","N","Restaurant","POINT (-73.982224 40.749941)"
"2482969004","2021","5","16","La Elegancia Corp","8826 37th Ave","Jackson Heights","NY","11372","121321",,"U","Y","NY-14","N","N","N","Y","N","Y","Y","Y","N","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.87776 40.750432)"
"7557779004","2021","5","25","Bartini Events","312 N Highland Ave","Pearl River","NY","10965","92081",,"U","N","NY-17","N","N","N","Y","N","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Caterer","POINT (-74.036191 41.075155)"
"8939219000","2021","5","29","Carrot Top Pastries Inc","3931 Broadway","New York","NY","10032","93366",,"U","Y","NY-13","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Subchapter S Corporation","Y","N","N","N","Bakery ** && Restaurant","POINT (-73.941486 40.838891)"
"2334849001","2021","5","15","Twenty Six West Genesee St. Corp","26 W Genesee St","Skaneateles","NY","13152","317590",,"R","N","NY-24","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","N","Y","N","Restaurant","POINT (-76.429086 42.945826)"
"4915879007","2021","5","20","PB786 PARK SLOPE CORP","161 7th Ave","Brooklyn","NY","11215","40907","Pinkberry","U","N","NY-07","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Corporation","N","Y","N","N","Restaurant","POINT (-73.977168 40.672175)"
