"violation_description","violation_year","age_at_violation","gender","source"
"BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT","2018","17","F","13"
"BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","2018","17","F","11"
"BACK SEAT PASS LESS THAN 4 NO/IMP RESTRAINT","2018","17","F","12"
"CONSUMPTION/ALCOHOL IN MOTOR VEHICLE","2018","17","F","19"
"DANGEROUS DRIVING","2018","17","F","3"
"DECREASED SPEED OR STOPPED W/OUT SIGNALING","2018","17","F","2"
"DIS COLORD ARROW NYC","2018","17","F","2"
"DISOBEYED TRAFFIC DEVICE","2018","17","F","356"
"DISOBEYED TRAFFIC DEVICE - HOV LANE","2018","17","F","2"
"DRIVERS VIEW OBSTRUCTED","2018","17","F","162"
"DRIVING/LEFT ON CREST GRADE/CURVE","2018","17","F","1"
"DRIVING ON SHOULDER/LIMITED ACCESS HGWY","2018","17","F","6"
"DRIVING THRU SAFETY ZONE","2018","17","F","1"
"DRIVING TO LEFT OF PAVEMENT MARKINGS","2018","17","F","11"
"DRIVING W/.08 OF 1 PERCENT OF ALCO/BLD","2018","17","F","9"
"DRIVING W/ABILITY IMPAIRED/ALCOHOL","2018","17","F","1"
"DRIVING W/ABILITY IMPAIRED BY DRUGS","2018","17","F","11"
"DRIVING WHILE INTOXICATED","2018","17","F","11"
"DRIVING/WRONG DIRECTION ON ONE-WAY STREET","2018","17","F","18"
"DROVE ACROSS HAZARD MARKING","2018","17","F","18"
"DROVE OFF PAVEMENT TO PASS ON RIGHT","2018","17","F","3"
"EQUIPMENT VIOLATION/INADEQUATE BRAKES","2018","17","F","7"
"FACILITATING AGGRAVATED UNLIC OPER","2018","17","F","3"
"FAILED TO CHANGE ADDRESS/REG","2018","17","F","1"
"FAILED TO COMPLY W/LAWFUL ORDER","2018","17","F","5"
"FAILED TO DIM HEADLAMPS","2018","17","F","25"
"FAILED TO GIVE RT-OF-WAY","2018","17","F","2"
"FAILED TO KEEP RIGHT","2018","17","F","64"
"FAILED TO KEEP RIGHT/4 OR MORE LANE","2018","17","F","1"
"FAILED TO PRODUCE INSURANCE CARD","2018","17","F","3"
"FAILED TO PRODUCE LICENSE","2018","17","F","1"
"FAILED TO SIGNAL AS REQUIRED","2018","17","F","7"
"FAILED TO TURN AS REQUIRED","2018","17","F","10"
"FAILED TO USE DESIGNATED LANE","2018","17","F","28"
"FAILED TO USE/IMPROPER USE 4-WAY FLASHERS","2018","17","F","6"
"FAILED TO YLD RT-OF-WAY-GRN LITE","2018","17","F","8"
"FAIL SURRENDER DOCUMENTS AFTER REVOCATION","2018","17","F","1"
"FAILURE TO CHANGE ADDRESS ATV","2018","17","F","1"
"FAILURE TO PRODUCE LICENSE OR REGISTRATION DOCUMENTS","2018","17","F","2"
"FAIL/YIELD RIGHT-OF-WAY TO EMERGENCY VEH - ATV","2018","17","F","7"
"FLD/DISPLAY NUM PLATES","2018","17","F","1"
"FLD DUE CARE-EMR/HAZ","2018","17","F","1"
"FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING","2018","17","F","22"
"FLD/NOTIFY DMV CHANGE OF ADDRESS","2018","17","F","21"
"FLD PRESENT DOC -NYC","2018","17","F","6"
"FLD/SURRENDER SUSP/REVOKED/LIC OR REG","2018","17","F","4"
"FLD/SURR/LIC/REG PLATES/REV-ART 7","2018","17","F","10"
"FLD TO STOP AT STOP SIGN","2018","17","F","382"
"FLD TO STOP AT YIELD SIGN WHEN REQUIRED","2018","17","F","1"
"FLD TO STOP FROM ALLEY/DRVWY/PRIVATE RD AS REQ","2018","17","F","1"
"FLD TO STOP ON A STEADY RED ARROW","2018","17","F","4"
"FLD TO STOP SCHOOL BUS","2018","17","F","33"
"FLD TO USE DUE CARE BYCL/PED/ANIMAL","2018","17","F","1"
"FLD TO YLD RT-OF-WAY AT INTERSECTION","2018","17","F","30"
"FLD TO YLD RT-OF-WAY AT STOP SIGN","2018","17","F","65"
"FLD TO YLD RT-OF-WAY AT TRAFFIC CIRCLE","2018","17","F","1"
"FLD TO YLD RT-OF-WAY AT YIELD SIGN","2018","17","F","1"
"FLD TO YLD RT-OF-WAY ON LEFT TURN","2018","17","F","75"
"FLD TO YLD RT-OF-WAY TO EMERGENCY VEHICLE","2018","17","F","17"
"FLD TO YLD RT-OF-WAY TO PEDESTRIAN IN CROSSWALK","2018","17","F","12"
"FLD TO YLD RT-OF-WAY TO VEH ON RIGHT","2018","17","F","2"
"FLD TO YLD RT-OF-WAY WHEN ENTERING ROADWAY","2018","17","F","43"
"FLD YIELD PEDEST NYC","2018","17","F","16"
"FLD YLD PED CROSSWLK","2018","17","F","2"
"FLD YLD RT-OF-WAY/LFT TRN AT RED SIGNAL","2018","17","F","2"
"FLD YLD RT-OF-WAY/RT TRN AT RED SIGNAL","2018","17","F","2"
"FLD YLD RT-OF-WAY/RT TURN AT RED SIGNAL","2018","17","F","1"
"FOLLOWING TOO CLOSELY","2018","17","F","247"
"FORGED/MUTILATED INSPECTION CERT","2018","17","F","3"
"FRONT SEAT PASS AGE 8-15 NO/IMPROPR SEATBELT","2018","17","F","3"
"FRONT WINDSHIELD NON/TRANSPARENT","2018","17","F","6"
"HANDS NOT ON HANDLEBARS- MCY","2018","17","F","1"
"HOLDING MORE THAN 1 VALID NYS LICENSE","2018","17","F","3"
"IMPROPER LEFT TURN ON ONE-WAY RDWY","2018","17","F","2"
"IMPROPER LEFT TURN ON TWO-WAY RDWY","2018","17","F","5"
"IMPROPER LEFT TURN-TWO-WAY RDWY","2018","17","F","3"
"IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","2018","17","F","33"
"IMPROPER PASSING-MOTORCYCLE","2018","17","F","1"
"IMPROPER PASSING ON RIGHT","2018","17","F","9"
"IMPROPER PLATES","2018","17","F","15"
"IMPROPER RIGHT TURN","2018","17","F","15"
"IMPROPER SIGNAL","2018","17","F","58"
"IMPROPER TURN","2018","17","F","1"
"IMPROPER U-TURN","2018","17","F","8"
"IMPROPER U-TURN IN A SCHOOL ZONE","2018","17","F","1"
"IMPROPER WIPERS","2018","17","F","17"
"INADEQUATE OR NO STOP LAMP OR LAMPS","2018","17","F","11"
"INADEQUATE OR NO STOP LAMPS","2018","17","F","211"
"INADEQUATE STEERING/BRAKES/HORN","2018","17","F","3"
"INSUFF TURN SIGNAL-LESS THAN 100 FEET","2018","17","F","25"
"INTERFERED W/ SAFE OPERATION","2018","17","F","5"
"JR SPEED IN ZONE","2018","17","F","24"
"JR SPEED PAST SCHOOL","2018","17","F","4"
"JUNIOR SPEED OVER 55 ZONE","2018","17","F","10"
"LEAVING/SCENE PERSONAL INJURY ACCIDENT","2018","17","F","3"
"LEAVING/SCENE PROPERTY DAMAGE ACCIDENT","2018","17","F","67"
"LIGHTING/REFLECTOR VIOLATION","2018","17","F","2"
"MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","17","F","2"
"MOVED FROM LANE UNSAFELY/WEAVING","2018","17","F","141"
"NO FLASHING RED LIGHT ON SCHOOL BUS","2018","17","F","1"
"NO HANDS ON WHEEL OR STEERING DEVICE","2018","17","F","1"
"NO HEADLAMPS/INCLEMENT WEATHER","2018","17","F","40"
"NO HELMET ATV","2018","17","F","1"
"NO/ILLEGAL FRONT WINDSHIELD","2018","17","F","10"
"NO/IMPROPERLY AFFIXED REG STICKER","2018","17","F","8"
"NO/INADEQUATE DEFROSTER","2018","17","F","1"
"NO/INADEQUATE DIRECTIONAL SIGNALS","2018","17","F","10"
"NO/INADEQUATE HEADLAMPS","2018","17","F","395"
"NO/INADEQUATE LIGHTS-BICYCLE","2018","17","F","1"
"NO/INADEQUATE MUFFLER/EXHAUST SYSTEM","2018","17","F","88"
"NO/INADEQUATE PLATE LAMPS","2018","17","F","122"
"NO/INSUFFICIENT TAIL LAMPS","2018","17","F","125"
"NO LAP/SHOULDER HARNESS OR DJ VIO","2018","17","F","39"
"NO MIRROR/NO LEFTSIDE VIEW MIRROR","2018","17","F","4"
"NO OPERABLE HEADLAMP OR LAMPS","2018","17","F","4"
"NO SAFETY-BELT EACH SEAT POSITION-1968","2018","17","F","1"
"NO SB/HB DRIVER","2018","17","F","1"
"NO SB/HB PASS","2018","17","F","1"
"NO SEAT BELT ADULT","2018","17","F","157"
"NO SEAT BELT PASS-VEH OPER BY DJ","2018","17","F","12"
"NO STOPPING/STANDING/PARKING ON HIGHWAY","2018","17","F","37"
"NYC REDLIGHT","2018","17","F","26"
"OBSTRUCTING INTERSECTION","2018","17","F","1"
"OBSTRUCTING RR CROSSING","2018","17","F","3"
"OPENED DOOR UNSAFELY","2018","17","F","3"
"OPERATING AFTER CONSUMING ALCOHOL UNDER 21","2018","17","F","1"
"OPERATING IN VIOLATION OF RESTRICTIONS","2018","17","F","162"
"OPERATING MV MOBILE PHONE","2018","17","F","119"
"OPERATING OUT OF CLASS","2018","17","F","204"
"OPERATING REGISTRATION SUSP/REVOKED","2018","17","F","50"
"OPERATING W/NO OR IMPROPER FRONT/REAR BUMPER","2018","17","F","1"
"OPERATING W/O INSURANCE","2018","17","F","217"
"OPERATOR HAS MORE THAN 2 PASS UNDER 21/DJ/MJ/LIC","2018","17","F","19"
"OPER HAS MORE THAN 2 PASS UNDER 21/DJ/MJ/PERMIT","2018","17","F","14"
"OPER HAS PASS W/NO SEATBLT/CHILD REST-DJ/MJ/LIC","2018","17","F","2"
"OPER MV/MC/BIC W/MORE 1 EARPHONE","2018","17","F","1"
"OPER MV WHILE USING PORTABLE ELEC DEV","2018","17","F","151"
"OPER NON-SUPV FRONT SEAT OCCUPNT-DJ/MJ/PERMIT","2018","17","F","43"
"OPER/PERMIT OPER/LIC/REG REV-ART 7","2018","17","F","4"
"PARKING VIOLATION","2018","17","F","1"
"PASSED FLASHING RED LIGHT","2018","17","F","3"
"PASSED RED SIGNAL","2018","17","F","115"
"PASSED VEHICLE ON RIGHT","2018","17","F","6"
"PEDESTRIAN FAILED TO USE SIDEWALK","2018","17","F","2"
"PEDESTRIAN STARTED ON STEADY/DO NOT WALK/SIGNAL","2018","17","F","2"
"PERMIT/REQUIRE DRIVER/VIOLATE PROV 509L1","2018","17","F","2"
"PERMITTING CLINGING TO MOTOR VEHICLE","2018","17","F","1"
"PERMITTING OPERATION W/O INSURANCE","2018","17","F","9"
"PERMITTING UNLICENSED OPERATION","2018","17","F","12"
"PLATE MISSING/INSECURE/DIRTY","2018","17","F","123"
"POSS/USE OF FORGED/ILLEGALLY OBTAINED LICENSE","2018","17","F","9"
"PROVIDING INVALID INSURANCE ID CARD","2018","17","F","2"
"REAR SIDE WINDOWS NON/TRANSPARENT","2018","17","F","33"
"REAR WINDOW REFLECTIVE","2018","17","F","7"
"RECKLESS DRIVING","2018","17","F","11"
"REFUSAL TO TAKE BREATH TEST","2018","17","F","1"
"SCHOOL BUS IMPROPER COLOR","2018","17","F","1"
"SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","17","F","77"
"SPD-UNPOSTED 31+ NYC","2018","17","F","1"
"SPD-UNPSTD 11-30 NYC","2018","17","F","8"
"SPEED 11-30 OVR LMT","2018","17","F","3"
"SPEEDING IN POSTED WORK ZONE","2018","17","F","14"
"SPEEDING IN SCHOOL ZONE","2018","17","F","81"
"SPEED IN ZONE","2018","17","F","1531"
"SPEED IN ZONE 1-10","2018","17","F","3"
"SPEED IN ZONE 11-30","2018","17","F","91"
"SPEED IN ZONE 31+","2018","17","F","7"
"SPEED NOT REASONABLE AND PRUDENT","2018","17","F","120"
"SPEED OVER 55 ZONE","2018","17","F","629"
"TAMPER W/OFFICIAL TRAF CONT DEVICE","2018","17","F","1"
"UNAPPROVED HEADLAMPS","2018","17","F","1"
"UNAPPROVED INTERIOR MIRROR","2018","17","F","1"
"UNAPPROVED/NO PROTECTIVE HELMET MCY","2018","17","F","3"
"UNAUTHORIZED SPEED CONTEST","2018","17","F","1"
"UNINSPECTED MOTOR VEHICLE","2018","17","F","405"
"UNLAWFUL OPER ON HIGHWAY ATV","2018","17","F","1"
"UNLAWFUL SPEEDOMETER","2018","17","F","13"
"UNLICENSED GT 60DAYS","2018","17","F","32"
"UNLICENSED OPERATOR","2018","17","F","468"
"UNLIC JR OP > 60 DAY","2018","17","F","1"
"UNLIC OPER CL 6 INF","2018","17","F","7"
"UNREASONABLE SPEED/SPECIAL HAZARDS","2018","17","F","22"
"UNREGISTERED MOTORCYCLE","2018","17","F","2"
"UNREGISTERED MOTOR VEHICLE","2018","17","F","126"
"UNREG VEH > 60 DAYS","2018","17","F","7"
"UNSAFE STARTING","2018","17","F","7"
"UNSAFE TIRE","2018","17","F","21"
"USING LICENSE OF ANOTHER","2018","17","F","8"
"VIOLATION OF RESTRICTED LICENSE","2018","17","F","2"
"VISIBILITY DISTORTED BROKEN/DISCOLORED GLASS","2018","17","F","16"
"ABANDONING VEHICLE","2018","17","M","1"
"AGG DWAI IMPAIRED COMB DRUGS - DRUGS/ALCOHOL","2018","17","M","1"
"AGG DWI - CHILD IN VEHICLE","2018","17","M","6"
"AGG FAIL TO ANSWER APPEARANCE TICKET","2018","17","M","1"
"AGGRAVATED UNLIC OPER 1ST DEGREE","2018","17","M","2"
"AGGRAVATED UNLIC OPER-2ND DEG","2018","17","M","4"
"AGGRAVATED UNLIC OPER 2ND MAND SUSP","2018","17","M","1"
"AGGRAVATED UNLIC OPER 2ND/PREV CONV","2018","17","M","1"
"AGGRAVATED UNLIC OPER 3 PLUS SUSPENSION","2018","17","M","10"
"AGGRAVATED UNLIC OPER 3RD MISD","2018","17","M","142"
"ALLOWING USE OF LICENSE BY ANOTHER","2018","17","M","5"
"ATTACHING SELF TO MOVING MOTOR VEHICLE","2018","17","M","2"
"AVOIDING TRAF DEVICE OR INTERSECTION","2018","17","M","21"
"BACKING ON CONTROLLED-ACCESS HGWY","2018","17","M","1"
"BACKING UNSAFELY","2018","17","M","62"
"BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT","2018","17","M","11"
"BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","2018","17","M","24"
"BACK SEAT PASS LESS THAN 4 NO/IMP RESTRAINT","2018","17","M","3"
"BIKE/SKATE SDWLK NYC","2018","17","M","15"
"BIKING OFF LANE NYC","2018","17","M","3"
"CARRYING OBSTRUCTIVE ARTICLES ON BICYCLES","2018","17","M","1"
"CONDUCT INTERFEARING WITH ORDERLY/SAFE TRAFFIC FLW","2018","17","M","2"
"CONSUMPTION/ALCOHOL IN MOTOR VEHICLE","2018","17","M","29"
"DANGEROUS DRIVING","2018","17","M","13"
"DAZZLING HEADLAMPS","2018","17","M","8"
"DECREASED SPEED OR STOPPED W/OUT SIGNALING","2018","17","M","4"
"DIS COLORD ARROW NYC","2018","17","M","1"
"DISOBEYED TRAFFIC DEVICE","2018","17","M","892"
"DISOBEYED TRAFFIC DEVICE - HOV LANE","2018","17","M","19"
"DISOBEY TRAFFIC DEV","2018","17","M","1"
"DISOB TRAFFIC DEVICE BICYCLE","2018","17","M","14"
"DRIVE MOTOR VEH OFF PAVED/DESIGNATED AREA","2018","17","M","2"
"DRIVE ON BIKE LN-NYC","2018","17","M","3"
"DRIVERS VIEW OBSTRUCTED","2018","17","M","324"
"DRIVE VEH ONTO/OFF PROPERTY VIA NON-DESIGNATED RTE","2018","17","M","1"
"DRIVING IN CENTER LANE","2018","17","M","2"
"DRIVING/LEFT ON CREST GRADE/CURVE","2018","17","M","3"
"DRIVING ON SHOULDER/LIMITED ACCESS HGWY","2018","17","M","21"
"DRIVING ON SIDEWALK","2018","17","M","18"
"DRIVING OVER DIVIDING SPACE","2018","17","M","7"
"DRIVING THRU SAFETY ZONE","2018","17","M","3"
"DRIVING TO LEFT OF PAVEMENT MARKINGS","2018","17","M","59"
"DRIVING TOO SLOW","2018","17","M","5"
"DRIVING TOO SLOW IN ZONE","2018","17","M","2"
"DRIVING W/.08 OF 1 PERCENT OF ALCO/BLD","2018","17","M","21"
"DRIVING W/ABILITY IMPAIRED BY DRUGS","2018","17","M","33"
"DRIVING WHILE INTOXICATED","2018","17","M","22"
"DRIVING/WRONG DIRECTION ON ONE-WAY STREET","2018","17","M","45"
"DROVE ACROSS HAZARD MARKING","2018","17","M","45"
"DROVE OFF PAVEMENT TO PASS ON RIGHT","2018","17","M","6"
"DROVE WRONG DIRECTION BICYCLE","2018","17","M","16"
"EQUIPMENT VIOLATION/INADEQUATE BRAKES","2018","17","M","10"
"EVASION/NONPAYMENT OF THRUWAY TOLL","2018","17","M","1"
"EXCESSIVE NOISE-OPER/MOVING MGW 10000 LBS","2018","17","M","1"
"EXCESSIVE NOISE-OPER/MOVING MGW UNDER 10000 LBS","2018","17","M","1"
"FACILITATING AGGRAVATED UNLIC OPER","2018","17","M","2"
"FAIL COMPLY WITH ORDER ATV","2018","17","M","1"
"FAILED TO CHANGE ADDRESS/REG","2018","17","M","2"
"FAILED TO COMPLY W/LAWFUL ORDER","2018","17","M","22"
"FAILED TO COVER LOOSE CARGO","2018","17","M","3"
"FAILED TO DIM HEADLAMPS","2018","17","M","53"
"FAILED TO GIVE ONE HALF OF ROADWAY","2018","17","M","2"
"FAILED TO GIVE RT-OF-WAY","2018","17","M","3"
"FAILED TO KEEP RIGHT","2018","17","M","148"
"FAILED TO KEEP RIGHT/4 OR MORE LANE","2018","17","M","3"
"FAILED TO KEEP RIGHT/SLOW MOVE VEH","2018","17","M","2"
"FAILED TO PRODUCE INSURANCE CARD","2018","17","M","4"
"FAILED TO PRODUCE LICENSE","2018","17","M","7"
"FAILED TO SIGNAL AS REQUIRED","2018","17","M","21"
"FAILED TO STOP AT MALFUNCTIONING TRAFFIC LIGHT","2018","17","M","1"
"FAILED TO TURN AS REQUIRED","2018","17","M","21"
"FAILED TO USE DESIGNATED LANE","2018","17","M","85"
"FAILED TO USE/IMPROPER USE 4-WAY FLASHERS","2018","17","M","12"
"FAILED TO YLD RT-OF-WAY-GRN LITE","2018","17","M","12"
"FAIL PRODUCE INSURANCE/INJURED ATV","2018","17","M","3"
"FAIL SURRENDER DOCUMENTS AFTER REVOCATION","2018","17","M","1"
"FAILURE TO DISPLAY PLATES ATV","2018","17","M","6"
"FAILURE TO KEEP RIGHT-BICYCLE","2018","17","M","7"
"FAILURE TO PRODUCE LICENSE OR REGISTRATION DOCUMENTS","2018","17","M","16"
"FAILURE TO STOP WHEN ENTERING ROAD/BICYCLE","2018","17","M","4"
"FAIL/YIELD RIGHT-OF-WAY TO EMERGENCY VEH - ATV","2018","17","M","9"
"FALSE STATEMENT-DOCUMENT OR PLATE APPLICATION","2018","17","M","1"
"FALSIFYING TEMP INDICIA OF REG","2018","17","M","2"
"FLD CMPLY W/ ORD-NYC","2018","17","M","1"
"FLD/DISPLAY NUM PLATES","2018","17","M","5"
"FLD DUE CARE-EMR/HAZ","2018","17","M","1"
"FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING","2018","17","M","44"
"FLD DUE CARE FOR HAZ VEH STOPPED OR STANDING","2018","17","M","4"
"FLD/LEAVE SUFF SPACE/COMBIN OF VEHICLES","2018","17","M","4"
"FLD/NOTIFY DMV CHANGE OF ADDRESS","2018","17","M","53"
"FLD PRESENT DOC -NYC","2018","17","M","21"
"FLD/SURRENDER SUSP/REVOKED/LIC OR REG","2018","17","M","6"
"FLD/SURR/LIC/REG PLATES/REV-ART 7","2018","17","M","20"
"FLD TO OBEY TRAFFIC SIGNAL/SIGN","2018","17","M","3"
"FLD TO REPORT PROPERTY DAMAGE ACCIDENT","2018","17","M","2"
"FLD TO STOP AT STOP SIGN","2018","17","M","879"
"FLD TO STOP AT YIELD SIGN WHEN REQUIRED","2018","17","M","2"
"FLD TO STOP FROM ALLEY/DRVWY/PRIVATE RD AS REQ","2018","17","M","1"
"FLD TO STOP ON A STEADY RED ARROW","2018","17","M","12"
"FLD TO STOP SCHOOL BUS","2018","17","M","39"
"FLD TO YLD RT-OF-WAY AT INTERSECTION","2018","17","M","29"
"FLD TO YLD RT-OF-WAY AT STOP SIGN","2018","17","M","51"
"FLD TO YLD RT-OF-WAY AT TRAFFIC CIRCLE","2018","17","M","4"
"FLD TO YLD RT-OF-WAY AT YIELD SIGN","2018","17","M","4"
"FLD TO YLD RT-OF-WAY ON LEFT TURN","2018","17","M","89"
"FLD TO YLD RT-OF-WAY TO EMERGENCY VEHICLE","2018","17","M","33"
"FLD TO YLD RT-OF-WAY TO PEDESTRIAN IN CROSSWALK","2018","17","M","11"
"FLD TO YLD RT-OF-WAY TO PEDESTRIAN ON SIDEWALK","2018","17","M","3"
"FLD TO YLD RT-OF-WAY TO VEH ON RIGHT","2018","17","M","4"
"FLD TO YLD RT-OF-WAY WHEN ENTERING ROADWAY","2018","17","M","37"
"FLD YIELD PEDEST NYC","2018","17","M","44"
"FLD YLD PED CROSSWLK","2018","17","M","4"
"FLD YLD RT-OF-WAY/LFT TRN AT RED SIGNAL","2018","17","M","1"
"FLD YLD RT-OF-WAY/RT TRN AT RED SIGNAL","2018","17","M","10"
"FLD YL PED RD LT-NYC","2018","17","M","1"
"FOLLOWING TOO CLOSELY","2018","17","M","370"
"FORGED/MUTILATED INSPECTION CERT","2018","17","M","10"
"FRONT SEAT PASS AGE 8-15 NO/IMPROPR SEATBELT","2018","17","M","11"
"FRONT SEAT PASS LESS THAN 4 NO/IMPROPR RESTRAINT","2018","17","M","1"
"FRONT WINDSHIELD NON/TRANSPARENT","2018","17","M","31"
"HANDICAPPED PARKING","2018","17","M","1"
"HOLDING MORE THAN 1 VALID NYS LICENSE","2018","17","M","10"
"HOLDING VALID NYS LIC AND VALID LIC FROM OTHER JURISDICTION","2018","17","M","1"
"HORN USED-NO DANGER","2018","17","M","1"
"ILLEGL BLUE-VOL FIRE","2018","17","M","1"
"IMPR MISC EQUIP - LU","2018","17","M","1"
"IMPROP CLS/END DL","2018","17","M","1"
"IMPROPER LEFT TURN ON ONE-WAY RDWY","2018","17","M","4"
"IMPROPER LEFT TURN ON TWO-WAY RDWY","2018","17","M","24"
"IMPROPER LEFT TURN-TWO-WAY RDWY","2018","17","M","5"
"IMPROPER/NO LIGHTS ATV","2018","17","M","4"
"IMPROPER OPERATION OF BICYCLE","2018","17","M","7"
"IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","2018","17","M","113"
"IMPROPER PASSING-MOTORCYCLE","2018","17","M","3"
"IMPROPER PASSING ON RIGHT","2018","17","M","42"
"IMPROPER PLATES","2018","17","M","86"
"IMPROPER PLATES  MOTORCYCLE","2018","17","M","1"
"IMPROPER RIGHT TURN","2018","17","M","21"
"IMPROPER SIGNAL","2018","17","M","257"
"IMPROPER TRANSPORTATION OF HAZARDOUS MATERIALS","2018","17","M","1"
"IMPROPER TURN","2018","17","M","37"
"IMPROPER USE FARM PLATES","2018","17","M","1"
"IMPROPER U-TURN","2018","17","M","12"
"IMPROPER U-TURN AT GRADE/CURVE","2018","17","M","4"
"IMPROPER WIPERS","2018","17","M","67"
"IMP USE BUS LANE NYC","2018","17","M","6"
"INAD/ALTRD/NO MODIFIED EXHST SYS MCY","2018","17","M","2"
"INADEQ/NO TRAFFIC HAZ WARNING LIGHTS","2018","17","M","3"
"INADEQUATE BRAKES ATV","2018","17","M","2"
"INADEQUATE BRAKES-MOTORCYCLE","2018","17","M","3"
"INADEQUATE MUFFLER ATV","2018","17","M","8"
"INADEQUATE/NO REAR REFLECTOR- MOTORCYCLE","2018","17","M","2"
"INADEQUATE/NO SAFETY BELTS","2018","17","M","6"
"INADEQUATE OR NO STOP LAMP OR LAMPS","2018","17","M","26"
"INADEQUATE OR NO STOP LAMPS","2018","17","M","393"
"INADEQUATE STEERING/BRAKES/HORN","2018","17","M","4"
"INSUFF HEADLIGHTS","2018","17","M","15"
"INSUFFICIENT/NO TAIL LIGHT - 1","2018","17","M","2"
"INSUFFICIENT WIRING-COMMERICAL VEH","2018","17","M","1"
"INSUFF TURN SIGNAL-LESS THAN 100 FEET","2018","17","M","108"
"INTERFERED W/CYCLE OPER IN VIEW","2018","17","M","1"
"INTERFERED W/ SAFE OPERATION","2018","17","M","9"
"JR SPEED IN ZONE","2018","17","M","30"
"JR SPEED PAST SCHOOL","2018","17","M","4"
"JUNIOR SPEED OVER 55 ZONE","2018","17","M","11"
"LEAVING/SCENE INJURY/CERTAIN ANIMAL","2018","17","M","3"
"LEAVING/SCENE PERSONAL INJURY ACCIDENT","2018","17","M","16"
"LEAVING/SCENE PROPERTY DAMAGE ACCIDENT","2018","17","M","146"
"LIGHTING/REFLECTOR VIOLATION","2018","17","M","3"
"MISUSE OF DEALER PLATES ATV","2018","17","M","3"
"MISUSE OF DEALER/TRANSPORTER PLATES","2018","17","M","9"
"MORE THAN TWO ABREAST-BICYCLE","2018","17","M","1"
"MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","17","M","5"
"MOTOR VEH PARKED/STANDING OUTSIDE DESIGNATED AREA","2018","17","M","1"
"MOTR CARRIER OPER VEH IN VIOLATION OF SAFETY RULES","2018","17","M","7"
"MOVED FROM LANE UNSAFELY/WEAVING","2018","17","M","377"
"MOVE FROM LANE UNSAFELY/WEAVE - PKS","2018","17","M","1"
"NO APPROVED EMISSION CONTROL DEV","2018","17","M","1"
"NO BELL OR SIGNAL DEVICE ON BICYCLE","2018","17","M","16"
"NO CHILD BICYCLE HELMET","2018","17","M","1"
"NO CMV ON PKWAY NYC","2018","17","M","1"
"NO HANDS ON WHEEL OR STEERING DEVICE","2018","17","M","4"
"NO HDLGHTS-WIPERS ON","2018","17","M","1"
"NO HEADLAMPS/INCLEMENT WEATHER","2018","17","M","81"
"NO HEADLIGHTS/TAIL LIGHTS LIT OMNI BUS","2018","17","M","2"
"NO HELMET ATV","2018","17","M","13"
"NO HORN/INSUFF LIGHTS MTCY","2018","17","M","5"
"NO/ILLEGAL FRONT WINDSHIELD","2018","17","M","30"
"NO/IMPROPERLY AFFIXED REG STICKER","2018","17","M","25"
"NO/IMPROPER REFLECTOR-BICYCLE","2018","17","M","2"
"NO/INADEQUATE DEFROSTER","2018","17","M","1"
"NO/INADEQUATE DIRECTIONAL SIGNALS","2018","17","M","17"
"NO/INADEQUATE HEADLAMPS","2018","17","M","718"
"NO/INADEQUATE LIGHTS-BICYCLE","2018","17","M","18"
"NO/INADEQUATE MUFFLER/EXHAUST SYSTEM","2018","17","M","475"
"NO/INADEQUATE PLATE LAMPS","2018","17","M","248"
"NO/INSUFFICIENT TAIL LAMPS","2018","17","M","314"
"NO LAP/SHOULDER HARNESS OR DJ VIO","2018","17","M","111"
"NO MIRROR/NO LEFTSIDE VIEW MIRROR","2018","17","M","17"
"NO MOTORCYCLE PLATE","2018","17","M","10"
"NON-DRIVER IDENT/CHANGE OF ADDRESS","2018","17","M","1"
"NO OPERABLE HEADLAMP OR LAMPS","2018","17","M","11"
"NO OPER UNLESS SEATS SECURE","2018","17","M","1"
"NO OPER UNLESS TAILGATE SECURE","2018","17","M","1"
"NO REAR OBJECT DETECTION SYSTEM DELIVERY TRUCK","2018","17","M","1"
"NO REARVIEW  MIRROR MCY","2018","17","M","4"
"NO REFLECTOR WHEEL/BICYCLE","2018","17","M","4"
"NO RIGHT SIDE MIRROR/OMNIBUS 10+ PASS","2018","17","M","2"
"NO SAFETY-BELT EACH SEAT POSITION-1968","2018","17","M","4"
"NO SAFETY GLASS- MOTOR VEHICLE","2018","17","M","1"
"NO SB/HB DRIVER","2018","17","M","1"
"NO SEAT BELT ADULT","2018","17","M","445"
"NO SEATBELT DJ OPER","2018","17","M","1"
"NO SEAT BELT PASS-VEH OPER BY DJ","2018","17","M","20"
