Name,Category,Region,County,Golf,Camp,Playground,Nature Center,Beach,Facility URL,Golf URL,Nature Center URL,Longitude,Latitude,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
Higley Flow,State Park,10,St. Lawrence,N,Y,Y,Y,Y,https://parks.ny.gov/parks/58/details.aspx,,,-74.91464273,44.49829863,"(44.49829863, -74.91464273)",336,1616,2140
James Baird,State Park,7,Dutchess,Y,N,Y,,N,https://parks.ny.gov/parks/101/details.aspx,https://parks.ny.gov/golf/1/details.aspx,,-73.79543181,41.6880051,"(41.6880051, -73.79543181)",594,1003,2040
Harriman,State Park,8,Rock/Orange,N,Y,Y,,Y-M,https://parks.ny.gov/parks/145/details.aspx,,,-74.10169996,41.23733048,"(41.23733048, -74.10169996)",531,1562,628
Crailo,State Historic Site,11,Rensselaer,N,N,N,,N,https://parks.ny.gov/historic-sites/30/details.aspx,,,-73.74922568,42.63462908,"(42.63462908, -73.74922568)",115,1309,2138
Knox Headquarters,State Historic Site,8,Orange,N,N,N,,N,https://parks.ny.gov/historic-sites/5/details.aspx,,,-74.04782194,41.45343523,"(41.45343523, -74.04782194)",889,988,2134
Grant Cottage,State Historic Site,11,Saratoga,N,N,N,,N,https://parks.ny.gov/historic-sites/9/details.aspx,,,-73.74541757,43.2012117,"(43.2012117, -73.74541757)",998,93,2141
Buckhorn Island,State Park,1,Erie,N,N,N,,N,https://parks.ny.gov/parks/174/details.aspx,,,-78.98074732,43.05851648,"(43.05851648, -78.98074732)",290,526,2041
Schodack Island,State Park,11,Alb/Rens,N,Y,Y,,N,https://parks.ny.gov/parks/146/details.aspx,,,-73.77652044,42.49059902,"(42.49059902, -73.77652044)",112,1403,2138
Glimmerglass,State Park,5,Otsego,N,Y,Y,Y,Y,https://parks.ny.gov/parks/28/details.aspx,,,-74.86868392,42.79362617,"(42.79362617, -74.86868392)",898,540,2136
Hither Woods,Other,9,Suffolk,N,N,N,,N,,,,-71.98933313,41.0313237,"(41.0313237, -71.98933313)",1021,1637,2179
Hamlin Beach,State Park,3,Monroe,N,Y,Y,,Y-M,https://parks.ny.gov/parks/20/details.aspx,,,-77.95509767,43.3600913,"(43.3600913, -77.95509767)",547,235,2093
Gilgo,State Park,9,Suffolk,N,N,N,,N,https://parks.ny.gov/parks/15/details.aspx,,,-73.34293029,40.6342881,"(40.6342881, -73.34293029)",1023,1033,2179
Rock Island Lighthouse,State Park,10,Jefferson,N,N,N,,N,https://parks.ny.gov/parks/188/details.aspx,,,-76.01679557,44.28031135,"(44.28031135, -76.01679557)",847,,2089
Ogden & Ruth Livingston Mills,State Park,7,Dutchess,Y,N,N,,N,https://parks.ny.gov/parks/33/details.aspx,https://parks.ny.gov/golf/21/details.aspx,,-73.93480595,41.8530054,"(41.8530054, -73.93480595)",595,1011,2040
Wonder Lake,State Park,7,Putnam,N,N,N,,N,https://parks.ny.gov/parks/190/details.aspx,,,-73.64658631,41.49190316,"(41.49190316, -73.64658631)",101,990,627
Eel Weir,State Park,10,St. Lawrence,N,Y,N,,N,https://parks.ny.gov/parks/121/details.aspx,,,-75.47592958,44.62999004,"(44.62999004, -75.47592958)",317,1591,2140
Stony Point Battlefield,State Historic Site,8,Rockland,N,N,N,,N,https://parks.ny.gov/historic-sites/8/details.aspx,,,-73.9763735,41.24109039,"(41.24109039, -73.9763735)",528,1562,628
Deans Cove Boat Launch,Marine Facility,4,Seneca,N,N,N,,N,https://parks.ny.gov/parks/63/details.aspx,,,-76.76872924,42.74446151,"(42.74446151, -76.76872924)",578,376,2144
Sampson,State Park,4,Seneca,N,Y,Y,,Y,https://parks.ny.gov/parks/154/details.aspx,,,-76.9013257,42.72549002,"(42.72549002, -76.9013257)",578,376,2144
Rt 62 North Tonawanda Boat Launch,Marine Facility,1,Niagara,N,N,N,N,N,,,,-78.82723254,43.03828956,"(43.03828956, -78.82723254)",158,953,2131
Amsterdam Beach,State Park,9,Suffolk,N,N,N,,N,,,,-71.90026531,41.04777113,"(41.04777113, -71.90026531)",1021,1637,2179
Fillmore Glen,State Park,4,Cayuga,N,Y,Y,,Y,https://parks.ny.gov/parks/157/details.aspx,,,-76.38800625,42.69096898,"(42.69096898, -76.38800625)",78,662,618
Taughannock Falls,State Park,4,Tompkins,N,Y,Y,,Y,https://parks.ny.gov/parks/62/details.aspx,,,-76.60976708,42.54073824,"(42.54073824, -76.60976708)",705,917,2181
Jacques Cartier,State Park,10,St. Lawrence,N,Y,Y,,Y,https://parks.ny.gov/parks/114/details.aspx,,,-75.6805192,44.55484146,"(44.55484146, -75.6805192)",320,1475,2140
Shadmoor,State Park,9,Suffolk,N,N,N,,N,https://parks.ny.gov/parks/16/details.aspx,,,-71.92772812,41.03868098,"(41.03868098, -71.92772812)",1021,1637,2179
Black Lake Boat Launch,Marine Facility,10,St. Lawrence,N,N,N,,N,,,,-75.61250218,44.5101278,"(44.5101278, -75.61250218)",320,1527,2140
Old Fort Niagara,State Historic Site,1,Niagara,N,N,N,,N,https://parks.ny.gov/historic-sites/31/details.aspx,,,-79.06311435,43.26259391,"(43.26259391, -79.06311435)",156,31,2131
Fort Montgomery,State Historic Site,8,Orange,N,N,N,,N,https://parks.ny.gov/historic-sites/28/details.aspx,,,-73.98957246,41.3243022,"(41.3243022, -73.98957246)",874,1492,2134
Canal Park Lock 32,Marine Facility,3,Monroe,N,N,N,,N,,,,-77.54634101,43.09255115,"(43.09255115, -77.54634101)",539,372,2093
Brentwood,State Park,9,Suffolk,N,N,N,,N,https://parks.ny.gov/parks/187/details.aspx,,,-73.27112999,40.79155338,"(40.79155338, -73.27112999)",1019,1074,2179
Four Mile Creek,State Park,1,Niagara,N,Y,Y,,N,https://parks.ny.gov/parks/6/details.aspx,,,-78.99746851,43.27437645,"(43.27437645, -78.99746851)",156,31,2131
Bowman Lake,State Park,5,Chenango,N,Y,Y,,Y,https://parks.ny.gov/parks/76/details.aspx,,,-75.6806338,42.51998474,"(42.51998474, -75.6806338)",267,451,2037
Robert Moses,State Park,9,Suffolk,Y,N,Y,,Y-M,https://parks.ny.gov/parks/7/details.aspx,https://parks.ny.gov/golf/12/details.aspx,,-73.26514244,40.62351775,"(40.62351775, -73.26514244)",1023,1033,
Senate House,State Historic Site,8,Orange,N,N,N,,N,https://parks.ny.gov/historic-sites/18/details.aspx,,,-74.01888424,41.93493647,"(41.93493647, -74.01888424)",425,79,2182
Bonavista,State Park,4,Seneca,Y,N,N,,N,https://parks.ny.gov/parks/160/details.aspx,https://parks.ny.gov/golf/10/details.aspx,,-76.86772498,42.67319422,"(42.67319422, -76.86772498)",579,363,2144
Gantry Plaza,State Park,12,Queens,N,N,Y,,N,https://parks.ny.gov/parks/149/details.aspx,,,-73.95814962,40.74651899,"(40.74651899, -73.95814962)",749,,2095
Johnson Hall,State Historic Site,11,Fulton,N,N,N,,N,https://parks.ny.gov/historic-sites/10/details.aspx,,,-74.38189017,43.01551188,"(43.01551188, -74.38189017)",384,1238,2085
Mexico Point,State Park,5,Oswego,N,N,N,,N,,,,-76.25846408,43.5199984,"(43.5199984, -76.25846408)",244,658,2135
Macomb Reservation,State Park,10,Clinton,N,Y,Y,,Y,https://parks.ny.gov/parks/77/details.aspx,,,-73.61240776,44.61786492,"(44.61786492, -73.61240776)",5,304,2038
Wilson Hill Boat Launch,Marine Facility,10,St. Lawrence,N,N,N,,N,,,,-75.01052413,44.92871977,"(44.92871977, -75.01052413)",324,1585,2140
Franklin Delano Roosevelt,State Park,7,Westchester,N,N,Y,,N,https://parks.ny.gov/parks/148/details.aspx,,,-73.80875691,41.28230417,"(41.28230417, -73.80875691)",947,1352,2185
Silver Lake,State Park,3,Wyoming,N,N,N,,N,https://parks.ny.gov/parks/104/details.aspx,,,-78.05656098,42.67925422,"(42.67925422, -78.05656098)",402,407,2186
Lake Erie,State Park,2,Chautauqua,N,Y,Y,,Y,https://parks.ny.gov/parks/129/details.aspx,,,-79.43141787,42.42289079,"(42.42289079, -79.43141787)",203,1697,2035
Captree,State Park,9,Suffolk,N,N,Y,,N,https://parks.ny.gov/parks/65/details.aspx,,,-73.26127359,40.63885218,"(40.63885218, -73.26127359)",1019,1033,2179
Cedar Island,State Park,10,St. Lawrence,N,Y,N,,N,https://parks.ny.gov/parks/25/details.aspx,,,-75.79052886,44.44967933,"(44.44967933, -75.79052886)",329,1527,2140
Keuka Lake,State Park,4,Yates,N,Y,Y,,Y,https://parks.ny.gov/parks/67/details.aspx,,,-77.12858336,42.58218255,"(42.58218255, -77.12858336)",94,246,2225
Old Croton Aqueduct,State Historic Park,7,Westchester,N,N,N,,N,https://parks.ny.gov/parks/96/details.aspx,,,-73.86317128,41.16566387,"(41.16566387, -73.86317128)",957,1333,2185
Napeague,State Park,9,Suffolk,N,N,N,,N,,,,-72.07589738,40.993265,"(40.993265, -72.07589738)",1021,1531,2179
Nyack Beach,State Park,8,Rockland,N,N,N,,N,https://parks.ny.gov/parks/156/details.aspx,,,-73.90865449,41.1271277,"(41.1271277, -73.90865449)",532,1548,628
Earl W. Brydges Artpark,State Park,1,Niagara,N,N,N,,N,https://parks.ny.gov/parks/113/details.aspx,,,-79.04192821,43.16561822,"(43.16561822, -79.04192821)",164,534,2131
Chittenango Falls,State Park,5,Madison,N,N,Y,N,N,https://parks.ny.gov/parks/130/details.aspx,,,-75.84665631,42.98148474,"(42.98148474, -75.84665631)",165,354,2092
Staatsburgh,State Historic Site,7,Dutchess,N,N,N,,N,https://parks.ny.gov/historic-sites/25/details.aspx,,,-73.9299489,41.85662754,"(41.85662754, -73.9299489)",595,1011,2040
Mark Twain,State Park,4,Chemung,Y,N,N,,N,https://parks.ny.gov/parks/138/details.aspx,https://parks.ny.gov/golf/3/details.aspx,,-76.83569091,42.21166069,"(42.21166069, -76.83569091)",475,1783,2036
Mohawk River,State Park,11,Schenectady,N,N,N,,N,,,,-73.84963984,42.80040938,"(42.80040938, -73.84963984)",107,78,2142
Robert G. Wehle,State Park,10,Jefferson,N,Y,N,,N,https://parks.ny.gov/parks/137/details.aspx,,,-76.27550032,43.86716908,"(43.86716908, -76.27550032)",852,1575,
Helen L. McNitt,State Park,5,Madison,N,N,N,,N,https://parks.ny.gov/parks/201/details.aspx,,,-75.87410835,42.97085176,"(42.97085176, -75.87410835)",165,354,2092
Waterson Point,State Park,10,Jefferson,N,N,N,,N,https://parks.ny.gov/parks/48/details.aspx,,,-76.01007586,44.33917818,"(44.33917818, -76.01007586)",847,1523,2089
Bayard Cutting Arboretum,State Park,9,Suffolk,N,N,N,N,N,https://parks.ny.gov/parks/95/details.aspx,,,-73.15775835,40.74724054,"(40.74724054, -73.15775835)",1019,1111,2179
Irondequoit Bay Marine Park,Marine Facility,3,Monroe,N,N,N,,N,https://parks.ny.gov/parks/100/details.aspx,,,-77.53971069,43.23186953,"(43.23186953, -77.53971069)",545,1681,2093
Storm King,State Park,8,Orange,N,N,N,,N,https://parks.ny.gov/parks/152/details.aspx,,,-73.9913464,41.42564449,"(41.42564449, -73.9913464)",880,964,2134
Braddock Bay,State Park,3,Monroe,N,N,N,,N,,,,-77.70386572,43.29419545,"(43.29419545, -77.70386572)",548,1670,2093
Ganondagan,State Historic Site,4,Ontario,N,N,N,,N,https://parks.ny.gov/historic-sites/26/details.aspx,,,-77.42206824,42.96482987,"(42.96482987, -77.42206824)",799,413,2133
Crab Island,State Park,10,Clinton,N,N,N,,N,,,,-73.41714939,44.661758,"(44.661758, -73.41714939)",3,202,2038
Brandy Brook Boat Launch,Marine Facility,10,St. Lawrence,N,N,N,N,N,,,,-75.1631923,44.8734346,"(44.8734346, -75.1631923)",308,1621,2140
Strawberry Island,Other,1,Erie,N,N,N,,N,,,,-78.92249742,42.95394906,"(42.95394906, -78.92249742)",278,,2041
Sackets Harbor,State Historic Site,10,Jefferson,N,N,N,,N,https://parks.ny.gov/historic-sites/7/details.aspx,,,-76.12978027,43.94630983,"(43.94630983, -76.12978027)",851,1615,2089
Hudson River,Marine Facility,7,Columbia,N,N,N,N,N,,,,-73.79816401,42.25573309,"(42.25573309, -73.79816401)",515,977,619
Saratoga Lake Marine Park,Marine Facility,11,Saratoga,N,N,N,,N,https://parks.ny.gov/parks/120/details.aspx,,,-73.72109199,43.05354647,"(43.05354647, -73.72109199)",995,147,2141
Schoharie Crossing,State Historic Site,11,Montgomery,N,N,Y,,N,https://parks.ny.gov/historic-sites/27/details.aspx,,,-74.26757028,42.94934485,"(42.94934485, -74.26757028)",493,1218,624
Buffalo Harbor,State Park,1,Erie,N,N,Y,N,N,https://parks.ny.gov/parks/191/details.aspx,,,-78.86468299,42.84638726,"(42.84638726, -78.86468299)",300,34,
Bristol Beach,State Park,8,Rockland,N,N,N,,N,,,,-73.93253108,42.10837178,"(42.10837178, -73.93253108)",411,330,2182
Lake Superior,State Park,8,Sullivan,N,N,N,,Y,https://parks.ny.gov/parks/87/details.aspx,,,-74.87942648,41.66793053,"(41.66793053, -74.87942648)",664,1036,2180
Gilbert Lake,State Park,5,Otsego,N,Y,Y,,Y,https://parks.ny.gov/parks/19/details.aspx,,,-75.13246312,42.586584,"(42.586584, -75.13246312)",904,442,2136
Galop Island,State Park,10,St. Lawrence,N,N,N,,N,,,,-75.39276378,44.76843672,"(44.76843672, -75.39276378)",325,1591,2140
Sandy Island Beach,State Park,5,Oswego,N,N,N,,Y,https://parks.ny.gov/parks/153/details.aspx,,,-76.195665,43.63093161,"(43.63093161, -76.195665)",234,683,2135
Haverstraw Beach,State Park,8,Rockland,N,N,N,,N,,,,-73.94317048,41.17799181,"(41.17799181, -73.94317048)",531,1507,628
Chimney Bluffs,State Park,4,Wayne,N,N,N,,N,https://parks.ny.gov/parks/43/details.aspx,,,-76.9170242,43.28094552,"(43.28094552, -76.9170242)",636,1658,631
Niagara Falls,State Park,1,Niagara,N,N,N,Y,N,https://parks.ny.gov/parks/46/details.aspx,,,-79.06701953,43.0867482,"(43.0867482, -79.06701953)",159,167,2131
Hallock,State Park Preserve,9,Suffolk,N,N,N,C,N,https://parks.ny.gov/parks/181/details.aspx,,,-72.59747381,40.99072069,"(40.99072069, -72.59747381)",1017,1530,2179
Keewaydin,State Park,10,Jefferson,N,Y,Y,,N,https://parks.ny.gov/parks/24/details.aspx,,,-75.92971103,44.32343021,"(44.32343021, -75.92971103)",859,1471,2089
Two Rivers,State Park,4,Tioga,N,N,N,,N,https://parks.ny.gov/parks/179/details.aspx,,,-76.54731999,42.02516355,"(42.02516355, -76.54731999)",58,920,630
Robert H. Treman,State Park,4,Tompkins,N,Y,Y,,Y,https://parks.ny.gov/parks/135/details.aspx,,,-76.57954421,42.40057564,"(42.40057564, -76.57954421)",711,1786,2181
Trail View,State Park,9,Nassau,N,N,N,,N,https://parks.ny.gov/parks/39/details.aspx,,,-73.47016875,40.8141101,"(40.8141101, -73.47016875)",59,1487,2094
Oquaga Creek,State Park,5,Broome/Delaware,N,Y,Y,,Y,https://parks.ny.gov/parks/27/details.aspx,,,-75.42467935,42.17805145,"(42.17805145, -75.42467935)",940,1625,2033
Margaret Lewis Norrie,State Park,7,Dutchess,N,Y,N,N,N,https://parks.ny.gov/parks/171/details.aspx,,,-73.93895514,41.84153655,"(41.84153655, -73.93895514)",595,1011,2040
Guy Park,State Historic Site,11,Montgomery,N,N,N,,N,,,,-74.20954822,42.94695201,"(42.94695201, -74.20954822)",497,1143,624
Walkway over the Hudson,State Historic Park,7,Dutchess,N,N,N,,N,https://parks.ny.gov/parks/178/details.aspx,,,-73.94495089,41.710587,"(41.710587, -73.94495089)",588,,2182
Herkimer Home,State Historic Site,5,Herkimer,N,N,N,,N,https://parks.ny.gov/historic-sites/14/details.aspx,,,-74.81586505,43.02532856,"(43.02532856, -74.81586505)",683,570,2088
Coxsackie Boat Launch,Marine Facility,11,Greene,N,N,Y,,N,,,,-73.79577523,42.35271611,"(42.35271611, -73.79577523)",759,1177,2087
Lake Lauderdale,State Park,11,Washington,N,N,N,,Y,,,,-73.37041513,43.08508562,"(43.08508562, -73.37041513)",720,803,2184
Watkins Glen,State Park,4,Schuyler,N,Y,Y,,Y,https://parks.ny.gov/parks/142/details.aspx,,,-76.90013376,42.36753974,"(42.36753974, -76.90013376)",646,919,2143
Clermont,State Historic Site,7,Col/Dutch,N,N,N,,N,https://parks.ny.gov/historic-sites/16/details.aspx,,,-73.91104016,42.08330974,"(42.08330974, -73.91104016)",522,970,619
New Windsor Cantonement,State Historic Site,8,Orange,N,N,N,,N,https://parks.ny.gov/historic-sites/22/details.aspx,,,-74.05945727,41.47339278,"(41.47339278, -74.05945727)",889,988,2134
Clinton House,State Historic Site,7,Dutchess,N,N,N,,N,https://parks.ny.gov/historic-sites/1/details.aspx,,,-73.91624471,41.70036495,"(41.70036495, -73.91624471)",588,1021,2040
FDR Four Freedoms,State Park,12,Manhattan,N,N,N,N,N,https://parks.ny.gov/parks/186/details.aspx,,,-73.96037937,40.75067655,"(40.75067655, -73.96037937)",749,,2095
Mine Kill,State Park,11,Schoharie,N,N,Y,,N,https://parks.ny.gov/parks/165/details.aspx,,,-74.4611211,42.43402454,"(42.43402454, -74.4611211)",172,1300,629
Amherst,State Park,1,Erie,N,N,N,,N,,,,-78.74808818,42.97100087,"(42.97100087, -78.74808818)",304,110,2041
Mexico Point Marine Park,Marine Facility,5,Oswego,N,N,N,,N,https://parks.ny.gov/parks/183/details.aspx,,,-76.25514321,43.52337504,"(43.52337504, -76.25514321)",244,658,2135
Montauk Point,State Park,9,Suffolk,N,N,Y,,N,https://parks.ny.gov/parks/61/details.aspx,,,-71.88138835,41.07145028,"(41.07145028, -71.88138835)",1021,1637,2179
Peter Jay,Other,7,Westchester,N,N,N,,N,https://parks.ny.gov/historic-sites/39/details.aspx,,,-73.70587755,40.95694601,"(40.95694601, -73.70587755)",953,1342,2185
Whetstone Gulf,State Park,10,Lewis,N,Y,Y,,Y,https://parks.ny.gov/parks/92/details.aspx,,,-75.47741546,43.69850757,"(43.69850757, -75.47741546)",617,571,623
Darwin Martin House Complex and Visitor Center,State Historic Site,1,Erie,N,N,N,,N,https://parks.ny.gov/historic-sites/35/details.aspx,,,-78.8480452,42.93609209,"(42.93609209, -78.8480452)",300,70,2041
Taconic,State Park,7,Dutchess,N,Y,Y,N,Y-M,https://parks.ny.gov/parks/83/details.aspx,,,-73.51743928,42.07786386,"(42.07786386, -73.51743928)",521,962,619
Denny Farrell Riverbank,State Park,12,Manhattan,N,N,Y,,N,https://parks.ny.gov/parks/93/details.aspx,,,-73.95685417,40.82553482,"(40.82553482, -73.95685417)",749,758,2095
Long Point,State Park,10,Jefferson,N,Y,Y,,N,https://parks.ny.gov/parks/54/details.aspx,,,-76.21705748,44.02844022,"(44.02844022, -76.21705748)",848,1620,2089
Lodi Point Marine Park,Marine Facility,4,Seneca,N,N,Y,,N,https://parks.ny.gov/parks/89/details.aspx,,,-76.87683054,42.61824659,"(42.61824659, -76.87683054)",580,24,2144
Schunnemunk,State Park,8,Orange,N,N,N,,N,https://parks.ny.gov/parks/184/details.aspx,,,-74.10271725,41.40211076,"(41.40211076, -74.10271725)",880,988,2134
Bethpage,State Park,9,Nassau,Y,N,Y,,N,https://parks.ny.gov/parks/108/details.aspx,https://parks.ny.gov/golf/11/details.aspx,,-73.45680354,40.74751741,"(40.74751741, -73.45680354)",59,1529,2094
Planting Fields Arboretum,State Historic Park,9,Nassau,N,N,N,N,N,https://parks.ny.gov/historic-sites/24/details.aspx,,,-73.55722533,40.86217528,"(40.86217528, -73.55722533)",59,1321,2094
