"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0001159","Owera Water District","Cazenovia (T)","Madison","7","Public Water Supply","Groundwater","2018","0.01","0.1","42.97649939","-75.88490907","POINT (-75.88490907 42.97649939)"
"WWR0001884","Rockland Lake Golf Course","Clarkstown (T)","Rockland","3","Recreational - Golf Course","Groundwater; Surface Water","2013","0.01",,"41.15179783","-73.91849613","POINT (-73.91849613 41.15179783)"
"WWR0001524","Tarry Brae Golf Course (South Fallsburgh)","Fallsburg (T)","Sullivan","3","Recreational - Golf Course","Surface Water","2013","0.04","0.32","41.73163656","-74.64147243","POINT (-74.64147243 41.73163656)"
"WWR0000519","Fleischmann's Vinegar Co","Rose (T)","Wayne","8","Industrial","Groundwater","2016","0.23","0.29","43.17666742","-76.88527143","POINT (-76.88527143 43.17666742)"
"WWR0000874","Kurt Weiss Greenhouses","Brookhaven (T)","Suffolk","1","Agricultural","Groundwater","2017","0.19","0.39","40.80493898","-72.78106435","POINT (-72.78106435 40.80493898)"
"WWR0000810","Ithaca, City","Ithaca (T)","Tompkins","7","Public Water Supply","Surface Water","2011","3.96","5.64","42.43389572","-76.48345332","POINT (-76.48345332 42.43389572)"
"WWR0000976","McGregor Links Country Club","Wilton (T)","Saratoga","5","Recreational - Golf Course","Surface Water","2010","0.08","0.18","43.13362679","-73.7510826","POINT (-73.7510826 43.13362679)"
"WWR0000692","Hanson Aggregates - Ogdensburg Quarry","Oswegatchie (T)","St. Lawrence","6","Mine Dewatering","Groundwater; Surface Water; Purchase","2010","0.24","0.56","44.68134122","-75.5081096","POINT (-75.5081096 44.68134122)"
"WWR0000356","Cortland Asphalt Products","Cortlandville (T)","Cortland","7","Industrial","Groundwater","2013","0.02","0.05","42.62578056","-76.1493561","POINT (-76.1493561 42.62578056)"
"WWR0001742","Worcester Water District #2","Worcester (T)","Otsego","4","Public Water Supply","Groundwater","2017","0.06","0.09","42.5880975","-74.75293513","POINT (-74.75293513 42.5880975)"
"WWR0001212","Piercefield Water District","Piercefield (T)","St. Lawrence","6","Public Water Supply","Groundwater","2015","0.02",,"44.23054172","-74.56529518","POINT (-74.56529518 44.23054172)"
"WWR0000742","Hillcrest Water District #1","Fenton (T)","Broome","7","Public Water Supply","Groundwater","2013","0.3","0.47","42.16490461","-75.82865696","POINT (-75.82865696 42.16490461)"
"WWR0001827","Cargill Salt - Cayuga Mine","Lansing (T)","Tompkins","7","Industrial","Surface Water","2017","0.09","0.24","42.53823731","-76.52443868","POINT (-76.52443868 42.53823731)"
"WWR0001145","Oswego County Energy Recovery Facility","Volney (T)","Oswego","7","Industrial","Surface Water","2009","6.82","9.07","43.34887949","-76.42539952","POINT (-76.42539952 43.34887949)"
"WWR0000392","DCWWA - Dalton Farms","Beekman (T)","Dutchess","3","Public Water Supply","Groundwater","2020","0.11","0.22","41.61824676","-73.70015901","POINT (-73.70015901 41.61824676)"
"WWR0000166","Broadalbin, Vg","Broadalbin (T)","Fulton","5","Public Water Supply","Groundwater","2017","0.11","0.12","43.05846318","-74.19694365","POINT (-74.19694365 43.05846318)"
"WWR0000326","Conrow Farms","Clarkson (T)","Monroe","8","Agricultural","Surface Water","2017","0","0","43.24152424","-77.96832439","POINT (-77.96832439 43.24152424)"
"WWR0000191","Cahoon Farms Inc","Huron (T)","Wayne","8","Industrial","Groundwater; Surface Water","2015","0.11","0.27","43.23555556","-76.86390883","POINT (-76.86390883 43.23555556)"
"WWR0001947","New York American Water Mt. Ebo","Southeast (T)","Putnam","3","Public Water Supply","Groundwater","2018","0.09","0.19","41.43572647","-73.5725301","POINT (-73.5725301 41.43572647)"
"WWR0001063","Myruski Farms Inc","Goshen (T)","Orange","3","Agricultural","Groundwater","2013","0.03",,"41.34488589","-74.39572364","POINT (-74.39572364 41.34488589)"
"WWR0000217","Candor, Vg","Candor (T)","Tioga","7","Public Water Supply","Groundwater","2013","0","0.11","42.23255703","-76.34192153","POINT (-76.34192153 42.23255703)"
"WWR0001265","Quaker Ridge Golf Club","Scarsdale (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water; Purchase","2021","0.06","0.29","40.96609452","-73.76471329","POINT (-73.76471329 40.96609452)"
"WWR0000648","Greenwood Dairy Farm","Potsdam (T)","St. Lawrence","6","Agricultural","Groundwater","2016","0.05","0.06","44.67154228","-75.15059951","POINT (-75.15059951 44.67154228)"
"WWR0001538","Ticonderoga, Tn - Gooseneck Pond","Ticonderoga (T)","Essex","5","Public Water Supply","Surface Water","2018","0.36","0.56","43.84826624","-73.42231763","POINT (-73.42231763 43.84826624)"
"WWR0001243","Port Ewen Water District","Esopus (T)","Ulster","3","Public Water Supply","Surface Water","2016","0.3","0.45","41.88713314","-73.95979535","POINT (-73.95979535 41.88713314)"
"WWR0000380","Croghan, Vg","Croghan (T)","Lewis","6","Public Water Supply","Groundwater","2014","0.17","0.33","43.89450915","-75.39197849","POINT (-75.39197849 43.89450915)"
"WWR0001668","US ARMY - WEST POINT - Stoney Lonesome","Highlands (T)","Orange","3","Institutional","Surface Water","2019","0.6","2.24","41.35391029","-74.04569844","POINT (-74.04569844 41.35391029)"
"WWR0000405","Deer Run Farms","Brookhaven (T)","Suffolk","1","Agricultural","Groundwater","2019","0.05","0.22","40.76943022","-72.92224198","POINT (-72.92224198 40.76943022)"
"WWR0000045","Amawalk - Shenorock Water District","Somers (T)","Westchester","3","Public Water Supply","Groundwater; Purchase","2020","0.03","0.08","41.34245713","-73.7375353","POINT (-73.7375353 41.34245713)"
"WWR0000472","Edmund Densieski","Southampton (T)","Suffolk","1","Agricultural","Groundwater","2019","0.14",,"40.85850021","-72.60604411","POINT (-72.60604411 40.85850021)"
"WWR0000367","NYS Corrections Coxsackie Correctional Facility","Coxsackie (T)","Greene","4","Institutional","Surface Water","2018","0.17","0.52","42.3438355","-73.83613082","POINT (-73.83613082 42.3438355)"
"WWR0001278","Ray Brook Water District","North Elba (T)","Essex","5","Public Water Supply","Groundwater","2016","0.03","0.06","44.28244677","-73.98222961","POINT (-73.98222961 44.28244677)"
"WWR0000146","Bolton Water District","Bolton (T)","Warren","5","Public Water Supply","Surface Water","2014","0.24","0.44","43.55707436","-73.6555423","POINT (-73.6555423 43.55707436)"
"WWR0001697","Wickham's Fruit Farm LLC","Southold (T)","Suffolk","1","Agricultural","Groundwater","2017","0.2","0.5","41.01212901","-72.48398017","POINT (-72.48398017 41.01212901)"
"WWR0000103","Bath Veterans Adminstration","Bath (T)","Steuben","8","Public Water Supply","Groundwater","2019","0.06","0.12","42.34389503","-77.34760943","POINT (-77.34760943 42.34389503)"
"WWR0001608","Victor Hills Golf Club","Victor (T)","Ontario","8","Recreational - Golf Course","Groundwater","2009","0.05","0.54","42.96395744","-77.39689419","POINT (-77.39689419 42.96395744)"
"WWR0001083","New Paltz, Vg","New Paltz (T)","Ulster","3","Public Water Supply","Surface Water; Purchase","2018","0.68","0.97","41.77232495","-74.12409303","POINT (-74.12409303 41.77232495)"
"WWR0001705","Willet Dairy","Genoa (T)","Cayuga","7","Agricultural","Groundwater; Surface Water","2010","0.27","0.3","42.63959398","-76.49643007","POINT (-76.49643007 42.63959398)"
"WWR0001041","Morton Salt, Inc","Gainesville (T)","Wyoming","9","Industrial","Surface Water; Purchase","2021","0.39","1.2","42.65774473","-78.08059146","POINT (-78.08059146 42.65774473)"
"WWR0001400","Schuylerville, Vg","Saratoga (T)","Saratoga","5","Public Water Supply","Groundwater","2014","0.2","0.41","43.10421619","-73.58325656","POINT (-73.58325656 43.10421619)"
"WWR0001283","Red Hook, Vg","Red Hook (T)","Dutchess","3","Public Water Supply","Groundwater","2016","0.25","0.39","41.99428361","-73.87654463","POINT (-73.87654463 41.99428361)"
"WWR0001623","Walker Farm - Wayland","Springwater (T)","Livingston","8","Agricultural","Groundwater; Surface Water","2017","0.02","0.04","42.59828448","-77.5866644","POINT (-77.5866644 42.59828448)"
"WWR0001588","Union Springs, Vg","Springport (T)","Cayuga","7","Public Water Supply","Groundwater","2013","0.31",,"42.84261152","-76.69638116","POINT (-76.69638116 42.84261152)"
"WWR0000033","Allegany State Park - Barton Weller","Cold Spring (T)","Cattaraugus","9","Institutional","Groundwater","2016","0.01","0.02","42.02855169","-78.74413921","POINT (-78.74413921 42.02855169)"
"WWR0000356","Cortland Asphalt Products","Cortlandville (T)","Cortland","7","Industrial","Groundwater","2018","0.03","0.06","42.62578056","-76.1493561","POINT (-76.1493561 42.62578056)"
"WWR0000456","Eagle Crest Golf Club","Clifton Park (T)","Saratoga","5","Recreational - Golf Course","Groundwater; Surface Water","2015","0.06","0.14","42.89165891","-73.85293608","POINT (-73.85293608 42.89165891)"
"WWR0000389","D & J Brawdy Farms, Inc","Eden (T)","Erie","9","Agricultural","Surface Water","2017","0.19","0.5","42.66670744","-78.87043182","POINT (-78.87043182 42.66670744)"
"WWR0001334","Rotterdam, Tn - Rice Road","Rotterdam (T)","Schenectady","4","Public Water Supply","Groundwater","2013","3.64","8.34","42.8218779","-73.98759381","POINT (-73.98759381 42.8218779)"
"WWR0000963","Maryland Water District","Maryland (T)","Otsego","4","Public Water Supply","Groundwater","2016","0.06","0.08","42.54725097","-74.82897539","POINT (-74.82897539 42.54725097)"
"WWR0000931","Losurdo Foods","Oswegatchie (T)","St. Lawrence","6","Industrial","Groundwater","2011","0.02","0.03","44.60907459","-75.40802031","POINT (-75.40802031 44.60907459)"
"WWR0001058","MPM Silicones, LLC (Momentive)","Waterford (T)","Saratoga","5","Industrial","Groundwater; Surface Water","2012","8.9","13.5","42.8170617","-73.66531578","POINT (-73.66531578 42.8170617)"
"WWR0001499","SUNY Delhi Golf Course","Delhi (T)","Delaware","4","Recreational - Golf Course","Groundwater","2012","0.01","0.16","42.25292555","-74.93467182","POINT (-74.93467182 42.25292555)"
"WWR0001249","Potsdam Specialty Paper Inc.","Potsdam (T)","St. Lawrence","6","Industrial","Surface Water","2017","1.06","2.05","44.71415091","-74.99594934","POINT (-74.99594934 44.71415091)"
"WWR0001173","Papas Dairy","Malone (T)","Franklin","5","Agricultural","Groundwater","2017","0.1","0.21","44.86325034","-74.35621269","POINT (-74.35621269 44.86325034)"
"WWR0001214","Pine Bush Water District","Crawford (T)","Orange","3","Public Water Supply","Groundwater","2016","0.15","0.29","41.60345705","-74.30549831","POINT (-74.30549831 41.60345705)"
"WWR0001692","NYS ORDA Whiteface Mountain Ski Center","Wilmington (T)","Essex","5","Recreational - Snow Making","Surface Water","2012","4.92",,"44.35372721","-73.86151844","POINT (-73.86151844 44.35372721)"
"WWR0000162","Brierwood Country Club","Hamburg (T)","Erie","9","Recreational - Golf Course","Surface Water","2019","0.05","0.37","42.74162222","-78.87753841","POINT (-78.87753841 42.74162222)"
"WWR0001572","Trumansburg, Vg","Covert (T)","Seneca","8","Public Water Supply","Groundwater","2016","0.19","0.3","42.54149493","-76.66003596","POINT (-76.66003596 42.54149493)"
"WWR0001576","Tunison Laboratory of Aquatic Science","Cortlandville (T)","Cortland","7","Other","Surface Water","2019","0.65","0.65","42.5556333","-76.24941407","POINT (-76.24941407 42.5556333)"
"WWR0001537","Ticonderoga, Tn - Lake George","Ticonderoga (T)","Essex","5","Public Water Supply","Surface Water","2019","0.51","0.75","43.84830156","-73.42226694","POINT (-73.42226694 43.84830156)"
"WWR0000588","Genoa-King Ferry Water District","Genoa (T)","Cayuga","7","Public Water Supply","Groundwater","2014","0.07","0.12","42.66781174","-76.53559449","POINT (-76.53559449 42.66781174)"
"WWR0001707","Willocrest Farms","Manchester (T)","Ontario","8","Agricultural","Groundwater","2016","0.05","0.05","42.99851868","-77.1488969","POINT (-77.1488969 42.99851868)"
"WWR0001174","Parishville Water District #1","Parishville (T)","St. Lawrence","6","Public Water Supply","Surface Water","2017","0.04","0.1","44.62871849","-74.81348528","POINT (-74.81348528 44.62871849)"
"WWR0000658","Hadley, Tn Water District #1","Hadley (T)","Saratoga","5","Public Water Supply","Groundwater","2019","0.03","0.08","43.31772047","-73.84838092","POINT (-73.84838092 43.31772047)"
"WWR0001535","Tiashoke Farm, LLC","Cambridge (T)","Washington","5","Agricultural","Groundwater","2011","0.06","0.06","42.95545827","-73.45536262","POINT (-73.45536262 42.95545827)"
"WWR0001072","Nassau, Vg","Nassau (T)","Rensselaer","4","Public Water Supply","Groundwater","2011","0.15","0.25","42.51320285","-73.60944028","POINT (-73.60944028 42.51320285)"
"WWR0000330","Copake Country Club","Copake (T)","Columbia","4","Recreational - Golf Course","Surface Water","2013","0.04","0.26","42.15260077","-73.6030081","POINT (-73.6030081 42.15260077)"
"WWR0001482","Stevensville Water District","Liberty (T)","Sullivan","3","Public Water Supply","Groundwater","2011","0.28","0.79","41.7602958","-74.80572245","POINT (-74.80572245 41.7602958)"
"WWR0001963","Pioneer Hills G.C.","Milton (T)","Saratoga","5","Recreational - Golf Course","Surface Water","2018","0.04","0.04","43.01922113","-73.95215463","POINT (-73.95215463 43.01922113)"
"WWR0000303","Clover-Leaf Nursery","Colonie (T)","Albany","4","Agricultural","Surface Water","2011","0.16","0.31","42.69535669","-73.71343796","POINT (-73.71343796 42.69535669)"
"WWR0001807","Schlecht Nursery","Brookhaven (T)","Suffolk","1","Agricultural","Groundwater","2019","0.1","0.29","40.81137582","-72.78228432","POINT (-72.78228432 40.81137582)"
"WWR0000790","Indian Point 2&3 LLCs","Cortlandt (T)","Westchester","3","Power - Nuclear","Surface Water","2010","1963","2512","41.26425286","-73.94895856","POINT (-73.94895856 41.26425286)"
"WWR0001416","Shaker Ridge Country Club","Colonie (T)","Albany","4","Recreational - Golf Course","Surface Water","2016","0.06","0.14","42.7486281","-73.82445602","POINT (-73.82445602 42.7486281)"
"WWR0001880","Cornell University - Hydroelectric Plant","Ithaca (C)","Tompkins","7","Power - Other","Surface Water","2018","60","120","42.45210115","-76.48515985","POINT (-76.48515985 42.45210115)"
"WWR0001036","Morningstar Foods","Delhi (T)","Delaware","4","Industrial","Groundwater","2020","0.72","1.15","42.24531886","-74.96293464","POINT (-74.96293464 42.24531886)"
"WWR0000812","Omega Wire - Sherrill Operations","Sherrill (C)","Oneida","6","Industrial","Surface Water","2010","0.57","1.12","43.05713494","-75.60296477","POINT (-75.60296477 43.05713494)"
"WWR0000859","Kingsvale Water Co (Aqua NY)","Ulster (T)","Ulster","3","Public Water Supply","Groundwater","2017","0.06","0.09","41.99571534","-73.96262899","POINT (-73.96262899 41.99571534)"
"WWR0000986","Mexico, Vg","Mexico (T)","Oswego","7","Public Water Supply","Groundwater","2012","0.4","0.55","43.4599678","-76.22727505","POINT (-76.22727505 43.4599678)"
"WWR0000231","Carthage Energy LLC","Wilna (T)","Jefferson","6","Power - Fossil Fuel","Surface Water","2017","0.72","10.15","43.98419622","-75.62099746","POINT (-75.62099746 43.98419622)"
"WWR0000905","Leray Water District #2","Le Ray (T)","Jefferson","6","Public Water Supply","Groundwater; Purchase","2021","0.4","0.52","44.08471982","-75.79914002","POINT (-75.79914002 44.08471982)"
"WWR0000274","Chautauqua Utility District","Chautauqua (T)","Chautauqua","9","Public Water Supply","Surface Water","2021","0.13","0.39","42.21040121","-79.4668587","POINT (-79.4668587 42.21040121)"
"WWR0001489","Suffern, Vg","Ramapo (T)","Rockland","3","Public Water Supply","Groundwater; Purchase","2017","1.32","1.88","41.11407418","-74.14959986","POINT (-74.14959986 41.11407418)"
"WWR0000115","Belfast Water District","Belfast (T)","Allegany","9","Public Water Supply","Groundwater","2015","0.05","0.16","42.3433261","-78.11192621","POINT (-78.11192621 42.3433261)"
"WWR0001776","Norwich Meadows Farm","Norwich (T)","Chenango","7","Agricultural","Groundwater; Surface Water","2017","0.04","0.12","42.55558809","-75.54406508","POINT (-75.54406508 42.55558809)"
"WWR0000762","HP Hood","Hornellsville (T)","Steuben","8","Industrial","Groundwater","2021","0.23","0.38","42.3933257","-77.700757","POINT (-77.700757 42.3933257)"
"WWR0001592","United Water Nichols-Owego","Nichols (T)","Tioga","7","Public Water Supply","Groundwater","2019","0.71","1.7","42.10854262","-76.24523963","POINT (-76.24523963 42.10854262)"
"WWR0000077","Auburn, City","Owasco (T)","Cayuga","7","Public Water Supply","Surface Water","2021","4.45","5.48","42.9328755","-76.56571897","POINT (-76.56571897 42.9328755)"
"WWR0001148","Otisville, Vg","Mount Hope (T)","Orange","3","Public Water Supply","Groundwater","2019","0.19","0.37","41.46692724","-74.53708518","POINT (-74.53708518 41.46692724)"
"WWR0001241","Pompa Bros. Quarry & Mill","Saratoga Springs (C)","Saratoga","5","Mine Dewatering","Groundwater; Surface Water","2021","0.02","0.03","43.07886561","-73.84419206","POINT (-73.84419206 43.07886561)"
"WWR0000994","Migliorelli Farm","Red Hook (T)","Dutchess","3","Agricultural","Groundwater; Surface Water","2011","0.5","1","42.0519201","-73.87055068","POINT (-73.87055068 42.0519201)"
"WWR0000518","Fino Farms","Marlborough (T)","Ulster","3","Agricultural","Surface Water","2020","0.27","1.18","41.64528403","-73.98841951","POINT (-73.98841951 41.64528403)"
"WWR0000620","Bonded Concrete - Gravesville Plant","Russia (T)","Herkimer","6","Mine Dewatering","Surface Water","2021","0.3","0.6","43.25973768","-75.11197253","POINT (-75.11197253 43.25973768)"
"WWR0000407","Deerwood Golf Course","North Tonawanda (C)","Niagara","9","Recreational - Golf Course","Surface Water","2011","0.04","0.38","43.0393914","-78.8303503","POINT (-78.8303503 43.0393914)"
"WWR0001154","Owego, Tn  Water District #2","Owego (T)","Tioga","7","Public Water Supply","Groundwater","2020","0.17","0.32","42.06002731","-76.14655314","POINT (-76.14655314 42.06002731)"
"WWR0000083","Ayers & Gillette LLC","Pike (T)","Wyoming","9","Agricultural","Surface Water","2020","0.12",,"42.55235217","-78.16193044","POINT (-78.16193044 42.55235217)"
"WWR0000279","Cherry Creek, Vg","Cherry Creek (T)","Chautauqua","9","Public Water Supply","Groundwater","2019","0.03","0.05","42.29348276","-79.1000375","POINT (-79.1000375 42.29348276)"
"WWR0000960","Martha Clara Vineyards Inc","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2017","0.01","0.37","40.98236309","-72.58983707","POINT (-72.58983707 40.98236309)"
"WWR0001342","Royal Mountain Ski Area","Caroga (T)","Fulton","5","Recreational - Snow Making","Surface Water","2014",,"1.7","43.08156662","-74.50420649","POINT (-74.50420649 43.08156662)"
"WWR0001769","North Java Water District","Java (T)","Wyoming","9","Public Water Supply","Groundwater; Surface Water","2014","0.02","0.07","42.65090202","-78.38740482","POINT (-78.38740482 42.65090202)"
"WWR0000416","Diamond Point Water District","Lake George (T)","Warren","5","Public Water Supply","Groundwater","2010","0.03","0.06","43.48043437","-73.6868086","POINT (-73.6868086 43.48043437)"
"WWR0000838","Jointa Galusha, LLC - Hartford Quarry","Hartford (T)","Washington","5","Mine Dewatering","Groundwater","2009","0.04","0.43","43.37620086","-73.47631089","POINT (-73.47631089 43.37620086)"
"WWR0001099","Niagara Falls Water Board","Niagara Falls (C)","Niagara","9","Public Water Supply","Surface Water","2020","22.6","25.2","43.0768771","-78.99664103","POINT (-78.99664103 43.0768771)"
"WWR0000335","Monroe County Water Authority - Corfu","Pembroke (T)","Genesee","8","Public Water Supply","Groundwater; Surface Water","2018","0.11","0.24","42.95692881","-78.41428724","POINT (-78.41428724 42.95692881)"
"WWR0001603","Van Patten Golf Club","Clifton Park (T)","Saratoga","5","Recreational - Golf Course","Groundwater","2020","0.08","0.35","42.90336922","-73.82752213","POINT (-73.82752213 42.90336922)"
"WWR0001938","Crescent Duck Farm","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2017","0.1","0.1","40.93910402","-72.62072596","POINT (-72.62072596 40.93910402)"
"WWR0000359","Cortlandville, Tn","Cortlandville (T)","Cortland","7","Public Water Supply","Groundwater","2011","0.63","0.8","42.58059462","-76.2101864","POINT (-76.2101864 42.58059462)"
"WWR0001690","White Sulphur Springs Water District","Liberty (T)","Sullivan","3","Public Water Supply","Groundwater","2021","0.04","0.12","41.79559284","-74.82737748","POINT (-74.82737748 41.79559284)"
"WWR0001459","Speculator,Vg","Lake Pleasant (T)","Hamilton","5","Public Water Supply","Groundwater","2015","0.11","0.27","43.49467976","-74.35594467","POINT (-74.35594467 43.49467976)"
"WWR0000031","Alfred, Vg","Alfred (T)","Allegany","9","Public Water Supply","Groundwater","2016","0.46","0.67","42.2540057","-77.7913499","POINT (-77.7913499 42.2540057)"
"WWR0000059","Antwerp, Vg","Antwerp (T)","Jefferson","6","Public Water Supply","Groundwater","2011","0.06","0.09","44.19951119","-75.60762362","POINT (-75.60762362 44.19951119)"
"WWR0000385","Crystal Water Supply Co","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater","2019","0.05","0.12","41.70053243","-74.69012795","POINT (-74.69012795 41.70053243)"
"WWR0000096","Barre Stone Products","Barre (T)","Orleans","8","Mine Dewatering","Surface Water","2020","2.58","4.68","43.20522931","-78.2136943","POINT (-78.2136943 43.20522931)"
"WWR0000023","Albany Country Club","Guilderland (T)","Albany","4","Recreational - Golf Course","Surface Water","2021","0.03","0.38","42.68165878","-73.92186352","POINT (-73.92186352 42.68165878)"
"WWR0001143","Oswego Country Club","Oswego (C)","Oswego","7","Recreational - Golf Course","Surface Water","2013","0.03","0.25","43.4387429","-76.49171332","POINT (-76.49171332 43.4387429)"
"WWR0000761","Howes Cave Quarry","Cobleskill (T)","Schoharie","4","Industrial","Surface Water","2021","1.4","1.58","42.69150133","-74.38641506","POINT (-74.38641506 42.69150133)"
"WWR0001854","Warwick Valley Country Club","Warwick (T)","Orange","3","Recreational - Golf Course","Groundwater; Surface Water","2020","0.02","0.08","41.24963813","-74.36227577","POINT (-74.36227577 41.24963813)"
"WWR0000703","Happenchance Farm","White Creek (T)","Washington","5","Agricultural","Groundwater; Surface Water","2014","0","0.02","42.96373206","-73.34508746","POINT (-73.34508746 42.96373206)"
"WWR0001729","Winsor Acres","Colesville (T)","Broome","7","Agricultural","Groundwater; Surface Water","2011","0.09","0.1","42.14489898","-75.59543008","POINT (-75.59543008 42.14489898)"
"WWR0001788","Warsaw, Vg","Gainesville (T)","Wyoming","9","Public Water Supply","Surface Water","2014","0.45","0.71","42.68216553","-78.11847332","POINT (-78.11847332 42.68216553)"
"WWR0000524","Fonda, Vg","Mohawk (T)","Montgomery","4","Public Water Supply","Surface Water","2015","0.45","0.64","42.93575739","-74.4491846","POINT (-74.4491846 42.93575739)"
"WWR0000621","Graymont Materials - Lewis Quarry","Lewis (T)","Essex","5","Mine Dewatering","Surface Water","2010","0.46",,"44.31471453","-73.54842828","POINT (-73.54842828 44.31471453)"
"WWR0001068","Narde Paving - Paladino Pit","Horseheads (T)","Chemung","8","Mine Dewatering","Surface Water","2011","1.94","2.92","42.13617858","-76.80850912","POINT (-76.80850912 42.13617858)"
"WWR0000833","Johnson City, Vg","Union (T)","Broome","7","Public Water Supply","Groundwater","2013","2.5","4.1","42.11570255","-75.95500487","POINT (-75.95500487 42.11570255)"
"WWR0000236","Cassadaga, Vg","Stockton (T)","Chautauqua","9","Public Water Supply","Groundwater","2020","0.11","0.14","42.34252774","-79.3112561","POINT (-79.3112561 42.34252774)"
"WWR0000775","Huron Campus","Union (T)","Broome","7","Industrial","Groundwater","2019","0.06","0.06","42.10744358","-76.04492746","POINT (-76.04492746 42.10744358)"
"WWR0000326","Conrow Farms","Clarkson (T)","Monroe","8","Agricultural","Surface Water","2015","0","0","43.24152424","-77.96832439","POINT (-77.96832439 43.24152424)"
"WWR0000858","Kingston City Water District","Woodstock (T)","Ulster","3","Public Water Supply","Surface Water","2021","4.6","4.78","41.92778128","-73.9973803","POINT (-73.9973803 41.92778128)"
"WWR0001029","Monticello, Vg","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater; Surface Water","2016","0.96","1.34","41.6540877","-74.6821359","POINT (-74.6821359 41.6540877)"
"WWR0001880","Cornell University - Hydroelectric Plant","Ithaca (C)","Tompkins","7","Power - Other","Surface Water","2015","45","95","42.45210115","-76.48515985","POINT (-76.48515985 42.45210115)"
"WWR0001442","Sodus, Vg","Sodus (T)","Wayne","8","Public Water Supply","Groundwater; Surface Water","2016","0.97","1.5","43.23542831","-77.06175108","POINT (-77.06175108 43.23542831)"
"WWR0001304","Ripley Water District","Ripley (T)","Chautauqua","9","Public Water Supply","Surface Water","2011","0.11","0.27","42.25394132","-79.69959702","POINT (-79.69959702 42.25394132)"
"WWR0001997","Villa Roma Resort","Callicoon (T)","Sullivan","3","Recreational - Golf Course","Surface Water","2020","0.06",,"41.76277212","-74.97491897","POINT (-74.97491897 41.76277212)"
"WWR0002035","Butternut Creek Golf Course","Dewitt (T)","Onondaga","7","Recreational - Golf Course","Surface Water","2018",,,"43.01581796","-76.07399139","POINT (-76.07399139 43.01581796)"
"WWR0001570","Troy, City","Pittstown (T)","Rensselaer","4","Public Water Supply","Surface Water","2021","17.9","26.7","42.7371685","-73.68724902","POINT (-73.68724902 42.7371685)"
"WWR0000182","Brynwood Golf Club","North Castle (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2020","0.08","0.38","41.14851894","-73.68552838","POINT (-73.68552838 41.14851894)"
"WWR0001693","Whitehall, Vg","Dresden (T)","Washington","5","Public Water Supply","Surface Water","2017","0.52","0.71","43.55511366","-73.4011417","POINT (-73.4011417 43.55511366)"
"WWR0000984","Metropolis Country Club","Greenburgh (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2015","0.1","0.37","41.03626676","-73.80316046","POINT (-73.80316046 41.03626676)"
"WWR0000082","Avon, Vg","Livonia (T)","Livingston","8","Public Water Supply","Surface Water","2017","0.74","0.98","42.91085489","-77.74556605","POINT (-77.74556605 42.91085489)"
"WWR0001601","NYSDEC Van Hornesville Hatchery","Stark (T)","Herkimer","6","Other","Surface Water","2011","0.52","0.52","42.8903582","-74.8389303","POINT (-74.8389303 42.8903582)"
"WWR0000176","Ontario Country Club (Brookwoods)","Ontario (T)","Wayne","8","Recreational - Golf Course","Surface Water","2016","0.04","0.08","43.2146835","-77.27986874","POINT (-77.27986874 43.2146835)"
"WWR0001737","Woodlynn Hills Golf Course","Nunda (T)","Livingston","8","Recreational - Golf Course","Groundwater; Surface Water","2020","0.04","0.05","42.60077014","-77.93750154","POINT (-77.93750154 42.60077014)"
"WWR0001684","WH Walker & Son","Lloyd (T)","Ulster","3","Agricultural","Surface Water","2020","0","0","41.69533522","-74.05716806","POINT (-74.05716806 41.69533522)"
"WWR0001650","Wayland, Vg","Wayland (T)","Steuben","8","Public Water Supply","Groundwater","2020","0.15","0.77","42.56781758","-77.59158097","POINT (-77.59158097 42.56781758)"
"WWR0001182","Pavero Cold Storage","Lloyd (T)","Ulster","3","Agricultural","Groundwater","2016","0.07","0.35","41.72411927","-73.96581946","POINT (-73.96581946 41.72411927)"
"WWR0000348","Corning Inc - Canton Plant","Dekalb (T)","St. Lawrence","6","Industrial","Groundwater; Surface Water","2011","0.02","0.04","44.5586622","-75.31654241","POINT (-75.31654241 44.5586622)"
"WWR0000681","Hanson Aggregates  -Gravesville","Russia (T)","Herkimer","6","Mine Dewatering","Groundwater","2012","0","0","43.26655976","-75.13209467","POINT (-75.13209467 43.26655976)"
"WWR0001465","Springville Country Club","Concord (T)","Erie","9","Recreational - Golf Course","Groundwater; Surface Water","2017","0.03","0.38","42.48527575","-78.69223092","POINT (-78.69223092 42.48527575)"
"WWR0001500","Surrey Meadows Water District","Chester (T)","Orange","3","Public Water Supply","Groundwater","2011","0.05","0.14","41.37224502","-74.26752189","POINT (-74.26752189 41.37224502)"
