"county","year","population","index_count","index_rate","violent_count","violent_rate","property_count","property_rate","firearm_count","firearm_rate"
"Rockland","2016","326643","3562","1090.5","384","117.6","3178","972.9","30","9.2"
"Saratoga","2016","225997","2846","1259.3","257","113.7","2589","1145.6","14","6.2"
"Schenectady","2016","153524","4685","3051.6","693","451.4","3992","2600.2","104","67.7"
"Schoharie","2016","30860","384","1244.3","36","116.7","348","1127.7","2","6.5"
"Schuyler","2016","18042","118","654","13","72.1","105","582","3","16.6"
"Seneca","2016","34522","643","1862.6","67","194.1","576","1668.5","5","14.5"
"Steuben","2016","96718","1526","1577.8","188","194.4","1338","1383.4","8","8.3"
"St Lawrence","2016","110113","1739","1579.3","173","157.1","1566","1422.2","14","12.7"
"Suffolk","2016","1492991","23092","1546.7","1896","127","21196","1419.7","426","28.5"
"Sullivan","2016","73885","1229","1663.4","197","266.6","1032","1396.8","22","29.8"
"Tioga","2016","48810","463","948.6","63","129.1","400","819.5","6","12.3"
"Tompkins","2016","104871","1957","1866.1","160","152.6","1797","1713.5","15","14.3"
"Ulster","2016","178502","2644","1481.2","297","166.4","2347","1314.8","22","12.3"
"Warren","2016","64064","1201","1874.7","112","174.8","1089","1699.9","2","3.1"
"Washington","2016","61610","595","965.8","97","157.4","498","808.3","3","4.9"
"Wayne","2016","90389","1623","1795.6","160","177","1463","1618.6","8","8.9"
"Westchester","2016","975138","12543","1286.3","2116","217","10427","1069.3","330","33.8"
"Wyoming","2016","40531","327","806.8","48","118.4","279","688.4","1","2.5"
"Yates","2016","24823","320","1289.1","17","68.5","303","1220.6","2","8.1"
"Albany","2015","308613","8644","2800.9","1041","337.3","7603","2463.6","114","36.9"
"Allegany","2015","47336","579","1223.2","57","120.4","522","1102.8","1","2.1"
"Bronx","2015","1448285","36299","2506.3","13409","925.9","22890","1580.5","1740","120.1"
"Broome","2015","196201","6459","3292","623","317.5","5836","2974.5","71","36.2"
"Cattaraugus","2015","76211","1298","1703.2","125","164","1173","1539.1","6","7.9"
"Cayuga","2015","78420","1553","1980.4","196","249.9","1357","1730.4","8","10.2"
"Chautauqua","2015","131108","3310","2524.6","354","270","2956","2254.6","40","30.5"
"Chemung","2015","87307","1903","2179.7","159","182.1","1744","1997.5","21","24.1"
"Chenango","2015","49105","849","1728.9","101","205.7","748","1523.3","6","12.2"
"Clinton","2015","81364","1251","1537.5","115","141.3","1136","1396.2","6","7.4"
"Columbia","2015","61779","895","1448.7","103","166.7","792","1282","4","6.5"
"Cortland","2015","48870","751","1536.7","51","104.4","700","1432.4","3","6.1"
"Delaware","2015","45371","741","1633.2","80","176.3","661","1456.9","8","17.6"
"Dutchess","2015","295721","4518","1527.8","558","188.7","3960","1339.1","69","23.3"
"Erie","2015","922022","26091","2829.8","3788","410.8","22303","2418.9","1022","110.8"
"Essex","2015","36992","382","1032.7","46","124.4","336","908.3","3","8.1"
"Franklin","2015","51082","841","1646.4","88","172.3","753","1474.1","3","5.9"
"Fulton","2015","53542","1309","2444.8","123","229.7","1186","2215.1","10","18.7"
"Genesee","2015","58705","1199","2042.4","115","195.9","1084","1846.5","4","6.8"
"Greene","2015","47590","606","1273.4","117","245.8","489","1027.5","3","6.3"
"Hamilton","2015","4678","43","919.2","3","64.1","40","855.1","0","0"
"Herkimer","2015","63446","1021","1609.2","98","154.5","923","1454.8","4","6.3"
"Jefferson","2015","119514","2543","2127.8","221","184.9","2322","1942.9","17","14.2"
"Kings","2015","2640252","53957","2043.6","16385","620.6","37572","1423","2573","97.5"
"Lewis","2015","27205","282","1036.6","27","99.2","255","937.3","4","14.7"
"Livingston","2015","64291","885","1376.6","77","119.8","808","1256.8","6","9.3"
"Madison","2015","71972","1012","1406.1","106","147.3","906","1258.8","6","8.3"
"Monroe","2015","749690","20529","2738.3","2526","336.9","18003","2401.4","727","97"
"Montgomery","2015","49555","1265","2552.7","99","199.8","1166","2352.9","9","18.2"
"Nassau","2015","1360265","16358","1202.6","1984","145.9","14374","1056.7","368","27.1"
"New York","2015","1647788","47307","2870.9","8789","533.4","38518","2337.6","869","52.7"
"Niagara","2015","212368","5921","2788.1","779","366.8","5142","2421.3","145","68.3"
"Oneida","2015","231920","5456","2352.5","585","252.2","4871","2100.3","110","47.4"
"Onondaga","2015","467471","11574","2475.9","1500","320.9","10074","2155","277","59.3"
"Ontario","2015","109863","1835","1670.3","144","131.1","1691","1539.2","9","8.2"
"Orange","2015","376037","7244","1926.4","918","244.1","6326","1682.3","165","43.9"
"Orleans","2015","41689","673","1614.3","69","165.5","604","1448.8","10","24"
"Oswego","2015","120368","2374","1972.3","251","208.5","2123","1763.8","9","7.5"
"Otsego","2015","60737","841","1384.7","78","128.4","763","1256.2","4","6.6"
"Putnam","2015","99220","589","593.6","43","43.3","546","550.3","0","0"
"Queens","2015","2337925","35920","1536.4","9854","421.5","26066","1114.9","1171","50.1"
"Rensselaer","2015","159567","4200","2632.1","547","342.8","3653","2289.3","104","65.2"
"Richmond","2015","476611","6465","1356.5","1651","346.4","4814","1010","224","47"
"Rockland","2015","326136","3764","1154.1","483","148.1","3281","1006","34","10.4"
"Saratoga","2015","225720","2850","1262.6","259","114.7","2591","1147.9","9","4"
"Schenectady","2015","155634","4622","2969.8","667","428.6","3955","2541.2","126","81"
"Schoharie","2015","31235","402","1287","38","121.7","364","1165.4","5","16"
"Schuyler","2015","18488","149","805.9","14","75.7","135","730.2","0","0"
"Seneca","2015","34726","730","2102.2","62","178.5","668","1923.6","4","11.5"
"Steuben","2015","98066","1585","1616.3","189","192.7","1396","1423.5","13","13.3"
"St Lawrence","2015","111077","1671","1504.4","143","128.7","1528","1375.6","7","6.3"
"Suffolk","2015","1502075","24496","1630.8","2010","133.8","22486","1497","474","31.6"
"Sullivan","2015","75425","1331","1764.7","171","226.7","1160","1538","15","19.9"
"Tioga","2015","49485","460","929.6","54","109.1","406","820.5","4","8.1"
"Tompkins","2015","105240","2296","2181.7","147","139.7","2149","2042","11","10.5"
"Ulster","2015","179613","3011","1676.4","304","169.3","2707","1507.1","23","12.8"
"Warren","2015","64672","1090","1685.4","108","167","982","1518.4","6","9.3"
"Washington","2015","62016","614","990.1","91","146.7","523","843.3","3","4.8"
"Wayne","2015","91455","1644","1797.6","203","222","1441","1575.6","15","16.4"
"Westchester","2015","976316","12240","1253.7","2148","220","10092","1033.7","306","31.3"
"Wyoming","2015","40883","422","1032.2","58","141.9","364","890.3","5","12.2"
"Yates","2015","25121","299","1190.2","25","99.5","274","1090.7","1","4"
"Albany","2014","308166","9186","2980.9","1003","325.5","8183","2655.4","147","47.7"
"Allegany","2014","47972","615","1282","68","141.7","547","1140.2","12","25"
"Bronx","2014","1440569.46","36030","2501.1","12713","882.5","23317","1618.6",,
"Broome","2014","197126","6318","3205.1","496","251.6","5822","2953.4","72","36.5"
"Cattaraugus","2014","76828","1447","1883.4","133","173.1","1314","1710.3","14","18.2"
"Cayuga","2014","79512","1556","1956.9","138","173.6","1418","1783.4","14","17.6"
"Chautauqua","2014","132852","3535","2660.9","296","222.8","3239","2438.1","49","36.9"
"Chemung","2014","88535","2136","2412.6","151","170.6","1985","2242.1","29","32.8"
"Chenango","2014","49375","909","1841","50","101.3","859","1739.7","8","16.2"
"Clinton","2014","81604","1308","1602.9","68","83.3","1240","1519.5","5","6.1"
"Columbia","2014","62148","926","1490","47","75.6","879","1414.4","4","6.4"
"Cortland","2014","48983","1081","2206.9","49","100","1032","2106.9","4","8.2"
"Delaware","2014","45709","769","1682.4","58","126.9","711","1555.5","11","24.1"
"Dutchess","2014","297173","4832","1626","561","188.8","4271","1437.2","106","35.7"
"Erie","2014","921558","28413","3083.1","3932","426.7","24481","2656.5","1103","119.7"
"Essex","2014","37221","341","916.1","44","118.2","297","797.9","8","21.5"
"Franklin","2014","51796","850","1641.1","53","102.3","797","1538.7","6","11.6"
"Fulton","2014","54329","1465","2696.5","63","116","1402","2580.6","8","14.7"
"Genesee","2014","59274","1517","2559.3","110","185.6","1407","2373.7","6","10.1"
"Greene","2014","48364","686","1418.4","78","161.3","608","1257.1","10","20.7"
"Hamilton","2014","4766","62","1300.9","1","21","61","1279.9","0","0"
"Herkimer","2014","64218","1123","1748.7","110","171.3","1013","1577.4","7","10.9"
"Jefferson","2014","120437","2532","2102.3","174","144.5","2358","1957.9","13","10.8"
"Kings","2014","2609972.904","56700","2172.4","17053","653.4","39647","1519.1",,
"Lewis","2014","27211","257","944.5","27","99.2","230","845.2","7","25.7"
"Livingston","2014","64636","896","1386.2","47","72.7","849","1313.5","4","6.2"
"Madison","2014","72243","1134","1569.7","61","84.4","1073","1485.3","2","2.8"
"Monroe","2014","752007","21324","2835.6","2227","296.1","19097","2539.5","711","94.5"
"Montgomery","2014","49874","1251","2508.3","48","96.2","1203","2412.1","2","4"
"Nassau","2014","1357041","17680","1302.8","2043","150.5","15637","1152.3","437","32.2"
"New York","2014","1635470.034","47566","2908.4","8327","509.2","39239","2399.2",,
"Niagara","2014","214023","6225","2908.6","798","372.9","5427","2535.7","183","85.5"
"Oneida","2014","233634","5766","2468","560","239.7","5206","2228.3","155","66.3"
"Onondaga","2014","469355","12957","2760.6","1493","318.1","11464","2442.5","309","65.8"
"Ontario","2014","109535","2182","1992.1","130","118.7","2052","1873.4","5","4.6"
"Orange","2014","376716","7852","2084.3","831","220.6","7021","1863.7","170","45.1"
"Orleans","2014","42149","687","1629.9","58","137.6","629","1492.3","4","9.5"
"Oswego","2014","121109","2557","2111.3","159","131.3","2398","1980","7","5.8"
"Otsego","2014","61644","837","1357.8","51","82.7","786","1275.1","7","11.4"
"Putnam","2014","99778","780","781.7","51","51.1","729","730.6","3","3"
"Queens","2014","2313385.074","38030","1643.9","9800","423.6","28230","1220.3",,
"Rensselaer","2014","160303","4259","2656.8","471","293.8","3788","2363","95","59.3"
"Richmond","2014","474541","6865","1446.7","1551","326.8","5314","1119.8",,
"Rockland","2014","323543","3710","1146.7","370","114.4","3340","1032.3","30","9.3"
"Saratoga","2014","225201","2965","1316.6","165","73.3","2800","1243.3","12","5.3"
"Schenectady","2014","155678","5092","3270.9","598","384.1","4494","2886.7","103","66.2"
"Schoharie","2014","31691","380","1199.1","11","34.7","369","1164.4","0","0"
"Schuyler","2014","18529","165","890.5","10","54","155","836.5","1","5.4"
"Seneca","2014","35503","721","2030.8","57","160.5","664","1870.3","2","5.6"
"Steuben","2014","98730","1541","1560.8","115","116.5","1426","1444.3","5","5.1"
"St Lawrence","2014","112184","1759","1568","97","86.5","1662","1481.5","2","1.8"
"Suffolk","2014","1503376","26121","1737.5","1765","117.4","24356","1620.1","360","23.9"
"Sullivan","2014","76591","1646","2149.1","157","205","1489","1944.1","23","30"
"Tioga","2014","50124","468","933.7","27","53.9","441","879.8","2","4"
"Tompkins","2014","104271","2604","2497.3","103","98.8","2501","2398.6","11","10.5"
"Ulster","2014","180937","3262","1802.8","293","161.9","2969","1640.9","30","16.6"
"Warren","2014","65353","1209","1850","40","61.2","1169","1788.7","1","1.5"
"Washington","2014","63134","685","1085","60","95","625","990","6","9.5"
"Wayne","2014","92302","1604","1737.8","112","121.3","1492","1616.4","11","11.9"
"Westchester","2014","974944","12106","1241.7","2149","220.4","9957","1021.3","270","27.7"
"Wyoming","2014","41454","380","916.7","36","86.8","344","829.8","3","7.2"
"Yates","2014","25146","321","1276.5","18","71.6","303","1205","3","11.9"
"Albany","2013","306300","9457","3087.5","1006","328.4","8451","2759.1","150","49"
"Allegany","2013","48220","796","1650.8","54","112","742","1538.8","2","4.1"
"Bronx","2013","1427341.42","36280","2541.8","13020","912.2","23260","1629.6",,
"Broome","2013","197527","6706","3395","512","259.2","6194","3135.8","53","26.8"
"Cattaraugus","2013","77430","1771","2287.2","115","148.5","1656","2138.7","20","25.8"
"Cayuga","2013","79520","1517","1907.7","128","161","1389","1746.7","12","15.1"
"Chautauqua","2013","133288","3637","2728.7","274","205.6","3363","2523.1","40","30"
"Chemung","2013","89040","2201","2471.9","151","169.6","2050","2302.3","18","20.2"
"Chenango","2013","49857","926","1857.3","48","96.3","878","1761","4","8"
"Clinton","2013","81595","1666","2041.8","111","136","1555","1905.8","4","4.9"
"Columbia","2013","62398","1127","1806.1","76","121.8","1051","1684.3","9","14.4"
"Cortland","2013","49599","1064","2145.2","51","102.8","1013","2042.4","4","8.1"
"Delaware","2013","46322","806","1740","56","120.9","750","1619.1","13","28.1"
"Dutchess","2013","297521","5121","1721.2","584","196.3","4537","1524.9","112","37.6"
"Erie","2013","920162","29295","3183.7","4089","444.4","25206","2739.3","1092","118.7"
"Essex","2013","37412","449","1200.1","43","114.9","406","1085.2","5","13.4"
"Franklin","2013","51936","876","1686.7","61","117.5","815","1569.2","7","13.5"
"Fulton","2013","54677","1527","2792.8","62","113.4","1465","2679.4","14","25.6"
"Genesee","2013","59887","1467","2449.6","109","182","1358","2267.6","18","30.1"
"Greene","2013","48582","718","1477.9","58","119.4","660","1358.5","11","22.6"
"Hamilton","2013","4768","62","1300.3","4","83.9","58","1216.4","2","41.9"
"Herkimer","2013","64596","1190","1842.2","126","195.1","1064","1647.2","13","20.1"
"Jefferson","2013","121663","2402","1974.3","140","115.1","2262","1859.2","15","12.3"
"Kings","2013","2586006.808","59056","2283.7","18258","706","40798","1577.6",,
"Lewis","2013","27307","332","1215.8","24","87.9","308","1127.9","10","36.6"
"Livingston","2013","64718","1088","1681.1","56","86.5","1032","1594.6","8","12.4"
"Madison","2013","72132","1156","1602.6","55","76.2","1101","1526.4","4","5.5"
"Monroe","2013","749775","23076","3077.7","2686","358.2","20390","2719.5","842","112.3"
"Montgomery","2013","49898","1125","2254.6","48","96.2","1077","2158.4","1","2"
"Nassau","2013","1353478","18683","1380.4","2111","156","16572","1224.4","467","34.5"
"New York","2013","1620452.318","51872","3201.1","8708","537.4","43164","2663.7",,
"Niagara","2013","214912","6655","3096.6","798","371.3","5857","2725.3","150","69.8"
"Oneida","2013","233394","5990","2566.5","537","230.1","5453","2336.4","96","41.1"
"Onondaga","2013","467218","13987","2993.7","1491","319.1","12496","2674.6","297","63.6"
"Ontario","2013","108796","2096","1926.5","122","112.1","1974","1814.4","11","10.1"
"Orange","2013","375281","8589","2288.7","868","231.3","7721","2057.4","165","44"
"Orleans","2013","42878","747","1742.2","59","137.6","688","1604.6","4","9.3"
"Oswego","2013","121698","2678","2200.5","158","129.8","2520","2070.7","8","6.6"
"Otsego","2013","61617","835","1355.1","65","105.5","770","1249.7","7","11.4"
"Putnam","2013","99665","772","774.6","49","49.2","723","725.4","3","3"
"Queens","2013","2292142.398","39913","1741.3","10740","468.6","29173","1272.7",,
"Rensselaer","2013","160153","4137","2583.2","471","294.1","3666","2289.1","90","56.2"
"Richmond","2013","470183","7234","1538.5","1658","352.6","5576","1185.9",,
"Rockland","2013","319900","3807","1190.1","395","123.5","3412","1066.6","31","9.7"
"Saratoga","2013","223105","3115","1396.2","173","77.5","2942","1318.7","22","9.9"
"Schenectady","2013","155367","5378","3461.5","675","434.5","4703","3027","116","74.7"
"Schoharie","2013","31944","536","1677.9","27","84.5","509","1593.4","3","9.4"
"Schuyler","2013","18604","165","886.9","14","75.3","151","811.7","6","32.3"
"Seneca","2013","35375","794","2244.5","62","175.3","732","2069.3","5","14.1"
"Steuben","2013","99222","1541","1553.1","123","124","1418","1429.1","8","8.1"
"St Lawrence","2013","112480","1965","1747","112","99.6","1853","1647.4","12","10.7"
"Suffolk","2013","1502540","26379","1755.6","1934","128.7","24445","1626.9","410","27.3"
"Sullivan","2013","76673","1720","2243.3","172","224.3","1548","2019","23","30"
"Tioga","2013","50342","650","1291.2","27","53.6","623","1237.5","0","0"
"Tompkins","2013","102977","2902","2818.1","109","105.8","2793","2712.3","16","15.5"
"Ulster","2013","181804","3582","1970.3","294","161.7","3288","1808.5","19","10.5"
"Warren","2013","65566","1297","1978.2","53","80.8","1244","1897.3","1","1.5"
"Washington","2013","62893","882","1402.4","71","112.9","811","1289.5","10","15.9"
"Wayne","2013","92809","1842","1984.7","153","164.9","1689","1819.9","20","21.5"
"Westchester","2013","966498","14135","1462.5","2192","226.8","11943","1235.7","284","29.4"
"Wyoming","2013","41875","510","1217.9","41","97.9","469","1120","6","14.3"
"Yates","2013","25375","413","1627.6","14","55.2","399","1572.4","0","0"
"Albany","2012","305204","9974","3268","1011","331.3","8963","2936.7","137","44.9"
"Allegany","2012","49041","859","1751.6","65","132.5","794","1619.1","4","8.2"
"Bronx","2012","1404470.732","35962","2560.5","12801","911.4","23161","1649.1",,
"Broome","2012","200105","6897","3446.7","604","301.8","6293","3144.8","58","29"
"Cattaraugus","2012","78364","2087","2663.2","149","190.1","1938","2473.1","11","14"
"Cayuga","2012","80168","1808","2255.3","141","175.9","1667","2079.4","8","10"
"Chautauqua","2012","135093","3848","2848.4","309","228.7","3539","2619.7","37","27.4"
"Chemung","2012","89320","2434","2725","222","248.5","2212","2476.5","32","35.8"
"Chenango","2012","50389","1023","2030.2","58","115.1","965","1915.1","10","19.8"
"Clinton","2012","82387","1685","2045.2","90","109.2","1595","1936","2","2.4"
"Columbia","2012","62888","1425","2265.9","100","159","1325","2106.9","12","19.1"
"Cortland","2012","49629","1105","2226.5","64","129","1041","2097.6","6","12.1"
"Delaware","2012","46974","763","1624.3","63","134.1","700","1490.2","8","17"
"Dutchess","2012","299607","5900","1969.2","678","226.3","5222","1742.9","105","35"
"Erie","2012","922983","31468","3409.4","4227","458","27241","2951.4","1186","128.5"
"Essex","2012","37885","517","1364.7","43","113.5","474","1251.2","13","34.3"
"Franklin","2012","51829","1042","2010.5","57","110","985","1900.5","4","7.7"
"Fulton","2012","55347","1559","2816.8","52","94","1507","2722.8","9","16.3"
"Genesee","2012","60189","1453","2414.1","92","152.9","1361","2261.2","6","10"
"Greene","2012","49218","721","1464.9","88","178.8","633","1286.1","5","10.2"
"Hamilton","2012","4819","81","1680.8","1","20.8","80","1660.1","0","0"
"Herkimer","2012","64506","1309","2029.3","124","192.2","1185","1837","7","10.9"
"Jefferson","2012","118546","2917","2460.6","213","179.7","2704","2281","20","16.9"
"Kings","2012","2539713.758","60690","2389.6","18673","735.2","42017","1654.4",,
"Lewis","2012","27218","420","1543.1","19","69.8","401","1473.3","3","11"
"Livingston","2012","65421","1195","1826.6","54","82.5","1141","1744.1","7","10.7"
"Madison","2012","73761","1337","1812.6","59","80","1278","1732.6","2","2.7"
"Monroe","2012","749650","25410","3389.6","2672","356.4","22738","3033.1","789","105.2"
"Montgomery","2012","50185","1184","2359.3","57","113.6","1127","2245.7","10","19.9"
"Nassau","2012","1351693","19575","1448.2","2458","181.8","17117","1266.3","450","33.3"
"New York","2012","1608042.271","51756","3218.6","9102","566","42654","2652.5",,
"Niagara","2012","217177","6954","3202","819","377.1","6135","2824.9","144","66.3"
"Oneida","2012","235552","6389","2712.4","595","252.6","5794","2459.8","90","38.2"
"Onondaga","2012","469480","13645","2906.4","1752","373.2","11893","2533.2","341","72.6"
"Ontario","2012","109111","2175","1993.4","150","137.5","2025","1855.9","14","12.8"
"Orange","2012","376895","9496","2519.5","1077","285.8","8419","2233.8","163","43.2"
"Orleans","2012","42852","920","2146.9","61","142.4","859","2004.6","6","14"
"Oswego","2012","122888","3328","2708.2","206","167.6","3122","2540.5","20","16.3"
"Otsego","2012","62251","983","1579.1","78","125.3","905","1453.8","6","9.6"
"Putnam","2012","100472","875","870.9","41","40.8","834","830.1","3","3"
"Queens","2012","2261905.758","40199","1777.2","10753","475.4","29446","1301.8",,
"Rensselaer","2012","160255","4648","2900.4","447","278.9","4201","2621.4","102","63.6"
"Richmond","2012","475282","7146","1503.5","1664","350.1","5482","1153.4",,
"Rockland","2012","316859","4325","1365","501","158.1","3824","1206.8","57","18"
"Saratoga","2012","222074","3241","1459.4","153","68.9","3088","1390.5","13","5.9"
"Schenectady","2012","155895","5592","3587","691","443.2","4901","3143.8","102","65.4"
"Schoharie","2012","32754","494","1508.2","19","58","475","1450.2","4","12.2"
"Schuyler","2012","18460","185","1002.2","21","113.8","164","888.4","6","32.5"
"Seneca","2012","35388","853","2410.4","59","166.7","794","2243.7","2","5.7"
"Steuben","2012","99568","1837","1845","156","156.7","1681","1688.3","7","7"
"St Lawrence","2012","112293","2241","1995.7","122","108.6","2119","1887","14","12.5"
"Suffolk","2012","1506906","28885","1916.8","2127","141.2","26758","1775.7","437","29"
"Sullivan","2012","77315","1929","2495","179","231.5","1750","2263.5","26","33.6"
"Tioga","2012","51319","667","1299.7","35","68.2","632","1231.5","1","1.9"
"Tompkins","2012","102272","2746","2685","116","113.4","2630","2571.6","14","13.7"
"Ulster","2012","183433","3943","2149.6","279","152.1","3664","1997.5","32","17.4"
"Warren","2012","66186","1430","2160.6","125","188.9","1305","1971.7","9","13.6"
"Washington","2012","63506","970","1527.4","78","122.8","892","1404.6","12","18.9"
"Wayne","2012","93940","1843","1961.9","132","140.5","1711","1821.4","10","10.6"
"Westchester","2012","961058","15040","1564.9","2448","254.7","12592","1310.2","340","35.4"
"Wyoming","2012","42170","552","1309","51","120.9","501","1188","2","4.7"
"Yates","2012","25591","428","1672.5","20","78.2","408","1594.3","2","7.8"
"Albany","2011","305571","10727","3510.5","1166","381.6","9561","3128.9","196","64.1"
"Allegany","2011","49166","895","1820.4","64","130.2","831","1690.2","4","8.1"
"Bronx","2011","1391333","35130","2524.9","12267","881.7","22863","1643.2",,
"Broome","2011","201502","6643","3296.7","521","258.6","6122","3038.2","46","22.8"
"Cattaraugus","2011","78771","1925","2443.8","162","205.7","1763","2238.1","12","15.2"
"Cayuga","2011","80386","1717","2135.9","182","226.4","1535","1909.5","15","18.7"
"Chautauqua","2011","135511","3687","2720.8","303","223.6","3384","2497.2","28","20.7"
"Chemung","2011","89229","2278","2553","177","198.4","2101","2354.6","9","10.1"
"Chenango","2011","50704","1072","2114.2","57","112.4","1015","2001.8","7","13.8"
"Clinton","2011","82497","1690","2048.6","74","89.7","1616","1958.9","2","2.4"
"Columbia","2011","63380","1234","1947","96","151.5","1138","1795.5","21","33.1"
"Cortland","2011","49558","1104","2227.7","74","149.3","1030","2078.4","4","8.1"
"Delaware","2011","47349","813","1717","76","160.5","737","1556.5","10","21.1"
"Dutchess","2011","298825","5677","1899.8","625","209.2","5052","1690.6","91","30.5"
"Erie","2011","923171","31411","3402.5","4201","455.1","27210","2947.4","1155","125.1"
"Essex","2011","38031","617","1622.4","47","123.6","570","1498.8","3","7.9"
"Franklin","2011","51831","973","1877.3","61","117.7","912","1759.6","2","3.9"
"Fulton","2011","55649","1605","2884.1","61","109.6","1544","2774.5","14","25.2"
"Genesee","2011","60220","1439","2389.6","112","186","1327","2203.6","6","10"
"Greene","2011","49442","831","1680.8","105","212.4","726","1468.4","6","12.1"
"Hamilton","2011","4858","58","1193.9","1","20.6","57","1173.3","0","0"
"Herkimer","2011","64809","1362","2101.6","141","217.6","1221","1884","7","10.8"
"Jefferson","2011","116751","2481","2125","182","155.9","2299","1969.1","22","18.8"
"Kings","2011","2515957","59014","2345.6","18182","722.7","40832","1622.9",,
"Lewis","2011","27209","419","1539.9","33","121.3","386","1418.6","5","18.4"
"Livingston","2011","65687","1074","1635","44","67","1030","1568","7","10.7"
"Madison","2011","73772","1285","1741.9","53","71.8","1232","1670","3","4.1"
"Monroe","2011","747689","25666","3432.7","2661","355.9","23005","3076.8","700","93.6"
"Montgomery","2011","50445","1084","2148.9","59","117","1025","2031.9","4","7.9"
"Nassau","2011","1345553","19374","1439.9","2226","165.4","17148","1274.4","398","29.6"
"New York","2011","1593000","50858","3192.6","9021","566.3","41837","2626.3",,
"Niagara","2011","217442","7232","3325.9","810","372.5","6422","2953.4","139","63.9"
"Oneida","2011","235934","5939","2517.2","551","233.5","5388","2283.7","94","39.8"
"Onondaga","2011","469125","12862","2741.7","1656","353","11206","2388.7","303","64.6"
"Ontario","2011","108416","2103","1939.8","150","138.4","1953","1801.4","13","12"
"Orange","2011","374489","9008","2405.4","1016","271.3","7992","2134.1","200","53.4"
"Orleans","2011","43076","1004","2330.8","82","190.4","922","2140.4","5","11.6"
"Oswego","2011","122658","3217","2622.7","181","147.6","3036","2475.2","17","13.9"
"Otsego","2011","62539","1146","1832.5","119","190.3","1027","1642.2","18","28.8"
"Putnam","2011","100158","860","858.6","66","65.9","794","792.7","1","1"
"Queens","2011","2240748","39863","1779","10311","460.2","29552","1318.8",,
"Rensselaer","2011","160146","4688","2927.3","485","302.8","4203","2624.5","112","69.9"
"Richmond","2011","470837","6801","1444.4","1428","303.3","5373","1141.2",,
"Rockland","2011","313088","4567","1458.7","554","176.9","4013","1281.7","44","14.1"
"Saratoga","2011","220594","3075","1394","132","59.8","2943","1334.1","8","3.6"
"Schenectady","2011","155422","5529","3557.4","687","442","4842","3115.4","126","81.1"
"Schoharie","2011","32896","433","1316.3","15","45.6","418","1270.7","3","9.1"
"Schuyler","2011","18425","172","933.5","18","97.7","154","835.8","3","16.3"
"Seneca","2011","35409","681","1923.2","63","177.9","618","1745.3","3","8.5"
"Steuben","2011","99435","1687","1696.6","138","138.8","1549","1557.8","9","9.1"
"St Lawrence","2011","112447","2515","2236.6","143","127.2","2372","2109.4","26","23.1"
"Suffolk","2011","1500062","31406","2093.6","2217","147.8","29189","1945.9","530","35.3"
"Sullivan","2011","77896","1940","2490.5","201","258","1739","2232.5","24","30.8"
"Tioga","2011","51355","591","1150.8","34","66.2","557","1084.6","1","1.9"
"Tompkins","2011","102020","2391","2343.7","91","89.2","2300","2254.5","9","8.8"
"Ulster","2011","183313","3772","2057.7","335","182.7","3437","1874.9","36","19.6"
"Warren","2011","66002","1494","2263.6","107","162.1","1387","2101.5","9","13.6"
"Washington","2011","63500","866","1363.8","96","151.2","770","1212.6","17","26.8"
"Wayne","2011","94193","1709","1814.4","141","149.7","1568","1664.7","15","15.9"
"Westchester","2011","953379","16283","1707.9","2557","268.2","13726","1439.7","346","36.3"
"Wyoming","2011","42344","528","1246.9","37","87.4","491","1159.6","2","4.7"
"Yates","2011","25462","410","1610.2","13","51.1","397","1559.2","0","0"
"Albany","2010","295267","11036","3737.6","1182","400.3","9854","3337.3","154","52.2"
"Allegany","2010","48531","841","1732.9","89","183.4","752","1549.5","10","20.6"
"Bronx","2010","1387983","34008","2450.2","12070","869.6","21938","1580.6",,
"Broome","2010","191892","6207","3234.6","499","260","5708","2974.6","64","33.4"
"Cattaraugus","2010","76602","2019","2635.7","181","236.3","1838","2399.4","10","13.1"
"Cayuga","2010","78400","1765","2251.3","158","201.5","1607","2049.7","17","21.7"
"Chautauqua","2010","131411","3865","2941.2","312","237.4","3553","2703.7","41","31.2"
"Chemung","2010","87073","2080","2388.8","203","233.1","1877","2155.7","32","36.8"
"Chenango","2010","49978","983","1966.9","54","108","929","1858.8","8","16"
"Clinton","2010","80874","1830","2262.8","87","107.6","1743","2155.2","9","11.1"
"Columbia","2010","60786","1213","1995.5","94","154.6","1119","1840.9","10","16.5"
"Cortland","2010","47401","1066","2248.9","65","137.1","1001","2111.8","6","12.7"
"Delaware","2010","43997","766","1741","63","143.2","703","1597.8","10","22.7"
"Dutchess","2010","291541","5937","2036.4","724","248.3","5213","1788.1","118","40.5"
"Erie","2010","895158","32568","3638.2","4528","505.8","28040","3132.4","1144","127.8"
"Essex","2010","35964","523","1454.2","37","102.9","486","1351.4","6","16.7"
"Franklin","2010","49634","943","1899.9","57","114.8","886","1785.1","3","6"
"Fulton","2010","54344","1689","3108","123","226.3","1566","2881.6","24","44.2"
"Genesee","2010","56871","1462","2570.7","107","188.1","1355","2382.6","9","15.8"
"Greene","2010","48478","836","1724.5","92","189.8","744","1534.7","6","12.4"
"Hamilton","2010","4824","52","1077.9","4","82.9","48","995","1","20.7"
"Herkimer","2010","61330","1374","2240.3","169","275.6","1205","1964.8","15","24.5"
