Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1,Counties,New York Zip Codes,NYS Municipal Boundaries
FLEMING #1 FIRE DEPARTMENT,06007,6063 WEST LAKE ROAD,AUBURN,NY,13021,06,Cayuga,3152526902,42.895616,-76.551042,"(42.895616, -76.551042)",618,343,88
FLEMING #2 FIRE DEPARTMENT,06008,5024 STATE RT 34,AUBURN,NY,13021,06,Cayuga,3152527371,42.92239,-76.56369,"(42.92239, -76.56369)",618,343,97
GENOA FIRE DEPARTMENT,06009,10015 RT 90,GENOA,NY,13071,06,Cayuga,3154970009,42.66778,-76.538061,"(42.66778, -76.538061)",618,624,87
IRA FIRE DEPARTMENT,06010,12591 STATE ROUTE 176,CATO,NY,13033,06,Cayuga,3156262607,43.25495,-76.56449,"(43.25495, -76.56449)",2135,352,86
KING FERRY FIRE DEPARTMENT,06011,1009 ROUTE 34B PO BOX 419,KING FERRY,NY,13081,06,Cayuga,3153648940,42.67139,-76.61901,"(42.67139, -76.61901)",618,632,87
LOCKE FIRE DEPARTMENT,06012,900 MAIN STREET  BOX 78,LOCKE,NY,13092,06,Cayuga,3154970595,42.66347,-76.43076,"(42.66347, -76.43076)",618,639,84
MERIDIAN FIRE DEPARTMENT,06013,11375 FERRIS ROAD,MERIDIAN,NY,13113,06,Cayuga,3156263167,43.169435,-76.53723,"(43.169435, -76.53723)",618,352,86
MORAVIA FIRE DEPARTMENT,06014,38 KEELER AVE PO BOX 686,MORAVIA,NY,13118,06,Cayuga,3154971700,42.715114,-76.424566,"(42.715114, -76.424566)",618,662,79
MONTEZUMA FIRE DEPARTMENT,06015,8115 HIGH ST BOX 381,MONTEZUMA,NY,13117,06,Cayuga,3157764316,43.010267,-76.703687,"(43.010267, -76.703687)",618,661,81
NEW HOPE FIRE DEPARTMENT,06016,5947 NEW HOPE ROAD,MORAVIA,NY,13118,06,Cayuga,3154970448,42.797917,-76.349131,"(42.797917, -76.349131)",618,662,78
OWASCO FIRE DEPARTMENT,06017,7174 OWASCO ROAD,AUBURN,NY,13021,06,Cayuga,3152539197,42.916603,-76.545537,"(42.916603, -76.545537)",618,343,77
POPLAR RIDGE FIRE DEPARTMENT,06018,PO BOX 55,POLAR RIDGE,NY,13139,06,Cayuga,3153647344,42.73843,-76.61772,"(42.73843, -76.61772)",618,345,70
PORT BYRON FIRE DEPARTMENT,06019,50 UTICA ST,PORT BYRON,NY,13181,06,Cayuga,3157768670,43.036498,-76.621459,"(43.036498, -76.621459)",618,681,80
SCIPIO CENTER FIRE DEPARTMENT,06020,3550 ROUTE 34,SCIPIO CENTER,NY,13147,06,Cayuga,3153647323,42.78323,-76.56877,"(42.78323, -76.56877)",618,688,76
SENNETT FIRE DEPARTMENT,06021,PO BOX 1524,AUBURN,NY,13021,06,Cayuga,3152523993,42.92239,-76.56369,"(42.92239, -76.56369)",618,343,97
THROOP FIRE DEPARTMENT,06022,7159 BEECH TREE RD,AUBURN,NY,13021,06,Cayuga,3152524051,42.963197,-76.606987,"(42.963197, -76.606987)",618,343,42
UNION SPRINGS FIRE DEPARTMENT,06023,257 CAYUGA STREET,UNION SPRINGS,NY,13160,06,Cayuga,3158897288,42.852348,-76.69077,"(42.852348, -76.69077)",618,697,73
VICTORY FIRE DEPARTMENT,06024,12009 ROUTE 38,CATO,NY,13033,06,Cayuga,3156266682,43.17423,-76.55246,"(43.17423, -76.55246)",618,352,86
WEEDSPORT FIRE DEPARTMENT,06025,8892 SOUTH STREET,WEEDSPORT,NY,13166,06,Cayuga,,43.047901,-76.561461,"(43.047901, -76.561461)",618,702,93
LONG HILL FIRE DEPARTMENT,06026,3513 LONG HILL ROAD,VENICE CENTER,NY,13147,06,Cayuga,3154973805,42.739826,-76.508616,"(42.739826, -76.508616)",618,688,70
SEMPRONIUS FIRE DEPARTMENT,06027,2284 RT 41A,MORAVIA,NY,13118,06,Cayuga,3154962084,42.73971,-76.38689,"(42.73971, -76.38689)",618,662,79
WEST NILES FIRE DEPARTMENT,06028,3956 VALENTINE ROAD,MORAVIA,NY,13118,06,Cayuga,3157845093,42.809473,-76.470236,"(42.809473, -76.470236)",618,662,78
CONQUEST FIRE DEPARTMENT,06029,10351 SLAYTON ROAD,PORT BYRON,NY,13140,06,Cayuga,3157764512,43.120255,-76.64051,"(43.120255, -76.64051)",618,681,89
ASHVILLE FIRE DEPARTMENT,07001,4853 ROUTE 474  PO BOX 129,ASHVILLE,NY,14710,07,Chautauqua,7167638196,42.10429,-79.38114,"(42.10429, -79.38114)",2035,1692,216
BEMUS POINT FIRE DEPARTMENT,07002,13 ALBURTUS AVE PO BOX 306,BEMUS POINT,NY,14712,07,Chautauqua,7163866011,42.158577,-79.392522,"(42.158577, -79.392522)",2035,1694,225
BROCTON FIRE DEPARTMENT,07003,80 LAKE AVE PO BOX 457,BROCTON,NY,14716,07,Chautauqua,7167924734,42.392564,-79.44116,"(42.392564, -79.44116)",2035,1697,212
BUSTI FIRE DEPARTMENT,07004,886 MILL ROAD,JAMESTOWN,NY,14701,07,Chautauqua,7164871271,42.037701,-79.283338,"(42.037701, -79.283338)",2035,1687,232
CASSADAGA FIRE DEPARTMENT,07005,22 MILL STREET PO BOX 226,CASSADAGA,NY,14718,07,Chautauqua,7165953131,42.341653,-79.310307,"(42.341653, -79.310307)",2035,1699,208
CELORON FIRE DEPARTMENT,07006,92 DUNHAM AVENUE PO BOX 328,CELORON,NY,14720,07,Chautauqua,7164881788,42.101517,-79.283424,"(42.101517, -79.283424)",2035,1687,224
CHAUTAUQUA FIRE DEPARTMENT,07007,2 ROYAL WAY PO BOX F,CHAUTAUQUA,NY,14722,07,Chautauqua,7163572905,42.25483,-79.50418,"(42.25483, -79.50418)",2035,1731,213
CHERRY CREEK FIRE DEPARTMENT,07008,6763 MAIN STREET,CHERRY CREEK,NY,14723,07,Chautauqua,7162965757,42.293398,-79.099808,"(42.293398, -79.099808)",2035,1704,229
CLYMER FIRE DEPARTMENT,07009,8756 W MAIN STREET,CLYMER,NY,14724,07,Chautauqua,7163559954,42.020865,-79.631002,"(42.020865, -79.631002)",2035,1705,235
DEWITTVILLE FIRE DEPARTMENT,07010,5459 E LAKE RD PO BOX 28,DEWITTVILLE,NY,14728,07,Chautauqua,7167537231,42.26316,-79.41302,"(42.26316, -79.41302)",2035,1708,208
DUNKIRK FIRE DEPARTMENT,07011,311 EAGLE ST,DUNKIRK,NY,14048,07,Chautauqua,7163662577,42.484331,-79.33646,"(42.484331, -79.33646)",2035,508,228
EAST DUNKIRK FIRE DEPARTMENT,07012,10949 SOUTH ROBERTS ROAD,DUNKIRK,NY,14048,07,Chautauqua,7163662211,42.474927,-79.306002,"(42.474927, -79.306002)",2035,508,226
ELLERY CENTER FIRE DEPARTMENT,07013,4400 DUTCH HOLLOW ROAD,BEMUS POINT,NY,14712,07,Chautauqua,7163865381,42.17896,-79.343332,"(42.17896, -79.343332)",2035,1694,225
ELLINGTON FIRE DEPARTMENT,07014,769 W MAIN ST  PO BOX 59,ELLINGTON,NY,14732,07,Chautauqua,7162872168,42.21592,-79.10791,"(42.21592, -79.10791)",2035,1723,223
FALCONER FIRE DEPARTMENT,07015,101 W MAIN STREET,FALCONER,NY,14733,07,Chautauqua,7166656208,42.117123,-79.197971,"(42.117123, -79.197971)",2035,1712,224
FINDLEY LAKE FIRE DEPARTMENT,07016,10372 MAIN ST PO BOX 158,FINDLEY LAKE,NY,14736,07,Chautauqua,7167697321,42.12942,-79.7416,"(42.12942, -79.7416)",2035,1714,207
FLUVANNA FIRE DEPARTMENT,07017,3536 FLUVANNA AVE EXT,JAMESTOWN,NY,14701,07,Chautauqua,7164838505,42.11889,-79.290769,"(42.11889, -79.290769)",2035,1687,224
FORESTVILLE FIRE DEPARTMENT,07018,18 CHESTNUT ST PO BOX 299,FORESTVILLE,NY,14062,07,Chautauqua,7169654106,42.468965,-79.179586,"(42.468965, -79.179586)",2035,518,237
FREDONIA FIRE DEPARTMENT,07019,80 WEST MAIN STREET,FREDONIA,NY,14063,07,Chautauqua,7166722124,42.438063,-79.33336,"(42.438063, -79.33336)",2035,519,214
FREWSBURG FIRE DEPARTMENT,07020,88 W MAIN ST PO BOX 590,FREWSBURG,NY,14736,07,Chautauqua,7165693505,42.052705,-79.163838,"(42.052705, -79.163838)",2035,1716,231
GERRY FIRE DEPARTMENT,07021,4490 GERRY LEVNT RD POB 182,GERRY,NY,14740,07,Chautauqua,7169854648,42.192985,-79.248063,"(42.192985, -79.248063)",2035,1718,221
HARTFIELD FIRE DEPARTMENT,07022,PO BOX 182  6078 ELMWOOD RD,MAYVILLE,NY,14757,07,Chautauqua,7167532459,42.24224,-79.49711,"(42.24224, -79.49711)",2035,1731,213
IRVING FIRE DEPARTMENT,07023,12847 ERIE ST  PO BOX 357,IRVING,NY,14081,07,Chautauqua,7169344639,42.56251,-79.135982,"(42.56251, -79.135982)",2035,529,237
JAMESTOWN FIRE DEPARTMENT,07024,200 SPRING STREET,JAMESTOWN,NY,14701,07,Chautauqua,7164837598,42.095983,-79.238599,"(42.095983, -79.238599)",2035,1687,218
KENNEDY FIRE DEPARTMENT NO 1,07025,3590 DAILEY HILL ROAD,KENNEDY,NY,14747,07,Chautauqua,7162674655,42.157967,-79.102433,"(42.157967, -79.102433)",2035,1723,215
KIANTONE FIRE DEPARTMENT,07026,2318 STILLWATR FREWSBURG RD,JAMESTOWN,NY,14701,07,Chautauqua,7166645433,42.058799,-79.21246,"(42.058799, -79.21246)",2035,1687,217
LAKEWOOD FIRE DEPARTMENT,07027,37 J W PACKARD BLVD,LAKEWOOD,NY,14750,07,Chautauqua,7167633005,42.100247,-79.324943,"(42.100247, -79.324943)",2035,1725,232
LILY DALE FIRE DEPARTMENT,07028,17 EAST STREET PO BOX 245,LILY DALE,NY,14752-0245,07,Chautauqua,7165953470,42.34905,-79.32952,"(42.34905, -79.32952)",2035,1699,208
MAPLE SPRINGS FIRE DEPARTMENT,07029,PO BOX D  5385 MAPLE SPG,MAPLE SPRINGS,NY,14756,07,Chautauqua,7163862114,42.19681,-79.42209,"(42.19681, -79.42209)",2035,1730,225
MAYVILLE FIRE DEPARTMENT,07030,1 S ERIE ST PO BOX 2,MAYVILLE,NY,14757,07,Chautauqua,7167532322,42.253905,-79.504809,"(42.253905, -79.504809)",2035,1731,213
PANAMA FIRE DEPARTMENT,07031,27 E MAIN ST  PO BOX 57,PANAMA,NY,14769,07,Chautauqua,7167822345,42.074997,-79.480151,"(42.074997, -79.480151)",2035,1733,219
PORTLAND FIRE DEPT,07032,6481 W MAIN RD PO BOX 229,PORTLAND,NY,14769-0229,07,Chautauqua,7167929296,42.375112,-79.478238,"(42.375112, -79.478238)",2035,1734,212
RIPLEY FIRE DEPARTMENT,07033,15 SOUTH STATE ST,RIPLEY,NY,14775,07,Chautauqua,7167362001,42.265369,-79.709523,"(42.265369, -79.709523)",2035,1738,211
SHERIDAN FIRE DEPARTMENT,07034,2800 ROUTE 20 PO BOX 122,SHERIDAN,NY,14135,07,Chautauqua,7166791212,42.48687,-79.23661,"(42.48687, -79.23661)",2035,2,210
SHERMAN FIRE DEPARTMENT,07035,PO BOX 574  122 PARK ST,SHERMAN,NY,14781,07,Chautauqua,7167616700,42.160705,-79.595068,"(42.160705, -79.595068)",2035,1742,209
SILVER CREEK FIRE DEPARTMENT,07036,172 CENTRAL AVE PO BOX 70,SILVER CREEK,NY,14136,07,Chautauqua,7169343036,42.545033,-79.169914,"(42.545033, -79.169914)",2035,2,237
SINCLAIRVILLE FIRE DEPARTMENT,07037,30 MAIN ST PO BOX 403,SINCLAIRVILLE,NY,14782,07,Chautauqua,7169622025,42.263965,-79.258937,"(42.263965, -79.258937)",2035,1743,220
STOCKTON FIRE DEPARTMENT,07038,7243 ROUTE 380 PO BOX 12,STOCKTON,NY,14784,07,Chautauqua,7165953068,42.31556,-79.38198,"(42.31556, -79.38198)",2035,1745,208
SUNSET BAY FIRE DEPARTMENT,07039,12798 ALLEGANY ROAD,IRVING,NY,14081,07,Chautauqua,7169344880,42.560755,-79.131909,"(42.560755, -79.131909)",2035,529,237
WEST DUNKIRK FIRE DEPARTMENT,07040,4741 WILLOW ROAD,DUNKIRK,NY,14048,07,Chautauqua,7163661231,42.464089,-79.368298,"(42.464089, -79.368298)",2035,508,226
WESTFIELD FIRE DEPARTMENT,07041,20 CLINTON STREET,WESTFIELD,NY,14787,07,Chautauqua,7163262661,42.323651,-79.577671,"(42.323651, -79.577671)",2035,1746,205
HANOVER FIRE DEPARTMENT,07042,11919 HANOVER ROAD,SILVER CREEK,NY,14136,07,Chautauqua,7169347389,42.517845,-79.131708,"(42.517845, -79.131708)",2035,2,237
BALDWIN FIRE DEPARTMENT,08002,460 BREESPORT-N CHEMUNG RD,LOWMAN,NY,14861,08,Chemung,6077343068,42.088247,-76.700091,"(42.088247, -76.700091)",2036,51,490
BIG FLATS FIRE DEPARTMENT,08003,PO BOX 28  505 MAPLE STREET,BIG FLATS,NY,14814,08,Chemung,6075623063,42.14106,-76.933014,"(42.14106, -76.933014)",2036,1760,492
BREESPORT FIRE DEPARTMENT,08004,3 JACKSON AVENUE PO BOX A,BREESPORT,NY,14816,08,Chemung,6077391953,42.18075,-76.73351,"(42.18075, -76.73351)",2036,1777,481
CHEMUNG VOLUNTEER FIRE DEPT,08005,679 MAIN STREET,CHEMUNG,NY,14825,08,Chemung,6075293233,42.05116,-76.6233,"(42.05116, -76.6233)",2036,1771,489
ELMIRA FIRE DEPARTMENT,08006,101-109 WEST SECOND STREET,ELMIRA,NY,14901,08,Chemung,6077375700,42.091892,-76.807425,"(42.091892, -76.807425)",2036,926,483
ELMIRA HEIGHTS FIRE DEPARTMENT,08007,215 ELMWOOD AVENUE,ELMIRA HEIGHTS,NY,13094,08,Chemung,6077336580,42.127812,-76.82168,"(42.127812, -76.82168)",2036,927,481
ERIN FIRE DEPARTMENT,08008,1462 BREESPORT ROAD,ERIN,NY,14838,08,Chemung,6077393417,42.185947,-76.666193,"(42.185947, -76.666193)",2036,1777,482
GOLDEN GLOW FIRE DEPT,08009,39 ALVORD DR PO BOX 3045,ELMIRA,NY,14902,08,Chemung,6077344474,42.084094,-76.872496,"(42.084094, -76.872496)",2036,929,492
HORSEHEADS FIRE DEPARTMENT,08010,134 N MAIN STREET,HORSEHEADS,NY,14845,08,Chemung,6077395045,42.169087,-76.822292,"(42.169087, -76.822292)",2036,1783,481
MILLPORT FIRE DEPARTMENT,08011,2016 CRESCENT ST  PO BOX A,MILLPORT,NY,14864,08,Chemung,6077391030,42.265533,-76.835538,"(42.265533, -76.835538)",2036,52,478
PINE CITY FIRE DEPARTMENT,08012,1463 PENNSYLVANIA AV POB 72,PINE CITY,NY,14871,08,Chemung,6077336941,42.040915,-76.859952,"(42.040915, -76.859952)",2036,57,480
SOUTHPORT FIRE DEPARTMENT,08014,1001 CARL STREET,ELMIRA,NY,14904,08,Chemung,6077337599,42.059441,-76.809013,"(42.059441, -76.809013)",2036,928,480
TOMPKINS CORNERS FIRE DEPARTMENT,08015,422 CHAMBERS RD,HORSEHEADS,NY,14845,08,Chemung,6077397415,42.204287,-76.88921,"(42.204287, -76.88921)",2036,1783,491
TOWN AND COUNTRY FIRE DEPARTMENT,08016,130 GARDNER ROAD,HORSEHEADS,NY,14845,08,Chemung,6077397134,42.167265,-76.832156,"(42.167265, -76.832156)",2036,1783,481
VAN ETTEN FIRE DEPARTMENT,08017,2 HIXSON STREET  PO BOX 88,VAN ETTEN,NY,14889,08,Chemung,6075894530,42.198579,-76.55134,"(42.198579, -76.55134)",2036,918,479
WEBB MILLS FIRE DEPARTMENT,08018,PO BOX 97,PINE CITY,NY,14871,08,Chemung,6077321028,42.03588,-76.87267,"(42.03588, -76.87267)",2036,57,480
WELLSBURG FIRE DEPARTMENT,08019,3661 FRONT STREET PO BOX 23,WELLSBURG,NY,14894,08,Chemung,6077347628,42.02112,-76.76891,"(42.02112, -76.76891)",2036,922,493
WEST HILL FIRE DEPARTMENT,08020,471 WEST HILL ROAD,ELMIRA,NY,14903,08,Chemung,6077333346,42.116834,-76.864283,"(42.116834, -76.864283)",2036,927,492
EAST HILL FIRE DEPARTMENT,08022,266 JERUSALEM HILL ROAD,ELMIRA,NY,14901,08,Chemung,6077345535,42.083858,-76.760796,"(42.083858, -76.760796)",2036,926,484
WEST ELMIRA FIRE DEPT,08023,1299 WEST WATER STREET,ELMIRA,NY,14905,08,Chemung,6077342204,42.077852,-76.845352,"(42.077852, -76.845352)",2036,929,484
VAN ETTEN TOWN FIRE DEPARTMENT,08024,PO BOX 67,VAN ETTEN,NY,14889,08,Chemung,,,,,,,
AFTON FIRE DEPARTMENT,09001,15 SPRING STREET,AFTON,NY,13730,09,Chenango,6076391848,42.228585,-75.527079,"(42.228585, -75.527079)",2037,1625,280
BAINBRIDGE FIRE DEPARTMENT,09002,22 WEST MAIN,BAINBRIDGE,NY,13733,09,Chenango,6079673281,42.294085,-75.48035,"(42.294085, -75.48035)",2037,1628,279
BORDEN HOSE FIRE DEPARTMENT,09003,PO BOX 197,MT UPTON,NY,13809,09,Chenango,6077648517,42.39255,-75.40072,"(42.39255, -75.40072)",2037,441,111
BRISBEN FIRE DEPARTMENT,09004,2716 STATE HIGHWAY 12,BRISBEN,NY,13830,09,Chenango,6076568130,42.4291,-75.62265,"(42.4291, -75.62265)",2037,451,269
COVENTRY FIRE DEPARTMENT,09005,109 NORTH ROAD,GREENE,NY,13778,09,Chenango,6076568071,42.316654,-75.63854,"(42.316654, -75.63854)",2037,393,278
GENEGANTSLET FIRE DEPARTMENT,09007,PO BOX 151,SMITHVILLE FLATS,NY,13841,09,Chenango,6076564382,42.39885,-75.83935,"(42.39885, -75.83935)",2037,458,265
GUILFORD FIRE DEPARTMENT,09008,110 MECHANIC STREET,GUILFORD,NY,13780,09,Chenango,6078956814,42.404721,-75.491374,"(42.404721, -75.491374)",2037,394,111
GREENE FIRE DEPARTMENT,09009,8 NORTH CANAL STREET,GREENE,NY,13778,09,Chenango,6076569724,42.330905,-75.77073,"(42.330905, -75.77073)",2037,393,276
MC DONOUGH FIRE DEPARTMENT,09010,PO BOX 99,MC DONOUGH,NY,13801,09,Chenango,6076475308,42.50227,-75.77655,"(42.50227, -75.77655)",2037,434,272
NORWICH FIRE DEPARTMENT,09011,31 EAST MAIN STREET,NORWICH,NY,13815,09,Chenango,6073343411,42.531471,-75.521233,"(42.531471, -75.521233)",2037,446,273
NORTH NORWICH FIRE DEPARTMENT,09012,108 BEACH LANE BOX X,NORTH NORWICH,NY,13814,09,Chenango,6073347340,42.61792,-75.52279,"(42.61792, -75.52279)",2037,446,274
NEW BERLIN FIRE DEPARTMENT,09013,PO BOX T,NEW BERLIN,NY,13411,09,Chenango,6078478516,42.6244,-75.33074,"(42.6244, -75.33074)",2037,1273,275
OXFORD FIRE DEPARTMENT,09014,20 MAIN STREET PO BOX 570,OXFORD,NY,13830,09,Chenango,6078437951,42.4291,-75.62265,"(42.4291, -75.62265)",2037,451,269
PRESTON FIRE DEPARTMENT,09015,124 CTY RD 19,OXFORD,NY,13830,09,Chenango,6073361013,42.46151,-75.62572,"(42.46151, -75.62572)",2037,451,267
PLYMOUTH FIRE DEPARTMENT,09016,3461 STATE RTE 23 PO BX 112,PLYMOUTH,NY,13832,09,Chenango,6073343049,42.65984,-75.6709,"(42.65984, -75.6709)",2037,452,248
SHERBURNE FIRE DEPARTMENT,09017,15 WEST STATE STREET,SHERBURNE,NY,13460,09,Chenango,6076749560,42.678275,-75.499937,"(42.678275, -75.499937)",2037,1373,266
SMYRNA FIRE DEPARTMENT,09018,1 EAST MAIN STREET,SMYRNA,NY,13464,09,Chenango,6076276222,42.67687,-75.61705,"(42.67687, -75.61705)",2037,1375,248
SOUTH NEW BERLIN FIRE DEPT,09019,PO BOX 164,SOUTH NEW BERLIN,NY,13843,09,Chenango,6078592284,42.53002,-75.38608,"(42.53002, -75.38608)",2037,460,275
SOUTH OTSELIC FIRE DEPARTMENT,09020,1577 STATE HWY 26 PO BOX 41,SOUTH OTSELIC,NY,13155,09,Chenango,3156534455,42.65152,-75.77114,"(42.65152, -75.77114)",2037,692,270
PHARSALIA FIRE DEPARTMENT,09023,838 COUNTY ROAD 10,EAST PHARSALIA,NY,13758,09,Chenango,6076475772,42.50227,-75.77655,"(42.50227, -75.77655)",2037,434,272
ALTONA FIRE DEPARTMENT,10002,PO BX 36  480 DEVILS DEN RD,ALTONA,NY,12910,10,Clinton,5182367223,44.886813,-73.655651,"(44.886813, -73.655651)",2038,204,16
BEEKMANTOWN FIRE DEPARTMENT,10004,6973 STATE ROUTE 22,WEST CHAZY,NY,12992,10,Clinton,5185634303,44.70092,-73.46677,"(44.70092, -73.46677)",2038,202,5
NORTH HOOSICK FIRE DEPARTMENT,42023,PO BOX 94,NORTH HOOSICK,NY,12133,42,Rensselaer,5186865322,,,,,,
CADYVILLE FIRE DEPARTMENT,10005,PO BOX 97   2122 ROUTE 3,CADYVILLE,NY,12918,10,Clinton,5182938326,44.68187,-73.6683,"(44.68187, -73.6683)",2038,211,2
CHAMPLAIN FIRE DEPARTMENT,10006,612 ELM STREET PO BOX 489,CHAMPLAIN,NY,12919,10,Clinton,5182985500,44.986091,-73.44157,"(44.986091, -73.44157)",2038,212,9
CHAZY FIRE DEPARTMENT,10007,9666 ROUTE 9,CHAZY,NY,12921,10,Clinton,5188467326,44.86955,-73.45399,"(44.86955, -73.45399)",2038,337,14
DANNEMORA VILLAGE FIRE DEPT,10008,163 EMMONS ST PO BOX 123,DANNEMORA,NY,12929,10,Clinton,5184922202,44.722082,-73.724254,"(44.722082, -73.724254)",2038,221,11
CUMBERLAND HEAD FIRE DEPARTMENT,10009,38 FIREHOUSE LANE,PLATTSBURGH,NY,12901,10,Clinton,5185616515,44.723861,-73.417963,"(44.723861, -73.417963)",2038,202,3
ELLENBURG CENTER FIRE DEPARTMENT,10012,1 CHURCH STREET PO BOX 1,ELLENBURG CENTER,NY,12934,10,Clinton,5185943850,44.864449,-73.894774,"(44.864449, -73.894774)",2038,225,10
CAIRO HOSE FIRE DEPARTMENT,20004,BOX 500,CAIRO,NY,12413,20,Greene,5186223112,42.30163,-73.99801,"(42.30163, -73.99801)",2087,88,778
ELLENBURG DEPOT FIRE DEPARTMENT,10013,5035 ROUTE 11,ELLENBURG DEPOT,NY,12935,10,Clinton,5185947010,44.86069,-73.78495,"(44.86069, -73.78495)",2038,226,10
KEESEVILLE FIRE DEPARTMENT,10014,8 PLEASANT STREET,KEESEVILLE,NY,12944,10,Clinton,5188349053,44.508275,-73.480493,"(44.508275, -73.480493)",2038,273,18
LYON MOUNTAIN FIRE DEPARTMENT,10015,9 FIREHOUSE RD PO BOX 145,LYON MOUNTAIN,NY,12952,10,Clinton,5187354334,44.72577,-73.95432,"(44.72577, -73.95432)",2038,277,11
MOOERS FIRE DEPARTMENT,10016,2508 RT 11    MAIN STREET,MOOERS,NY,12958,10,Clinton,5182365311,44.95898,-73.58159,"(44.95898, -73.58159)",2038,282,6
MORRISONVILLE FIRE DEPARTMENT,10017,PO BOX 207  1927 RTE 22B,MORRISONVILLE,NY,12962,10,Clinton,5185631112,44.694264,-73.56376,"(44.694264, -73.56376)",2038,286,1
PERU FIRE DEPARTMENT,10018,753 BEAR SWAMP RD PO BX 635,PERU,NY,12972,10,Clinton,5186439271,44.57674,-73.5165,"(44.57674, -73.5165)",2038,293,8
PLATTSBURGH FIRE DEPARTMENT,10019,65 CORNELIA STREET,PLATTSBURGH,NY,12901,10,Clinton,5185612347,44.699168,-73.45663,"(44.699168, -73.45663)",2038,202,5
ROUSES POINT FIRE DEPARTMENT,10021,48 LAKE STREET,ROUSES POINT,NY,12979,10,Clinton,5182975502,44.995546,-73.36531,"(44.995546, -73.36531)",2038,300,9
SARANAC FIRE DEPARTMENT,10022,PO BOX 130  3277 RTE 3,SARANAC,NY,12981,10,Clinton,5182938290,44.666,-73.76888,"(44.666, -73.76888)",2038,302,2
SOUTH PLATTSBURGH FIRE DEPT,10023,PO BOX 2009,PLATTSBURGH,NY,12901,10,Clinton,5187260058,44.651673,-73.444811,"(44.651673, -73.444811)",2038,202,3
WEST CHAZY FIRE DEPARTMENT,10024,7656 RT 22 PO BOX 185,WEST CHAZY,NY,12992,10,Clinton,5184934995,44.812264,-73.506217,"(44.812264, -73.506217)",2038,337,14
CHURUBUSCO FIRE DEPARTMENT,10025,1301 CLINTON MLS RD POB 26,CHURUBUSCO,NY,12923,10,Clinton,5184976623,44.954264,-73.927407,"(44.954264, -73.927407)",2038,216,13
PLATTSBURG FD DISTRICT #3,10026,128 WALLACE HILL ROAD,PLATTSBURGH,NY,12901,10,Clinton,5185617370,44.720352,-73.48622,"(44.720352, -73.48622)",2038,202,3
ANCRAM FIRE DEPARTMENT,11001,BOX 114,ANCRAM,NY,12502,11,Columbia,5183293430,42.06411,-73.6628,"(42.06411, -73.6628)",619,946,526
CANAAN FIRE DEPARTMENT,11003,PO BOX 207,CANAAN,NY,12029,11,Columbia,5187814787,42.40609,-73.4299,"(42.40609, -73.4299)",619,1155,530
CHATHAM FIRE DEPARTMENT,11004,10 HOFFMAN AVENUE,CHATHAM,NY,12037,11,Columbia,5183922751,42.358261,-73.600431,"(42.358261, -73.600431)",619,1161,525
EAST CHATHAM FIRE DEPARTMENT,11005,43 ALESSI ROAD,OLD CHATHAM,NY,12136,11,Columbia,5183929469,42.410407,-73.523906,"(42.410407, -73.523906)",619,1185,529
NORTH CHATHAM FIRE DEPARTMENT,11006,PO BOX 132,NORTH CHATHAM,NY,12132,11,Columbia,5187663366,42.476245,-73.626889,"(42.476245, -73.626889)",619,1301,529
CHURCHTOWN FIRE DEPARTMENT,11007,PO BOX 655,CLAVERACK,NY,12513,11,Columbia,5188512227,42.24822,-73.77092,"(42.24822, -73.77092)",619,977,515
CLAVERACK FIRE DEPARTMENT,11008,DRAWER A,CLAVERACK,NY,12513,11,Columbia,5188519869,42.21772,-73.70847,"(42.21772, -73.70847)",619,958,7
CLERMONT FIRE DEPARTMENT,11009,65 FIRE HOUSE ROAD,GERMANTOWN,NY,12526,11,Columbia,5185374803,42.090639,-73.894796,"(42.090639, -73.894796)",619,970,4
COPAKE FIRE DEPARTMENT,11010,390 CENTER HILL ROAD,COPAKE,NY,12516,11,Columbia,5183294464,42.09881,-73.56392,"(42.09881, -73.56392)",619,961,528
CRARYVILLE FIRE DEPARTMENT,11011,PO BOX 350,CRARYVILLE,NY,12521,11,Columbia,5183254888,42.16636,-73.64881,"(42.16636, -73.64881)",619,965,521
GERMANTOWN FIRE DEPARTMENT,11013,PO BOX 331,GERMANTOWN,NY,12526,11,Columbia,5185375735,42.133057,-73.884509,"(42.133057, -73.884509)",619,970,527
GHENT FIRE DEPARTMENT,11014,PO BOX 32,GHENT,NY,12075,11,Columbia,5183923838,42.326275,-73.61947,"(42.326275, -73.61947)",619,1223,525
GREENPORT FIRE DEPARTMENT,11015,129 MIDDLE ROAD,HUDSON,NY,12534,11,Columbia,5188281719,42.24822,-73.77092,"(42.24822, -73.77092)",619,977,515
HILLSDALE FIRE DEPARTMENT,11016,9387 STATE RTE 22,HILLSDALE,NY,12529,11,Columbia,5183253098,42.184355,-73.517719,"(42.184355, -73.517719)",619,973,517
HUDSON FIRE DEPARTMENT,11017,520 WARREN STREET,HUDSON,NY,12534,11,Columbia,5188229752,42.24822,-73.77092,"(42.24822, -73.77092)",619,977,515
KINDERHOOK FIRE DEPARTMENT,11018,39 CHATHAM STREET,KINDERHOOK,NY,12106,11,Columbia,5187589220,42.399075,-73.696028,"(42.399075, -73.696028)",619,1239,524
