"unique_case_id","electric_utility","county","region","climate_zone","kwh_category","therm_category","data_origin","survey_method","case_disposition","construction_type","dwelling_type","recruitment","survey_weight","utility_electric","homes_owned_in_county","purpose_of_home","home_electric_provider","familiarity_with_energy_star","natural_gas_inclusion","natural_gas_provider","natural_gas_available_in_street","interest_in_natural_gas_conversion","fuel_oil_inclusion","propane_inclusion","efficiency_program_participation_in_past_five_years","past_insulation_or_weatherization","past_heating","past_air_conditioning","past_lighting","past_water_heating","past_clothes_washer","past_appliances","past_refrigeration","past_other_equipment","non_participation_awareness","non_participation_not_needed","non_participation_initiation","non_participation_high_cost","non_participation_low_bills","non_participation_rent","non_particpation_other","non_participation_too_busy","non_participation_new_residence","future_insulation_or_weatherization","future_heating","future_air_conditioning","future_water_heating","future_clothes_washer","future_appliances","future_none","desired_insulation_or_weatherization","desired_heating","desired_air_conditioning","desired_water_heating","desired_clothes_washer","desired_appliances","desired_none","annual_electricity_cost","electricity_consumption_rate","number_of_people_age_5","number_of_people_age_6_17","number_of_people_age_18_24","number_of_people_age_25_34","number_of_people_age_35_44","number_of_people_age_45_54","number_of_people_age_55_64","number_of_people_age_65","highest_education_level","household_income_2012","gender"
"MH63372","O&R","Rockland","Mid-Hudson","Climate zone 5",,,"Tax record data","Phone complete","Phone complete","New Construction - built 2012 or later","Single family","Not recruited","10.83","Programmed Skip","1","Occupy this home at least part of the year","Orange & Rockland (O&R)","Somewhat familiar","Programmed Skip","Programmed Skip","Dont know","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","$4,000 or more","21858 kWh or more","2","6","0","0","2","0","0","0","High school graduate or equivalent (e.g., GED)","Refused","Female"
"MV60832","National Grid","Oneida","Mohawk Valley","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not recruited","10.99","Programmed Skip","1","Occupy this home at least part of the year","National Grid","Somewhat familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","$501 - $1000","2737 kWh to 5470 kWh","0","0","0","2","0","0","0","0","Trade or technical school (e.g. Associate's degree)","$35,000 to less than $50,000","Male"
"MH20623","Central Hudson","Dutchess","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Programmed Skip","Yes","No","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","1","Some college, no degree","$25,000 to less than $30,000","Male"
"FL33598","RG&E","Monroe","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Pay directly to natural gas company","Rochester Gas & Electric Corporation","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","1","0","0","0","0","College degree (e.g. Bachelor's degree)","$35,000 to less than $50,000","Female"
"WN35610","National Grid","Erie","Western New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","2","0","0","1","0","0","0","College degree (e.g. Bachelor's degree)","$25,000 to less than $30,000","Female"
"MH63056","O&R","Rockland","Mid-Hudson","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not recruited","10.83","Programmed Skip","1","Occupy this home at least part of the year","Orange & Rockland (O&R)","Somewhat familiar","Programmed Skip","Ambit New York, LLC","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","$2,001 - $2,500","10934 kWh to 13667 kWh","2","0","0","0","2","0","0","0","College degree (e.g. Bachelor's degree)","Refused","Male"
"MV61424","NYSEG","Otsego","Mohawk Valley","Climate zone 6",,,"Tax record data","Phone complete","Phone complete","New Construction - built 2012 or later","Single family","Not recruited","10.99","Programmed Skip","1","Occupy this home at least part of the year","New York State Electric and Gas (NYSEG)","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","$500 or less","2737 kWh or less","0","0","0","0","0","0","0","2","Graduate degree (e.g. Masters or Doctorate degree)","$50,000 to less than $75,000","Female"
"CD12258","National Grid","Schenectady","Capital District","Climate zone 5","6,001 to 12,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","1","1","0","2","0","0","0","College degree (e.g. Bachelor's degree)","Refused","Female"
"MH15382","O&R","Rockland","Mid-Hudson","Climate zone 5","20,000 kWh or more","2,100 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Other, specify","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","2","0","0","0","2","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$200,000 or more","Male"
"NY14117","ConEd","Richmond","New York City","Climate zone 4","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","2","0","0","Some graduate school","Refused","Refused"
"MV17022","National Grid","Oneida","Mohawk Valley","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Recruited","911.98","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","0","2","0","High school graduate or equivalent (e.g., GED)","$25,000 to less than $30,000","Male"
"CN51628","National Grid","Oswego","Central New York","Climate zone 5","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","1","0","2","0","1","1","0","0","Some college, no degree","$50,000 to less than $75,000","Male"
"WN62220","NYSEG","Niagara","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Recruited","10.83","Programmed Skip","1","Occupy this home at least part of the year","New York State Electric and Gas (NYSEG)","Somewhat familiar","Programmed Skip","New York State Electric & Gas Corporation","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","$501 - $1000","2737 kWh to 5470 kWh","0","0","0","0","2","0","0","0","Some graduate school","$100,000 to less than $150,000","Female"
"MV17694","National Grid","Montgomery","Mohawk Valley","Climate zone 6","2,501 to 6,000 kWh","2,100 or more therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Recruited","911.98","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Pay directly to natural gas company","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","1","0","0","0","0","1","0","High school graduate or equivalent (e.g., GED)","Less than $25,000","Male"
"MV32594","NYSEG","Oneida","Mohawk Valley","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","911.98","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","New York State Electric & Gas Corporation","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","1","0","0","Some college, no degree","$35,000 to less than $50,000","Female"
"CN61128","National Grid","Onondaga","Central New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Recruited","10.83","Programmed Skip","2","Occupy this home at least part of the year","National Grid","Very familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","$1,001 - $1,500","5470 kWh to 8202 kWh","0","2","0","0","1","1","0","0","College degree (e.g. Bachelor's degree)","$100,000 to less than $150,000","Male"
"MV61052","National Grid","Oneida","Mohawk Valley","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Recruited","10.99","Programmed Skip","1","Occupy this home at least part of the year","National Grid","Somewhat familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","$1,001 - $1,500","5470 kWh to 8202 kWh","1","2","0","0","2","0","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$75,000 to less than $100,000","Male"
"FL60072","National Grid","Genesee","Finger Lakes","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Recruited","10.83","Programmed Skip","1","Occupy this home at least part of the year","National Grid","Somewhat familiar","Programmed Skip","Programmed Skip","Dont know","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","$1,001 - $1,500","5470 kWh to 8202 kWh","0","1","0","0","1","1","0","0","Some college, no degree","$50,000 to less than $75,000","Female"
"WN39047","NYSEG","Erie","Western New York","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","National Fuel Gas Distribution Corporation","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","2","High school graduate or equivalent (e.g., GED)","$35,000 to less than $50,000","Male"
"CN39581","National Grid","Onondaga","Central New York","Climate zone 5","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Programmed Skip","3406.4","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","Programmed Skip","Dont know","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Programmed Skip","Programmed Skip","0","0","0","1","0","0","0","0","Graduate degree (e.g. Masters or Doctorate degree)","Less than $25,000","Female"
"CN26907","National Grid","Cortland","Central New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","New York State Electric & Gas Corporation","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","0","2","0","0","0","Trade or technical school (e.g. Associate's degree)","$35,000 to less than $50,000","Female"
"NC50650","National Grid","St. Lawrence","North Country","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","911.98","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","St. Lawrence Gas Company, Inc.","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","2","0","0","0","2","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$100,000 to less than $150,000","Male"
"MH52891","ConEd","Westchester","Mid-Hudson","Climate zone 4","6,001 to 12,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Consolidated Edison Company Of N Y, Inc.","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","1","2","0","0","2","0","0","College degree (e.g. Bachelor's degree)","$200,000 or more","Male"
"NY49249","ConEd","King (Brooklyn)","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Natural gas included in rent or condo fee","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Programmed Skip","Programmed Skip","2","0","0","0","0","2","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$100,000 to less than $150,000","Male"
"CD24195","National Grid","Albany","Capital District","Climate zone 5","12,001 to 20,000 kWh","1,200 to 1,500 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Somewhat familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","2","Some graduate school","$75,000 to less than $100,000","Male"
"FL36852","NYSEG","Yates","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","1835.55","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","0","Graduate degree (e.g. Masters or Doctorate degree)","Refused","Male"
"NY54333","ConEd","Queens","New York City","Climate zone 4","6,001 to 12,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","Consolidated Edison Company Of N Y, Inc.","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","No","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","0","0","2","0","0","2","0","0","Graduate degree (e.g. Masters or Doctorate degree)","$150,000 to less than $200,000","Male"
"LI28162","LIPA","Nassau","Long Island","Climate zone 4","501 to 2,500 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Recruited","4612.94","Yes","Programmed Skip","Programmed Skip","Programmed Skip","Very familiar","Programmed Skip","National Grid","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Programmed Skip","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Programmed Skip","Programmed Skip","0","0","0","0","0","0","0","1","High school graduate or equivalent (e.g., GED)","$50,000 to less than $75,000","Male"
