"year","region","naics_code","industry","jobs"
"2018","Finger Lakes","21","Mining, Quarrying, and Oil and Gas Extraction","707"
"2018","Finger Lakes","22","Utilities","1771"
"2018","Finger Lakes","23","Construction","22100"
"2018","Finger Lakes","31-33","Manufacturing","63446"
"2018","Finger Lakes","42","Wholesale Trade","17410"
"2018","Finger Lakes","44-45","Retail Trade","61061"
"2018","Finger Lakes","48-49","Transportation and Warehousing","10781"
"2018","Finger Lakes","51","Information","8064"
"2018","Finger Lakes","52","Finance and Insurance","15229"
"2018","Finger Lakes","53","Real Estate and Rental and Leasing","7453"
"2018","Finger Lakes","54","Professional, Scientific, and Technical Services","27609"
"2018","Finger Lakes","55","Management of Companies and Enterprises","10514"
"2018","Finger Lakes","56","Administrative and Support and Waste Management and Remediation Services","30716"
"2018","Finger Lakes","61","Educational Services","29924"
"2018","Finger Lakes","62","Health Care and Social Assistance","88242"
"2018","Finger Lakes","71","Arts, Entertainment, and Recreation","9727"
"2018","Finger Lakes","72","Accommodation and Food Services","43378"
"2018","Finger Lakes","81","Other Services (except Public Administration)","17554"
"2018","Finger Lakes","90","Government","86944"
"2018","Finger Lakes","99","Unclassified Industry","399"
"2018","Long Island","11","Agriculture, Forestry, Fishing and Hunting","2767"
"2018","Long Island","21","Mining, Quarrying, and Oil and Gas Extraction","198"
"2018","Long Island","22","Utilities","4647"
"2018","Long Island","23","Construction","80668"
"2018","Long Island","31-33","Manufacturing","70493"
"2018","Long Island","42","Wholesale Trade","63521"
"2018","Long Island","44-45","Retail Trade","159509"
"2018","Long Island","48-49","Transportation and Warehousing","35195"
"2018","Long Island","51","Information","16697"
"2018","Long Island","52","Finance and Insurance","49412"
"2018","Long Island","53","Real Estate and Rental and Leasing","18215"
"2018","Long Island","54","Professional, Scientific, and Technical Services","77819"
"2018","Long Island","55","Management of Companies and Enterprises","15334"
"2018","Long Island","56","Administrative and Support and Waste Management and Remediation Services","72319"
"2018","Long Island","61","Educational Services","30373"
"2018","Long Island","62","Health Care and Social Assistance","228400"
"2018","Long Island","71","Arts, Entertainment, and Recreation","23649"
"2018","Long Island","72","Accommodation and Food Services","103946"
"2018","Long Island","81","Other Services (except Public Administration)","56269"
"2018","Long Island","90","Government","182026"
"2018","Long Island","99","Unclassified Industry","2753"
"2018","Mid-Hudson","11","Agriculture, Forestry, Fishing and Hunting","3864"
"2018","Mid-Hudson","21","Mining, Quarrying, and Oil and Gas Extraction","807"
"2018","Mid-Hudson","22","Utilities","5505"
"2018","Mid-Hudson","23","Construction","53728"
"2018","Mid-Hudson","31-33","Manufacturing","43056"
"2018","Mid-Hudson","42","Wholesale Trade","30512"
"2018","Mid-Hudson","44-45","Retail Trade","114748"
"2018","Mid-Hudson","48-49","Transportation and Warehousing","26732"
"2018","Mid-Hudson","51","Information","14326"
"2018","Mid-Hudson","52","Finance and Insurance","27882"
"2018","Mid-Hudson","53","Real Estate and Rental and Leasing","16675"
"2018","Mid-Hudson","54","Professional, Scientific, and Technical Services","45411"
"2018","Mid-Hudson","55","Management of Companies and Enterprises","12733"
"2018","Mid-Hudson","56","Administrative and Support and Waste Management and Remediation Services","49207"
"2018","Mid-Hudson","61","Educational Services","33377"
"2018","Mid-Hudson","62","Health Care and Social Assistance","166390"
"2018","Mid-Hudson","71","Arts, Entertainment, and Recreation","19486"
"2018","Mid-Hudson","72","Accommodation and Food Services","74118"
"2018","Mid-Hudson","81","Other Services (except Public Administration)","41593"
"2018","Mid-Hudson","90","Government","147452"
"2018","Mid-Hudson","99","Unclassified Industry","1840"
"2018","Mohawk Valley","11","Agriculture, Forestry, Fishing and Hunting","838"
"2018","Mohawk Valley","21","Mining, Quarrying, and Oil and Gas Extraction","312"
"2018","Mohawk Valley","22","Utilities","507"
"2018","Mohawk Valley","23","Construction","5068"
"2018","Mohawk Valley","31-33","Manufacturing","17792"
"2018","Mohawk Valley","42","Wholesale Trade","4346"
"2018","Mohawk Valley","44-45","Retail Trade","22395"
"2018","Mohawk Valley","48-49","Transportation and Warehousing","8152"
"2018","Mohawk Valley","51","Information","2281"
"2018","Mohawk Valley","52","Finance and Insurance","7584"
"2018","Mohawk Valley","53","Real Estate and Rental and Leasing","1167"
"2018","Mohawk Valley","54","Professional, Scientific, and Technical Services","4879"
"2018","Mohawk Valley","55","Management of Companies and Enterprises","1152"
"2018","Mohawk Valley","56","Administrative and Support and Waste Management and Remediation Services","4521"
"2018","Mohawk Valley","61","Educational Services","4136"
"2018","Mohawk Valley","62","Health Care and Social Assistance","39323"
"2018","Mohawk Valley","71","Arts, Entertainment, and Recreation","2511"
"2018","Mohawk Valley","72","Accommodation and Food Services","15357"
"2018","Mohawk Valley","81","Other Services (except Public Administration)","5605"
"2018","Mohawk Valley","90","Government","43247"
"2018","Mohawk Valley","99","Unclassified Industry","120"
"2018","New York, area not reported","11","Agriculture, Forestry, Fishing and Hunting","182"
"2018","New York, area not reported","21","Mining, Quarrying, and Oil and Gas Extraction","57"
"2018","New York, area not reported","22","Utilities","381"
"2018","New York, area not reported","23","Construction","10645"
"2018","New York, area not reported","31-33","Manufacturing","2260"
"2018","New York, area not reported","42","Wholesale Trade","23340"
"2018","New York, area not reported","44-45","Retail Trade","7471"
"2018","New York, area not reported","48-49","Transportation and Warehousing","2799"
"2018","New York, area not reported","51","Information","11261"
"2018","New York, area not reported","52","Finance and Insurance","9019"
"2018","New York, area not reported","53","Real Estate and Rental and Leasing","1831"
"2018","New York, area not reported","54","Professional, Scientific, and Technical Services","27397"
"2018","New York, area not reported","55","Management of Companies and Enterprises","4575"
"2018","New York, area not reported","56","Administrative and Support and Waste Management and Remediation Services","30025"
"2018","New York, area not reported","61","Educational Services","2588"
"2018","New York, area not reported","62","Health Care and Social Assistance","8501"
"2018","New York, area not reported","71","Arts, Entertainment, and Recreation","2011"
"2018","New York, area not reported","72","Accommodation and Food Services","3978"
"2018","New York, area not reported","81","Other Services (except Public Administration)","4972"
"2018","New York, area not reported","90","Government","3015"
"2018","New York, area not reported","99","Unclassified Industry","3337"
"2018","New York City","11","Agriculture, Forestry, Fishing and Hunting","391"
"2018","New York City","21","Mining, Quarrying, and Oil and Gas Extraction","40"
"2018","New York City","22","Utilities","15320"
"2018","New York City","23","Construction","154296"
"2018","New York City","31-33","Manufacturing","69892"
"2018","New York City","42","Wholesale Trade","131748"
"2018","New York City","44-45","Retail Trade","346212"
"2018","New York City","48-49","Transportation and Warehousing","123804"
"2018","New York City","51","Information","195670"
"2018","New York City","52","Finance and Insurance","333263"
"2018","New York City","53","Real Estate and Rental and Leasing","133095"
"2018","New York City","54","Professional, Scientific, and Technical Services","402532"
"2018","New York City","55","Management of Companies and Enterprises","71039"
"2018","New York City","56","Administrative and Support and Waste Management and Remediation Services","253768"
"2018","New York City","61","Educational Services","186079"
"2018","New York City","62","Health Care and Social Assistance","743075"
"2018","New York City","71","Arts, Entertainment, and Recreation","92426"
"2018","New York City","72","Accommodation and Food Services","367544"
"2018","New York City","81","Other Services (except Public Administration)","175755"
"2018","New York City","90","Government","574598"
"2018","New York City","99","Unclassified Industry","8476"
"2018","North Country","11","Agriculture, Forestry, Fishing and Hunting","2673"
"2018","North Country","21","Mining, Quarrying, and Oil and Gas Extraction","310"
"2018","North Country","22","Utilities","584"
"2018","North Country","23","Construction","6069"
"2018","North Country","31-33","Manufacturing","10263"
"2018","North Country","42","Wholesale Trade","2648"
"2018","North Country","44-45","Retail Trade","20513"
"2018","North Country","48-49","Transportation and Warehousing","3436"
"2018","North Country","51","Information","1702"
"2018","North Country","52","Finance and Insurance","2388"
"2018","North Country","53","Real Estate and Rental and Leasing","1447"
"2018","North Country","54","Professional, Scientific, and Technical Services","2868"
"2018","North Country","55","Management of Companies and Enterprises","1124"
"2018","North Country","56","Administrative and Support and Waste Management and Remediation Services","3558"
"2018","North Country","61","Educational Services","3208"
"2018","North Country","62","Health Care and Social Assistance","23879"
"2018","North Country","71","Arts, Entertainment, and Recreation","1672"
"2018","North Country","72","Accommodation and Food Services","14385"
"2018","North Country","81","Other Services (except Public Administration)","4618"
"2018","North Country","90","Government","44747"
"2018","North Country","99","Unclassified Industry","101"
"2018","Southern Tier","11","Agriculture, Forestry, Fishing and Hunting","1783"
"2018","Southern Tier","21","Mining, Quarrying, and Oil and Gas Extraction","644"
"2018","Southern Tier","22","Utilities","1311"
"2018","Southern Tier","23","Construction","8011"
"2018","Southern Tier","31-33","Manufacturing","33430"
"2018","Southern Tier","42","Wholesale Trade","6729"
"2018","Southern Tier","44-45","Retail Trade","29225"
"2018","Southern Tier","48-49","Transportation and Warehousing","5219"
"2018","Southern Tier","51","Information","3466"
"2018","Southern Tier","52","Finance and Insurance","6554"
"2018","Southern Tier","53","Real Estate and Rental and Leasing","2585"
"2018","Southern Tier","54","Professional, Scientific, and Technical Services","10220"
"2018","Southern Tier","55","Management of Companies and Enterprises","2801"
"2018","Southern Tier","56","Administrative and Support and Waste Management and Remediation Services","8187"
"2018","Southern Tier","61","Educational Services","17157"
"2018","Southern Tier","62","Health Care and Social Assistance","38502"
"2018","Southern Tier","71","Arts, Entertainment, and Recreation","2871"
"2018","Southern Tier","72","Accommodation and Food Services","22506"
"2018","Southern Tier","81","Other Services (except Public Administration)","8592"
"2018","Southern Tier","90","Government","49451"
"2018","Southern Tier","99","Unclassified Industry","150"
"2018","Western New York","11","Agriculture, Forestry, Fishing and Hunting","2486"
"2018","Western New York","21","Mining, Quarrying, and Oil and Gas Extraction","434"
"2018","Western New York","22","Utilities","1654"
"2018","Western New York","23","Construction","22828"
"2018","Western New York","31-33","Manufacturing","65445"
"2018","Western New York","42","Wholesale Trade","21158"
"2018","Western New York","44-45","Retail Trade","71466"
"2018","Western New York","48-49","Transportation and Warehousing","17877"
"2018","Western New York","51","Information","7970"
"2018","Western New York","52","Finance and Insurance","29777"
"2018","Western New York","53","Real Estate and Rental and Leasing","8018"
"2018","Western New York","54","Professional, Scientific, and Technical Services","28803"
"2018","Western New York","55","Management of Companies and Enterprises","12994"
"2018","Western New York","56","Administrative and Support and Waste Management and Remediation Services","29957"
"2018","Western New York","61","Educational Services","16551"
"2018","Western New York","62","Health Care and Social Assistance","93274"
"2018","Western New York","71","Arts, Entertainment, and Recreation","10173"
"2018","Western New York","72","Accommodation and Food Services","60477"
"2018","Western New York","81","Other Services (except Public Administration)","23921"
"2018","Western New York","90","Government","107706"
"2018","Western New York","99","Unclassified Industry","468"
"2017","Capital Region","11","Agriculture, Forestry, Fishing and Hunting","2441"
"2017","Capital Region","21","Mining, Quarrying, and Oil and Gas Extraction","955"
"2017","Capital Region","22","Utilities","1927"
"2017","Capital Region","23","Construction","21776"
"2017","Capital Region","31-33","Manufacturing","34330"
"2017","Capital Region","42","Wholesale Trade","14840"
"2017","Capital Region","44-45","Retail Trade","58441"
"2017","Capital Region","48-49","Transportation and Warehousing","12347"
"2017","Capital Region","51","Information","9310"
"2017","Capital Region","52","Finance and Insurance","21420"
"2017","Capital Region","53","Real Estate and Rental and Leasing","6304"
"2017","Capital Region","54","Professional, Scientific, and Technical Services","31814"
"2017","Capital Region","55","Management of Companies and Enterprises","7531"
"2017","Capital Region","56","Administrative and Support and Waste Management and Remediation Services","21186"
"2017","Capital Region","61","Educational Services","18983"
"2017","Capital Region","62","Health Care and Social Assistance","78027"
"2017","Capital Region","71","Arts, Entertainment, and Recreation","8295"
"2017","Capital Region","72","Accommodation and Food Services","44182"
"2017","Capital Region","81","Other Services (except Public Administration)","19107"
"2017","Capital Region","90","Government","112945"
"2017","Capital Region","99","Unclassified Industry","533"
"2017","Central New York","11","Agriculture, Forestry, Fishing and Hunting","2590"
"2017","Central New York","21","Mining, Quarrying, and Oil and Gas Extraction","170"
"2017","Central New York","22","Utilities","3846"
"2017","Central New York","23","Construction","13791"
"2017","Central New York","31-33","Manufacturing","30478"
"2017","Central New York","42","Wholesale Trade","14454"
"2017","Central New York","44-45","Retail Trade","40194"
"2017","Central New York","48-49","Transportation and Warehousing","9814"
"2017","Central New York","51","Information","4764"
"2017","Central New York","52","Finance and Insurance","11149"
"2017","Central New York","53","Real Estate and Rental and Leasing","3921"
"2017","Central New York","54","Professional, Scientific, and Technical Services","16815"
"2017","Central New York","55","Management of Companies and Enterprises","4552"
"2017","Central New York","56","Administrative and Support and Waste Management and Remediation Services","14408"
"2017","Central New York","61","Educational Services","11605"
"2017","Central New York","62","Health Care and Social Assistance","50017"
"2017","Central New York","71","Arts, Entertainment, and Recreation","5225"
"2017","Central New York","72","Accommodation and Food Services","29644"
"2017","Central New York","81","Other Services (except Public Administration)","12059"
"2017","Central New York","90","Government","62698"
"2017","Central New York","99","Unclassified Industry","329"
"2017","Finger Lakes","11","Agriculture, Forestry, Fishing and Hunting","6712"
"2017","Finger Lakes","21","Mining, Quarrying, and Oil and Gas Extraction","700"
"2017","Finger Lakes","22","Utilities","1775"
"2017","Finger Lakes","23","Construction","21241"
"2017","Finger Lakes","31-33","Manufacturing","63554"
"2017","Finger Lakes","42","Wholesale Trade","17204"
"2017","Finger Lakes","44-45","Retail Trade","61247"
"2017","Finger Lakes","48-49","Transportation and Warehousing","10348"
"2017","Finger Lakes","51","Information","8127"
"2017","Finger Lakes","52","Finance and Insurance","14695"
"2017","Finger Lakes","53","Real Estate and Rental and Leasing","7776"
"2017","Finger Lakes","54","Professional, Scientific, and Technical Services","28226"
"2017","Finger Lakes","55","Management of Companies and Enterprises","10898"
"2017","Finger Lakes","56","Administrative and Support and Waste Management and Remediation Services","28889"
"2017","Finger Lakes","61","Educational Services","29468"
"2017","Finger Lakes","62","Health Care and Social Assistance","86309"
"2017","Finger Lakes","71","Arts, Entertainment, and Recreation","7906"
"2017","Finger Lakes","72","Accommodation and Food Services","43539"
"2017","Finger Lakes","81","Other Services (except Public Administration)","19388"
"2017","Finger Lakes","90","Government","86613"
"2017","Finger Lakes","99","Unclassified Industry","551"
"2017","Long Island","11","Agriculture, Forestry, Fishing and Hunting","2752"
"2017","Long Island","21","Mining, Quarrying, and Oil and Gas Extraction","198"
"2017","Long Island","22","Utilities","4755"
"2017","Long Island","23","Construction","78465"
"2017","Long Island","31-33","Manufacturing","70866"
"2017","Long Island","42","Wholesale Trade","63704"
"2017","Long Island","44-45","Retail Trade","161121"
"2017","Long Island","48-49","Transportation and Warehousing","35291"
"2017","Long Island","51","Information","18044"
"2017","Long Island","52","Finance and Insurance","51230"
"2017","Long Island","53","Real Estate and Rental and Leasing","18298"
"2017","Long Island","54","Professional, Scientific, and Technical Services","78947"
"2017","Long Island","55","Management of Companies and Enterprises","15485"
"2017","Long Island","56","Administrative and Support and Waste Management and Remediation Services","71968"
"2017","Long Island","61","Educational Services","30046"
"2017","Long Island","62","Health Care and Social Assistance","221533"
"2017","Long Island","71","Arts, Entertainment, and Recreation","23643"
"2017","Long Island","72","Accommodation and Food Services","102724"
"2017","Long Island","81","Other Services (except Public Administration)","55401"
"2017","Long Island","90","Government","181572"
"2017","Long Island","99","Unclassified Industry","3048"
"2017","Mid-Hudson","11","Agriculture, Forestry, Fishing and Hunting","3713"
"2017","Mid-Hudson","21","Mining, Quarrying, and Oil and Gas Extraction","664"
"2017","Mid-Hudson","22","Utilities","5625"
"2017","Mid-Hudson","23","Construction","51388"
"2017","Mid-Hudson","31-33","Manufacturing","42963"
"2017","Mid-Hudson","42","Wholesale Trade","30859"
"2017","Mid-Hudson","44-45","Retail Trade","116228"
"2017","Mid-Hudson","48-49","Transportation and Warehousing","26093"
"2017","Mid-Hudson","51","Information","14450"
"2017","Mid-Hudson","52","Finance and Insurance","28089"
"2017","Mid-Hudson","53","Real Estate and Rental and Leasing","16511"
"2017","Mid-Hudson","54","Professional, Scientific, and Technical Services","45151"
"2017","Mid-Hudson","55","Management of Companies and Enterprises","12762"
"2017","Mid-Hudson","56","Administrative and Support and Waste Management and Remediation Services","47273"
"2017","Mid-Hudson","61","Educational Services","32942"
"2017","Mid-Hudson","62","Health Care and Social Assistance","162002"
"2017","Mid-Hudson","71","Arts, Entertainment, and Recreation","19262"
"2017","Mid-Hudson","72","Accommodation and Food Services","72266"
"2017","Mid-Hudson","81","Other Services (except Public Administration)","41274"
"2017","Mid-Hudson","90","Government","146802"
"2017","Mid-Hudson","99","Unclassified Industry","2053"
"2017","Mohawk Valley","11","Agriculture, Forestry, Fishing and Hunting","850"
"2017","Mohawk Valley","21","Mining, Quarrying, and Oil and Gas Extraction","292"
"2017","Mohawk Valley","22","Utilities","581"
"2017","Mohawk Valley","23","Construction","4996"
"2017","Mohawk Valley","31-33","Manufacturing","17907"
"2017","Mohawk Valley","42","Wholesale Trade","4361"
"2017","Mohawk Valley","44-45","Retail Trade","22616"
"2017","Mohawk Valley","48-49","Transportation and Warehousing","8189"
"2017","Mohawk Valley","51","Information","2451"
"2017","Mohawk Valley","52","Finance and Insurance","7558"
"2017","Mohawk Valley","53","Real Estate and Rental and Leasing","1153"
"2017","Mohawk Valley","54","Professional, Scientific, and Technical Services","4921"
"2017","Mohawk Valley","55","Management of Companies and Enterprises","1150"
"2017","Mohawk Valley","56","Administrative and Support and Waste Management and Remediation Services","4428"
"2017","Mohawk Valley","61","Educational Services","3947"
"2017","Mohawk Valley","62","Health Care and Social Assistance","38887"
"2017","Mohawk Valley","71","Arts, Entertainment, and Recreation","2604"
"2017","Mohawk Valley","72","Accommodation and Food Services","15356"
"2017","Mohawk Valley","81","Other Services (except Public Administration)","5595"
"2017","Mohawk Valley","90","Government","42868"
"2017","Mohawk Valley","99","Unclassified Industry","180"
"2017","New York, area not reported","11","Agriculture, Forestry, Fishing and Hunting","208"
"2017","New York, area not reported","21","Mining, Quarrying, and Oil and Gas Extraction","27"
"2017","New York, area not reported","22","Utilities","401"
"2017","New York, area not reported","23","Construction","10651"
"2017","New York, area not reported","31-33","Manufacturing","2118"
"2017","New York, area not reported","42","Wholesale Trade","26647"
"2017","New York, area not reported","44-45","Retail Trade","6913"
"2017","New York, area not reported","48-49","Transportation and Warehousing","2638"
"2017","New York, area not reported","51","Information","12953"
"2017","New York, area not reported","52","Finance and Insurance","8304"
"2017","New York, area not reported","53","Real Estate and Rental and Leasing","1883"
"2017","New York, area not reported","54","Professional, Scientific, and Technical Services","25384"
"2017","New York, area not reported","55","Management of Companies and Enterprises","4569"
"2017","New York, area not reported","56","Administrative and Support and Waste Management and Remediation Services","30056"
"2017","New York, area not reported","61","Educational Services","2735"
"2017","New York, area not reported","62","Health Care and Social Assistance","7271"
"2017","New York, area not reported","71","Arts, Entertainment, and Recreation","1964"
"2017","New York, area not reported","72","Accommodation and Food Services","4615"
"2017","New York, area not reported","81","Other Services (except Public Administration)","5224"
"2017","New York, area not reported","90","Government","2882"
"2017","New York, area not reported","99","Unclassified Industry","3300"
"2017","New York City","11","Agriculture, Forestry, Fishing and Hunting","368"
"2017","New York City","21","Mining, Quarrying, and Oil and Gas Extraction","30"
"2017","New York City","22","Utilities","15311"
"2017","New York City","23","Construction","147897"
"2017","New York City","31-33","Manufacturing","72962"
"2017","New York City","42","Wholesale Trade","134868"
"2017","New York City","44-45","Retail Trade","346652"
"2017","New York City","48-49","Transportation and Warehousing","120264"
"2017","New York City","51","Information","186415"
"2017","New York City","52","Finance and Insurance","328251"
"2017","New York City","53","Real Estate and Rental and Leasing","131307"
"2017","New York City","54","Professional, Scientific, and Technical Services","401418"
"2017","New York City","55","Management of Companies and Enterprises","69681"
"2017","New York City","56","Administrative and Support and Waste Management and Remediation Services","236554"
"2017","New York City","61","Educational Services","181139"
"2017","New York City","62","Health Care and Social Assistance","703838"
"2017","New York City","71","Arts, Entertainment, and Recreation","87201"
"2017","New York City","72","Accommodation and Food Services","364884"
"2017","New York City","81","Other Services (except Public Administration)","174632"
"2017","New York City","90","Government","539071"
"2017","New York City","99","Unclassified Industry","10124"
"2017","North Country","11","Agriculture, Forestry, Fishing and Hunting","2683"
"2017","North Country","21","Mining, Quarrying, and Oil and Gas Extraction","273"
"2017","North Country","22","Utilities","625"
"2017","North Country","23","Construction","5530"
"2017","North Country","31-33","Manufacturing","10151"
"2017","North Country","42","Wholesale Trade","2754"
"2017","North Country","44-45","Retail Trade","20931"
"2017","North Country","48-49","Transportation and Warehousing","3238"
"2017","North Country","51","Information","1703"
"2017","North Country","52","Finance and Insurance","2328"
"2017","North Country","53","Real Estate and Rental and Leasing","1392"
"2017","North Country","54","Professional, Scientific, and Technical Services","2803"
"2017","North Country","55","Management of Companies and Enterprises","1069"
"2017","North Country","56","Administrative and Support and Waste Management and Remediation Services","3513"
"2017","North Country","61","Educational Services","3233"
"2017","North Country","62","Health Care and Social Assistance","23577"
"2017","North Country","71","Arts, Entertainment, and Recreation","1629"
"2017","North Country","72","Accommodation and Food Services","14618"
"2017","North Country","81","Other Services (except Public Administration)","4685"
"2017","North Country","90","Government","44583"
"2017","North Country","99","Unclassified Industry","166"
"2017","Southern Tier","11","Agriculture, Forestry, Fishing and Hunting","1768"
"2017","Southern Tier","21","Mining, Quarrying, and Oil and Gas Extraction","587"
"2017","Southern Tier","22","Utilities","1289"
"2017","Southern Tier","23","Construction","8049"
"2017","Southern Tier","31-33","Manufacturing","33260"
"2017","Southern Tier","42","Wholesale Trade","6836"
"2017","Southern Tier","44-45","Retail Trade","29747"
"2017","Southern Tier","48-49","Transportation and Warehousing","4850"
"2017","Southern Tier","51","Information","3438"
"2017","Southern Tier","52","Finance and Insurance","6604"
"2017","Southern Tier","53","Real Estate and Rental and Leasing","2602"
"2017","Southern Tier","54","Professional, Scientific, and Technical Services","9825"
"2017","Southern Tier","55","Management of Companies and Enterprises","2624"
"2017","Southern Tier","56","Administrative and Support and Waste Management and Remediation Services","8648"
"2017","Southern Tier","61","Educational Services","16883"
"2017","Southern Tier","62","Health Care and Social Assistance","38036"
"2017","Southern Tier","71","Arts, Entertainment, and Recreation","2694"
"2017","Southern Tier","72","Accommodation and Food Services","21826"
"2017","Southern Tier","81","Other Services (except Public Administration)","8822"
"2017","Southern Tier","90","Government","49356"
"2017","Southern Tier","99","Unclassified Industry","224"
"2017","Western New York","11","Agriculture, Forestry, Fishing and Hunting","2368"
"2017","Western New York","21","Mining, Quarrying, and Oil and Gas Extraction","485"
"2017","Western New York","22","Utilities","1813"
"2017","Western New York","23","Construction","22831"
"2017","Western New York","31-33","Manufacturing","65593"
"2017","Western New York","42","Wholesale Trade","21502"
"2017","Western New York","44-45","Retail Trade","72655"
"2017","Western New York","48-49","Transportation and Warehousing","16590"
"2017","Western New York","51","Information","7578"
"2017","Western New York","52","Finance and Insurance","30201"
"2017","Western New York","53","Real Estate and Rental and Leasing","8018"
"2017","Western New York","54","Professional, Scientific, and Technical Services","27734"
"2017","Western New York","55","Management of Companies and Enterprises","13282"
"2017","Western New York","56","Administrative and Support and Waste Management and Remediation Services","30844"
"2017","Western New York","61","Educational Services","16312"
"2017","Western New York","62","Health Care and Social Assistance","90796"
"2017","Western New York","71","Arts, Entertainment, and Recreation","9833"
"2017","Western New York","72","Accommodation and Food Services","60635"
"2017","Western New York","81","Other Services (except Public Administration)","23618"
"2017","Western New York","90","Government","107680"
"2017","Western New York","99","Unclassified Industry","703"
"2016","Capital Region","11","Agriculture, Forestry, Fishing and Hunting","2270"
"2016","Capital Region","21","Mining, Quarrying, and Oil and Gas Extraction","886"
"2016","Capital Region","22","Utilities","1955"
"2016","Capital Region","23","Construction","21353"
"2016","Capital Region","31-33","Manufacturing","33889"
"2016","Capital Region","42","Wholesale Trade","15064"
"2016","Capital Region","44-45","Retail Trade","58958"
"2016","Capital Region","48-49","Transportation and Warehousing","12255"
"2016","Capital Region","51","Information","9457"
"2016","Capital Region","52","Finance and Insurance","21921"
"2016","Capital Region","53","Real Estate and Rental and Leasing","6136"
"2016","Capital Region","54","Professional, Scientific, and Technical Services","31629"
"2016","Capital Region","55","Management of Companies and Enterprises","7585"
"2016","Capital Region","56","Administrative and Support and Waste Management and Remediation Services","20052"
"2016","Capital Region","61","Educational Services","18507"
"2016","Capital Region","62","Health Care and Social Assistance","76079"
"2016","Capital Region","71","Arts, Entertainment, and Recreation","8420"
"2016","Capital Region","72","Accommodation and Food Services","42125"
"2016","Capital Region","81","Other Services (except Public Administration)","18824"
"2016","Capital Region","90","Government","112729"
"2016","Capital Region","99","Unclassified Industry","1578"
"2016","Central New York","11","Agriculture, Forestry, Fishing and Hunting","2400"
"2016","Central New York","21","Mining, Quarrying, and Oil and Gas Extraction","203"
"2016","Central New York","22","Utilities","3588"
"2016","Central New York","23","Construction","13850"
"2016","Central New York","31-33","Manufacturing","30107"
"2016","Central New York","42","Wholesale Trade","14614"
"2016","Central New York","44-45","Retail Trade","41043"
"2016","Central New York","48-49","Transportation and Warehousing","10323"
"2016","Central New York","51","Information","4722"
"2016","Central New York","52","Finance and Insurance","11746"
"2016","Central New York","53","Real Estate and Rental and Leasing","4059"
"2016","Central New York","54","Professional, Scientific, and Technical Services","16717"
"2016","Central New York","55","Management of Companies and Enterprises","4264"
"2016","Central New York","56","Administrative and Support and Waste Management and Remediation Services","13867"
"2016","Central New York","61","Educational Services","11671"
"2016","Central New York","62","Health Care and Social Assistance","49854"
"2016","Central New York","71","Arts, Entertainment, and Recreation","5184"
"2016","Central New York","72","Accommodation and Food Services","29695"
"2016","Central New York","81","Other Services (except Public Administration)","11636"
"2016","Central New York","90","Government","62416"
"2016","Central New York","99","Unclassified Industry","881"
"2016","Finger Lakes","11","Agriculture, Forestry, Fishing and Hunting","6840"
"2016","Finger Lakes","21","Mining, Quarrying, and Oil and Gas Extraction","684"
"2016","Finger Lakes","22","Utilities","1814"
"2016","Finger Lakes","23","Construction","20650"
"2016","Finger Lakes","31-33","Manufacturing","64929"
"2016","Finger Lakes","42","Wholesale Trade","17192"
"2016","Finger Lakes","44-45","Retail Trade","61793"
"2016","Finger Lakes","48-49","Transportation and Warehousing","9582"
"2016","Finger Lakes","51","Information","8688"
"2016","Finger Lakes","52","Finance and Insurance","15016"
"2016","Finger Lakes","53","Real Estate and Rental and Leasing","7996"
"2016","Finger Lakes","54","Professional, Scientific, and Technical Services","27489"
"2016","Finger Lakes","55","Management of Companies and Enterprises","11909"
"2016","Finger Lakes","56","Administrative and Support and Waste Management and Remediation Services","28760"
"2016","Finger Lakes","61","Educational Services","28595"
"2016","Finger Lakes","62","Health Care and Social Assistance","84033"
"2016","Finger Lakes","71","Arts, Entertainment, and Recreation","7967"
"2016","Finger Lakes","72","Accommodation and Food Services","42448"
"2016","Finger Lakes","81","Other Services (except Public Administration)","19396"
"2016","Finger Lakes","90","Government","86436"
"2016","Finger Lakes","99","Unclassified Industry","1447"
"2016","Long Island","11","Agriculture, Forestry, Fishing and Hunting","2680"
"2016","Long Island","21","Mining, Quarrying, and Oil and Gas Extraction","193"
"2016","Long Island","22","Utilities","4612"
"2016","Long Island","23","Construction","75021"
"2016","Long Island","31-33","Manufacturing","70627"
"2016","Long Island","42","Wholesale Trade","63067"
"2016","Long Island","44-45","Retail Trade","160042"
"2016","Long Island","48-49","Transportation and Warehousing","34832"
"2016","Long Island","51","Information","18392"
"2016","Long Island","52","Finance and Insurance","51408"
"2016","Long Island","53","Real Estate and Rental and Leasing","17618"
"2016","Long Island","54","Professional, Scientific, and Technical Services","77550"
"2016","Long Island","55","Management of Companies and Enterprises","15694"
