"new_york_state_agency_occupation_title","agency","division","street_address","city","state","zip","telephone","url","occupation_code","occupation_title","georeference"
"Physical Therapist Assistant","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/physical-therapist-assistant.shtm","31-2021","Physical Therapist Assistants","POINT (-73.757764 42.65355)"
"Physician","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/physicians.shtm","29-1062","Family and General Practitioners","POINT (-73.757764 42.65355)"
"Physician Assistant","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/physician-assistant.shtm","29-1071","Physician Assistants","POINT (-73.757764 42.65355)"
"Podiatrist","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/podiatrists.shtm","29-1081","Podiatrists","POINT (-73.757764 42.65355)"
"Polysomnographic Technologist","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/polysomnographic-technologist.shtm","29-2099","Neurodiagnostic Technologists","POINT (-73.757764 42.65355)"
"Private Investigator","NYS Department of State","Division of Licensing Services","99 Washington Avenue","Albany","NY","12201","5184744429","https://statistics.labor.ny.gov/olcny/private-investigator.shtm","33-9021","Private Detectives and Investigators","POINT (-73.759668 42.654645)"
"Professional Engineer","NYS Education Department","Office of the Professions","89 Washington Avenue - 2nd Flr.","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/professional-engineer.shtm","17-2199","Engineers, All Other","POINT (-73.757764 42.65355)"
"Professional Geologist","NYS Education Department","Office of the Professions","89 Washington Avenue - 2nd Flr.","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/professional-geologist.shtm","17-2151","Mining and Geological Engineers, Including Mining Safety Engineers","POINT (-73.757764 42.65355)"
"Property & Casualty Insurance Agent","NYS Department of Financial Services","Licensing Services Bureau","One Commerce Plaza, 20th Floor","Albany","NY","12257","5184746630","https://statistics.labor.ny.gov/olcny/property-casualty-insurance-agent.shtm","41-3021","Insurance Sales Agents",
"Psychologist","NYS Education Department","Office of the Professions","89 Washington Avenue, room 304","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/psychologist.shtm","19-3039","Psychologists, All Other","POINT (-73.757764 42.65355)"
"Public Insurance Adjuster","NYS Department of Financial Services","Application and Licensing","One Commerce Plaza","Albany","NY","12257","5184746630","https://statistics.labor.ny.gov/olcny/public-insurance-adjuster.shtm","13-1031","Insurance Adjusters, Examiners, and Investigators",
"Public Librarian","NYS Education Department","NYS Library, Division of Library Development","Cultural Education Center, Room 10B41","Albany","NY","12230","5184747890","https://statistics.labor.ny.gov/olcny/public-librarian.shtm","25-4022","Librarians and Media Collections Specialists",
"Public School Administrator","NYS Education Department","Office of Teaching Initiatives","89 Washington Avenue","Albany","NY","12234","5184743901","https://statistics.labor.ny.gov/olcny/public-school-administrator.shtm","11-9039","Education Administrators, All Other","POINT (-73.757764 42.65355)"
"Public School Teacher","NYS Education Department","Office of Teaching Initiatives","89 Washington Avenue","Albany","NY","12234","5184743901","https://statistics.labor.ny.gov/olcny/public-school-teacher.shtm","25-3099","Teachers and Instructors, All Other","POINT (-73.757764 42.65355)"
"Pyrotechnician","NYS Department of Labor","Division of Safety and Health","State Office Campus, Building 12, Room 161","Albany","NY","12240","5184857815","https://statistics.labor.ny.gov/olcny/pyrotechnician.shtm","27-2099","Entertainers and Performers, Sports and Related Workers, All Other",
"Race Official","NYS Gaming",,"PO Box 7500","Schenectady","NY","12301","5183883300","https://statistics.labor.ny.gov/olcny/race-official.shtm","27-2023","Umpires, Referees, and Other Sports Officials",
"Racetrack Exercise Rider","NYS Gaming",,"PO Box 7500","Schenectady","NY","12301","5183883300","https://statistics.labor.ny.gov/olcny/racetrack-exercise-rider.shtm","39-2021","Nonfarm Animal Caretakers",
"Real Estate Appraiser","NYS Department of State","Division of Licensing Services","99 Washington Avenue","Albany","NY","12201","5184744429","https://statistics.labor.ny.gov/olcny/real-estate-appraiser.shtm","13-2021","Appraisers, Real Estate","POINT (-73.759668 42.654645)"
"Real Estate Broker","NYS Department of State","Division of Licensing Services","99 Washington Avenue","Albany","NY","12201","5184744429","https://statistics.labor.ny.gov/olcny/real-estate-broker.shtm","41-9021","Real Estate Brokers","POINT (-73.759668 42.654645)"
"Real Estate Salesperson","NYS Department of State","Division of Licensing Services","99 Washington Avenue","Albany","NY","12201","5184744429","https://statistics.labor.ny.gov/olcny/real-estate-salesperson.shtm","41-9022","Real Estate Sales Agents","POINT (-73.759668 42.654645)"
"Registered Professional Nurse","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/registered-professional-nurse.shtm","29-1141","Registered Nurses","POINT (-73.757764 42.65355)"
"Reinsurance Intermediary","NYS Department of Financial Services","Licensing Services Bureau","One Commerce Plaza","Albany","NY","12257","5184025546","https://statistics.labor.ny.gov/olcny/reinsurance-intermediary.shtm","41-3021","Insurance Sales Agents",
"Respiratory Therapist","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/respiratory-therapist.shtm","29-1126","Respiratory Therapists","POINT (-73.757764 42.65355)"
"Respiratory Therapy Technician","NYS Education Department","Office of the Professions","89 Washington Avenue - 2nd Flr.","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/respiratory-therapy-technician.shtm","29-2054","Respiratory Therapy Technicians","POINT (-73.757764 42.65355)"
"Security Guard","NYS Department of State","Division of Licensing Services","99 Washington Avenue","Albany","NY","12201","5184744429","https://statistics.labor.ny.gov/olcny/security-guard.shtm","33-9032","Security Guards","POINT (-73.759668 42.654645)"
"Security Guard Firearms Instructor","Division of Criminal Justice Services","Office of Public Safety","4 Tower Place, 4th floor","Albany","NY","12203","5184573580","https://statistics.labor.ny.gov/olcny/security-guard-firearms-instructor.shtm","13-1151","Training and Development Specialists","POINT (-73.842537 42.685518)"
"Security Guard Instructors","Division of Criminal Justice Services","Office of Public Safety","4 Tower Place, 4th floor","Albany","NY","12203","5184573580","https://statistics.labor.ny.gov/olcny/security-guard-instructor.shtm","33-9032","Security Guards","POINT (-73.842537 42.685518)"
"Security/Fire Alarm Installer","NYS Department of State","Division of Licensing Services","99 Washington Avenue","Albany","NY","12201","5184744429","https://statistics.labor.ny.gov/olcny/security-fire-alarm-installer.shtm","49-2098","Security and Fire Alarm Systems Installers","POINT (-73.759668 42.654645)"
"Specialist Assistant in Orthopedics (Acupuncture, Orthopedics, Radiology, Urology)","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/specialist-assistant.shtm","29-1071","Physician Assistants","POINT (-73.757764 42.65355)"
"Speech Language Pathologist","NYS Education Department","Office of the Professions","89 Washington Avenue","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/speech-language-pathologist.shtm","29-1127","Speech-Language Pathologists","POINT (-73.757764 42.65355)"
"Temporary Adjuster Permit","NYS Department of Financial Services","Licensing Services Bureau","One Commerce Plaza, 20th Floor","Albany","NY","12257","5184746630","https://statistics.labor.ny.gov/olcny/temp-adjuster-permit.shtm","41-3021","Insurance Sales Agents",
"Title Insurance Agent","NYS Department of Financial Services","Licensing Services Bureau","One Commerce Plaza, 20th Floor","Albany","NY","12257","5184746630","https://statistics.labor.ny.gov/olcny/title-insurance-agent.shtm","41-3021","Insurance Sales Agents",
"Truck Driver, Heavy or Tractor Trailer","NYS Department of Motor Vehicles","Motor Carrier Safety/CDL Policy","6 Empire State Plaza","Albany","NY","12228","5184739455","https://statistics.labor.ny.gov/olcny/truck-driver.shtm","53-3032","Truck Drivers, Heavy and Tractor-Trailer",
"Vehicle Escort Driver","NYS Department of Motor Vehicles","Motor Carrier Bureau","6 Empire State Plaza, room 331","Albany","NY","12228","5184739455","https://statistics.labor.ny.gov/olcny/vehicle-escort-driver.shtm","53-3041","Taxi Drivers and Chauffeurs",
"Veterinarian","NYS Education Department","Office of the Professions","89 Washington Avenue - 2nd Flr.","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/veterinarian.shtm","29-1131","Veterinarians","POINT (-73.757764 42.65355)"
"Veterinary Technician","NYS Education Department","Office of the Professions","89 Washington Avenue - 2nd Flr.","Albany","NY","12234","5184743817","https://statistics.labor.ny.gov/olcny/veterinary-technician.shtm","29-2056","Veterinary Technologists and Technicians","POINT (-73.757764 42.65355)"
"Wastewater Treatment Plant Operator","NYS Department of Environmental Conservation","Division of Water","625 Broadway, 4th Floor","Albany","NY","12233","5184028177","https://statistics.labor.ny.gov/olcny/wastewater-treatment-plant-operator.shtm","51-8031","Water and Wastewater Treatment Plant and System Operators","POINT (-73.749302 42.652548)"
"Water Treatment Plant Operator","NYS Department of Health","Bureau of Public Water Supply Protection","Empire State Plaza - Corning Tower, Rm 1110","Albany","NY","12237","5184027650","https://statistics.labor.ny.gov/olcny/water-treatment-plant-operator.shtm","51-8031","Water and Wastewater Treatment Plant and System Operators",
"Water Well Contractor","NYS Department of Environmental Conservation","Division of Water","625 Broadway, 4th Floor","Albany","NY","12233","8774722619","https://statistics.labor.ny.gov/olcny/water-well-contractor.shtm","47-5021","Earth Drillers, Except Gas and Oil","POINT (-73.749302 42.652548)"
"Weighmaster","NYS Department of Agriculture and Markets","Division of Weights and Measures","10B Airline Drive","Albany","NY","12235","5184573146","https://statistics.labor.ny.gov/olcny/weighmasters.shtm","43-5111","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","POINT (-73.81954 42.735803)"
"Welder","NYS Department of Transportation","Structural Engineering Services Bureau","50 Wolf Road","Albany","NY","12232","5184577160","https://statistics.labor.ny.gov/olcny/welders.shtm","51-4121","Welders, Cutters, and Welder Fitters","POINT (-73.815878 42.712737)"
"Workplace Mobile Laser Operator","NYS Department of Labor","Division of Safety and Health","State Office Campus, Building 12, Room 161","Albany","NY","12240","5184857815","https://statistics.labor.ny.gov/olcny/workplace-mobile-laser-operator.shtm","51-5122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",
"Workplace Safety Consultant","NYS Department of Labor","Division of Safety and Health","State Office Campus, Building 12, Room 161","Albany","NY","12240","5184857815","https://statistics.labor.ny.gov/olcny/workplace-safety-loss-prevention-consultant.shtm","11-9199","Loss Prevention Managers",
