"region","pin","county","cont_no","sh","descript","bin","executed","numbersheets","route","loc_municipality","url"
"11",,"QUEENS","BQE CH.4","BQE","30TH AVE. TO 48TH ST., BOODY ST. 30TH AVE. TO 74TH ST.,;C.C.P. CONSTRUCTION,;RT. I-278 (NYC LET);",,"1943-08-27T00:00:00.000","54",,,"https://rpol.dot.ny.gov/?id=BQE-CH.4"
"11",,"QUEENS","BQE CH.5","BQE","30TH AVE. TO NORTHERN BLVD.,;C.C.P. CONSTRUCTION,;RT. I-278 (NYC LET);",,"1953-09-25T00:00:00.000","40",,,"https://rpol.dot.ny.gov/?id=BQE-CH.5"
"11",,"QUEENS","BQE CH.8","BQE","C.C.P. CONSTRUCTION,;WOODSIDE AVE. TO 64TH ST.,;RT. I-278 (NYC LET);",,"1960-03-24T00:00:00.000","250",,,"https://rpol.dot.ny.gov/?id=BQE-CH.8"
"11",,"BRONX","BQE PEDBR","BQE","PEDESTRIAN BRIDGE OVER SUMMIT ST.,;RT. I-278 (NYC LET);",,"1949-06-10T00:00:00.000","7",,,"https://rpol.dot.ny.gov/?id=BQE-PEDBR"
"8",,"WESTCHESTER","BRP 36-1","BRP 36-1","R.C.C.P. CONSTRUCTION,;CARTER'S SCHOOL TO BUCKOUT;",,"1936-10-30T00:00:00.000","14","907E","T-Oyster Bay","https://rpol.dot.ny.gov/?id=BRP-36-1"
"11",,"BRONX","BRP 45-1","BRP 45-1","GRADING & DRAINAGE,;EAST 180TH TO MOSHOLU PARKWAY;",,"1945-09-28T00:00:00.000","42",,,"https://rpol.dot.ny.gov/?id=BRP-45-1"
"11",,"BRONX","BRP 46-1","BRP 46-1","GRADING & BRIDGES AT WEST AVE., WATSON AVE.;","1067077,1075740","1946-06-26T00:00:00.000","142","NY104","T-Ontario, T-Sodus, T-Williamson","https://rpol.dot.ny.gov/?id=BRP-46-1"
"11",,"BRONX","BRP 46-2","BRP 46-2","GRADING & BRIDGE AT PELHAM PARKWAY;","1067119","1946-08-27T00:00:00.000","101","971B, 972A, 972D, US9","T-Champlain, V-Champlain","https://rpol.dot.ny.gov/?id=BRP-46-2"
"11",,"BRONX","BRP 46-3","BRP 46-3","GRADING & BRIDGE AT MOSHOLU PARKWAY;","1067129,1075519","1946-05-07T00:00:00.000","58","I86, NY17, NY281","C-Elmira, T-Elmira, V-Homer","https://rpol.dot.ny.gov/?id=BRP-46-3"
"10",,"NASSAU","C108-L28A",,"NORTHERN CONDUIT PT. 2,;GRADING AND CULVERTS;",,"1928-11-12T00:00:00.000","16",,,"https://rpol.dot.ny.gov/?id=C108-L28A"
"11",,"BRONX","BRP 46-4","BRP 46-4","GRADING & BRIDGES AT EAST 172ND ST., EAST 174TH ST.;","1075470,1075480","1946-07-18T00:00:00.000","88","NY281","V-Homer","https://rpol.dot.ny.gov/?id=BRP-46-4"
"11",,"BRONX","BRP 49-1","BRP 49-1","GRADING & BRIDGES;","1067130,1076419","1949-02-04T00:00:00.000","51","908G, 947A, 957C, 981G, I87, I95, NY384","C-Bronx, C-Buffalo, T-Grand Island, T-Hamlin, T-Huntington, V-Sloatsburg","https://rpol.dot.ny.gov/?id=BRP-49-1"
"11",,"BRONX","BRP 49-2","BRP 49-2","GRADING & 12 SPAN VIADUCT;","1067099","1949-08-03T00:00:00.000","65","947A, I87, I95, NY33, NY5, NY63","C-Batavia, C-Bronx, T-Greece, T-Hamlin, T-Parma","https://rpol.dot.ny.gov/?id=BRP-49-2"
"11",,"BRONX","BRP 49-3","BRP 49-3","GRADING & BRIDGES AT TREMONT AVE. & RAILROAD;","1067109,1076729","1949-08-15T00:00:00.000","65","NY104B, NY352","C-Corning, T-New Haven","https://rpol.dot.ny.gov/?id=BRP-49-3"
"11",,"BRONX","BRP 49-5","BRP 49-5","GRADING & BRIDGES,;233RD TO 238TH;","1067140,1075030,1075059,1076409","1949-10-26T00:00:00.000","90","I95, NY193, NY384","C-Bronx, C-Buffalo, T-Ellisburg","https://rpol.dot.ny.gov/?id=BRP-49-5"
"11",,"BRONX","BRP 50-1","BRP 50-1","R.C.C.P. CONSTRUCTION,;BRUCHNER BLVD. TO EAST 233RD ST.;",,"1950-03-14T00:00:00.000","75","987C, 987E, I678, US6, US9W","C-Newburgh, C-Queens, T-Highlands, T-New Windsor, T-Stony Point, V-Woodbury","https://rpol.dot.ny.gov/?id=BRP-50-1"
"11",,"BRONX","BRP 50-2","BRP 50-2","GRADING & BRIDGE AT RAILROAD;","1075049","1950-05-08T00:00:00.000","33","908G, 947A, 987C, I678, I87, NY5","C-Bronx, C-Lackawanna, C-Queens, T-Hamlin, T-Haverstraw, T-Huntington, T-Smithtown","https://rpol.dot.ny.gov/?id=BRP-50-2"
"11",,"BRONX","BRP 50-4","BRP","LIGHTING;",,"1950-08-14T00:00:00.000","75",,,"https://rpol.dot.ny.gov/?id=BRP-50-4"
"11",,"BRONX","BRP 50-5","BRP 50-5","PEDESTRAIN BRIDGE;","1075500,1076860","1950-09-21T00:00:00.000","12","940K, NY104B","C-Rochester, T-Mexico, T-New Haven","https://rpol.dot.ny.gov/?id=BRP-50-5"
"11",,"BRONX","BRP 51-1","BRP 51-1","R.C.C.P. CONSTRUCTION,;BRUCKNER BLVD. INTERCHANGE;","1067069","1951-07-03T00:00:00.000","60","908J, 908K, I678, NY206","C-Queens, T-Bainbridge, T-Islip, T-Smithtown, V-Bainbridge","https://rpol.dot.ny.gov/?id=BRP-51-1"
"11",,"BRONX, WESTCHESTER","BRP 51-2","BRP 50-1, BRP 50-2, BRP 51-1","LANDSCAPING AND SIGNS;",,"1951-07-09T00:00:00.000","93","908G, 908J, 908K, 947A, 987C, 987E, I678, I87, NY206, NY5, US6, US9W","C-Bronx, C-Lackawanna, C-Newburgh, C-Queens, T-Bainbridge, T-Hamlin, T-Haverstraw, T-Highlands, T-Huntington, T-Islip, T-New Windsor, T-Smithtown, T-Stony Point, V-Bainbridge, V-Woodbury","https://rpol.dot.ny.gov/?id=BRP-51-2"
"11",,"BRONX, WESTCHESTER","BRP 51-3","BRP 51-3","R.C.C.P. COMSTRUCTION;",,"1952-01-08T00:00:00.000","50","947A, 957C, NY5, US20","C-Geneva, T-Grand Island, T-Greece","https://rpol.dot.ny.gov/?id=BRP-51-3"
"8",,"WESTCHESTER, BRONX","BRP 52-1","BRP 52-1, CCP 52-1","R.C.C.P. CONSTRUCTION;",,"1953-12-30T00:00:00.000","349","901C, 920C, 987C, I87, I95, NY29, NY30A, NY590, NY878","C-Bronx, C-Johnstown, T-Highlands, T-Irondequoit, T-Johnstown, V-Lawrence, V-Woodbury","https://rpol.dot.ny.gov/?id=BRP-52-1"
"11",,"BRONX","BRP 53-1","BRP","LANDSCAPING;",,"1953-11-10T00:00:00.000","15",,,"https://rpol.dot.ny.gov/?id=BRP-53-1"
"8",,"WESTCHESTER, BRONX","BRP 57-1","BRP, CCP","LANDSCAPING;",,"1957-09-18T00:00:00.000","30",,,"https://rpol.dot.ny.gov/?id=BRP-57-1"
"11",,"BRONX","BRP 65-1","BRP, HRP","MEDIAN BARRIER,;BRUCKNER BLVD. TO NYC, EASTCHESTER CREEK TO NYC;",,"1965-11-22T00:00:00.000","71",,,"https://rpol.dot.ny.gov/?id=BRP-65-1"
"8",,"WESTCHESTER","BRP 65-2","BRP","MEDIAN BARRIER,;NYC TO CCP;",,"1966-02-03T00:00:00.000","13",,,"https://rpol.dot.ny.gov/?id=BRP-65-2"
"10",,"NASSAU, SUFFOLK","BSP 65-1","BSP, BP, NSP","A.C., MEDIAN BARRIER, PAVEMENT MARKINGS;",,"1965-12-07T00:00:00.000","36",,,"https://rpol.dot.ny.gov/?id=BSP-65-1"
"10",,"NASSAU","BSP 70-1","BSP, BP","DEMOLITION  (LISPC LET);",,"1970-04-01T00:00:00.000","2",,,"https://rpol.dot.ny.gov/?id=BSP-70-1"
"1",,"RENSSELAER","BT 56-1","BT 56-1, ST 56-8, 5084","C.C.P. CONSTRUCTION,;RT. 9 INTERCHANGE;","5513460,5513452,5513451,5513440,5513430,5513420,5513410,5513400,5040252,5040251","1956-10-23T00:00:00.000","165","987C, I287, I495, I95, NY34, US9","C-Bronx, C-Queens, C-White Plains, T-Clarkstown, T-Orangetown, T-Schodack, V-Harrison, V-Weedsport","https://rpol.dot.ny.gov/?id=BT-56-1"
"8",,"COLUMBIA","BT 56-2","8514, BT 56-2","C.C.P. CONSTRUCTION;","1050360,5515340,5515330,5515320,5515312,5515311,5515300,3365160,2262900","1957-01-24T00:00:00.000","240","980D, I495, NY22, NY265, NY46","C-Oneida - outer district, C-Queens, C-Tonawanda, T-Austerlitz, T-Canaan, T-Verona","https://rpol.dot.ny.gov/?id=BT-56-2"
"1",,"RENSSELAER","BT 56-3","BT 56-3","C.C.P. CONSTRUCTION,;EAST APPROACH OF HUDSON RIVER BRIDGE;","5513392,5513391,5513381,5513370,513360","1957-01-25T00:00:00.000","148","940T, I495, NY298","C-Rochester, T-De Witt, T-North Hempstead, T-Salina, V-North Hills","https://rpol.dot.ny.gov/?id=BT-56-3"
"1",,"ALBANY","BT 56-4","BT 56-4","C.C.P. CONSTRUCTION,;WEST APPROACH OF HUDSON RIVER BRIDGE;","5513350,5513349,5038119","1957-01-30T00:00:00.000","81","953C, I495, NY12","C-Watertown, T-West Seneca, V-Lake Success, V-North Hills","https://rpol.dot.ny.gov/?id=BT-56-4"
"1",,"RENSSELAER, COLUMBIA","BT 57-1","BT 57-1, 0827, 1933, 0937, TSP","C.C.P. CONSTRUCTION,;COL. CO. LINE TO C.R. 27;","1045110,7713280,5515290,5515282,5115281,5515270,5515250,5515240,5515230,5515222,5115221,5515212,5515211","1957-05-08T00:00:00.000","362","I278, I287, I495, NY12, NY27, NY295, NY55, NY66, US44","C-Brooklyn, C-Queens, C-Rye, C-White Plains, T-Chatham, T-Denmark, T-Harrisburg, T-Rochester, T-Wawarsing, V-Chatham, V-Copenhagen, V-Harrison, V-Port Chester, V-Rye Brook","https://rpol.dot.ny.gov/?id=BT-57-1"
"8",,"COLUMBIA","BT 62-1","62--16, BT 62-1, TSP 62-2P","TSP, RT. 203 TO THRUWAY;A.C. RESURFACING;",,"1962-11-15T00:00:00.000","90","I278, I84, NY52","C-Beacon, C-Brooklyn, C-Staten Island, T-Fishkill, T-Newburgh","https://rpol.dot.ny.gov/?id=BT-62-1"
"9",,"DELAWARE","BWS 1950","BWS","CONSTRUCTION OF PEPACTON RES. RDS. 1, 1A, 5, 6;",,"1950-11-09T00:00:00.000","35",,,"https://rpol.dot.ny.gov/?id=BWS-1950"
"9",,"DELAWARE","BWS 1951","8320, 8325, BWS","CONSTRUCTION OF PEPACTON RES. PERIMETER RDS. 2, 2D, 2E, 2ET;",,"1951-01-26T00:00:00.000","41","NY30","T-Andes, T-Colchester, T-Middletown","https://rpol.dot.ny.gov/?id=BWS-1951"
"9",,"DELAWARE","BWS 1952","BWS","CONSTRUCTION OF PEPACTON RES. PERIMETER RDS. 4, 6, 7;",,"1952-06-05T00:00:00.000","42",,,"https://rpol.dot.ny.gov/?id=BWS-1952"
"8",,"ULSTER","BWS 341","0603, BWS","CONSTRUCTION OF ROUNDOUT RES. RDS.  (NYC BWS);",,"1939-07-20T00:00:00.000","134","NY55","T-Wawarsing","https://rpol.dot.ny.gov/?id=BWS-341"
"9",,"SULLIVAN, ULSTER","BWS 343","1601, 0603, BWS","CONSTRUCTION OF ROUNDOUT RES. RDS.   (NYC BWS);",,"1940-03-25T00:00:00.000","57","NY55","T-Neversink, T-Wawarsing","https://rpol.dot.ny.gov/?id=BWS-343"
"9",,"SULLIVAN","BWS 367","BWS","CONSTRUCTION OF NEVERSINK RES. RDS.  (NYC BWS);",,"1940-10-24T00:00:00.000","51",,,"https://rpol.dot.ny.gov/?id=BWS-367"
"9",,"DELAWARE","BWS 415","BWS","SUBSTRUCTURE FOR THE SHAVERTOWN BRIDGE BY THE PEPACTON RES.  (NYC BWS);",,"1952-08-01T00:00:00.000","9",,,"https://rpol.dot.ny.gov/?id=BWS-415"
"9",,"DELAWARE","BWS 435","BWS","SUPERSTRUCTURE FOR THE SHAVERTOWN BRIDGE BY THE PEPACTON RES.  (NYC BWS);",,"1953-06-16T00:00:00.000","11",,,"https://rpol.dot.ny.gov/?id=BWS-435"
"9",,"DELAWARE","BWS 464","8117, BWS","CANNONSVILLE RES. BRIDGE CONSTRUCTION;",,"1961-03-01T00:00:00.000","52","NY10","T-Deposit, T-Tompkins","https://rpol.dot.ny.gov/?id=BWS-464"
"9",,"DELAWARE","BWS 53-2","BWS","CONSTRUCTION OF PEPACTON RES. PERIMETER RDS. 2, 9, 9A, 9B;",,"1953-05-13T00:00:00.000","37",,,"https://rpol.dot.ny.gov/?id=BWS-53-2"
"9",,"DELAWARE","BWS 53-3","BWS","CONSTRUCTION OF PEPACTON RES. RDS. 3, 2, 4, 3A, 3B, 3C, 3CT;",,"1954-01-12T00:00:00.000","31",,,"https://rpol.dot.ny.gov/?id=BWS-53-3"
"9",,"SULLIVAN","BWS 53-X","BWS","CONSTRUCTION OF NEVERSINK RES. RD. X;",,"1953-08-17T00:00:00.000","9",,,"https://rpol.dot.ny.gov/?id=BWS-53-X"
"9",,"DELAWARE","BWS 56-1","8017, 5384, BWS 56-1","SEWER SYSTEM CONSTRUCTION,;RT. 28, 30;",,"1956-10-03T00:00:00.000","8","987C, I287, I495, I95, NY28, NY30, NY34","C-Bronx, C-Queens, C-White Plains, T-Andes, T-Clarkstown, T-Middletown, T-Orangetown, V-Harrison, V-Margaretville, V-Weedsport","https://rpol.dot.ny.gov/?id=BWS-56-1"
"9",,"DELAWARE","BWS 60-1","BWS 60-1, 8050","BRIDGE CONSTRUCTION OF STYLESVILLE BRIDGE, CANNONSVILLE RES. RD. 1;",,"1960-04-07T00:00:00.000","20","908M, I278, I495, I95, NY10, NY440, NY8, NY895, US1","C-Bronx, C-Manhattan, C-Staten Island, T-Deposit, T-Huntington, T-Islip, V-Deposit","https://rpol.dot.ny.gov/?id=BWS-60-1"
"9",,"DELAWARE","BWS 60-2","BWS 60-2, 8050, 8117","CONSTRUCTION OF CANNONSVILLE RES. PERIMETER RD. 1;","1007670","1960-05-13T00:00:00.000","40","954P, I190, I278, I495, NY10, NY33, NY8","C-Brooklyn, C-Buffalo, T-Deposit, T-Huntington, T-Islip, T-Lewiston, T-Smithtown, T-Tompkins, V-Deposit","https://rpol.dot.ny.gov/?id=BWS-60-2"
"9",,"DELAWARE","BWS 61-1","BWS 61-1, 8117, 8187","CONSTRUCTION OF CANNONSVILLE RES. PERIMETER RDS. 1, 2, 2A, 2B, 3 & BRIDGES;","1007680","1961-05-31T00:00:00.000","55","987E, I278, I290, I295, I678, NY10, NY135, NY204, NY27","C-Brooklyn, C-Queens, T-Amherst, T-Brookhaven, T-Deposit, T-Gates, T-Haverstraw, T-Oyster Bay, T-Ramapo, T-Tompkins, T-Tuxedo, T-Walton, V-Sloatsburg","https://rpol.dot.ny.gov/?id=BWS-61-1"
"9",,"DELAWARE","BWS 62-1","BWS 62-1","CONSTRUCTION OF CANNONSVILLE RES. RDS. 3, 3A, 6, 7 & BRIDGES;","2226460","1962-04-05T00:00:00.000","104","I278, I84, NY52","C-Staten Island, T-Fishkill, T-Newburgh","https://rpol.dot.ny.gov/?id=BWS-62-1"
"9",,"DELAWARE","BWS 62-2","BWS 62-2, 8534","CONSTRUCTION OF CANNONSVILLE RES. PERIMETER RD. 4 & BRIDGE;","1050580","1962-06-22T00:00:00.000","73","I278, I84, NY268, NY52","C-Beacon, C-Brooklyn, C-Staten Island, T-Fishkill, T-Tompkins","https://rpol.dot.ny.gov/?id=BWS-62-2"
"9",,"DELAWARE","BWS 62-3","BWS 62-3, 8187, 9063, 1271","CONSTRUCTION OF CANNONSVILLE RES. PERIMETER RDS. 2, 2C, 5 & BRIDGE;","1007690","1963-01-04T00:00:00.000","105","912S, I278, I787, I84, NY10, NY180, NY206, NY52","C-Albany, C-Beacon, C-Brooklyn, C-Staten Island, T-Brownville, T-Clayton, T-Hamden, T-Tompkins, T-Walton, V-Walton","https://rpol.dot.ny.gov/?id=BWS-62-3"
"9",,"SULLIVAN","BWS NEVER","BWS","CONSTRUCTION OF NEVERSINK RES. RDS. (NYC BWS);",,"1941-01-01T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=BWS-NEVER"
"9",,"SULLIVAN, ULSTER","BWS ROUND","1601, BWS","CONSTRUCTION OF ROUNDOUT RES. RDS.    (NYC BWS);",,"1938-06-20T00:00:00.000","14","NY55","T-Neversink","https://rpol.dot.ny.gov/?id=BWS-ROUND"
"1","1013.05","Greene","C030792","1774","NYS Route 42 Over West Kill, Bridge Replacements","1025190, 1025200",,"106","NY42","T-Lexington","https://rpol.dot.ny.gov/?id=C030792"
"1","AX19.05","Greene","C030792","1774","NYS Route 42 Over West Kill, Bridge Replacement","1025190, 1025200",,"106","NY42","T-Lexington","https://rpol.dot.ny.gov/?id=C030792"
"8",,"WESTCHESTER","C103-L45A",,"SUBRESIDENCY AT MT. PLEASANT,;GRADING, PAVING, & FENCING;",,"1955-12-21T00:00:00.000","4",,,"https://rpol.dot.ny.gov/?id=C103-L45A"
"2",,"ONEIDA","C103-L45B",,"CONSTRUCTION OF SPERRY'S BRIDGE OVER FORESTPORT FEEDER,;MOOSE RIVER RD.;",,"1949-12-05T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C103-L45B"
"10",,"NASSAU","C108-L28B",,"NORTHERN CONDUIT PT. 2A,;R.C.C.P. RECON.;",,"1930-03-21T00:00:00.000","22",,,"https://rpol.dot.ny.gov/?id=C108-L28B"
"10",,"SUFFOLK","C130-L40",,"R.C.C.P. CONSTRUCTION OF COMMACK RD., C.R. 4;",,"1940-11-20T00:00:00.000","14",,,"https://rpol.dot.ny.gov/?id=C130-L40"
"1",,"ALBANY, RENSSELAER","C21-L31",,"BRIDGE PAINTING,;CONGRESS ST. OVER HUDSON RIVER;",,"1930-02-06T00:00:00.000","1",,,"https://rpol.dot.ny.gov/?id=C21-L31"
"1",,"RENSSELAER, SARATOGA","C236-L46","9460, 9418","SCHAGHTICOKE-MECHANICVILLE BRIDGE CONSTRUCTION,;RT. 67;","4415150","1949-06-08T00:00:00.000","101","NY67","T-Schaghticoke","https://rpol.dot.ny.gov/?id=C236-L46"
"5",,"NIAGARA","C263-L26",,"R.C.C.P. CONSTRUCTION OF C.R. 48A;",,"1927-07-16T00:00:00.000","8",,,"https://rpol.dot.ny.gov/?id=C263-L26"
"1",,"ALBANY","C295-L13A","ST 53-09, 9101, C62-04","A.C. CONSTRUCTION,;RT. 9W, SOUTHERN BLVD.;",,"1914-12-14T00:00:00.000","8","912S, 913J, 987C, I84, NY12, NY32, NY52, NY79, NY8, US9W","C-Albany, T-Bethlehem, T-Clarkstown, T-Deerfield, T-Hector, T-Marcy, T-Newburgh","https://rpol.dot.ny.gov/?id=C295-L13A"
"1",,"ALBANY","C295-L13B","9101","RT. 9W BRIDGE OVER NORMANSKILL",,"1914-06-18T00:00:00.000","33","913J, NY32, US9W","C-Albany, T-Bethlehem","https://rpol.dot.ny.gov/?id=C295-L13B"
"1",,"ESSEX","C310-L57A","WFM","GRAVEL & BRIDGE CONSTRUCTION OVER AUSABLE RIVER FOR ACCESS RD. & PARKING LOT TO LITTLE WHITEFACE SKI CENTER;","5523280","1957-06-24T00:00:00.000","16",,,"https://rpol.dot.ny.gov/?id=C310-L57A"
"1",,"ESSEX","C310-L57B","WFM","SKI TRAIL CONSTRUCTION AT LITTLE WHITEFACE SKI CENTER,;GRADING & DRAINAGE;",,"1957-10-08T00:00:00.000","1",,,"https://rpol.dot.ny.gov/?id=C310-L57B"
"1",,"ESSEX","C310-L57C","WFM","SKI TRAIL CONSTRUCTION ON LITTLE WHITEFACE MT.,;CONTRACT #2, GRADING & DRAINAGE;",,"1957-06-24T00:00:00.000","1",,,"https://rpol.dot.ny.gov/?id=C310-L57C"
"9",,"BROOME","C33-01","C33-01","A.C. RECON.,;COURT ST.;",,"1933-10-04T00:00:00.000","4","908G, 909D","T-Babylon, T-Hempstead, T-Islip, T-North Hempstead, T-Oyster Bay, V-East Hills, V-Old Westbury","https://rpol.dot.ny.gov/?id=C33-01"
"8",,"COLUMBIA","C33-02","C33-02","R.C.C.P. CONSTRUCTION,;SOUTH THIRD ST.; (OFF SYSTEM)",,"1933-09-28T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-02"
"8",,"DUTCHESS","C33-03","C33-03","R.C.C.P. CONSTRUCTION,;TELLER AVE, FISHKILL AVE.; (OFF SYSTEM)",,"1933-10-02T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-03"
"4",,"GENESEE","C33-04","C33-04","A.C. RECON.,;MAIN ST.; (OFF SYSTEM)",,"1933-09-29T00:00:00.000","6",,,"https://rpol.dot.ny.gov/?id=C33-04"
"2",,"HERKIMER","C33-05","C33-05","R.C.C.P. CONSTRUCTION,;SOUTH ANN ST. BRIDGE; (OFF SYSTEM)",,"1933-10-03T00:00:00.000","6",,,"https://rpol.dot.ny.gov/?id=C33-05"
"2",,"ONEIDA","C33-06","C33-06","A.C. RECON.,;ONEIDA ST.; (OFF SYSTEM)",,"1933-10-20T00:00:00.000","8",,,"https://rpol.dot.ny.gov/?id=C33-06"
"3",,"ONONDAGA","C33-07","C33-07","R.C.C.P. CONSTRUCTION,;ERIE BLVD.; (OFF SYSTEM)",,"1933-10-09T00:00:00.000","14",,,"https://rpol.dot.ny.gov/?id=C33-07"
"8",,"ORANGE","C33-08","C33-08","R.C.C.P. CONSTRUCTION,;KINGSTON AVE.; (OFF SYSTEM)",,"1933-09-28T00:00:00.000","8",,,"https://rpol.dot.ny.gov/?id=C33-08"
"1",,"SCHENECTADY","C33-09","C33-09","R.C.C.P. CONSTRUCTION,;STATE ST.; (OFF SYSTEM)",,"1934-02-06T00:00:00.000","35",,,"https://rpol.dot.ny.gov/?id=C33-09"
"3",,"TOMPKINS","C33-10","C33-10","R.C.C.P. CONSTRUCTION,;EAST STATE ST.; (OFF SYSTEM)",,"1933-10-07T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-10"
"8",,"WESTCHESTER","C33-11","C33-11","R.C.C.P. CONSTRUCTION,;CENTRAL PARK AVE.; (OFF SYSTEM)",,"1933-10-02T00:00:00.000","23",,,"https://rpol.dot.ny.gov/?id=C33-11"
"2",,"ONEIDA","C33-12","C33-12","R.C.C.P. CONSTRUCTION,;HERKIMER RD.; (OFF SYSTEM)",,"1933-10-04T00:00:00.000","9",,,"https://rpol.dot.ny.gov/?id=C33-12"
"8",,"ULSTER","C33-13","C33-13","R.C.C.P. CONSTRUCTION,;THE BOULEVARD; (OFF SYSTEM)",,"1934-04-16T00:00:00.000","12",,,"https://rpol.dot.ny.gov/?id=C33-13"
"7",,"JEFFERSON","C33-14","C33-14","R.C.C.P. CONSTRUCTION,;MILL ST. BRIDGE OVER BLACK RIVER; (OFF SYSTEM)","2220230","1933-11-17T00:00:00.000","12",,,"https://rpol.dot.ny.gov/?id=C33-14"
"5",,"CATTARAUGUS","C33-15","C33-15","A.C. RECON.,;MAIN ST.; (OFF SYSTEM)",,"1933-10-24T00:00:00.000","14",,,"https://rpol.dot.ny.gov/?id=C33-15"
"5",,"NIAGARA","C33-16","C33-16","A.C. RECON.,;TRANSIT ST.; (OFF SYSTEM)",,"1933-10-26T00:00:00.000","4",,,"https://rpol.dot.ny.gov/?id=C33-16"
"2",,"ONEIDA","C33-17","C33-17","A.C. RECON.,;TRENTON AVE.; (OFF SYSTEM)",,"1933-10-23T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-17"
"9",,"OTSEGO","C33-18","C33-18","R.C.C.P. CONSTRUCTION,;MAIN ST.; (OFF SYSTEM)",,"1933-10-24T00:00:00.000","9",,,"https://rpol.dot.ny.gov/?id=C33-18"
"6",,"STEUBEN","C33-19","C33-19","A.C. RECON. & R.C.C.P. CONSTRUCTION,;EAST MARKET ST., NORTH PINE ST.; (OFF SYSTEM)",,"1933-10-09T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-19"
"5",,"CHAUTAUQUA","C33-20","C33-20","A.C. RECON.,;WEST LAKE SHORE DR.; (OFF SYSTEM)",,"1933-10-31T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-20"
"6",,"STEUBEN","C33-21","C33-21","A.C. RECON.,;SENECA ST. BRIDGE; (OFF SYSTEM)",,"1933-11-27T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-21"
"6",,"CHEMUNG","C33-22","C33-22","A.C. RECON.,;GRAND CENTRAL AVE., DIVISION ST.; (OFF SYSTEM)",,"1933-11-10T00:00:00.000","12",,,"https://rpol.dot.ny.gov/?id=C33-22"
"4",,"MONROE","C33-23","C33-23","A.C. RECON.,;MONROE AVE.; (OFF SYSTEM)",,"1933-11-18T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-23"
"5",,"NIAGARA","C33-24","C33-24","A.C. RECON.,;NIAGARA FALLS-BUFFALO BLVD.; (OFF SYSTEM)",,"1933-11-08T00:00:00.000","8",,,"https://rpol.dot.ny.gov/?id=C33-24"
"2",,"ONEIDA","C33-25","C33-25","A.C. RECON.,;TURIN ST.; (OFF SYSTEM)",,"1933-11-08T00:00:00.000","9",,,"https://rpol.dot.ny.gov/?id=C33-25"
"5",,"NIAGARA","C33-26","C33-26","A.C. RECON.,;MAIN ST.; (OFF SYSTEM)",,"1933-11-17T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-26"
"1",,"ALBANY","C33-27","C33-27","R.C.C.P. CONSTRUCTION,;SECOND AVE.; (OFF SYSTEM)",,"1933-11-27T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C33-27"
"5",,"CATTARAUGUS","C33-28","C33-28","R.C.C.P. CONSTRUCTION,;WILDWOOD AVE.; (OFF SYSTEM)",,"1933-11-29T00:00:00.000","8",,,"https://rpol.dot.ny.gov/?id=C33-28"
"5",,"ERIE","C33-29","C33-29","A.C. RCON.,;SOUTH PARK AVE.; (OFF SYSTEM)",,"1933-11-27T00:00:00.000","12",,,"https://rpol.dot.ny.gov/?id=C33-29"
"5",,"NIAGARA","C33-30","C33-30","BRICK PAVEMENT WIDENING,;CLINTON ST.; (OFF SYSTEM)",,"1933-11-28T00:00:00.000","12",,,"https://rpol.dot.ny.gov/?id=C33-30"
"7",,"CLINTON","C33-31","C33-31","R.C.C.P. CONSTRUCTION,;LAKE SHORE RD.; RT. 9; (OFF SYSTEM)",,"1933-12-11T00:00:00.000","12",,,"https://rpol.dot.ny.gov/?id=C33-31"
"5",,"ERIE","C33-32","C33-32","A.C. RECON.,;SOUTH PARK AVE.; (OFF SYSTEM)",,"1933-12-13T00:00:00.000","6",,,"https://rpol.dot.ny.gov/?id=C33-32"
"1",,"RENSSELAER","C33-33","C33-33","R.C.C.P. CONSTRUCTION,;CAMPBELLS HIGHWAY; (OFF SYSTEM)",,"1933-12-11T00:00:00.000","19",,,"https://rpol.dot.ny.gov/?id=C33-33"
"4",,"GENESEE","C33-34","C33-34","A.C. RECON.,;CLINTON ST.; (OFF SYSTEM)",,"1933-12-16T00:00:00.000","2",,,"https://rpol.dot.ny.gov/?id=C33-34"
"5",,"CHAUTAUQUA","C33-35","C33-35","R.C.C.P. WIDENING,;EAST SECOND ST.; (OFF SYSTEM)",,"1934-01-04T00:00:00.000","17",,,"https://rpol.dot.ny.gov/?id=C33-35"
"1",,"ALBANY","C33-36","C33-36","STONE BLOCK PAVEMENT,;CENTRAL AVE.; (OFF SYSTEM)",,"1934-01-05T00:00:00.000","7",,,"https://rpol.dot.ny.gov/?id=C33-36"
