"project_number","program_name","project_type","activity","contract_amount","organization","county","municipality","current_status","residential_units_existing","residential_units_new","civic_units_existing","civic_units_new","commercial_units_existing","commercial_units_new"
"20150145","UI  ","LPA","CNSTR/RHAB","200000","INDEPENDENT LIVING CENTER OF THE HUDSON VALLEY, INC.","RENSSELAER","TROY","CONT","0","0","1","0","0","0"
"20150142","NYMS","LPA","CNSTR/RHAB","335000","ORLEANS COUNTY CHAMBER OF COMMERCE","ORLEANS","MEDINA","CONT","5","0","0","0","10","0"
"20150141","UI  ","LPA","CNSTR/RHAB","129000","NEWBURGH COMMUNITY LAND BANK","ORANGE","NEWBURGH","CONT","7","0","0","0","3","0"
"20150133","UI  ","LPA","CNSTR/RHAB","200000","UNIVERSITY NEIGHBORHOOD PRESERVATION ASSOCIATION","ONONDAGA","SYRACUSE","CONT","0","0","1","0","0","0"
"20150132","NYMS","LPA","CNSTR/RHAB","300000","CITY OF UTICA","ONEIDA","UTICA","CONT","0","0","0","0","3","0"
"20150131","NYMS","LPA","CNSTR/RHAB","380800","VILLAGE OF CAMDEN","ONEIDA","CAMDEN","CONT","12","0","1","0","7","0"
"20150120","NYMS","LPA","CNSTR/RHAB","500000","LIVINGSTON COUNTY DEVELOPMENT CORPORATION","LIVINGSTON","CALEDONIA","CONT","11","0","0","0","13","0"
"20150118","RARP","LPA","CNSTR/RHAB","107500","CARTHAGE INDUSTRIAL DEVELOPMENT CORP.","JEFFERSON","CARTHAGE","CONT","0","0","0","0","3","0"
"20150115","RARP","LPA","CNSTR/RHAB","200000","CENTRAL ADIRONDACK PARTNERSHIP FOR THE 21ST CENTURY","HAMILTON","INDIAN LAKE","CONT","1","0","0","0","9","0"
"20150113","NYMS","LPA","CNSTR/RHAB","105000","BRIDGE STREET THEATRE, INC.","GREENE","CATSKILL","CONT","0","0","0","0","1","0"
"20150112","NYJP","LPA","CNSTR/RHAB","500000","BATAVIA DEVELOPMENT CORPORATION","GENESEE","BATAVIA","CONT","7","0","0","0","2","0"
"20150110","NYJP","LPA","CNSTR/RHAB","300000","SARANAC LAKE LOCAL DEVELOPMENT CORPORATION","ESSEX","SARANAC LAKE","CONT","0","0","1","0","8","0"
"20150108","NYJP","LPA","CNSTR/RHAB","300000","PRIDE OF TICONDEROGA, INC.","ESSEX","TICONDEROGA","CONT","14","0","1","0","8","0"
"20150103","NYJP","LPA","CNSTR/RHAB","300000","BUFFALO PLACE, INC.","ERIE","BUFFALO","CONT","7","0","1","0","8","0"
"20150101","NYJP","LPA","CNSTR/RHAB","300000","VILLAGE OF SPRINGVILLE","ERIE","SPRINGVILLE","CONT","2","0","1","0","10","0"
"20150100","NYJP","LPA","CNSTR/RHAB","500000","HUDSON RIVER HOUSING, INC.","DUTCHESS","POUGHKEEPSIE","CONT","15","0","1","0","6","0"
"20150099","NYJP","LPA","CNSTR/RHAB","300000","M-ARK PROJECT, INC.","DELAWARE","ROXBURY","CONT","7","0","0","0","14","0"
"20150096","NYMS","LPA","CNSTR/RHAB","425000","CITY OF CORTLAND","CORTLAND","CORTLAND","CONT","10","0","0","0","17","0"
"20150095","NYMS","LPA","CNSTR/RHAB","216867","CITY OF PLATTSBURGH COMMUNITY DEVELOPMENT OFFICE","CLINTON","PLATTSBURGH","CONT","0","0","0","0","1","0"
"20150093","NYMS","LPA","CNSTR/RHAB","165120","COMMUNITY PROGRESS INC.","CHEMUNG","HORSEHEADS","CONT","2","0","0","0","4","0"
"20150091","NYJP","LPA","CNSTR/RHAB","500000","JAMESTOWN RENAISSANCE CORPORATION","CHAUTAUQUA","JAMESTOWN","CONT","0","0","0","0","3","0"
"20150089","NYJP","LPA","CNSTR/RHAB","300000","OLEAN BUSINESS DEVELOPMENT CORPORATION","CATTARAUGUS","OLEAN","CONT","7","0","0","0","3","0"
"20150087","NYMS","LPA","CNSTR/RHAB","220166","VILLAGE OF WINDSOR","BROOME","WINDSOR","CONT","5","0","0","0","10","0"
"20150086","NYMS","LPA","CNSTR/RHAB","390000","DOWNTOWN ALBANY RESTORATION PROGRAM","ALBANY","ALBANY","CONT","32","0","0","0","4","0"
"20150082","NYJP","LPA","CNSTR/RHAB","500000","CENTRAL DISTRICT MANAGEMENT ASSOCIATION, INC.","ALBANY","ALBANY","CONT","0","0","0","0","1","0"
"20143108","REST","LPA","CNSTR/RHAB","50000","HAMASPIK OF KINGS COUNTY","NYC","NEW YORK CITY","CONT","10","0","0","0","0","0"
"20143106","MRTL","LPA","CNSTR/RHAB","150000","REBUILDING TOGETHER NYC","NYC","NEW YORK CITY","CONT","12","0","0","0","0","0"
"20143098","ACSS","LPA","CNSTR/RHAB","150000","PEOPLE, INC.","MULTI-COUNTY",,"CONT","11","0","0","0","0","0"
"20143097","REST","LPA","CNSTR/RHAB","25000","CAYUGA COUNTY HOMSITE DEVELOPMENT CORP.","CAYUGA","MULTI-MUNI","CONT","15","0","0","0","0","0"
"20143094","REST","LPA","CNSTR/RHAB","50000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","9","0","0","0","0","0"
"20143092","REST","LPA","CNSTR/RHAB","25000","REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.","ORANGE","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143088","REST","LPA","CNSTR/RHAB","0","GALVAN HOUSING RESOURCES, INC.           .","COLUMBIA","MULTI-MUNI","INA","0","0","0","0","0","0"
"20143086","REST","LPA","CNSTR/RHAB","50000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20143084","REST","LPA","CNSTR/RHAB","25000","NORTHFIELD COMMUNITY LDC OF STATEN ISLAND, INC.","RICHMOND","NEW YORK CITY","CONT","15","0","0","0","0","0"
"20143081","MRTL","LPA","CNSTR/RHAB","150000","COMMUNITY LAND TRUST OF SCHENECTADY, INC.","SCHENECTADY","SCHENECTADY","CONT","10","0","0","0","0","0"
"20143077","REST","LPA","CNSTR/RHAB","50000","FULTON COUNTY COMMUNITY HERITAGE CORP.","FULTON","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143075","ACSS","LPA","CNSTR/RHAB","150000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CONT","8","0","0","0","0","0"
"20143070","ACSS","LPA","CNSTR/RHAB","150000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143066","REST","LPA","CNSTR/RHAB","25000","CAYUGA/SENECA COMMUNITY ACTION AGENCY, INC","CAYUGA","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143063","REST","LPA","CNSTR/RHAB","50000","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20143062","MRTL","LPA","CNSTR/RHAB","150000","REBUILDING TOGETHER SARATOGA COUNTY, INC.","SARATOGA","MULTI-MUNI","CONT","25","0","0","0","0","0"
"20143061","REST","LPA","CNSTR/RHAB","50000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","12","0","0","0","0","0"
"20143060","REST","LPA","CNSTR/RHAB","35000","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143059","ACSS","LPA","CNSTR/RHAB","150000","REBUILDING TOGETHER DUTCHESS CO, INC","DUTCHESS","MULTI-MUNI","CONT","18","0","0","0","0","0"
"20143058","REST","LPA","CNSTR/RHAB","50000","COMMUNITY LAND TRUST OF SCHENECTADY, INC.","SCHENECTADY","SCHENECTADY","CONT","10","0","0","0","0","0"
"20143053","REST","LPA","CNSTR/RHAB","50000","RUPCO, INC.","ULSTER","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20143052","MRTL","LPA","CNSTR/RHAB","75000","RUPCO, INC.","ULSTER","MULTI-MUNI","CONT","5","0","0","0","0","0"
"20143047","REST","LPA","CNSTR/RHAB","50000","ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP","ALBANY","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20143046","ACSS","LPA","CNSTR/RHAB","150000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20143045","REST","LPA","CNSTR/RHAB","25000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","5","0","0","0","0","0"
"20143043","REST","LPA","CNSTR/RHAB","50000","PUTNAM COUNTY HOUSING CORP.","PUTNAM","MULTI-MUNI","CONT","9","0","0","0","0","0"
"20143041","REST","LPA","CNSTR/RHAB","50000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143040","REST","LPA","CNSTR/RHAB","50000","ALLEGANY COUNTY COMMUNITY OPPORTUNITY AND RURAL DEVELOPMENT, INC.","ALLEGANY","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20143039","REST","LPA","CNSTR/RHAB","50000","UNITED WAY OF LI","NASSAU","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143034","REST","LPA","CNSTR/RHAB","50000","PRIDE OF TICONDEROGA, INC.","WASHINGTON","MULTI-MUNI","CONT","11","0","0","0","0","0"
"20143031","ACSS","LPA","CNSTR/RHAB","150000","BETTER HOUSING FOR TOMPKINS COUNTY INC.","TOMPKINS","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20143028","ACSS","LPA","CNSTR/RHAB","150000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CONT","15","0","0","0","0","0"
"20143027","REST","LPA","CNSTR/RHAB","50000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CONT","16","0","0","0","0","0"
"20143025","REST","LPA","CNSTR/RHAB","0","RICHMOND SENIOR SERVICES, INC.","RICHMOND","NEW YORK CITY","AWRD","15","0","0","0","0","0"
"20143024","MRTL","LPA","CNSTR/RHAB","150000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CONT","15","0","0","0","0","0"
"20143022","REST","LPA","CNSTR/RHAB","50000","COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.","ORLEANS","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143018","REST","LPA","CNSTR/RHAB","50000","REBUILDING TOGETHER SARATOGA COUNTY, INC.","SARATOGA","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20143017","REST","LPA","CNSTR/RHAB","50000","LEWIS COUNTY OPPORTUNITIES, INC.","LEWIS","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20143014","ACSS","LPA","CNSTR/RHAB","150000","REBUILDING TOGETHER SARATOGA COUNTY, INC.","SARATOGA","MULTI-MUNI","CONT","25","0","0","0","0","0"
"20143009","MRTL","LPA","CNSTR/RHAB","150000","ACCESS TO INDEPENDENCE OF CORTLAND COUNTY, INC.","MULTI-COUNTY",,"CONT","12","0","0","0","0","0"
"20143008","MRTL","LPA","CNSTR/RHAB","150000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CONT","8","0","0","0","0","0"
"20143007","ACSS","LPA","CNSTR/RHAB","150000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CONT","8","0","0","0","0","0"
"20143006","REST","LPA","CNSTR/RHAB","50000","STONELEIGH HOUSING, INC.","MULTI-COUNTY",,"CONT","13","0","0","0","0","0"
"20143004","REST","LPA","CNSTR/RHAB","50000","NIAGARA COMMUNITY ACTION PROGRAM, INC.","NIAGARA","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20143003","REST","LPA","CNSTR/RHAB","50000","DELAWARE OPPORTUNITIES INC.","DELAWARE","MULTI-MUNI","CONT","11","0","0","0","0","0"
"20143001","REST","LPA","CNSTR/RHAB","50000","OPPORTUNITIES FOR CHENANGO, INC.","CHENANGO","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20140181","NYMS","LPA","CNSTR/RHAB","225000","CLAYTON LOCAL DEVELOPMENT CORPORATION","JEFFERSON","CLAYTON","CONT","0","0","0","0","1","0"
"20140170","NYMS","LPA","CNSTR/RHAB","250000","GREATER LOCKPORT DEVELOPMENT CORPORATION","NIAGARA","LOCKPORT","CONT","5","0","0","0","6","0"
"20140167","NYMS","LPA","CNSTR/RHAB","236250","CAPITALIZE ALBANY CORPORATION","ALBANY","ALBANY","CMPL","3","0","0","0","1","0"
"20140160","NYMS","LPA","CNSTR/RHAB","250000","NEAR WEST SIDE INITIATIVE, INC.","ONONDAGA","SYRACUSE","CONT","5","0","0","0","6","0"
"20140157","NYMS","LPA","CNSTR/RHAB","250000","MYRTLE AVENUE REVITALIZATION PROJECT LDC","KINGS","NEW YORK CITY","CONT","0","0","0","0","7","0"
"20140153","NYMS","LPA","CNSTR/RHAB","250000","CITY OF AUBURN","CAYUGA","AUBURN","CONT","2","0","0","0","3","0"
"20140148","NYMS","LPA","CNSTR/RHAB","250000","CITY OF NORWICH COMMUNITY DEVELOPMENT OFFICE","CHENANGO","NORWICH","CONT","5","0","0","0","6","0"
"20140145","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF ORISKANY FALLS","ONEIDA","ORISKANY FALLS","CONT","6","0","1","0","8","0"
"20140141","NYMS","LPA","CNSTR/RHAB","200000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","JORDAN","CONT","4","0","0","0","5","0"
"20140136","NYMS","LPA","CNSTR/RHAB","500000","LIVINGSTON COUNTY DEVELOPMENT CORPORATION","LIVINGSTON","MOUNT MORRIS","CONT","10","0","0","0","15","0"
"20140131","NYMS","LPA","CNSTR/RHAB","250000","JAMESTOWN RENAISSANCE CORPORATION","CHAUTAUQUA","JAMESTOWN","CONT","0","0","0","0","3","0"
"20140129","NYMS","LPA","CNSTR/RHAB","200000","ELMIRA DOWNTOWN DEVELOPMENT, INC.","CHEMUNG","ELMIRA","CONT","2","0","0","0","8","0"
"20140127","NYMS","LPA","CNSTR/RHAB","203500","CORNING INTOWN DISTRICT MANAGEMENT ASSOCIATION","STEUBEN","CORNING","CMPL","0","0","0","0","7","0"
"20140126","NYMS","LPA","CNSTR/RHAB","250000","RUPCO, INC.","ULSTER","KINGSTON","CMPL","55","0","0","0","0","0"
"20140125","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF WEEDSPORT","CAYUGA","WEEDSPORT","CONT","8","0","0","0","2","0"
"20140122","NYMS","LPA","CNSTR/RHAB","250000","GEVA THEATRE CENTER INC.","MONROE","ROCHESTER","CMPL","0","0","1","0","0","0"
"20133187","HOME","LPA","CNSTR/RHAB","300000","COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.","RENSSELAER","MULTI-MUNI","CONT","9","0","0","0","0","0"
"20133183","HOME","LPA","MTGE ASST","500000","CAPITAL DISTRICT HABITAT FOR HUMANITY, INC.","ALBANY","ALBANY","CONT","0","10","0","0","0","0"
"20133177","HOME","LPA","CNSTR/RHAB","200000","RURAL HOUSING OPPORTUNITIES CORPORATION","MULTI-COUNTY",,"CONT","8","0","0","0","0","0"
"20133172","HOME","LPA","CNSTR/RHAB","300000","COMMUNITY PROGRESS INC.","MULTI-COUNTY",,"CONT","12","0","0","0","0","0"
"20133171","HOME","LPA","CNSTR/RHAB","400000","WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.","ERIE","BUFFALO","CONT","20","0","0","0","0","0"
"20133170","HOME","LPA","MTGE ASST","200000","RURAL HOUSING OPPORTUNITIES CORPORATION","MULTI-COUNTY",,"CONT","9","0","0","0","0","0"
"20133169","HOME","LPA","CNSTR/RHAB","400000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CONT","14","0","0","0","0","0"
"20133165","HOME","LPA","CNSTR/RHAB","250000","NEAR WESTSIDE NEIGHBORHOOD ASSOCIATION, INC.","CHEMUNG","ELMIRA","CONT","18","0","0","0","0","0"
"20133163","HOME","LPA","CNSTR/RHAB","400000","CENTER CITY NEIGHBORHOOD DEVELOPMENT CORPORATION","NIAGARA","NIAGARA FALLS","CONT","29","0","0","0","0","0"
"20133162","HOME","LPA","CNSTR/RHAB","400000","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","MULTI-MUNI","CONT","11","9","0","0","0","0"
"20133158","HOME","LPA","CNSTR/RHAB","275000","CITY OF FULTON COMMUNITY DEVELOPMENT AGENCY","OSWEGO","FULTON","CONT","20","0","0","0","0","0"
"20133157","HOME","LPA","CNSTR/RHAB","200000","FRIENDS OF THE NORTH COUNTRY, INC.","CLINTON","MULTI-MUNI","CONT","9","0","0","0","0","0"
"20133156","HOME","LPA","CNSTR/RHAB","400000","OPPORTUNITIES FOR CHENANGO, INC.","CHENANGO","MULTI-MUNI","CONT","10","0","0","0","0","0"
"20133151","HOME","LPA","MTGE ASST","350000","CITY OF KINGSTON","ULSTER","KINGSTON","CONT","10","0","0","0","0","0"
"20133150","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF SARANAC LAKE","MULTI-COUNTY",,"CONT","20","0","0","0","0","0"
"20133141","HOME","LPA","CNSTR/RHAB","300000","REBUILDING TOGETHER SARATOGA COUNTY, INC.","SARATOGA","MULTI-MUNI","CONT","25","0","0","0","0","0"
"20133140","HOME","LPA","CNSTR/RHAB","264000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CONT","15","0","0","0","0","0"
"20133134","HOME","LPA","CNSTR/RHAB","400000","CITY OF LITTLE FALLS","HERKIMER","LITTLE FALLS","CONT","18","0","0","0","0","0"
"20133133","HOME","LPA","CNSTR/RHAB","400000","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","MULTI-MUNI","CONT","16","0","0","0","0","0"
"20133127","HOME","LPA","CNSTR/RHAB","300000","TOWN OF QUEENSBURY","WARREN","QUEENSBURY","CONT","12","0","0","0","0","0"
"20133126","HOME","LPA","CNSTR/RHAB","300000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CONT","12","0","0","0","0","0"
"20133124","HOME","LPA","CNSTR/RHAB","400000","TOWN OF FORT EDWARD","WASHINGTON","MULTI-MUNI","CONT","15","0","0","0","0","0"
"20133120","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF BALLSTON SPA","SARATOGA","MULTI-MUNI","CONT","15","0","0","0","0","0"
"20133118","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF CORINTH","SARATOGA","CORINTH","CONT","18","0","0","0","0","0"
"20133115","HOME","TBR",,"250000","PUTNAM COUNTY HOUSING CORP.","PUTNAM","MULTI-MUNI","CONT","0","0","0","0","0","0"
"20133114","HOME","LPA","CNSTR/RHAB","400000","CITY OF AMSTERDAM","MONTGOMERY","AMSTERDAM","CONT","17","0","0","0","0","0"
"20133113","HOME","LPA","CNSTR/RHAB","200000","METRO INTERFAITH HOUSING MANAGEMENT CORP.","BROOME","BINGHAMTON","CONT","8","0","0","0","0","0"
"20133110","ACSS","LPA","CNSTR/RHAB","212500","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","MULTI-COUNTY",,"CONT","8","0","0","0","0","0"
"20133105","REST","LPA","CNSTR/RHAB","50000","WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.","ERIE","BUFFALO","CMPL","14","0","0","0","0","0"
"20133100","ACSS","LPA","CNSTR/RHAB","150000","REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.","ORANGE","MULTI-MUNI","CONT","6","0","0","0","0","0"
"20133095","ACSS","LPA","CNSTR/RHAB","212500","REBUILDING TOGETHER NYC","NYC","NEW YORK CITY","CONT","12","0","0","0","0","0"
"20133086","REST","LPA","CNSTR/RHAB","50000","CAYUGA/SENECA COMMUNITY ACTION AGENCY, INC","CAYUGA","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20133085","REST","LPA","CNSTR/RHAB","50000","COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.","MULTI-COUNTY",,"CMPL","18","0","0","0","0","0"
"20133084","ACSS","LPA","CNSTR/RHAB","125000","ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP","ALBANY","MULTI-MUNI","CONT","11","0","0","0","0","0"
"20133077","REST","LPA","CNSTR/RHAB","50000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20133065","ACSS","LPA","CNSTR/RHAB","130000","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","MULTI-COUNTY",,"CONT","16","0","0","0","0","0"
"20133062","REST","LPA","CNSTR/RHAB","50000","RICHMOND SENIOR SERVICES, INC.","RICHMOND","NEW YORK CITY","CONT","15","0","0","0","0","0"
"20133060","REST","LPA","CNSTR/RHAB","25000","FULTON COUNTY COMMUNITY HERITAGE CORP.","FULTON","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20133055","REST","LPA","CNSTR/RHAB","50000","HOMSITE FUND, INC.","CAYUGA","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20133044","REST","LPA","CNSTR/RHAB","50000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20133031","ACSS","LPA","CNSTR/RHAB","150000","RICHMOND SENIOR SERVICES, INC.","RICHMOND","NEW YORK CITY","CONT","18","0","0","0","0","0"
"20133027","REST","LPA","CNSTR/RHAB","50000","PRIDE OF TICONDEROGA, INC.","MULTI-COUNTY",,"CMPL","10","0","0","0","0","0"
"20133026","REST","LPA","CNSTR/RHAB","50000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","12","0","0","0","0","0"
"20133023","ACSS","LPA","CNSTR/RHAB","150000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CONT","8","0","0","0","0","0"
"20133021","REST","LPA","CNSTR/RHAB","25000","STONELEIGH HOUSING, INC.","MADISON","MULTI-MUNI","CMPL","6","0","0","0","0","0"
"20133017","ACSS","LPA","CNSTR/RHAB","212500","ACCESS TO INDEPENDENCE OF CORTLAND COUNTY, INC.","MULTI-COUNTY",,"CONT","11","0","0","0","0","0"
"20133013","ACSS","LPA","CNSTR/RHAB","63099","RESOURCE CENTER FOR INDEPENDENT LIVING, INC.","MULTI-COUNTY",,"CONT","6","0","0","0","0","0"
"20133006","ACSS","LPA","CNSTR/RHAB","212500","FAMILY SERVICE SOCIETY OF YONKERS","WESTCHESTER","MULTI-MUNI","CONT","2","0","0","0","0","0"
"20130501","RARP","LPA","CNSTR/RHAB","150000","LIVINGSTON COUNTY DEVELOPMENT CORPORATION","LIVINGSTON","GENESEO","CMPL","0","0","0","0","1","0"
"20130483","UI  ","LPA","CNSTR/RHAB","150000","RUPCO, INC.","ULSTER","KINGSTON","CMPL","1","0","0","0","0","0"
"20130479","UI  ","LPA","CNSTR/RHAB","150000","NEIGHBORS OF WATERTOWN, INC.","JEFFERSON","WATERTOWN","CMPL","0","0","0","0","1","0"
"20130470","NYMS","LPA","CNSTR/RHAB","200000","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","DELAWARE","HOBART","CONT","10","0","1","0","6","0"
"20130462","UI  ","LPA","CNSTR/RHAB","150000","WYANDANCH COMMUNITY DEVELOPMENT CORP.","SUFFOLK","BABYLON","CONT","2","0","0","0","0","0"
"20130452","NYMS","LPA","CNSTR/RHAB","100000","VILLAGE OF LANCASTER","ERIE","LANCASTER","CONT","8","0","0","0","2","0"
"20130449","NYMS","LPA","CNSTR/RHAB","200000","COMMUNITY ACTION IN SELF-HELP, INC.","WAYNE","LYONS","CONT","13","0","0","0","4","0"
"20130448","RARP","LPA","CNSTR/RHAB","150000","BATAVIA BUSINESS IMPROVEMENT DISTRICT MANAGEMENT ASSOCIATION, INC.","GENESEE","BATAVIA","CMPL","0","0","0","0","11","0"
"20130439","UI  ","LPA","CNSTR/RHAB","150000","ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP","ALBANY","ALBANY","CMPL","0","0","1","0","0","0"
"20130438","UI  ","LPA","CNSTR/RHAB","150000","COMMUNITY HOUSING INNOVATIONS, INC.","WESTCHESTER","PEEKSKILL","CONT","0","0","0","0","1","0"
"20130434","RARP","LPA","CNSTR/RHAB","101473","TIOGA COUNTY LOCAL DEVELOPMENT CORP.","TIOGA","WAVERLY","CMPL","0","0","0","0","9","0"
"20130430","UI  ","LPA","CNSTR/RHAB","150000","CAYUGA ECONOMIC DEVELOPMENT AGENCY","CAYUGA","AUBURN","CMPL","2","0","0","0","1","0"
"20130429","NYMS","LPA","CNSTR/RHAB","0","CITY OF PORT JERVIS","ORANGE","PORT JERVIS","INA","0","0","0","0","0","0"
"20130424","UI  ","LPA","CNSTR/RHAB","150000","THE LITTLE THEATRE FILM SOCIETY","MONROE","ROCHESTER","CMPL","0","0","0","0","1","0"
"20130423","RARP","LPA","CNSTR/RHAB","0","FINGER LAKES COMMUNITY DEVELOPMENT CORP.","ONTARIO","GENEVA","INA","0","0","0","0","0","0"
"20130422","RARP","LPA","CNSTR/RHAB","49425","SNOW BELT HOUSING COMPANY, INC.","LEWIS","LYONS FALLS","CONT","12","0","0","0","0","0"
"20130421","RARP","LPA","CNSTR/RHAB","150000","HUDSON DEVELOPMENT CORPORATION","COLUMBIA","HUDSON","CMPL","0","0","1","0","0","0"
"20130415","RARP","LPA","CNSTR/RHAB","147003","DELAWARE COUNTY LOCAL DEVELOPMENT CORPORATION","DELAWARE","WALTON","CONT","0","0","0","0","12","0"
"20130413","NYMS","LPA","CNSTR/RHAB","200000","CITY OF GENEVA","ONTARIO","GENEVA","CMPL","0","0","0","0","12","0"
"20130410","NYMS","LPA","CNSTR/RHAB","200000","CITY OF ONEONTA","OTSEGO","ONEONTA","CONT","17","0","0","0","8","0"
"20130409","UI  ","LPA","CNSTR/RHAB","150000","UNIVERSITY DISTRICT COMMUNITY DEVELOPMENT ASSOCIATION, INC.","ERIE","BUFFALO","CMPL","0","0","0","0","1","0"
"20130407","NYMS","LPA","CNSTR/RHAB","173193","CITY OF JOHNSTOWN","FULTON","JOHNSTOWN","CMPL","0","0","0","0","5","0"
"20130404","NYMS","LPA","CNSTR/RHAB","187071","VILLAGE OF PHOENIX","OSWEGO","PHOENIX","CONT","3","0","0","0","4","0"
"20130403","RARP","LPA","CNSTR/RHAB","100000","GALVAN HOUSING RESOURCES, INC.           .","COLUMBIA","HUDSON","CMPL","2","0","0","0","0","0"
"20130402","UI  ","LPA","CNSTR/RHAB","148819","URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.","MONROE","ROCHESTER","CMPL","0","0","1","0","0","0"
"20130399","NYMS","LPA","CNSTR/RHAB","128781","VILLAGE OF PORT HENRY","ESSEX","PORT HENRY","CONT","6","0","0","0","7","0"
"20130398","RARP","LPA","CNSTR/RHAB","150000","DEVELOPMENT CHENANGO CORPORATION","CHENANGO","NORWICH","CONT","4","0","0","0","3","0"
"20130396","UI  ","LPA","CNSTR/RHAB","150000","COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.","RENSSELAER","TROY","CMPL","0","0","0","1","0","0"
