"tax_year","credit_type","place_of_residence","county","size_of_earned_income","notes","number_of_claims_zero_qualifying_children","credit_amount_claimed_zero_qualifying_children_000","average_credit_zero_qualifying_children","number_of_claims_one_qualifying_child","credit_amount_claimed_one_qualifying_child_000","average_credit_one_qualifying_child","number_of_claims_more_than_one_qualifying_child","credit_amount_claimed_more_than_one_qualifying_child_000","average_credit_more_than_one_qualifying_child","number_of_claims_two_qualifying_children","credit_amount_claimed_two_qualifying_children_000","average_credit_two_qualifying_children","number_of_claims_more_than_two_qualifying_children","credit_amount_claimed_more_than_two_qualifying_children_000","average_credit_more_than_two_qualifying_children","number_of_claims_total","credit_amount_claimed_total_000","average_credit_total","place_of_residence_sort_order","earned_income_sort_order"
"2020","NYC EITC","Grand Total","Grand Total","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"359","2.535","7","736","20.813","28","1095","23.348","21","70","14"
"2020","NYC EITC","Grand Total","Grand Total","$8,001 - $12,000",,"50194","1053.719","21","40130","5327.545","133",,,,"14617","2547.974","174","5324","1058.303","199","110265","9987.541","91","70","3"
"2020","NYC EITC","Grand Total","Grand Total","$36,001 - $40,000",,"0","0","0","15989","556.707","35",,,,"8952","926.317","103","3926","556.787","142","28867","2039.811","71","70","10"
"2020","NYC EITC","Grand Total","Grand Total","TOTAL",,"196435","3047.972","16","257301","27041.587","105",,,,"154004","26060.848","169","67322","13302.338","198","675062","69452.745","103","70","16"
"2020","NYC EITC","Grand Total","Grand Total","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"1413","46.905","33","1818","79.839","44","3231","126.744","39","70","13"
"2020","NYC EITC","Grand Total","Grand Total","$4,001 - $8,000",,"56899","1198.833","21","25963","2456.363","95",,,,"8635","1007.863","117","3195","419.908","131","94692","5082.967","54","70","2"
"2020","NYC EITC","Grand Total","Grand Total","$40,001 - $44,000",,"0","0","0","6913","115.949","17",,,,"7774","523.488","67","3245","353.731","109","17932","993.168","55","70","11"
"2020","NYC EITC","Grand Total","Grand Total","$0 - $4,000",,"47786","381.222","8","12710","478.56","38",,,,"4523","197.731","44","1619","79.53","49","66638","1137.043","17","70","1"
"2020","NYC EITC","Grand Total","Grand Total","$32,001 - $36,000",,"0","0","0","18395","1168.626","64",,,,"11393","1579.26","139","4998","866.854","173","34786","3614.74","104","70","9"
"2020","NYC EITC","Grand Total","Grand Total","$20,001 - $24,000","d/",,,"3",,,"127",,,,"18447","3977.6","216","8354","2096.037","251","54536","9418.21","173","70","6"
"2020","NYC EITC","Grand Total","Grand Total","$44,001 - $48,000",,"0","0","0","1311","18.573","14",,,,"5637","191.975","34","2572","191.726","75","9520","402.274","42","70","12"
"2020","NYC EITC","Grand Total","Grand Total","$16,001 - $20,000",,"4266","56.527","13","30571","4190.714","137",,,,"21329","4911.366","230","9039","2358.475","261","65205","11517.082","177","70","5"
"2020","NYC EITC","Grand Total","Grand Total","$56,001 AND OVER",,"0","0","0","0","0","0",,,,"0","0","0","138","0.669","5","138","0.669","5","70","15"
"2020","NYC EITC","Grand Total","Grand Total","$12,001 - $16,000",,"35751","352.336","10","35468","4974.871","140",,,,"21573","4769.495","221","8908","2250.759","253","101700","12347.461","121","70","4"
"2020","NYS EITC","New York City - Bronx","Bronx","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"222","44.953","202","401","88.716","221","623","133.669","215","1","13"
"2020","NYS EITC","New York City - Bronx","Bronx","$32,001 - $36,000",,"0","0","0","4982","1842.429","370",,,,"2836","2283.882","805","1050","1061.367","1011","8868","5187.678","585","1","9"
"2020","NYS EITC","New York City - Bronx","Bronx","$16,001 - $20,000",,"207","13.511","65","8420","6537.217","776",,,,"5700","7665.798","1345","2110","3299.599","1564","16437","17516.125","1066","1","5"
"2020","NYS EITC","New York City - Bronx","Bronx","$0 - $4,000",,"7314","365.337","50","3072","623.761","203",,,,"1173","269.622","230","427","114.881","269","11986","1373.601","115","1","1"
"2020","NYS EITC","New York City - Bronx","Bronx","$44,001 - $48,000",,"0","0","0","230","19.172","83",,,,"1457","239.826","165","633","257.936","407","2320","516.934","223","1","12"
"2020","NYS EITC","New York City - Bronx","Bronx","$56,001 AND OVER",,"0","0","0","0","0","0",,,,"0","0","0","27","0.715","26","27","0.715","26","1","15"
"2020","NYS EITC","New York City - Bronx","Bronx","$12,001 - $16,000",,"3068","129","42","9844","7931.222","806",,,,"6215","8138.937","1310","2110","3190.882","1512","21237","19390.041","913","1","4"
"2020","NYS EITC","New York City - Bronx","Bronx","$8,001 - $12,000",,"7308","727.272","100","11271","8699.082","772",,,,"3896","4032.976","1035","1279","1500.297","1173","23754","14959.627","630","1","3"
"2020","NYS EITC","New York City - Bronx","Bronx","$20,001 - $24,000","d/, a/",,,"21",,,"714",,,,"4601","5684.72","1236",,,"1470","13500","13376.975","991","1","6"
"2020","NYS EITC","New York City - Bronx","Bronx","$4,001 - $8,000",,"8461","1081.102","128","6881","3752.039","545",,,,"2210","1487.275","673","783","602.802","770","18335","6923.218","378","1","2"
"2020","NYS EITC","New York City - Bronx","Bronx","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"67","2.419","36","140","23.689","169","207","26.108","126","1","14"
"2020","NYS EITC","New York City - Bronx","Bronx","$24,001 - $28,000","d/",,,"785",,,"624",,,,"3882","4363.421","1124",,,"1322","11390","10019.891","880","1","7"
"2020","NYS EITC","New York City - Bronx","Bronx","$36,001 - $40,000",,"0","0","0","4412","859.254","195",,,,"2328","1387.089","596","848","685.087","808","7588","2931.43","386","1","10"
"2020","NYS EITC","New York City - Bronx","Bronx","$40,001 - $44,000",,"0","0","0","1775","141.629","80",,,,"2059","766.988","373","732","448.002","612","4566","1356.619","297","1","11"
"2020","NYS EITC","New York City - Bronx","Bronx","$28,001 - $32,000",,"0","0","0","5610","2865.189","511",,,,"3407","3313.668","973","1247","1463.157","1173","10264","7642.014","745","1","8"
"2020","NYS EITC","New York City - Bronx","Bronx","TOTAL",,"26366","2317.157","88","69720","42158.08","605",,,,"40053","39681.574","991","14963","17197.834","1149","151102","101354.645","671","1","16"
"2020","NYS EITC","New York City - Kings","Kings","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"478","96.562","202","738","209.622","284","1216","306.184","252","2","13"
"2020","NYS EITC","New York City - Kings","Kings","TOTAL",,"53398","4785.242","90","77823","47777.897","614",,,,"48387","49337.01","1020","28263","34317.128","1214","207871","136217.277","655","2","16"
"2020","NYS EITC","New York City - Kings","Kings","$12,001 - $16,000",,"7120","393.659","55","10572","8813.662","834",,,,"6543","8651.12","1322","3811","5791.557","1520","28046","23649.998","843","2","4"
"2020","NYS EITC","New York City - Kings","Kings","$44,001 - $48,000",,"0","0","0","402","33.832","84",,,,"1765","364.004","206","982","473.256","482","3149","871.092","277","2","12"
"2020","NYS EITC","New York City - Kings","Kings","$0 - $4,000",,"12751","601.584","47","3631","743.911","205",,,,"1281","310.001","242","483","134.077","278","18146","1789.573","99","2","1"
"2020","NYS EITC","New York City - Kings","Kings","$4,001 - $8,000",,"16545","2129.598","129","7454","4051.782","544",,,,"2509","1682.454","671","1130","864.441","765","27638","8728.275","316","2","2"
"2020","NYS EITC","New York City - Kings","Kings","$40,001 - $44,000",,"0","0","0","2231","224.008","100",,,,"2432","998.949","411","1258","860.738","684","5921","2083.695","352","2","11"
"2020","NYS EITC","New York City - Kings","Kings","$28,001 - $32,000",,"0","0","0","6737","3600.65","534",,,,"4499","4574.996","1017","2924","3674.889","1257","14160","11850.535","837","2","8"
"2020","NYS EITC","New York City - Kings","Kings","$32,001 - $36,000",,"0","0","0","5933","2299.92","388",,,,"3665","3113.431","850","2092","2273.352","1087","11690","7686.703","658","2","9"
"2020","NYS EITC","New York City - Kings","Kings","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"123","5.347","43","295","50.42","171","418","55.767","133","2","14"
"2020","NYS EITC","New York City - Kings","Kings","$36,001 - $40,000",,"0","0","0","5117","1082.557","212",,,,"2782","1768.148","636","1647","1452.223","882","9546","4302.928","451","2","10"
"2020","NYS EITC","New York City - Kings","Kings","$20,001 - $24,000","d/",,,"21","8027","5993.823","747",,,,"6076","7823.386","1288",,,"1492","17900","19425.136","1085","2","6"
"2020","NYS EITC","New York City - Kings","Kings","$16,001 - $20,000",,"1024","63.837","62","9147","7333.377","802",,,,"6869","9498.958","1383","3929","6080.354","1548","20969","22976.526","1096","2","5"
"2020","NYS EITC","New York City - Kings","Kings","$56,001 AND OVER","d/, a/",,,"1","0","0","0",,,,"0","0","0",,,"25","62","1.533","25","2","15"
"2020","NYS EITC","New York City - Kings","Kings","$8,001 - $12,000",,"15918","1595.733","100","11442","8961.294","783",,,,"4279","4431.962","1036","1957","2319.666","1185","33596","17308.655","515","2","3"
"2020","NYS EITC","New York City - Kings","Kings","$24,001 - $28,000",,"0","0","0","7130","4639.081","651",,,,"5086","6017.692","1183","3198","4523.904","1415","15414","15180.677","985","2","7"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$40,001 - $44,000",,"0","0","0","789","66.637","84",,,,"850","328.493","386","250","154.719","619","1889","549.849","291","3","11"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$12,001 - $16,000",,"2958","140.76","48","4388","3511.314","800",,,,"2277","2972.328","1305","687","1046.809","1524","10310","7671.211","744","3","4"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$16,001 - $20,000",,"259","16.135","62","3685","2907.848","789",,,,"2141","2904.077","1356","711","1101.987","1550","6796","6930.047","1020","3","5"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$8,001 - $12,000",,"7145","714.005","100","5130","3947.59","770",,,,"1618","1651.667","1021","498","598.851","1203","14391","6912.113","480","3","3"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$44,001 - $48,000",,"0","0","0","110","9.615","87",,,,"601","106.439","177","221","87.768","397","932","203.822","219","3","12"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$52,001 - $56,000","d/","0","0","0","0","0","0",,,,"24","0.888","37",,,"171",,,"131","3","14"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$36,001 - $40,000",,"0","0","0","1873","380.472","203",,,,"940","571.183","608","347","281.557","811","3160","1233.212","390","3","10"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"29",,,"29","3","15"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$24,001 - $28,000",,"0","0","0","2770","1743.264","629",,,,"1585","1798.844","1135","499","671.549","1346","4854","4213.657","868","3","7"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$32,001 - $36,000",,"0","0","0","2164","806.973","373",,,,"1165","962.131","826","405","421.195","1040","3734","2190.299","587","3","9"
"2020","NYS EITC","New York City - Manhattan","Manhattan","TOTAL",,"25266","2208.356","87","31539","19094.33","605",,,,"16067","15822.505","985","5452","6206.969","1138","78324","43332.16","553","3","16"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"92","18.074","196","156","36.678","235","248","54.752","221","3","13"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$4,001 - $8,000",,"7972","1020.276","128","3312","1797.917","543",,,,"969","643.525","664","318","236.575","744","12571","3698.293","294","3","2"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$0 - $4,000",,"6920","316.985","46","1648","328.79","200",,,,"570","137.6","241","176","46.687","265","9314","830.062","89","3","1"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$28,001 - $32,000",,"0","0","0","2448","1245.596","509",,,,"1413","1416.315","1002","474","569.36","1201","4335","3231.271","745","3","8"
"2020","NYS EITC","New York City - Manhattan","Manhattan","$20,001 - $24,000","a/","12","0.195","16","3222","2348.314","729",,,,"1822","2310.941","1268","648","943.355","1456","5704","5602.805","982","3","6"
"2020","NYS EITC","New York City - Queens","Queens","$28,001 - $32,000",,"0","0","0","4897","2565.468","524",,,,"3570","3525.05","987","1272","1505.431","1184","9739","7595.949","780","4","8"
"2020","NYS EITC","New York City - Queens","Queens","$44,001 - $48,000",,"0","0","0","474","38.912","82",,,,"1503","360.115","240","550","255.178","464","2527","654.205","259","4","12"
"2020","NYS EITC","New York City - Queens","Queens","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,,,"2",,,"29","33","0.92","28","4","15"
"2020","NYS EITC","New York City - Queens","Queens","$40,001 - $44,000",,"0","0","0","1808","214.958","119",,,,"1897","825.101","435","777","522.378","672","4482","1562.437","349","4","11"
"2020","NYS EITC","New York City - Queens","Queens","TOTAL",,"52079","4766.062","92","64478","38802.788","602",,,,"40295","39097.603","970","14429","16141.978","1119","171281","98808.431","577","4","16"
"2020","NYS EITC","New York City - Queens","Queens","$0 - $4,000",,"12741","581.988","46","3188","654.609","205",,,,"1059","260.564","246","360","102.333","284","17348","1599.494","92","4","1"
"2020","NYS EITC","New York City - Queens","Queens","$52,001 - $56,000","d/","0","0","0","0","0","0",,,,,,"42",,,"169","300","35.768","119","4","14"
"2020","NYS EITC","New York City - Queens","Queens","$8,001 - $12,000",,"14531","1482.59","102","10309","7892.741","766",,,,"3990","3975.909","996","1220","1386.548","1137","30050","14737.788","490","4","3"
"2020","NYS EITC","New York City - Queens","Queens","$12,001 - $16,000",,"6139","362.555","59","8841","7033.893","796",,,,"5288","6650.597","1258","1787","2543.451","1423","22055","16590.496","752","4","4"
"2020","NYS EITC","New York City - Queens","Queens","$4,001 - $8,000",,"17722","2281.701","129","6914","3697.386","535",,,,"2420","1629.836","673","745","562.55","755","27801","8171.473","294","4","2"
"2020","NYS EITC","New York City - Queens","Queens","$16,001 - $20,000",,"892","56.263","63","7791","5958.902","765",,,,"5454","7032.957","1290","1790","2663.457","1488","15927","15711.579","986","4","5"
"2020","NYS EITC","New York City - Queens","Queens","$20,001 - $24,000",,"54","0.965","18","6527","4647.983","712",,,,"4889","6010.555","1229","1730","2456.149","1420","13200","13115.652","994","4","6"
"2020","NYS EITC","New York City - Queens","Queens","$24,001 - $28,000",,"0","0","0","5653","3581.471","634",,,,"4207","4707.253","1119","1624","2166.515","1334","11484","10455.239","910","4","7"
"2020","NYS EITC","New York City - Queens","Queens","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"527","102.121","194","411","115.536","281","938","217.657","232","4","13"
"2020","NYS EITC","New York City - Queens","Queens","$36,001 - $40,000",,"0","0","0","3711","818.978","221",,,,"2341","1487.64","635","833","711.572","854","6885","3018.19","438","4","10"
"2020","NYS EITC","New York City - Queens","Queens","$32,001 - $36,000",,"0","0","0","4365","1697.487","389",,,,"3031","2524.941","833","1116","1119.156","1003","8512","5341.584","628","4","9"
"2020","NYS EITC","New York City - Richmond","Richmond","$40,001 - $44,000",,"0","0","0","324","35.706","110",,,,"393","159.724","406","159","106.148","668","876","301.578","344","5","11"
"2020","NYS EITC","New York City - Richmond","Richmond","$44,001 - $48,000",,"0","0","0","72","6.435","89",,,,"251","60.399","241","135","58.042","430","458","124.876","273","5","12"
"2020","NYS EITC","New York City - Richmond","Richmond","TOTAL",,"6366","560.455","88","9092","5442.885","599",,,,"6411","6264.715","977","2980","3365.53","1129","24849","15633.585","629","5","16"
"2020","NYS EITC","New York City - Richmond","Richmond","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"82","17.008","207","88","22.254","253","170","39.262","231","5","13"
"2020","NYS EITC","New York City - Richmond","Richmond","$24,001 - $28,000",,"0","0","0","814","516.61","635",,,,"613","707.427","1154","297","403.755","1359","1724","1627.792","944","5","7"
"2020","NYS EITC","New York City - Richmond","Richmond","$56,001 AND OVER","a/","0","0","0","0","0","0",,,,"0","0","0","11","0.371","34","11","0.371","34","5","15"
"2020","NYS EITC","New York City - Richmond","Richmond","$0 - $4,000",,"1652","79.218","48","553","112.721","204",,,,"180","42.333","235","93","22.335","240","2478","256.607","104","5","1"
"2020","NYS EITC","New York City - Richmond","Richmond","$16,001 - $20,000",,"126","7.781","62","1028","830.187","808",,,,"794","1073.124","1352","309","470.34","1522","2257","2381.432","1055","5","5"
"2020","NYS EITC","New York City - Richmond","Richmond","$20,001 - $24,000","a/","10","0.213","21","839","620.431","739",,,,"747","941.129","1260","334","498.742","1493","1930","2060.515","1068","5","6"
"2020","NYS EITC","New York City - Richmond","Richmond","$4,001 - $8,000",,"1866","237.242","127","958","524.121","547",,,,"389","260.68","670","169","129.115","764","3382","1151.158","340","5","2"
"2020","NYS EITC","New York City - Richmond","Richmond","$8,001 - $12,000",,"1859","190.705","103","1324","1041.178","786",,,,"573","597.673","1043","277","336.089","1213","4033","2165.645","537","5","3"
"2020","NYS EITC","New York City - Richmond","Richmond","$12,001 - $16,000",,"853","45.296","53","1177","987.065","839",,,,"835","1094.493","1311","370","556.907","1505","3235","2683.761","830","5","4"
"2020","NYS EITC","New York City - Richmond","Richmond","$28,001 - $32,000",,"0","0","0","714","376.961","528",,,,"595","610.346","1026","288","362.102","1257","1597","1349.409","845","5","8"
"2020","NYS EITC","New York City - Richmond","Richmond","$32,001 - $36,000",,"0","0","0","658","249.083","379",,,,"520","435.34","837","225","234.941","1044","1403","919.364","655","5","9"
"2020","NYS EITC","New York City - Richmond","Richmond","$36,001 - $40,000",,"0","0","0","631","142.387","226",,,,"411","263.925","642","185","157.809","853","1227","564.121","460","5","10"
"2020","NYS EITC","New York City - Richmond","Richmond","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"28","1.114","40","40","6.58","165","68","7.694","113","5","14"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","TOTAL",,"163475","14637.272","90","252652","153275.98","607",,,,"151213","150203.407","993","66087","77229.439","1169","633427","395346.098","624","6","16"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$20,001 - $24,000",,"122","2.353","19","25727","18686.88","726",,,,"18135","22770.731","1256","8250","12121.119","1469","52234","53581.083","1026","6","6"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$36,001 - $40,000",,"0","0","0","15744","3283.648","209",,,,"8802","5477.985","622","3860","3288.248","852","28406","12049.881","424","6","10"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$44,001 - $48,000",,"0","0","0","1288","107.966","84",,,,"5577","1130.783","203","2521","1132.18","449","9386","2370.929","253","6","12"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$4,001 - $8,000",,"52566","6749.919","128","25519","13823.245","542",,,,"8497","5703.77","671","3145","2395.483","762","89727","28672.417","320","6","2"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$0 - $4,000",,"41378","1945.112","47","12092","2463.792","204",,,,"4263","1020.12","239","1539","420.313","273","59272","5849.337","99","6","1"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$40,001 - $44,000",,"0","0","0","6927","682.938","99",,,,"7631","3079.255","404","3176","2091.985","659","17734","5854.178","330","6","11"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$24,001 - $28,000","d/",,,"785","22478","14291.183","636",,,,,,"1145","7014","9610.651","1370","44866","41497.256","925","6","7"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"1401","278.718","199","1794","472.806","264","3195","751.524","235","6","13"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$8,001 - $12,000",,"46761","4710.305","101","39476","30541.885","774",,,,"14356","14690.187","1023","5231","6141.451","1174","105824","56083.828","530","6","3"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$12,001 - $16,000",,"20138","1071.27","53","34822","28277.156","812",,,,"21158","27507.475","1300","8765","13129.606","1498","84883","69985.507","824","6","4"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"360","14.73","41","714","121.228","170","1074","135.958","127","6","14"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$32,001 - $36,000",,"0","0","0","18102","6895.892","381",,,,"11217","9319.725","831","4888","5110.011","1045","34207","21325.628","623","6","9"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$56,001 AND OVER","d/, a/",,,"1","0","0","0",,,,,,"2","136","3.682","27","138","3.685","27","6","15"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$16,001 - $20,000",,"2508","157.527","63","30071","23567.531","784",,,,"20958","28174.914","1344","8849","13615.737","1539","62386","65515.709","1050","6","5"
"2020","NYS EITC","Total, New York City Counties","Total, New York City Counties","$28,001 - $32,000",,"0","0","0","20406","10653.864","522",,,,"13484","13440.375","997","6205","7574.939","1221","40095","31669.178","790","6","8"
"2020","NYS EITC","Albany","Albany","$0 - $4,000",,"1123","63.584","57","362","73.874","204",,,,"151","40.249","267","80","21.251","266","1716","198.958","116","7","1"
"2020","NYS EITC","Albany","Albany","$44,001 - $48,000",,"0","0","0","28","2.247","80",,,,"194","41.587","214","99","43.058","435","321","86.892","271","7","12"
"2020","NYS EITC","Albany","Albany","$40,001 - $44,000",,"0","0","0","215","20.67","96",,,,"234","92.507","395","122","82.791","679","571","195.968","343","7","11"
"2020","NYS EITC","Albany","Albany","$32,001 - $36,000",,"0","0","0","628","234.836","374",,,,"361","302.179","837","177","191.038","1079","1166","728.053","624","7","9"
"2020","NYS EITC","Albany","Albany","$16,001 - $20,000","d/",,,"59","664","549.537","828",,,,,,"1403","185","305.879","1653","1307","1449.506","1109","7","5"
"2020","NYS EITC","Albany","Albany","$4,001 - $8,000",,"1214","156.648","129","592","336.059","568",,,,"233","157.769","677","100","75.912","759","2139","726.388","340","7","2"
"2020","NYS EITC","Albany","Albany","$8,001 - $12,000",,"1191","115.089","97","757","618.33","817",,,,"344","375.113","1090","133","168.376","1266","2425","1276.908","527","7","3"
"2020","NYS EITC","Albany","Albany","$12,001 - $16,000",,"538","20.287","38","708","596.161","842",,,,"442","602.992","1364","182","281.334","1546","1870","1500.774","803","7","4"
"2020","NYS EITC","Albany","Albany","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"56","10.844","194","79","22.642","287","135","33.486","248","7","13"
"2020","NYS EITC","Albany","Albany","$28,001 - $32,000",,"0","0","0","652","339.364","520",,,,"369","373.438","1012","196","244.773","1249","1217","957.575","787","7","8"
"2020","NYS EITC","Albany","Albany","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"26","0.926","36","42","6.685","159","68","7.611","112","7","14"
"2020","NYS EITC","Albany","Albany","$56,001 AND OVER","a/","0","0","0","0","0","0",,,,"0","0","0","13","0.468","36","13","0.468","36","7","15"
"2020","NYS EITC","Albany","Albany","TOTAL",,"4104","357.731","87","6350","3729.944","587",,,,"3915","3783.422","966","1973","2195.705","1113","16342","10066.802","616","7","16"
"2020","NYS EITC","Albany","Albany","$20,001 - $24,000","d/, a/",,,"2","608","455.459","749",,,,,,"1341","208","323.107","1553","1229","1329.744","1082","7","6"
"2020","NYS EITC","Albany","Albany","$36,001 - $40,000",,"0","0","0","498","96.41","194",,,,"274","169.386","618","139","119.259","858","911","385.055","423","7","10"
"2020","NYS EITC","Albany","Albany","$24,001 - $28,000",,"0","0","0","638","406.997","638",,,,"398","473.287","1189","218","309.132","1418","1254","1189.416","948","7","7"
"2020","NYS EITC","Allegany","Allegany","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"34",,,"34","8","15"
"2020","NYS EITC","Allegany","Allegany","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"16","3.255","203","31","11.084","358","47","14.339","305","8","13"
"2020","NYS EITC","Allegany","Allegany","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"44","24","4.372","182",,,"158","8","14"
"2020","NYS EITC","Allegany","Allegany","$20,001 - $24,000","d/, a/",,,"33","117","88.697","758",,,,,,"1396","37","53.76","1453","228","244.385","1072","8","6"
"2020","NYS EITC","Allegany","Allegany","$0 - $4,000","d/",,,"82","46","8.337","181",,,,"19","4.776","251",,,"337","256","31.109","122","8","1"
"2020","NYS EITC","Allegany","Allegany","$12,001 - $16,000",,"94","5.027","53","141","127.483","904",,,,"68","96.9","1425","25","42.542","1702","328","271.952","829","8","4"
"2020","NYS EITC","Allegany","Allegany","$16,001 - $20,000",,"24","1.329","55","111","95.691","862",,,,"67","104.204","1555","49","80.214","1637","251","281.438","1121","8","5"
"2020","NYS EITC","Allegany","Allegany","TOTAL",,"608","55.391","91","953","607.931","638",,,,"684","679.312","993","443","486.033","1097","2688","1828.667","680","8","16"
"2020","NYS EITC","Allegany","Allegany","$36,001 - $40,000",,"0","0","0","55","12.497","227",,,,"48","25.49","531","31","26.825","865","134","64.812","484","8","10"
"2020","NYS EITC","Allegany","Allegany","$40,001 - $44,000",,"0","0","0","26","2.323","89",,,,"40","18.121","453","36","25.092","697","102","45.536","446","8","11"
"2020","NYS EITC","Allegany","Allegany","$44,001 - $48,000",,"0","0","0","14","0.935","67",,,,"40","10.577","264","22","13.029","592","76","24.541","323","8","12"
"2020","NYS EITC","Allegany","Allegany","$8,001 - $12,000",,"151","15.19","101","86","73.507","855",,,,"45","50.185","1115","34","45.93","1351","316","184.812","585","8","3"
"2020","NYS EITC","Allegany","Allegany","$4,001 - $8,000",,"156","18.853","121","73","40.536","555",,,,"39","27.43","703","17","13.264","780","285","100.083","351","8","2"
"2020","NYS EITC","Allegany","Allegany","$28,001 - $32,000",,"0","0","0","99","54.886","554",,,,"71","70.763","997","36","43.303","1203","206","168.952","820","8","8"
"2020","NYS EITC","Allegany","Allegany","$32,001 - $36,000",,"0","0","0","69","25.57","371",,,,"54","42.532","788","36","41.083","1141","159","109.185","687","8","9"
"2020","NYS EITC","Allegany","Allegany","$24,001 - $28,000",,"0","0","0","116","77.469","668",,,,"99","122.964","1242","54","82.43","1526","269","282.863","1052","8","7"
"2020","NYS EITC","Broome","Broome","$8,001 - $12,000",,"776","75.824","98","529","437.873","828",,,,"278","303.617","1092","128","161.013","1258","1711","978.327","572","9","3"
"2020","NYS EITC","Broome","Broome","$28,001 - $32,000",,"0","0","0","462","238.062","515",,,,"276","275.631","999","129","161.349","1251","867","675.042","779","9","8"
"2020","NYS EITC","Broome","Broome","$16,001 - $20,000","d/",,,"53","466","382.589","821",,,,"321","470.08","1464",,,"1651","1010","1164.854","1153","9","5"
"2020","NYS EITC","Broome","Broome","$4,001 - $8,000",,"741","92.901","125","423","236.949","560",,,,"167","115.695","693","97","76.644","790","1428","522.189","366","9","2"
"2020","NYS EITC","Broome","Broome","$40,001 - $44,000",,"0","0","0","123","11.003","89",,,,"156","65.034","417","101","67.67","670","380","143.707","378","9","11"
"2020","NYS EITC","Broome","Broome","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"34",,,"34","9","15"
"2020","NYS EITC","Broome","Broome","$36,001 - $40,000",,"0","0","0","318","66.336","209",,,,"203","125.947","620","124","104.683","844","645","296.966","460","9","10"
"2020","NYS EITC","Broome","Broome","$20,001 - $24,000","d/, a/",,,"10","491","375.957","766",,,,"323","421.535","1305","174","275.175","1581",,,"1084","9","6"
"2020","NYS EITC","Broome","Broome","$52,001 - $56,000","a/","0","0","0","0","0","0",,,,"10","0.395","40","52","8.516","164","62","8.911","144","9","14"
"2020","NYS EITC","Broome","Broome","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"44","8.06","183","65","18.932","291","109","26.992","248","9","13"
"2020","NYS EITC","Broome","Broome","$12,001 - $16,000",,"377","16.873","45","567","486.836","859",,,,"335","463.452","1383","187","289.885","1550","1466","1257.046","857","9","4"
"2020","NYS EITC","Broome","Broome","$0 - $4,000",,"684","64.379","94","282","56.113","199",,,,"118","31.063","263","64","17.448","273","1148","169.003","147","9","1"
